,Live Spectrum 10-11-2023 10:04:18 - Spikes removed,Live Spectrum 10-11-2023 10:04:19 - Spikes removed,Live Spectrum 10-11-2023 10:04:20 - Spikes removed,Live Spectrum 10-11-2023 10:04:22 - Spikes removed,Live Spectrum 10-11-2023 10:04:23 - Spikes removed,Live Spectrum 10-11-2023 10:04:23 - Spikes removed,
391.6276,17.171545,16.673525,16.796545,16.59441,16.24934,16.97007,
391.9091,17.154406,16.544109,16.911782,16.678329,16.330891,16.939344,
392.1907,16.982653,16.482207,16.928827,16.870217,16.53514,16.96875,
392.4723,16.836931,16.659093,16.913069,17.07074,16.713353,16.96875,
392.7538,16.8125,16.862329,16.876691,17.13598,16.912158,16.96875,
393.0354,16.8125,16.712753,16.886749,16.716505,16.9785,16.796752,
393.3169,16.744327,16.806794,16.769904,16.508526,16.855129,16.945993,
393.5985,16.838467,16.994717,16.694807,16.547887,16.788557,17.079137,
393.8801,16.900157,16.930622,16.561714,16.713443,16.95735,16.666079,
394.1616,17.196269,16.458038,16.504885,17.066385,17.052731,16.430673,
394.4432,17.360273,16.319863,16.582705,17.29041,17.200341,16.599228,
394.7248,17.144874,16.456329,16.564984,17.197437,17.103687,16.82636,
395.0063,17.244831,16.768328,16.862078,17.097626,17.063792,16.514214,
395.2879,17.25,16.687816,16.220964,17.156039,17.311657,17.029458,
395.5694,16.927818,16.525871,16.474129,16.971977,16.647644,16.839447,
395.8510,16.647244,16.372748,16.613742,17.0625,16.428765,16.71875,
396.1326,16.520984,16.415612,16.444796,17.055656,16.722172,16.729016,
396.4141,16.446674,17.022936,16.231652,16.990826,16.763761,16.78039,
396.6957,16.454025,17.184984,16.188216,16.908766,16.803522,16.588003,
396.9772,16.222395,17.277993,16.517059,16.746743,16.638803,16.527993,
397.2588,16.141101,17.059644,16.631147,16.61695,16.6875,16.446502,
397.5404,16.316221,16.790444,16.487139,16.713276,16.669111,16.571694,
397.8219,16.655999,16.802167,16.634579,17.082663,16.645666,16.562751,
398.1035,16.615555,16.78125,16.878148,17.204135,16.664568,16.488534,
398.3851,16.424906,16.718279,16.874529,17.036841,16.549435,16.456156,
398.6666,16.515985,16.583849,16.685232,16.810232,16.464934,16.451217,
398.9482,16.65625,16.442244,16.443825,16.761672,16.544503,16.602259,
399.2297,16.464892,16.29591,16.200874,16.955376,16.689429,16.829733,
399.5113,16.332411,16.437589,16.43482,16.926072,16.644822,16.650447,
399.7929,16.41131,16.611905,16.627974,16.903276,16.549405,16.47381,
400.0744,16.899542,16.644252,16.485493,17.065009,16.5625,16.654014,
400.3560,17.207843,16.818995,16.457843,17.145343,16.664215,16.770343,
400.6375,17.175892,16.884821,16.704471,17.027675,16.890183,17.059829,
400.9191,17.13374,16.694919,16.72246,16.96875,16.99126,17.11997,
401.2007,17.077828,16.601414,16.663914,17.039507,16.764142,17.022993,
401.4822,16.939218,16.445812,16.434343,17.161125,16.588875,16.901375,
401.7638,16.931972,16.71491,16.349278,17.03317,16.742552,16.694948,
402.0453,16.964282,16.968723,16.691915,16.839308,16.727686,16.816942,
402.3269,16.885239,16.944326,17.02837,16.645478,16.774424,16.927261,
402.6085,16.846113,16.879726,17.0625,16.596113,16.896798,17.139708,
402.8900,16.724023,16.725342,16.733251,17.042725,17.025977,17.15625,
403.1716,16.687779,16.93555,16.378065,17.155414,17.186107,17.249164,
403.4532,16.847529,17.441279,16.724041,16.930698,17.121977,16.770669,
403.7347,16.983934,17.536627,16.9375,16.640184,16.971439,16.363386,
404.0163,16.710322,16.616224,16.920644,16.377809,16.488763,16.670644,
404.2978,16.625,16.870549,16.742343,16.398593,16.417112,16.511485,
404.5794,16.60563,17.067342,16.702027,16.34375,16.723592,16.59375,
404.8610,16.494149,17.070345,16.775399,16.349601,16.75,16.617155,
405.1425,16.48246,16.920763,16.743145,16.375,16.777421,16.746171,
405.4241,16.625499,16.757854,16.71875,16.477103,16.859292,16.812334,
405.7056,16.941642,16.869729,16.780685,16.772402,16.8125,16.745294,
405.9872,17.129616,16.995384,16.90799,16.592614,16.674787,16.773153,
406.2688,17.289648,16.824532,16.800468,16.347383,16.494024,16.622578,
406.5503,17.116705,16.965246,16.730549,16.578446,16.84854,16.464603,
406.8319,16.948909,17.0625,16.698909,16.707341,17.049727,16.367932,
407.1135,16.847517,16.897602,16.666225,16.643835,16.838869,16.518623,
407.3950,16.768384,16.702205,16.748161,16.395224,16.446697,16.854776,
407.6766,16.546446,16.734414,16.812578,16.187188,16.187266,16.9375,
407.9581,16.325147,16.866324,16.810514,15.996029,16.160221,16.970736,
408.2397,16.615015,16.45932,16.921782,16.218565,16.816013,16.332471,
408.5213,16.875,16.340156,16.938698,16.4375,17.170188,15.79399,
408.8028,16.894449,16.881337,16.816652,16.359703,17.054851,15.975743,
409.0844,17.048933,16.910301,16.822017,16.271733,16.990483,16.052983,
409.3659,17.125,16.833812,16.886375,16.292625,16.904813,16.116499,
409.6475,16.835927,17.15506,16.817304,16.334736,17.008418,16.200723,
409.9291,16.765061,17.304406,16.526539,16.390061,16.946722,16.705017,
410.2106,17.118228,17.047731,16.172731,16.40625,16.97846,16.875,
410.4922,16.844061,16.544102,16.743211,16.531146,16.775187,16.625207,
410.7738,16.879419,16.489268,16.932134,16.821338,16.692866,16.691919,
411.0553,17.120517,16.607134,16.883933,17.223184,16.633933,16.7991,
411.3369,17.239284,16.680356,16.847322,17.087503,16.597322,16.757144,
411.6184,17.221432,17.201725,16.758046,16.605411,16.622318,16.89284,
411.9000,17.189297,17.367812,16.75,16.326875,16.654453,16.90625,
412.1816,17.0055,17.011001,16.628667,16.251833,16.74725,16.845583,
412.4631,16.781539,16.968791,16.593791,16.468461,16.718791,16.937376,
412.7447,16.414541,16.186671,16.253316,16.311671,17.091263,16.444133,
413.0262,16.723834,16.159639,16.381779,16.288029,17.001695,16.721393,
413.3078,16.794612,16.221305,16.507666,16.398584,17.028695,17.304834,
413.5894,16.580104,16.328462,16.624453,16.319323,16.979532,17.208516,
413.8709,16.507113,16.960225,16.853687,16.387788,16.816763,17.125,
414.1525,16.69891,16.901141,16.677878,16.489186,16.818205,17.104564,
414.4341,16.318488,16.845247,16.433046,16.617552,16.675599,17.023802,
414.7156,16.022912,16.7459,16.220163,16.630513,16.618213,17.009613,
414.9972,16.834587,16.813272,16.068576,16.350598,16.58613,16.662326,
415.2787,17.008447,16.710303,16.315038,16.510985,16.570947,16.959469,
415.5603,17.02198,16.733848,16.480406,16.625,16.60302,17.17823,
415.8419,16.949563,16.8841,16.65625,16.564476,16.645175,17.055376,
416.1234,16.800148,16.957849,16.645349,16.404798,16.6875,16.767446,
416.4050,16.742168,16.902373,16.730381,16.238369,16.746045,16.578164,
416.6865,16.831301,16.84375,16.956301,16.024962,16.84375,16.550051,
416.9681,16.999432,16.777191,16.858198,16.221673,16.963556,16.864611,
417.2497,17.05447,16.715712,16.596788,16.534288,17.068576,17.018227,
417.5312,16.86448,16.824478,16.443334,16.440417,16.880834,16.8125,
417.8128,16.828403,16.953292,16.092971,16.343639,16.702958,16.687055,
418.0944,16.922711,17.049383,16.056071,16.279578,16.590406,16.611883,
418.3759,17.006446,17.076513,16.529009,16.439603,16.565723,16.742433,
418.6575,16.99047,16.954454,16.763242,16.66578,16.611758,16.956561,
418.9390,16.730986,16.875,16.599808,16.737524,16.662548,17.118822,
419.2206,16.925857,17.070357,16.597678,16.574179,16.531215,16.765536,
419.5022,17.267049,17.065743,16.717128,16.407872,16.254865,16.632714,
419.7837,17.112252,16.810593,16.897317,16.185593,16.072069,16.855862,
420.0653,16.607724,16.653371,16.903371,16.050164,15.987664,16.981086,
420.3468,16.212136,16.399636,16.852464,16.098859,16.081432,17,
420.6284,16.427576,16.3125,16.7972,16.26465,16.3112,16.86035,
420.9100,16.651296,16.384527,16.78125,16.480564,16.350991,16.788491,
421.1915,16.514329,16.332034,16.830727,16.630205,16.393227,16.805989,
421.4731,16.74885,16.083328,17.098386,16.350687,17.093767,16.761573,
421.7546,17.021972,15.952698,17.28717,16.569274,17.040528,16.61908,
422.0362,17.170099,16.367897,17.3394,17.001597,16.731002,16.513051,
422.3178,17.077056,16.630778,17.288528,16.869222,16.604667,16.5,
422.5993,16.751004,17.222607,16.941436,16.192439,16.791975,16.641589,
422.8809,16.60267,17.542431,16.645069,16.18304,16.92858,16.888411,
423.1625,16.682903,17.384193,16.327822,16.1875,17.026653,16.698225,
423.4440,16.869966,17.283767,16.403733,16.309144,17.092072,16.596267,
423.7256,16.781701,16.783655,16.748346,16.001503,16.627255,17.153544,
424.0071,16.938568,16.938568,17.221419,16.059831,16.720351,16.715013,
424.2887,16.991506,16.99636,17.37136,15.913531,16.804006,16.495146,
424.5703,16.766142,16.876033,17.252922,16.125856,16.561644,16.373111,
424.8518,16.536368,16.408809,16.802263,16.632678,16.054822,16.338632,
425.1334,16.645357,16.450402,16.703627,16.721975,15.942946,16.278025,
425.4149,17.136509,16.578049,16.851524,16.715015,15.749848,16.218902,
425.6965,17.260264,16.642055,16.897161,16.427849,16.05964,16.131791,
425.9781,16.229145,16.416579,16.833355,16.229079,16.588553,16.90625,
426.2596,16.374783,16.689304,16.746175,16.478421,16.556654,16.859483,
426.5412,16.755291,16.923321,16.57428,16.630291,16.472841,16.584862,
426.8228,16.734674,16.728612,16.528518,16.524121,16.242871,16.341018,
427.1043,17,16.664015,16.625,16.484471,16.203221,16.445265,
427.3859,17.058768,16.77985,16.650186,16.496268,16.273786,16.552705,
427.6674,17.290925,17.157556,16.763859,16.701359,16.59375,16.817337,
427.9490,17.449462,17.343379,16.788205,16.880007,16.805916,16.944826,
428.2306,17.303634,16.949623,16.634796,16.969681,17.158111,17.020988,
428.5121,17.09375,16.675251,16.686125,16.724127,16.710503,16.934751,
428.7937,17.174137,16.68562,16.625,16.442581,16.378201,16.766565,
429.0752,17.191616,16.831662,16.600823,16.404192,16.570472,16.651235,
429.3568,16.885802,16.736368,16.600566,16.576132,16.882759,16.581061,
429.6384,16.625758,16.651569,16.616396,16.714069,16.924974,16.575785,
429.9199,16.652637,16.867889,16.548624,16.805504,16.628613,16.649254,
430.2015,16.93053,16.920189,16.61803,16.542342,16.336256,16.559653,
430.4831,17.046296,16.763889,16.658565,16.231482,16.21875,16.450232,
430.7646,17.125,16.953125,16.625,16.390625,16.34375,16.640625,
431.0462,17.236098,17.109949,16.640051,16.420152,16.484949,16.814797,
431.3277,17.298019,17.141769,16.775925,16.593002,16.533539,16.875,
431.6093,17.260494,17.000233,16.958256,16.850591,16.614506,16.805659,
431.8909,17.147163,16.98238,17.017897,16.90625,16.76363,16.732103,
432.1724,16.964572,17.15477,16.957434,16.980066,16.788388,16.663388,
432.4540,17.217126,17.142722,17.362418,16.84118,16.75,16.548972,
432.7355,17.30061,17.113306,17.51936,16.699194,17.043336,16.519556,
433.0171,17.098148,17.1451,17.156096,16.6674,17.21875,16.53125,
433.2987,17.03125,17.259453,16.979359,16.676891,16.950423,16.510609,
433.5802,16.946544,17.164264,16.989927,16.729853,16.833677,16.43647,
433.8618,16.884542,17.137167,17,16.858542,16.865458,16.471375,
434.1434,16.608167,17.15625,17,16.79507,16.76382,16.411056,
434.4249,16.272405,17.087971,17.045519,16.658962,16.422876,16.443279,
434.7065,16.839305,17.015942,17.015942,16.694836,16.475451,16.329077,
434.9880,17.014912,17.047588,16.952412,16.766338,16.721601,16.535503,
435.2696,17,17.402766,16.986109,16.927078,17.048602,16.55208,
435.5512,17.049623,17.524811,17.024811,17.043184,17.025754,16.583702,
435.8327,17.0625,17.227483,17.056564,17.214384,16.822802,16.5,
436.1143,17.088312,17.104625,16.985063,17.25,16.703813,16.680686,
436.3958,16.935911,16.883297,16.942443,17.013241,17.055792,16.876589,
436.6774,16.90625,16.790157,17.071483,16.834767,17.419763,16.638283,
436.9590,16.988098,17.026794,17.393859,16.648804,16.95038,16.675598,
437.2405,17.166587,17.034735,16.937739,16.652765,16.736177,16.798558,
437.5221,17.243984,16.890039,16.762031,16.599766,16.521054,16.756016,
437.8037,16.876694,17.047295,17.065874,16.59375,16.385137,16.778716,
438.0852,16.551896,16.712275,17.006194,16.564565,16.141517,16.839621,
438.3668,16.412647,16.657849,16.703492,16.681103,16.036048,16.873401,
438.6483,16.677259,16.535801,16.657388,16.6875,16.001138,17.025561,
438.9299,17.054333,16.500681,16.809097,16.656931,15.969431,17.122958,
439.2115,16.317957,16.562045,16.626364,16.873408,16.403067,16.690683,
439.4930,16.40758,16.4375,16.531693,16.903811,16.345302,16.938387,
439.7746,16.597751,16.434166,16.592416,16.559166,16.567834,17.055166,
440.0561,16.790112,16.279035,16.529035,16.397388,16.813608,16.710996,
440.3377,17.037429,16.214116,16.474929,16.160884,16.823669,16.493821,
440.6193,17.160205,16.138843,16.60166,16.253955,16.463208,16.404664,
440.9008,17.211531,16.353376,16.730782,16.305281,16.87744,16.858189,
441.1824,17.113675,16.562183,16.858012,16.278208,17.286913,17.011431,
441.4640,16.993496,16.824524,16.674491,16.871748,17.327489,16.819004,
441.7455,16.911817,16.838504,16.569838,16.803391,17.161817,16.867662,
442.0271,16.706504,17.058418,16.612754,16.5,16.948341,16.828828,
442.3086,16.607037,17.03125,16.535741,16.517963,16.816991,16.919537,
442.5902,16.509791,17.021459,16.567396,16.634791,16.858437,16.807604,
442.8718,16.5625,16.942267,16.583157,16.682203,16.948093,16.79714,
443.1533,16.608048,16.784032,16.571105,16.661944,17.051242,16.892081,
443.4349,16.733375,16.65625,16.774346,16.66924,17.14126,16.993096,
443.7164,16.432152,16.669201,16.75844,16.632603,16.568976,17.126128,
443.9980,16.544971,16.753053,16.21645,16.78125,16.621193,17.174532,
444.2796,16.615476,16.860516,15.882242,16.802976,16.71875,16.761413,
444.5611,16.710357,16.766785,16.066252,16.905476,16.741607,16.304107,
444.8427,16.773258,16.601023,16.618447,17.007992,16.836477,16.486894,
445.1242,16.708191,16.539612,16.731079,17.056336,16.881164,16.787414,
445.4058,16.59375,16.606137,16.541386,17.125,16.795045,16.68384,
445.6874,16.702818,16.655127,16.433517,17.006843,16.795445,16.720996,
445.9689,16.94041,16.5,16.52834,16.680963,16.87791,16.97457,
446.2505,16.845598,16.558803,16.59375,16.583949,16.8125,16.804548,
446.5321,16.720347,16.768704,16.603901,16.653855,16.842952,16.667997,
446.8136,16.56226,16.895513,16.698477,16.833253,16.916747,16.363063,
447.0952,16.467483,16.649916,16.789555,16.823339,17.002533,15.979589,
447.3767,16.450959,16.34375,16.6875,16.765509,17.091468,16.067064,
447.6583,16.577297,16.481892,16.710524,16.532905,17.008226,16.222036,
447.9399,16.525982,16.754278,16.832898,16.398685,17.004278,16.32862,
448.2214,16.385517,16.934194,16.907903,16.413161,16.904297,16.418419,
448.5030,16.687387,17.125,16.837485,16.52491,16.681235,16.499962,
448.7845,16.994373,17.112188,16.964682,16.762812,16.769997,16.657809,
449.0661,17.096886,17.106877,17.106877,16.886267,16.84375,16.855017,
449.3477,17.227816,17.178755,17.192194,17.098444,16.709362,16.986561,
449.6292,17.185024,17.29124,17.226263,17.256233,16.599983,16.955003,
449.9108,17.076551,17.442105,17.128149,17.371851,16.856108,16.923449,
450.1924,17.065048,17.332885,17.036346,17.391899,16.875938,16.662284,
450.4739,16.928718,17.150385,16.895513,17.31641,16.71484,16.462885,
450.7555,16.588397,17.27988,16.84238,17.130479,16.855951,16.637201,
451.0370,16.34375,17.251583,16.951146,16.954313,17.028875,16.764437,
451.3186,16.390293,17.016842,17.093308,17.014851,16.923313,16.750442,
451.6002,16.516479,16.748975,17.203638,17.140796,16.639771,16.624317,
451.8817,16.625897,16.704471,16.944601,17.188397,16.530353,16.417837,
452.1633,16.672598,16.831738,16.492774,17.316836,16.532695,16.313945,
452.4448,16.504703,17.072429,16.310514,17.024038,16.662208,16.443458,
452.7264,16.411288,16.982367,16.416326,16.586193,16.800654,16.598788,
453.0080,16.571634,16.952724,16.651282,16.534295,16.895192,16.690545,
453.2895,16.673657,17.215596,16.854439,16.51028,16.920093,16.753563,
453.5711,16.634514,17.294838,17.02581,16.55706,16.959236,16.834236,
453.8527,16.665405,17.155853,17.147492,16.732483,16.964172,16.857086,
454.1342,17.045666,17.207796,17.27831,16.939634,17.064634,16.75294,
454.4158,17.373282,17.588597,17.362156,17.068063,17.193063,16.595468,
454.6973,17.139144,17.650719,17.300411,17.205633,17.21875,16.922842,
454.9789,17.088575,17.241466,17.11781,17.111291,17.294287,17.206384,
455.2605,17.263971,16.782718,16.916543,16.885293,17.152572,17.065807,
455.5420,17.293152,16.644348,16.940488,16.735109,16.77973,16.988098,
455.8236,17.242102,16.812841,17.195739,16.765796,16.664148,16.843409,
456.1051,17.119768,16.965639,17.510465,16.852093,16.925058,16.868779,
456.3867,16.902377,16.7398,17.604985,16.875,17.142562,17.017562,
456.6683,16.832731,16.431904,17.472365,16.976154,16.944731,17.102962,
456.9498,16.986848,16.650388,17.201825,16.86771,16.873828,17.247655,
457.2314,17.021199,16.874452,17.073099,16.698647,16.885599,17.105994,
457.5130,16.895724,17.135657,17.208486,16.864802,16.854145,16.874869,
457.7945,16.759525,17.186832,17.197025,17.010862,16.84375,16.917781,
458.0761,16.654989,16.943715,17.049982,17.158771,17.077539,17.032511,
458.3576,16.667895,16.715066,16.978553,17.240197,17.251842,17.169737,
458.6392,16.795688,16.764438,17.012025,17.228362,17.302888,17.153837,
458.9208,16.99652,16.856149,17.140371,17.196926,17.290676,17.103176,
459.2023,16.842426,16.96303,16.681329,17.231515,17.325265,16.675609,
459.4839,16.927496,16.933439,16.69062,17.205626,17.255002,16.610935,
459.7654,17.111815,16.973339,16.893065,17.366405,17.263476,16.790429,
460.0470,17.381606,17.090143,17.027643,17.279751,17.326321,16.978964,
460.3286,17.491455,17.261228,17.130614,17.173341,17.502682,17.076659,
460.6101,17.317039,17.38111,17.17912,17.041899,17.63111,16.933659,
460.8917,16.835422,17.106832,16.911114,17.069096,17.65625,16.805904,
461.1733,16.548356,16.976809,16.696547,17.209703,17.540297,16.78125,
461.4548,17.223714,17.015441,17.169854,16.783088,17.243198,17.504964,
461.7364,17.022304,17.501193,17.461236,16.648497,17.250239,17.609017,
462.0179,16.662194,17.65625,17.570935,16.774476,17.304895,17.160532,
462.2995,16.903016,17.323194,17.59375,16.717341,17.217341,16.864722,
462.5811,17.311101,16.955511,17.498027,16.950739,17.355016,16.8125,
462.8626,17.478455,16.995342,17.46875,17.079387,17.40625,16.980979,
463.1442,17.403189,17.152263,17.541358,17.214763,17.624074,17.200668,
463.4257,17.448,17.211833,17.659834,17.25,17.955167,17.420334,
463.7073,17.909042,17.561199,17.467354,17.519067,17.566497,17.493211,
463.9889,17.932912,17.779173,17.40625,17.716673,17.4375,17.622923,
464.2704,17.634495,17.8125,17.332135,17.774705,17.58573,17.75507,
464.5520,17.388746,17.787678,17.287678,17.508208,17.773932,17.756428,
464.8335,17.318814,17.506958,17.380993,17.188144,18.061856,17.725064,
465.1151,17.437729,17.362362,17.381204,17.150046,17.974725,17.518383,
465.3967,17.695124,17.469513,17.450458,17.432929,17.9375,17.619666,
465.6782,17.674232,17.626281,17.494006,17.752561,17.785963,17.529969,
465.9598,17.98588,18.061949,17.652137,18.319623,17.141452,16.942164,
466.2414,17.960689,18.130797,17.662047,18.310236,17.229076,16.863406,
466.5229,18.192961,17.920631,17.835073,18.102427,17.562258,17.2071,
466.8045,18.711449,18.00318,17.772456,18.088136,17.932633,17.28125,
467.0860,18.863945,18.597149,17.878613,18.09375,18.102891,17.358418,
467.3676,18.539523,19.054227,18.164309,18.016332,18.279835,17.400806,
