,Live Spectrum 10-11-2023 10:14:57 - Spikes removed,Live Spectrum 10-11-2023 10:14:58 - Spikes removed,Live Spectrum 10-11-2023 10:14:58 - Spikes removed,Live Spectrum 10-11-2023 10:14:59 - Spikes removed,Live Spectrum 10-11-2023 10:14:59 - Spikes removed,
411.6184,16.85716,16.776819,17.346432,16.98216,16.885728,
411.9000,16.784844,16.720547,17.284844,17.027656,16.727735,
412.1816,16.750917,16.53675,17.220583,17.03125,16.779417,
412.4631,16.75,16.593667,17.156333,17.000041,16.750041,
412.7447,16.592921,16.972066,17.590434,16.752487,16.782079,
413.0262,16.559111,17.105613,17.455193,16.845445,16.8125,
413.3078,16.497445,17.3125,17.21875,16.864778,16.820166,
413.5894,16.51651,17.302266,17.181225,16.760234,16.93013,
413.8709,16.90625,17.197437,16.870737,16.856538,17.137788,
414.1525,16.916468,17.082936,16.828423,16.942609,17.203423,
414.4341,16.96875,17.205352,16.773802,16.986602,17.089296,
414.7156,17.063775,17.288037,16.9836,17.042138,16.896775,
414.9972,17.330054,17.259163,17.336902,16.999228,16.879533,
415.2787,17.051515,17.017728,17.244091,17.034622,17.357272,
415.5603,17.020926,16.8125,17.247613,16.893539,17.506883,
415.8419,17.339799,16.822587,17.073575,16.927413,17.33465,
416.1234,17.680954,16.811048,17.020349,16.895349,17.239099,
416.4050,17.773496,16.703164,16.929746,16.945254,17.160205,
416.6865,17.556148,16.549924,16.787475,17.075013,16.937373,
416.9681,17.526056,16.570617,16.776623,16.934009,16.723377,
417.2497,17.673394,16.834636,16.727864,16.704644,16.645182,
417.5312,17.537084,17.056666,16.788853,16.776874,16.563959,
417.8128,17.249443,17.234542,17.062834,16.984765,16.499889,
418.0944,16.92914,17.28125,17.485469,17.110211,16.551055,
418.3759,16.764013,17.298487,17.867433,17.245656,16.625,
418.6575,16.768008,17.24047,17.613363,17.091643,16.805076,
418.9390,16.893894,17.131178,17.074617,16.90625,16.918726,
419.2206,16.69525,17.308642,16.894536,16.613215,16.886714,
419.5022,16.592128,17.315743,17.007714,16.376622,16.793829,
419.7837,16.730226,17.060593,17.209817,16.34375,16.707909,
420.0653,16.803043,16.859784,17.390216,16.518095,16.600328,
420.3468,16.880109,16.880109,17.640327,16.976868,16.585036,
420.6284,16.976075,16.99935,17.81185,17.148275,16.6403,
420.9100,16.951982,17.007241,17.579649,17.036204,16.704268,
421.1915,16.789068,17.074216,17.12892,16.826829,16.743489,
421.4731,16.597218,17.119214,17.285886,17.239595,17.0301,
421.7546,16.536316,17.020264,17.055726,17.239014,16.936646,
422.0362,16.611949,17,16.838601,16.976652,16.85245,
422.3178,16.707833,16.944778,16.757278,16.799444,16.926583,
422.5993,17.030246,16.9375,16.976543,16.752932,17.135725,
422.8809,17.03348,16.87946,17.319221,16.83706,17.12723,
423.1625,17.150121,16.904718,17.462621,17.081492,16.887258,
423.4440,17.034606,16.815017,17.407928,17.184983,16.631712,
423.7256,16.906851,17.061297,17.499549,16.907603,17.060395,
424.0071,17.059831,17.219818,17.182696,16.844284,17.375534,
424.2887,16.913531,17.273969,16.900183,16.868933,17.401396,
424.5703,17.095639,17.084307,16.765108,16.728193,17.222705,
424.8518,17.119882,16.929822,17.017915,16.880118,16.302263,
425.1334,17.039922,16.853426,17.238103,16.9375,16.206853,
425.4149,16.839863,16.96471,17.402363,16.953049,16.382774,
425.6965,16.835223,17.033548,17.388634,17.053411,16.532935,
425.9781,16.979145,16.338487,17.427171,16.906447,17.109342,
426.2596,17.083862,16.474596,17.160292,16.455037,17.193346,
426.5412,17.33197,16.50649,16.854331,16.667537,17.179811,
426.8228,17.420509,16.559768,16.606344,17.194629,17.045509,
427.1043,17.422162,16.664015,16.491853,17.055692,17.070456,
427.3859,17.264459,16.737873,16.715018,16.612873,17.016791,
427.6674,17.110488,16.902066,16.938153,16.966525,17.089566,
427.9490,17.026984,17.074833,16.900872,17.586795,17.223757,
428.2306,17.375931,17.271454,16.479012,17.760727,17.210815,
428.5121,17.260875,17.144001,16.630498,17.512128,16.820626,
428.7937,17.384604,16.993597,16.932419,17.010162,16.799137,
429.0752,17.502058,16.875,17.152134,16.860853,17.034207,
429.3568,17.228609,16.976509,17.305684,17.039009,17.289009,
429.6384,16.915612,17.191423,17.289854,17.267207,17.092102,
429.9199,16.954759,17.420011,17.274369,17.139106,16.513991,
430.2015,17.267311,17.130922,17.14411,16.453239,16.649804,
430.4831,17.393518,16.668982,17.033565,16.060185,16.923611,
430.7646,17.234375,16.859375,17.015625,16.296875,16.875,
431.0462,17.123851,17.049747,17.078699,16.598345,16.826402,
431.3277,17.076981,17.125,17.110519,16.802597,16.814789,
431.6093,17.09717,17.107665,17.263682,16.892335,16.895756,
431.8909,17.250277,17.057957,17.48238,16.924147,16.919603,
432.1724,17.399112,17.086612,17.65477,16.808322,16.99852,
432.4540,17.475514,17.31507,17.52868,17.117897,17.138528,
432.7355,17.421777,17.281054,17.504029,17.355444,17.148389,
433.0171,17.234298,16.946297,17.461999,17.444251,17.1049,
433.2987,16.991126,16.833141,17.447531,17.314235,17.114391,
433.5802,16.736837,17.076693,17.53228,17.070514,17.06147,
433.8618,16.65625,17.46971,17.497375,16.956583,16.944416,
434.1434,16.700722,17.504806,17.201917,17.026444,16.90625,
434.4249,16.855307,17.195636,16.888914,17.244576,16.974529,
434.7065,16.766577,16.837684,17.394469,17.242664,16.883606,
434.9880,16.885307,16.678619,17.546162,17.409101,16.84375,
435.2696,16.913195,16.850688,17.336812,17.590273,16.892359,
435.5512,16.807004,17.179175,17.206816,17.401697,16.980684,
435.8327,16.679994,17.401884,17.212814,17.014669,17.025314,
436.1143,16.553001,17.10194,17.192938,16.9375,17.289373,
436.3958,16.768009,16.820797,17.161193,17.095339,17.554203,
436.6774,16.97328,17.10281,17.23664,17.473357,17.700937,
436.9590,17.654784,17.238098,17.086304,17.394837,17.009401,
437.2405,17.500119,17.416587,17.229087,16.986297,16.822956,
437.5221,17.440508,17.635196,17.588907,16.68332,16.897227,
437.8037,17.265205,17.483955,17.481421,16.943409,17.078545,
438.0852,17.308371,17.235267,17.352008,16.96875,16.772711,
438.3668,17.164246,16.922242,17.373401,16.672242,16.779651,
438.6483,17.15625,16.996586,17.405112,16.505689,16.751138,
438.9299,17.125681,17.030569,17.559097,16.591708,16.688861,
439.2115,16.783751,16.969205,17.128183,17.18318,16.780568,
439.4930,16.750222,16.873891,17.280363,17.437943,16.341754,
439.7746,16.785251,16.713416,17.160917,17.493332,16.061833,
440.0561,16.973181,16.466535,17.378323,17.1875,16.051189,
440.3377,17.09375,16.398527,17.478018,17.192134,16.612286,
440.6193,17.095728,16.265821,17.652295,17.269385,16.986548,
440.9008,17.103342,16.526471,17.588937,17.048027,17.247594,
441.1824,16.903208,16.852244,17.53125,16.548132,17.230075,
441.4640,17.47073,16.940752,17.511737,17.018241,17.34375,
441.7455,17.178391,16.979757,17.332743,16.891574,17.292384,
442.0271,16.866836,17.086991,17.245918,16.801659,16.885841,
442.3086,16.839445,17.263472,17.254676,16.977917,16.687129,
442.5902,17.03427,17.34375,17.478541,17.223646,16.3125,
442.8718,17.181674,17.34375,17.488877,17.191738,16.344279,
443.1533,17.028468,17.303895,17.252782,16.877782,16.482919,
443.4349,17.071039,17.094567,17.027616,16.823038,16.527981,
443.7164,16.783506,17.020555,16.637951,17.073195,16.966494,
443.9980,17.065553,17.253053,16.756107,16.902443,16.759914,
444.2796,17.144049,17.338791,17.043451,17.079661,16.978669,
444.5611,16.961904,17.157797,17.248453,17.42756,17.249226,
444.8427,16.77981,16.912803,17.421515,17.583598,17.223863,
445.1242,16.643921,16.75,17.400086,17.197631,16.808105,
445.4058,16.81616,16.75,17.451295,16.994932,16.65991,
445.6874,16.933517,16.959047,17.351716,17.026144,16.93178,
445.9689,16.981107,17.41207,17.199857,16.956393,17.393893,
446.2505,16.898298,17.193045,17.097447,16.950997,17.319893,
446.5321,16.8125,16.949247,17.080406,16.752395,17.021898,
446.8136,16.791507,16.84375,17.417467,16.43654,16.885017,
447.0952,16.75,16.908783,17.657517,16.274211,16.716217,
447.3767,16.738823,16.997718,17.629332,16.526918,16.59375,
447.6583,16.741774,16.879941,17.34212,16.837154,16.605262,
447.9399,16.68651,16.887833,17.278953,16.963482,16.802638,
448.2214,16.567758,17.086839,17.458233,16.75,17.020733,
448.5030,16.662477,17.17497,17.306273,16.737508,16.968712,
448.7845,16.693127,17.275623,17.25,16.64188,17.036877,
449.0661,16.74814,17.351881,17.197491,16.504996,17.065636,
449.3477,16.821245,17.379372,17.084684,16.509066,17.102495,
449.6292,16.804987,17.42623,16.86629,16.60374,16.880037,
449.9108,16.903101,17.587453,16.571946,16.684351,16.603196,
450.1924,17.09536,17.469688,16.396995,16.847909,16.715264,
450.4739,17.22266,17.235353,16.37109,16.897468,16.880865,
450.7555,17.051669,17.173929,16.691483,16.661729,16.587028,
451.0370,16.983187,17.109771,17.090583,16.561708,16.298854,
451.3186,17.077793,17.09375,17.311836,16.733379,16.373894,
451.6002,17.203979,17.125342,17.453638,16.938183,16.562842,
451.8817,17.168735,17.15625,17.371411,17.096442,16.867001,
452.1633,17.046152,17.15625,17.102871,17.171152,17.141348,
452.4448,16.865071,16.774038,16.985368,17.056542,16.956835,
452.7264,16.786288,16.589461,16.966231,16.918096,16.899442,
453.0080,16.980929,16.958814,16.9375,17.046474,17.017147,
453.2895,17.285222,17.191063,17.007126,17.083061,16.996437,
453.5711,17.402176,17.236412,17.080162,16.929352,16.951088,
453.8527,17.392914,17.196258,17.129578,16.982483,16.955414,
454.1342,17.369926,17.15625,17.15625,17.15331,17.023236,
454.4158,17.270124,17.193063,17.027405,17.292376,17.044094,
454.6973,17.274692,16.976336,16.844264,17.138631,17.124486,
454.9789,17.218078,16.888037,16.894556,16.981116,17.074194,
455.2605,17.098896,16.880146,16.949632,16.987868,16.808822,
455.5420,16.888371,16.747012,16.821414,17.096738,16.842281,
455.8236,16.663807,16.472187,16.573835,17.195398,17.094091,
456.1051,16.494768,16.34375,16.627122,17.238546,17.345872,
456.3867,16.557593,16.403796,16.578642,16.589491,17.1773,
456.6683,16.665462,16.538654,16.237,16.077135,16.889635,
456.9498,16.76927,16.67552,17.095433,16.347523,16.64896,
457.2314,16.853801,16.822003,17.521747,16.737756,16.376644,
457.5130,16.791579,16.979276,17.385329,17.156578,16.197829,
457.7945,16.834225,17.052306,17.196357,17.270388,16.240475,
458.0761,17.087535,16.913725,17.231268,16.803676,16.855095,
458.3576,17.273289,16.757961,17.324145,16.529408,17.146447,
458.6392,17.247587,16.870213,17.2572,16.673101,17.134612,
458.9208,17.131453,16.9375,17.087804,16.75,17.234121,
459.2023,16.961705,17.399656,17.163295,16.309851,16.885116,
459.4839,17.061559,17.549376,17.085628,16.435618,16.94062,
459.7654,17.281542,17.397071,16.807619,16.607226,17.143065,
460.0470,17.456428,17.231072,16.921571,16.399644,17.255107,
460.3286,17.636228,17.051272,17.249751,16.584956,17.008794,
460.6101,17.61889,17.091481,17.41236,16.916201,16.791899,
460.8917,17.478589,16.848614,17.230211,17.161225,16.381486,
461.1733,17.507072,16.680428,16.808391,17.010034,16.389144,
461.4548,17.484559,17.006434,17.201104,16.727389,17.137869,
461.7364,17.327767,17.265983,17.351503,16.679747,17.351503,
462.0179,17.210315,17.146984,17.249169,16.900306,17.249169,
462.2995,17.16371,16.808273,17.24254,16.96875,17.171171,
462.5811,17.299835,16.623027,17.297862,16.657649,16.916942,
462.8626,17.536298,16.90664,17.168089,16.321815,16.867818,
463.1442,17.375926,17.024203,17.076595,16.25,16.996013,
463.4257,17.336833,16.909583,16.9895,16.298667,17.079917,
463.7073,17.270368,16.385786,17.042132,17.04632,17.167132,
463.9889,17.25,16.52043,16.914993,17.127077,17.236669,
464.2704,17.10177,16.8408,17.12205,17.069045,17.225295,
464.5520,16.988034,17.03036,17.609474,17.112144,17.144284,
464.8335,16.694458,16.838079,17.519265,17.050193,16.925515,
465.1151,16.524817,16.831342,17.093062,17.056296,16.799862,
465.3967,16.474847,16.894055,16.874237,17.163111,17.007624,
465.6782,16.46875,16.90625,17.172079,17.111732,17.087756,
465.9598,16.823736,16.652688,17.25,17.220531,16.916257,
466.2414,16.804439,16.695561,17.351811,17.275453,17.002264,
466.5229,16.576881,16.872027,17.502731,17.153519,16.954612,
466.8045,16.685066,17.111339,17.479978,17.201908,16.988772,
467.0860,17.156035,17.336309,17.443027,17.347363,17.257227,
467.3676,17.224194,17.349194,17.360082,17.323388,17.209276,
467.6492,17.141093,17.266093,17.162549,17.157185,17.135728,
467.9307,16.865376,17.224038,16.839414,17.021151,17.125,
468.2123,16.916642,17.21875,17.041606,16.609466,17.255178,
468.4938,16.9375,17.062117,17.067644,16.687883,17.437883,
468.7754,16.885156,16.900389,17.219533,16.928127,17.10234,
469.0570,16.848765,16.953706,17.381177,17.073692,16.74266,
469.3385,16.84375,16.995045,17.40625,16.594137,16.897863,
469.6201,16.764694,17.026352,17.300842,16.341887,17.201021,
469.9017,16.75,16.952033,17.175628,16.127661,17.144378,
470.1832,16.591266,16.778766,17.182706,16.09375,16.913355,
470.4648,17.066048,16.405467,17.39952,16.756313,17.007513,
470.7463,17.262435,16.237565,17.304769,16.954638,17.03125,
471.0279,17.174904,16.484615,17.387596,16.756058,17.137596,
471.3095,17.023132,16.637744,17.326379,16.479138,17.076379,
471.5910,16.946685,17.002796,17.179213,16.757389,17.115815,
471.8726,16.9375,17.19594,17.209626,17.21282,17.044936,
472.1541,16.9375,17.325611,16.791304,17.201104,16.977819,
472.4357,17.151416,17.37049,16.69201,16.920105,16.888531,
472.7173,17.133979,17.160917,16.553698,17.196125,16.982042,
472.9988,17.312447,17.151778,16.745475,17.008997,17.107113,
473.2804,17.665262,17.263421,16.942006,16.727616,17.312549,
473.5620,17.691946,17.361662,16.941946,16.607088,17.34375,
473.8435,17.392567,17.375,16.991124,16.647374,17.102441,
474.1251,17.048763,17.428634,17.080451,16.736701,16.901598,
474.4066,16.892725,17.276587,17.442394,16.562269,16.955456,
474.6882,16.928635,17.115913,17.687721,16.450798,16.96875,
474.9698,16.830249,17.147375,17.209308,16.088934,17.129626,
475.2513,17.000135,16.915005,17.01778,16.35291,16.915005,
475.5329,17.03125,16.633853,17.294735,16.942132,16.714235,
475.8144,16.92413,16.45985,17.31697,17.11159,16.90174,
476.0960,16.692147,16.62484,17.366026,16.964423,16.9375,
476.3776,16.65625,16.843448,17.294772,16.616589,16.723559,
476.6591,16.870003,17.275787,17.28125,16.455623,16.740938,
476.9407,16.932943,17.530598,17.334635,16.4375,17.016926,
477.2223,17.070815,16.682624,16.837155,17.210724,16.42259,
477.5038,17.226901,16.930702,16.963041,17.26386,16.711952,
477.7854,17.170217,17.026594,16.946811,17.223406,17.100381,
478.0669,17.023473,16.925029,17.096832,17.245305,17.15625,
478.3485,16.84092,16.959277,17.231053,17.196973,16.732038,
478.6301,16.733096,17.259899,17.329404,17.055159,16.523909,
478.9116,16.71875,17.1804,17.37017,16.846311,16.57926,
479.1932,16.797856,16.813457,17.348631,16.654288,16.804699,
479.4747,16.891443,16.986829,17.580579,16.940772,16.896379,
479.7563,16.985021,17.215049,17.677514,16.973743,17.011278,
480.0379,17.104786,17.32859,17.661303,16.96875,17.083643,
480.3194,17.098867,17.317617,17.421052,16.994883,17.015351,
480.6010,17.01555,17.156101,17.114334,17.286732,16.765401,
480.8826,17.025997,17.254985,17.0625,17.317753,16.71875,
481.1641,17.109024,17.462722,17.192123,17.286575,16.952071,
481.4457,17.280094,17.629245,17.373844,17.177854,17.180943,
481.7272,17.183648,17.424316,17.225857,17.027398,17.038357,
482.0088,17.207628,17.272245,17.264567,17.051378,17.102755,
482.2904,17.244354,17.275604,17.358063,16.985687,17.099396,
482.5719,17.224483,17.12815,17.400517,17.019783,17.0172,
482.8535,17.269602,16.915766,17.151988,16.954971,17,
483.1350,17.433246,16.950998,17.043085,16.912167,17.126664,
483.4166,17.620168,17.094931,16.980777,16.881014,17.231959,
483.6982,17.781934,17.225547,17.019024,17.025821,17.375684,
483.9797,17.270656,16.899517,16.881043,17.212707,17.306112,
484.2613,17.126652,16.662925,16.993325,17.175213,16.932242,
484.5428,16.899821,16.575358,17.204996,17.007325,16.645183,
484.8244,16.93096,16.53779,17.25,16.99346,16.61846,
485.1060,16.9375,16.998565,17.25,17.122978,16.84636,
