,Live Spectrum 10-11-2023 10:09:49 - Spikes removed,Live Spectrum 10-11-2023 10:09:59 - Spikes removed,Live Spectrum 10-11-2023 10:10:00 - Spikes removed,Live Spectrum 10-11-2023 10:10:01 - Spikes removed,Live Spectrum 10-11-2023 10:10:02 - Spikes removed,Live Spectrum 10-11-2023 10:10:04 - Spikes removed,Live Spectrum 10-11-2023 10:10:05 - Spikes removed,Live Spectrum 10-11-2023 10:10:06 - Spikes removed,Live Spectrum 10-11-2023 10:10:07 - Spikes removed,Live Spectrum 10-11-2023 10:10:08 - Spikes removed,Live Spectrum 10-11-2023 10:10:09 - Spikes removed,Live Spectrum 10-11-2023 10:10:10 - Spikes removed,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
633.4888,17.158754,16.769382,17.076873,16.380009,17.346254,16.780596,16.826873,17.12315,16.788109,16.358123,16.979422,16.891877,
633.7704,17.152037,16.813378,17.053195,16.298982,17.271945,17.202774,16.803195,16.883427,16.960323,16.266854,16.54389,16.875,
634.0520,17.301474,16.975491,17,16.344569,17.11744,17.46875,16.737336,16.749181,17.03125,16.137664,16.627456,16.900328,
634.3335,17.46875,17.090296,16.811052,16.531974,16.945131,17.327039,16.742369,16.668059,16.86592,16.215296,17.05977,17.008356,
634.6151,17.46875,17.088907,16.510955,16.632726,16.90625,16.995157,16.836024,16.742274,16.538976,16.367274,17.279636,17.10309,
634.8967,17.387947,16.734544,16.53125,16.571651,16.966852,16.8125,16.9274,16.783148,16.4274,16.519252,17.158148,17.022099,
635.1782,17.117045,16.282541,16.558988,16.70248,17.121488,16.85873,16.90625,16.70248,16.424742,16.643492,17.058988,16.955992,
635.4598,16.782693,16.305855,16.692132,16.787325,17.128759,17.002316,16.721636,16.695018,16.460358,16.570018,17.083042,16.991608,
635.7413,16.599085,16.946138,16.890074,16.756436,16.91599,17.071138,16.263973,16.359926,16.4375,16.265074,16.931064,16.961213,
636.0229,16.839232,16.881683,16.970915,16.868317,16.709903,17,16.493128,16.3125,16.363988,16.285768,16.8125,16.9375,
636.3045,16.85007,16.865449,17.076264,16.808778,16.568329,17,16.806671,16.382444,16.099579,16.210815,16.876615,16.925843,
636.5860,16.458801,16.682526,17.004974,16.596557,16.623597,16.995026,16.756378,16.742219,16.139923,16.317474,17.131378,16.860077,
636.8676,16.451573,16.648009,17.010648,16.260648,16.810092,16.97287,16.592038,17.047731,16.210509,16.34787,16.946436,16.764769,
637.1491,16.759799,16.613347,16.888065,16.183792,16.980403,17.006532,16.384799,17.166049,16.162782,16.361935,16.583951,16.652984,
637.4307,16.812391,16.769189,17.002412,16.70921,16.824561,17.067324,16.463926,17.242763,16.216338,16.25,16.526534,16.617763,
637.7123,16.448408,16.653049,17.053066,16.960959,16.939143,17.118767,16.437416,17.15625,16.184383,16.271816,16.874916,16.5406,
637.9938,16.659772,17.185387,17.46875,16.819544,16.379227,17.010567,17.031954,17.154841,16.119365,16.690318,17.463819,16.720159,
638.2754,16.811753,17.094198,17.46875,17.123507,16.561604,17.32821,17.062351,17.094049,15.876195,16.811903,17.251045,16.780951,
638.5570,16.752006,17.003009,17.257021,17.125,16.5625,17.416309,17.36497,17.063503,15.935494,16.993982,17.310494,16.962732,
638.8385,16.514853,16.970607,17.25,16.772279,16.621287,17.534963,17.375,16.88614,15.996287,16.853033,17.165533,16.939357,
639.1201,16.300221,17.02583,17.021681,16.72146,16.71062,17.245851,17.146681,16.646681,16.599338,16.615431,16.98501,16.85188,
639.4016,16.115131,17.003563,17.193806,17.078675,16.63569,16.886511,17.125,16.54194,16.850056,16.732183,16.830317,16.84375,
639.6832,16.281583,16.865834,17.272417,16.776167,16.7055,16.736417,16.990834,16.638583,17.062833,17.232999,16.758833,16.790083,
639.9648,16.546321,16.687869,17.463111,16.510909,16.614829,16.74473,16.812869,16.890071,17.09375,17.780142,16.905881,16.75527,
640.2463,17.146546,16.982902,16.972331,17.197436,17.272182,16.75,16.831504,16.912373,16.767098,16.668899,16.434958,16.75,
640.5279,17.111331,17.159597,16.916573,17.277903,17.291855,16.628629,16.940847,16.979073,16.663226,16.253629,16.361048,16.774274,
640.8094,16.992236,17.164079,17.054607,16.992364,16.992364,16.617171,16.96875,16.718943,16.65625,16.3827,16.632636,16.874936,
641.0910,16.991319,17.020837,17.206594,16.635425,16.90625,16.647569,17.081594,16.579862,16.498269,16.414931,16.854163,17.041663,
641.3726,17.130298,17.055615,17.228284,16.596399,16.927966,16.895129,17.125,16.627649,16.307202,16.840576,17.07998,17.09375,
641.6541,17.124908,17.177206,17.11443,16.687592,16.958364,17.166911,17.125,16.864889,16.25,17.177298,17.135386,17.156342,
641.9357,16.833597,17.21875,16.982453,16.758773,16.888703,17.169953,17.044953,16.808656,16.390082,17.189965,17.064965,16.907336,
642.2173,16.495903,17.027153,16.899181,16.80041,16.690472,17.048361,17.076639,16.488834,16.526229,17.13709,16.935452,16.692521,
642.4988,16.667925,17.217483,16.984847,16.720961,17.124676,17.183078,17.161616,16.124056,16.72727,17.198231,17.021462,17.132253,
642.7804,17.101929,17.105834,17.010132,16.621338,17.307983,17.242676,17.082763,16.265504,16.861206,17.180176,17.002807,17.294189,
643.0619,17.480505,16.47845,16.819309,16.626959,17.172855,17.00485,16.81735,16.516605,17.090859,17.108395,16.756809,16.956995,
643.3435,17.545978,16.313782,16.592981,16.719263,17.297772,16.906763,16.70351,16.342212,17.375769,17.09375,16.67226,16.718237,
643.6251,17.28848,16.602868,16.291372,16.78125,17.272132,17.132672,16.794706,16.066838,17.409142,17.09375,16.912476,16.671152,
643.9066,17.040694,16.735949,16.259214,16.682893,16.928286,17.354653,16.829699,15.982801,17.104883,17.149954,17.139051,16.757755,
644.1882,16.9639,16.74515,16.658402,16.483299,16.766701,17.445851,16.680498,16.092401,16.8389,17.284751,16.997848,16.949352,
644.4697,17.222293,16.892396,16.88735,16.38735,17.097293,17.438252,16.376504,16.2311,17.17139,17.399699,16.670104,17.09375,
644.7513,17.332516,17.096998,16.745261,16.394751,17.426001,16.952778,16.336989,16.227002,17.280024,17.357006,16.557496,17.047753,
645.0329,16.884255,17.103005,16.415505,16.417596,17.214568,16.377091,16.625697,16.198149,16.730096,17.240048,16.688197,16.947452,
645.3144,16.771451,16.990201,16.332098,16.529397,16.726162,16.601696,16.667902,16.404931,16.841897,17.261652,16.759799,16.955245,
645.5960,16.723152,16.986648,16.357102,16.620598,16.540344,16.705398,16.633949,16.830398,16.915199,17.200852,16.682808,17.214637,
645.8776,16.704848,17.03935,16.498793,16.760397,16.645853,16.7581,16.712948,16.858801,16.9294,17.083353,16.397002,17.545152,
646.1591,16.923504,17.040749,17.067502,16.990501,16.364996,16.723247,16.831498,16.754497,16.877249,16.838748,16.274,17.326496,
646.4407,17.1875,16.943145,17.219506,17.139315,16.150605,16.518447,16.713105,16.530494,16.78125,16.71875,16.384427,17.030494,
646.7222,17.154185,16.815988,17.371512,17.45971,16.305524,16.502065,16.818052,16.389593,16.792355,16.74096,16.939565,16.961774,
647.0038,17.056446,16.767465,17.274215,17.506054,16.491942,16.665658,16.806119,16.430096,16.848454,16.890788,17.121973,17.228158,
647.2854,17.378855,17.230316,16.04241,17.199066,16.120738,16.745738,16.601461,17.120738,16.840301,17.133117,17.261973,17.258117,
647.5669,17.412265,17.30047,16.391868,17.257191,16.333552,16.928478,16.659257,17.336559,16.587735,16.926647,17.076882,17.072698,
647.8485,17.457952,17.172383,16.863186,17.03125,16.520452,16.832952,16.683181,17.553862,16.516133,16.520452,16.618521,16.883638,
648.1300,17.308564,16.960878,17.128936,17.023378,16.390744,16.670444,16.625,17.428316,16.316436,16.367128,16.528626,16.998688,
648.4116,17.215497,16.779391,17.21875,16.841891,16.750465,16.28125,16.628253,17.216427,16.409038,16.189359,16.470609,16.970609,
648.6932,17.002677,16.657779,17.21875,16.720279,16.780868,16.28125,16.841073,17.064412,16.591456,16.310971,16.592221,17.092221,
648.9747,16.849896,16.836375,17.008604,16.71875,17.021417,16.61148,16.963834,16.912396,16.59375,16.492625,16.533708,16.883604,
649.2563,16.84375,17.018797,17.087523,16.922971,17.29382,16.88757,17.056273,16.877076,16.681273,16.704221,16.589599,16.699953,
649.5378,17.183689,16.662983,17.150407,16.710874,16.575965,16.707952,16.835874,16.818343,16.85747,16.435467,16.395452,16.885798,
649.8194,17.136303,16.652482,17.018838,16.79743,16.362588,16.632535,17.004877,16.757535,16.847518,16.40625,16.8422,16.768838,
650.1010,17.04509,16.523066,16.866816,16.785863,16.743302,16.811458,17.057887,16.67009,16.976934,16.48616,17.385712,16.936458,
650.3825,16.979667,16.396834,16.766375,16.884416,16.993041,16.817958,16.985125,16.604667,17.025792,16.345251,17.46875,16.942958,
650.6641,16.993697,16.724252,16.67516,17.030983,17.056197,16.937233,16.844017,16.543857,17.006303,16.437233,17.069605,16.962447,
650.9457,17.024102,16.908908,16.704454,17.014296,16.990194,17.113362,16.788398,16.579454,16.903592,16.34824,16.679527,16.96875,
651.2272,17.147538,17.239849,16.695492,16.697651,16.922235,17.24928,16.920796,16.570492,16.688939,16.684622,16.617008,16.898977,
651.5088,17.1875,17.567886,16.777154,16.459268,16.816596,17.460559,17.2153,16.584914,16.580173,17.036636,16.714654,16.875,
651.7903,17.360059,16.728743,17.179189,16.42782,16.263572,16.927292,16.881101,16.809449,16.821339,16.97401,16.987269,16.680871,
652.0719,17.31314,16.519766,17.28157,16.4375,16.217789,16.842789,16.770406,16.989156,16.81314,16.96843,16.907211,16.697383,
652.3535,17.071048,16.724418,17.110815,16.596569,16.352267,16.857966,16.951685,16.892065,16.690349,17.059651,16.732966,16.96872,
652.6350,16.949709,16.667004,16.917004,16.744623,16.451164,16.488804,17.088373,16.698254,16.694332,17.036627,16.763664,17.150873,
652.9166,16.846507,16.375366,16.807353,16.78125,16.409007,16.208455,16.924815,16.461212,16.664154,16.981801,16.903493,17.242096,
653.1981,16.746537,16.236107,16.711823,16.67711,16.378463,16.451314,16.694466,16.39582,16.642357,17.003463,17.07289,17.28125,
653.4797,16.768295,16.382121,16.65625,16.56072,16.472311,16.852652,16.509394,16.387955,16.590189,17.03125,17.12322,17.264735,
653.7613,16.781152,16.703761,16.624902,16.437206,16.593946,16.92163,16.437598,16.312402,16.437206,17.078272,17.046728,17.234326,
654.0428,16.705501,16.891417,16.875579,16.551414,16.834247,16.903082,16.424251,16.355416,16.521747,16.813505,17.059332,17.011086,
654.3244,16.740206,16.833022,17.019588,16.627331,17.017257,16.926772,16.333022,16.549441,16.802706,16.46875,17.125,16.823228,
654.6060,16.883208,16.78125,16.891415,16.476958,17,16.809237,16.307555,16.805873,17.156149,16.613428,16.980322,16.980221,
654.8875,16.9375,16.805876,17.036939,16.518937,16.950748,16.706437,16.42994,16.919498,17.352245,16.677058,16.78125,17.137313,
655.1691,16.994868,16.855224,17.070803,16.488526,16.806159,16.710447,16.665762,16.901118,16.941423,16.491697,16.78125,17.144776,
655.4506,17.072481,16.853731,16.892999,16.564462,16.698135,16.835077,16.896923,16.989365,16.593096,16.584423,16.802519,17.103731,
655.7322,17.050842,16.773315,16.546631,16.779389,16.767731,17.058777,17,16.880584,16.707581,16.775666,16.892731,17.140869,
656.0138,17.120624,16.651668,16.473539,16.825834,16.91979,17.223332,16.964168,16.615835,17.246038,17.067289,17.035832,17.330416,
656.2953,17.17938,16.668065,16.702509,16.935538,16.941925,17.206935,16.931843,16.340055,17.584398,17.271898,17.125,17.326278,
656.5769,17.163533,16.939617,16.692666,17.302168,16.745765,16.920816,17.064617,16.149898,17.425051,17.148967,17.001186,17.136518,
656.8584,17.181054,16.824411,16.818946,16.94002,16.982624,16.949411,16.988089,16.489071,17.184555,17.118554,16.587304,16.930072,
657.1400,17.1282,16.783659,16.86058,16.412651,17.15625,16.875,17.05689,16.71555,16.83494,17.08253,16.607379,16.76442,
657.4216,16.985678,16.91363,16.951822,16.15625,17.13238,16.875,16.983511,16.834202,16.904082,17.012154,16.798178,16.625439,
657.7031,16.90625,16.785188,17.019435,16.183819,16.968493,16.859246,16.71875,16.773373,16.722688,16.894435,16.69512,16.273373,
657.9847,16.91556,16.818707,16.91888,16.390517,16.753103,16.765517,16.687717,16.693924,16.728277,16.77526,16.52194,16.221853,
658.2663,16.997731,16.872731,16.736388,16.533519,16.792593,16.915325,16.415325,16.461944,16.519907,16.423888,16.455649,16.240925,
658.5478,16.987398,16.852357,16.559631,16.556762,16.936066,17.00256,16.555636,16.372131,16.406559,16.297338,16.704714,16.125,
658.8294,17.378004,17.035455,16.511414,16.441705,16.903246,16.409254,17.060698,16.310097,17.060097,17.280049,17.061299,16.126201,
659.1109,17.530087,17.248372,17.089332,16.654622,16.751163,16.561337,16.969448,16.18843,16.93843,17.219215,17.000465,16.187035,
659.3925,17.561435,17.068892,17.154119,16.776989,16.599076,16.683239,17.059304,16.217685,16.846946,17.248935,16.969815,16.670455,
659.6741,17.239624,16.680919,16.598554,16.751898,16.388283,16.775557,16.94509,16.277455,16.550226,17.191295,17.027455,16.863614,
659.9556,16.847983,16.570688,16.391377,16.436274,16.85985,16.724209,17.051582,16.594976,16.559771,17.1875,17.202373,16.760918,
660.2372,16.757122,16.811703,16.679582,16.295493,17.210832,16.607993,17.145568,16.708068,16.728635,17.049054,17.163372,16.722311,
660.5187,16.803717,17.112334,17.229059,16.576692,17.25,16.620608,17.15625,16.799325,16.938009,16.655233,17.15625,16.8799,
660.8003,17.098808,16.89597,17.390584,16.88528,16.98972,16.520888,17.182278,16.68236,17.150946,16.359498,17.130222,16.958306,
661.0819,17.257043,16.969741,17.658232,17.013095,17.239878,17.05436,16.557546,16.479863,16.381159,16.892058,17.125,16.741966,
661.3634,17.159406,17.292426,17.328849,16.933775,17.3125,16.992549,16.528094,16.461869,16.284975,16.958144,16.832574,16.711869,
661.6450,16.98376,17.42208,16.98335,16.83563,17.0771,16.77272,16.5625,16.44521,16.35958,16.86688,16.6323,16.95415,
661.9266,16.642248,17.505635,16.951673,16.698942,17,16.627903,16.630635,16.687328,16.375,16.775615,16.661885,17.076673,
662.2081,16.53125,17.334295,17.034402,16.612482,17.328258,16.659402,16.678134,17.087624,16.396884,16.706232,16.796919,17.049982,
662.4897,16.65759,17.081547,16.915104,16.72009,17.510863,16.75067,16.603274,17.21875,16.322024,16.666443,16.991146,17.136533,
662.7712,16.860359,16.95954,16.86398,16.882399,17.59194,16.72056,16.420891,16.955762,16.422859,16.71694,17.08273,16.924512,
663.0528,16.995711,16.879289,17.049633,16.976307,17.430964,16.706904,16.227328,16.657271,16.597018,16.730596,17.054943,16.742443,
663.3344,16.84547,17.178154,16.617489,16.665596,17.275344,16.681594,16.453498,16.599656,16.93492,16.978842,17.086984,16.681594,
663.6159,16.629986,17.441756,16.214494,16.508511,17.161236,16.833779,16.53198,16.731517,16.947471,17.067486,17.107247,16.549733,
663.8975,16.545572,17.384108,16.305998,16.579428,17.144535,17.036463,16.403643,16.846357,16.626289,17.016928,17.144535,16.401037,
664.1790,16.563459,17.231979,16.422354,16.48102,17.203604,17.09375,16.439417,16.955521,16.452646,16.999041,17.139187,16.45648,
664.4606,16.715997,17.049284,16.727836,16.55837,17.249312,17.047907,16.637528,17.122935,16.498623,17.014593,17.032627,16.654185,
664.7422,16.901582,16.923042,16.987876,16.952412,17.252334,16.884336,16.694502,17.21875,16.663706,17.163706,16.925376,16.75,
665.0237,16.96875,16.892614,17.005678,17.173864,17.068758,16.790907,16.525572,17.300564,16.753979,17.240343,16.847729,16.736364,
665.3053,16.90468,16.93907,17.119378,16.874343,16.772488,16.933448,16.309361,17.521576,16.731564,17.020919,16.940639,16.641866,
665.5869,16.644601,16.983279,17.216214,16.588678,16.720942,17.158442,16.292899,17.279745,16.821957,16.841214,17.184964,16.819077,
665.8684,16.631962,16.950939,17.245466,16.814767,16.830311,17.245466,16.640706,16.803756,16.83695,16.971017,17.270078,17.258905,
666.1500,17.249034,17.020898,17.042182,16.864648,16.75,17.042182,16.843364,17.187114,16.676955,16.979489,17.208591,17.156636,
666.4315,17.381374,16.990467,16.894066,16.815151,16.759533,16.846401,16.978283,17.207638,16.775948,16.894066,17.115467,16.945454,
666.7131,16.872894,17.029749,16.946214,16.689001,16.746393,16.798678,16.956429,16.994893,16.819108,16.876501,17.041465,16.715143,
666.9947,16.656584,17.250668,17.031918,16.562834,16.672042,16.875334,16.84375,17.094084,16.491102,16.726646,16.882562,16.632896,
667.2762,16.778314,17.416264,17.140886,16.712878,16.754143,17.025378,16.836671,17.194579,16.173343,16.70045,16.770029,16.677486,
667.5578,16.862477,17.249826,16.906308,16.931296,16.893785,17.231273,16.825023,17.187442,16.225185,16.550035,16.631262,16.800093,
667.8393,16.725375,16.918562,16.993133,16.944125,16.985086,17.19957,16.869555,17.013492,16.663117,16.701234,16.694367,16.923766,
668.1209,16.363426,17.138889,16.81713,16.545139,17.030092,16.780092,16.783565,16.77662,16.806713,17.053241,16.888889,16.585648,
668.4025,16.663879,17.226379,16.820862,16.644073,16.813233,16.582306,16.395539,16.742371,16.567048,16.984742,16.987823,16.734008,
668.6840,16.733751,17.28725,16.65325,16.790251,16.59075,16.512001,16.069748,16.6845,16.378,16.875,17.109999,16.84075,
668.9656,16.88156,17.335004,16.627187,16.872813,16.582179,16.649052,15.865615,16.667183,16.430302,16.877187,16.97531,16.810313,
669.2471,16.96463,17.220123,16.653503,16.83551,16.85199,16.97699,16.16449,16.811127,16.744506,16.90213,17.055633,16.778503,
669.5287,16.877805,17.252244,16.591506,16.655689,17.030128,17.15625,16.344872,16.780689,16.626683,16.811939,16.907372,16.727726,
669.8103,17.029996,17.373997,16.469753,16.625251,16.969252,17.15625,16.405748,16.750251,16.717998,16.781501,16.968248,17.214737,
670.0918,17.182191,17.284436,16.347997,16.443871,16.96875,17.065686,16.376062,16.478307,16.748938,16.811438,16.938562,17.188562,
670.3734,17.011234,16.63494,16.872549,16.731277,16.880617,17.0625,17.226954,16.791905,17.161288,16.988766,16.731856,17.099367,
670.6550,16.85716,16.850862,16.677706,16.949976,16.73216,17.119636,17.109842,16.95534,17.1875,16.85716,16.775886,17.293726,
670.9365,16.677196,17.097071,16.628491,17.107545,16.552196,16.986205,16.927196,16.996509,16.909911,16.566161,16.836768,17.256982,
671.2181,16.440646,17.232802,16.678901,17.017198,16.666003,16.833997,16.90625,17.053901,16.875,16.477349,16.84375,17.330852,
671.4996,16.327821,17.093143,16.948929,16.607857,16.739786,16.786357,16.54025,16.957928,16.509,16.207321,16.869893,17.265321,
671.7812,16.337836,17.163844,17.253359,16.40457,16.851344,16.730578,16.418078,16.962836,16.412164,16.130914,17.027015,17.427351,
672.0628,16.539987,17.285619,17.238911,16.644826,16.85047,16.964046,16.43078,17.042339,16.062835,16.075941,17.160619,17.566869,
672.3443,16.617474,17.478568,17.266198,16.908543,16.796302,17.126146,16.413776,17.109948,16.039922,15.991328,17.211224,17.641198,
672.6259,16.625,17.324977,17.143735,16.877073,16.666654,17.431281,16.177058,16.483262,16.864672,16.632977,17.127073,17.381219,
672.9074,16.66923,17.183655,17.027405,16.84375,16.58077,17.199524,16.160095,16.515381,17.24471,16.858119,17.09375,16.927409,
673.1890,16.857993,17.15625,17.170493,17.120802,16.541188,16.93463,16.805538,16.75287,17.302562,17.167623,17.09375,16.546822,
673.4706,17.060554,17.074214,17.270509,17.167964,16.572268,16.998054,17.114259,16.730464,17.189446,17.064446,17.073241,16.765644,
673.7521,17.144707,16.972129,17.300957,17.125,16.968184,17.220156,17.125,16.510137,16.849102,17.078828,17.003379,17.292227,
674.0337,17.080627,16.9375,17.274688,17.143906,17.225312,17.3125,17.125,16.425156,16.498442,17.030471,17.006562,17.594529,
674.3153,17.013145,16.955605,17.195684,17.228671,17.231895,17.348711,16.998263,16.781502,16.411211,17.004961,17.03125,17.402775,
674.5968,17.069223,16.899527,17.052416,17.298556,17.201444,17.426917,16.940861,17.256223,16.506723,17.135084,16.996639,16.924554,
674.8784,17.22404,16.777723,16.91923,17.395033,17.154487,17.36971,17.001763,17.156886,16.694553,17.07019,16.935737,16.918594,
675.1599,17.233958,16.813001,16.890708,17.437333,17.046458,17.265542,17.078375,16.843416,16.749666,17.094585,16.921958,17.172125,
675.4415,17.096606,16.936072,16.950983,17.301873,16.804729,17.175445,17.125,16.691784,16.612945,17.309644,16.997144,17.308216,
675.7231,16.960678,16.96875,17.098801,17.116928,16.681458,17.107864,17.125,16.678436,16.559479,17.205627,17.034271,17.392136,
676.0046,16.781771,16.715699,17.085565,16.991295,16.763318,17.071726,17.031771,16.847842,16.567113,16.880134,17.013318,17.335045,
676.2862,16.65625,16.400047,16.856156,16.9375,16.85639,17.050094,16.843633,17.025164,16.506203,16.706227,17.03125,17.193586,
676.5677,16.703166,16.531332,16.792979,16.914042,17.027395,16.99598,16.62098,17.132792,16.46875,16.769603,17.019521,16.898293,
676.8493,16.726572,16.78592,16.790629,16.864064,17.081258,16.693766,16.362508,17.104686,16.425008,16.971863,16.879709,16.537516,
677.1309,16.827856,16.857179,16.891999,16.864036,16.868144,16.490679,16.159537,17.104714,16.607462,17.235749,16.696821,16.334429,
677.4124,17.221947,16.484737,17.140746,16.859496,16.621803,16.462355,15.90625,17.053149,17.090794,17.53125,16.790601,16.259351,
677.6940,17.139131,16.104892,17.048369,16.672962,16.721739,16.653668,16.068885,17.014131,16.903261,17.437093,16.8125,16.341168,
677.9756,17.085981,16.015366,17.039364,16.460981,16.828039,16.843578,16.531078,16.953211,16.890194,17.133114,16.828039,16.523308,
678.2571,17.013641,16.274909,16.875,16.500319,16.916879,16.9724,16.694799,16.948129,17.1599,16.96875,16.916879,16.635629,
678.5387,16.837559,16.668926,16.837853,16.762089,17.0625,17.068985,16.949882,17.14328,17.293632,16.96875,17.087265,16.799824,
678.8202,16.850324,16.62617,16.709114,16.948307,17.073307,16.957943,16.989193,17.381574,17.322136,16.974153,17.21992,16.880403,
679.1018,17.045099,16.836647,16.807884,16.986151,17.171164,16.878552,16.9375,17.580966,17.204901,17.041547,17.375,16.924716,
679.3834,17.082868,17.133269,16.838703,16.894759,17.383877,16.71875,16.956651,17.645368,17.102019,17.231457,17.325207,16.973797,
679.6649,16.793429,16.965705,17.228686,16.8125,17,16.71875,17.078526,17.295032,16.94359,16.899359,16.97484,16.589904,
679.9465,16.888167,16.951062,17.024469,16.801198,16.975136,16.727792,16.932979,16.84149,16.986438,17.131781,17.024469,16.848271,
680.2280,16.668064,17.130907,16.93307,16.645913,16.65625,16.864425,16.87057,16.833175,16.811023,17.202506,16.947837,16.90625,
680.5096,16.905556,17.249306,16.84722,16.431948,16.660414,17.27431,16.775004,17.25347,16.780556,16.874306,17.157638,16.902086,
680.7912,16.875088,17.218838,16.99956,16.188203,16.843223,16.969629,16.500791,17.40581,16.750088,16.843838,17.218574,16.719277,
681.0727,16.783857,17.309893,17.151905,16.1875,16.752607,16.664939,16.560762,17.284726,16.871524,17.147561,17.127607,16.71875,
681.3543,16.544443,16.957289,17.126649,16.394707,16.75,16.745053,16.680904,17.370053,17.20061,17.15625,17.036197,16.570745,
681.6359,16.444785,16.879857,16.95207,16.57918,16.663535,17.124682,16.773965,17.490287,17.449323,16.98332,16.829498,16.764252,
681.9174,16.998366,16.79087,17.10576,16.958313,17.132986,16.763644,16.893423,16.911091,16.649391,17.22114,17.092933,17.089726,
682.1990,16.980703,16.835782,17.125,16.863671,17.078437,16.964142,16.742655,16.625623,16.520515,16.92281,16.879608,17.152266,
682.4805,16.915772,16.84375,17.204468,16.684815,16.930054,17.158935,16.665772,16.567261,16.327392,16.636597,16.870239,17.103272,
682.7621,16.854823,16.869464,16.85876,16.630536,16.90625,17.161786,16.65625,16.5625,16.375,16.799458,17.132136,17.042323,
683.0437,16.793872,16.924878,16.681495,16.699816,16.856372,17.006617,16.631311,16.662255,16.823898,17.317587,17.162561,17.106066,
683.3252,16.82958,16.98583,16.583755,16.839575,16.98874,16.87209,16.697495,16.78416,16.84084,17.53416,16.769611,17.07667,
683.6068,16.96071,17,16.67946,17.062136,17.218386,17.124454,16.71875,16.8125,16.672148,17.351972,16.469114,17.132676,
683.8883,17.1131,17.02262,16.92233,17.30596,17.41697,17.37709,16.60565,16.8125,16.42142,17.055051,16.632449,17.20149,
684.1699,17.593227,16.965703,17.262186,17.112814,17.359506,17.24086,16.387709,17.052837,16.780727,17.187239,17.024634,17.065808,
684.4515,17.486148,16.853185,17.290685,17.063236,17.080634,17.135171,16.438972,17.240565,17.031986,17.28125,17.050857,17.042157,
684.7330,16.998489,16.710953,17.087524,16.890655,16.785965,16.962524,16.5,17.200012,17.0625,17.220322,17,17.021881,
685.0146,16.636629,16.695332,17.039082,16.683544,16.609335,16.816376,16.675871,16.980379,16.984335,17.167959,16.941376,16.804588,
685.2962,16.681441,16.71875,17.137595,16.474809,16.5625,16.950215,16.631059,16.687262,16.749762,16.874642,16.643416,16.574857,
685.5777,17.033354,16.808787,17.1875,16.44703,16.70656,17.368627,16.60328,16.526485,16.516955,16.741522,16.486757,16.5,
685.8593,17.322202,16.96121,17.084048,16.67242,16.915952,17.473056,16.604524,16.637936,16.540952,16.850218,16.58621,16.637936,
686.1408,17.455683,16.998295,16.884657,16.894888,16.93409,17.144314,16.661366,16.914776,16.740343,17.038071,16.639772,16.832388,
686.4224,17.170004,16.843037,16.954105,17.000178,16.780715,17.000356,16.561431,16.811074,16.749465,17.124822,16.89214,16.811965,
686.7040,16.993266,16.614089,17.125,17.001347,16.672548,17.032597,16.524516,16.577452,16.65625,17.00404,17.096444,16.673895,
686.9855,17.24139,16.57095,17.09662,16.92618,16.69882,17.01419,16.857781,16.65051,16.67044,16.94882,16.94611,16.63919,
687.2671,17.384039,16.763686,16.995352,16.928718,16.696282,16.950673,17.129648,16.638173,16.6875,17,16.897468,16.683109,
687.5486,17.36148,17.058289,16.94426,17.08869,16.71369,16.81841,17.07938,16.50591,16.59881,17.03801,16.94341,16.79477,
687.8302,17.178532,17.400364,16.940443,17.266396,16.84375,16.78125,16.79162,16.46875,16.456839,17.105661,16.918161,16.953896,
688.1118,17.006731,17.459904,16.955288,17.276827,16.866058,16.792404,16.600481,16.424135,16.470962,17.046923,16.881731,17.020096,
688.3933,16.989428,17.156366,17.208236,17.125058,16.958236,16.8125,16.479205,16.374942,16.552045,16.927045,16.698072,16.979205,
688.6749,17.079116,16.992683,17.14859,16.956441,16.89859,16.783575,16.514634,16.331441,16.709451,16.833765,16.598742,16.870008,
688.9565,16.897363,16.90625,16.825686,16.772073,16.62901,16.709863,16.6875,16.129299,16.977637,16.602348,16.767774,16.763186,
689.2380,16.883134,16.90625,16.961901,16.784244,17.00514,16.6875,16.6875,16.178081,17.016267,16.789384,16.828767,16.956337,
689.5196,16.825056,16.928394,17.075538,16.363687,17.352856,16.74655,16.694881,16.114169,17.010831,16.834644,16.904525,17.276075,
689.8011,16.529351,17,17.22538,16.065332,17.082355,16.970649,16.751899,16.27462,16.823861,16.89299,17.00663,17.542611,
690.0827,16.423888,16.988241,17.25,15.931941,16.279076,17.117268,16.898518,16.244121,16.720603,16.84375,17.025371,17.451112,
690.3643,16.51026,16.90672,17.24487,16.358671,16.00513,17.22901,16.98974,16.22388,16.655311,16.787319,17,17.35448,
690.6458,16.593172,16.701801,17.201223,16.580605,16.110122,17.263723,16.9375,16.232473,16.977514,16.508764,17.008764,17.232473,
690.9274,16.828499,16.44623,17.075577,16.547249,16.648268,17.123539,16.908424,16.306726,16.980367,16.591576,17.091576,17.161345,
691.2089,17.173058,16.752888,16.923058,16.877367,17.059612,16.846117,16.684612,16.661532,16.599527,16.8125,17.306723,17.425947,
691.4905,17.02482,16.785536,16.78768,16.589464,17.026964,16.564643,16.654107,16.772165,16.660536,16.816786,17.237141,17.301784,
