,Live Spectrum 10-11-2023 10:09:49 - Spikes removed,Live Spectrum 10-11-2023 10:09:59 - Spikes removed,Live Spectrum 10-11-2023 10:10:00 - Spikes removed,Live Spectrum 10-11-2023 10:10:01 - Spikes removed,Live Spectrum 10-11-2023 10:10:02 - Spikes removed,Live Spectrum 10-11-2023 10:10:04 - Spikes removed,Live Spectrum 10-11-2023 10:10:05 - Spikes removed,Live Spectrum 10-11-2023 10:10:06 - Spikes removed,Live Spectrum 10-11-2023 10:10:07 - Spikes removed,Live Spectrum 10-11-2023 10:10:08 - Spikes removed,Live Spectrum 10-11-2023 10:10:09 - Spikes removed,Live Spectrum 10-11-2023 10:10:10 - Spikes removed,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
503.1259,17.301008,17.375,16.386492,17.408063,16.924195,16.823992,16.721976,16.774797,17.167742,17.128226,16.931047,17.200406,
503.4075,17.202841,17.431007,16.316639,17.149188,17.073701,16.787743,16.803653,16.633847,17.142695,17.165097,16.790097,17.515909,
503.6890,17.029776,17.443986,16.145342,16.91421,17.09375,16.752948,16.778302,16.724645,17.00796,17.146816,16.924527,17.667158,
503.9706,16.96875,17.217578,16.061328,16.770052,17.125586,16.938672,16.581965,17.000586,16.842578,17.145052,17.398569,17.666276,
504.2521,16.88624,17.227828,16.329421,16.6875,17.10499,16.949049,16.581892,16.990304,16.667181,17.217206,17.481226,17.490922,
504.5337,16.768814,17.449936,17.145026,16.727551,16.9375,16.768814,16.94509,16.883801,16.622577,17.441134,17.052487,17.308866,
504.8153,16.923547,17.295203,17.226338,16.793081,16.9375,16.923547,17.113169,17.085264,16.759709,17.172324,17.03125,17.538838,
505.0968,17.068865,17.149885,17.256078,16.75,16.946904,17.059461,17.118635,17.390768,16.847076,17.018807,17.078268,17.52156,
505.3784,17.165345,17.0625,17.070428,16.740905,16.977845,17.034047,17.022155,17.436333,16.981809,16.989737,17.1875,17.153915,
505.6600,17.196285,17.088854,16.919931,16.762673,17.017569,16.786146,16.956077,17.246112,16.946285,16.830069,17.134793,16.791043,
505.9415,17.184865,17.063066,16.934299,16.858057,17.0625,16.761107,16.818336,17.046123,16.977221,16.858057,16.932229,16.65625,
506.2231,17.069283,16.779878,17.142684,16.8125,17.029878,16.891311,16.774467,16.684755,17.024467,16.804344,16.652133,16.705184,
506.5046,16.874601,16.812899,17.202875,16.7498,16.851288,16.890475,17.063199,16.594049,17.007538,16.600989,16.508237,16.867262,
506.7862,16.537584,17.210051,16.855997,16.622635,16.646368,16.787584,17.666132,16.867483,16.734966,16.107601,16.891216,16.967567,
507.0678,16.670638,17.266862,16.528775,16.884438,16.841275,16.913444,17.44245,16.84375,16.673112,16.278775,16.886913,17.076888,
507.3493,16.773697,17.184408,16.673078,17.118132,16.944368,16.944368,17.243132,16.830013,16.618132,16.388737,17.024382,17.118132,
507.6309,17.007993,17.095202,16.948397,17.132993,16.955669,16.981831,17.251452,16.755088,16.659154,16.496364,17.019621,17.106831,
507.9124,17.15625,17.19391,17.34375,17.243989,16.88762,17.02504,17.35016,16.63762,16.90625,16.69391,17.062699,17.125199,
508.1940,17.126863,17.076118,17.290854,17.099627,16.788991,17,17.185349,16.580132,16.912127,16.652524,16.9375,16.970613,
508.4756,16.972289,16.955662,17.001536,17.130542,16.720753,17.011084,16.867454,16.672877,16.959669,16.922877,16.909789,16.838208,
508.7571,16.854159,16.723977,16.687522,17.093794,16.817749,17.078114,16.697909,16.796842,17.078114,16.942749,16.739613,16.791681,
509.0387,16.920844,16.627803,16.604221,16.786115,16.560438,17.136791,16.793782,17.050709,17.161115,16.685438,16.589627,16.711824,
509.3203,17.004522,16.835112,17.049746,16.817022,16.727795,16.995071,17.035772,17.165295,17.1875,16.866362,16.874593,16.866362,
509.6018,17.043783,16.960395,17.322862,16.856283,16.797961,16.760362,17.037434,17.202039,17.1875,17.016711,16.683322,17.020888,
509.8834,17.125,16.894758,17.133872,16.964314,16.925403,16.632661,16.829033,17.066936,17.164517,17.147983,16.614114,17.133267,
510.1649,17.111076,16.791614,16.743038,17.177136,17.048576,16.701424,16.493038,16.857595,17.006962,17.302057,16.322943,16.961788,
510.4465,17.006258,16.618742,16.737568,17.337492,16.903079,16.828146,16.456275,16.709362,17.056242,17.199975,16.434413,16.903121,
510.7281,17.05695,16.576375,17.243,17.245175,16.585425,16.9854,16.672175,16.60835,16.997225,17.034025,16.734675,16.861125,
511.0096,16.978234,16.742934,17.759294,16.84356,16.509674,17.119973,17.090952,16.425408,16.961495,17.038316,17.177636,16.672799,
511.2912,16.724929,17.016833,17.120881,16.450214,16.618821,16.706036,16.306321,16.277131,16.87294,16.768536,16.712214,16.141476,
511.5727,16.82269,16.815897,17.054009,16.190897,16.524457,16.982336,16.227241,16.21875,16.838655,17.039741,17.050612,16.38519,
511.8543,17,16.870996,16.910254,16.278029,16.407585,17.210742,16.376335,16.221419,16.762012,17.191504,16.842415,16.569173,
512.1359,16.998062,16.778344,17.005813,16.92175,16.446219,17.020594,16.417875,16.289969,17.0235,17.279312,16.797968,16.723594,
512.4174,16.933296,16.686299,17.190503,17.402046,16.721152,16.686299,16.780649,16.563701,16.783652,17.221152,16.342549,16.873799,
512.6990,16.71875,16.62638,17.34375,17.18727,16.84536,16.62638,16.75023,16.62477,16.903721,17.3449,16.284469,16.81089,
512.9806,16.71875,16.811642,17.34375,17.156393,17.061499,16.811642,16.781107,16.593893,16.564072,17.499285,16.716749,16.594751,
513.2621,16.841677,16.8125,17.313018,17.402105,17.123964,16.996891,16.627591,16.59375,16.255182,17.745855,16.841677,16.409359,
513.5437,16.813396,16.964272,16.766122,17.224124,17.125,16.939291,16.83748,17.018711,16.705315,17.841063,17.299065,16.436604,
513.8252,16.932398,16.788903,16.869898,16.978954,16.945153,16.877551,16.723852,17.03125,16.868623,17.454081,17.162627,16.287627,
514.1068,17.115055,16.929212,16.815815,16.702418,16.611983,16.934185,16.689158,17.14962,17.022962,16.875244,16.889918,16.251658,
514.3884,17.066584,16.966708,16.783292,16.775124,16.652166,16.966708,16.862748,17.15625,16.505505,16.814542,16.845792,16.39604,
514.6699,16.659001,17.055214,16.838893,16.78125,16.742714,16.421144,17.105571,16.983322,16.353465,16.898964,16.613179,16.550357,
514.9515,16.397541,17.034068,16.815318,16.89498,16.920595,16.460297,17.096568,16.911885,16.286885,17.048412,16.650615,16.44877,
515.2330,16.122629,17.059291,16.8125,16.625838,16.965541,16.440709,16.841379,16.934291,16.673827,16.810129,16.20759,16.465541,
515.5146,16.176693,17.007204,16.867796,16.427863,16.858159,16.409852,16.370136,16.826909,17.21641,16.670659,16.073307,16.496398,
515.7962,17.032314,16.713791,16.711488,16.624267,16.789246,16.651519,16.530517,17.384793,16.518192,16.928771,16.825558,16.745269,
516.0777,17.183104,16.601383,16.875479,16.736812,16.754396,16.553229,16.508792,17.173355,16.459958,16.780771,16.964354,16.700688,
516.3593,17.213954,16.439973,16.985612,16.935177,16.697092,16.610612,16.552908,16.807553,16.627473,16.61773,16.96875,16.899131,
516.6409,17.166647,16.390596,17.026051,17.046904,16.843809,16.755257,16.588551,16.645794,16.734404,16.567699,17.072956,17.198015,
516.9224,17.053663,16.785349,16.903016,17.011206,17.054528,16.909484,16.952805,16.804528,16.724353,16.818968,17.042456,17.352587,
517.2040,17.05649,16.95072,16.92548,16.92428,17.295669,16.86178,16.98077,16.94471,16.74399,17.0012,16.98077,17.29928,
517.4855,17.136992,17.142566,17.011992,16.881419,17.318919,16.943073,17.117735,17.068073,16.874154,16.956758,16.96875,16.834296,
517.7671,17.302767,17.553792,17.202186,16.704064,17.092725,16.773394,17.15625,17.044911,16.832992,16.9375,16.895492,16.474555,
518.0487,17.655827,17.344173,16.889911,16.488208,17.03125,17.006821,17.15625,16.935226,16.836506,16.913494,16.538917,16.310226,
518.3302,17.490508,17.132049,16.78125,16.626222,17.149201,16.975799,17.20343,17.094972,16.84375,17.047791,16.579041,16.399201,
518.6118,17.290389,17.163267,16.804422,16.942395,17.210672,16.775294,17.311439,17.341628,16.890095,17.255956,16.740861,16.391155,
518.8933,17.113487,16.98273,16.721491,17.03125,17.21875,16.559485,17.298246,17.360746,16.883498,17.289748,16.758498,16.352248,
519.1749,17.10716,16.90625,16.59818,16.919601,17.084771,16.5,17.28125,16.986472,16.96432,17.28125,16.79466,16.27676,
519.4565,17.212622,16.950061,16.606311,16.721662,17.009345,16.609527,17.127912,16.690412,16.956189,17.237439,16.724878,16.162378,
519.7380,16.949297,16.882835,16.474649,16.505899,17,16.763644,16.89067,16.582042,16.894542,17.21875,16.730458,16.167958,
520.0196,16.45465,16.97005,16.40625,16.41645,16.89475,16.6862,16.83355,16.7309,16.85395,17.2819,16.8342,16.08225,
520.3012,16.611154,17.340535,16.426869,16.447488,16.575703,16.439429,16.905607,16.977452,16.884988,17.168167,16.689429,16.814772,
520.5827,16.942737,17.459628,16.417314,16.46875,16.498058,16.565795,17.119173,17.022128,16.886064,17.214865,16.59375,17.057263,
520.8643,17.288008,17.318996,16.485252,16.508251,16.610252,16.825754,17.258251,17.118504,16.815748,17.399754,16.633251,16.850246,
521.1458,17.572693,17.134121,16.415371,16.58919,16.694876,17.022129,17.146057,17.226126,16.858503,17.391497,16.65625,16.877816,
521.4274,17.637376,17.0625,16.55136,16.568379,16.888613,16.961634,16.873763,17.212253,16.925124,17.306003,16.788366,17.126237,
521.7090,17.311656,17.0625,16.761228,16.475954,17.036864,16.819704,16.768432,17.224364,16.955932,17.170658,16.819704,17.194704,
521.9905,16.967833,17.080488,17.100311,16.4375,17.134453,16.817226,16.889179,17.267988,17.040703,17.09375,16.745274,16.95838,
522.2721,16.594323,17.076208,17.470381,16.455042,17.292754,16.878835,17.109088,17.246165,17.058665,17.111292,16.736292,16.58445,
522.5536,16.887828,17.045406,17.627939,16.46875,17.204057,16.957533,17.064902,17.270033,17.082533,17.159189,16.801283,16.577193,
522.8352,17.229279,17.147759,17.589673,16.452106,17.0625,17.016644,16.837635,17.129415,17.058423,17.137568,17.026835,16.685462,
523.1168,16.978139,17.330959,17.482674,16.550843,17.127268,16.966482,16.733808,16.758255,16.919041,17.109942,17.219884,16.688634,
523.3983,16.781025,17.421988,17.3116,16.687725,17.266188,17.000675,17.002026,16.609713,16.765062,17.140738,17.265738,16.734488,
523.6799,16.673594,17.208283,17.034689,16.902124,17.328469,17.063188,17.372937,16.870186,16.6875,17.095125,17.250688,16.795843,
523.9615,16.653041,16.835346,16.889823,17.212331,17.253209,17.060895,17.320524,17.138218,16.776436,17.075718,17.278041,16.84375,
524.2430,16.776198,16.371535,16.877526,17.243216,17.043879,17.108112,17.08444,16.900259,16.989897,17.139362,17.300664,16.77194,
524.5246,16.899348,16.027799,16.885448,17.125,16.888899,17.166698,17,16.437405,17.319592,17.086753,17.236101,16.729198,
524.8061,16.834403,16.26402,16.977804,16.802567,16.771903,17.205315,16.623828,16.563379,17.253502,17.013435,17.084403,16.687207,
525.0877,16.604378,16.414539,17.018282,16.387968,16.671558,17.174532,16.008289,16.885628,16.804846,16.875635,16.789539,16.536564,
525.3693,16.631243,16.212503,17.024998,16.581237,16.756252,17.181248,15.818752,16.725006,16.75,16.693747,16.637499,16.549996,
525.6508,16.757194,16.144222,17.098585,16.855778,16.71875,17.170637,15.817335,16.617806,16.774056,16.906367,16.716391,16.625,
525.9324,16.788082,16.298329,17.214026,16.851889,16.684084,17.128416,16.314101,16.748692,16.8125,17.190916,17.066716,16.671221,
526.2139,16.928411,16.693473,17.279259,16.8125,16.61392,17.231821,17.106821,16.91733,16.757098,17.117036,17.5,16.860803,
526.4955,17.06418,16.97043,17.144527,16.8125,16.636163,17.301897,17.15569,16.990517,16.582027,16.694743,17.415173,17.09431,
526.7771,17.270249,17.176499,16.979751,16.8125,16.749123,17.291374,17.053253,17.083626,16.376754,16.374123,17.057638,17.176499,
527.0586,17.22571,17.16089,16.898927,16.84143,16.880003,17.158207,16.930177,17.052857,16.452509,16.562863,16.849116,17.13196,
527.3402,16.994609,17.086212,16.794179,16.89709,17.03125,17.113787,16.889551,17.04041,16.796327,16.825429,17.336212,16.964981,
527.6217,16.897575,17.305502,16.828077,16.901026,17.022575,16.981253,17.01735,17.010449,16.505224,16.885352,17.434049,17.074626,
527.9033,16.883188,17.465745,17.072191,16.944186,17.040941,16.869817,17.046124,16.858624,16.421124,17.107121,17.294621,17.146559,
528.1849,16.829259,17.242755,17.133606,16.821106,17.179347,17.108241,16.984602,16.750907,16.398097,16.922555,17.056162,17.023551,
528.4664,16.600958,17.060127,16.961542,16.65625,17.235584,17.336542,16.923084,16.59854,16.511998,16.788458,16.78604,17.050456,
528.7480,16.625,16.83032,16.877065,16.69654,17.167355,17.238635,16.841425,16.752325,16.66968,16.819215,16.87939,17.21875,
529.0296,16.61256,16.81857,16.67491,16.83753,17.05021,16.91277,16.78717,16.89988,16.74985,16.90595,16.76259,17.22497,
529.3111,16.61973,16.900073,16.8244,16.7381,16.834939,16.676054,17.00527,16.971385,16.875,17.058958,16.647439,17.124093,
529.5927,16.833207,16.546733,17.124905,16.427146,16.65625,16.640672,16.729104,16.864646,16.880224,16.666793,16.473974,16.531155,
529.8742,16.625,16.345562,16.95458,16.554866,16.694036,16.71875,16.643893,16.96875,16.915696,16.856107,16.632249,16.346661,
530.1558,16.633441,16.539691,16.862339,16.6875,16.914691,16.731411,16.766881,16.947648,17.002513,16.703576,17.383441,16.195941,
530.4374,16.743233,16.62719,16.796112,16.665207,16.979897,16.805069,16.882431,16.808784,17.203888,16.435974,17.433784,16.346603,
530.7189,17.172294,16.884626,16.909459,16.490374,17.059291,16.743582,16.927874,16.774832,17.09375,16.694755,17.403041,17.056082,
531.0005,17.3071,16.95255,16.9456,16.41975,17.01235,16.6875,16.85995,16.759251,17.09915,17.04475,17.345299,17,
531.2820,17.230295,16.770303,17.029061,16.573447,16.808121,16.678742,17.035629,17.209394,17.162818,17.161227,17.033439,16.986863,
531.5636,16.978811,16.645122,17.020122,16.723781,16.761738,16.554116,17.105488,17.498323,17.246646,16.8125,17.042378,16.820884,
531.8452,17.155088,16.99535,17.362214,16.800876,16.962938,16.40625,17.3125,17.466425,17.166577,16.813662,16.696799,16.972237,
532.1267,17.126938,16.873708,17.015746,16.495478,16.811854,16.407542,17.311854,17.405604,16.619832,16.848918,16.94719,17.067022,
532.4083,17.218495,16.812245,16.281633,16.281378,16.781122,16.470027,17.280867,17.374617,16.375255,17.094261,17.406888,17.280612,
532.6899,17.157035,16.750785,16.373822,16.312107,16.750393,16.777325,17.188678,17.282428,16.436715,17.21718,17.560537,17.126963,
532.9714,16.64055,16.871341,16.526677,16.706859,16.75,16.750915,17.005488,17.129573,16.740853,17.127744,17.016464,17.064329,
533.2530,16.654811,16.815377,16.650495,16.837995,16.869245,16.779811,16.970189,17.035566,17.256792,17.095189,16.552831,17.092311,
533.5345,16.597679,16.666073,16.714821,16.84375,16.728573,16.546967,16.822323,16.738396,17.017682,16.976609,16.062684,17.269462,
533.8161,16.70878,16.569977,16.48869,16.757477,16.862538,16.473735,16.841258,16.60372,16.971242,16.939992,15.973735,17.425038,
534.0977,16.662294,16.929462,16.807485,16.608861,17.044367,17.00508,16.730838,16.904257,16.686471,17.417374,17.069637,16.675347,
534.3792,16.739339,17.051839,16.788357,16.510661,17.034804,17.034804,16.746446,17.103678,16.573161,17.330268,17.049018,16.953802,
534.6608,16.885815,16.899522,17.134368,16.282697,17.085576,16.922598,16.885815,17.125,16.698315,17.149522,16.895435,17.516095,
534.9423,16.90625,16.795117,17.080989,16.116862,17.067122,16.879622,16.932878,16.991862,16.692122,17.045117,17.034766,17.620378,
535.2239,17.114974,16.624707,17.036409,16.302474,17.114681,17.188086,16.833138,16.812207,16.844043,17.005159,17.219043,17.416276,
535.5055,17.181802,16.568198,16.929044,16.292647,17.048345,17.25,16.633639,16.653492,16.977206,16.974448,17.377758,17.145036,
535.7870,17.162489,16.762586,16.806207,16.156196,16.956218,17.199979,16.543729,16.750054,16.849936,16.6186,17.156143,17.068739,
536.0686,17.205186,16.959309,16.609973,16.00266,16.839628,16.991755,16.482314,16.854654,16.714628,16.40891,16.898005,17.086968,
536.3502,16.76904,17.023924,16.921354,16.23191,17.219201,16.889653,16.947222,16.683611,16.759271,16.662083,17.17868,17.42868,
536.6317,16.637714,16.984495,16.914363,16.265745,17.109977,16.828245,16.953486,16.695132,16.804627,16.539604,17.211118,17.390986,
536.9133,16.376121,16.854604,16.852171,16.432633,16.871446,16.721183,16.90625,16.810067,16.858158,16.331775,17.073354,17.0698,
537.1948,16.446471,16.857058,16.866029,16.589117,16.701104,16.6875,16.883971,16.84375,16.919558,16.28125,17.098088,16.745958,
537.4764,16.415773,16.96191,16.766363,17.23337,16.764887,16.578863,16.918455,16.778568,17.176502,16.54198,17.168455,16.48243,
537.7580,16.469772,17.148218,16.71875,17.563522,17.003066,16.573598,17.001022,16.792348,17.217728,16.613902,17.102804,16.490946,
538.0395,16.479381,17.21875,16.636276,17.573131,17.114369,16.428801,17.051869,17.039305,17.04317,16.634987,16.835695,16.634343,
538.3211,16.408566,17.058258,16.533566,17.5625,17.205246,16.34375,17.0625,17.29668,16.788197,16.51582,16.538197,16.767746,
538.6026,16.492015,16.96875,17.065574,16.548368,16.937959,16.577781,17.0625,17.179975,17.058048,16.710536,16.51551,16.832003,
538.8842,16.732977,16.911924,17.330483,15.823849,16.693174,16.472506,16.967791,16.929907,17.319134,16.912884,16.714035,16.33232,
539.1658,16.935647,16.727965,17.189353,15.823517,16.545974,16.349259,16.777594,16.84375,17.306991,16.919121,16.904397,15.779448,
539.4473,16.893109,16.642815,16.982479,15.946261,16.46875,16.660042,16.6875,16.80812,17.209989,16.87062,16.950935,15.856597,
539.7289,16.795251,16.673499,16.943997,16.18974,16.46875,16.909498,16.773746,16.729503,17.104503,16.826501,16.903002,16.531475,
540.0105,16.948064,16.80427,17.033363,16.510564,16.58552,16.82073,16.993882,16.6875,17.012456,16.8125,16.708186,16.920819,
540.2920,17.109862,17.099592,17.271954,16.801257,16.880842,16.686526,17.044441,16.590829,17.017086,17.005842,16.626947,16.857914,
540.5736,16.985135,17.327872,17.577534,16.906419,17.233447,16.780575,16.953209,16.484459,17.046959,17.249662,16.811825,16.8125,
540.8551,17.053296,17.165454,17.492921,16.695389,17.091931,16.84638,17.087176,16.363977,16.881574,17.402306,16.742921,16.87237,
541.1367,17.223679,16.9375,17.310036,16.557571,16.908321,16.810036,17.293179,16.336357,16.776321,17.39925,16.588821,16.980679,
541.4183,17.087168,17.048031,17.316117,16.735531,17.218098,16.899016,17.260852,16.478949,16.926648,17.08782,16.697699,17.114148,
541.6998,17,17.161024,17.307726,17.060335,17.348524,16.955512,17.050344,16.504774,17.163632,16.817274,16.908859,17.231988,
541.9814,16.898734,16.947784,17.381725,17.198575,17.059334,17.000792,16.817642,16.570016,17.369067,16.717958,17.112342,17.148734,
542.2629,16.75,16.57881,17.413347,16.898406,16.554656,16.98506,16.61504,16.694597,17.33379,16.58877,17.09375,16.92754,
542.5445,16.738507,16.360277,17.34052,16.710487,16.424204,16.766527,16.511493,16.644757,17.230243,16.53125,17.013296,16.70906,
542.8261,16.729658,16.335792,17.259433,16.8809,16.595225,16.654775,16.563975,16.646817,17.25,16.53125,16.875,16.498525,
543.1076,16.904824,16.561359,17.032961,16.701813,16.738823,16.696966,16.655965,16.584284,17.198392,16.572536,16.957573,16.385892,
543.3892,17.160351,16.793034,16.588117,15.87295,16.886784,16.896517,16.660351,16.491799,17.045084,16.646517,17.1542,16.378582,
543.6708,16.985534,16.859717,16.455786,16.056361,16.779748,16.948145,16.567822,16.859717,16.9375,16.615857,17.182178,16.59375,
543.9523,16.849346,17.193411,16.508551,16.34375,16.607897,17.142103,16.681904,17.150654,16.963154,16.602301,17.068096,16.533891,
544.2339,16.813082,17.382958,16.618787,16.311918,16.642079,17.235247,16.805705,17.171003,17.094913,16.625,16.896547,16.406832,
544.5154,16.95779,17.384162,16.904451,16.196662,16.897088,17.338186,16.976113,16.994436,17.295976,16.617637,16.549573,16.544177,
544.7970,17.152064,17.190712,16.972936,16.15883,16.982282,17.144324,16.96617,16.929128,17.30992,16.668176,16.446846,16.694266,
545.0786,17.268503,16.694492,16.862665,16.268915,17.05592,16.819492,16.806744,17.168173,17.16283,16.956003,16.612253,16.650907,
545.3601,17.282507,16.66918,16.845905,16.318965,17.256465,16.666128,16.689655,17.2324,17.15158,17.092493,16.771013,16.347162,
545.6417,17.009932,17.544092,17.009932,16.74649,17.634332,17,16.828853,16.723716,17.537671,17.365068,17.116524,16.228682,
545.9232,17.049413,17.215814,17.053775,16.54505,17.108977,17.030537,16.73255,16.728188,17.3888,17.299413,16.880076,16.294337,
546.2048,16.976265,16.801228,16.996243,16.429985,16.606213,17.226265,16.621243,16.60878,17.232404,17.207478,16.722507,16.431361,
546.4864,17.03125,16.725052,16.978202,16.397055,16.475052,17.274948,16.59375,16.731353,16.878151,17.131302,16.715341,16.881559,
546.7679,17.02108,16.783793,17.0625,16.61409,16.559218,17.211122,16.598835,16.851378,16.898622,17.179872,16.398622,17.231463,
547.0495,16.898519,16.818298,17.064433,16.847615,16.871135,17.105673,16.663981,16.916241,16.798971,17.09375,16.306702,17.355673,
547.3310,16.782571,16.907571,17.097714,16.903608,16.807215,16.805894,16.783892,16.587144,16.592429,17.085823,16.217429,17.050609,
547.6126,16.801171,16.9375,17.182543,16.838085,16.686792,16.664039,16.833837,16.445997,16.558251,16.913331,16.200246,16.768504,
547.8942,16.312967,16.937593,16.968843,16.593376,16.65681,17.000467,16.40597,16.81306,16.375187,17.217629,16.74944,16.219124,
548.1757,16.466135,16.968227,16.999477,16.470842,16.840613,17.153635,16.314069,16.996863,16.436454,16.850025,16.565637,16.341658,
548.4573,16.649405,16.908532,17,16.167658,17.084623,17.126141,16.402828,17.150546,16.889138,16.602877,16.472172,16.584623,
548.7389,16.862678,16.93574,17.058979,15.920332,17.12324,17.066021,16.465229,16.979312,16.758802,16.446302,16.46875,16.59375,
549.0204,16.990474,16.850894,17.293449,15.819644,17.067263,16.975894,16.555356,16.824407,16.836606,16.63958,16.584224,16.622619,
549.3020,17,16.900242,17.368992,16.066714,16.836532,16.855766,16.70373,16.95373,16.787258,16.79748,16.706734,16.455524,
549.5835,17.138109,16.712898,17.209269,16.480455,16.922987,16.898994,16.608263,16.941128,16.919359,17.005852,16.608263,16.354635,
549.8651,17.264234,16.525524,17.025524,16.66623,17.099476,17.04123,16.566754,16.9375,17.07248,17.16623,16.512762,16.127782,
550.1467,16.912089,16.854571,17.553742,16.423813,17.177737,16.614233,16.694343,17.122081,16.803695,16.818339,17.106479,16.594755,
550.4282,16.89523,16.928763,17.527551,16.632398,17.16176,16.608469,16.641531,17.20773,16.981658,16.69852,17.115791,16.66176,
550.7098,17.082016,17.080922,17.324234,16.813047,16.980484,16.825875,16.650109,17.093203,16.930813,16.536844,17.068641,16.681359,
550.9913,17.22291,17.111455,17.085431,16.672408,16.741681,17.046342,16.876547,16.915636,16.734908,16.475523,17.16041,16.58959,
551.2729,17.226156,17.053468,17.03125,16.625,16.472905,16.97453,16.889812,16.684249,16.520593,16.516438,17.163656,16.657876,
551.5545,17.195541,16.984832,16.938414,16.903507,16.499086,16.9375,16.851791,16.508956,16.700839,16.670503,17.202668,16.757127,
551.8360,17.1875,16.743027,17.019112,16.683987,16.508678,16.869783,16.640599,16.626756,16.690961,16.673605,17.173605,16.803822,
552.1176,17.275237,16.765921,17.128303,16.277355,16.434197,16.777947,16.518631,16.753303,16.393039,16.853658,17.134316,16.790566,
552.3992,16.822723,16.940268,17.177545,16.433081,16.619197,16.941652,16.840715,16.397946,16.834911,16.958795,16.656517,16.759955,
552.6807,16.614404,16.752157,17.063578,16.645114,16.925286,17.010596,17,16.404632,17.052443,16.948096,16.313578,16.811961,
552.9623,16.524945,16.404879,16.959978,16.747533,16.871162,17.040022,16.879934,16.70011,16.991228,16.897478,16.290022,17.023849,
553.2438,16.507484,16.339351,16.860032,16.684415,16.471379,17.159335,16.773766,16.8125,16.871915,16.933101,16.603004,17.144367,
553.5254,16.549971,16.599656,16.587844,16.456508,16.487185,17.181307,16.731279,16.681451,16.756336,17.006193,16.856135,17.081365,
553.8070,16.598649,16.731926,16.56402,16.325676,16.859965,17.047804,16.700676,16.485304,16.772973,17.175844,16.797804,17.03125,
554.0885,16.816683,16.561918,16.621399,16.382203,17.100953,16.811918,16.670074,16.493379,17.143589,17.316101,16.71875,17.048676,
554.3701,16.985526,16.32007,16.576974,16.521379,17.122699,16.670724,16.639474,16.612827,17.590783,17.427629,16.970386,17.079276,
554.6516,17.241863,16.460613,16.465755,16.513129,16.900259,16.833616,16.625,16.672374,17.604882,17.274261,16.848891,17.142123,
554.9332,17.298566,16.733914,16.359529,16.576742,16.981762,17.061885,16.594057,16.702971,17.174796,17.000615,16.515779,17.156557,
555.2148,16.947198,16.721983,16.314116,16.852102,17.220366,17.110183,16.592134,16.703933,16.771282,16.878233,16.648169,17.050916,
555.4963,16.792483,16.627928,16.28125,17.042483,17.130856,17.065428,16.837415,16.744144,16.826182,16.741695,16.8125,16.883784,
555.7779,16.614187,16.620757,16.483806,17.012728,16.765418,16.909717,17.120757,16.961041,17.071761,16.696761,16.853011,16.78125,
556.0595,16.23543,16.68194,16.72431,16.842025,16.439225,16.711465,16.963576,17.23332,17.137845,16.788535,16.842025,16.78125,
556.3410,16.210293,16.840598,16.736239,16.676891,16.55562,16.692804,16.602207,17.221902,17.253728,16.904674,16.652522,16.854359,
556.6226,16.56269,17.123435,16.858593,16.52793,16.478518,16.78457,16.560935,16.973634,17.498435,17.03457,16.407815,17.00332,
556.9041,17.002661,17.27039,16.883199,16.718533,16.378991,16.82203,16.816491,16.918441,17.341306,16.974289,16.608384,17.07336,
557.1857,17.084217,17.209217,16.720076,17.197696,16.603283,16.811837,16.92863,17.020391,16.760196,16.780587,17.311837,16.961206,
557.4673,16.971411,17.077351,16.527041,17.21875,16.69703,16.875,16.724071,17.091089,16.724071,16.85328,17.38453,16.639851,
557.7488,16.932838,16.888987,16.348412,17.1833,16.709887,16.901588,16.576025,17.165113,16.655788,16.857275,17.353075,16.611013,
558.0304,16.967225,16.621949,16.322219,16.995424,16.679306,16.944168,16.498475,17.203888,16.878051,16.845275,17.145005,16.845275,
558.3119,16.852429,16.452548,16.407405,16.696179,16.648726,16.867476,16.428821,17.227429,17.130214,16.952548,16.914929,16.87731,
558.5935,16.746989,16.609637,16.319352,16.693523,16.672966,16.84375,16.493148,17.183659,17.350602,17.013705,16.898568,16.742318,
558.8751,16.594103,17.092692,16.319032,16.986936,16.856109,16.819032,16.456391,17.293609,17.381179,17.081038,17.099929,16.956038,
559.1566,16.540318,17.33112,16.240771,17.088406,17.016354,16.784812,16.312662,17.34375,17.252104,17.084682,17.042422,17.02024,
559.4382,16.966762,16.701989,16.392046,16.649148,17.429829,16.818711,15.903977,17.324432,16.540909,16.75483,16.704546,16.959091,
559.7198,17.526886,16.806166,16.677013,16.810318,16.850084,16.854485,16.087416,17.21875,16.606208,16.785403,16.981208,16.893792,
560.0013,17.892353,16.972224,16.805552,16.972206,16.704871,16.902776,16.288217,17.208327,16.704871,16.833345,17.069448,16.8125,
560.2829,17.744921,16.983233,16.747205,16.769562,16.852134,16.883384,16.596545,17.133384,16.852134,17.013973,17.108233,16.823678,
560.5644,17.351752,16.808273,16.71241,16.970863,16.94384,16.960296,16.616546,17.220863,16.9375,17.171044,16.941727,16.954408,
560.8460,17.029819,16.760017,16.619276,17.011448,17.032681,16.839457,16.494276,17.255724,16.927483,17.373569,16.998569,17.1875,
