,Live Spectrum 10-11-2023 10:00:30 - Spikes removed,Live Spectrum 10-11-2023 10:00:38 - Spikes removed,Live Spectrum 10-11-2023 10:00:39 - Spikes removed,Live Spectrum 10-11-2023 10:00:43 - Spikes removed,
399.2297,17.002572,17.122428,16.532536,16.982767,
399.5113,16.766876,17.034107,16.559643,16.940357,
399.7929,16.559526,17.02619,16.622026,16.986905,
400.0744,16.817518,16.826734,16.764507,17.038504,
400.3560,16.896814,16.698407,16.893872,17.001471,
400.6375,16.960717,16.837504,17.087504,16.990179,
400.9191,16.842429,16.88374,17.17876,16.95498,
401.2007,16.734078,17.134444,16.928056,17.055429,
401.4822,16.768063,17.268063,16.819094,17.09375,
401.7638,16.266816,17.12692,16.863943,17.299524,
402.0453,16.557979,17.174096,16.875,17.370532,
402.3269,17.042555,17.131826,17.125533,17.291489,
402.6085,17.267071,17.211661,17.15625,17.223476,
402.8900,16.92207,16.919433,16.856933,17.128955,
403.1716,16.658479,16.751393,16.781807,17.063057,
403.4532,16.628023,16.872733,16.753779,17,
403.7347,16.762496,16.766969,16.91339,16.991075,
404.0163,16.937848,16.528441,17.025631,16.874652,
404.2978,16.60203,16.52297,16.953437,17.198985,
404.5794,16.4375,16.764978,16.838908,17.223141,
404.8610,16.496014,17.152392,16.859311,16.865291,
405.1425,16.777421,16.917737,17.089921,16.756052,
405.4241,16.906416,16.648562,17.179646,17.007854,
405.7056,16.964608,16.816077,17.165098,16.978163,
405.9872,16.81598,17.052663,17.049787,16.745384,
406.2688,16.69832,16.944687,16.836563,16.563711,
406.5503,16.683353,16.698656,17.117991,16.707594,
406.8319,16.637773,16.524182,17.274182,16.84375,
407.1135,16.560059,16.509975,17.108818,16.802525,
407.3950,16.4375,16.724258,16.939339,16.720589,
407.6766,16.484492,16.921914,16.953242,16.734492,
407.9581,16.581103,17.037207,17.14956,16.864339,
408.2397,16.853365,17.019601,16.754253,16.568602,
408.5213,16.994229,16.863458,16.602896,16.410823,
408.8028,16.890953,16.793051,17.07299,16.402753,
409.0844,16.619534,16.90355,17.270383,16.527199,
409.3659,16.478688,17.139248,16.982878,16.816811,
409.6475,16.691114,17.21875,16.665859,16.884014,
409.9291,16.943339,17.311372,16.663217,16.944467,
410.2106,17,17.34375,16.75971,16.87247,
410.4922,17.299751,16.969061,17.006063,16.693874,
410.7738,17.064395,17.08207,16.726011,16.837436,
411.0553,16.785733,17.258917,16.522333,17.276751,
411.3369,16.611609,17.364284,16.832138,17.316072,
411.6184,16.565182,17.003615,16.875,17.083956,
411.9000,16.474141,16.880391,16.757188,16.974141,
412.1816,16.347417,16.784,16.416334,17.181083,
412.4631,16.34375,16.625207,16.531085,17.405961,
412.7447,16.685013,16.912883,16.126658,16.814987,
413.0262,16.605613,17.164723,16.21292,16.914723,
413.3078,16.809945,17.309945,16.666472,17.072722,
413.5894,16.75737,17.277839,16.798307,17.177266,
413.8709,16.571025,17.215899,16.950288,17.059649,
414.1525,16.650545,16.974455,17.036359,16.838641,
414.4341,16.763398,16.825898,17.068451,16.860105,
414.7156,16.836824,16.872175,17.141262,17.03535,
414.9972,17.321663,17.243924,17.274402,16.922261,
415.2787,17.147803,17.03125,17.097122,16.832765,
415.5603,17.097191,17.23518,16.9375,16.690941,
415.8419,17.03125,17.627963,16.876976,16.554388,
416.1234,17.03125,17.208588,16.760901,16.460753,
416.4050,17.066377,16.617324,16.863213,16.703008,
416.6865,17.187564,16.34375,17.062564,17.137703,
416.9681,17.148133,16.862907,17.15625,17.344318,
417.2497,16.996962,17.463758,17.128038,17.317492,
417.5312,16.971667,17.269272,17.034167,17.392813,
417.8128,16.780805,17.077735,16.874666,17.124221,
418.0944,16.738555,16.96875,16.748328,16.807484,
418.3759,16.8125,16.985987,16.701513,16.839406,
418.6575,16.776485,17.07203,16.579454,16.847462,
418.9390,16.93774,17.106226,16.443678,16.574736,
419.2206,16.906215,17.035143,16.601607,16.593785,
419.5022,16.8125,17.020293,16.617286,16.910721,
419.7837,16.875636,16.841843,16.646681,17.03125,
420.0653,16.819078,16.771793,16.818259,16.835112,
420.3468,16.28545,16.713641,17.303191,16.389418,
420.6284,16.117025,16.6875,17.28255,16.133625,
420.9100,16.269055,16.567454,16.954649,16.549924,
421.1915,16.460932,16.654943,16.751307,17.033841,
421.4731,16.754636,17.018527,16.540505,16.513874,
421.7546,16.864868,17.041382,16.709472,16.558288,
422.0362,17.143998,17.03125,16.857599,16.755149,
422.3178,17.270333,17.03125,16.957833,16.864083,
422.5993,17.139661,17.116204,17.025386,16.931636,
422.8809,17.03794,17.06696,17.06027,16.647299,
423.1625,16.793508,17.092218,17.032782,16.922178,
423.4440,16.47714,16.972106,16.909606,17.059144,
423.7256,16.997445,17.248647,16.812951,16.720404,
424.0071,17.030182,17.217682,16.905716,16.814635,
424.2887,16.967537,17.150183,16.875,16.939927,
424.5703,16.929946,16.996223,16.852337,16.996223,
424.8518,16.822737,16.9375,16.525592,16.932382,
425.1334,16.963304,16.953627,16.851205,16.849196,
425.4149,17.210823,17.09375,17.199162,16.613338,
425.6965,17.270476,17.121017,17.290339,16.58124,
425.9781,16.682237,17.244868,17.276184,16.97375,
426.2596,16.800808,17.044963,16.879042,17.369371,
426.5412,16.73702,16.95577,16.61202,16.885581,
426.8228,16.658982,16.941897,16.655183,16.780183,
427.1043,16.578029,17.078029,16.992044,17.008339,
427.3859,16.71735,17.091418,17.129664,16.598882,
427.6674,17.040925,16.981956,17.330544,16.358915,
427.9490,17.016228,16.976076,17.288205,16.829469,
428.2306,16.634331,17.0625,17.073227,16.896454,
428.5121,16.911748,17.149499,17.03125,16.877749,
428.7937,17.15625,17.301016,17.008282,16.954065,
429.0752,17.08372,17.329603,16.96875,16.850823,
429.3568,16.87993,17.355496,17.070259,16.774434,
429.6384,16.803138,17.321104,17.232035,16.705465,
429.9199,16.958257,17.444381,17.277752,16.631996,
430.2015,17.120354,17.097349,16.849672,16.764987,
430.4831,17.127315,16.684028,16.342593,17.105324,
430.7646,17.09375,17.015625,16.671875,17.234375,
431.0462,17.125,17.314797,17.033547,17.217601,
431.3277,17.259155,17.324692,17.144058,17.103653,
431.6093,17.357665,17.24658,17.118159,16.927239,
431.8909,17.29006,17.093473,16.794049,16.879543,
432.1724,17.194638,17.055362,16.390756,16.943158,
432.4540,17.061215,17.112757,16.611133,17.120806,
432.7355,16.980444,16.968554,16.863306,17.160083,
433.0171,17.069251,16.754398,16.794599,17.1049,
433.2987,17.042438,16.749422,16.770641,16.990547,
433.5802,17.084706,16.84478,16.738897,16.725734,
433.8618,17.038166,17.005251,16.783875,16.581583,
434.1434,16.911056,17.084736,16.879208,16.495792,
434.4249,16.738443,17.207548,17.065567,16.423231,
434.7065,16.710779,16.714589,17.125,16.522644,
434.9880,16.742544,16.578838,16.982237,16.729057,
435.2696,16.701391,16.690969,16.815977,17.048602,
435.5512,16.613066,16.768373,16.706816,17.199434,
435.8327,16.695006,16.831878,16.712814,17.193436,
436.1143,16.692938,16.792125,16.951061,17.161688,
436.3958,16.740113,16.597104,17.184146,17.15625,
436.6774,16.83039,16.40172,17.245547,17.343827,
436.9590,16.795361,16.538696,17.277283,16.774782,
437.2405,16.679177,16.756852,17.225721,17.048439,
437.5221,16.776407,17.120157,17.190508,17.234961,
437.8037,16.984795,16.840376,17.043921,16.847978,
438.0852,17,17.045983,16.826952,16.579017,
438.3668,16.792444,17.299707,16.8125,16.799707,
438.6483,16.510241,17.161939,17.023285,16.842612,
438.9299,16.438861,16.697709,17.122958,16.599195,
439.2115,16.685681,16.842613,16.969887,16.655795,
439.4930,16.87633,16.812722,16.780141,16.596854,
439.7746,17.0605,16.840416,16.625,17.03325,
440.0561,16.955457,16.688608,16.631646,17.13497,
440.3377,16.59375,16.729563,16.823313,17.398527,
440.6193,16.607593,16.939478,17.03125,17.232202,
440.9008,16.834158,16.966344,17.009592,16.942279,
441.1824,17.099413,16.945994,16.735843,16.66747,
441.4640,17.133485,17.021493,16.600254,17.12302,
441.7455,16.915486,16.904479,16.685602,17.393345,
442.0271,16.778573,16.639922,16.902168,17.514922,
442.3086,17.009167,16.495324,16.866018,17.320926,
442.5902,17.28427,16.286146,16.827187,16.77823,
442.8718,17.431674,16.323093,16.874471,16.599047,
443.1533,17.238613,16.386387,16.713056,16.664855,
443.4349,17.211846,16.480106,16.70576,16.86201,
443.7164,17.299549,16.675677,16.787726,16.950451,
443.9980,17.236279,16.763721,16.750754,17.054886,
444.2796,17.144049,16.848709,16.53125,17.221033,
444.5611,16.977143,16.96875,16.477916,17.056428,
444.8427,16.90625,16.928788,16.336477,16.803788,
445.1242,16.973145,16.762329,16.498231,16.695862,
445.4058,17.199887,16.563908,16.837274,16.727477,
445.6874,17.239788,16.49714,16.753474,16.650021,
445.9689,17.09084,16.794324,16.103914,16.519611,
446.2505,17.166051,16.909947,16.402553,16.869455,
446.5321,17.116446,16.791401,16.582003,17.0625,
446.8136,16.926763,16.707533,16.697997,17.167467,
447.0952,16.919622,16.467483,16.632039,17.255772,
447.3767,17.129564,16.417427,16.46875,16.986541,
447.6583,17.353607,16.483547,16.434214,16.929274,
447.9399,17.329927,16.598028,16.576323,16.897695,
448.2214,17.097355,16.668419,16.930589,16.817758,
448.5030,17.387417,16.662515,17.06869,16.887492,
448.7845,17.51688,16.663435,17.205938,16.919062,
449.0661,17.288106,16.731877,17.226881,17.160662,
449.3477,17.084684,16.723122,17.294689,17.428434,
449.6292,17.099983,16.660007,17.339993,17.375,
449.9108,17.328007,16.667152,17.360949,17.304747,
450.1924,17.313438,16.890961,17.142837,17.290505,
450.4739,17.108397,17.15234,17.02343,17.184583,
450.7555,17.125,17.263571,17.320592,16.864169,
451.0370,17.170687,17.373417,17.423854,16.75,
451.3186,17.21875,17.235813,17.157577,16.889629,
451.6002,17.171362,16.920679,16.937158,17.126025,
451.8817,16.996411,16.651764,16.825882,17.202676,
452.1633,16.793262,16.385567,16.799043,17.203848,
452.4448,16.652278,16.397576,16.793896,16.81992,
452.7264,16.711942,16.668845,16.699346,16.772671,
453.0080,16.829647,17.018269,16.553366,17.168429,
453.2895,17.000409,17.083061,16.608003,17.159404,
453.5711,17.230972,16.823379,16.966019,17.027176,
453.8527,17.330414,16.669586,17.15625,17.125397,
454.1342,17.271102,16.74706,17.174412,17.327722,
454.4158,17.310782,17.088597,17.040249,17.332624,
454.6973,16.796936,17.337192,16.918853,17.243956,
454.9789,16.53844,17.337231,16.755175,17.029906,
455.2605,16.816178,17.197793,16.560661,16.925368,
455.5420,16.995543,16.931523,16.577391,16.956848,
455.8236,16.933381,16.734204,16.742443,16.812159,
456.1051,16.835407,16.6875,16.990668,16.659361,
456.3867,16.892562,16.847623,16.87358,16.625,
456.6683,16.998192,17.079115,16.770231,16.564308,
456.9498,16.847267,16.931382,16.597267,16.69479,
457.2314,16.770651,16.8125,16.417397,16.884503,
457.5130,16.802105,16.875066,16.541842,17.041776,
457.7945,16.833556,16.969418,16.688168,17.135862,
458.0761,16.779989,16.978746,17.016299,17.220011,
458.3576,16.857237,16.882961,17.263487,17.099869,
458.6392,16.927888,16.800475,17.334138,16.987975,
458.9208,16.872027,16.715777,17.300101,16.81598,
459.2023,16.689698,16.863559,17.611361,16.705985,
459.4839,16.491878,17.070622,17.594691,16.754061,
459.7654,16.482226,17.259179,17.374708,16.758887,
460.0470,16.747892,17.289964,17.267429,16.930285,
460.3286,16.934569,17.235841,17.159181,17.045409,
460.6101,17.083101,17.081529,17.216481,17.153981,
460.8917,17.032871,16.939121,17.111807,17.026275,
461.1733,16.768094,16.90625,16.969738,16.991941,
461.4548,17.014339,16.836213,16.680698,16.346323,
461.7364,17.171994,16.906489,16.734733,16.500954,
462.0179,17.211145,17.032081,17.041347,17.074258,
462.2995,17.052222,17.08629,17.220159,17.337699,
462.5811,16.856415,17.165542,17.321792,17.255346,
462.8626,16.884705,17.259705,17.199339,17.098408,
463.1442,17.099871,17.499074,16.962629,17.0625,
463.4257,17.37525,17.611167,16.68725,17.184167,
463.7073,16.874904,17.527157,16.796225,16.753997,
463.9889,16.644996,17.401662,16.966673,16.698754,
464.2704,16.72382,17.350295,17.14823,16.792865,
464.5520,17.097508,17.244462,17.212322,16.93661,
464.8335,16.963079,17.268621,17.019265,17.093428,
465.1151,16.580654,17.356388,16.818475,17.200138,
465.3967,16.374237,17.224084,16.554876,16.866612,
465.6782,16.394262,17.111732,16.601024,16.806506,
465.9598,16.811949,16.865545,16.625,16.533582,
466.2414,16.90625,16.863406,16.650453,16.926901,
466.5229,16.957342,16.951638,16.65625,17.184527,
466.8045,16.943114,16.917478,16.758794,16.936753,
467.0860,17.091836,16.90625,16.806973,16.720664,
467.3676,16.99597,16.803026,16.735082,16.997171,
467.6492,17.020522,16.677707,16.822293,17.321358,
467.9307,17.057212,16.760099,16.610089,17.452887,
468.2123,17.400963,16.937464,16.97907,17.156323,
468.4938,17.286011,17.047067,17.114711,17.067644,
468.7754,17.092967,16.853123,16.994139,16.931639,
469.0570,17.193677,16.760029,16.942515,16.722602,
469.3385,17.139864,16.618523,16.64825,16.634909,
469.6201,17.335817,16.514694,16.620102,16.625,
469.9017,17.295783,16.420783,16.757028,16.730622,
470.1832,17.228339,16.459161,16.728339,16.961645,
470.4648,16.715202,16.336237,16.665745,17.450543,
470.7463,16.837369,16.445231,16.709342,17.398519,
471.0279,17.034519,16.973893,16.585818,17.242068,
471.3095,16.876135,16.929382,16.615747,16.979138,
471.5910,16.923722,16.746306,16.651657,16.910843,
471.8726,16.857436,16.692062,16.682938,16.986314,
472.1541,16.897181,16.553923,16.553923,17.080146,
472.4357,17.013208,16.664948,16.718427,17.12049,
472.7173,17.00449,16.874823,16.803521,16.991198,
472.9988,17.160669,16.558134,16.651831,16.995528,
473.2804,17.160707,16.5,16.571415,16.946415,
473.5620,16.995426,16.76804,16.42848,16.830284,
473.8435,16.539757,16.919748,16.352626,16.758876,
474.1251,16.441933,16.722964,16.290116,16.75,
474.4066,16.464319,16.821594,16.334888,16.776819,
474.6882,16.602837,17.272827,16.34375,16.754433,
474.9698,16.276434,16.700244,16.93363,16.562311,
475.2513,16.21875,16.566945,17.24569,16.69208,
475.5329,16.620662,16.642882,17.388426,16.71875,
475.8144,16.446479,16.62947,17.24557,16.66519,
476.0960,16.379487,17.133495,17.03141,16.602724,
476.3776,16.455228,17.165265,16.919772,16.567007,
476.6591,16.709222,17.182969,17.253599,16.696096,
476.9407,16.990233,17.107422,17.712889,16.958983,
477.2223,16.684632,17.173739,17.381306,17.239966,
477.5038,16.491849,17.21413,17.179349,17.25462,
477.7854,16.601721,17.059184,17.236033,17.037246,
478.0669,16.731221,17.137471,17.329666,16.920334,
478.3485,16.935593,17.341843,17.18467,16.959277,
478.6301,17.206963,17.692617,17.262122,17.127559,
478.9116,17.1179,17.75,17.12273,17.367609,
479.1932,17.09375,17.565419,16.961907,17.432619,
479.4747,16.593778,17.373364,16.9375,17.200671,
479.7563,16.526257,17.370007,16.832472,16.89368,
480.0379,16.60984,17.165428,16.89109,16.738964,
480.3194,16.729532,17.046601,16.775585,16.692617,
480.6010,16.6718,16.926984,16.854266,16.922099,
480.8826,16.604256,16.802262,16.797009,16.96875,
481.1641,16.412278,16.988646,16.49608,16.865052,
481.4457,16.219906,17.057099,16.4375,16.740354,
481.7272,16.85753,17.139811,16.540582,16.796061,
482.0088,17.102755,17.079183,16.613878,16.940944,
482.2904,17.125,17.190521,16.829834,17.173584,
482.5719,17.022933,17.116683,16.900517,17.1422,
482.8535,16.720312,17.09375,16.90625,17.150426,
483.1350,16.706915,16.916421,16.855585,17.130917,
483.4166,16.693514,16.975945,16.616624,16.998819,
483.6982,16.888595,16.899453,16.5625,17.044161,
483.9797,16.2115,17.200448,17.188362,17.0625,
484.2613,16.280541,17.231392,17.493325,16.987713,
484.5428,16.939451,17.119466,17.431966,17.043213,
484.8244,17.06904,16.871363,17.356831,17.210758,
485.1060,16.890331,16.960073,17.12239,17.25,
485.3875,16.868228,17.024478,17.013543,17.054172,
485.6691,17.069868,17.079967,17.17051,16.902566,
485.9507,17.197707,17.190693,17.267221,16.899236,
486.2322,17.387519,17.049981,17.377689,17.099129,
486.5138,17.197688,17.215831,17.166438,17.15625,
486.7953,16.862654,17.328949,16.950652,17.227799,
487.0769,16.757535,17.272604,16.811389,17.178854,
487.3585,16.655689,17.108533,16.663361,16.613959,
487.6400,16.625,16.945312,16.718751,16.484375,
487.9216,16.904535,17.232374,16.819884,16.779535,
488.2031,17.092595,17.505791,16.936345,16.805554,
488.4847,16.872001,16.780503,17.129749,17.172249,
488.7663,16.872643,16.63709,17.05041,17.243955,
489.0478,16.860862,16.642112,16.863837,17.286832,
489.3294,16.821213,16.422171,16.835037,17.289963,
489.6110,16.857253,16.455632,17.022762,17.214121,
489.8925,16.852786,16.922057,17.115964,17.143073,
490.1741,16.931941,17.049654,16.860427,17.036809,
490.4556,16.815595,16.768699,16.574966,16.978121,
490.7372,16.598045,16.960161,16.717079,17.316076,
491.0188,16.768121,16.986081,16.64023,17.188811,
491.3003,16.896357,16.809359,16.413002,16.806218,
491.5819,16.948604,16.665292,16.386104,16.729854,
491.8634,16.842782,16.625,16.469234,16.938952,
492.1450,16.677203,16.687428,16.562428,17.239344,
492.4266,16.563136,16.677507,16.634993,17.240643,
492.7081,16.612972,16.635819,16.717542,17.126208,
492.9897,16.818147,16.523815,16.669052,16.952091,
493.2713,16.966372,16.328464,16.705163,16.915082,
493.5528,17.158734,16.349209,16.789684,16.9375,
493.8344,17.25,16.641931,16.87142,16.97678,
494.1159,17.230564,16.878428,16.847943,17.038871,
494.3975,17.122608,16.956728,16.870185,16.985586,
494.6791,17.119556,16.854639,16.887231,16.975537,
494.9606,17.137444,16.668414,16.912612,16.981194,
495.2422,17.180772,16.686703,16.908484,16.875797,
495.5237,17.200377,16.786745,16.929089,16.904364,
495.8053,17.133044,16.99402,16.956578,17.186574,
496.0869,16.95032,17.125,16.776643,17.451322,
496.3684,16.702129,17.142703,16.803108,17.26571,
496.6500,16.576276,17.138776,16.948594,16.940182,
496.9316,16.752169,17.090515,16.945037,16.671324,
497.2131,17.161379,17.0625,16.823974,16.565267,
497.4947,17.341456,17.163132,16.965742,16.727926,
497.7762,17.246369,17.167337,17.125,16.744554,
498.0578,17.203791,16.996006,17.092419,16.916902,
498.3394,17.331073,16.874158,16.982269,17.316712,
498.6209,17.342706,16.827951,16.953647,17.484549,
498.9025,17.032311,16.8125,17.046648,17.235664,
499.1840,16.781906,16.965468,16.986673,16.92286,
499.4656,16.855292,17.109958,16.859958,16.96525,
499.7472,16.894829,16.768499,16.84375,17.165989,
500.0287,16.827024,16.391726,16.945417,17.237678,
500.3103,16.786706,16.275172,17.176589,17.216022,
500.5919,16.704754,16.128259,17.256517,17.291987,
500.8734,16.646317,16.080022,17.242411,17.412389,
501.1550,16.74178,16.049043,17.245214,17.419257,
501.4365,17.042973,15.925777,17.169434,17.15429,
501.7181,17.290768,15.78125,17.213317,16.821323,
501.9997,17.197524,16.349614,17.161588,16.757292,
502.2812,16.769653,17.125752,16.957153,16.9186,
502.5628,16.680383,16.958852,16.735153,16.913367,
502.8443,16.789433,16.820189,16.57428,16.910341,
503.1259,16.975203,16.896172,16.685687,16.945766,
503.4075,17.160958,17.138555,16.866153,16.928653,
503.6890,17.259434,17.109671,16.873526,16.96875,
503.9706,17.176302,16.863802,16.801888,16.947526,
504.2521,17.052495,16.760623,16.874073,17.019701,
504.5337,17.008801,16.708737,17.0625,17.280039,
504.8153,17.113169,16.697209,17.052791,17.178689,
505.0968,17.15625,16.737557,16.993635,16.737271,
505.3784,17.092583,16.772155,16.824392,16.607977,
505.6600,16.919931,16.741215,16.642569,16.868088,
505.9415,16.925828,16.727221,16.746799,17.224586,
506.2231,17.070656,16.790778,16.955184,17.042071,
506.5046,17.070238,16.90625,16.960513,16.773612,
506.7862,17.007517,16.921284,16.592567,16.960051,
507.0678,17.024056,16.997525,16.673112,17.067219,
507.3493,17,17.086882,16.679947,17.214973,
507.6309,16.99346,17.042879,16.88154,17.3125,
507.9124,16.96254,16.94391,16.92488,17.281449,
508.1940,16.908113,16.879014,16.982368,17.085722,
508.4756,16.775708,17.064503,16.900708,16.753539,
508.7571,16.75,17.229159,16.791725,16.749912,
509.0387,16.725676,17.222873,16.379865,17.389594,
509.3203,16.562093,16.883638,16.397205,17.477795,
509.6018,16.366645,16.758355,16.356283,17.514539,
509.8834,16.343144,16.858467,16.50645,17.383267,
