,Live Spectrum 10-11-2023 10:07:21 - Spikes removed,Live Spectrum 10-11-2023 10:07:34 - Spikes removed,Live Spectrum 10-11-2023 10:07:35 - Spikes removed,Live Spectrum 10-11-2023 10:07:35 - Spikes removed,Live Spectrum 10-11-2023 10:07:36 - Spikes removed,Live Spectrum 10-11-2023 10:07:37 - Spikes removed,
398.3851,16.862406,16.981815,16.717809,16.625,17.037782,17.194974,
398.6666,16.857467,17.121184,16.586117,16.652434,17.066316,17.327765,
398.9482,16.875,17.037575,16.86393,16.628163,17.03125,17.128163,
399.2297,16.954733,16.698945,17.253215,16.498714,16.999357,17.0625,
399.5113,16.997143,16.551161,16.996966,16.812677,16.883482,17.0625,
399.7929,17.077681,16.829768,16.765181,17.215776,16.794345,17.0625,
400.0744,17.252509,17.038504,16.978512,17.377509,16.742746,17.0625,
400.3560,17.170099,17.042157,17.164215,17.539215,16.678064,17.042157,
400.6375,16.986604,16.945533,17.175892,17.615179,16.741967,17.095538,
400.9191,16.84746,16.77119,17.0437,17.57998,16.80376,17.14751,
401.2007,16.883257,16.836679,16.811314,17.420985,16.788914,17.15625,
401.4822,17.004875,17.072251,16.823969,17.375,16.929188,17.180906,
401.7638,16.954085,16.97067,16.740863,17.143505,16.711533,17.290387,
402.0453,16.857154,16.964282,16.799096,17.200878,16.602686,17.071463,
402.3269,16.760239,17.024424,16.756826,17.21875,16.565913,16.613695,
402.6085,16.778887,17.117911,16.778887,17.334298,16.851369,16.504726,
402.8900,16.691455,17.154932,16.721387,17.732862,16.934863,16.709522,
403.1716,16.749443,17.249164,16.687779,17.626115,16.844586,16.966521,
403.4532,16.814767,17.253779,16.689767,17.214215,16.685233,17.190523,
403.7347,16.897325,17.393754,16.79196,17.011614,16.566974,17.266088,
404.0163,16.747191,17.198737,16.954704,16.709974,16.139046,16.511237,
404.2978,16.722578,17.331642,16.823985,16.9375,16.315705,16.659455,
404.5794,16.73063,17.434853,16.911092,16.95687,16.5625,16.915935,
404.8610,16.613297,17.232446,16.955054,17.074203,16.585905,16.957047,
405.1425,16.5625,17.15625,17.03125,17.104434,16.666934,16.913105,
405.4241,16.625333,17.226937,17.039104,17.039104,16.63302,17.016041,
405.7056,16.856739,17.481739,17.009413,17.080196,16.767696,17.294239,
405.9872,16.988423,17.397017,16.914347,17.24304,16.822337,17.22919,
406.2688,17.052891,16.96875,17.01082,17.391796,16.887032,16.930313,
406.5503,17.081951,16.921554,17.066647,17.05771,16.96875,17.058353,
406.8319,17.0625,16.818204,16.971726,16.805432,16.955977,16.897817,
407.1135,17.076242,16.767508,16.681292,16.804966,16.745119,16.626326,
407.3950,17.137866,16.779411,16.608455,16.919116,16.485295,16.395224,
407.6766,17.218828,16.906484,16.718984,16.953086,16.453086,16.343828,
407.9581,17.316471,17.14956,16.945442,16.887647,16.570442,16.591031,
408.2397,17.129068,16.912352,16.799002,16.79105,16.757766,16.482618,
408.5213,17.141114,16.60649,16.57524,16.638938,16.79399,16.25,
408.8028,17.495192,16.729895,16.679196,16.523601,16.742351,16.697334,
409.0844,17.706533,16.955183,16.790767,16.43885,16.6576,16.989133,
409.3659,17.707375,16.967313,16.705939,16.598061,16.625,17,
409.6475,17.531845,17.004209,16.589541,16.865391,16.580527,17.044473,
409.9291,17.352972,16.961783,16.631967,16.9375,16.608811,17.131967,
410.2106,17.33657,16.96157,16.55997,17.00971,16.52872,17.08404,
410.4922,17.34375,16.693978,16.731084,17.306022,16.774772,17.162417,
410.7738,17.188447,16.625,16.78125,17.426768,16.740215,17.1875,
411.0553,17.022333,16.678567,16.674116,17.4375,16.665183,17.10715,
411.3369,17.027678,16.853569,16.683928,17.326787,16.683928,17.09375,
411.6184,16.688433,16.932136,16.801772,17.112524,16.916044,17.065182,
411.9000,16.597344,16.908047,16.753594,17.034844,16.996406,17.033047,
412.1816,16.59375,16.602917,16.477,16.84925,16.878667,16.801124,
412.4631,16.437707,16.624959,16.375124,16.500455,16.718957,16.699469,
412.7447,16.967921,16.850383,16.74421,17.064987,17.028763,16.608673,
413.0262,16.9375,17.098834,17.056749,17.163029,16.942584,17.166418,
413.3078,16.934945,17.172167,17.119889,17.271028,17.036361,17.325862,
413.5894,16.923307,16.969297,17.03862,17.125547,17.11763,17.111354,
413.8709,17.041187,16.714487,16.848013,16.849424,17.321025,17.025576,
414.1525,16.931795,16.764135,16.829019,16.692609,17.334128,17.167064,
414.4341,17.068451,17.233608,16.569948,16.706849,17.119049,17.020846,
414.7156,17.09375,17.514988,16.475537,16.71055,17.114112,16.884475,
414.9972,17.10137,17.275174,16.538098,16.90625,17.141783,16.947435,
415.2787,17.192575,17.011818,16.681591,16.956932,16.923978,16.619925,
415.5603,17.38427,16.847191,16.75,17.056672,16.70948,16.409691,
415.8419,17.254939,16.690463,16.79035,16.867876,16.566451,16.454711,
416.1234,16.872097,16.565403,16.864099,16.667151,16.279798,16.818307,
416.4050,16.796836,16.746045,16.820332,16.757754,16.136787,17.015664,
416.6865,16.875,16.743648,16.731199,16.887513,15.887386,16.862424,
416.9681,16.808441,16.67362,16.629627,16.773133,15.958361,16.869806,
417.2497,16.78928,16.85178,16.833553,16.59375,16.394098,17.059462,
417.5312,16.919687,16.83323,17.303748,16.69802,16.590833,17.063959,
417.8128,16.96875,16.48354,17.437277,16.796819,16.640569,17.03125,
418.0944,16.935828,16.41461,17.21039,16.830633,16.822532,16.981867,
418.3759,16.90625,16.907232,16.90737,16.892237,16.982763,16.920263,
418.6575,17.032303,17.295546,16.871288,17.050311,17.04078,16.942265,
418.9390,17.181322,17.130938,17.144014,17.175024,17.262716,17.100168,
419.2206,17.082,17.046893,17.066358,17.167964,17.1015,16.757715,
419.5022,17.081171,17.134336,16.998378,17.075079,17.059257,16.723221,
419.7837,17.082909,17.051024,17.157522,16.841843,17.209181,17.138384,
420.0653,17.0625,16.956414,17.153371,16.728207,17.380759,17.259457,
420.3468,16.859673,16.757209,16.8771,16.583532,17.347354,16.934491,
420.6284,16.711425,16.64095,16.757975,16.601075,17.35905,16.6263,
420.9100,16.783537,16.649009,16.798018,16.673018,17.350991,16.730564,
421.1915,16.688807,16.606773,16.911455,16.786455,17.269534,17.127591,
421.4731,16.93635,17.128486,17.29399,16.965282,17.020828,16.913187,
421.7546,17.026184,17.145264,17.401184,16.86908,16.96875,16.739014,
422.0362,17.111949,17.0981,17.37935,16.736151,16.861151,16.638051,
422.3178,17.290667,16.983306,17.236944,16.553083,16.981806,16.542167,
422.5993,17.369136,16.912114,16.935571,16.559568,16.943364,16.53125,
422.8809,17.43304,16.93527,16.674089,16.5625,17.169661,16.821451,
423.1625,17.110604,16.9375,16.745403,16.948831,17.306371,16.932903,
423.4440,16.972106,17.059144,17.023699,17.212038,17.434144,17.028733,
423.7256,16.844351,17.000301,17.248948,17.063252,17.064304,17.124549,
424.0071,17.03125,17.159453,16.967149,16.970885,16.90198,17.095351,
424.2887,17.03489,17.34375,16.870146,17.09011,16.650183,17.185073,
424.5703,17.123111,17.338084,16.759443,16.994334,16.522663,17.113669,
424.8518,17.068158,17.234645,16.931842,16.903691,16.882678,16.929822,
425.1334,16.765123,17.075402,17.21875,16.842746,16.978426,16.821172,
425.4149,16.625,17.175838,17.195427,16.574162,17.039177,16.601677,
425.6965,16.747702,17.075572,16.926726,16.719873,16.852277,16.414777,
425.9781,17.447961,16.999934,16.354079,17.083355,16.729145,16.322829,
426.2596,17.302829,17.162096,16.620958,17.002021,16.757867,16.6014,
426.5412,17.099041,17.17452,16.88149,16.900959,16.67572,16.945189,
426.8228,16.985741,17.103612,16.913379,17.014259,16.771388,17.029585,
427.1043,16.976323,16.992427,16.914206,17.101323,16.882573,16.727089,
427.3859,17.144123,16.900186,16.84375,17.185168,17.008395,16.577891,
427.6674,17.299294,16.941684,16.825706,17.084728,16.995163,17.100547,
427.9490,17.256955,16.865356,16.694455,17.072144,16.877318,17.43444,
428.2306,17.031715,16.895058,16.530785,17.104012,16.853546,16.947762,
428.5121,16.827377,16.97825,16.582875,17.179374,16.95925,16.979625,
428.7937,16.551016,17.006403,16.677338,17.327185,17.022968,17.114838,
429.0752,16.591692,17.112912,16.971707,17.466692,17.002058,17.276235,
429.3568,16.700189,17.081061,17.188443,17.613254,16.931627,17.180684,
429.6384,16.811742,17.075785,17.214827,17.674215,16.995319,17.032008,
429.9199,16.979128,17.052122,17.041743,17.614622,17.059002,16.822993,
430.2015,16.872153,17.04339,16.879646,17.47572,16.847873,16.660896,
430.4831,16.792824,17.184028,16.902778,17.314815,16.487268,16.699074,
430.7646,17.140625,17.34375,17.078125,17.140625,16.71875,16.9375,
431.0462,17.455997,17.390051,17.059054,17.128446,17.193243,17.030101,
431.3277,17.430634,17.324692,17.052597,17.201981,17.394058,16.899384,
431.6093,16.979711,17.177239,17.211676,17.308846,17.160137,16.84717,
431.8909,16.830674,17.04006,17.28125,17.51363,17.223848,17.053967,
432.1724,17.361942,17.073816,17.299704,17.667566,17.658948,17.427402,
432.4540,17.65625,17.010958,17.540584,17.452652,17.565409,17.175596,
432.7355,17.773584,16.859277,17.570166,17.379029,17.562696,16.945361,
433.0171,17.82365,16.852701,17.359298,17.4375,17.63615,17.069251,
433.2987,17.564813,16.957562,17.157407,17.293016,17.377313,17.145641,
433.5802,17.37397,17.12706,17.199633,17.28228,17.18647,17.262133,
433.8618,17.517418,17.296042,17.25,17.573001,17.264792,17.269083,
434.1434,17.504806,17.254806,17.427889,17.620792,17.134611,17.227764,
434.4249,17.150117,17.21875,17.454481,17.184079,16.903183,17.355307,
434.7065,17.333874,17.614489,17.227991,17.659776,16.65752,17.243299,
434.9880,17.485088,17.75,17.370394,17.756031,16.807894,17.163706,
435.2696,17.5,17.579867,17.534719,17.500008,17.118047,17.107641,
435.5512,17.524811,17.258325,17.587311,17.487123,17.261934,17.044127,
435.8327,17.556564,17.238128,17.492494,17.449372,17.331878,17.107192,
436.1143,17.639937,17.559748,17.313876,17.669811,17.188876,17.279874,
436.3958,17.919316,17.861759,17.333863,17.771363,17.129943,17.417726,
436.6774,18.183123,17.74547,17.34375,17.915233,17.232187,17.4375,
436.9590,17.70038,17.691467,17.125489,17.473695,17.686522,17.764892,
437.2405,17.791587,17.854087,17.177044,17.322956,17.805529,17.923558,
437.5221,17.981953,17.987969,17.300469,17.340742,17.784258,17.739804,
437.8037,18.057432,17.885137,17.3125,17.286318,17.695102,17.575171,
438.0852,18.0625,17.583146,17.458427,17.514733,17.541573,17.474944,
438.3668,17.795643,17.503198,17.46875,17.590552,17.590552,17.409448,
438.6483,17.721026,17.560224,17.318189,17.864759,17.653974,17.556811,
438.9299,17.474195,17.745917,17.190222,18.058417,17.900805,17.837625,
439.2115,17.996135,18.029204,17.558974,17.814319,17.440911,18.060908,
439.4930,17.96875,17.874335,17.999533,18.031693,17.655807,18.312722,
439.7746,17.975418,17.77925,18.213416,18.081748,17.599084,18.340416,
440.0561,18.269065,17.693039,17.963211,17.533465,17.864797,18.181961,
440.3377,17.946768,17.840661,17.810955,17.615375,18.439045,18.028161,
440.6193,18.121045,17.812891,17.783228,18.043115,18.450952,17.972705,
440.9008,18.055281,18.276437,17.824532,18.199498,18.173061,18.043282,
441.1824,17.960256,18.258388,17.980075,18.019714,18.025482,18.190331,
441.4640,17.897765,18.675763,18.103507,18.505233,18.304015,18.24802,
441.7455,18.104757,18.876771,18.227859,18.303264,18.518345,18.562373,
442.0271,18.12219,19.100509,18.506759,18.505487,18.65625,19.019004,
442.3086,17.772824,18.910555,18.384167,18.835324,18.629305,18.950972,
442.5902,18.335102,18.735313,18.65927,19.382915,18.473646,19.055728,
442.8718,18.667373,18.688029,18.944385,19.641419,18.579449,19.224576,
443.1533,18.829452,18.877911,19.483048,19.852226,19.076927,19.491653,
443.4349,18.661519,19.019077,19.535337,19.640442,19.446856,19.753269,
443.7164,18.793073,18.936372,18.867397,19.1875,19.039981,19.230573,
443.9980,18.8148,18.949714,18.71875,19.29041,19.339943,19.245439,
444.2796,19.141766,19.625789,18.863587,19.728669,19.386807,19.779756,
444.5611,19.185179,20.303334,19.480894,20.05256,19.333037,20.560953,
444.8427,19.572652,20.380833,19.994167,20.28053,19.847349,20.678068,
445.1242,20.000428,20.099914,20.25,20.162414,20.396119,20.426941,
445.4058,20.387387,20.06616,20.127817,20.015204,20.502817,20.364864,
445.6874,20.381843,20.283496,19.894301,19.821589,20.1875,20.463644,
445.9689,20.112643,20.62209,20.216558,19.947664,20.206393,20.327766,
446.2505,20.273857,20.716902,20.656809,20.481517,20.397009,20.306955,
446.5321,20.521099,20.639142,20.928946,21.206204,20.789804,20.439097,
446.8136,20.56298,20.291267,20.68678,21.448477,21.073957,20.364983,
447.0952,20.6875,20.230856,20.478322,21.463683,21.376267,20.447072,
447.3767,21.022819,20.569578,20.694578,21.129332,21.593982,20.495668,
447.6583,21.625,21.272999,21.363463,20.945726,21.840464,20.725321,
447.9399,21.613157,21.663815,21.742435,21.403637,21.639139,21.139814,
448.2214,21.508564,21.637169,21.769081,22.060547,21.479267,21.551983,
448.5030,21.387492,21.80616,21.79997,21.887455,21.631227,21.512455,
448.7845,21.32938,22.005627,21.900623,21.948753,21.533759,21.70187,
449.0661,21.376276,22.165657,21.911246,21.980017,21.58817,22.048789,
449.3477,21.728138,22.491255,21.821245,22.313143,22.130015,22.455633,
449.6292,22.346142,22.699966,21.942453,22.851179,22.577443,22.68622,
449.9108,23.018655,22.875,22.201551,23.331155,22.720443,22.871851,
450.1924,23.400216,22.903702,22.046539,23.239135,22.617356,23.135865,
450.4739,23.599615,23.098622,21.946282,22.924808,22.77734,23.420897,
450.7555,23.649402,23.624874,22.391184,23.024402,23.082793,23.945466,
451.0370,23.903875,23.954313,22.780458,23.324562,23.34375,24.713208,
451.3186,24.49646,24.092423,23.169331,24.027268,23.59198,24.984043,
451.6002,25.236938,24.297046,23.768188,24.704321,23.954321,24.889087,
451.8817,25.629486,24.923297,24.626871,25.069678,24.255383,24.975031,
452.1633,25.895683,25.77791,25.431269,25.3125,24.617324,25.514453,
452.4448,25.684259,26.014632,25.674854,24.74749,24.831104,25.878972,
452.7264,25.575095,25.81427,25.752519,24.503268,24.858115,25.869962,
453.0080,26.250319,25.776282,25.952724,25.696151,25.426761,26.035416,
453.2895,26.826753,26.188318,26.111157,26.795912,25.941063,26.096904,
453.5711,27.53801,26.843727,26.884468,27.861367,26.728218,26.900765,
453.8527,27.982086,27.15625,27.594147,28.482086,27.509552,27.898286,
454.1342,28.041398,27.737433,27.996254,28.74118,28.237433,28.361106,
454.4158,27.872873,28.41394,28.366001,29.011126,28.840314,28.199934,
454.6973,28.278167,29.022636,28.860342,28.521731,29.080633,28.509519,
454.9789,28.561828,29.123656,28.841735,28.496168,29.118481,28.875,
455.2605,28.76765,29.019118,28.790075,29.005518,29.227575,28.932354,
455.5420,28.918152,29.186031,29.087824,29.1875,29.409238,28.988098,
455.8236,29.669632,29.98591,29.610228,29.735569,29.938523,29.626364,
456.1051,30.303168,30.485436,29.744768,30.082296,30.278139,30.197965,
456.3867,31.026728,30.491219,29.567407,30.894367,30.712808,31.033055,
456.6683,31.496385,30.225981,29.601154,31.60675,30.816115,31.7005,
456.9498,31.623828,31.606495,30.903243,32.07708,31.669913,32.150388,
457.2314,31.862756,32.509503,31.769006,32.311952,32.300805,32.498356,
457.5130,32.323288,32.917038,32.375525,32.698288,32.375,32.969143,
457.7945,32.626337,33.199031,32.646056,32.959225,32.522393,33.240475,
458.0761,33.473881,33.738831,33.357617,33.403817,33.103835,33.770081,
458.3576,34.058223,34.183223,33.6875,33.658092,33.558223,34.021447,
458.6392,34.891928,34.562539,34.379903,34.661192,34.175552,34.528915,
458.9208,35.21875,34.796621,34.796621,35.290169,34.646317,34.706351,
459.2023,35.90098,34.953787,35.592003,36.123253,35.366208,35.105641,
459.4839,36.542492,35,36.083746,36.681557,35.580626,35.259063,
459.7654,37.872744,35.64853,36.80478,37.228512,36.054488,35.83144,
460.0470,38.433893,36.199213,37.197714,37.518928,36.542963,36.716033,
460.3286,39.513164,37.728521,38.158186,38.062002,37.58714,37.536366,
460.6101,40.295042,38.8203,38.705831,38.707403,38.394903,37.612779,
460.8917,41.059368,39.843971,39.310989,38.713775,39.345593,38.023143,
461.1733,41.211678,40.318584,39.615953,38.262009,39.903287,38.55855,
461.4548,41.350919,40.911949,39.679596,40.015995,40.116728,40.088237,
461.7364,41.57073,41.09375,40.768368,40.961713,40.226741,41.102934,
462.0179,42.287065,41.921331,42.472774,41.559048,41.455903,41.825089,
462.2995,42.833056,42.853612,42.525614,41.671171,42.319545,41.762103,
462.5811,44.564796,44.067594,42.932728,42.613483,43.35419,42.549009,
462.8626,45.447595,44.230589,43.502914,43.556098,43.600932,43.43828,
463.1442,45.731918,44.64735,44.593105,44.814916,44.465045,44.5447,
463.4257,45.732583,45.170584,44.777666,45.027666,45.375751,44.5935,
463.7073,47.064087,46.01507,45.312596,46.027348,45.978332,45.485216,
463.9889,47.830853,46.415426,46.452132,46.755022,46.167504,46.217106,
464.2704,48.555125,47.25931,47.781065,47.61615,46.953355,47.702525,
464.5520,49.115902,47.741792,48.285898,47.911788,47.702335,48.360364,
464.8335,50.76476,48.78499,49.740146,48.486084,49.065597,48.736728,
465.1151,51.406709,49.557213,49.943475,49.150963,49.750688,48.912683,
465.3967,52.198178,50.869676,50.358998,50.03583,50.724094,50.094523,
465.6782,52.779098,51.787653,51.251689,50.370287,51.063781,51.663062,
465.9598,52.241096,51.785363,51.538925,50.913373,51.600873,51.943394,
466.2414,52.984599,51.953623,52.351538,50.954891,52.25326,51.962953,
466.5229,54.158253,52.689746,53.374273,52.495814,53.090292,52.30085,
466.8045,54.528816,53.510288,53.870133,53.612832,53.531997,52.887722,
467.0860,54.896895,54.119258,54.169004,53.909863,54.056758,54.131797,
467.3676,55.820345,54.321974,54.838092,54.531036,54.775592,55.123371,
