,Live Spectrum 10-11-2023 09:54:06 - Spikes removed,Live Spectrum 10-11-2023 09:54:11 - Spikes removed,Live Spectrum 10-11-2023 09:54:12 - Spikes removed,Live Spectrum 10-11-2023 09:54:13 - Spikes removed,Live Spectrum 10-11-2023 09:54:14 - Spikes removed,Live Spectrum 10-11-2023 09:54:15 - Spikes removed,Live Spectrum 10-11-2023 09:54:16 - Spikes removed,Live Spectrum 10-11-2023 09:54:17 - Spikes removed,Live Spectrum 10-11-2023 09:54:18 - Spikes removed,Live Spectrum 10-11-2023 09:54:18 - Spikes removed,Live Spectrum 10-11-2023 09:54:20 - Spikes removed,Live Spectrum 10-11-2023 09:54:21 - Spikes removed,Live Spectrum 10-11-2023 09:54:22 - Spikes removed,Live Spectrum 10-11-2023 09:54:23 - Spikes removed,Live Spectrum 10-11-2023 09:54:23 - Spikes removed,Live Spectrum 10-11-2023 09:54:24 - Spikes removed,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
607.5852,17.451757,18.10083,17.296827,17.77417,16.714502,17.850927,17.195996,17.45459,16.766993,16.28125,17.366504,17.514257,16.126416,16.75,17.532666,17.028418,
607.8668,18.541774,17.426735,18.064268,17.027233,16.660749,17.149984,17.274502,18.048763,16.720999,16.629258,17.375,16.864235,16.705013,17.533018,17.456102,17.350257,
608.1483,18.315164,16.755328,18.012332,17.137751,16.599916,16.952916,17.64742,17.981082,16.606082,16.768918,17.318666,16.897001,16.609166,17.481082,17.254851,17.375,
608.4299,17.789262,16.878829,17.863337,17.593573,16.921742,16.63684,17.98816,17.777421,16.675748,16.808583,17.394498,17.015581,16.839744,17.46875,17.285079,17.429665,
608.7114,17.559762,17.5687,17.97624,17.550258,17.472212,16.567252,17.792768,17.591012,16.766994,16.918492,17.300258,17.137242,17.00749,17.60124,17.3125,17.490496,
608.9930,17.505587,17.892803,17.743371,17.428598,17.870455,16.896118,17.519034,17.511174,16.909564,17.29678,17.229924,17.181913,17.313542,17.676326,17.363826,17.730966,
609.2746,17.549655,17.515435,17.364745,17.530387,17.863018,17.291505,17.09634,17.425518,16.962327,17.474309,17.193923,17.1875,17.399827,17.662673,17.573619,17.78125,
609.5561,17.5625,17.526207,17.401207,17.658465,17.915724,17.73487,17.191931,17.430241,16.800811,17.5,17.091535,17.067543,17.190328,17.440328,17.601009,17.829233,
609.8377,17.5625,18.002443,17.877443,17.895894,18.215359,17.959524,17.435239,17.599584,16.541606,17.337916,17.15512,16.98494,16.870296,17.212916,17.339046,17.774285,
610.1192,17.004549,18.066978,17.964296,17.567026,17.732231,17.77682,17.343774,17.790158,16.714248,16.700981,16.942002,17.348156,16.758932,16.955388,17.316954,17.727682,
610.4008,16.888654,18.009769,17.808616,17.427731,17.371116,17.816384,17.002,17.908192,16.726577,16.748,16.908192,17.478519,16.878884,17.025365,17.34375,17.697269,
610.6824,17.205859,18,17.605499,17.499429,17.188642,17.895643,16.978215,17.978786,16.542999,17.308504,17.040715,17.324249,17.185216,17.30018,17.34375,17.542999,
610.9639,17.640824,17.96039,17.630275,17.253981,17.224025,17.86664,17.328324,17.96039,16.488555,17.471835,17.05414,17.091561,17.411525,17.40625,17.22492,17.38953,
611.2455,17.54697,17.899567,17.744399,16.847187,17.091586,17.673052,17.481034,17.690937,16.537933,17.247836,16.974351,16.867235,17.544616,17.349351,16.909687,17.248918,
611.5271,17.30249,17.766235,17.817505,16.633118,16.769348,17.544373,17.305603,17.494995,16.616882,16.925598,17.028137,16.799377,17.466858,17.366882,16.695618,17.11499,
611.8086,17.509322,17.566483,17.532563,16.87036,16.780593,17.583114,16.980042,17.486038,16.742691,16.833114,17.335784,16.985381,17.132966,17.492691,16.880996,17.0625,
612.0902,18.097064,17.353611,17.034524,17.324028,17.21877,17.641448,16.730258,17.467103,16.960536,16.891448,17.629941,17.33883,16.789464,17.710536,17.210536,17.078948,
612.3717,18.140942,17.218783,17.140275,17.265908,17.484392,17.266042,16.84355,17.53115,16.984492,16.640908,17.234892,17.281517,16.578208,17.828142,17.2501,17.062533,
612.6533,17.84375,17.217036,17.380143,17.103375,17.335839,16.948839,17.282303,17.802214,16.919304,16.478375,16.927214,16.942643,16.485232,17.620518,17.111946,17.03125,
612.9349,17.579137,17.361416,17.295177,17.316239,17.103938,17.240155,17.813186,18.055708,16.954823,16.774801,17.152854,16.829823,16.510531,17.280907,17.187843,17.086958,
613.2164,17.053714,17.670115,17.377929,17.319728,17.026171,17.722458,18.059571,17.915628,16.911329,17.013086,17.200586,16.943357,16.719529,17.151171,17.291407,17.169336,
613.4980,16.769006,18.028691,17.542215,16.984832,17.148209,18.17818,17.809576,17.490314,16.838268,17.006762,17.230994,17.173977,17.047697,17.285453,17.194262,17.273209,
613.7795,17.000848,18.298565,17.542228,16.638935,17.338261,18.315033,17.5625,17.349663,16.769848,16.900337,17.341217,17.170185,17.21875,17.33488,17.167652,17.383446,
614.0611,17.669817,18.384701,17.481028,16.616159,17.44806,18.018972,17.625859,17.50043,16.813359,16.74957,17.447201,17.147409,17.19763,17.082331,17.229739,17.37543,
614.3427,18.105566,18.339553,17.895758,16.91177,17.439598,17.594525,17.895758,17.640238,17.024955,16.629197,17.207709,17.520758,17.146533,17.073541,17.361086,17.418066,
614.6242,17.938261,18.282392,18.11226,17.089123,17.383874,17.365364,18.174379,17.679387,17.147756,16.712981,16.968369,17.692889,17.240364,17.241887,17.149279,17.259636,
614.9058,17.608938,17.8125,17.851781,17.164281,17.430343,17.608065,17.974161,17.303596,17.057089,17.161661,17.189247,17.344623,17.483065,16.922312,16.407997,16.976781,
615.1874,17.5625,17.747816,17.896561,17.223436,17.442503,17.461563,17.56782,17.165939,17.36281,16.827191,17.418123,17.423126,17.358124,16.954376,16.737493,17.014374,
615.4689,17.581529,17.524907,17.994122,17.388152,17.230971,17.418471,16.980039,17.144495,17.423417,16.537128,17.568843,17.400372,17.361848,16.887221,17.187034,17.100559,
615.7505,17.645252,17.521995,17.989273,17.611989,17.123257,17.376743,16.65625,17.437229,16.983504,16.470493,17.544261,17.423017,17.14351,16.817999,17.078996,17.260998,
616.0320,17.59375,17.662233,17.481384,17.848404,16.96875,17.521942,16.749332,17.879654,16.929521,16.648271,17.251997,17.053192,16.979387,16.834442,17.15625,17.303192,
616.3136,17.59375,17.867382,17.394046,17.802627,16.980177,17.476368,17.319341,17.830067,17.012981,16.800296,16.883395,16.973336,17.21875,16.78125,17.144823,17.227145,
616.5952,17.59375,17.788789,17.53125,17.269395,17.074355,17.522358,17.55522,17.219009,16.641431,16.928608,16.71875,16.78125,17.203931,16.766431,17.103994,17.044717,
616.8767,17.625524,17.575209,17.510068,17.149895,17.200209,17.445973,17.225628,16.690666,16.521182,16.894588,16.731459,16.743122,17.073091,16.654655,17.472463,16.919483,
617.1583,18.058683,17.748728,17.217478,17.067589,17.376272,17.559955,17.741094,17.59375,16.809955,17.592478,16.912612,16.223839,17.212388,17.067589,17.09375,17.519799,
617.4398,17.966619,17.715767,17.187926,17.188352,17.40625,17.500426,17.533807,17.595028,16.754262,17.560795,17.067188,16.348438,17.062074,17.185795,17.092898,17.251278,
617.7214,17.814602,17.502942,17.21833,17.249159,17.40625,17.53083,17.716228,17.686239,17.058297,17.439181,17.401626,16.682876,17.03167,17.064181,17.032091,17.342489,
618.0030,17.872466,17.769846,17.338682,17.369932,17.256336,17.621199,17.988596,17.387671,17.302363,17.527449,17.046455,16.89738,17.091216,16.672722,17.091216,17.253801,
618.2845,17.875,18.160016,17.402022,18.07426,17.191728,17.712408,17.533826,16.996234,17.749538,17.327299,16.827299,16.964522,17.210293,16.743658,17.326837,17.483087,
618.5661,18.016443,18.244077,17.40625,18.464462,17.074346,17.407576,16.990807,17.025327,17.837827,17.284211,16.642769,16.96875,17.105596,17.089462,17.400327,17.669731,
618.8477,17.976368,18.112795,17.323927,18.088386,16.925295,17.155473,16.964941,17.3331,17.706545,16.951959,16.817087,17.352923,16.956545,17.317087,17.269045,17.769823,
619.1292,18.208088,18.013971,17.259314,17.233458,16.932843,16.726104,17.420832,17.800489,17.527942,16.746692,16.950122,17.539215,16.910907,17.184192,17.117035,17.754657,
619.4108,18.30149,17.691061,17.35298,17.634394,17.323674,16.990934,17.70596,17.72053,17.680215,17.310884,17.12322,17.202071,17.034975,17.15625,17.376945,17.90447,
619.6923,18.013741,17.749483,17.623966,17.849586,17.705009,17.112293,17.650414,17.886673,17.79344,17.4375,17.280733,17.27438,17.13719,17.031767,17.4375,17.78812,
619.9739,18.033692,17.757202,17.952028,17.802856,17.612914,17.197144,17.38452,17.192013,17.908692,17.4375,17.3125,17.19226,17.132202,17.024048,17.389404,17.533568,
620.2555,18.364088,17.773199,17.868856,17.758051,17.284111,17.149153,17.266102,16.71356,17.798305,17.507097,17.335699,17.318644,17.171398,17.077648,17.235805,17.399153,
620.5370,18.46875,17.8483,17.52195,17.54885,16.98635,17.01325,17.18295,17.18375,17.75,17.48655,17.3214,17.62085,17.16515,17.1161,17.03105,17.35265,
620.8186,18.210742,17.939502,17.492253,17.490251,17.056755,16.96875,17.263753,17.599756,17.642497,17.339746,17.3125,17.912256,17.220752,17.275505,16.882747,17.322249,
621.1001,17.969843,18.072006,17.737761,17.623907,17.352162,17.051354,17.333151,17.357082,17.531797,17.198646,17.333151,17.752187,17.022838,17.405703,16.761146,17.209244,
621.3817,17.886449,18.303212,18.021962,17.826109,17.547955,17.212558,17.482359,17.702335,17.539603,17.255257,17.284346,17.189371,16.846846,17.397897,16.797955,17.15625,
621.6633,18.121367,18.387299,17.745973,17.678834,17.101015,17.584471,17.486695,18.113708,17.410889,16.914522,17.231049,17.202819,17.077819,17.242341,16.824799,17.080445,
621.9448,18.317452,18.266393,17.33709,17.730362,16.817452,17.998464,17.473702,18.060792,17.493511,16.728655,17.164447,17.501708,17.376708,17.373464,16.830601,17.139857,
622.2264,18.34375,17.980491,17.097995,17.788746,16.895502,18.242504,17.465499,17.813494,17.521496,16.971008,17.159501,17.611001,17.503251,17.548501,16.981756,17.21875,
622.5080,18.27815,17.714099,16.9836,17.521949,16.9539,18.148499,17.306299,17.375898,17.273499,17.207,17.351501,17.444599,17.59685,17.4969,17.241351,17.071149,
622.7895,18.109905,17.625,17.015398,17.421496,16.999849,17.844507,17.218599,17.124849,17.109451,17.343447,17.546648,17.250151,17.562954,17.359754,17.483845,16.782007,
623.0711,18.014698,17.580905,17.0625,17.705776,17.075345,17.658103,17.205905,17.112155,17.167241,17.391552,17.608448,17.380431,17.424655,17.295948,17.534957,16.639698,
623.3526,18.169721,17.53125,17.159429,17.992888,17.208082,17.680388,17.336262,17.270206,17.097682,17.264223,17.638847,17.576347,17.208835,17.270959,17.413362,16.808568,
623.6342,18.395733,17.557241,17.398211,17.97153,17.273513,17.775991,17.65347,17.62222,16.698319,17.086013,17.617263,17.437802,17.051983,17.361703,17.330754,17.18194,
623.9158,18.371597,17.763768,17.841815,17.685876,17.170173,17.66677,17.647665,17.713568,16.588412,16.946241,17.331761,16.915147,17.161432,17.586788,17.385365,17.29177,
624.1973,18.207458,17.839279,18.23608,17.4375,17.037288,17.460085,17.618179,17.667542,16.897585,16.823792,16.96875,16.595594,17.21875,17.545953,17.511292,17.01733,
624.4789,18.208381,17.437357,18.030964,17.4375,16.927059,17.510441,18.010584,17.656178,16.979262,16.854191,16.958309,16.885441,17.21875,17.249642,17.53125,16.906178,
624.7604,18.259588,17.446738,17.771662,17.456677,16.982958,17.540838,18.117896,17.488277,17.072088,16.913354,16.956677,16.867896,17.285869,16.9375,17.483308,16.901281,
625.0420,18.106525,17.741264,17.75,17.43011,17.243613,17.588709,17.96136,17.31989,17.137431,16.991264,17.008736,16.763777,17.551071,16.981181,17.375,16.926415,
625.3236,17.506456,17.695098,17.789419,17.265768,17.555473,17.719321,17.710295,17.618258,17.234232,17.008169,17.007598,16.758169,17.812214,17.109518,17.390768,16.561643,
625.6051,17.11172,17.57578,17.962501,17.26328,17.791406,17.842968,17.528126,17.975781,17.1875,17.160157,16.9375,16.853906,17.690624,17.198438,17.381249,16.386721,
625.8867,17.392467,17.412429,18.199501,17.087571,17.749644,17.631179,17.668251,17.969106,17.206036,17.312144,16.912785,16.713284,17.507248,17.356107,17.193679,16.89829,
626.1683,17.636038,17.512063,18.343044,17.078478,17.656636,17.549731,17.806468,17.801142,17.137449,17.299025,16.871086,16.512063,17.065709,17.427554,17.224076,17.436088,
626.4498,16.660784,17.906311,18.124877,17.147304,17.326605,16.995466,17.68315,17.526654,16.48223,17.179249,17.11152,16.888419,16.633946,17.490993,17.258946,17.098162,
626.7314,16.90396,18.11185,17.7138,17.07565,17.130024,16.81021,18.06745,17.13224,16.7681,17.124421,16.82927,16.98685,16.74904,17.23914,17.32336,16.93026,
627.0129,17.149902,18.233399,17.434733,16.931966,16.943034,17.08382,18.302247,17.24007,16.914551,17.007486,16.746418,17.149902,17.224284,17.161784,17.400716,16.891601,
627.2945,17.436867,18.051019,17.421559,16.873086,17.009568,17.647963,17.852037,17.821435,16.998086,17.408164,17.021682,17.410077,17.283164,17.214923,17.372454,17.087376,
627.5761,17.909431,17.865458,17.661551,16.851171,17.152009,17.988338,17.504241,18.434319,16.957088,17.423718,16.864398,17.46663,17.316741,17.162611,17.805079,17.46981,
627.8576,18.000413,17.595404,17.812087,17.063947,17.030216,17.65377,17.62562,18.34189,16.623966,17.032697,16.564774,17.404803,17.435846,17.344577,17.591063,17.50124,
628.1392,18.061206,17.838575,17.751294,17.276722,16.878234,17.289013,17.716809,18.068322,16.471984,17.245472,16.899134,17.192028,17.192675,17.466162,17.19591,17.683619,
628.4207,18.151748,18.141244,17.571503,17.429997,16.815501,16.894507,17.629502,17.913753,16.498499,17.725991,17.292993,17.009003,17.128001,17.439001,16.860256,17.776748,
628.7023,18.647476,17.780607,17.418022,16.97517,17.130352,17.452913,17.596104,18.166311,16.586687,16.998713,16.907961,17.086687,16.864939,16.917378,17.017124,17.752354,
628.9839,18.266873,18.002376,17.322125,17.077709,17.520793,17.528042,17.201165,18.327709,16.621792,16.9375,16.706749,17.065708,17.012001,16.959125,17.255584,17.581749,
629.2654,18.109999,17.976874,17.448439,17.148126,17.698439,17.449686,17.129062,18.207811,16.652188,17.100627,16.850627,17.008124,17.112814,16.914374,17.226874,17.426561,
629.5470,18.43609,18.074085,17.732088,16.945579,17.323742,17.200495,17.493674,18.003163,16.761585,17.388338,17.243674,16.841997,17.098666,16.774581,17.034413,17.511585,
629.8285,18.754798,17.991831,17.934129,16.447614,16.995202,17.079811,17.53702,17.586554,16.83221,17.590379,17.847575,16.83798,16.864432,16.342324,17.127399,17.633169,
630.1101,18.443116,17.845622,17.747119,16.097494,17.060628,17.358007,17.358871,17.327621,16.819124,17.575749,18.141129,16.84375,16.8125,16.25,17.501009,17.606999,
630.3917,17.797008,17.6461,17.426014,16.126336,17.141293,17.675214,17.122329,17.28125,16.622329,17.182157,17.973557,17.01015,16.883814,16.345086,17.213407,17.474893,
630.6732,17.579166,17.708336,17.320833,16.31667,17.179167,17.887503,17.291672,17.395836,16.516666,16.787494,17.677078,17.337506,16.90625,16.489586,16.727076,17.322914,
630.9548,17.474249,17.374932,17.599317,17.169263,17.165437,17.915437,17.330874,17.393374,16.985383,16.488934,17.13043,17.040369,17.259256,17.171073,16.946756,17.568067,
631.2364,17.670793,17.536877,17.803584,17.563625,17.028999,17.821416,17.227666,17.502251,16.636079,16.618335,17.043542,16.896208,17.151748,17.119373,17.072542,17.496624,
631.5179,17.740542,17.646792,17.864104,17.573396,17.111229,17.842312,17.207854,18.030645,16.212167,16.861229,17.215875,17.150499,16.929479,16.765209,16.981084,17.487666,
631.7995,17.465254,17.196007,17.621504,17.426002,17.129001,17.913999,17.23825,18.573745,16.436995,17.034998,17.378748,17.242251,16.991998,16.909746,16.918,17.355753,
632.0810,17.443017,16.844274,17.356879,17.38104,17.280202,17.732402,17.511033,18.619483,16.886033,17.168331,17.530726,17.106879,17.118436,17.304888,16.90625,17.156774,
632.3626,17.726949,17.048112,17.352413,17.566367,17.370668,17.309098,17.972152,18.086481,17.098082,17.112005,17.682704,17.084622,17.031715,17.362005,16.995204,17.129332,
632.6442,17.959681,17.419363,17.677231,17.992353,17.326814,17.246177,18.356863,17.648382,17.158873,17.014314,17.563701,17.294363,16.886691,17.332059,17.164118,17.257868,
632.9257,17.902596,17.5625,18.034904,18.442981,17.216009,17.664472,18.580409,17.707236,17.283991,16.935673,17.245432,17.630481,16.956322,17.5519,17.201755,17.375914,
633.2073,17.933523,17.790909,17.943068,18.381364,17.353409,18.165909,18.184204,17.782841,17.420682,16.646591,17.306932,17.629773,17.23,17.581705,16.98875,17.421477,
633.4888,17.921277,17.815659,17.575022,18.081882,17.694359,18.291268,17.586891,17.704377,17.454377,16.549978,17.445013,17.322518,17.506859,17.638719,17.013719,17.466246,
633.7704,17.610604,17.48139,17.244031,17.814958,17.866573,17.966994,17.455232,17.552317,17.275281,16.759305,17.168013,17.065836,17.597963,17.64519,17.398701,17.472963,
634.0520,17.544733,17.362336,17.069241,17.391949,17.83619,17.731414,17.488155,17.47631,16.999181,16.850491,16.9375,16.842931,17.423199,17.014492,17.59375,17.361517,
634.3335,17.797961,17.450033,17.172237,17.02217,17.545789,17.820856,17.739639,17.613191,16.870822,16.859013,16.902072,16.738191,17.06523,16.342302,17.392992,17.155526,
634.6151,18.118888,17.679774,17.151407,16.859548,17.279636,17.926545,18.086024,17.506112,16.823455,16.792205,16.898524,16.773524,16.965867,16.184617,16.941997,16.97809,
634.8967,18.351952,17.801451,17.089954,17.173604,17.178349,17.835548,18.025894,17.232646,16.874051,16.883202,17.0101,16.794197,17.290401,16.488951,16.789452,17.048604,
635.1782,18.426033,17.779028,17.463947,17.507955,17.167717,17.576549,17.567303,16.879803,16.955992,17.132955,16.98502,16.606508,17.365754,16.512758,17.011467,17.382955,
635.4598,18.367482,17.717307,17.766783,17.783566,17.461232,17.262151,17.323208,16.879063,17.033566,17.198777,17.14353,16.654807,17.377316,16.770846,17.153934,17.692132,
635.7413,18.63474,17.802932,17.75974,17.897612,17.713415,17.320967,17.422426,17.693936,17.094851,16.756436,17.807165,16.913787,17.513973,17.556064,17.107723,17.867463,
636.0229,18.442018,17.254518,17.573701,17.875189,17.433171,18.011012,17.361634,17.805817,17.006683,16.955195,17.526921,16.964232,17.629518,17.404085,17.270049,17.830384,
636.3045,18.302949,17.173736,17.511657,17.449649,17.152528,18.158848,17.329986,17.734621,17.03125,17.244171,17.217135,17.0625,17.461306,17.211306,17.314607,17.769593,
636.5860,18.149872,17.309693,17.577423,17.09375,17.009949,17.555358,17.426148,17.496429,17.046173,17.193878,16.967347,17.092347,17.116454,16.911224,17.167602,17.708801,
636.8676,18.27713,17.678564,17.635648,17.147314,17.06662,17.18338,17.52713,17.31662,17.162083,17.033658,17.157962,17.266481,16.947453,16.958102,17.050139,17.685092,
637.1491,18.259799,18.021451,17.477136,17.535929,17.090484,17.195445,17.486935,17.376412,17.393185,16.856815,17.381532,17.358669,17.189354,17.116614,16.975282,17.835805,
637.4307,18.341338,17.927851,17.257128,17.834101,17.055263,17.526426,17.355702,17.67796,17.266777,16.983223,17.442324,17.223574,16.901317,17.322149,17.040899,17.490351,
637.7123,18.310942,17.764193,17.021732,17.707842,16.962517,17.492124,17.135908,17.925034,17.076609,17.185857,17.482859,17.268784,16.487449,17.418801,17.168716,17.389025,
637.9938,18.272797,16.855021,18.030546,17.496478,16.840228,17.929751,17.352908,17.682569,16.751409,17.742956,17.160477,17.035477,16.845159,17.053342,17.409772,17.654137,
638.2754,17.908042,17.341361,18.000149,17.344497,16.688247,17.595393,17.748059,17.469795,16.812201,17.438993,17.342854,17.217854,16.905951,16.658191,17.561753,17.562948,
638.5570,17.392051,17.676467,18.030247,17.011033,16.596759,17.321527,17.961729,17.46875,16.8125,17.195524,17.585726,17.309491,16.936497,16.293286,17.471759,17.411265,
638.8385,17.081066,17.569926,17.796103,17.411508,16.77011,17.283107,17.88057,17.439357,17.047647,17.27568,17.534963,17.371287,16.966893,16.28125,17.027849,17.523824,
639.1201,16.862721,17.73374,17.61001,17.4375,16.89541,17.45249,17.132962,17.46604,17.11958,17.42395,17.38855,17.118141,17.08291,16.481029,16.800221,17.58833,
639.4016,17.120615,17.999179,17.51069,17.271381,17.016996,17.579496,17.117873,17.524123,17.20806,17.326754,17.208881,16.983004,17.232183,16.804552,16.891996,17.51069,
639.6832,17.263583,18.004417,17.661,17.303667,17.058083,17.647417,17.420166,17.665416,17.084584,17.017334,17.160667,16.995583,17.384166,16.951083,17.040416,17.231667,
639.9648,17.411151,17.740199,17.843381,17.650242,17.0625,17.57831,17.676591,17.6875,17.11446,16.708949,17.23419,17.233821,17.35429,17.072671,17.03652,17.13554,
640.2463,18.04055,17.536737,17.774492,17.517733,17.263517,17.260975,17.216208,17.963898,17.125,16.681377,17.048983,17.331504,17.042225,17.194258,17.232267,16.974237,
640.5279,17.944758,17.548548,17.45871,17.517298,17.530968,17.1875,17.360766,17.958427,17.027903,16.6875,16.951452,17.562218,17.041573,17.243024,17.208427,17.058871,
640.8094,17.898421,17.539079,17.21105,17.484407,17.664014,17.093814,17.671714,17.960921,16.882893,16.664079,16.960921,17.695264,17.296714,17.109471,17.093814,17.117171,
641.0910,17.973956,17.689231,17.291663,17.378475,17.484381,17.152775,17.56945,17.675356,16.798612,16.881938,17.013888,17.222237,17.420138,16.927087,16.949656,17.125,
641.3726,18.065149,17.945447,17.495764,17.17002,17.493115,17.209216,17.565149,17.236756,16.868115,17.251062,17.139831,16.662073,17.415784,16.853284,16.841101,16.842688,
641.6541,17.759927,18.010386,17.645956,17.260661,17.802481,17.448253,17.656342,17.031158,17.052298,17.375,17.1875,16.833823,17.364522,16.968934,16.854228,16.843934,
641.9357,17.413644,17.779871,17.56743,17.643926,17.757394,17.602523,17.907629,17.12007,17.024941,17.575117,17.227523,17.340199,17.303727,17.03125,17.115141,17.186414,
642.2173,17.484937,17.502972,17.404202,18.080736,17.388014,17.682479,18.127048,17.436576,17.026229,17.610861,17.192521,17.722847,17.223771,17.01209,17.26916,17.535347,
642.4988,17.685289,17.442866,17.307134,17.993691,17.182134,17.334286,17.912883,17.886675,16.769575,17.580808,17.375944,17.312824,17.333962,16.981692,16.970017,16.960553,
642.7804,17.889649,17.521118,17.28125,17.795044,17.208618,17.219605,17.63147,17.919189,16.527588,17.244628,17.409057,16.902588,17.35022,16.898926,16.767456,16.573487,
643.0619,18.066418,17.728546,17.198227,17.698227,17.200186,17.443377,17.413059,17.731436,16.466791,16.869123,17.246082,16.808582,17.214832,16.578077,16.880877,16.872109,
643.3435,18.014728,17.985272,17.314038,17.625,17.045978,17.499744,17.186731,17.766266,16.547772,16.73399,17.203253,16.623975,17.124744,16.280737,16.984503,17.298798,
643.6251,17.68272,18.09375,17.559608,17.669706,16.952402,17.409142,16.989436,17.903358,16.80527,16.747108,17.188946,16.544706,17.183162,16.233652,17.089412,17.620662,
643.9066,17.493704,18.023495,17.723357,17.746852,17.039005,17.217291,16.945255,18.053056,17.024954,16.981112,17.114097,16.621852,17.239097,16.418612,17.103194,17.522036,
644.1882,17.747303,17.871499,17.83055,17.728449,17.362604,17.115301,17.123651,17.918646,17.027749,17.081898,17.115301,16.64305,17.055498,16.862604,17.118802,17.215249,
644.4697,18.172894,17.805949,17.664305,17.631551,17.872744,17.261598,17.385845,17.519652,16.863402,16.912801,17.286297,16.699098,16.751504,17.372744,17.342998,17.149699,
644.7513,18.529493,17.613766,17.253513,17.570752,18.029759,17.558987,17.432761,17.314257,16.968485,16.702512,17.391503,16.755004,16.930474,17.322774,17.16152,16.842524,
645.0329,18.570361,17.250697,17.065288,17.467356,17.801851,17.747212,17.092356,17.252091,17.269207,16.491442,17.269904,16.603005,17.487957,16.85649,16.6875,16.292596,
645.3144,18.255559,17.430088,17.469284,17.402544,17.800848,17.353015,16.949152,17.53549,17.056407,16.715044,17.148304,16.59799,17.275157,17.376068,16.726696,16.453392,
645.5960,18.044602,17.651703,17.839348,17.567047,17.84375,16.932808,16.942047,17.732102,16.968895,16.807953,17.143043,16.973586,17.062355,18.035652,16.839348,16.696594,
645.8776,18.0081,17.538201,17.825253,17.672449,17.84375,16.638902,17.128446,17.606503,17.238396,16.702551,17.400448,17.464097,16.930549,17.895853,16.954848,17.053193,
646.1591,18.024,17.454249,17.528497,17.726,17.763996,16.514501,17.515006,17.36775,17.598752,16.670751,17.56975,17.689749,17.029001,17.658499,17.09375,17.598752,
646.4407,17.961592,17.40625,17.344506,17.685987,17.487197,16.652118,18.02223,17.452572,17.712349,16.827572,17.561744,17.580947,17.125,17.530494,17.061744,17.763559,
646.7222,17.762528,17.395145,17.49096,17.420843,17.4375,17.038867,18.632617,17.947182,17.609766,17.333287,17.404185,17.564565,17.158315,17.400698,16.876423,17.970815,
647.0038,17.568881,17.414308,17.560823,17.367269,17.493946,17.223454,18.62905,18.2201,17.221777,17.643488,17.287631,17.704638,17.364242,17.379704,16.6549,17.974477,
647.2854,17.754262,17.781656,17.351867,17.515422,17.820211,17.234578,17.624594,17.875,17.120332,17.238027,17.5,17.648133,17.575285,17.402395,17.030844,17.144277,
647.5669,17.541448,17.556485,17.205544,17.625,17.871993,17.11297,17.885853,17.841919,17.540272,17.365978,17.481956,17.809493,16.996993,17.347933,17.295111,17.305309,
647.8485,17.367505,17.487043,17.398755,17.62716,17.828633,16.991362,18.263974,17.546367,17.592607,17.292048,17.297383,17.768293,16.975229,17.069995,17.746824,17.555005,
648.1300,17.683564,17.315124,17.73187,17.660186,17.610568,16.857944,18.01813,17.757872,17.148378,17.42438,17.079318,17.570134,17.071684,16.742128,18.122376,17.872376,
648.4116,17.597467,17.378253,18.034038,17.749535,17.277068,16.471538,17.715962,17.935177,16.973861,17.122212,16.749071,17.027997,17.277533,16.5625,18.060641,17.809712,
648.6932,17.840691,17.591073,18.216456,17.719132,17.003441,16.653956,17.533544,17.783162,17.308294,16.939794,16.688265,16.815177,17.034309,16.5625,17.939029,17.627294,
648.9747,17.51352,17.713834,17.768437,17.628687,16.939958,16.98648,17.411166,17.691187,17.372542,16.817416,16.837604,16.48227,17.211375,16.832688,17.817416,17.174687,
649.2563,17.412477,17.514529,17.429081,17.566651,16.995849,17.320919,17.610471,17.395756,17.287477,16.841674,17.047971,16.527099,17.598018,16.989622,17.783326,17.127076,
649.5378,17.377922,18.038237,17.972815,17.279217,17.056657,17.740346,17.45503,18.083206,16.884654,16.900407,16.864202,17.437754,17.426702,17.141641,17.243013,17.77655,
649.8194,17.512412,17.98382,17.893838,17.304965,16.732711,17.946144,17.492465,18.101285,17.118574,16.79632,17.063609,17.476285,17.351285,17.293662,17.462324,17.321585,
650.1010,17.504613,18.04866,17.688542,17.365774,16.554316,17.862203,17.846278,18.120387,17.289434,16.78125,17.333481,17.282292,17.34375,17.472321,17.606547,17.090179,
650.3825,17.448417,18.0625,17.785208,17.271834,16.892331,17.379502,18.138374,18.253958,17.389875,16.652292,17.426583,17.25,17.240584,17.16471,17.547625,17.139875,
650.6641,17.51234,17.912821,17.987126,17.299893,17.268109,16.882105,18.062767,18.331143,17.381303,16.625,17.462447,17.17516,17.193803,17.068803,17.381571,17.206143,
650.9457,17.699963,17.537573,18.079454,17.384806,17.22324,16.684842,17.621517,18.295546,17.350898,16.625,17.300037,17.204454,17.042888,17.351723,17.199138,17.242852,
651.2272,18.075606,17.088636,17.977462,17.289962,17.210758,17.121402,17.313939,17.978901,17.483296,16.71803,17.087197,17.31178,17.09303,17.623561,17.202765,17.366288,
