,Live Spectrum 10-11-2023 09:54:06 - Spikes removed,Live Spectrum 10-11-2023 09:54:11 - Spikes removed,Live Spectrum 10-11-2023 09:54:12 - Spikes removed,Live Spectrum 10-11-2023 09:54:13 - Spikes removed,Live Spectrum 10-11-2023 09:54:14 - Spikes removed,Live Spectrum 10-11-2023 09:54:15 - Spikes removed,Live Spectrum 10-11-2023 09:54:16 - Spikes removed,Live Spectrum 10-11-2023 09:54:17 - Spikes removed,Live Spectrum 10-11-2023 09:54:18 - Spikes removed,Live Spectrum 10-11-2023 09:54:18 - Spikes removed,Live Spectrum 10-11-2023 09:54:20 - Spikes removed,Live Spectrum 10-11-2023 09:54:21 - Spikes removed,Live Spectrum 10-11-2023 09:54:22 - Spikes removed,Live Spectrum 10-11-2023 09:54:23 - Spikes removed,Live Spectrum 10-11-2023 09:54:23 - Spikes removed,Live Spectrum 10-11-2023 09:54:24 - Spikes removed,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
483.4166,17.484429,17.6875,16.961555,16.811319,16.879832,17.018041,17.052835,17.45189,17.01686,16.450709,17.186319,16.528887,17.376181,17.019223,16.480777,16.707904,
483.6982,17.456524,17.612089,16.9375,16.730976,16.894024,17.351916,17.376368,17.751368,16.843066,16.519024,17.055703,16.317929,17.381113,17.182071,16.443613,16.925958,
483.9797,17.343578,17.718922,16.912466,16.868957,16.806112,16.961845,16.961845,17.612224,16.962707,16.631388,17.25656,16.606698,16.598931,16.793164,17.263637,17.19406,
484.2613,17.462075,17.650283,17.030896,16.956108,16.78125,16.793892,16.943467,17.313209,16.825496,16.905541,17.162925,16.662571,16.7054,16.862004,17.418892,17.274929,
484.5428,17.5,17.35197,17.33553,17.266601,16.731608,17.05428,16.770183,17.200358,16.706787,17.167317,16.802329,16.755534,16.855713,17.278563,17.356608,17.28125,
484.8244,17.327032,17.083573,17.529798,17.393169,16.768169,17.14971,16.595202,17.1875,16.761629,17.268169,16.792879,16.682411,16.677323,17.251452,17.195492,17.25654,
485.1060,16.986103,16.957463,17.759264,17.307868,16.978014,17.15625,16.833051,16.793971,17.100992,17.256654,17.181433,16.631654,16.354449,17.144963,17.057868,17.053236,
485.3875,16.734901,16.864065,17.690108,17.305728,17.080207,17.205207,16.881772,16.858849,17.285414,17.274478,17.330207,16.600522,16.28125,16.978129,17.227078,17.048957,
485.6691,16.955444,16.770674,17.704967,17.385576,17.239901,17.316184,16.923717,16.930609,17.3125,17.354326,17.221957,16.739901,16.768421,17.034934,17.256891,17.086859,
485.9507,17.225135,16.75,17.815693,17.478957,17.257014,17.440693,16.9375,16.961736,17.118615,17.399236,16.969379,16.78125,17.342492,17.159443,17.274236,17.117986,
486.2322,17.498239,16.870549,17.530322,17.234791,16.773208,17.299981,17.058049,16.872311,16.966061,17.213371,17.267898,17.263447,17.058882,17.042841,17.112481,17.245549,
486.5138,17.418613,16.978194,17.317594,17.372081,16.551218,17.154075,16.997825,16.6519,16.865556,16.916438,17.56685,17.382269,16.9375,17.143887,17.158425,17.305231,
486.7953,17.446549,17.476993,16.899656,17.771395,16.297699,17.077301,16.777953,16.641449,16.84375,16.796051,17.553451,17.39885,16.96135,17.1875,17.044402,17.145553,
487.0769,17.682187,17.435279,16.757535,18.017291,16.383646,17.038785,16.71875,16.798541,16.938611,17.065832,17.175522,17.287674,17.158471,16.831772,17.023715,17.09375,
487.3585,17.962201,17.610779,16.702844,17.897455,16.783496,16.936939,16.836639,17.50393,17.180951,17.203406,16.991766,17.297156,17.336639,16.883795,17.219873,17.211639,
487.6400,18.007812,17.99219,16.968752,17.562498,17.070314,16.812499,17.062501,17.765625,17.273438,16.91406,17.203127,17.242187,17.257812,17.171877,17.187499,17.343751,
487.9216,17.790349,17.907393,17.505097,17.492045,17.194884,16.618188,17.008527,17.664777,17.304545,16.626143,17.374428,17.195455,17.102277,17.110232,17.202839,17.421589,
488.2031,17.533561,17.403925,18.049778,17.430554,17.033561,16.516203,16.876155,17.416662,17.243054,16.747689,17.244209,17.025459,16.993054,16.900459,17.21875,17.460649,
488.4847,17.39975,17.066001,18.003501,17.866248,17.566748,16.775999,17.142749,17.067751,16.735752,16.8125,17.1875,16.89975,17.152749,17.027749,17.10375,17.44575,
488.7663,17.534938,17.182786,17.891803,17.825615,17.735553,17.034938,17.341393,17.380019,16.631045,16.766803,17.278893,16.943545,17.08166,17.048053,17.268135,17.30041,
489.0478,17.797995,17.476939,17.784225,17.386898,17.627975,17.09375,17.306918,17.599332,16.701638,16.840775,17.289806,17.059525,16.963168,17.008556,17.616076,17.023061,
489.3294,17.987683,17.427281,17.614781,17.159854,17.368384,17.116287,17.34886,17.377098,16.65114,16.649634,17.191104,17.138823,16.982573,17.022537,17.808896,16.734671,
489.6110,17.874615,17.352624,17.495371,17.169753,17.191744,17.102624,17.330247,17.258874,16.490741,16.472994,17.133874,17.201003,17.268518,17.053626,17.754244,16.566744,
489.8925,17.368229,17.321536,17.335469,17.165286,17.134036,17.160391,17.290286,17.494349,16.348646,16.393073,17.125,17.041042,17.419427,17.106927,17.452188,16.753385,
490.1741,17.275691,17.532978,17.08282,17.001915,17.235239,17.474121,17.347393,17.59375,16.422739,16.57343,17.213191,16.726224,17.217022,17.169096,17.299654,17.196515,
490.4556,17.531292,17.887551,17.021879,16.849983,17.28125,17.703146,17.440638,17.374958,16.46875,16.875042,17.403155,16.625,16.971845,17.209379,17.018699,17.62818,
490.7372,17.885495,17.370471,16.879295,16.986163,17.302958,17.272426,17.295087,17.172711,16.664121,17.164121,17.186547,17.059158,17.014789,17.045087,16.90625,17.489505,
491.0188,17.849264,17.26602,17.264709,17.170169,17.420169,17.040966,17.39102,16.931196,16.599264,17.185399,17.040966,17.099264,17.084034,17.033351,16.90625,17.245797,
491.3003,17.674466,17.151539,17.575534,17.304177,17.383323,17.287532,17.46875,16.651539,16.59532,17.305748,17.03125,16.945823,16.986966,17.083857,16.884893,16.888504,
491.5819,17.47676,16.787198,17.243812,17.386104,16.962562,17.575667,17.595813,16.647208,17.027365,17.375,17.010073,16.969781,16.979854,17.09375,16.832646,16.855886,
491.8634,17.217298,16.530282,16.705591,17.469234,16.739261,17.404314,17.362325,16.813468,17.365712,16.934113,17.062984,16.916021,17.020995,17.219718,16.875484,17.095202,
492.1450,17.187428,16.718463,16.739344,17.437572,16.822797,16.9483,17.093894,16.833381,17.354262,16.593894,17.239416,16.729334,17.010441,17.198012,16.968678,17.353975,
492.4266,17.301235,16.9881,17.276799,17.323765,16.813136,16.904978,17.258085,16.647529,17.16815,16.407522,17.374364,16.738735,16.938136,17.135629,16.979379,17.148801,
492.7081,17.486764,16.980778,17.765598,17.342542,16.597375,17.336501,17.701889,16.358194,17.216334,16.262028,17.508403,16.883403,16.722375,17.186292,16.927889,16.836555,
492.9897,17.967241,17.362478,17.42056,17.577371,16.459526,17.409828,17.611918,16.553556,17.159828,16.825862,17.339892,17.200582,16.645237,17.360409,17.007435,16.851185,
493.2713,18.107337,17.693954,17.296536,17.667459,16.577786,17.34375,17.328464,16.778872,17.434444,17.076087,17.318954,17.283628,16.515964,17.457541,17.122622,17.046536,
493.5528,17.903766,17.888893,17.474209,17.497516,16.775301,17.323908,17.170633,16.792658,17.148797,17.070934,17.494051,17.289684,16.735127,17.429066,17.215775,17.184525,
493.8344,17.73394,17.94911,17.53125,17.48481,16.90267,17.23394,17.20356,16.938371,16.580399,17.05447,17.425019,17.25358,17.161571,17.249129,17.21072,17.17947,
494.1159,17.726371,17.995807,17.511814,17.628428,16.9375,17.148629,17.424921,17.283913,16.833834,17.167299,17.013344,17.315928,17.390242,16.961894,17.032015,17.136814,
494.3975,17.826914,18.012022,17.403858,17.745185,16.956728,17.163457,17.685078,17.668241,17.324491,17.096172,16.774043,17.355772,17.206759,16.805293,16.879815,17.182685,
494.6791,17.989111,18,17.324731,17.724194,17.254029,17.32063,17.78125,17.869556,17.278564,17.076074,16.845093,17.305713,17.043481,16.895361,16.84375,17.446973,
494.9606,18.118918,17.962388,17.331306,17.59347,17.550336,17.481474,17.724832,17.868638,17.287892,17.03097,17.150728,17.168414,17.12528,17.06278,16.900168,17.744198,
495.2422,17.970343,18.141998,17.287978,17.401115,17.550637,17.419706,17.910588,17.918113,16.668554,17.321973,16.996458,17.130931,17.150319,17.217953,16.825956,17.602071,
495.5237,17.935614,18.226132,17.268373,17.441109,17.371391,17.325377,17.933891,17.748277,16.573327,17.323655,16.817995,17.284859,17.290354,17.262877,16.841864,17.492618,
495.8053,18.072608,18.078588,17.19049,17.658314,17.208642,17.421412,17.734838,17.357773,16.970814,17.06549,16.66223,17.429456,17.297338,17.141088,17.142227,17.53125,
496.0869,17.999499,17.874499,17.214643,17.696214,17.174179,17.374499,17.530749,17.205429,17.008714,16.964143,16.477464,17.146034,17.021534,16.972857,17.3125,17.477464,
496.3684,17.693818,17.374089,17.405169,17.443818,17.169797,17.033413,17.455203,17.130237,16.880237,16.654257,16.348987,16.923953,16.697973,16.782331,17.135473,17.348987,
496.6500,17.461354,17.027552,17.569896,17.298724,17.121302,16.721432,17.521172,17.254714,16.952292,16.402552,16.28125,17.094766,16.719766,16.739922,16.877682,17.228828,
496.9316,17.492463,16.758603,17.556029,17.346985,16.852353,16.693971,17.252133,17.320037,16.838346,16.685367,16.315735,17.356691,16.84375,16.850221,16.591581,17.308198,
497.2131,17.630535,16.613526,17.465983,17.49406,16.435138,16.767009,17.034017,17.13094,16.367103,17.294681,16.309733,17.383707,16.96281,17.059328,16.454509,17.52531,
497.4947,17.486236,17.226497,17.487816,17.493118,16.434492,17.334725,17.196676,17.081566,16.493983,17.140907,16.734093,17.128008,17.263764,17.036552,16.904821,17.323105,
497.7762,17.362098,17.685685,17.481652,17.538511,16.395358,17.829033,17.246369,16.992739,16.779435,16.783065,17.058869,16.985283,17.354837,17.005446,17.231652,17.045967,
498.0578,17.161889,17.607378,17.486372,17.705122,16.44682,17.729715,17.122337,16.875,16.896617,16.893954,16.934837,17.179198,17.216087,17.126331,17.057174,17.161576,
498.3394,16.969592,17.674823,17.723804,17.669769,16.784619,17.480584,17.335285,17.131739,17.159619,16.952704,16.923139,17.311658,17.124158,17.140204,16.921454,17.313342,
498.6209,17.047397,17.670657,18.206431,17.546353,16.969446,17.075167,17.783338,17.359201,17.186456,17.142887,16.905554,17.12326,16.998956,17.077603,16.890451,17.34375,
498.9025,17.109299,17.578049,18.5,17.484451,17.046799,16.765852,17.922102,17.032766,16.922709,17.234906,16.719357,16.844357,16.90625,17.000152,16.828352,17.297102,
499.1840,16.941439,17.517266,18.224658,17.545234,17.031906,16.963498,17.783219,16.626969,16.535845,17.247374,16.63964,16.703453,16.998031,16.892266,16.796547,17.219406,
499.4656,16.569499,17.452542,17.696832,17.625,16.984958,17.489501,17.807834,16.53125,16.177124,17.390042,16.807834,16.702542,17.108792,16.692166,16.782417,17.202542,
499.7472,16.700251,17.527886,17.600125,17.684136,16.909614,17.589056,17.789659,16.649523,16.459989,17.169704,16.656602,16.585693,17.051079,16.5625,16.912625,17.189182,
500.0287,16.975357,17.346844,17.78125,17.82262,16.988989,17.476667,17.639524,16.810298,16.86488,17.022441,16.387322,16.481072,16.96875,16.591548,17.079226,17.243393,
500.3103,17.174483,17.033978,17.795511,17.849206,17.170511,17.7221,17.727556,16.900794,16.724206,17.127728,16.508806,16.588294,16.96875,16.625,16.919889,17.429317,
500.5919,17.72719,17.377884,17.728526,17.87922,17.103526,17.749039,17.854487,17.010737,16.712233,17.023771,16.761699,16.782211,16.912767,16.694979,16.763996,17.601229,
500.8734,17.872656,18.022211,17.666183,17.821539,16.890178,17.415289,17.823883,17.089956,16.945983,16.855133,17.078572,16.992411,16.816294,16.808706,16.78125,17.632589,
501.1550,17.50777,18.075056,17.786036,17.513007,16.642342,17.281701,17.705293,17.178829,17.183164,16.965316,17.191836,17.089414,16.848536,16.776464,16.821622,17.441385,
501.4365,17.082027,17.645988,17.835448,17.208488,16.289054,17.630381,17.582027,17.210448,17.205566,17.223632,17.129882,17.125,16.924316,16.700684,16.954105,16.951646,
501.7181,17.079494,17.258823,17.819976,16.756781,16.077451,18.092402,17.4375,17.15625,17.058415,17.122957,16.964665,17.202451,16.944976,16.641299,17.114134,16.358006,
501.9997,17.243359,16.866404,17.672915,16.727346,16.288542,18.135676,17.03333,17.15625,16.773958,16.980729,17.248572,16.680984,16.886327,16.632292,17.212761,16.434117,
502.2812,17.372744,16.691794,17.276203,17.07485,16.511597,17.813252,16.647443,17.193299,16.63735,16.930949,17.875752,15.76235,16.817547,16.855347,17.114155,16.794352,
502.5628,17.861377,17.215025,17.125,17.057551,16.685331,17.634286,17.173877,17.370663,16.776913,17.004949,17.624388,15.938112,17.113546,17.137678,16.761454,16.730816,
502.8443,18.19928,17.809396,17.077878,16.976439,16.816591,17.429317,17.476439,17.5625,16.95697,17.086061,17.327878,16.305305,17.367311,17.429811,16.484128,16.667537,
503.1259,18.149797,18.051008,17.080445,16.926008,16.875,17.255039,17.299594,17.573992,16.880039,17.125,17.238508,16.614922,17.394758,17.46875,16.521172,16.703632,
503.4075,18.03125,17.941639,17.229951,16.962257,16.875,17.189854,16.961688,17.604951,16.736445,17.125,17.162743,16.767695,17.330195,17.423945,16.785958,17.033604,
503.6890,17.97671,17.748526,17.369987,17.138856,16.885908,17.271816,16.813974,17.592276,16.590802,17.114092,16.975236,16.676592,17.151828,17.267394,16.862618,17.104658,
503.9706,17.790103,17.581379,17.519465,17.376759,16.895638,17.376172,16.896224,17.563086,16.405078,17.061914,16.727603,16.528905,16.883853,17.114388,16.675129,17.135612,
504.2521,17.759078,17.663784,17.313118,17.397481,17.101902,17.334981,17.030323,17.532177,16.497838,16.886549,16.665637,16.621602,16.894083,17.155632,16.613142,17.166564,
504.5337,17.981186,18.219961,17.157461,17.152616,17.532461,17.090116,17.228763,17.313711,16.947513,16.636224,16.985141,17.302487,17.189923,17.241199,16.986353,17.1875,
504.8153,17.836162,18.117412,17.152007,17.431135,17.439622,17.290959,17.317966,17.259709,17.075554,16.59375,17.296426,17.28125,16.984824,17.165959,17.204797,17.168081,
505.0968,17.759404,17.974828,17.412901,17.653211,17.375,17.227867,17.515768,17.262443,17.368922,16.650172,17.431135,17.262443,16.774885,17.168693,17.284289,17.087385,
505.3784,17.854013,17.807369,17.691464,17.655083,17.329523,17.03125,17.552237,17.164178,17.472714,16.808536,17.234606,17.200559,16.651119,17.188667,17.145987,17.009095,
505.6600,18.057604,17.762673,17.545939,17.543923,17.166043,17.154234,17.225662,17.101526,17.423819,16.857431,16.933612,17.173819,16.615207,17.378888,16.916043,17.057604,
505.9415,18.108057,17.951242,17.369164,17.588479,16.971951,17.561934,16.886107,17.28125,17.375566,16.753201,16.928463,17.227221,16.800828,17.561934,16.78125,17.133471,
506.2231,18.103278,18.237806,17.5109,17.414406,16.7391,17.7391,17.163112,17.346495,17.084222,16.561128,17.237806,17.266311,16.978278,17.828811,16.813872,17.221495,
506.5046,18.297125,18.280651,17.538489,17.288588,16.586112,17.405851,17.429064,17.327476,17.015775,16.507937,17.296326,17.187101,17.015375,17.639876,16.945437,17.461112,
506.7862,18.456081,17.733784,16.992483,16.836233,16.817652,16.941048,16.956503,17.00439,17.163767,16.685135,16.773733,16.827534,16.826351,16.960051,17.039949,17.609966,
507.0678,18.211556,17.730893,16.961556,16.855663,17.074413,16.7138,17.355663,17.43704,17.173112,16.961326,16.785969,16.882194,17.040688,17.052831,16.939975,17.540919,
507.3493,18.249315,17.583105,16.9375,17.013737,17.239355,17.023012,17.486263,17.572983,17.138737,17.284342,16.871908,16.913118,17.288118,17.118132,16.878092,17.406935,
507.6309,18.507993,17.715114,16.976743,17.082121,17.299419,17.522526,17.417879,17.59303,17.220202,17.445493,16.717298,17.002904,17.260177,17.054507,17,17.174419,
507.9124,18.63141,17.894029,17.13121,17.15625,17.27484,17.781649,17.306489,17.080731,17.306489,17.556489,16.58754,17.23137,17.0625,16.88762,17.01863,17.14363,
508.1940,18.413703,17.601203,17.197392,17.126863,17.404387,17.501863,17.15625,17.370986,17.173882,17.271071,16.580132,17.120986,17.056623,16.8125,17.064363,17.248137,
508.4756,17.834201,17.04387,17.369458,17.033253,17.553419,17.413796,17.20613,17.130074,17.244458,16.632078,16.661792,16.974292,17.058961,16.823584,16.920873,17.397169,
508.7571,17.458363,16.900979,17.322931,17.208319,17.557361,17.661411,17.338611,16.880095,17.270797,16.411433,16.791593,16.973977,17.197909,16.942661,16.864569,17.473977,
509.0387,17.264594,17.382668,17.31118,17.307635,17.125741,18.004865,16.916721,17.658312,17.482603,16.618074,17.239529,16.858344,17.215947,17.315303,16.973615,17.338885,
509.3203,17.370884,17.616362,17.862246,17.245071,17.495884,18.017683,17.366769,17.454776,17.150914,16.808791,16.848272,16.928455,17.01316,17.472866,16.98191,17.29441,
509.6018,17.53125,17.683158,18.131184,17.010362,17.635362,17.929145,17.725099,17.120658,16.720756,17.147895,16.920954,16.870822,16.889539,17.270724,16.887533,17.174967,
509.8834,17.527419,17.242339,17.972581,16.867339,17.457864,17.871169,17.930445,16.714314,16.535081,17.086089,17.21875,16.828428,16.831047,16.984678,16.976411,17.074597,
510.1649,17.506962,17.204905,18.024367,16.826424,17.131883,17.854193,17.62492,16.90625,16.579905,17.041693,17.180458,16.729193,17.1875,16.923735,17.038212,16.954905,
510.4465,17.581275,17.346879,18.206233,16.965663,16.918725,17.918725,17.381258,16.940671,16.687458,17.118742,16.859354,16.831275,17.149949,17.3125,17.109396,17.090621,
510.7281,17.780525,17.3417,18.04935,17.22985,16.75555,17.73335,17.4375,17.286075,16.4118,17.054175,16.743725,17.0222,16.793075,17.28475,17.241675,17.076375,
511.0096,18.040544,16.973397,17.564729,17.305055,16.846358,17.543152,17.447174,17.65625,16.505027,16.971168,17.033858,17.269348,16.622771,16.96856,17.132066,17.180055,
511.2912,17.387714,16.689203,17.237286,16.837571,17.258238,17.308381,17.525428,17.65625,16.929262,16.995881,17.4375,17.489702,16.979048,16.601988,16.862286,16.733167,
511.5727,17.128397,17.173233,17.518681,16.770379,17.383491,17.238112,16.991509,17.652853,16.800612,16.930707,17.417121,17.335259,17.121603,16.735733,17.119905,16.94769,
511.8543,17.194173,17.462077,17.839746,17.139682,17.527246,17.020572,16.842415,17.591081,16.597754,16.807161,17.065169,17.186165,17.066504,17.037923,17.015234,17.127669,
512.1359,17.353438,17.30475,17.747094,17.471656,17.426844,16.787063,16.813469,17.53125,16.690406,16.697188,17.120156,17.164,17.152375,17.181687,16.666906,17.190406,
512.4174,17.659853,17.065503,17.652046,17.552892,17.092549,16.969951,16.840747,17.532451,16.784853,17.001201,16.965747,17.407451,17.03125,16.996997,17.012611,17.278848,
512.6990,17.84306,17.2199,17.43612,17.06043,17.0324,17.033779,16.68819,17.590071,16.96737,17.06227,16.81066,17.46714,17.034239,16.84398,17.65786,17.1574,
512.9806,17.750429,17.374285,17.250858,16.782536,17.186785,17.373428,16.780821,17.096037,16.782108,17.031393,16.563643,17.251001,17.435642,16.874857,17.873999,17.311785,
513.2621,17.473413,17.159877,17.157804,16.996373,17.371891,17.71305,17.1193,17.155214,16.719786,17.123446,16.162986,17.004145,17.591159,17.028659,17.475486,17.558355,
513.5437,17.984774,17.186604,17.004478,17,16.950039,17.263435,17.974921,16.822352,16.627687,17.549961,16.429439,16.757165,17.320561,17.365148,17.013435,16.803642,
513.8252,17.910076,16.917729,17.269771,17.179847,16.877551,17.100127,17.880102,16.632653,16.654975,17.472576,16.677296,16.75,16.952806,17.285076,17.059949,17.470664,
514.1068,17.699103,16.551141,17.28125,17.394647,16.460706,16.857011,17.875,16.802555,16.892989,17.439158,17.249756,17.016332,16.789538,17.133288,17.210462,17.973479,
514.3884,17.658292,16.618874,17.222834,17.377042,16.612748,16.84375,17.72896,17.133788,16.818626,17.525124,17.310458,17.03125,17.190162,16.891336,17.36479,18,
514.6699,17.713893,16.913214,17.045822,17.230893,16.769107,16.959035,17.603465,17.185071,16.927785,17.070108,17.139572,17.060071,17.21875,16.817357,17.403821,17.452394,
514.9515,17.661885,17.193392,16.832223,16.934426,16.923412,17.224642,17.536885,16.732581,16.9375,17.002818,17.096568,17.090932,16.991291,16.897797,17.377818,16.979763,
515.2330,17.235631,17.050503,16.784459,16.850168,17.021624,17.362165,17.447126,16.547294,16.769253,16.971959,17.065709,17.149832,16.688338,16.962332,17.318918,16.853376,
515.5146,16.966318,16.893011,16.947137,16.871398,16.948307,17.153818,17.492796,16.807728,16.694704,17.189932,17.283682,17.211546,16.739193,17.21758,17.201909,17.09258,
515.7962,17.319029,16.902252,16.805238,17.202025,16.637727,17.343017,17.418244,17.143523,16.987273,17.136994,16.712955,16.346684,16.450227,17.495269,17.378264,17.097748,
516.0777,17.267584,17.013666,17.103499,17.169438,17.077124,17.348146,17.486812,17.053229,16.977542,16.990729,16.866687,16.245604,16.271979,17.262709,17.245125,16.690938,
516.3593,17.567447,17.322243,17.314973,17.15625,17.235612,17.185027,17.552908,17.137066,16.651303,16.783573,17.012066,16.461631,16.488085,17.060027,17.271658,16.360461,
516.6409,18.041823,17.609463,16.979029,17.286507,16.989485,17.33861,17.666706,17.390713,16.59375,16.671846,16.692581,16.630257,17.026228,16.979147,17.229147,16.3125,
516.9224,18.150647,17.887071,16.572842,17.645908,16.834913,17.682762,17.738794,17.617028,16.798924,16.681897,16.445472,16.810131,17.278881,17.071337,17.500865,16.415087,
517.2040,17.727172,18.114179,16.348561,17.945909,17.115379,17.85096,17.598561,17.858169,16.995189,16.73798,16.608169,16.91947,17.23678,17.06851,17.48678,16.614179,
517.4855,17.625,18.131419,16.709793,17.875846,17.336485,17.676354,17.463177,17.657942,17.254727,17.04797,16.830066,17.036823,17.243581,17.112162,17.46875,16.606588,
517.7671,17.649419,18.100581,17.27647,17.84375,17.277322,17.405225,17.339822,17.349555,17.3125,17.051742,16.875,17.086919,17.469775,17.418034,17.273394,16.447233,
518.0487,17.464202,17.853691,17.790345,17.579685,17.514065,17.751851,17.528554,17.425286,17.19247,17.103268,16.923012,16.997726,16.883089,17.355964,17.458809,16.52628,
518.3302,17.500611,17.686889,17.788299,17.688722,17.263487,17.521147,17.806062,17.42157,17.17984,17.526034,16.98468,16.897979,16.994173,17.430451,17.602021,16.53891,
518.6118,17.647111,17.887973,17.75,17.75,16.970872,16.850115,17.967689,17.313561,17.094811,17.540389,17.139034,16.828655,17.140095,17.515095,17.671345,16.670284,
518.8933,17.846765,18.059759,17.795504,17.476974,16.837993,16.701754,17.863487,17.349507,16.971491,17.090461,17.141996,16.721491,17.019737,17.440241,17.710252,16.832511,
519.1749,18.017899,18.09375,17.522211,17.35267,17.035799,16.964379,17.432892,17.39733,16.825851,16.580222,17.10267,16.75449,16.87943,17.517899,17.562441,17.321598,
519.4565,18.0625,18.115655,17.099574,17.58471,17.146905,17.259649,17.149817,17.493872,16.78125,16.67846,17.028034,16.890777,16.997088,17.496784,17.324757,17.5,
519.7380,17.783276,17.974649,17.097623,17.902288,17.177729,17.214877,17.244101,17.70308,17.060474,16.974559,16.806691,17.044894,17.191373,17.490229,17.099649,17.32817,
520.0196,17.48785,17.8431,17.640399,17.81055,17.3138,16.8826,17.6493,17.90755,17.398,17.12565,16.6135,17.1569,17.22895,17.5,16.98915,16.93425,
520.3012,17.674297,17.317644,17.338906,17.30637,16.96262,16.708762,17.688786,17.76256,17.190715,16.95006,17.077975,16.795739,16.909465,17.252572,16.76256,17.131773,
520.5827,17.711571,17.001942,17.203801,17.053378,16.830744,16.6875,17.645186,17.514949,16.970692,16.763006,17.242821,16.654308,16.810558,17.003885,16.757179,17.191385,
520.8643,17.537746,17.126755,17.162746,16.971998,17.013254,16.825754,17.735252,17.417749,16.878248,16.778002,17.306004,16.904757,16.863501,16.858498,16.871752,17.085499,
521.1458,17.507376,17.180124,17.016497,16.918187,17.113063,16.90625,17.78125,17.367624,16.863063,16.851126,17.587445,17.03125,16.894313,16.928379,16.809684,17.081813,
521.4274,17.814355,17.231745,17.119739,16.962871,17.294863,16.868503,17.668008,17.626855,16.969368,17.025989,17.92636,17.087871,16.793008,17.056621,16.806621,17.282487,
521.7090,17.90784,17.37341,17.476798,17.18432,17.387818,17.02807,17.50159,17.886228,17.068114,17.088136,17.988772,17.125,16.645022,17.18591,16.806886,17.387818,
521.9905,17.717833,17.545429,17.728203,17.438417,17.357012,17.030333,17.203653,17.9375,17.075762,17.008535,17.775606,17.196953,16.737656,17.124083,16.817226,17.231094,
522.2721,17.344323,17.800423,17.623369,17.618961,17.308665,16.814704,16.996165,17.832246,17.202838,16.828412,17.515912,17.320169,16.984088,16.961081,16.878835,16.984662,
522.5536,17.877147,17.646898,17.055549,17.721689,17.264156,16.975164,17.259352,17.920943,17.500537,16.633279,17.440439,17.238246,17.264693,16.735307,16.889156,17.302356,
522.8352,18.316915,17.622624,17.037027,17.733356,17.266644,16.954482,17.549932,17.829482,17.506453,16.862094,17.485394,17.158288,17.273097,16.726903,16.875,17.606318,
523.1168,17.880988,17.974419,17.732355,17.783518,17.28125,16.701424,17.690901,17.36593,17.196889,17.270727,17.321889,17.122732,16.978139,16.876134,16.826424,17.352005,
523.3983,17.593525,18.140738,18.078012,17.796537,17.186825,16.923789,17.891413,17.203688,16.921087,17.4692,17.03035,17.093975,16.781025,16.78035,16.765512,17.0933,
523.6799,17.593062,17.896471,17.772158,17.75,17.002063,17.355593,17.954157,17.174282,16.827781,17.347876,16.76872,17.125,16.765281,16.747937,16.688875,17.000688,
523.9615,17.684291,17.491596,17.350169,17.735177,16.921073,17.338556,17.787669,16.988387,17.006799,16.993201,16.595355,17.065709,16.825718,16.799282,16.699113,16.96875,
524.2430,17.764362,17.315026,17.391095,17.675664,16.980586,17.153724,17.541353,16.934974,17.302397,16.88431,16.533776,16.913828,16.975534,16.649466,16.809974,16.983112,
524.5246,17.753451,17.295149,17.732744,17.569402,17.184144,17.298695,17.295055,17.149442,17.354104,17.052146,16.583396,16.798601,17.163247,16.586848,16.941046,16.944402,
524.8061,17.315709,17.299065,17.758468,17.513435,17.17348,17.061328,17.15625,17.240653,17.115653,17.115946,16.48598,16.848423,17.182827,16.817466,17.022196,17.130259,
525.0877,16.962801,17.333122,17.588436,17.544218,16.919218,16.601404,17.013603,16.932821,16.924532,17.036564,16.166878,16.950468,17.09375,17.03125,16.852039,17.455782,
525.3693,17.418735,17.606235,17.674996,17.612496,16.9375,16.781241,16.837498,16.75,16.856254,17.037497,16.118748,16.956251,17.043754,17.143742,16.699999,17.387504,
525.6508,17.682665,17.990448,17.75,17.675472,16.961556,17.040919,16.802831,16.798113,16.64894,17.045637,16.204363,16.853302,16.920637,17.324528,16.778891,17.372641,
525.9324,17.613445,17.974781,17.669113,17.633139,17.127108,17.202471,16.768387,16.851889,16.321947,16.980305,16.570132,16.730305,16.832195,17.413082,16.967442,17.46875,
526.2139,17.638071,17.474983,17.608812,17.549429,17.410232,17.314491,16.91733,16.701697,16.191482,16.966759,17.040339,16.838643,16.8125,17.54233,16.947715,17.46875,
526.4955,17.920214,16.988837,17.771207,17.511163,17.616077,17.375,16.990517,16.584827,16.386723,16.832027,16.925777,17.12724,16.865517,17.604913,16.625,17.40513,
526.7771,18.454241,17.017618,17.88337,17.684869,17.78125,17.364876,17.134247,16.922114,16.561623,16.667251,16.700255,17.455995,16.988999,17.626754,16.705995,17.230628,
527.0586,18.518561,17.327146,17.954104,17.807497,17.578741,17.189457,17.18982,17.31018,16.605713,16.625,16.58911,17.364631,17.185543,17.336064,16.923217,17.202146,
527.3402,18.064122,17.573282,17.689647,17.564647,17.097519,16.981154,17.179962,17.310878,16.626622,16.597519,16.810353,16.735449,17.494609,17.023712,17.113692,17.36584,
