,Live Spectrum 10-11-2023 09:49:20,Live Spectrum 10-11-2023 09:49:20,Live Spectrum 10-11-2023 09:49:26,Live Spectrum 10-11-2023 09:49:28,Live Spectrum 10-11-2023 09:49:31,Live Spectrum 10-11-2023 09:49:33,Live Spectrum 10-11-2023 09:49:36,Live Spectrum 10-11-2023 09:49:37,Live Spectrum 10-11-2023 09:49:38,Live Spectrum 10-11-2023 09:49:40,Live Spectrum 10-11-2023 09:49:41,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
645.5960,17.950852,18.057808,17.767898,17.24134,16.736359,17.410797,17.607246,18.147445,17.66491,17.057808,17.334801,
645.8776,17.946748,17.780101,17.715304,17.628446,16.517348,17.467601,17.71065,18.256951,17.294003,16.933995,17.417796,
646.1591,18.0625,17.760004,17.379497,17.964253,16.714253,17.38225,17.723752,18.165749,17.084251,17.346503,17.747751,
646.4407,18.030494,18.057612,17.200303,18.053829,16.970263,17.399849,17.773336,18.100151,17.188256,17.530494,17.798941,
646.7222,17.872935,18.25904,17.261105,17.556306,17.257617,17.341685,17.427818,18.14721,17.33471,17.345173,17.547266,
647.0038,17.765788,18.184473,17.317204,17.117269,17.348127,17.24865,17.192531,18.259408,17.428092,17.255358,17.178092,
647.2854,18.027395,18.332184,17.363027,17.25,16.874594,17.547484,17.734578,18.335633,17.355723,18.309051,17.16741,
647.5669,18.003007,18.23797,17.503007,17.277067,17.138861,17.227772,17.591919,18.484963,17.254839,18.017389,17.501831,
647.8485,18.037729,18.133638,17.524771,17.53125,17.568979,17.306021,17.261814,18.330793,17.580793,17.565676,17.81034,
648.1300,18.128936,18.25656,17.43094,17.532562,17.640506,17.227934,17.024928,18.130011,17.395754,17.183564,17.77469,
648.4116,18.221538,18.407644,17.280321,17.5625,17.277068,17.435177,17.598397,17.527533,17.158109,17.096073,17.619889,
648.6932,18.403956,18.498853,17.219515,17.5625,17.003441,17.283162,17.902426,17.284309,17.279721,17.248088,17.285456,
648.9747,18.616396,18.379916,17.158708,17.172228,16.939958,16.860958,17.966292,17.311271,17.551438,17.310042,17.401334,
649.2563,18.449953,18.229128,17.243773,16.89368,17.025023,16.610355,18.085448,17.487547,17.620849,17.487547,17.522948,
649.5378,18.097561,18.728659,16.513465,16.988313,17.399517,17.188643,17.413872,18.179878,18.248222,17.66997,17.616235,
649.8194,18.5297,18.396497,16.574912,17.164894,17.355053,17.689718,16.958997,18.112588,17.872782,17.714982,17.652482,
650.1010,18.00774,18.26384,16.993302,17.1875,17.210566,17.936458,16.666519,17.854019,17.572769,17.71875,17.57634,
650.3825,17.364628,18.611081,17.371998,17.316458,17.1875,17.788209,16.96029,17.528793,17.402292,17.744542,17.614083,
650.6641,17.699038,18.438034,17.462447,17.41859,17.137607,17.625267,17.180929,17.418857,17.350053,17.725053,17.625,
650.9457,17.716092,18.109879,17.420546,17.485704,17.221408,17.545546,17.122342,17.333944,17.391954,17.694648,17.600898,
651.2272,17.361894,17.914962,17.429508,17.337197,17.296515,17.298674,17.163523,17.289242,17.289962,17.454924,17.430947,
651.5088,17.631031,17.942241,17.347846,17.258836,17.245259,16.927373,17.254741,17.0347,17.160346,17.285346,17.375,
651.7903,17.436131,17.99032,17.44192,17.37942,17.36974,17.502738,17.993058,17.04535,17.01715,17.14215,17.33186,
652.0719,17.136164,17.958547,17.479273,17.458227,17.396047,17.480874,18.125961,17.259563,16.948023,17.073023,17.353953,
652.3535,17.201685,17.818198,17.488634,17.667586,17.275582,17.292616,17.732996,17.522702,17.036918,17.042616,17.394884,
652.6350,17.452619,17.597672,17.5,17.800291,17.161627,17.300291,17.391131,17.625,17.246078,16.993168,17.292004,
652.9166,17.799083,17.5,17.372609,17.8125,17.070404,17.221507,17.208455,17.406616,17.507538,16.932353,17.200551,
653.1981,18.07289,17.534713,17.263893,17.8125,17.048607,17.138893,17.26039,17.284713,17.711784,16.90625,17.08336,
653.4797,17.958068,17.645076,17.28303,17.746439,17.161591,17.058939,17.525417,17.27947,17.698674,16.840189,16.867879,
653.7613,17.640184,17.812794,17.359522,17.671826,17.281348,16.811913,17.797218,17.375392,17.640674,16.812598,16.734326,
654.0428,17.514833,17.995249,17.480416,17.166757,17.253168,16.980995,17.579922,17.559332,17.611751,17.184911,16.807749,
654.3244,17.53125,18.177706,17.520522,16.680971,17.103544,17.277051,17.330691,17.429103,17.590485,17.506529,16.990206,
654.6060,17.465487,18.425928,17.547665,16.894678,17.05261,17.143097,17.442445,17.24011,17.598695,17.49011,17.106903,
654.8875,17.399626,18.551123,17.717814,17.167627,17.174252,17.137313,17.283121,17.435629,17.463997,17.500936,17.075748,
655.1691,17.529289,18.403079,17.663343,17.350091,17.318841,17.202144,17.09375,17.682368,17.220711,17.371829,16.896738,
655.4506,17.698135,18.322481,17.161652,17.415577,17.373692,17.366327,17.221366,17.728077,17.030596,17.344404,16.697481,
655.7322,17.757935,18.114715,16.648315,17.224334,17.259796,17.619416,17.439361,17.713166,17.0961,17.465027,16.803193,
656.0138,17.852708,17.696251,16.616249,17.004376,17.23646,17.955829,17.276461,18.067496,17.437707,17.665415,17.205623,
656.2953,17.704471,17.5625,16.912408,17.108029,17.157482,18.11761,17.153056,18.306342,17.626232,17.868111,17.40625,
656.5769,17.240599,17.577066,17.316735,17.564617,17.220867,17.489668,17.536416,17.792768,17.573087,17.864668,17.40625,
656.8584,17.293161,17.644339,17.028305,17.449411,17.131446,17.256446,17.669143,17.605661,17.100196,17.612107,17.40625,
657.1400,17.2468,17.71314,16.67308,17.38622,17.206739,17.376618,17.69631,17.52564,17.214759,17.523231,17.366981,
657.4216,17.360678,17.677952,16.721356,17.423178,17.499561,17.917527,17.56988,17.514322,17.644096,17.358072,17.154082,
657.7031,17.265496,17.617123,16.5625,17.331935,17.82012,18.492123,17.433562,17.609504,17.686986,17.429623,16.972688,
657.9847,17.14694,17.596636,16.550087,17.218967,17.643837,18.359917,17.41556,17.69082,17.22207,17.362587,17.015517,
658.2663,17.053425,17.913056,16.439769,16.928425,17.526713,17.608608,17.497731,17.428425,16.980093,17.231851,17.158519,
658.5478,16.983403,18.014345,16.526129,16.836886,17.45584,17.015779,17.460143,17.323976,17.146517,17.01291,17.157376,
658.8294,17.936299,18.319108,17.715746,17.33534,17.190504,17.341347,17.281851,17.559496,17.596153,17.280649,16.534254,
659.1109,17.875465,18.653692,17.563663,16.909505,17.342587,17.21968,17.312267,17.407413,17.71782,17.250233,16.686337,
659.3925,17.663707,18.716619,17.653054,16.453479,17.494674,17.007457,17.372869,17.225142,17.598011,17.280185,16.868608,
659.6741,17.274669,18.161054,17.714955,16.349443,17.294533,17.088057,17.286943,17.394864,17.300226,17.075783,16.845648,
659.9556,17.107397,17.469027,17.519106,16.514873,17.138647,17.550079,17.252729,17.577373,17.309771,16.976938,16.84375,
660.2372,17.149128,17.323182,17.250797,16.669696,16.903486,17.759885,17.194622,17.870642,17.866285,16.802615,16.926818,
660.5187,17.183108,17.769092,17.21875,16.794934,16.928717,17.834967,17.241217,18.040542,17.830066,16.78125,17.044934,
660.8003,17.161472,18.598563,17.713282,16.864556,16.963528,17.687582,17.328084,17.906332,17.8125,16.859334,17.088528,
661.0819,16.979863,18.145244,17.384131,17.202576,17.497912,17.303476,17.34375,17.698613,17.006159,17.126982,16.866966,
661.3634,17.205557,17.829418,17.110668,17.208144,17.405681,17.340594,17.319381,17.485668,16.983082,17.163131,16.885606,
661.6450,17.49311,17.75771,16.9448,17.14042,17.34375,17.375,17.35958,17.41396,17.19603,17.15625,17.14165,
661.9266,17.312672,17.500172,16.90625,17.193135,17.230192,17.284153,17.306865,17.497097,17.25,17.201673,17.173327,
662.2081,16.956144,17.340598,16.862482,17.174982,17.275035,16.987394,17.040528,17.859508,17.25,17.196866,17.068715,
662.4897,17.138542,17.523066,16.90692,17.114137,17.480953,16.896057,16.853274,17.93683,17.25,17.145387,16.90491,
662.7712,17.604928,17.948678,17.038649,17.03306,17.52204,16.90625,16.8125,17.663492,17.31069,17.10477,16.965129,
663.0528,18.072305,18.377247,17.190768,16.883578,17.5,17.022672,16.793096,17.337214,17.460172,17.09375,17.108865,
663.3344,18.212844,18.029645,17.027064,17.072592,17.40711,17.019438,17.375745,17.664622,17.475516,17.260952,16.747534,
663.6159,17.974466,17.616489,16.857247,17.232247,17.308244,17.039761,17.550463,17.84448,17.508511,17.321741,16.504256,
663.8975,17.677074,17.579428,16.877607,17.337248,17.247393,17.059893,17.442713,17.597645,17.494787,17.095039,16.63282,
664.1790,17.594709,17.770897,17.01898,17.598543,17.299271,16.966833,17.644939,17.227186,17.308666,16.889187,16.992523,
664.4606,17.609719,17.906938,17.277809,17.643034,17.405562,16.936812,17.903497,16.786068,17.141657,17.042401,17.356966,
664.7422,17.52146,17.701504,17.4375,17.299922,17.495332,16.939834,18.045708,16.663706,17.137124,17.39458,17.526582,
665.0237,17.355686,17.377279,17.301143,17.017614,17.46705,17.0017,17.817058,16.931242,17.214771,17.412508,17.471029,
665.3053,17.134674,17.21875,17.009674,17.153767,17.266866,17.176256,17.333419,17.304395,17.352512,16.834332,17.209988,
665.5869,17.016721,17.422628,16.663858,17.207101,17.060308,17.261993,17.165707,17.322644,17.392065,16.557085,16.774673,
665.8684,16.914994,17.75,16.497895,17.049223,17.0068,17.292422,17.303595,16.982189,17.185233,16.921794,16.401878,
666.1500,16.624807,17.760352,16.760159,17.343171,17.291023,17.322852,17.333398,17.134966,17.125,16.615613,16.572852,
666.4315,16.878159,17.704987,16.939079,17.416855,17.442802,17.277019,17.236237,17.271717,17.191731,16.328915,16.631882,
666.7131,17.41707,17.487679,17.095251,17.077822,17.260215,17.125,16.905645,17.215143,17.34375,16.54207,16.683893,
666.9947,17.679604,17.390792,16.921708,16.859208,17.069728,17.117104,16.515792,17.109208,17.272686,16.844084,16.656918,
667.2762,17.670407,17.479971,16.811293,16.890364,16.962878,17.122064,16.597893,17.11205,16.977558,16.9375,16.886221,
667.5578,17.737535,17.693877,16.600012,17.218866,17.200081,17.243796,16.762581,17.31882,16.668715,16.868623,17.06882,
667.8393,17.747156,17.865289,16.701234,17.457859,17.391336,17.229399,16.975617,17.338063,16.729883,16.659094,17.169742,
668.1209,17.460648,17.393519,17.06713,17.424769,17.459491,16.664352,17.137731,16.71875,17.37037,16.96875,16.923611,
668.4025,17.601379,17.484742,17.109008,17.485475,17.40625,16.519806,17.008362,16.760711,17.309418,16.984008,16.851379,
668.6840,17.65625,17.341997,17.22475,17.120247,17.391249,16.4435,16.84375,17.092502,17.0655,17.108751,16.924251,
668.9656,17.660623,17.064048,17.268131,16.776877,17.252187,16.539357,16.845937,17.414357,17.091563,17.247813,17.113429,
669.2471,17.717377,17.516481,17.09375,16.742098,17.271636,17.072114,16.872253,17.9375,17.063873,17.225617,17.387361,
669.5287,17.682451,17.876122,17.096555,17.258415,17.060817,17.285177,16.813622,17.93189,17.092628,17.376122,17.653445,
669.8103,17.408507,17.936998,17.248746,17.714988,16.969502,17.498245,16.874498,17.627508,17.031752,17.436998,17.501254,
670.0918,17.164745,17.695995,17.370753,17.809314,16.878186,17.530188,16.754247,17.383495,16.940686,17.467688,17.469812,
670.3734,17.567538,17.334967,17.022467,17.195568,17.25691,17.766272,16.867511,17.345622,16.996255,17.263106,17.821283,
670.6550,17.679454,17.483908,17.171408,17.527634,17.28125,17.838386,16.989272,17.000934,16.85716,16.992888,17.55807,
670.9365,17.909571,17.555518,17.43733,17.506982,17.253491,17.927027,17.055518,17.107545,16.788232,16.802196,16.948313,
671.2181,18.045302,17.373846,17.360948,17.365247,17.169148,17.883599,17.089451,17.556209,16.889052,16.673448,16.821099,
671.4996,18.010214,17.030035,17.108464,16.899321,17.051678,17.692,17.09375,17.494286,17.141536,16.917679,16.838643,
671.7812,17.847985,16.892742,16.93582,16.584477,16.90457,17.478899,16.916399,17.291399,17.415523,17.146101,16.818414,
672.0628,17.78797,16.825941,16.979839,16.752017,16.752352,17.216733,16.85047,17.22547,17.44422,17.236559,16.689852,
672.3443,17.804974,16.741328,17.023724,17.049741,16.71875,17.179974,16.772578,17.432267,17.461224,17.226276,16.632526,
672.6259,17.720823,17.933468,16.572866,17.377111,17.108377,16.958308,17.002111,17.20205,17.193719,17.608377,16.716677,
672.9074,17.864421,18.33077,16.185099,17.402405,17.028849,16.96346,17.160095,17.22644,17.115865,17.550964,16.484619,
673.1890,18.278487,18.333812,16.242932,17.311065,16.788318,17.063935,17.336682,17.28125,17.316805,17.149075,16.11926,
673.4706,18.499027,18.118151,16.538099,17.158196,16.759768,17.073241,17.344723,17.363286,17.426759,16.815419,16.123054,
673.7521,18.432715,17.901465,16.774492,17.054336,16.840371,16.904844,17.233672,17.445664,17.417793,16.91582,16.38457,
674.0337,18.167036,17.805938,16.635786,16.936721,17.10187,16.774688,17.092971,17.487656,17.387344,17.25812,16.594529,
674.3153,18.085566,17.980409,16.681054,16.929316,17.195684,16.695684,17.085566,17.608632,17.447421,17.442461,16.547618,
674.5968,18.142306,18.315362,16.950945,16.986056,17.260084,16.690861,17.142306,17.739417,17.448083,17.451444,16.312999,
674.8784,18.139743,18.51827,17.277087,17.115547,17.39327,16.834297,17.238783,17.53365,17.422757,17.28894,16.33606,
675.1599,17.967915,18.436832,17.280248,17.01454,17.327541,17.016042,17.453876,17.3125,17.358958,17.109125,16.515875,
675.4415,17.633568,18.118656,16.870084,16.827411,17.06964,17.153394,17.549017,17.297589,17.161962,17.032678,16.726521,
675.7231,17.381042,17.934479,16.582657,16.999008,16.835678,17.204636,17.401199,17.267136,16.960678,17.028229,16.835678,
676.0046,17.299182,18.008705,16.757664,17.227455,16.803274,17.040997,17.121428,16.930356,16.875,17.129092,16.723363,
676.2862,17.31882,18.037453,17.212781,17.068353,16.862477,16.84375,16.843633,16.562617,16.937617,17.206227,16.662453,
676.5677,17.433645,17.964813,17.484416,16.585793,16.773376,16.832021,16.761729,16.703166,17.054708,17.081939,16.671916,
676.8493,17.553121,17.785959,17.518758,16.367178,16.601572,16.845307,16.868734,16.890605,17.137492,16.796895,16.771871,
677.1309,17.603893,17.471215,17.346215,16.509321,16.75357,17.048249,17.081964,16.992322,16.995609,16.685035,16.903785,
677.4124,17.606298,17.253197,17.109496,16.528294,17.178391,17.353101,17.252956,16.809303,16.559303,16.809544,17.056347,
677.6940,17.55394,17.213179,17,16.375,16.903261,17.38356,17.474728,16.917799,16.599321,16.613451,16.917392,
677.9756,17.476864,17.257942,17.038847,16.390539,16.828039,17.382942,17.710636,17.132252,16.577866,16.538847,16.750172,
678.2571,17.31948,17.20844,17.219069,16.563138,17.021578,17.2776,17.90292,17.535219,16.70479,16.63531,16.712089,
678.5387,17.337559,17.256485,17.418926,16.975235,17.543632,17.162441,18.024765,17.800705,16.631485,16.61203,16.90625,
678.8202,17.290886,17.167057,17.332943,16.810159,17.512699,17.20371,18.060159,17.402739,16.536653,16.817903,16.89004,
679.1018,17.192116,17.200284,17.258168,16.481534,17.07422,17.290483,17.713069,16.859022,16.544034,16.829901,16.770953,
679.3834,17.188108,17.120561,17.113509,16.386491,16.815722,17.389712,17.511491,16.521156,16.563897,16.815113,16.588703,
679.6649,16.959615,17.321635,17.02516,16.480929,17.074679,17.709615,17.58766,17.325481,17.447436,17.259936,17.00609,
679.9465,16.850136,17.394948,16.980052,16.620875,17.198802,17.593355,17.517688,17.15625,17.245479,17.026334,17.06476,
680.2280,16.53568,17.224895,17.119093,16.976134,17.342273,17.186023,17.33932,17.154773,17.194884,16.559546,17.095227,
680.5096,16.634022,16.726384,17.00347,17.125694,17.304172,17.155556,17.247918,17.129858,17.343056,16.504164,17.122918,
680.7912,17.030107,17.061533,17.15581,17.156162,16.938555,17.125088,17.156514,17.343135,17.312588,16.686973,17.031514,
681.0727,17.152774,17.822027,17.125869,17.095488,16.846357,17.064238,17.125869,17.404512,17.616311,16.748262,17.000869,
681.3543,17.15625,18.346966,17.065798,16.827342,16.784548,17.121702,16.976995,17.376649,17.358592,16.453991,16.615188,
681.6359,17.127428,18.317357,17.004857,16.783678,16.896537,17.096178,16.824642,17.375,17.257285,16.379857,16.507285,
681.9174,17.405433,17.723591,15.681964,16.725163,16.625817,16.75723,16.952717,17.54326,16.296528,16.150654,16.5,
682.1990,17.655627,17.65625,16.049301,16.827813,16.511953,16.936877,16.696092,17.398905,16.541956,16.234063,16.554532,
682.4805,18.03186,17.603272,16.81372,16.870239,16.473511,16.836304,16.65625,17.163086,17.044067,16.276489,16.456543,
682.7621,18.016609,17.825172,16.988927,16.720719,16.623031,16.8125,16.836245,17.407849,17.125,16.255536,16.488927,
683.0437,17.501224,17.750306,17.149633,16.48799,16.681189,16.8125,17.024633,17.493689,16.975367,15.900857,17.023714,
683.3252,16.915867,17.694585,16.873356,16.38917,16.663335,16.76417,17.183325,17.572495,16.816675,15.90916,17.20458,
683.6068,16.734466,17.500364,17.038562,16.562136,16.609466,16.820176,17.148574,17.35983,17.038562,16.194812,17.405886,
683.8883,16.71875,17.39226,17.373819,16.76072,16.57113,17.115189,17.14762,17.16815,17.28334,16.46221,17.35565,
684.1699,16.34732,17.309453,16.856982,17.227628,16.737291,17.175052,16.95961,16.884663,17.518541,16.487552,17.159558,
684.4515,16.419366,17.449879,16.783458,17.237621,16.854657,17.114093,16.853921,17.034194,17.614829,16.363357,17.051593,
684.7330,16.876511,17.551559,16.976547,16.932846,16.814072,17.134369,16.762512,17.135941,17.706238,16.3125,16.848465,
685.0146,17.199288,17.425712,17.011709,16.851582,16.761709,17.097626,16.71875,17.007753,17.769541,16.214794,16.789082,
685.2962,17.149833,17.400072,16.887357,16.968869,16.731226,17.100048,16.812619,16.993822,17.706155,16.588048,16.868822,
685.5777,17.13453,17.58156,16.794493,17.139295,16.808787,17.179022,16.929022,17.319369,17.51219,17.037067,17.068317,
685.8593,17.342678,17.6875,16.815734,17.287718,16.875,17.322202,17.227381,17.720912,17.40625,17.311428,17.204742,
686.1408,17.650003,17.522724,16.926138,17.426138,16.726702,17.373295,17.486933,17.842045,17.521593,17.569321,17.15284,
686.4224,17.372505,17.437856,16.764288,17.185718,16.719463,17.783745,17.18554,17.341077,17.310718,17.530359,16.936609,
686.7040,16.982355,17.41029,16.650863,16.725484,16.963363,17.964573,16.858702,16.919855,16.955145,17.105871,16.856008,
686.9855,17.357621,17.35507,16.923151,16.59088,17.12213,17.531409,16.97433,17.0397,16.87787,16.84088,16.98007,
687.2671,17.776859,17.607693,17.09375,16.61157,17.183109,17.370609,17.08032,17.071282,16.897468,16.982436,17.098398,
687.5486,17.77449,17.91301,17.18244,16.745789,17.32011,17.35557,17.03716,16.97466,17.209479,17.20102,17.1875,
687.8302,17.647282,17.849636,17.288677,17.13551,17.492573,17.126402,17,16.889854,17.5625,17.169563,17.175589,
688.1118,17.520096,17.645096,17.350385,17.484327,17.475481,16.819231,17.066923,16.901731,17.495577,16.837115,17.189712,
688.3933,17.489603,17.697781,17.520853,17.625,17.250232,16.822723,17.229089,17.124884,17.26063,16.729031,17.177219,
688.6749,17.516959,17.84375,17.403582,17.518941,16.980716,16.905907,17.293216,17.211433,17.03125,16.826791,16.934832,
688.9565,17.740534,17.790427,17.303034,17.254588,16.919726,16.713872,17.294436,17.22276,17.12901,16.745412,16.869833,
689.2380,18.104454,17.65625,17.561215,17.276971,16.850599,16.994436,17.373715,17.517552,17.399401,16.828767,17.331337,
689.5196,18.25345,17.634106,17.490894,17.516487,16.788631,17.171013,17.236962,17.604581,17.476131,16.875,17.569881,
689.8011,17.936533,17.602279,17.456423,17.47538,16.832389,17.172341,17.053971,17.377832,17.592818,16.86174,17.547341,
690.0827,17.409956,17.726482,16.991947,17.464723,16.900371,17.005879,16.882732,17.197406,17.972777,16.8125,17.292688,
690.3643,17.1819,17.64552,16.641329,17.27659,16.86987,17.04151,16.78638,17.34935,18.037789,16.84328,16.92724,
690.6458,17.378226,17.745618,16.393105,17.067459,16.834986,17.133186,16.8125,17.179314,17.484206,16.991236,16.839946,
690.9274,17.755808,17.653329,16.377921,16.873539,16.850306,17.393173,16.797962,17.006556,16.819769,17.053804,16.635904,
691.2089,17.539393,17.167803,16.877888,16.619223,17.351893,17.508143,16.696165,17.519697,16.869223,17.923058,16.733192,
691.4905,17.31893,17.266248,16.893391,16.55607,17.112141,17.257675,16.804825,17.397677,16.80607,17.744816,16.870714,
691.7721,17.42304,17.073693,16.724347,16.471548,16.926307,16.923509,17.126399,17.278452,16.728544,17.248601,16.809702,
692.0536,17.78125,17.318405,16.839157,16.543061,16.690781,16.625,17.160843,17.220062,16.942093,17.221375,16.746719,
692.3352,17.78125,17.592978,16.6256,17.092207,16.843321,16.625,17.3744,17.281079,17.15565,17.343407,16.594179,
692.6167,17.264051,17.776291,16.472883,17.154597,16.84375,16.868388,17.405423,17.220403,17.217097,17.404597,16.441633,
692.8983,17.309368,17.157891,16.290647,17.274985,16.873434,17.290573,17.584353,17.189066,17.367169,17.228147,16.318765,
693.1799,17.573007,16.459261,16.194414,17.165469,16.585548,17.515116,17.709531,17.042774,17.288164,16.900353,16.399336,
693.4614,17.339881,16.744742,16.413161,17.269081,17.013823,17.220966,16.957143,16.862004,17.055589,17.636607,16.067758,
693.7430,17.559742,16.836193,16.382557,17.308721,17.172385,17.297385,17.012356,17.090992,17.003779,17.911049,16.360905,
694.0246,17.968054,17.164582,16.64236,17.232292,17.214236,17.44618,17.378818,17.285416,17.026736,18.07118,16.834026,
694.3061,18.161259,17.114743,16.817509,17.088741,17.062739,17.676765,17.671517,17.416507,17.135257,18.015744,16.880248,
694.5877,18.111694,16.942137,16.742675,16.936156,16.879637,17.668212,17.668212,16.982661,17.232056,17.797849,16.723387,
694.8692,17.848381,16.881713,16.669676,17.004398,16.770139,17.631713,17.607176,16.924074,17.397221,17.381946,16.6875,
695.1508,17.543189,16.827388,16.65625,17.078862,16.773806,17.31552,17.522332,17.008918,17.342275,16.947964,16.758918,
695.4324,17.376444,17.020189,16.72548,17.16298,16.919709,17.080291,17.407694,17.146633,17.220194,16.84375,17.035092,
695.7139,17.053226,17.004358,16.928784,17.209848,17.259274,16.91951,17.330304,17.433328,17.343936,17.402451,17.303784,
695.9955,17.153707,16.947129,17.086483,17.024164,17.504724,16.853379,17.334121,17.358285,17.341388,17.30069,17.158793,
696.2770,17.208211,16.770344,17.208578,16.791238,17.499816,16.948223,17.281066,17.323039,17.249816,16.947305,16.874449,
696.5586,16.78411,16.727839,17.149153,16.900275,17.327564,17,17.088644,17.34375,17.117903,16.904258,16.579555,
696.8402,16.640283,17.080576,16.918739,17.213902,17.074989,17.155565,16.961109,17.363196,17.198619,17.326413,16.799326,
697.1217,16.968344,17.337419,16.849946,17.399919,16.96875,17.062771,16.806439,17.337554,17.28125,17.525054,16.981277,
697.4033,17.318263,17.50101,16.875,17.131475,17.148764,16.883496,16.880763,17.240494,17.443263,17.103968,16.914746,
697.6849,17.506624,17.645593,16.978687,16.716158,17.384937,16.861031,16.930876,17.066532,17.614343,16.570564,16.805876,
697.9664,17.247822,17.505318,17.079062,16.413442,17.501874,17.189678,16.841876,16.869378,17.440944,16.45781,16.716876,
698.2480,17.222255,17.280374,16.998686,16.408002,17.436186,17.484594,16.907564,17.003067,17.360908,16.68969,16.830096,
698.5295,17.347732,17.294386,16.800359,16.69765,17.268114,17.515127,17.015127,17.309514,17.63515,16.934514,17.104896,
698.8111,17.103456,17.302941,16.759559,16.975882,17.101029,17.617721,17.074485,17.348603,17.754853,16.829485,17.264412,
699.0927,16.927658,17.27354,16.967027,17.09375,17.013697,17.622868,17.138697,17.212763,17.399854,16.662237,17.185368,
699.3742,16.978874,17.447624,17.189922,17.106734,17.018266,17.487016,17.143266,17.112016,16.953344,16.905812,17.010563,
699.6558,17.137272,17.728747,17.268978,17.100455,17.012272,17.407388,17.07591,17.191929,16.880567,17.17409,16.876138,
699.9373,17.040633,17.983747,17.145944,17.016253,17.042812,17.3125,16.93063,17.447806,17.041556,17.145944,16.746565,
700.2189,16.789489,17.888863,17.174944,16.850682,16.812897,17.138863,16.866761,17.375397,16.914886,17.055568,16.644091,
700.5005,16.748365,17.653797,17.491491,16.748365,16.39447,16.8125,16.928174,16.90625,16.313318,17.076733,16.61322,
700.7820,16.912749,17.90981,17.230504,16.969371,16.622683,16.737003,16.853187,16.934561,16.297186,16.71519,16.78481,
701.0636,17.078583,17.992649,16.90763,17.161306,16.949907,16.5625,16.866269,17.043657,16.397519,16.571231,16.963694,
701.3452,17.28125,17.740258,16.758027,17.013481,17.054473,16.690931,16.835723,17.15625,16.5837,16.609804,17.023223,
701.6267,17.244631,17.479984,16.825192,16.744631,16.994631,17.106442,16.8125,17.163574,17.202147,16.604984,17.014647,
701.9083,17.118378,17.319122,16.962128,16.618378,16.881622,17.283109,16.898583,17.200744,17.289731,16.563314,17.115474,
702.1898,17.075987,17.391119,16.978948,16.64704,16.882566,17.400329,17.230592,17.220394,17.425658,17.090461,17.353948,
702.4714,17,17.598972,17.166693,16.828005,16.817802,17.322783,17.192481,17.098972,17.375,17.286311,17.416373,
702.7530,16.963811,17.625,17.214226,16.611844,16.963811,17.053453,16.81333,17.088811,17.361429,17.009047,16.861844,
703.0345,16.753827,17.621173,17.16454,16.74171,16.76148,17,17.21046,16.855866,17.277423,17.077807,16.98023,
703.3161,16.809431,17.606275,16.984344,16.903119,16.862537,17.009394,17.343688,16.721881,17.246869,17.196894,17.068762,
703.5976,17.103928,17.709002,16.855935,16.867689,17.028813,17.091313,17.064937,16.769495,17.199255,17.264192,17.120126,
703.8792,17.605958,17.58503,16.987792,16.77253,16.980816,17.059012,17.118166,17.006976,16.972238,17.060756,17.0625,
704.1608,17.811448,17.426977,16.784407,16.626052,16.653093,17,17.532302,17.129209,17.03125,17.032302,17.067762,
704.4423,17.777268,17.124276,16.873552,16.655164,16.567568,16.999638,17.559966,17.249276,17.031612,17.062862,17.21875,
704.7239,17.441097,17.063154,16.751308,16.563481,16.995422,16.969077,17.346039,17.188154,17.062173,17.093423,17.21875,
705.0055,17.4375,16.971794,16.870941,17.167206,17.423294,16.484985,17.464691,17.489853,17.274147,16.730926,16.432632,
705.2870,17.526147,17.146044,16.756804,17.157951,17.082913,16.616495,17.321005,17.293157,17.103956,16.482358,16.524446,
705.5686,17.38693,17.358298,16.692272,17.040794,17.091364,16.942503,17.052725,17.079202,17.180342,16.382158,16.848753,
705.8501,17.431361,17.375,16.828401,17.115791,17.206471,17.025111,17.087611,17.03432,17.243861,16.600442,16.84682,
706.1317,17.190019,17.155016,17.008738,17.289988,17.163754,17.361225,17.066252,17.251234,17.414988,17.092465,16.926244,
706.4133,17.236701,17.232268,17.138518,17.205232,16.807629,17.272165,17.089317,17.603054,17.544768,17.478054,16.964317,
706.6948,17.380687,17.328412,17.313074,17.213637,16.776137,17.380687,16.910789,17.65625,17.431813,17.296014,17.151711,
706.9764,17.508086,17.445586,17.369209,17.065996,16.908545,17.609923,16.925918,17.478036,17.329873,17.097246,17.391173,
707.2579,17.060389,17.320057,16.904139,16.956903,16.838371,17.681032,17.036629,17.164896,16.990332,16.889025,17.66054,
707.5395,16.985713,17.329463,16.949997,17.178566,16.95714,17.783927,16.99018,16.997323,16.83393,17.036603,17.525897,
707.8211,17.046865,17.367182,16.953135,17.25,17.09373,17.835932,16.851588,16.851588,17.023392,17.070318,17.257858,
708.1026,17.08526,17.39776,16.869221,17.158961,17.261558,17.456835,16.903539,16.653182,17.435146,16.948701,17.028182,
708.3842,17.336722,17.295808,16.689132,16.970382,17.3125,17.246235,16.849147,16.483308,17.540412,16.707455,16.990838,
708.6658,17.480337,17.164327,16.689255,16.841995,17.333918,17.261587,17.026684,16.587428,17.338485,16.560745,17.171347,
