,Live Spectrum 10-11-2023 10:22:00 - Spikes removed,Live Spectrum 10-11-2023 10:22:01 - Spikes removed,Live Spectrum 10-11-2023 10:22:03 - Spikes removed,Live Spectrum 10-11-2023 10:22:07 - Spikes removed,Live Spectrum 10-11-2023 10:22:10 - Spikes removed,Live Spectrum 10-11-2023 10:22:12 - Spikes removed,Live Spectrum 10-11-2023 10:22:14 - Spikes removed,Live Spectrum 10-11-2023 10:22:16 - Spikes removed,Live Spectrum 10-11-2023 10:22:18 - Spikes removed,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
490.1741,16.932129,17.016489,16.722393,17.615798,17.102952,17.183857,17.233323,17.39532,17.009202,
490.4556,16.659345,17.237534,16.793758,17.209294,17.268784,16.631148,17.387508,17.049949,16.934362,
490.7372,16.615458,16.90005,16.8125,16.879295,17.34375,16.905532,16.9938,17.415074,17.210161,
491.0188,16.560399,16.826419,16.963236,16.920169,17.236081,17.038865,16.834034,17.560399,17.279149,
491.3003,16.403109,17.045855,16.839039,16.883323,17.102073,17.170855,16.886464,17.360395,17.228643,
491.5819,16.407281,17.167354,16.644114,16.801396,16.935437,17.25,16.927427,17.175364,17.07051,
491.8634,16.4375,17.145511,16.803696,16.487325,16.770027,17.480941,16.958495,16.873064,16.685081,
492.1450,16.250216,17.229047,17.155963,16.510225,16.822797,17.489703,16.96875,16.687572,16.53125,
492.4266,16.46557,17.301871,17.095658,16.985556,16.936864,17.190044,17.009993,16.553143,16.613735,
492.7081,16.992751,17.516806,16.570958,17.432667,16.989181,16.878625,17.092542,16.459139,16.717542,
492.9897,17.066078,17.058362,17.03181,17.319655,16.757155,17.084806,16.841681,17.166035,16.911897,
493.2713,17.020041,16.830163,17.245924,17.227582,16.604959,16.909306,16.627378,17.442255,16.699388,
493.5528,17.011408,16.974209,17.017357,17.170633,16.732643,16.659225,16.59375,17.295633,16.213781,
493.8344,17.01964,17.10981,16.662539,16.908959,16.87142,17.135642,16.61339,17.112519,16.03125,
494.1159,17.089557,17.097943,16.558307,16.839557,16.983992,17.709599,16.625,16.992379,16.206171,
494.3975,17.163457,16.927901,16.766806,16.759629,17.03125,17.740401,16.663457,16.987978,16.485556,
494.6791,17.130444,16.824731,16.855981,16.782593,16.89812,17.332934,16.744556,17.152149,16.764917,
494.9606,17.074944,16.850112,16.84375,16.975392,16.71847,16.993358,16.724832,17.306418,16.837388,
495.2422,17.174044,17.283995,17.011066,17.006728,16.804976,16.813297,16.780453,17.195024,16.775319,
495.5237,17.176509,17.433891,17.143373,17.042241,16.814386,16.805118,16.917241,17.167241,16.933727,
495.8053,17.03424,17.25299,17.33777,17.09375,16.75,16.952662,16.950598,17.055382,17.008044,
496.0869,17.040465,17.133714,17.522536,17.183393,16.785857,17.156751,16.9375,16.991286,16.861178,
496.3684,17.09375,17.270777,17.438581,17.303108,16.883311,17.214595,16.848987,17.066655,16.763547,
496.6500,17.163646,17.40625,17.238906,17.396172,16.885078,17.135078,16.728828,17.128698,16.942214,
496.9316,17.184265,17.147611,16.983824,17.265074,16.826507,16.955809,16.756471,17.104522,17.162721,
497.2131,17.190267,16.784422,16.72469,17.24406,16.676431,16.775715,16.8125,17.079509,17.031655,
497.4947,17.101346,16.891058,17.144931,17.243118,16.763764,16.836154,16.946676,16.724767,16.891772,
497.7762,17.033065,17.126815,17.527619,17.007456,17.036696,16.970565,16.996369,16.40625,16.988913,
498.0578,17.095081,17.270285,17.436169,16.858709,17.173872,16.951128,16.872337,16.569157,17.127663,
498.3394,17.221277,17.423139,17.342065,16.84375,17.170611,16.858111,16.892731,16.782935,17.203546,
498.6209,17.344098,17.421353,17.297049,17.064936,17.061804,16.8125,17.000348,17.191328,17.155554,
498.9025,17.297254,17.343902,17.250303,17.234602,16.953352,16.843598,17.03125,17.577898,17.078201,
499.1840,17.17286,17.144236,17.065126,17.202797,16.890953,16.767923,16.862986,17.625,17.123687,
499.4656,17.049791,16.953708,16.922458,17.1285,16.950209,16.716417,16.522041,17.640042,17.307834,
499.7472,16.998318,17.085341,16.994955,16.957329,17.179091,16.796034,16.535944,17.523193,17.171386,
500.0287,17.002202,17.206428,17.108274,16.875,17.300178,16.783452,16.837143,17.360476,16.991191,
500.3103,17.011533,17.141989,17.196306,16.946306,17.192956,16.864089,16.894717,17.329489,17.182044,
500.5919,17.230449,17.138996,17.155289,17.157211,17.069017,17.013996,16.773771,17.326496,17.236004,
500.8734,17.382589,17.142522,16.821539,17.353683,17.027456,17.003794,16.605133,17.09665,17.177567,
501.1550,17.191385,17.071171,16.620664,17.419707,17.089414,16.982207,16.526914,16.767793,17.017342,
501.4365,16.978513,17.013184,16.840828,17.305659,17.032711,17.026368,16.575684,16.842289,16.769527,
501.7181,17.061152,17.005433,17.235744,17.021732,16.841707,17.075409,16.735744,16.904207,16.508823,
501.9997,17.382292,16.728774,17.349088,17.140237,16.813152,17.144271,16.672263,17.128258,16.722659,
502.2812,17.444803,16.38735,17.2311,17.420104,16.856852,17.243449,16.256551,17.383807,17.219502,
502.5628,17.191837,16.466581,17.213801,17.165536,16.78125,17.293316,16.21875,16.978036,17.088801,
502.8443,16.98822,16.597841,17.062006,17.137274,16.828372,17.32428,16.371896,16.961555,17.01947,
503.1259,17.083672,16.771172,16.848789,17.346976,17.009679,17.355242,16.739922,17.31714,17.057461,
503.4075,17.337257,17.002354,16.727597,17.283036,17.198701,17.408604,16.926299,17.504139,17.201055,
503.6890,17.38296,17.051592,16.752948,16.975236,17.262382,17.457842,16.797171,17.278302,17.303066,
503.9706,17.260026,16.956965,16.906836,16.823112,17.333138,17.416276,16.477017,17.20931,17.311914,
504.2521,17.270319,16.874382,16.96875,16.946887,17.188735,17.45751,16.683176,17.322814,17.064353,
504.5337,17.30491,17.060077,16.948724,17.176276,16.997577,17.564923,17.482397,17.293686,16.727551,
504.8153,17.088284,17.294304,17.042183,17.247878,17.173547,17.418081,17.225115,17.138953,16.802791,
505.0968,16.918693,17.437213,17.334346,17.321904,17.262443,17.318578,17.03125,17.068865,16.743635,
505.3784,16.902286,17.064129,17.285214,17.334655,17.100511,17.151119,17.013059,17.192631,16.65625,
505.6600,17.012673,16.643577,17.201181,17.259793,16.759793,17.044931,16.986319,17.28125,16.682604,
505.9415,17.201242,16.641377,17.130836,17.133471,16.726656,16.940701,16.955008,17.230422,16.75,
506.2231,17.40625,17.035367,17.038033,17.123628,17.057089,16.813872,16.75,17.061128,16.798934,
506.5046,17.210314,17.108726,16.90605,17.133137,17.179563,16.953275,16.679463,16.874701,16.843451,
506.7862,16.707685,16.62027,16.703716,17.384882,17.054983,17.138851,16.573986,16.668919,16.592567,
507.0678,17.055076,16.94245,16.663444,17.197169,17.016862,17.310025,16.978188,17.021351,16.709081,
507.3493,17.316277,16.722527,16.701237,17.111263,16.955013,17.330698,17.25996,17.440592,16.801855,
507.6309,17.22529,16.592298,16.795783,17.095202,16.893169,16.997096,17.39971,17.549419,16.894621,
507.9124,17.287261,16.48117,16.98738,17.22496,16.83133,16.712739,17.325319,17.444109,16.95012,
508.1940,17.390481,16.543005,17.097764,17.232368,16.798882,16.650661,17.130877,17.183486,16.933774,
508.4756,17.148704,16.654714,17.277711,17.10637,16.875,17.070046,17.161792,17.009081,17.198584,
508.7571,16.937522,16.916681,17.447887,16.921842,16.911433,17.265614,17.135453,16.911455,17.223977,
509.0387,16.795844,16.8125,17.646521,17.127062,17.020779,17.34375,16.943106,16.986147,17.069426,
509.3203,16.884045,16.862246,17.544004,16.941616,16.593343,17.294004,17.240142,17.245478,16.91941,
509.6018,16.958388,17.15625,17.212401,16.789605,16.414605,16.954046,16.766546,17.273059,16.870987,
509.8834,17.063106,17.121775,16.957258,16.866733,16.503225,16.629436,16.484072,17.586695,17.25,
510.1649,16.854193,16.885443,16.864557,17.027769,16.774367,16.451424,16.621599,17.291614,17.197784,
510.4465,16.918725,16.984396,16.790638,17,16.959362,16.565629,16.840621,17.090579,16.746829,
510.7281,16.75,17.138875,16.8861,17.0111,16.8528,16.6104,16.793075,16.761825,16.4597,
511.0096,16.745163,17.24981,16.975816,17.132255,16.608071,16.798179,16.571984,16.552826,16.704429,
511.2912,16.673083,16.856464,16.68544,17.200214,16.398012,16.995881,16.326917,16.449857,16.918607,
511.5727,16.472147,16.595448,16.669836,16.935802,16.298233,16.940897,16.548233,16.636888,17.10394,
511.8543,16.540593,16.622331,16.92627,16.940952,16.605762,17.001335,16.842415,16.853093,17.28125,
512.1359,16.758719,16.575094,17.383719,17.728438,16.893407,17.03125,16.813469,17.057656,17.280281,
512.4174,17.032451,16.973554,17.650245,18.025845,17.469951,17.029448,16.846152,16.900245,17.246997,
512.6990,17.09168,17.2199,17.34375,17.74816,17.528721,16.93589,16.97105,16.59398,17.0949,
512.9806,16.813786,17.374285,17.34375,17.501143,17.189072,16.719751,17.279821,16.624857,17.249285,
513.2621,16.628109,17.282804,17.374482,17.284877,16.972377,16.657286,17.342714,16.348413,17.25,
513.5437,17.080315,16.795581,17.283937,17.524085,16.847333,16.959793,16.342057,16.738356,16.885748,
513.8252,17.363521,16.931123,17.011479,17.441326,17.203444,17.118623,16.282525,17.049745,16.994898,
514.1068,17.611739,17.233424,16.763261,17.4375,17.396305,17.332147,16.429212,17.358424,17.147962,
514.3884,17.420544,17.571288,16.837624,17.495916,17.55229,17.402166,16.612748,17.462624,17.419122,
514.6699,16.916287,17.536107,16.699643,16.952394,17.274286,16.887465,16.82675,17.295822,17.523964,
514.9515,16.789703,17.445953,16.659068,16.735655,16.965676,16.587858,16.929047,17.252818,17.41752,
515.2330,16.865374,17.129046,16.572126,16.606585,16.965541,16.33817,16.71317,17.25,17.013673,
515.5146,17.040887,16.872568,16.590148,16.510807,17.134637,16.146613,16.521613,17.222352,16.885807,
515.7962,16.980744,16.952758,16.511994,16.690764,16.965486,17.324091,16.091219,16.809969,16.357211,
516.0777,16.915042,16.673355,16.526854,16.826166,17.018062,17.338875,16.111812,17.099103,16.442375,
516.3593,17.064973,16.651454,16.66352,16.84375,16.925434,17.18023,16.230816,17.15625,16.627473,
516.6409,17.119801,16.890713,16.6875,16.869801,16.958353,17.390713,16.380257,16.947838,16.65625,
516.9224,17.04806,16.911853,16.892674,17.362289,16.917456,17.642674,16.688365,16.521548,17.015305,
517.2040,17.03125,16.754811,17.03846,17.292071,17.00721,17.78846,16.598561,16.235581,17.11899,
517.4855,16.73328,16.693919,17.3853,17.324492,17.279558,17.738008,16.463177,16.386146,17.323646,
517.7671,16.753928,16.956114,17.664106,17.294911,17.490267,17.498975,16.120047,16.535178,17.497097,
518.0487,17.093327,16.959232,17.142607,17.497304,17.435226,17.293464,16.847452,16.514488,17.579262,
518.3302,16.880827,17.149812,17.039521,17.420959,17.217528,17.25,17.258882,16.5,17.357848,
518.6118,16.711733,17.334611,17.155189,17.212794,17.086733,17.296345,17.358845,16.430483,17.049527,
518.8933,16.459978,17.056469,17.278509,17.065241,17.199013,17.449013,17.352248,16.429002,16.854989,
519.1749,16.41966,16.89284,17.24551,17.03125,17.093691,17.58932,17.098121,16.593809,16.90182,
519.4565,16.481311,17.028338,17.328277,17.009345,16.834101,17.625,16.956189,16.700061,17.068933,
519.7380,16.779224,17.072271,17.460915,16.957042,16.814436,17.474649,17.023415,16.761708,17.167958,
520.0196,16.9694,16.70465,17.5421,16.83225,17.13845,17.3852,17.1888,16.8023,17.20855,
520.3012,16.463906,16.593107,16.861454,16.533822,17.07506,17.106953,17.04381,16.998071,17.074417,
520.5827,16.288429,16.746115,16.580744,16.648481,17.069679,16.908192,16.9375,17.154308,16.919256,
520.8643,16.501755,16.891502,16.625,17.038008,17.223753,16.894751,17.056004,17.246752,16.736746,
521.1458,16.555124,16.99544,16.740879,17.24544,17.33919,16.751744,17.18294,17.165371,16.71419,
521.4274,16.512376,17.201113,16.944616,17.262376,17.431621,16.731745,17.313118,16.88614,16.938737,
521.7090,16.481568,17.349364,17.086546,17.139408,17.37659,16.818114,17.338136,16.676272,17.136228,
521.9905,16.540703,17.375,17.178965,16.954571,17.168594,16.861738,17.276524,16.732929,17.079571,
522.2721,16.716546,17.304831,17.148581,16.945169,17.009873,16.945169,17.179831,16.970381,17,
522.5536,16.93216,17.25,16.97409,17.102566,17.020033,17.188037,17.090811,16.734771,16.948717,
522.8352,16.898097,17.316577,16.991509,17.270721,17.045856,17.260529,16.929347,16.520721,16.789741,
523.1168,16.651715,17.342616,17.045174,17.262791,16.934099,16.944622,16.618197,16.771861,16.622732,
523.3983,16.4683,17.328238,16.763937,17.1875,16.7808,16.608587,16.4375,16.953238,16.578238,
523.6799,16.421531,17.374312,16.409001,17.034689,16.71875,16.484719,16.315251,16.938188,16.746561,
523.9615,16.541258,17.391427,16.340541,16.889823,16.733573,16.542863,16.335726,16.861782,17.084122,
524.2430,16.641888,17.274466,16.377526,16.733905,16.793086,16.682448,16.557448,16.898672,17.367422,
524.5246,16.597201,17.170149,16.274253,16.559049,16.84375,16.75,16.638899,17.125095,17.454851,
524.8061,16.804325,17.174065,16.536802,16.714662,16.521317,16.870912,16.844336,17.334989,17.168806,
525.0877,17.073128,17.15625,16.870321,16.862032,16.09375,16.953442,17.249365,17.172827,16.799532,
525.3693,16.975002,17.118753,16.625005,16.731258,16.118748,16.756256,17.393755,16.743757,16.843745,
525.6508,16.889387,17.122641,16.507194,16.538444,16.204363,16.637028,17.07677,16.629835,16.901415,
525.9324,16.858721,17.322748,16.457195,16.488445,16.535466,16.737137,16.703779,16.791498,16.889971,
526.2139,16.959661,17.51108,16.415339,16.524152,17.013071,16.930402,16.713643,17.068473,16.96875,
526.4955,17.074223,17.457027,16.43862,16.75224,17.136163,17.09487,16.97043,17.196983,16.926337,
526.7771,17.279496,17.251754,16.623246,17.07087,17.198501,17.198501,17.065131,17.033004,16.874123,
527.0586,17.116951,17.15393,16.740357,17.24768,17.117677,16.982671,16.81714,16.90625,16.927857,
527.3402,16.532872,17.264551,16.645468,17.257538,17.04041,16.721994,16.751622,16.787167,16.869609,
527.6217,16.748226,17.366325,16.494776,17.038248,17.157927,17.144028,16.949626,16.430598,16.746549,
527.9033,16.898062,17.34375,16.611629,16.787936,17.414438,17.470253,17.046124,16.266376,16.672626,
528.1849,16.890398,17.274458,16.757699,16.741847,17.391305,17.524005,17.015398,16.39719,16.741847,
528.4664,16.923084,17.112956,16.694753,16.826916,17.235584,17.341377,17.033668,16.728331,16.8125,
528.7480,16.881715,17.368545,16.439825,16.875,17.09349,17.037705,16.917355,16.988895,16.805785,
529.0296,16.92491,17.77458,16.61848,16.85634,16.76244,16.69387,16.83753,17.07494,16.73771,
529.3111,16.965662,17.936139,16.992549,16.786973,16.881177,16.610919,16.823946,17.125,16.671238,
529.5927,16.802052,17.130319,17.588337,16.849069,17.203172,16.666604,16.848879,17.125,16.972321,
529.8742,16.745277,17.307777,17.179152,17.04542,17.262357,16.619178,16.699857,17.129723,17.124214,
530.1558,16.701869,17.27703,16.755928,17.112339,17.135148,16.971263,16.602191,17.135148,17.197648,
530.4374,16.597466,17.231422,16.623474,17.008957,17,17.228371,16.685974,16.985138,17.051353,
530.7189,16.625,17.106585,16.866211,16.846959,17,17.537668,16.915876,16.90067,16.962332,
531.0005,16.6385,17.22415,17.0598,16.8885,17.0216,17.564049,17.0108,17.1439,16.91705,
531.2820,16.792197,17.287818,17.026871,17.026871,17.258758,17.230295,17.116242,17.359076,17.042197,
531.5636,16.969361,17.333078,16.997257,16.963719,17.354878,16.978811,16.986585,17.530639,17.180793,
531.8452,17.521951,16.599562,17.494188,16.901735,17.003487,17.167874,16.75,16.965263,17.068312,
532.1267,17.275436,16.750646,17.342458,16.836078,17.091166,17.470042,16.754522,16.876938,17.223272,
532.4083,16.999362,16.780867,17.28125,17.135585,16.96875,17.530612,16.969772,16.968878,17.437117,
532.6899,16.845713,16.688678,17.28125,17.070351,16.96875,17.376963,17.21561,16.999607,17.344928,
532.9714,16.540397,16.353812,17.068903,16.910823,17.150762,16.980641,17.158079,17.151677,17.313415,
533.2530,16.471627,16.462995,17.032689,17.442853,17.245684,16.73026,17.007194,17.126439,17.223066,
533.5345,16.380894,16.673748,17.148391,17.615177,17.045002,16.630894,17.029285,17.095715,17.101609,
533.8161,16.461273,16.888803,17.38631,17.193637,16.973735,16.941333,17.060008,17.237538,17.036235,
534.0977,16.892168,16.849794,17.321566,16.817515,16.771155,16.884066,16.921361,17.108861,17.454668,
534.3792,16.882107,16.926839,17.229411,16.753554,16.943874,17.041178,17.100124,17.121446,17.555393,
534.6608,16.712022,16.964663,17.21875,17.075955,17.213216,17.198315,17.043511,17.206489,17.481011,
534.9423,16.660872,16.995378,16.899218,17.098372,17.090234,16.925846,17.004622,17.245378,17.202474,
535.2239,16.891065,16.973909,16.739388,17.067659,16.853776,16.979362,16.817366,17.171728,17.182341,
535.5055,16.886397,17.045405,16.71875,17.139155,16.582536,17.178861,16.602389,17.028492,17.468567,
535.7870,16.674914,17.287597,17.168943,16.956164,16.831379,17.268771,16.812607,17,17.256132,
536.0686,16.478191,17.270346,17.648271,16.881782,17.101995,16.938697,17.070745,17.097872,16.771543,
536.3502,16.557118,16.98684,17.080139,17.233854,17.658646,17.035139,17.220694,16.766146,16.99118,
536.6317,16.476863,17.069891,16.898377,17.180109,17.672236,17.023618,17.109736,16.983532,16.74309,
536.9133,16.369012,17.170658,16.814933,17.102171,17.419537,17.045658,16.879867,17.550334,16.465196,
537.1948,16.722497,17.1875,16.892646,16.982354,17.187795,17.173896,16.834779,17.941542,16.673601,
537.4764,17.092275,17.057135,16.9375,16.828863,17.081545,17.088385,16.604748,17.661883,16.998525,
537.7580,17.29337,16.936478,16.958674,16.929468,17.083674,16.967728,16.60587,17.034173,16.966706,
538.0395,17.075708,17.009343,16.721327,17.041237,17.114369,16.896263,16.80058,16.998067,16.926869,
538.3211,16.576394,17.20293,16.573689,17.022377,17.165123,16.915123,16.975307,17.494979,16.997684,
538.6026,16.648036,16.891199,16.679515,16.941492,17.050982,16.878992,17.089758,17.231186,16.894732,
538.8842,16.793558,16.65625,16.674233,16.90625,17.082401,16.976343,17.011349,16.975384,16.850384,
539.1658,16.818009,16.766526,16.661759,17.016526,17.303285,17.117638,16.753706,17.275691,16.819862,
539.4473,16.825935,16.897195,16.6875,17.378792,17.40625,17.263141,16.66063,17.308414,16.870326,
539.7289,16.743503,17.023746,16.670251,17.59375,17.389001,17.292003,16.704749,17.015009,16.989247,
540.0105,16.620775,17.160475,16.672931,17.326848,17.274912,17.25,16.768794,16.791593,16.947843,
540.2920,16.369158,17.267086,16.526381,17.077638,17.1875,17.298336,16.780276,16.815421,16.875,
540.5736,16.171959,17.374662,16.281756,17.155744,17.171959,17.359291,16.641216,16.983953,16.843919,
540.8551,16.395731,17.033375,16.591625,17.294903,17.006574,17.404935,16.830602,17.182241,17.111852,
541.1367,16.685036,16.680107,17.160786,17.286179,17.016464,17.365536,17.041107,17.283714,17.451893,
541.4183,16.71875,16.808883,17.381582,17.274016,17.301648,17.198352,16.75427,17.09802,17.454934,
541.6998,16.652559,16.856988,17.349606,17.370226,17.366535,17.027559,16.522785,16.945965,17.516929,
541.9814,16.48655,16.925633,17.086234,17.393592,17.198575,16.912183,16.430775,16.949367,17.599683,
542.2629,16.41123,16.939617,16.90127,17.41123,17.007097,16.862923,16.459537,16.790463,17.393426,
542.5445,16.595177,16.832257,16.91271,17.480243,17.03771,16.80927,16.478816,16.472356,17.09052,
542.8261,16.921583,16.845225,17.194875,17.543633,17.243517,16.760908,16.204892,16.0908,17.118517,
543.1076,16.990819,17.071396,17.355497,17.408246,17.261747,16.729642,16.423757,16.247434,17.167712,
543.3892,16.728483,17.425716,17.013834,17.055541,16.920084,16.732065,17.097851,16.754101,16.986166,
543.6708,16.814002,17.487036,16.933679,16.791146,16.830786,16.987036,17.005322,16.606714,17.066321,
543.9523,16.994404,17.471391,17.034205,16.542757,16.883551,17.039801,17.102301,16.571051,16.957243,
544.2339,17.10229,17.27271,17.196621,16.711955,16.898292,17.02271,17.125,16.681287,16.955161,
544.5154,17.196662,17.126799,17.450427,16.933902,16.897088,16.898887,17.125,16.944863,17.391692,
544.7970,17.125,17.078612,17.553154,17.145298,17.009346,16.902064,17.152064,17.009346,17.75,
545.0786,17.137335,17.317843,17.369244,17.24342,17.168585,17.043173,17.287006,17.125412,17.72533,
545.3601,17.220905,17.588182,17.207615,17.304777,17.257723,17.207615,17.48204,17.055675,17.641703,
545.6417,17.330308,17.577397,17.15625,17.095205,17.4375,17.151284,17.642808,17.297603,17.768408,
545.9232,17.054488,17.647525,17.15625,16.915688,17.415688,17.094463,17.345176,17.188213,18.005076,
546.2048,16.793713,17.574963,17.14122,16.792522,17.247433,16.902493,16.931176,17.01503,17.772359,
546.4864,16.665702,17.434349,17.018647,16.875,17.015754,16.878151,16.662552,17.143905,17.234246,
546.7679,16.752543,17.39608,16.913878,16.882628,17.194388,16.913878,16.713665,17.309957,17.116633,
547.0495,16.775452,17.300577,17.001933,16.959087,17.632731,17.003865,16.667846,17.271587,17.373067,
547.3310,16.695427,17.597714,17.037856,16.805894,17.744715,17.063821,16.84375,17.121036,17.330538,
547.6126,16.881373,17.689624,17.179003,16.664039,17.61013,17.09375,16.84729,17.022753,17.021337,
547.8942,17.156063,17.780596,16.812126,17.000187,16.96875,17.094124,16.999813,16.656063,16.594497,
548.1757,17.094796,17.56616,16.689592,17.061454,16.96875,17.216658,16.938546,16.594796,16.839567,
548.4573,17.394842,17.20119,16.597172,17.273264,17.059078,17.21875,16.666517,16.684078,17.20506,
548.7389,17.052374,17.128521,16.56426,17.104312,17.150969,16.864874,16.479312,16.864438,17.366198,
549.0204,17.088987,17.153869,17.024398,17.266962,17.271724,16.757144,16.901779,16.932737,17.230657,
549.3020,17.404456,17.128004,17.175484,17.168266,17.111774,16.89123,17.022238,16.79627,17.190504,
549.5835,17.492744,17.042135,17.021769,17.294359,16.762289,16.989115,17.307468,16.670763,17.297987,
549.8651,17.203044,17.004254,16.892016,17.285504,16.44879,16.838024,17.61371,16.575262,17.3125,
550.1467,17.314462,17.237318,17.27053,17.492199,16.828149,16.759763,17.207983,16.773449,17.101551,
550.4282,17.31801,17.384209,17.446709,17.351071,17.189388,16.852959,17.227959,16.83824,17.371378,
550.7098,17.186953,17.40625,17.343203,17.186953,17.375547,17.025656,17.124453,16.84375,17.412391,
550.9913,17.229682,17.332818,17.043249,17.107295,17.136999,17.233842,17.118227,17.015092,17.185953,
551.2729,17.321532,17.217124,16.706467,17.260657,16.871749,17.138187,17.196532,17.277095,17.268063,
551.5545,17.459794,17.233918,16.601791,17.289291,16.835709,17.070541,17.079497,17.297332,17.405336,
551.8360,17.071126,17.430579,16.842046,17.326395,16.821178,16.927066,16.828099,17.190961,17.279494,
552.1176,16.993987,17.763211,17.156843,17.19021,16.680894,16.831131,16.684197,16.936907,16.867802,
552.3992,17.35067,16.87415,17.207411,16.762991,16.816652,17.217099,16.869197,16.992813,16.931697,
552.6807,17.561961,16.323636,17.042925,16.779632,17.030172,17.468211,16.989404,17.124461,16.948636,
552.9623,17.353618,16.401316,17.008772,17.095121,17.173794,17.419956,17.060033,17.116228,17.026316,
553.2438,16.870146,16.526851,16.934415,17.199383,17.276851,17.355633,17.151851,17.209951,17.268052,
553.5254,16.618807,16.805877,16.893721,17.206221,17.200172,17.34375,17.093893,17.449742,17.487328,
553.8070,16.84679,17.041047,17.050844,17.200676,17.106926,17.397973,17.049324,17.598649,17.399832,
554.0885,17.170656,17.198304,17.40021,17.274629,17.302859,17.263243,17.079926,17.572723,17.350953,
554.3701,17.197371,17.214147,17.677629,17.360526,17.602956,17.057897,16.993096,17.464147,17.691437,
554.6516,17.108876,17.059505,17.314646,17.358876,17.380141,17.225739,17.01912,17.615865,17.711761,
554.9332,17.109221,17.09252,16.952664,17.359221,17.108914,17.205431,17.186885,17.642316,17.484529,
555.2148,17.139817,17.278017,17.044451,17.212014,17.082166,17.131736,17.25,17.305764,17.394666,
555.4963,17.15625,17.272945,17.221199,17.130377,16.745102,17.59572,17.306644,17.096678,17.128407,
555.7779,17.129243,17.1875,17.442519,17.290511,16.234944,17.910493,17.415511,17.116515,16.79822,
556.0595,17.080905,17.200345,17.50556,17.44651,16.0972,17.733705,17.507285,17.251725,16.65625,
556.3410,17.08687,17.316228,17.432196,17.61812,16.451837,17.53125,17.391913,17.416859,16.753728,
556.6226,17.148046,17.549412,17.305861,17.748435,16.787889,17.738667,17.021291,17.49668,16.975389,
556.9041,17.230941,17.546318,16.981157,17.667327,16.92797,17.713645,16.81117,17.198577,17.245792,
557.1857,17.210543,17.301641,16.52238,17.300315,17.029924,17,16.790783,16.872348,17.541446,
557.4673,16.98094,17.34375,16.336881,17.506869,17.242018,17.01906,16.85594,17.172649,17.600619,
557.7488,16.97295,17.299437,16.276588,17.567162,17.393187,17.124538,16.8834,17.263525,17.696363,
558.0304,17.128051,17.097368,16.384719,17.5,17.314025,17.314025,17.046112,17.226944,17.710556,
558.3119,17.37269,16.90394,16.545143,17.462381,17.368631,17.421298,17.007524,17.227429,17.649881,
558.5935,17.514534,17.155421,16.769728,17.288932,17.284261,17.496159,17.010693,17.211068,17.490136,
558.8751,17.306673,17.449153,17.124294,17.130827,17.400071,17.581391,16.9375,17.412429,17.281956,
559.1566,17.128724,17.716969,17.325453,17.237208,17.292422,17.536755,16.854922,17.398964,17.047766,
559.4382,17.024148,17.494886,17.103409,17.055398,16.969035,17.533523,16.46875,17.199432,17.091193,
559.7198,17.201929,17.071016,17.123029,17.220721,17.333263,17.325169,16.497818,17.081292,16.910403,
560.0013,17.489577,16.715276,16.899302,17.454871,17.458327,16.982629,16.697923,17,16.968768,
560.2829,17.378305,16.6875,16.829777,17.585366,17.330287,16.840955,16.792428,17,17.215955,
560.5644,17.076842,16.700181,16.700181,17.485206,16.866546,16.808273,16.904137,16.991546,17.168479,
560.8460,16.840888,16.876431,16.889311,17.271233,16.762879,16.768604,16.873569,16.866414,16.923423,
561.1276,16.784239,16.901766,17.197215,17.058764,17.035734,17.157745,16.840761,16.686005,17.290218,
561.4091,16.904944,16.717941,17.593439,16.906437,17.217568,17.217133,16.720118,16.625249,17.654384,
561.6907,16.263109,16.320615,17.440621,16.998127,16.636861,16.422481,17.392516,16.747503,16.737478,
561.9722,16.519442,17.031011,16.868679,16.970062,16.744752,16.166746,16.807491,16.75,16.838502,
562.2538,16.765241,17.384237,16.551262,16.939501,16.954742,16.302494,16.576508,16.720751,16.785252,
562.5354,16.866925,17.292016,16.674042,16.794708,17.254334,16.769435,16.762409,16.661633,16.667016,
562.8169,16.652067,17.253383,17.4399,16.78125,17.643517,16.840367,16.809117,16.628383,16.461183,
563.0985,16.625,17.521736,17.694292,16.889945,17.497284,16.517666,16.649458,16.597826,16.491847,
563.3801,16.598521,17.668417,17.215643,17.171043,17.177478,16.415791,16.889793,16.911502,16.844231,
563.6616,16.696885,17.661716,16.686678,17.296101,16.764029,16.560952,17.478957,16.96875,17.215654,
563.9432,16.618403,17.631163,17.396526,17.136893,17.063801,17.020225,17.468316,16.717883,16.980209,
564.2247,16.666916,17.405503,17.42303,17.09375,16.961142,17.198166,17.26678,16.82697,16.955027,
564.5063,16.971769,17.225305,17.303933,16.85686,16.953628,17.100305,17.100305,17.064512,16.992439,
564.7879,16.993535,17.04957,17.626074,16.758262,17.129668,17.0625,17.154453,17.033047,17.022988,
565.0694,16.96875,17.044573,17.57171,16.995149,17.232073,17.040214,17.36579,17.156004,17.120395,
565.3510,16.990333,17.256747,17.478417,17.09375,17.055753,17.03125,17.523832,17.132418,17.307331,
565.6325,17.104392,17.552534,17.343479,17.219021,16.906115,17.114764,17.353716,17.156385,17.354122,
