,Live Spectrum 10-11-2023 10:22:00 - Spikes removed,Live Spectrum 10-11-2023 10:22:01 - Spikes removed,Live Spectrum 10-11-2023 10:22:03 - Spikes removed,Live Spectrum 10-11-2023 10:22:07 - Spikes removed,Live Spectrum 10-11-2023 10:22:10 - Spikes removed,Live Spectrum 10-11-2023 10:22:12 - Spikes removed,Live Spectrum 10-11-2023 10:22:14 - Spikes removed,Live Spectrum 10-11-2023 10:22:16 - Spikes removed,Live Spectrum 10-11-2023 10:22:18 - Spikes removed,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
630.3917,47.0836,46.074786,46.8953,47.237714,46.998664,46.963943,46.141293,46.247329,45.488514,
630.6732,47.122919,46.297923,46.564574,47.083328,46.235401,47.100001,45.972913,46.049997,45.452084,
630.9548,46.979747,46.494501,47.02401,46.470492,45.527493,46.705806,46.193067,45.933811,45.049556,
631.2364,46.672957,46.658501,47.429709,46.143958,45.025623,46.510042,46.03679,45.460872,44.917417,
631.5179,46.094355,46.616979,47.215042,45.991979,44.630751,46.133626,45.600938,45.046459,45.079979,
631.7995,45.82425,45.977509,46.282512,46.054498,44.772996,45.762003,45.242503,45.093498,45.058752,
632.0810,45.868436,45.252095,45.476886,46.348743,45.179888,45.69354,45.497905,45.15021,45.186452,
632.3626,45.746133,45.142326,45.356745,46.286511,45.34375,45.772122,45.963489,44.875929,45.3125,
632.6442,45.150784,45.351618,45.149583,45.650784,45.055833,45.575392,45.820147,44.704436,45.3125,
632.9257,44.29971,45.405336,44.407715,44.751465,44.6356,44.956874,45.015719,44.766995,45.216009,
633.2073,43.433409,44.628863,44.135455,44.28125,44.179432,44.471136,44.423864,44.294773,44.348409,
633.4888,42.767531,43.182603,43.941313,44.324368,43.760018,44.202527,44.08504,43.735627,43.502504,
633.7704,42.585323,42.541433,43.009129,44.131671,43.31408,43.729635,43.578476,43.651159,43.455232,
634.0520,42.580267,42.870715,42.114984,43.394596,42.475682,42.995087,43.10988,43.46119,43.260207,
634.3335,42.019998,42.786709,41.663881,42.533255,41.642992,42.071413,42.32832,42.804701,42.492201,
634.6151,40.656826,41.98547,41.537362,41.894949,41.159133,41.151061,41.093058,41.464829,41.40429,
634.8967,39.247491,41.386998,40.960886,41.17584,40.683093,40.259489,40.00854,40.096935,40.705192,
635.1782,38.774226,41.022364,39.659191,40.275876,39.994626,39.541787,39.372778,39.14127,40.144783,
635.4598,38.671287,40.02863,38.666958,39.174172,39.245368,39.402491,38.908263,39.089991,39.876443,
635.7413,37.744836,38.743735,38.494836,38.099085,38.92683,39.479591,38.039888,39.023884,39.383809,
636.0229,36.63658,37.737013,37.38658,38.071916,38.24605,38.998214,37.835092,38.205574,38.377733,
636.3045,35.729284,36.848455,36.659972,36.878582,37.114326,38.018469,37.157233,37.701756,37.387149,
636.5860,35.058929,36.09796,36.698088,35.342221,36.125639,37.092221,36.16467,37.109312,36.891965,
636.8676,34.759631,35.554955,35.875374,34.323148,35.427547,35.970141,35.128103,36.333475,36.032641,
637.1491,33.94774,35.034958,34.31665,34.138507,35.087659,35.100724,34.472458,34.943062,35.150159,
637.4307,33.502412,34.502303,33.269189,33.660857,34.415572,34.586404,33.922918,34.14408,34.548027,
637.7123,33.520342,34.073661,33.109417,32.939143,33.371968,34.07981,33.382791,33.626558,34.340718,
637.9938,33.292776,32.49366,32.788549,32.373591,32.697617,33.197617,33.508708,33.647797,33.669889,
638.2754,32.441681,32.220094,31.755077,32.312799,31.78573,32.28573,32.536029,33.283042,32.909983,
638.5570,31.288114,31.462575,30.872837,32.100771,31.418286,31.736804,31.291124,32.736804,31.817358,
638.8385,30.809099,30.438124,30.66739,31.358915,31.288676,31.63057,30.544558,31.954521,30.781874,
639.1201,30.267531,29.861281,30.313771,30.627542,31.33833,31.425221,30.014821,30.850273,29.976712,
639.4016,29.554273,29.424888,29.644459,29.814963,30.679273,30.880206,29.276586,29.919404,29.435579,
639.6832,28.744251,29.026167,28.730668,28.699085,29.869251,29.900168,28.463001,29.517334,28.838334,
639.9648,28.339219,28.423167,28.256008,28.271449,29.256378,29.126477,27.876108,29.54669,28.464219,
640.2463,27.803835,28.48839,27.936229,28.470021,29.181377,29.075381,27.730996,29.361483,28.607267,
640.5279,27.250565,28.167137,27.438065,28.264234,28.702016,28.63254,27.281815,28.56,28.340685,
640.8094,26.679993,27.851707,26.750386,27.953286,27.859857,27.703672,27.015721,27.383472,27.734729,
641.0910,26.3507,27.510425,26.517362,27.536468,27.44445,27.076399,26.810769,26.814243,26.975712,
641.3726,26.10752,27.123938,26.521716,26.863343,27.114405,26.611756,26.445972,26.71875,26.511121,
641.6541,25.885202,26.603585,26.239155,26.207721,26.791361,26.322702,25.83263,26.885661,26.176747,
641.9357,25.392254,25.82591,25.533421,25.599765,25.907042,26.109918,25.653785,26.84868,25.982453,
642.2173,24.811376,25.365882,25.007993,25.279202,24.8748,25.897132,26.032374,26.436376,25.91834,
642.4988,24.648673,24.86017,24.948231,25.21875,25.049234,25.409728,25.627534,26.090595,25.503478,
642.7804,24.635132,24.597412,25.08728,25.026733,25.420044,25.21228,25.10022,25.528685,25.044189,
643.0619,24.527332,24.492164,24.990204,24.542909,25.256809,25.148414,24.831995,24.940391,24.756809,
643.3435,24.200946,24.201715,24.575946,24.123975,24.935962,24.763446,24.341186,24.765753,24.435962,
643.6251,23.63946,23.88223,23.925048,23.895686,24.317842,24.470196,23.777916,24.63223,24.011568,
643.9066,23.17199,23.536087,23.275184,23.725046,23.590832,24.549908,23.387592,24.075322,23.539235,
644.1882,22.894398,23.114497,22.9868,23.563849,22.990846,24.581898,23.329201,23.303346,23.149248,
644.4697,22.774699,22.794352,23.055197,23.351053,22.507303,24.239907,23.462199,22.758055,22.857604,
644.7513,22.801001,22.891238,23.118505,23.092259,22.581985,23.66152,23.339011,22.784232,22.664502,
645.0329,22.770601,22.995818,22.957404,22.789808,22.777765,23.027765,22.721732,23.059015,22.603702,
645.3144,22.730402,22.42902,22.757412,22.634799,22.380559,22.640358,21.895917,22.612814,22.513505,
645.5960,22.535363,21.901558,22.410508,22.620453,22.080109,22.441902,21.638641,22.375145,22.361504,
645.8776,22.131951,21.721048,22.130802,22.498851,21.8044,22.431698,21.890051,22.53125,22.209502,
646.1591,22.084251,21.884499,21.896246,22.355497,21.715997,22.579249,21.734994,22.393493,22.035747,
646.4407,21.945007,21.76129,21.617842,22.078678,21.474395,22.396823,21.400605,21.79027,21.811744,
646.7222,20.969532,21.473661,21.429883,21.572963,21.341685,21.763951,21.588839,21.185435,21.670843,
647.0038,20.179442,21.0625,21.198258,21.290985,21.1875,21.273519,21.891812,21.026546,21.650196,
647.2854,19.792816,21.035512,20.94866,21.828734,21.191355,21.386973,21.265828,20.992289,21.899351,
647.5669,19.938155,20.837735,21.280074,21.48797,21.215743,21.23797,21.129183,20.943515,21.361139,
647.8485,20.563643,20.787729,21.545224,21.359883,21.176702,21.114202,20.868521,21.00216,20.941819,
648.1300,21.005248,20.892056,21.304628,21.153626,21.033874,20.956942,20.78781,21.033874,20.994752,
648.4116,21.115242,21.282644,21.121747,21.091427,21.088639,20.682389,20.934712,21.094679,20.868495,
648.6932,20.47678,21.373853,20.908927,20.939412,20.754206,20.347956,20.752294,21.155485,20.442853,
648.9747,20.528792,21.495084,20.606041,20.877458,20.629916,20.403792,20.629916,20.82602,20.4375,
649.2563,21.05639,21.120732,20.59375,20.641605,20.595826,20.435424,20.391605,20.462407,20.554198,
649.5378,20.61217,21.150407,20.225483,20.709985,20.310467,21.145706,19.865091,20.26753,20.590828,
649.8194,20.507535,21.101285,20.269947,20.581338,20.253768,21.081338,20.004877,20.332447,20.181514,
650.1010,20.606547,21.040476,20.387797,20.349406,20.356547,21.115774,20.057887,20.42366,20.04509,
650.3825,20.728166,20.902292,20.509416,20.364083,20.297625,21.331332,19.701419,20.179585,20.211791,
650.6641,20.325908,20.924893,20.281784,20.125534,20.35609,21.075641,19.55016,20.05016,20.225053,
650.9457,19.809017,20.744685,19.881323,19.917888,20.375,20.614369,19.699963,19.862537,19.953629,
651.2272,19.6875,20.338636,19.385871,20.154091,20.46803,20.337197,19.84303,19.765985,20.107576,
651.5088,20.046118,20.106682,19.160346,20.631031,20.701722,20.460559,19.650864,19.772414,20.50129,
651.7903,20.14436,20.342909,19.513259,20.608691,20.306711,20.4234,19.60564,19.78125,20.042612,
652.0719,19.917734,20.137124,19.894766,20.448344,19.927937,20.229914,19.56282,19.822703,19.573984,
652.3535,19.474479,19.730147,19.960233,20.227298,19.62503,19.997181,19.471599,19.784099,19.488634,
652.6350,19.167004,19.536627,19.670927,19.858427,19.290549,19.944332,19.456541,19.692877,19.461918,
652.9166,19.075551,19.572795,19.463603,19.323527,18.974263,19.713969,19.46875,19.492462,19.328308,
653.1981,19.097213,19.625,19.524284,18.941003,18.878463,19.513893,19.607604,19.236146,19.336784,
653.4797,19.058939,19.59197,19.577235,19.025417,19.005341,19.301818,19.636174,19.09197,19.307159,
653.7613,19,19.593848,19.343065,19.500979,19.281837,18.983934,19.531152,19.015478,19.250098,
654.0428,19.059332,19.802997,19.406829,19.664169,19.528082,18.799251,19.292336,19.413743,19.236751,
654.3244,19.250934,19.930037,19.606809,19.472015,19.649721,18.777985,19.104478,19.752331,19.299441,
654.6060,19.340487,19.738529,19.442445,19.358585,19.692445,18.86511,19.195708,19.430974,19.450653,
654.8875,19.200748,19.445995,19.504753,19.225374,19.631624,18.9375,19.176123,19.16381,19.38256,
655.1691,19.079106,19.05812,19.610356,19.198974,19.536382,18.903079,19.005132,18.950935,19.330315,
655.4506,18.872384,18.834423,19.382364,19.208115,19.416231,18.801211,18.90625,18.844404,19.500654,
655.7322,18.644592,18.966889,19.015381,19.207092,19.277038,18.787323,18.965027,18.847473,19.542908,
656.0138,18.830829,19.093957,18.915415,19.285832,19.125207,18.9375,19.102708,18.772499,19.302922,
656.2953,19.130657,19.24188,18.931342,19.334398,19.232528,18.94562,19.092518,18.922491,18.861222,
656.5769,18.990599,19.226033,18.497883,19.233316,19.013635,18.917768,18.956301,18.946901,19.072832,
656.8584,18.978698,19.237107,18.535733,19.261911,18.679091,18.724215,18.799607,18.791198,19.344732,
657.1400,18.65064,19.15945,18.34055,19.18189,18.41186,18.669879,18.817319,18.502409,19.429481,
657.4216,18.586809,19.059894,18.502168,19.146702,18.494787,18.927513,19.139322,18.732633,19.245226,
657.7031,18.347431,19.202996,18.679623,19.066181,18.824315,19.187243,19.191181,19.15625,19.159674,
657.9847,18.140733,19.072027,18.584657,18.862587,18.856597,18.947027,18.975174,19.140733,18.743793,
658.2663,17.997731,18.863657,18.200601,18.745463,18.403981,18.729582,18.761343,18.988657,18.692037,
658.5478,17.973053,18.720184,18.033302,18.684631,18.402255,18.500309,18.867519,18.850922,18.754303,
658.8294,18.069108,18.752403,18.919835,18.629806,18.963343,19.145437,18.064903,18.998198,18.84375,
659.1109,18.403692,18.87407,18.749677,18.87314,18.689593,18.597935,18.18657,18.906948,18.84375,
659.3925,18.708097,18.784446,18.917968,18.965554,18.989347,18.503196,18.338424,18.966619,18.964489,
659.6741,18.660045,18.66384,18.671431,18.821988,19.11741,18.734819,18.285045,18.880693,18.85134,
659.9556,18.798853,18.456606,18.627729,18.726938,18.811274,18.864082,18.338291,19.074644,18.672627,
660.2372,18.590986,18.465189,18.791135,18.691061,18.310533,18.653486,18.316061,18.955304,18.462425,
660.5187,18.696792,18.280741,19.027367,18.6875,18.223142,18.329558,18.366217,18.695775,18.464358,
660.8003,18.953002,18.484252,19.218668,18.869696,18.505058,18.41139,18.270888,18.604194,18.494778,
661.0819,18.748018,18.732835,18.821631,19.057439,18.965671,18.613887,18.25,19.122912,18.374009,
661.3634,18.419443,18.513193,18.864963,19.069381,18.526386,18.583144,18.566795,19.176894,18.392488,
661.6450,18.20251,18.46104,18.95333,18.8271,18.06898,18.49188,18.86811,19.06209,18.45333,
661.9266,18.56506,18.309768,19.036885,18.88627,18.173155,18.673155,18.733095,18.89498,18.627732,
662.2081,18.915705,18.25,18.843661,18.806197,18.403187,18.728116,18.415528,18.778098,18.621848,
662.4897,18.87366,18.355283,18.855283,18.581547,18.384524,18.71875,18.101934,18.771057,18.677976,
662.7712,18.549512,18.527629,19.027629,18.196552,18.161681,18.435532,18.141609,18.619411,18.67829,
663.0528,18.289828,18.59375,19.09375,17.740195,18.256536,17.990195,18.451594,18.550654,18.501021,
663.3344,18.293062,18.742374,18.536411,18.249885,18.244954,18.462729,18.909576,18.451032,18.517718,
663.6159,18.34375,18.825997,18.316026,18.700997,18.138497,18.959509,19.178259,18.463764,18.380716,
663.8975,18.394535,18.8125,18.623711,18.670572,18.057287,18.915358,19.151037,18.497393,18.201822,
664.1790,18.501917,18.828604,18.845667,18.591833,18.016104,18.84375,19.045437,18.372124,18.316334,
664.4606,18.684747,18.797907,18.967373,18.546531,18.061812,18.904873,18.862472,18.46462,18.391657,
664.7422,18.74021,18.764458,19.002334,18.649248,18.209414,18.997666,18.588628,18.72854,18.097964,
665.0237,18.547165,18.699436,18.859665,18.872721,18.616463,19.072157,18.301143,18.676143,17.853407,
665.3053,18.303738,18.516866,18.744378,19.044064,19.096889,19.06093,18.137814,18.256535,17.97032,
665.5869,18.468063,18.442228,18.829221,18.966558,19.089365,18.980743,18.168243,18.074149,18.206414,
665.8684,18.901716,18.421794,18.783355,18.745466,18.904145,18.932966,18.131639,18.34375,18.370466,
666.1500,18.698432,18.250193,18.541795,18.531829,18.980068,18.791795,18.041602,18.426568,18.239648,
666.4315,18.559849,18.235165,18.595329,18.477211,18.534973,18.778599,18.024368,18.507954,18.256882,
666.7131,18.677285,18.361178,18.821214,18.807393,18.135215,18.887321,17.998499,18.242787,18.317607,
666.9947,18.796708,18.453626,18.780582,18.772352,18.110544,19.055272,18.124666,18.0625,18.123663,
667.2762,18.714607,18.600829,18.551279,18.341337,18.4375,19.183357,17.953386,18.119128,17.714607,
667.5578,18.581227,18.574907,18.44382,17.812326,18.387407,18.993623,17.593576,18.393901,17.700197,
667.8393,18.351555,18.45668,18.664539,17.71521,18.263734,18.604399,17.458343,18.675188,18.103219,
668.1209,17.578704,18.778935,18.953704,19.040509,18.587963,18.048611,18.074058,18.46412,18.009259,
668.4025,18.046508,18.371918,18.698944,19.067048,18.329225,17.930604,18.302457,18.406983,18.073944,
668.6840,18.126248,18.131,18.817253,18.832997,17.972998,17.602246,18.203749,18.169499,18.144249,
668.9656,17.804393,18.211552,19.154063,18.422194,17.71219,17.10031,18.047194,17.997813,18.029063,
669.2471,17.266142,18.532623,19.104399,18.231111,17.623627,17.198487,17.862978,17.971497,18.002747,
669.5287,16.946476,18.555768,18.655128,18.493829,17.597116,17.444793,18.279567,18.03125,18.064744,
669.8103,17.433487,18.190509,18.594252,18.159009,17.779745,17.84049,18.188252,18.03125,18.186497,
670.0918,17.92051,17.976183,18.865443,17.824181,18.022755,17.421116,18.368629,18.182191,18.489381,
670.3734,17.849367,18.791326,18.904378,18.311921,17.032408,18.43447,18.228111,18.1875,18.529378,
670.6550,17.729478,18.672342,18.791978,18.315182,17.054454,18.757112,18.161614,18.387476,18.38841,
670.9365,17.746509,18.40642,18.337107,18.395777,17.58992,18.670214,18.15625,18.489527,18.458277,
671.2181,17.830852,17.88989,17.850041,18.217596,17.817953,18.332843,18.264052,18.257445,18.280096,
671.4996,17.530035,17.524928,17.493678,18.0045,17.869893,18.255107,18.150536,18.061893,17.910143,
671.7812,17.266063,17.671437,17.513508,17.816735,17.824328,18.528695,18.25168,18.005914,17.97043,
672.0628,17.488576,17.988576,17.752017,17.903898,17.738911,18.397513,18.158602,18.073589,18.196237,
672.3443,18.060705,18.347189,17.93112,18.05612,17.742474,18.106509,17.816587,18.236094,18.439793,
672.6259,17.691608,18.689611,18.014588,18.185427,17.704162,18.375038,17.810427,18.556281,18.20205,
672.9074,17.300964,18.86971,18.141825,18.240865,17.621155,18.45577,17.84375,18.368754,18.314901,
673.1890,17.048257,18.863627,18.102253,18.143442,17.700308,18.330942,17.928997,17.823767,18.40625,
673.4706,16.784169,18.618151,17.980464,17.991205,17.934581,18.260741,18.050786,17.625,18.447268,
673.7521,16.88457,18.145273,17.976914,17.996621,18.248027,18.072637,18.231699,17.802363,18.370215,
674.0337,17.189058,18.013123,18.075623,18.012344,18.375,17.96875,18.3125,18.13312,18.274688,
674.3153,17.348711,18.098711,18.269843,18.253475,18.338789,18.004961,18.131446,18.407987,18.25,
674.5968,17.530751,18.384585,18.548056,18.420194,18.156749,18.100473,17.844249,18.448083,18.232694,
674.8784,17.969877,18.659777,18.126273,18.587823,17.816663,18.321317,17.735257,18.521797,18.21875,
675.1599,17.904413,18.593082,17.750668,18.482956,17.672125,18.547292,17.859959,18.452207,18.21875,
675.4415,17.353745,18.245084,18.098666,18.099462,17.688928,18.446068,18.058216,18.176873,18.263483,
675.7231,17.209686,17.957657,18.315521,17.996979,17.825623,18.052399,18.198593,18.175415,18.439529,
676.0046,17.445685,17.946205,18.121428,18.177753,17.951339,17.785863,18.170089,18.259226,18.314062,
676.2862,17.58743,17.974953,17.843633,18.475187,17.856273,17.875234,18.075023,17.999649,18.085826,
676.5677,17.484334,17.925771,17.761729,18.507709,17.816355,18.109416,18.058563,17.578001,17.738628,
676.8493,17.471863,17.829701,17.846863,18.181274,17.664072,18.198436,17.846903,17.387492,17.59842,
677.1309,17.725606,17.768642,18.110749,17.694073,17.805927,18.076751,17.755213,17.752748,18.055105,
677.4124,17.953246,17.890746,18.40625,17.309061,18.275097,17.809303,18.015987,18.259592,18.587597,
677.6940,17.783832,17.806929,18.217936,17.696467,18.136142,17.875,17.559104,17.951224,18.465761,
677.9756,17.570614,17.875,17.617748,17.945442,17.976692,17.913847,17.203211,17.749483,18.390539,
678.2571,17.43417,17.930839,17.410219,17.923859,17.864371,18.05219,17.233029,18.05219,18.493339,
678.5387,17.537441,18.125,17.861442,18.137089,17.712559,18.137382,17.561912,18.155956,18.712265,
678.8202,17.589517,18.152017,18.334114,18.334114,17.606449,18.133466,17.79629,18.270443,18.758466,
679.1018,17.741832,18.295099,18.382103,18.359022,17.204901,17.865767,17.709517,18.191052,18.476918,
679.3834,17.863509,18.233282,18.039519,17.979024,17.174793,17.747387,17.64859,17.992948,18.382052,
679.6649,17.772115,18.193308,17.899359,18.496955,17.570833,17.302564,17.584615,17.715705,18.659295,
679.9465,17.68524,18.104239,18.163427,18.482312,17.964625,17.527125,17.504521,17.696542,18.68976,
680.2280,17.645913,17.998523,18.662157,18.638529,18.293302,17.883861,17.561023,17.811023,18.711366,
680.5096,17.436806,17.965974,18.768758,18.275698,17.900004,18.060418,17.531944,17.78125,18.560418,
680.7912,17.406338,17.844102,18.220332,18.031953,17.625791,17.969014,17.562412,17.78125,18.469014,
681.0727,17.40625,18.086799,18.006082,18.03125,17.381951,17.877607,17.471357,17.78125,18.377607,
681.3543,17.583856,18.182553,18.088803,18.179255,17.759812,17.815798,17.350346,17.574043,18.226995,
681.6359,17.76668,17.928105,18.237858,18.273965,18.184754,17.98543,17.372572,17.5625,18.132285,
681.9174,18.11777,18.579289,18.137827,17.580167,17.96636,17.607394,17.655433,17.64663,18.62978,
682.1990,18.319845,18.547187,17.961405,17.82719,17.692108,17.371639,17.878361,18.037972,18.578437,
682.4805,18.237793,18.557739,17.619629,18.033935,17.391358,17.741089,17.879761,18.279175,18.271118,
682.7621,17.85876,18.433932,17.639641,18.088214,17.498031,18.198203,17.720719,18.3125,18.064469,
683.0437,17.856066,18.331434,17.780944,17.969056,17.755699,18.381005,17.512929,17.938418,17.756923,
683.3252,18.164979,18.191675,17.788335,17.961665,17.788335,17.850457,17.42042,17.577936,17.78416,
683.6068,18.25,18.179642,17.570722,17.688046,17.687682,17.243053,17.476426,17.429824,17.952852,
683.8883,18.1369,18.02916,17.31904,17.277071,17.65625,17.04851,17.59048,17.45149,18.18096,
684.1699,18.312239,17.728413,17.381093,17.571378,17.678099,17.643018,17.756093,17.621692,18.315547,
684.4515,18.153306,17.730393,17.711523,17.581371,17.539949,17.864093,18.12868,17.6875,18.280514,
684.7330,17.64537,17.882797,18.046845,17.703095,17.346893,17.660965,18.484345,17.464096,18.331238,
685.0146,17.378876,18.132912,17.999921,17.929747,17.515744,17.484335,18.398338,17.402374,18.238212,
685.2962,17.456393,18.381417,18.056441,18.056322,18.031727,17.399952,17.886999,17.737882,18.043607,
685.5777,17.693317,18.54078,18.318317,17.841646,18.389295,17.284963,17.40891,18.099567,18.130817,
685.8593,18.071131,18.42133,18.506468,17.707976,18.417024,17.184266,17.301726,18.201508,18.33621,
686.1408,18.297728,18.149429,18.364769,17.914776,18.243179,17.09034,17.508526,18.072157,18.653414,
686.4224,17.841077,17.952679,18.124644,17.999644,18.203571,17.094106,17.279112,18.455887,18.466433,
686.7040,17.360048,17.78529,18.212016,17.9375,18.056976,17.216056,17.384701,18.668371,17.808323,
686.9855,17.37213,17.71588,18.41757,17.92331,17.613839,17.451531,18.232621,18.247289,17.47449,
687.2671,17.41968,17.924584,18.253878,17.973398,17.321282,17.790545,18.504134,18.066891,17.594263,
687.5486,17.42483,18.13091,17.740691,18.04983,17.21199,18.10812,18.141031,18.04392,17.93244,
687.8302,17.453896,17.962725,17.358604,18.090807,17.037136,18.264854,17.84375,18.014854,17.991032,
688.1118,17.620481,17.671923,17.314712,18.198654,16.944135,18.087115,17.854904,17.759039,17.997692,
688.3933,17.78125,17.583236,17.364603,18.260339,17.23937,17.843866,17.802219,17.260746,18.385107,
688.6749,17.819817,17.620008,17.34375,18.372675,17.574809,17.805526,17.608041,16.90625,18.516273,
688.9565,17.852927,17.504299,17.432622,18.321966,17.750289,18.053323,17.464451,17.00401,17.920304,
689.2380,17.629279,17.65882,17.753855,17.941779,17.544948,18.309506,17.448204,17.396407,17.529965,
689.5196,17.360237,17.917563,18.03125,17.657975,17.369344,18.5972,17.722681,17.864169,17.548219,
689.8011,17.32576,18.229178,18.03125,17.615539,17.289779,18.313432,17.871202,17.971582,17.89299,
690.0827,17.369121,18.494121,18.03125,17.847777,17.502174,17.96875,17.560326,17.708844,17.761438,
690.3643,17.292449,18.45849,18.0056,18.03591,17.76073,18.014921,17.31716,17.572291,17.3806,
690.6458,16.969905,18.362432,17.861855,18.227514,17.616814,18.298199,17.570108,17.825068,17.254382,
690.9274,16.648268,18.017425,17.901189,18.201291,17.367731,18.513791,17.985462,18.119192,17.292154,
691.2089,17.091383,17.466383,18.145768,17.587973,17.318277,17.90625,17.872112,18.272064,17.406772,
691.4905,17.385716,17.773575,18.238744,17.544109,17.390002,17.916966,17.845893,17.838566,17.742325,
691.7721,17.528452,18.099347,18.231811,17.715952,17.597947,18.065298,17.869403,17.338153,18.066697,
692.0536,17.462845,18.217438,17.84375,17.666092,17.69603,18.126968,17.746719,17.224655,18.157562,
692.3352,17.188272,18.156421,17.84375,18.123714,18.092635,18.218493,17.594179,17.499228,18.218579,
692.6167,17.491735,17.973709,18.300102,18.094577,18.00248,18.12748,17.50248,17.956352,18.036209,
692.8983,17.410949,18.028118,18.54997,18.004699,18.118735,17.828162,17.529684,18.235904,17.764096,
693.1799,16.885237,17.944414,18.215158,17.884219,17.835548,17.349377,17.878592,18.365781,17.547384,
693.4614,17.32328,18.3042,18.441369,17.451885,18.066369,17.763823,17.567758,17.867262,17.728704,
693.7430,17.127758,18.261336,18.441279,17.598549,18.011336,17.730086,17.421365,17.785029,17.75,
694.0246,16.665974,18.062848,18.277084,17.999304,17.492016,17.825694,17.593402,17.807986,17.455904,
694.3061,16.775763,18.161259,18.067987,18.296517,17.40625,17.895754,17.859017,17.864504,17.458254,
694.5877,17.014651,18.238038,17.955444,18.34375,17.633669,17.830444,18.133669,17.647581,17.696169,
694.8692,17.234258,18.200926,17.839352,18.34375,18.055554,17.935185,18.064815,17.569213,17.897221,
695.1508,17.138413,17.592346,17.883918,18.391362,17.941995,17.992556,17.674158,17.348245,18.080337,
695.4324,17.001444,17.313944,17.929327,18.40625,17.621158,17.93077,17.170199,17.073561,18.19423,
695.7139,17.326318,17.214206,17.848108,17.95929,17.553598,18.152078,17.880475,17.536353,18.241098,
695.9955,17.230922,17.533431,17.855741,17.932595,17.540879,18.444586,18.045785,17.901345,17.990552,
696.2770,16.957844,17.729289,17.958578,18.041789,17.489461,18.176043,17.96875,18.156801,17.979473,
696.5586,17.096864,17.467627,18.181525,17.961653,17.569597,17.757966,17.888072,18.431525,18.232945,
696.8402,17.238196,17.215272,18.397924,17.945141,17.858348,17.586109,17.804859,18.570141,18.304859,
697.1217,17.081493,17.306034,18.412581,18.043642,17.925108,17.88079,17.687635,18.518858,17.925514,
697.4033,17.022754,17.370247,18.320996,17.787725,17.568975,17.985741,17.534993,18.21673,17.597493,
697.6849,17.0625,17.084533,18.108439,17.286002,17.136377,17.647033,17.434188,17.841158,17.773186,
697.9664,17.542798,17.024058,17.852816,17.542798,17.200618,17.18907,17.787176,17.886244,18.117808,
698.2480,17.794466,17.187938,17.702468,17.88953,17.533002,17.333163,17.808119,18.205096,18.281688,
698.5295,17.609873,17.460787,17.580614,17.933518,17.868032,17.929537,17.227709,18.313495,18.221736,
698.8111,17.536103,17.805221,17.471176,18.192206,18.180221,18.043382,16.980735,17.978603,18.168235,
699.0927,17.455053,17.947342,17.38271,18.330053,18.294947,17.970882,17.223014,17.515421,18.16396,
699.3742,17.554359,18.064922,17.286531,18.156688,18.286531,18.041813,17.546656,17.517827,18.145687,
699.6558,17.731022,18.119433,17.262272,17.98659,18.115003,17.882843,17.558071,17.71875,18.181933,
699.9373,17.726877,18.050938,17.28125,18.270611,17.860003,17.576574,17.244386,17.637818,18.205932,
700.2189,17.492159,18.009545,17.28125,18.364545,17.629318,17.28125,17.229205,17.912387,18.06159,
700.5005,17.256873,18.151344,17.342115,17.834424,17.445191,17.413123,17.71875,18.677356,17.561682,
700.7820,17.46519,18.635058,17.421564,17.825497,17.571316,17.762997,17.794247,18.533567,17.634437,
701.0636,17.12914,18.840074,17.303769,18.052388,17.287686,17.841455,17.96875,18.223806,17.586399,
701.3452,16.736519,18.741973,17.297304,18.251716,17.046446,17.625858,17.920588,18.124142,17.59087,
701.6267,17.195786,18.71875,17.475577,18.430176,17,17.813959,17.788574,18.053221,18.220209,
701.9083,17.990474,18.685641,17.932737,18.419494,17.105949,18.111756,17.799256,18.025673,18.551115,
702.1898,18.104605,18.467762,17.966118,18.421381,17.588817,18.044737,17.744079,17.632566,18.559868,
702.4714,17.802217,18.041613,17.666613,18.223972,17.963528,17.963528,17.713528,17.609576,18.260363,
702.7530,18.017264,17.932976,17.62583,18.25,17.932976,17.914882,17.732736,17.909529,18.142679,
703.0345,17.807401,17.910077,18,18.234693,17.89477,17.78125,18.015307,17.35204,18.024233,
703.3161,18.256324,17.924975,17.996869,18.112475,17.818762,17.765594,18.125,17.193762,17.784443,
703.5976,18.59375,17.802752,17.949255,18.007311,17.826262,17.627437,18.09332,17.259748,18.105935,
703.8792,18.553639,17.690988,17.723982,18.11119,17.255232,17.65625,17.715262,17.361048,18.253488,
704.1608,17.866581,17.760523,17.816709,18.413616,17.349012,17.652041,17.65625,17.130262,18.295663,
704.4423,17.624276,18.065034,17.939672,18.626448,17.498552,17.531974,17.658784,17.283784,17.810328,
704.7239,17.563154,18.278961,18.123038,18.748692,17.376308,17.593096,17.872711,17.497711,17.626962,
705.0055,17.804382,17.706779,17.641235,18.145294,17.254059,17.662986,16.937706,17.379059,17.322647,
705.2870,18.137538,18.012538,17.536353,18.006804,17.781881,17.745967,16.965348,17.493196,17.814832,
705.5686,18.473753,18.088978,17.560114,18,18.130003,17.661022,17.084206,17.759775,18.276709,
