,Live Spectrum 10-11-2023 10:11:28 - Spikes removed,Live Spectrum 10-11-2023 10:11:31 - Spikes removed,Live Spectrum 10-11-2023 10:11:32 - Spikes removed,Live Spectrum 10-11-2023 10:11:33 - Spikes removed,Live Spectrum 10-11-2023 10:11:33 - Spikes removed,Live Spectrum 10-11-2023 10:11:34 - Spikes removed,Live Spectrum 10-11-2023 10:11:35 - Spikes removed,Live Spectrum 10-11-2023 10:11:35 - Spikes removed,Live Spectrum 10-11-2023 10:11:36 - Spikes removed,Live Spectrum 10-11-2023 10:11:39 - Spikes removed,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
482.8535,16.507955,17.130824,16.741475,16.745738,17.107529,16.776988,17.382955,17.382955,16.839488,16.715057,
483.1350,16.607248,17.150333,16.599667,16.484838,17.200998,16.617419,17.431583,17.431583,16.755917,16.825998,
483.4166,16.751181,17.055305,16.719931,16.387027,17.067332,16.644223,17.361791,17.361791,16.674291,16.894223,
483.6982,16.831524,16.980976,16.850547,16.550958,16.980976,16.857345,17.142655,17.142655,16.706524,16.90625,
483.9797,16.693543,17.169026,16.749828,17.04437,16.993784,16.756043,16.928444,16.84946,17.344612,17.181629,
484.2613,16.681179,17.343396,16.768608,16.882029,16.925213,16.668892,16.565842,16.548093,17.375354,17.175213,
484.5428,16.613037,17.350179,16.880534,16.787679,17.129638,16.556966,16.236246,16.236246,17.170004,17.205892,
484.8244,16.61846,17.36846,16.980379,17.077766,17.113371,16.630089,16.30596,16.30596,17.125,17.317589,
485.1060,16.698787,17.276618,16.950809,17.328419,17.118346,16.803823,16.583051,16.583051,17.125,17.269963,
485.3875,16.669793,17.127608,16.961978,17.203651,16.953651,16.819272,16.65625,16.65625,17.125,17.372392,
485.6691,16.729326,17.020674,16.627731,17.010099,16.492155,16.788141,16.607533,16.607533,17.173717,17.333174,
485.9507,16.798471,16.975764,16.555486,17.089928,16.253822,16.660072,16.690693,16.690693,17.090557,17.288264,
486.2322,17.053599,16.92053,16.731269,17.221439,16.532178,16.745549,16.74286,16.74286,17.183049,17.093005,
486.5138,17.077038,16.834306,16.757269,17.465831,16.768887,16.757269,16.845925,16.845925,17.122825,16.988153,
486.7953,16.895553,16.550154,16.964647,17.364303,17.003297,16.797699,16.875,16.875,16.950652,16.858551,
487.0769,16.772604,16.279029,16.936389,17.099063,17.252221,16.85993,16.92243,16.92243,16.669098,16.677744,
487.3585,16.679266,16.077283,17.071295,17.03125,17.430389,17.016467,16.961078,16.961078,16.381549,16.625,
487.6400,16.796876,16.171876,17.031249,16.890624,17.374999,17.179688,17.062501,17.062501,16.359375,16.765626,
487.9216,16.797161,16.288634,17.023295,16.727277,17.134099,17.405107,17.117045,17.117045,16.235232,16.672732,
488.2031,16.850696,16.358797,17.054399,16.803243,16.877311,17.584493,17.148149,17.148149,16.465284,16.347216,
488.4847,16.507001,16.581999,16.786501,16.72875,17.226498,16.912003,17.13325,17.13325,16.5625,16.227,
488.7663,16.64918,16.724795,16.801742,16.756045,17.306455,16.587705,16.919365,16.919365,16.83668,16.424385,
489.0478,16.954245,16.75,16.889138,16.894719,17.235862,16.675969,16.84375,16.84375,17.119051,16.681551,
489.3294,16.941104,16.727463,16.996396,16.892427,17.21875,16.876506,16.84375,16.84375,17.164963,16.614781,
489.6110,17.062885,16.808256,17.187885,17.098765,17.151621,17.071759,16.978009,16.978009,17.111497,16.495371,
489.8925,16.969505,16.821536,17.294427,17.231927,17.102786,17.080573,17.120104,17.120104,16.960469,16.335469,
490.1741,17.082632,16.8125,17.3125,17.338191,17.137846,16.797927,17.178298,17.178298,16.884202,16.589919,
490.4556,17.309405,16.856258,17.356258,17.418758,17.375042,16.534345,17.1875,17.1875,17.028155,16.784388,
490.7372,17.201337,16.896708,17.418416,17.090174,17.0563,16.707537,16.861882,16.861882,16.724716,17.007871,
491.0188,16.931196,16.841649,17.329831,16.980568,16.745797,16.8125,16.847953,16.847953,16.73477,17.050682,
491.3003,16.608825,16.919284,17.195823,17.085427,16.580716,16.87657,16.756752,16.756752,17.090139,17.03125,
491.5819,16.627063,16.926396,16.944479,17.27324,16.700667,16.969781,16.645146,16.645146,17.303458,16.967719,
491.8634,16.855457,16.843266,16.675793,17.301761,16.739261,16.622097,16.625,16.625,17.07082,16.895511,
492.1450,17.041547,16.937356,16.614559,17.364488,16.864416,16.291834,16.729047,16.729047,16.958309,16.833381,
492.4266,17.134993,17.103107,16.748728,17.385629,16.875636,16.115643,16.430687,16.430687,17.009993,16.833121,
492.7081,17.013236,17.299264,16.975945,17.415861,16.721166,15.939916,16.168278,16.168278,17.153834,16.802889,
492.9897,16.735129,16.990496,16.920841,17.09347,16.696724,16.36069,16.914246,16.914246,17.077091,16.720539,
493.2713,16.645041,16.741168,16.923913,16.846128,16.798913,16.625,17.34375,17.34375,16.979959,16.42697,
493.5528,16.735617,16.698908,17.028275,16.614082,17.002484,16.446424,17.264383,17.264383,16.988592,16.320934,
493.8344,16.84017,16.844621,17.04286,16.5982,17.13303,16.46159,17.17947,17.17947,16.94108,16.736552,
494.1159,17.108227,16.898629,16.972943,16.850606,17.370042,16.608992,17.195121,17.195121,16.925686,17.085364,
494.3975,17.269228,16.894228,17.014414,17.007207,17.269259,16.810078,17.064922,17.064922,16.841358,17.137022,
494.6791,17.357324,16.754101,17.081519,16.917139,17.010889,16.944287,16.816601,16.816601,16.705176,16.99187,
494.9606,17.481474,16.449384,17.225392,16.674496,16.84347,16.96875,16.605914,16.605914,16.618638,17.037892,
495.2422,17.215208,16.442635,17.015049,16.413774,17.264608,16.70848,16.996017,16.996017,16.630931,17.032047,
495.5237,17.036745,16.476132,16.885991,16.532973,17.538632,16.770095,17.147146,17.147146,16.711368,16.876886,
495.8053,16.989892,16.383044,16.991956,16.669348,17.427392,16.991956,16.722665,16.722665,16.858912,16.794348,
496.0869,17.045072,16.415465,17.102965,16.51282,17.23157,16.941607,16.5,16.5,17.08093,16.888822,
496.3684,17.160405,16.397939,17.050034,16.654087,16.947973,16.928108,16.464595,16.464595,17.258311,16.915642,
496.6500,17.204974,16.43112,16.933802,16.966068,16.882396,17.126016,16.507396,16.507396,17.277552,16.892474,
496.9316,16.994596,16.465515,16.785552,16.959044,17.092684,17.25,16.5625,16.5625,17.008603,16.682096,
497.2131,16.710448,16.505535,16.653483,16.670896,17.252767,17.113931,16.511474,16.511474,16.778483,16.227862,
497.4947,16.70886,16.64636,16.910124,16.835439,17.314794,16.932912,16.653242,16.653242,16.900948,16.553475,
497.7762,16.566325,16.801413,17.15625,17.108467,17.277619,17.139523,16.630641,16.630641,17.047783,16.832858,
498.0578,16.326128,16.891291,17.139959,17.077459,17.251331,17.456454,16.436169,16.436169,17.046209,16.705122,
498.3394,16.409619,16.938342,17.060815,16.998315,17.345435,17.338696,16.61485,16.61485,17.03125,16.974646,
498.6209,16.752436,16.96875,17,16.905902,17.279858,17.029858,16.796701,16.796701,16.968054,17.124304,
498.9025,17.093143,16.953201,16.953352,16.843902,17.094053,17.030643,16.625758,16.625758,16.921799,16.907008,
499.1840,17.004595,17.090468,16.967437,16.781906,16.771205,17.186844,16.269892,16.269892,16.830423,16.719406,
499.4656,16.585707,17.385376,17.106459,16.734958,16.379666,17.188667,16.15275,16.15275,16.748833,16.883043,
499.7472,16.596762,17.398193,17.113579,16.925728,16.368273,16.845784,16.383057,16.383057,16.825602,17.212023,
500.0287,16.84375,17.104761,16.973154,17.08363,16.470952,16.57262,16.502202,16.502202,16.860476,17.096844,
500.3103,16.943578,16.780628,16.792161,16.971478,16.56585,16.827383,16.682667,16.682667,16.872272,16.755456,
500.5919,17.090491,16.621741,16.600267,16.951496,16.774733,17.143216,16.923504,16.923504,16.892254,16.771474,
500.8734,17.24855,16.834711,16.586161,16.982478,16.857478,17.308706,16.878794,16.878794,16.875,16.847544,
501.1550,17.419707,17.129786,16.80428,17.013457,16.915372,17.168806,16.789921,16.789921,16.928829,16.718299,
501.4365,17.358395,17.179198,17.131841,17.149907,16.995118,16.805659,16.705566,16.705566,16.960448,16.712407,
501.7181,17.15964,17.008823,17.377043,17.286683,17.057067,16.650817,16.713317,16.713317,16.957884,17.042811,
501.9997,17.03125,16.995314,17.291926,16.921612,17.169532,16.523306,16.964715,16.964715,16.766013,17.053904,
502.2812,17.080648,17.157002,17.0189,16.523947,17.071307,16.380047,17.219502,17.219502,16.436748,16.755799,
502.5628,17.180383,17.002169,17.048265,16.644184,16.677602,16.651913,17.100867,17.100867,16.676046,16.872831,
502.8443,17.148067,16.812006,17.11322,16.61322,16.680305,16.902652,17.027159,17.027159,16.941591,16.992311,
503.1259,16.985281,16.702219,17.105242,16.59375,16.955445,16.965524,16.980242,16.980242,16.965524,17.042742,
503.4075,16.939854,16.758847,17.035389,16.582549,17.048945,16.917451,17,17,16.783036,16.995292,
503.6890,16.989092,16.806014,16.973172,16.529776,17.001474,16.904776,17.021816,17.021816,16.61704,16.92954,
503.9706,17.032422,16.979362,17.166862,16.41569,17.147397,16.84375,16.988215,16.988215,16.644465,16.967578,
504.2521,17.094368,16.896863,17.032794,16.59097,17.260931,16.905632,16.977828,16.977828,16.438118,16.864377,
504.5337,16.948724,16.727551,16.768814,17.136224,17.206314,17.001211,17.219961,17.219961,16.45268,16.986353,
504.8153,16.867412,16.8125,16.933257,17.09375,17.380466,16.898662,17.097993,17.097993,16.94419,17.272764,
505.0968,16.78125,16.831307,17.109518,17.121961,17.512443,16.803096,16.940539,16.940539,17.403211,17.53125,
505.3784,16.772155,16.838619,17.246036,17.196595,17.386892,16.772155,16.856809,16.856809,17.405083,17.431201,
505.6600,16.75,16.723646,17.338854,17.166043,17.082085,16.785138,16.786146,16.786146,17.197293,17.1875,
505.9415,16.75,16.690135,17.423193,16.980422,16.761672,16.891943,16.701807,16.701807,17.104857,17.229857,
506.2231,16.733689,16.805717,17.46875,16.827439,16.592378,16.970122,16.65625,16.65625,17.283995,17.400839,
506.5046,16.609125,17.000399,17.264976,16.8126,16.547025,17.046825,16.570038,16.570038,17.210114,17.209815,
506.7862,16.420101,17.314865,16.686317,16.921284,16.702534,16.939865,16.402702,16.402702,16.422466,16.193834,
507.0678,16.598469,17.146581,16.766862,16.983138,16.814744,16.742806,16.759438,16.759438,16.389388,16.427601,
507.3493,16.705013,17.239355,16.670672,17.017513,17.086197,16.787433,17.048078,17.048078,16.47871,16.846842,
507.6309,16.584305,17.299419,16.532702,16.922967,17.255088,17.02471,17.186048,17.186048,16.755809,16.988371,
507.9124,16.3125,17.212739,16.65625,16.76242,17.15625,16.944109,17.05629,17.05629,17.26242,17.031449,
508.1940,16.371274,17.080132,16.703269,16.783113,17.097476,16.730505,17.066514,17.066514,17.300745,16.894495,
508.4756,16.641627,17.244926,16.961672,16.700588,16.838208,16.847757,17.246461,17.246461,17.238916,16.84375,
508.7571,16.682317,17.546952,17.208341,16.82818,16.786477,17.057361,17.328158,17.328158,17.140658,16.828136,
509.0387,16.519459,17.097294,17.141656,16.466688,16.709762,16.547906,17.103479,17.103479,16.954897,16.769459,
509.3203,16.656657,17.611433,17.08059,16.647612,17.022612,16.437093,17.147205,17.147205,17.245884,16.897612,
509.6018,16.860461,17.447697,17.191678,16.777072,17.110296,16.279244,17.097928,17.097928,17.372829,17.022895,
509.8834,16.987903,16.871775,17.21875,16.730847,16.797178,16.503225,17.102017,17.102017,17.114114,16.915122,
510.1649,17.104114,16.645886,17.204826,16.586788,16.71883,16.770886,16.934019,16.934019,16.815981,16.53125,
510.4465,16.890562,16.831275,17.106267,16.543767,16.993784,16.924983,16.912508,16.912508,16.865655,16.515604,
510.7281,16.454875,16.980575,17.221525,16.675675,17.2021,16.81805,16.9632,16.9632,17.098575,16.388875,
511.0096,16.288316,16.730463,17.247582,16.908858,17.002229,16.862908,16.884484,16.884484,17.422799,16.538505,
511.2912,16.00206,16.137357,17.210512,17.308381,16.65419,16.714631,16.629119,16.629119,16.87294,16.633238,
511.5727,16.043138,16.32269,17.08356,17.233017,16.616509,16.663043,16.692595,16.692595,16.838655,16.761888,
511.8543,16.252669,16.505339,16.903581,16.938835,16.464746,16.775911,16.786589,16.786589,16.752669,16.974089,
512.1359,16.315406,16.639532,16.842781,16.971656,16.375969,16.655281,16.90625,16.90625,16.811531,17.089875,
512.4174,16.405049,17.09375,16.813101,17.0625,16.408652,16.628003,16.90625,16.90625,16.784253,16.968149,
512.6990,16.34559,17.0926,16.84513,17.0625,16.53102,16.78148,16.90579,16.90579,16.93957,16.93911,
512.9806,16.592607,16.938215,17.030392,17.0625,16.500143,16.812357,16.844036,16.844036,17.217464,17.155249,
513.2621,16.470823,16.845304,17.307837,17.0625,16.684391,16.935427,16.690091,16.690091,17.280214,17.340641,
513.5437,17.409734,16.691978,17.494626,17.092854,16.6875,16.907146,16.444665,16.444665,17.28125,17.283041,
513.8252,17.347576,16.987245,17.17028,17.003826,16.747449,16.786352,16.557398,16.557398,17.311225,17.101403,
514.1068,17.107011,17.059185,17.008288,17,16.86837,16.692473,16.710462,16.710462,17.105353,17.064158,
514.3884,16.889294,16.858044,16.737128,17.058416,16.933416,16.83354,16.777166,16.777166,17.152166,16.91646,
514.6699,16.875,16.814929,16.171144,17.148964,16.822215,17.103142,16.723607,16.723607,16.551001,16.214537,
514.9515,17.045595,16.983095,16.153432,17.127818,16.755635,17.068135,16.633453,16.633453,16.5,16.15625,
515.2330,17.090541,16.691546,16.240374,16.844588,16.75,16.726005,16.456753,16.456753,16.612165,16.436662,
515.5146,17.176693,16.269181,16.388239,16.757204,16.639409,16.493966,16.465148,16.465148,16.680296,16.71758,
515.7962,16.942231,16.954556,16.978543,17.267789,16.624576,16.795775,16.686767,16.686767,16.960021,16.777252,
516.0777,16.90625,17.116208,17.035646,17.182625,16.570788,16.790042,16.906729,16.906729,17.026854,16.834958,
516.3593,16.721073,17.204362,17.242881,16.759441,16.423262,16.701888,17.175585,17.175585,17.137066,16.764388,
516.6409,16.479088,17.270853,17.150993,16.817757,16.68236,16.661449,17.349007,17.349007,17.130199,16.697897,
516.9224,16.309266,17.127369,17.073706,17.100218,17.28298,16.73319,17.221119,17.221119,16.894179,16.738794,
517.2040,16.23077,16.96755,17.01202,17.18149,17.50721,16.72476,16.935101,16.935101,16.86899,16.548081,
517.4855,16.54155,16.763684,17.049662,16.988854,17.456758,16.644258,16.800508,16.800508,17.123308,16.599323,
517.7671,16.844775,16.596653,17.0625,16.888661,17.339822,16.551742,16.830089,16.830089,17.260758,16.625,
518.0487,17.002274,16.706536,16.94247,16.730964,16.760363,16.507244,16.72372,16.72372,16.969173,16.360935,
518.3302,16.913299,16.867951,16.95343,16.66391,16.900423,16.641541,16.64032,16.64032,16.875,16.823825,
518.6118,16.851828,17.022111,16.899233,16.563561,17.278068,16.664328,16.555483,16.555483,16.759139,17.347584,
518.8933,16.820998,17.244517,16.943257,16.73602,17.329496,16.679002,16.576754,16.576754,16.71875,17.377741,
519.1749,16.8125,17.35716,16.812441,16.90182,17.24551,16.352552,16.750059,16.750059,16.964379,17.120451,
519.4565,16.790595,17.331189,16.75,16.959405,17.043507,16.153034,16.878216,16.878216,16.952973,17.096966,
519.7380,16.566462,17.183627,16.642606,16.753962,16.79692,15.931691,16.927729,16.927729,16.820335,16.95317,
520.0196,16.3635,16.97765,16.50955,16.36155,16.7398,15.80165,16.79015,16.79015,16.676,16.5803,
520.3012,16.663023,16.70006,16.530607,16.589892,16.667524,16.482296,17.028035,17.028035,16.810571,16.870499,
520.5827,16.823564,16.674494,16.522128,16.821622,16.584628,16.884122,17.147128,17.147128,16.946622,17.033192,
520.8643,16.772999,16.817503,16.618504,16.784498,16.661253,16.827248,17.045998,17.045998,16.810745,16.940748,
521.1458,16.672747,16.952253,16.784066,16.788626,16.873256,16.78125,17.05794,17.05794,16.641497,16.90625,
521.4274,16.643874,17.094368,16.938118,16.887995,17.195234,16.856745,17.09375,17.09375,16.744739,17.076113,
521.7090,16.729978,17.137818,17,16.974364,17.325318,16.832522,16.983158,16.983158,16.806886,17.205932,
521.9905,16.78125,16.963106,17.053965,17.053965,17.168594,16.655333,16.798321,16.798321,16.817226,17.21875,
522.2721,16.640912,16.756039,17.006039,17.111292,16.922162,16.527415,16.613496,16.613496,16.896377,17.113496,
522.5536,16.65091,16.738783,17.040066,16.971152,17.034725,16.465811,16.719287,16.719287,16.971689,17.15091,
522.8352,16.849865,16.78125,17.141644,16.827106,17.21875,16.420856,16.858356,16.858356,17.066577,17.000338,
523.1168,16.840349,16.716482,17.269593,16.796308,17.137791,16.487209,16.746599,16.746599,17.076424,16.489796,
523.3983,16.797213,16.734938,17.406475,16.734037,17.031025,16.593975,16.687725,16.687725,16.952562,16.454813,
523.6799,16.767344,16.934749,17.361094,16.718062,17.091687,16.594438,16.703469,16.703469,16.73747,16.82503,
523.9615,16.657855,17.0625,17.221959,16.838936,17.1875,16.488387,16.702323,16.702323,16.653041,16.850169,
524.2430,16.711172,17.0625,17.15625,17.00931,17.101328,16.305716,16.776198,16.776198,16.761836,16.560767,
524.5246,16.840299,17.034701,17.15625,17.135448,16.972201,16.118003,16.885448,16.885448,16.951494,16.430598,
524.8061,17.063086,16.905957,17.089077,17.093457,16.73598,16.340248,16.722545,16.722545,17.004088,16.486565,
525.0877,17.24766,16.729378,16.974064,17.007654,16.53359,16.75,16.515308,16.515308,16.869686,16.455782,
525.3693,17.056257,16.668749,16.9375,16.987505,16.774989,16.75,16.612501,16.612501,16.943747,16.462498,
525.6508,16.894222,16.699528,16.913444,16.658492,17.036085,16.713915,16.521581,16.521581,16.963915,16.463915,
525.9324,16.921221,16.776526,16.863445,16.462719,17.139971,16.621584,16.498692,16.498692,16.825363,16.475582,
526.2139,17.044321,16.930402,16.799429,16.840634,17.174429,16.595741,16.822455,16.822455,16.6875,16.571589,
526.4955,17.178017,17.084267,16.71875,17.03069,17.03013,16.71987,17.167413,17.167413,16.804137,16.520647,
526.7771,17.271126,17.207749,16.71875,16.837134,16.875877,16.84375,17.148757,17.148757,17.122369,16.42913,
527.0586,17.143924,17.33679,17.289602,16.658933,16.95715,16.84375,16.9375,16.9375,17.34143,16.512689,
527.3402,16.90625,17.54041,17.557109,16.902481,17.244609,16.797949,16.910019,16.910019,17.351288,16.37128,
527.6217,16.897575,17.553825,17.442724,16.977425,17.15625,16.661474,16.8264,16.8264,17.131998,16.485875,
527.9033,16.915941,17.44118,17.309495,17.040941,17.15625,16.626503,16.805814,16.805814,16.90625,16.506686,
528.1849,17.069745,17.133606,17.048009,17.194745,17.187046,16.788042,16.951991,16.951991,16.944745,16.468296,
528.4664,17.216332,16.939918,16.819708,17.298084,17.266834,17.028832,17.216332,17.216332,17.09854,16.584124,
528.7480,17.3125,16.931045,16.877325,17.229855,17.1516,17.091425,17.23192,17.23192,17.20532,16.689825,
529.0296,17.28762,17.2811,17.01244,17.15625,16.85649,16.96253,16.8753,16.8753,17.14381,16.8125,
529.3111,17.032978,17.371912,17.11973,17.076127,16.724927,16.920331,16.687954,16.687954,17.088027,16.789608,
529.5927,16.364646,17.203078,17.390672,16.734422,17.046922,16.828078,16.96875,16.96875,17.005035,16.697948,
529.8742,16.45458,17.129723,17.473473,16.836116,17.115554,16.721661,16.96875,16.96875,16.666795,16.778339,
530.1558,16.37922,17.15625,17.470458,16.998292,17.083602,16.575161,16.985631,16.985631,16.37078,16.94172,
530.4374,16.417397,17.178543,17.251526,17.194931,17.18531,16.671112,17.071457,17.071457,16.388336,16.972466,
530.7189,16.503209,17.350168,17.021624,17.237165,16.921456,16.797294,16.925503,16.925503,16.741211,16.993582,
531.0005,16.53665,17.39005,16.902399,17.1142,16.77315,16.9213,17.10995,17.10995,16.951,16.9375,
531.2820,16.587182,17.207803,16.540008,16.986863,16.678742,16.745621,17.285629,17.285629,17.095939,16.935311,
531.5636,16.506707,17.045731,16.664634,16.825915,16.58933,16.648932,17.296798,17.296798,17.121646,16.911281,
531.8452,16.623838,16.761624,16.815987,17.065987,17.06715,15.979212,16.474562,16.474562,17.059013,17.003487,
532.1267,16.585352,17.067022,16.912064,17.153666,17.188146,16.257752,16.627584,16.627584,16.96875,17.092458,
532.4083,16.187117,17.281378,17.186223,17.031505,17.218495,16.625511,16.750638,16.750638,16.968622,17.030484,
532.6899,16.094928,17.312107,16.878925,17.092965,17.157035,16.74843,16.904287,16.904287,16.937893,16.846105,
532.9714,16.245427,17.069817,16.480641,17.154421,16.883232,16.537653,16.997256,16.997256,16.846494,16.995427,
533.2530,16.48849,17.002877,16.498561,17.066816,17.053868,16.590873,16.821132,16.821132,16.813939,17.357735,
533.5345,16.587856,16.970715,16.704998,16.945359,16.535363,16.886604,16.666073,16.666073,16.900356,17.257859,
533.8161,16.766295,17.170053,16.977568,16.851227,16.643788,17.251341,16.598735,16.598735,16.877492,16.818637,
534.0977,17.430491,16.679398,17.225823,16.815522,17.023212,16.490869,16.876029,16.876029,16.875,17.119985,
534.3792,17.19534,16.625,17.360785,16.784804,17.117893,16.40625,16.961643,16.961643,16.736518,17.183946,
534.6608,16.96611,16.760815,17.429326,17.107205,17.125,16.351924,16.914424,16.914424,16.664424,17.160337,
534.9423,17.017383,16.568229,17.304362,17.102995,16.991862,16.104101,17.119271,17.119271,16.629622,17.049739,
535.2239,17.239974,16.635612,17.150797,17.145931,16.786116,16.088591,17.051888,17.051888,16.572819,16.900797,
535.5055,17.383456,16.554044,16.920588,17.079595,16.571139,16.170405,17.03125,17.03125,16.5625,16.798345,
535.7870,17.231175,16.431207,16.975043,17.0625,16.706325,16.337564,17.156304,17.156304,16.787597,17.006347,
536.0686,16.918351,16.308378,17.073404,16.915691,16.921277,16.423936,17.1875,17.1875,16.990559,17.233777,
536.3502,17.226528,16.448715,17.261215,16.875,16.944826,16.915972,16.732951,16.732951,16.69632,17.209479,
536.6317,17.156732,16.266227,17.265745,16.945132,16.960877,16.80535,16.687259,16.687259,16.570373,17.093991,
536.9133,16.933946,16.027696,17.204342,17.060067,17.151383,16.650262,16.71875,16.71875,16.402696,16.697233,
537.1948,16.785883,16.035588,17.142942,17.227425,17.285588,16.691838,16.852425,16.852425,16.232354,16.428825,
537.4764,16.619635,16.344957,17.146727,17.216068,17.355955,17.001207,16.927977,16.927977,16.035408,16.46191,
537.7580,16.689544,16.659316,17.113902,17.039282,17.226782,17.188522,17.106892,17.106892,15.96875,16.563522,
538.0395,16.729381,16.791237,17.09375,16.783183,17.01192,17.053801,17.125644,17.125644,16.216173,16.676224,
538.3211,16.798996,16.8125,17.133873,16.667439,16.79707,16.707951,17.09375,17.09375,16.504242,16.698689,
538.6026,16.960765,16.578469,16.883214,16.539235,16.699247,16.874541,17.035242,17.035242,16.886288,17.077551,
538.8842,16.955483,16.380674,16.737692,16.601343,16.876918,17.043558,17.056826,17.056826,16.929907,17.142023,
539.1658,16.887871,16.619441,16.860276,16.834535,16.908103,17.104767,17.332682,17.332682,16.696715,16.939353,
539.4473,16.821555,16.794685,16.90187,17.044391,16.665599,17.227511,17.428739,17.428739,16.522489,16.732479,
539.7289,16.884745,16.901994,16.995744,17.107751,16.617496,17.212253,17.323253,17.323253,16.606743,16.728495,
540.0105,17.002113,17.033363,17.043706,16.960299,16.954402,17.072843,17.214525,17.214525,16.752113,16.995995,
540.2920,16.966803,17.046388,17.032224,16.763191,17.1875,16.871105,17.059579,17.059579,16.894033,17.269033,
540.5736,16.90625,16.984628,17.015878,16.734122,17.109797,16.672297,16.953209,16.953209,16.953378,17.468244,
540.8551,16.936185,17.221884,16.923847,17.065634,16.911509,16.638653,16.892597,16.892597,16.861347,17.233213,
541.1367,16.896786,17.588821,16.875,17.331821,16.853214,16.716286,16.800571,16.800571,16.826893,16.932571,
541.4183,16.826316,17.587168,16.875,17.267434,16.965133,16.584203,16.667102,16.667102,16.885199,17.013816,
541.6998,16.751083,17.473524,16.888238,17.183809,16.933809,16.348524,16.483071,16.483071,16.977215,16.991535,
541.9814,16.802216,17.2856,16.868275,17.043117,16.742484,16.223892,16.286392,16.286392,16.917325,16.836234,
542.2629,17.086653,17.014193,16.77627,16.908367,16.642057,16.09375,16.180403,16.180403,16.774153,16.639193,
542.5445,17.079027,17.00646,16.707257,16.84698,16.799204,16.23167,16.241737,16.241737,16.869967,16.573993,
542.8261,17.021817,17.135908,16.654775,16.895342,17.024767,16.577833,16.335792,16.335792,16.96875,16.670108,
543.1076,17.031535,16.898209,16.779539,16.689211,17.073962,16.750285,16.458143,16.458143,16.782961,16.49253,
543.3892,16.96875,16.4042,17.117317,16.390366,16.87295,16.619367,16.597332,16.597332,16.542515,16.009215,
543.6708,16.895605,16.587611,16.985534,16.580786,17.010645,16.514466,16.931361,16.931361,16.980897,16.411572,
543.9523,16.744404,16.900654,16.875,16.616449,17.221705,16.573692,17.244404,17.244404,17.346705,16.465795,
544.2339,16.796584,16.92896,16.922747,16.641497,17.328416,16.532995,17.264753,17.264753,17.365879,16.398874,
544.5154,16.80154,16.841951,17.069863,16.847515,17.360274,16.834588,17.102912,17.102912,17.126799,16.527652,
544.7970,16.995814,16.951032,17.114048,17.103096,17.292202,16.913016,17.051548,17.051548,17.024484,16.691686,
545.0786,17.087582,17.018503,17.144327,17.157486,17.175577,16.906662,17.137335,17.137335,17.049341,16.525907,
545.3601,17.118175,17.02694,16.963182,16.686602,17,16.881465,17.059447,17.059447,17.177622,16.478268,
545.6417,17.360103,16.743579,16.947432,16.289726,17.044692,17.348716,16.473716,16.473716,16.848716,17.461729,
545.9232,17.2638,16.888087,16.956376,16.534899,17.289975,17.35755,16.51745,16.51745,16.831376,17.032676,
546.2048,17.126191,16.957478,16.698772,16.757515,17.32872,17.246243,16.632515,16.632515,16.57753,16.65625,
546.4864,16.912552,16.893905,16.765496,16.803048,17.187242,17.202996,16.652841,16.652841,16.674897,16.665702,
546.7679,16.94841,17.067585,16.622457,16.716207,16.888452,17.049787,16.341207,16.341207,16.575213,16.76017,
547.0495,16.711019,17.119202,16.59375,16.691365,16.6875,16.884991,16.302837,16.302837,16.709087,16.869202,
547.3310,16.595071,17.032571,16.59375,16.761891,16.683536,16.558536,16.164177,16.164177,16.5625,16.774644,
547.6126,16.619335,17.052587,16.605788,17.024169,16.598707,16.477247,16.357204,16.357204,16.563916,16.633497,
547.8942,16.375747,16.62556,17.124626,16.718657,16.8125,16.843376,16.937313,16.937313,16.625374,17.00028,
548.1757,16.620817,16.809363,17.002092,16.688023,16.8125,16.720842,16.876046,16.876046,16.747908,17.092181,
548.4573,16.745437,16.932937,16.939782,16.838046,16.932937,16.417658,16.664236,16.664236,16.719891,17.244296,
548.7389,16.661531,16.878521,17.114438,16.902729,17.055459,16.465229,16.62676,16.62676,16.630281,17.367959,
549.0204,16.65625,16.932737,17.211606,17.021724,16.86042,16.382144,16.567263,16.567263,16.567263,17.375,
549.3020,16.571512,16.824516,17.190504,16.918266,16.815504,16.65746,16.534254,16.534254,16.647238,17.375,
549.5835,16.976827,16.729635,17.104635,17.154846,17.005852,16.521769,16.503628,16.503628,16.960089,17.430244,
549.8651,17.16623,16.529778,16.95877,17.214496,17.112238,16.36502,16.338024,16.338024,17.296956,17.356512,
550.1467,17.029288,16.631843,17.201187,16.928695,17.467793,16.317381,16.628924,16.628924,17.132801,17.027326,
550.4282,16.94852,16.990867,17.22426,17.055179,17.608469,16.389719,16.610281,16.610281,16.913571,17.251888,
550.7098,16.862172,17.388922,17.243859,17.344844,17.399016,16.556906,16.59375,16.59375,16.649016,17.412937,
550.9913,16.819273,17.321886,17.103136,17.430727,16.976589,16.544795,16.789569,16.789569,16.520318,17.241681,
551.2729,17.003251,16.899748,17.038656,17.246749,16.875,16.435874,16.796062,16.796062,16.738439,17.235188,
