,Live Spectrum 10-11-2023 10:11:28 - Spikes removed,Live Spectrum 10-11-2023 10:11:31 - Spikes removed,Live Spectrum 10-11-2023 10:11:32 - Spikes removed,Live Spectrum 10-11-2023 10:11:33 - Spikes removed,Live Spectrum 10-11-2023 10:11:33 - Spikes removed,Live Spectrum 10-11-2023 10:11:34 - Spikes removed,Live Spectrum 10-11-2023 10:11:35 - Spikes removed,Live Spectrum 10-11-2023 10:11:35 - Spikes removed,Live Spectrum 10-11-2023 10:11:36 - Spikes removed,Live Spectrum 10-11-2023 10:11:39 - Spikes removed,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
628.4207,17.090749,16.904749,17.370498,16.820003,16.879502,17.151748,17.189001,17.189001,16.623499,17.044755,
628.7023,17.007063,16.935146,17.201626,17.217039,16.67273,17.242937,17.158604,17.158604,17.2896,17.377998,
628.9839,17,16.797291,17.075333,17.193916,16.572125,16.857415,17.324501,17.324501,17.203541,17.209957,
629.2654,16.945624,16.835626,16.899373,17.350627,16.5625,16.785312,17.452501,17.452501,16.915621,16.888434,
629.5470,16.805831,16.84375,16.875,17.190663,16.90484,17.018255,17.310747,17.310747,16.690663,16.712081,
629.8285,16.704811,16.920189,16.82404,17.028851,17.249027,16.705783,17.102892,17.102892,16.503371,16.814899,
630.1101,16.588998,17.011377,16.911002,17.024626,17.337126,16.427995,17.037874,17.037874,16.518001,16.942252,
630.3917,16.372329,16.983707,17.175214,17.055021,17.17735,16.398771,17.126336,17.126336,16.721421,17.158921,
630.6732,16.335417,16.80833,17.364586,17.0625,17.010414,16.658339,17.064581,17.064581,16.850001,17.333336,
630.9548,16.674693,16.529372,17.163559,16.665369,17.321756,16.485246,16.603358,16.818584,16.852937,16.933743,
631.2364,16.854917,16.585959,16.892832,16.627251,17.46875,16.481042,16.84114,16.977584,16.949792,16.75,
631.5179,16.976771,16.859791,16.690375,16.748562,17.366979,16.592312,16.614936,16.614936,17.101771,16.811062,
631.7995,17.03125,16.910251,16.741998,16.898248,17.273501,16.819997,16.765751,16.765751,17.097751,16.882749,
632.0810,17.049895,16.725838,17.073533,16.950105,17.175419,17.030726,16.75604,16.75604,16.969274,16.999476,
632.3626,16.920174,16.518255,17.321163,16.919709,17.107209,17.022587,16.78125,16.78125,16.870668,17.044709,
632.6442,16.829436,16.539118,17.307255,16.923186,17.009069,16.951814,16.815123,16.815123,16.97924,16.946569,
632.9257,16.84375,16.721491,17.185673,16.969664,17.001827,16.905336,16.827668,16.827668,17.254568,16.810673,
633.2073,16.828523,16.629773,16.927045,16.817273,16.971136,16.616136,16.797273,16.797273,17.269205,16.810909,
633.4888,16.755009,16.552482,16.776241,16.625,16.831882,16.386868,16.867487,16.867487,17.125,16.903746,
633.7704,16.714537,16.782128,16.789677,16.530372,16.754213,16.586201,16.955232,16.955232,17.030372,16.869909,
634.0520,16.724672,16.880922,16.693422,16.469569,16.642767,16.793914,16.950164,16.950164,16.830267,16.755922,
634.3335,16.616644,16.749276,16.668059,16.621546,16.519441,16.788881,16.909704,16.909704,16.706941,16.754178,
634.6151,16.5,16.473247,16.720364,16.784479,16.543819,16.706181,16.768681,16.768681,16.764184,16.83441,
634.8967,16.520201,16.219699,16.892354,16.886049,16.655301,16.544197,16.657199,16.657199,16.90625,16.814398,
635.1782,16.525516,16.128512,17.208213,16.79752,16.746488,16.430476,16.59375,16.59375,16.989463,16.705992,
635.4598,16.596939,16.263897,17.431425,16.771416,16.795717,16.579283,16.535009,16.535009,17.170717,16.926223,
635.7413,16.68962,16.804963,17.402016,17,16.704777,16.655149,16.397612,16.397612,17.064702,17.330878,
636.0229,16.786653,16.774567,17.033604,16.993317,16.529085,16.770049,16.51553,16.51553,16.881683,17.053653,
636.3045,16.908357,16.779143,16.760042,16.945435,16.412079,16.837921,16.670014,16.670014,16.923736,16.894593,
636.5860,16.756378,16.931122,16.53125,16.873597,16.502168,16.832398,16.598724,16.598724,16.985077,16.883546,
636.8676,16.616759,17.046019,16.547731,17.018889,16.868472,16.93338,16.637361,16.637361,16.90625,17.09375,
637.1491,16.552701,16.917903,16.68238,16.904838,17.037782,16.925847,16.741614,16.741614,16.922581,17.077419,
637.4307,16.466338,16.735527,16.915899,16.622588,17.09375,17.100987,16.939912,16.939912,17.074561,16.930263,
637.7123,16.453083,16.588991,17.037483,16.575051,17.076609,17.1875,16.973425,16.973425,17.220308,16.857775,
637.9938,16.747887,17.088115,17.147092,16.220159,16.754931,17.185387,17.056865,17.056865,17.248591,17.120069,
638.2754,16.656698,16.844945,16.751941,16.280951,16.967705,17.094198,16.813695,16.813695,17.187799,16.907295,
638.5570,16.142051,16.54128,16.387036,16.734955,16.908256,17.063503,16.782253,16.782253,17.247994,16.876003,
638.8385,16.154393,16.766397,16.845294,16.955754,16.81807,16.915533,16.69307,16.69307,17.33818,16.904393,
639.1201,16.18479,16.72417,16.84646,17.168529,17.126439,16.90625,16.57334,16.57334,17.058351,16.99187,
639.4016,16.1875,16.303452,16.705317,17.10444,17.460802,16.878563,16.5625,16.5625,17.003563,17.193806,
639.6832,16.1875,16.035334,16.580167,17.066917,17.4195,16.901833,16.750333,16.750333,17.0805,17.030917,
639.9648,16.10956,16.05196,16.796321,17.03652,17.068508,17.088111,17.196932,17.196932,17.14571,16.896079,
640.2463,16.018369,16.590169,16.969385,17.257394,16.723602,16.748094,17.28125,17.28125,16.778901,17.000635,
640.5279,16.145645,16.864395,16.660161,17.239677,16.753347,16.680524,17.111331,17.111331,16.681469,16.861331,
640.8094,16.304607,17.093621,16.468814,17.101643,16.898357,16.874871,16.804864,16.804864,16.523164,16.835921,
641.0910,16.411456,17.15625,16.482638,17.085069,16.982638,16.914931,16.673612,16.673612,16.769094,16.866319,
641.3726,16.372351,16.939087,16.608581,17.115466,17.17373,16.884534,16.591101,16.591101,16.790784,16.940149,
641.6541,16.322886,16.760294,16.572794,17.166728,17.312592,16.812408,16.5625,16.5625,16.760386,17.031342,
641.9357,16.272477,16.698738,16.771391,17.06743,17.423797,16.821273,16.68257,16.68257,16.790023,17.222594,
642.2173,16.26916,16.764139,17.155326,17.01916,17.507069,16.882069,16.76916,16.76916,16.83166,17.389139,
642.4988,16.461823,16.867423,16.982959,16.683402,17.293248,16.887942,16.543248,16.543248,16.752211,16.961497,
642.7804,16.617632,16.941162,16.784912,16.612061,17.177368,16.892456,16.28772,16.28772,16.722412,16.729737,
643.0619,16.675745,16.835914,16.779291,16.816418,17.285168,16.90625,16.152332,16.152332,16.799814,16.845709,
643.3435,16.421234,16.67149,16.79726,16.92226,17.327997,16.780225,16.282788,16.282788,16.89101,16.906506,
643.6251,16.403358,16.625,16.813946,16.74522,17.23799,16.65625,16.662476,16.662476,17.01201,16.9375,
643.9066,16.623311,16.610949,16.767199,16.485949,17.114097,16.628148,17.001459,17.001459,17.065648,16.951551,
644.1882,16.904901,16.59375,16.789601,16.46875,17.128501,16.58055,17.14305,17.14305,16.991649,16.94235,
644.4697,17.092998,16.643148,16.893148,16.431701,17.280498,16.661297,17.001504,17.001504,16.962199,16.943299,
644.7513,16.76203,16.833742,16.96875,16.892463,17.018525,16.927492,16.663011,16.663011,16.71252,16.988501,
645.0329,16.276177,16.988654,17.011346,17.728005,16.534038,17.082404,16.374303,16.374303,16.303942,16.979399,
645.3144,16.887186,16.886652,17.074152,17.536809,16.820446,17.048995,16.273304,16.273304,16.547142,17.019598,
645.5960,17.142754,16.825852,17.058098,17.290055,16.879402,17.129402,16.151703,16.151703,16.826141,17.044602,
645.8776,16.990752,16.813649,17.141199,17.188649,16.755802,17.030101,16.151597,16.151597,17.166647,17,
646.1591,16.889501,16.935251,17.18025,17.353754,16.5865,16.93025,16.377249,16.377249,17.360499,16.985499,
646.4407,16.963105,17.024849,17.117842,17.523336,16.639315,16.861441,16.351664,16.351664,17.3125,16.969506,
646.7222,17.012528,16.988895,16.963198,17.155608,16.98192,16.676395,16.591685,16.591685,17.284738,17.149426,
647.0038,16.734212,16.975131,16.970427,16.784604,17.12635,16.68615,16.489242,16.489242,17.203288,17.263517,
647.2854,16.499594,17.1875,17.183238,17.140828,16.792816,17.008117,16.808238,16.808238,17.395496,17.316355,
647.5669,16.721757,17.178478,17.359963,17.040272,16.856956,16.822698,17.039096,17.039096,16.844926,17.370412,
647.8485,16.760798,17.09159,17.21875,17.161712,16.681021,16.62716,17.414888,17.414888,16.581936,17.109942,
648.1300,16.910186,17.063812,17.21219,17.648378,16.592438,16.654938,17.52469,17.52469,16.845062,17.065124,
648.4116,17.000465,17.091427,17.061106,17.462245,16.564823,16.626394,17.373606,17.373606,16.873141,17.125465,
648.6932,17.030868,16.939412,16.969897,17.036603,16.716838,16.717603,17.282397,17.282397,16.751529,17.155868,
648.9747,16.941187,16.997542,17.088834,16.851125,16.778792,16.71875,17.071104,17.071104,16.599896,17.066187,
649.2563,16.849977,16.912477,17.152099,16.960448,16.927122,16.543703,16.887453,16.887453,16.85632,17.0625,
649.5378,16.390498,17.302846,16.929624,16.48717,17.532393,16.502922,17.35658,17.35658,16.70503,17.135243,
649.8194,16.398715,17.206338,16.741356,16.712324,17.208997,16.087764,17.268838,17.268838,16.660018,17.174622,
650.1010,16.859076,17.10759,16.532292,17.096278,16.943156,15.924703,16.956995,16.956995,16.65625,17.237203,
650.3825,16.9375,16.939001,16.603166,17.104667,16.90625,16.035208,16.854667,16.854667,16.810999,17.141375,
650.6641,17.137073,17.006036,16.899412,16.993964,17.105823,16.361859,16.91859,16.91859,16.893643,17.05016,
650.9457,17.018787,16.91074,17.065158,16.920546,17.349065,16.654417,16.913398,16.913398,16.858046,17.079454,
651.2272,16.666401,16.875,17.023977,17.138826,17.243447,16.71875,17.022538,17.022538,16.960038,17.00072,
651.5088,16.428018,16.852586,16.977586,17.487713,17.030605,16.539441,16.950432,16.950432,16.798278,16.856682,
651.7903,16.741689,16.7359,16.99032,17.119211,17.270729,17.051138,16.668981,16.668981,17.042299,16.68308,
652.0719,16.823344,16.853313,17.041453,16.802617,17.302617,17.208867,16.62468,16.62468,17.270406,16.728633,
652.3535,16.681832,16.977267,17.241452,16.630698,17.110815,17.036948,16.596599,16.596599,17.113664,16.860784,
652.6350,16.701164,16.847672,17.229504,16.638664,16.974127,16.96875,16.638664,16.638664,17.057123,16.90625,
652.9166,16.695404,16.531616,16.956065,16.778493,17.010295,16.96875,16.814891,16.814891,16.802571,16.596873,
653.1981,16.569466,16.288216,16.8125,16.94789,17.01043,16.91668,16.940963,16.940963,16.576393,16.305573,
653.4797,16.433939,16.367386,16.8125,16.981705,16.853144,16.742879,17.051326,17.051326,16.678106,16.398636,
653.7613,16.327978,16.609718,16.859522,16.906152,16.67163,16.530956,17.187696,17.187696,16.765576,16.546924,
654.0428,16.310916,16.689084,16.965582,16.949166,16.78658,16.897326,16.894005,16.894005,16.824166,16.873995,
654.3244,16.287779,16.628265,17.017257,17.03125,16.972015,17.308301,16.486007,16.486007,16.892257,17.176772,
654.6060,16.205597,16.59375,16.907932,17.03125,16.9375,17.095432,16.442445,16.442445,16.92761,17.164458,
654.8875,16.249064,16.59375,16.768937,17.092814,16.974439,16.919498,16.381624,16.381624,17.061564,17.144873,
655.1691,16.573222,16.674065,16.784421,17.256341,17.088618,16.84375,16.447012,16.447012,17.121829,16.996829,
655.4506,17.011289,16.855039,16.833115,17.385635,17.208769,16.886289,16.550557,16.550557,17.136943,16.969404,
655.7322,16.995788,16.947296,16.773315,17.367065,17.220611,17.017731,16.455231,16.455231,17.271454,17.070435,
656.0138,16.673753,16.932918,16.660626,17.28125,17.129376,17.098126,16.544584,16.544584,17.232084,17.227915,
656.2953,16.381889,16.84375,16.764279,17.28125,17.046259,16.958166,16.638047,16.638047,17.033212,17.341287,
656.5769,16.399898,16.887449,17.177168,17.273967,17.043699,16.764566,17.053099,17.053099,16.586467,17.170816,
656.8584,16.751963,17.03125,16.911715,17.191983,17.142376,16.793161,17.144339,17.144339,16.594732,17.231643,
657.1400,16.955121,17.02564,16.81811,16.95753,16.895821,16.73558,17.20192,17.20192,16.73558,17.27003,
657.4216,16.687939,16.966582,16.84375,16.848963,16.548178,16.755213,17.062939,17.062939,16.807726,17.19488,
657.7031,16.331935,16.769435,16.86738,16.535188,16.535703,16.417808,16.710873,16.710873,16.789127,17.0625,
657.9847,16.28724,16.699913,17.01263,16.574913,17.031033,16.284353,16.650043,16.650043,16.849957,17.078017,
658.2663,16.636343,16.810231,16.830138,16.710187,17.301157,16.307963,16.600556,16.600556,16.915325,17.225556,
658.5478,16.765471,16.797029,16.66916,16.978483,17.153381,16.277255,16.677459,16.677459,17.045595,17.273769,
658.8294,16.442306,17.120795,16.939302,16.533653,17.088944,16.84375,16.466347,16.466347,17.337142,16.77939,
659.1109,16.68564,16.907878,17.030552,16.65532,16.84561,16.84375,16.34468,16.34468,17.002558,16.536475,
659.3925,16.838424,16.755326,17.03125,16.626065,16.783381,16.692826,16.494674,16.494674,16.607599,16.283381,
659.6741,16.990512,16.926114,16.943193,16.713057,16.575783,16.57009,16.470648,16.470648,16.681807,16.105136,
659.9556,16.942959,17.222706,17.080103,16.71875,16.619541,16.733623,16.46875,16.46875,16.915665,16.293394,
660.2372,16.688297,17.416135,17.09375,16.746439,16.735757,16.805378,16.551818,16.551818,17.159014,16.506325,
660.5187,16.763684,17.303208,17.09375,16.857434,16.776858,16.65135,16.669934,16.669934,17.160642,16.772975,
660.8003,16.677138,17.15111,17.119778,16.666776,16.729194,16.75514,16.869696,16.869696,17.000082,17.07278,
661.0819,17.034223,16.873018,17.099802,16.322622,16.617957,16.756052,16.452683,16.452683,17.019146,17.276189,
661.3634,17.027525,16.715025,16.971906,16.469319,16.764332,16.506312,16.514332,16.514332,17.006881,17.190656,
661.6450,16.92938,16.52272,16.86688,16.79019,16.88312,16.36688,16.82144,16.82144,16.95292,17.01501,
661.9266,16.860827,16.491462,16.889173,16.852288,16.928962,16.525443,16.974385,16.974385,16.914788,16.764345,
662.2081,16.865634,16.478116,16.884366,16.996937,16.762429,16.681285,16.60609,16.60609,16.971902,16.665616,
662.4897,16.853943,16.552976,16.980283,16.957217,16.708557,16.697693,16.226934,16.226934,17.06317,16.866816,
662.7712,16.762831,16.63421,17.152629,17.007399,16.961508,16.869569,16.125,16.125,17.07352,17.211508,
663.0528,16.641135,16.65625,17.257557,17.159518,17.210172,17.220997,16.183211,16.183211,17.004289,17.673612,
663.3344,16.649484,16.916342,16.853956,17.163016,17.578498,17.114908,16.40453,16.40453,16.987328,17.336239,
663.6159,16.81177,17.164761,16.793287,17.178259,17.674733,16.848736,16.495744,16.495744,16.946741,16.933244,
663.8975,16.923178,17.167965,17.188818,17.303392,17.526037,16.865892,16.401037,16.401037,16.990892,16.940107,
664.1790,16.953604,17.044479,17.278374,17.342791,17.35602,16.905291,16.424271,16.424271,17.030291,17.065376,
664.4606,16.984031,16.892346,16.973568,17.281938,17.143034,16.829157,16.606966,16.606966,17.045843,17.15625,
664.7422,16.92771,16.74021,16.619878,17.221084,17.03125,16.810166,16.819956,16.819956,17.108208,17.098418,
665.0237,16.789207,16.642614,16.482386,17.201136,17.044886,16.761936,16.910229,16.910229,17.084093,17.03125,
665.3053,16.71875,16.586558,16.640953,17.270006,17.036872,16.681878,16.823744,16.823744,17.005622,17.03125,
665.5869,16.526865,16.495272,16.9277,16.983966,17.167899,16.730743,16.761993,16.761993,16.944764,17.199149,
665.8684,16.386334,16.526878,17.084845,16.495628,17.281088,16.772345,16.814767,16.814767,16.90625,17.357027,
666.1500,16.6875,16.697852,17.125,16.780478,16.917182,16.8125,16.968171,16.968171,16.968364,17.042375,
666.4315,16.649368,16.747349,17.134533,17.117046,16.883461,16.802967,17.165783,17.165783,17.112816,16.783901,
666.7131,16.571214,16.803786,17.103965,17.216644,17.265928,16.746393,17.1875,17.1875,17.199821,16.762321,
666.9947,16.641126,16.78125,16.92927,16.921374,17.42927,16.648354,17.10854,17.10854,17.296708,16.91448,
667.2762,16.760014,16.802486,16.791264,16.717543,17.234636,16.554215,16.804215,16.804215,17.157979,16.917994,
667.5578,16.574791,16.906308,16.731273,16.493738,16.987535,16.299977,16.537454,16.537454,16.787396,16.53125,
667.8393,16.326476,17.096594,16.656008,16.446969,17.002602,16.34257,16.508289,16.508289,16.557055,16.569367,
668.1209,17.244213,17.369213,16.099537,16.390046,16.751158,16.790509,16.797454,16.797454,16.591435,16.685185,
668.4025,16.98166,17.133362,16.339202,16.694396,16.960388,16.847565,16.504548,16.504548,16.926056,16.289612,
668.6840,16.619,16.96875,16.52525,16.96275,17.100998,16.881,16.294499,16.294499,16.795746,16.140001,
668.9656,16.5625,16.981869,16.490615,16.888758,16.892492,16.913448,16.138119,16.138119,16.339377,16.32498,
669.2471,16.559753,17.158997,16.779877,16.646636,17.137361,16.588256,16.309753,16.309753,16.293611,16.91037,
669.5287,16.503366,17.220433,16.752244,16.441427,17.398396,16.469311,16.25561,16.25561,16.568671,16.993268,
669.8103,16.685995,17.311748,16.873997,16.654495,16.972261,16.499749,16.559992,16.559992,16.903491,16.628009,
670.0918,16.415807,17.252124,17.056129,16.777003,16.546116,16.590564,16.532312,16.532312,16.966626,16.383495,
670.3734,16.993804,16.544935,17.091878,17.075027,16.825027,16.59375,17.118804,17.118804,16.851239,16.639399,
670.6550,16.974114,16.757112,17.065182,16.979478,16.758046,16.365206,17.099114,17.099114,16.900886,16.741954,
670.9365,16.996509,17.169875,16.895946,16.857714,16.666723,16.149438,16.871679,16.871679,16.90625,16.666723,
671.2181,17.107802,17.272651,16.875,16.816799,16.629299,16.071099,16.682047,16.682047,16.825398,16.737102,
671.4996,16.942,17.255107,16.875,16.786357,16.572714,16.2455,16.447107,16.447107,17.021643,16.880714,
671.7812,17.184945,17.072649,16.798992,16.857258,16.613172,16.433265,16.431586,16.431586,17.18918,17.03293,
672.0628,17.22547,17.00672,16.952957,16.825941,16.64953,16.615928,16.192204,16.192204,17.24328,17.111559,
672.3443,17.10013,17.11862,17.11862,16.978568,16.727422,16.77487,16.148724,16.148724,17.273724,17.030104,
672.6259,16.947904,17.293765,16.881219,17.122927,16.75,16.308277,16.820907,16.820907,16.914543,16.793727,
672.9074,16.884135,17.233175,16.82548,17.02356,16.904806,16.16923,16.907694,16.907694,16.86971,16.80721,
673.1890,16.960247,16.995695,16.992932,17.053997,17.181867,15.995695,16.907685,16.907685,16.799692,17.014243,
673.4706,17.061527,16.865232,17.124027,16.950187,17.342777,16.090831,17.101572,17.101572,16.791018,16.970696,
673.7521,16.89668,16.922578,17.116836,16.953828,17.335586,16.246621,17.088965,17.088965,16.8125,16.807715,
674.0337,16.724533,17.025467,16.980315,17.037812,17.199065,16.375779,16.80438,16.80438,16.869217,16.674377,
674.3153,16.542657,17.116816,16.779513,17.153027,17.052579,16.455605,16.746777,16.746777,16.888145,16.588789,
674.5968,16.472111,17.017805,16.635583,17.253361,17,16.278388,17.072085,17.072085,16.926917,16.683639,
674.8784,16.219386,17.120837,16.758817,17.149197,16.818427,16.702734,16.88509,16.88509,16.704643,16.665703,
675.1599,16.314337,17.092581,17.000501,16.999833,16.939003,17.21875,16.562667,16.562667,16.594418,16.499666,
675.4415,16.93956,16.770623,17.078839,16.96875,17.248572,17.233661,16.727949,16.727949,16.763483,16.392767,
675.7231,17.122971,16.65625,17.034271,16.954636,17.083649,17.207657,16.889114,16.889114,16.911301,16.442551,
676.0046,16.902158,16.509747,17,16.897545,16.723884,16.956473,16.90625,16.90625,17.084524,16.669048,
676.2862,16.85007,16.137173,16.88729,16.88132,16.5625,16.662453,16.893727,16.893727,17.206344,16.799977,
676.5677,16.800689,15.898458,16.683563,16.902313,16.5625,16.648458,16.898458,16.898458,17.234334,16.757792,
676.8493,16.559387,16.090597,16.570322,16.854686,16.573436,16.720307,16.981242,16.981242,17.134379,16.675008,
677.1309,16.4375,16.385143,16.620892,16.935857,16.644464,16.811678,17.092928,17.092928,17.02275,16.786463,
677.4124,16.465553,16.359496,16.909447,17.006395,16.796754,16.884351,17.072092,17.072092,16.875,17.140746,
677.6940,16.693885,16.318478,16.895108,16.806522,16.91481,16.931929,16.780843,16.780843,16.86644,17.02269,
677.9756,17.140539,16.531078,17.077866,16.640539,16.914192,16.976692,16.507942,16.507942,16.859289,17.015539,
678.2571,17.1875,16.687819,17.281569,16.729379,16.87865,16.89927,16.45146,16.45146,16.948129,17.125319,
678.5387,17.1875,16.90625,17.493809,16.905956,17.006191,16.856426,16.512382,16.512382,17.09375,17.349941,
678.8202,17.1875,16.89004,17.398506,17.020443,17.085284,16.79746,16.589517,16.589517,17.082943,17.347983,
679.1018,17.173651,16.775569,17.01172,16.950284,17.385297,16.888849,16.704901,16.704901,17.003552,17.200284,
679.3834,17.055448,16.577821,16.730241,16.755655,17.571377,16.991731,16.644151,16.644151,16.866731,17.036297,
679.6649,16.78125,16.717949,16.833814,16.143269,17.172276,17.147115,16.793429,16.793429,17.03734,16.61891,
679.9465,16.792552,17.004521,17.042552,16.353187,17.004125,17.051198,16.881386,16.881386,17.09375,16.551198,
680.2280,16.940454,17.059546,17.190454,16.877954,16.662157,16.909204,16.556593,16.556593,17.084889,16.428401,
680.5096,16.994448,17,17.244448,16.933336,16.782638,16.970138,16.433336,16.433336,16.897922,16.882634,
680.7912,16.750703,17,17.000703,16.750527,16.843574,17.031074,16.250527,16.250527,16.532305,17.217783,
681.0727,16.658857,16.969619,16.939238,16.658857,17.026036,17.03125,16.25,16.25,16.440107,17.279512,
681.3543,16.715452,16.909548,16.996702,16.745053,16.735241,16.972048,16.812418,16.812418,16.585505,16.95564,
681.6359,16.776393,16.73332,17.17293,16.75,16.661107,16.824642,17.160788,17.160788,16.709037,16.620462,
681.9174,16.472774,16.662663,17.047283,17.17065,17.104943,16.840543,16.76685,16.76685,16.97114,16.67788,
682.1990,16.355703,16.465389,17.003984,17.027889,16.883592,16.816484,16.636953,16.636953,17.081797,16.6875,
682.4805,16.370239,16.252075,16.814575,17.158935,16.684815,16.759522,16.783935,16.783935,17.067261,16.978882,
682.7621,16.220719,16.244464,16.601255,17.393208,16.681964,16.852854,16.606792,16.606792,17.011073,16.928396,
683.0437,16.362071,16.524327,16.412867,17.23799,17.061582,16.899939,16.637316,16.637316,16.875306,16.631923,
683.3252,16.50291,16.787069,16.42333,16.945851,17.349569,16.978745,16.632085,16.632085,16.819585,16.369181,
683.6068,16.788562,16.937318,16.343932,16.734648,17.382858,16.836256,16.601608,16.601608,16.976244,16.523028,
683.8883,17.05596,16.92351,16.13154,16.936319,17.30714,16.64553,16.59375,16.59375,17.21221,16.75209,
684.1699,16.316593,16.578517,16.171744,17.468227,17.259401,16.855936,16.615599,16.615599,16.844273,16.878047,
684.4515,16.200616,16.479657,16.450616,17.445463,16.76519,16.884435,16.625,16.625,16.677329,16.674384,
684.7330,16.657761,16.5,16.826523,17.160965,16.774964,16.742203,16.706238,16.706238,16.768738,16.765595,
685.0146,16.960997,16.734494,16.988291,16.886629,17.043038,16.765665,16.847706,16.847706,16.949288,17.031329,
685.2962,16.843512,16.968869,16.906131,16.386999,16.918488,16.530892,16.831155,16.831155,17.237762,16.88094,
685.5777,16.79078,17.03125,16.807735,16.233045,16.889295,16.41578,16.78125,16.78125,17.465037,16.610705,
685.8593,16.878234,16.979524,16.936428,16.381468,17.14117,16.485992,16.815734,16.815734,17.376072,16.70367,
686.1408,16.922728,16.953978,17.177843,16.569321,16.836355,16.615343,16.827272,16.827272,17.068747,17.074436,
686.4224,17.157497,16.921608,17.124109,16.828927,16.720354,16.37304,16.796786,16.796786,16.796251,16.856969,
686.7040,17.270339,16.96471,16.923895,16.923895,16.970097,16.12096,16.736395,16.736395,16.732355,16.601967,
686.9855,17.0853,17.14764,16.91757,16.86081,16.89493,16.403221,16.6875,16.6875,16.8522,16.89477,
687.2671,17.080577,17.182852,16.995609,16.803461,16.816891,16.719007,16.593493,16.593493,16.856923,17.084968,
687.5486,17.21284,17.05574,17.08193,16.69932,16.80659,16.83108,16.43074,16.43074,16.914709,17.13091,
687.8302,17.238089,17.011911,17.144339,16.660734,16.915218,16.72912,16.470291,16.470291,17.108604,17.081839,
688.1118,17.107212,17.165096,17.069231,16.741058,17.064712,16.549135,16.781154,16.781154,17.087019,17.140577,
688.3933,16.771085,17.510223,16.947955,16.791647,17.218576,16.46875,17.156076,17.156076,17.239486,17.333236,
688.6749,16.625343,17.506631,16.809832,16.764291,17.396608,16.488034,17.237691,17.237691,17.150915,17.157889,
688.9565,16.888476,17.040137,16.567088,16.638476,17.303902,16.504588,17.008887,17.008887,16.727637,16.611235,
689.2380,16.786814,17.086901,16.5,16.561215,17.051796,16.413099,17.006849,17.006849,16.806936,16.861302,
689.5196,16.632381,17.163631,16.507381,16.431844,16.792081,16.328987,16.9375,16.9375,16.990894,17.036906,
689.8011,16.682769,17.18087,16.564399,16.30587,16.664779,16.340918,16.917611,16.917611,17.082389,17.14962,
690.0827,16.810647,17.168009,16.693379,16.304768,16.841897,16.550741,16.837871,16.837871,17.162129,17.119121,
690.3643,16.95802,17.100758,16.759791,16.42164,16.93797,16.51539,16.79711,16.79711,17.18237,17.10401,
690.6458,17.071264,16.495618,16.96875,16.517527,16.785632,16.59375,16.71875,16.71875,17.143105,17.160632,
690.9274,17.045041,16.530537,16.885156,16.715863,16.794327,16.59375,16.736923,16.736923,17.033424,17.165693,
691.2089,16.475048,16.968228,16.25,16.671059,16.664915,16.602415,16.889442,16.889442,16.818277,16.985558,
691.4905,16.860896,16.643391,16.241427,16.910279,16.752143,16.668211,17.026964,17.026964,16.877143,16.83732,
691.7721,17.096548,16.481342,16.126399,17.059702,16.779851,16.392259,16.963153,16.963153,16.902053,16.744403,
692.0536,17.152313,16.756562,16.165436,17,16.753281,16.10228,16.842438,16.842438,16.816437,16.626312,
692.3352,16.969264,17.061643,16.59255,17,16.905821,16.498885,16.781421,16.781421,16.999486,16.687329,
692.6167,16.87748,17.245041,16.624173,17,16.90625,16.865082,16.477015,16.477015,17.09127,16.717923,
692.8983,16.964051,17.042214,16.38753,16.970316,16.935934,16.993735,16.617169,16.617169,17.153118,16.778118,
693.1799,17.02664,16.915469,16.288164,17.055586,16.966445,16.739493,16.596055,16.596055,17.011524,16.78125,
693.4614,16.720966,16.595966,16.478704,16.752216,16.517427,16.746958,17.016865,17.016865,17.123672,17.119742,
693.7430,16.90727,16.754799,16.774713,16.691279,16.715992,16.75,16.952615,16.952615,17.124667,17.128779,
694.0246,16.990972,16.888194,17.186804,16.55382,16.723264,16.856944,17.017708,17.017708,17.04861,17.098264,
694.3061,16.869991,17.114265,17.276002,16.635257,16.796756,17.135019,16.901241,16.901241,17.171756,17.015744,
694.5877,16.742675,17.15625,17.205444,16.732056,16.610349,17.212769,16.925538,16.925538,16.909543,16.873656,
694.8692,16.694213,16.959955,17.113889,16.725463,16.587037,16.973381,16.790279,16.790279,16.696529,16.671992,
695.1508,16.806531,16.739607,17.09375,16.671138,16.688975,16.739607,16.702388,16.702388,16.632444,16.529775,
695.4324,17.097592,16.595194,17.116827,16.771633,16.811056,16.6875,16.664423,16.664423,16.69423,16.43077,
695.7139,16.695843,16.607196,17.080304,17.371201,16.888446,16.866284,16.835034,16.835034,16.94223,16.473294,
695.9955,16.586483,16.560138,17.019259,17.074854,16.949491,16.980741,16.90625,16.90625,17.009629,16.564862,
696.2770,16.771262,16.677512,17.041789,16.634805,17.052328,17.062684,16.989828,16.989828,17.041789,16.59375,
696.5586,16.823581,16.850847,17.0625,16.773284,16.972733,17.053411,17.011081,17.011081,17.0625,16.654258,
696.8402,16.715272,16.90625,17.237511,17.061815,16.750685,16.972913,17.077783,17.077783,17.120837,16.609717,
