,Live Spectrum 26-10-2023 13:26:59,Live Spectrum 26-10-2023 13:27:01,Live Spectrum 26-10-2023 13:27:02,Live Spectrum 26-10-2023 13:27:03,Live Spectrum 26-10-2023 13:27:04,Live Spectrum 26-10-2023 13:27:04,Live Spectrum 26-10-2023 13:27:05,Live Spectrum 26-10-2023 13:27:05,Live Spectrum 26-10-2023 13:27:05,Live Spectrum 26-10-2023 13:27:06,Live Spectrum 26-10-2023 13:27:06,Live Spectrum 26-10-2023 13:27:06,Live Spectrum 26-10-2023 13:27:06,Live Spectrum 26-10-2023 13:27:07,Live Spectrum 26-10-2023 13:27:07,Live Spectrum 26-10-2023 13:27:07,Live Spectrum 26-10-2023 13:27:07,Live Spectrum 26-10-2023 13:27:08,Live Spectrum 26-10-2023 13:27:08,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
662.2081,16.796919,17.212447,16.928134,16.762518,16.899947,16.82484,16.82484,16.728116,16.728116,16.650035,16.650035,16.971813,16.971813,16.5625,16.5625,16.918768,16.918768,17.21875,17.21875,
662.4897,16.97009,17.050967,16.958557,16.78125,16.78058,16.487797,16.487797,16.992486,16.992486,16.708557,16.708557,16.822024,16.822024,16.62567,16.62567,16.621651,16.621651,17.15558,17.15558,
662.7712,16.909871,16.676322,16.806911,16.963319,16.608391,16.42648,16.42648,17.205919,17.205919,16.73898,16.73898,16.80148,16.80148,16.63602,16.63602,16.42829,16.42829,16.862012,16.862012,
663.0528,16.746732,16.325367,16.641135,17.101307,16.511846,16.418096,16.418096,17.075367,17.075367,16.788807,16.788807,16.851307,16.851307,16.586193,16.586193,16.658497,16.658497,16.71875,16.71875,
663.3344,16.798968,16.330218,16.909576,16.883486,17.001605,16.350516,16.350516,16.764392,16.764392,16.886812,16.886812,17.172248,17.172248,16.599656,16.599656,17.072592,17.072592,16.99742,16.99742,
663.6159,16.928259,16.690296,17.213764,16.736503,17.201727,16.419017,16.419017,16.678259,16.678259,16.848736,16.848736,17.339494,17.339494,16.571741,16.571741,17.25,17.25,17.098736,17.098736,
663.8975,16.901037,16.923178,17.348963,16.699215,17.042965,16.686211,16.686211,16.803392,16.803392,16.747393,16.747393,17.126289,17.126289,16.565107,16.565107,17.14843,17.14843,16.980465,16.980465,
664.1790,16.892063,16.695936,17.390146,16.76898,17.032209,16.859854,16.859854,16.907209,16.907209,16.702646,16.702646,16.984854,16.984854,16.513229,16.513229,16.998083,16.998083,17.146856,17.146856,
664.4606,16.845815,16.560435,17.298596,16.920843,17.169466,16.905562,16.905562,16.998623,16.998623,16.748623,16.748623,16.893034,16.893034,16.468062,16.468062,16.708287,16.708287,17.359031,17.359031,
664.7422,16.663252,16.714082,17.160918,16.910918,17.295708,17.024248,17.024248,17.105874,17.105874,16.841416,16.841416,16.795708,16.795708,16.543374,16.543374,16.439834,16.439834,17.30271,17.30271,
665.0237,16.5625,16.944878,16.984665,16.7483,17.148872,17.165907,17.165907,17.142614,17.142614,16.888636,16.888636,16.853407,16.853407,16.661928,16.661928,16.447157,16.447157,17.055122,17.055122,
665.3053,16.613756,17.066552,16.818122,16.522488,16.796547,17.205936,17.205936,17.150628,17.150628,16.90625,16.90625,16.893436,16.893436,16.711558,16.711558,16.589698,16.589698,16.741238,16.741238,
665.5869,17.011306,16.901522,16.721286,16.494928,16.881577,17.283442,17.283442,17.1875,17.1875,17.158099,17.158099,16.982935,16.982935,16.704221,16.704221,16.598822,16.598822,16.689692,16.689692,
665.8684,17.341322,16.787889,16.747895,16.631639,17.366095,17.403983,17.403983,17.165155,17.165155,17.506639,17.506639,17.122733,17.122733,16.814767,16.814767,16.5068,16.5068,16.84375,16.84375,
666.1500,16.989648,16.697852,17.020511,16.520898,17.385545,17.178113,17.178113,17.104295,17.104295,17.323432,17.323432,17.083205,17.083205,16.854295,16.854295,16.749614,16.749614,16.936921,16.936921,
666.4315,17.035481,16.747349,17.115467,16.566731,17.372349,16.834217,16.834217,17.052967,17.052967,17.137184,17.137184,17.086868,17.086868,16.793434,16.793434,16.932198,16.932198,17.134533,17.134533,
666.7131,17.152643,16.821214,17.058893,16.771035,17.367787,16.795072,16.795072,17.005107,17.005107,17.041465,17.041465,17.026143,17.026143,16.723857,16.723857,17.184499,17.184499,17.15625,17.15625,
666.9947,16.959852,16.820062,16.905582,16.969418,17.203292,16.75,16.75,16.9375,16.9375,16.90625,16.90625,17.077958,17.077958,16.561498,16.561498,17.436832,17.436832,17.148354,17.148354,
667.2762,16.649171,16.686293,16.754143,17.170407,17.186293,16.70045,16.70045,16.895029,16.895029,16.913329,16.913329,17.010014,17.010014,16.274171,16.274171,17.186293,17.186293,17.160393,17.160393,
667.5578,16.637523,16.437442,16.931354,17.21875,17.00632,16.512465,16.512465,16.756262,16.756262,16.924977,16.924977,16.956285,16.956285,16.218692,16.218692,16.906134,16.906134,17.287512,17.287512,
667.8393,16.622156,16.372398,17.15625,17.164297,17.139914,16.448391,16.448391,16.803031,16.803031,16.913117,16.913117,16.965906,16.965906,16.197211,16.197211,16.74882,16.74882,17.203594,17.203594,
668.1209,16.400463,16.66088,17.179398,16.892361,17.034722,16.527778,16.527778,16.920139,16.920139,17.09375,17.09375,16.646991,16.646991,16.701389,16.701389,17.1875,17.1875,16.724537,16.724537,
668.4025,16.963469,16.702758,17.3125,16.808685,16.867371,16.756163,16.756163,17.038146,17.038146,17.101379,17.101379,16.609008,16.609008,16.796508,16.796508,17.214202,17.214202,16.968017,16.968017,
668.6840,17.353998,16.8155,17.291498,16.796251,16.800499,17.234999,17.234999,17.3155,17.3155,17.168251,17.168251,16.72475,16.72475,16.90925,16.90925,17.385248,17.385248,17.1815,17.1815,
668.9656,17.136571,16.83719,17.078444,16.9375,16.6875,17.074071,17.074071,17.330631,17.330631,17.283437,17.283437,16.785623,16.785623,16.935313,16.935313,17.183127,17.183127,17.122813,17.122813,
669.2471,16.880494,16.744506,16.87088,16.936127,16.698487,16.80838,16.80838,17.149383,17.149383,17.317994,17.317994,16.846497,16.846497,16.900756,16.900756,17.111266,17.111266,17.092377,17.092377,
669.5287,16.998317,16.631171,16.780689,16.905128,16.939183,16.72436,16.72436,16.994951,16.994951,17.436378,17.436378,16.906811,16.906811,16.778445,16.778445,16.811378,16.811378,17.061378,17.061378,
669.8103,16.907002,16.965991,16.750251,16.844252,17.030498,17.028742,17.028742,16.721007,16.721007,17.375502,17.375502,16.937249,16.937249,16.626254,16.626254,16.750502,16.750502,17.000502,17.000502,
670.0918,16.815686,16.998938,16.689624,16.753186,17.242567,17.302943,17.302943,16.628186,16.628186,17.405188,17.405188,16.877124,16.877124,16.806129,16.806129,16.780188,16.780188,17.030188,17.030188,
670.3734,16.8125,16.882489,16.716878,16.632489,16.60369,16.989345,16.989345,17.300688,17.300688,17.700027,17.700027,16.786867,16.786867,16.8125,16.8125,16.693117,16.693117,16.38494,16.38494,
670.6550,16.755364,16.989272,16.633046,16.91068,16.733908,16.940182,16.940182,17.172342,17.172342,17.404502,17.404502,16.895522,16.895522,17.012476,17.012476,16.83034,16.83034,16.715134,16.715134,
670.9365,16.972071,17,16.597241,17.242848,17.194143,17.048536,17.048536,16.934179,16.934179,17.069652,17.069652,17.072804,17.072804,17.003491,17.003491,16.871509,16.871509,17.194143,17.194143,
671.2181,17.188654,16.946099,16.566799,17.146497,17.007445,17.035549,17.035549,16.744547,16.744547,17.03125,17.03125,17.174602,17.174602,17,17,16.848049,16.848049,17.357802,17.357802,
671.4996,16.591321,16.859071,16.797786,16.915857,16.759607,17.005107,17.005107,16.692607,16.692607,16.456107,16.456107,17.265929,17.265929,16.529428,16.529428,16.791464,16.791464,17.035143,17.035143,
671.7812,16.114047,16.818414,17.071773,16.722985,16.769422,16.822649,16.822649,16.81418,16.81418,16.318414,16.318414,17.230578,17.230578,16.260149,16.260149,16.831922,16.831922,16.867406,16.867406,
672.0628,16.301076,17.033267,17.370296,16.883737,17.002017,16.609543,16.609543,16.990928,16.990928,16.238911,16.238911,17.120631,17.120631,16.390457,16.390457,17.064517,17.064517,16.84375,16.84375,
672.3443,16.991826,17.188646,17.484948,17.222189,17.276017,16.609948,16.609948,17.221043,17.221043,16.21875,16.21875,17.141198,17.141198,16.461224,16.461224,17.409689,17.409689,16.84375,16.84375,
672.6259,17.004146,17.104154,17.156212,17.152066,17.229154,16.647919,16.647919,16.639512,16.639512,16.79173,16.79173,16.743704,16.743704,16.308316,16.308316,17.156212,17.156212,17.072942,17.072942,
672.9074,16.89327,16.951925,17.009135,17.115865,16.922119,16.634135,16.634135,16.627401,16.627401,16.800964,16.800964,16.571635,16.571635,16.426921,16.426921,17.252401,17.252401,17.06779,17.06779,
673.1890,16.811065,16.884938,16.914753,17.188935,16.791188,16.561065,16.561065,17.208918,17.208918,16.931867,16.931867,16.519877,16.519877,16.670493,16.670493,17.173257,17.173257,17.03125,17.03125,
673.4706,16.699214,16.875,16.977545,17.136714,17.047867,16.73634,16.73634,17.478518,17.478518,17.174813,17.174813,16.479491,16.479491,16.75,16.75,16.724588,16.724588,16.969723,16.969723,
673.7521,16.65625,16.973535,17.011543,17.054336,17.266328,17.001406,17.001406,17.224102,17.224102,17.25,17.25,16.527871,16.527871,16.612051,16.612051,16.314473,16.314473,17.036035,17.036035,
674.0337,16.65625,17.087967,17.037812,17.03125,17.08563,17.09375,17.09375,16.854536,16.854536,17.136565,17.136565,16.638123,16.638123,16.436721,16.436721,16.489993,16.489993,17.207185,17.207185,
674.3153,16.873514,17.106895,17.171132,16.995039,17.046132,17.111855,17.111855,16.646329,16.646329,16.863341,16.863341,16.832343,16.832343,16.429316,16.429316,16.741816,16.741816,17.353671,17.353671,
674.5968,17.048556,17.076444,17.232694,16.934139,17.228834,17.038472,17.038472,16.628361,16.628361,16.857195,16.857195,16.954806,16.954806,16.486056,16.486056,16.729333,16.729333,17.440861,17.440861,
674.8784,16.996473,17.045993,16.806083,17.087823,16.932846,17.084297,17.084297,16.887344,16.887344,16.96875,16.96875,17.001763,17.001763,16.764107,16.764107,16.78654,16.78654,17.22115,17.22115,
675.1599,17.047459,16.952708,16.531751,17.297125,16.703709,17.124666,17.124666,16.905248,16.905248,16.937333,16.937333,17.03125,17.03125,17.031417,17.031417,16.890708,16.890708,17.298461,17.298461,
675.4415,16.992229,16.755712,16.759199,17.34375,16.782678,17.032678,17.032678,16.71875,16.71875,16.816784,16.816784,17.061072,17.061072,17.047589,17.047589,16.891339,16.891339,17.519195,17.519195,
675.7231,16.643127,16.540314,16.878021,17.244949,16.735886,17.014114,17.014114,16.676407,16.676407,16.71875,16.71875,17.150208,17.150208,16.974792,16.974792,16.846771,16.846771,17.056412,17.056412,
676.0046,16.477455,16.517411,16.817113,16.898586,16.652158,16.991295,16.991295,16.731548,16.731548,16.732068,16.732068,17.205432,17.205432,16.919568,16.919568,16.8125,16.8125,16.433928,16.433928,
676.2862,16.706577,16.625,16.81882,16.581227,16.625117,16.874883,16.874883,16.937617,16.937617,16.775047,16.775047,17.124883,17.124883,17.025164,17.025164,16.799977,16.799977,16.419124,16.419124,
676.5677,16.992208,16.707103,16.921916,16.5625,16.789124,16.628772,16.628772,17.16027,17.16027,16.742126,16.742126,16.972605,16.972605,17.214895,17.214895,16.898541,16.898541,16.753937,16.753937,
676.8493,16.845346,16.898428,17.010936,16.529693,16.939057,16.200032,16.200032,17.375,17.375,16.592193,16.592193,16.809387,16.809387,17.345307,17.345307,17.126557,17.126557,16.648467,16.648467,
677.1309,16.68257,16.898572,16.909537,16.549892,16.878287,16.169141,16.169141,17.212715,17.212715,16.541393,16.541393,16.829499,16.829499,17.030967,17.030967,17.238214,17.238214,16.435035,16.435035,
677.4124,17.0625,16.696851,16.665601,16.71875,16.550193,16.828004,16.828004,16.856298,16.856298,16.599903,16.599903,17.125,17.125,16.25,16.25,17.296996,17.296996,16.727859,16.727859,
677.6940,17.113858,16.701631,16.661821,16.616033,16.340761,16.94606,16.94606,16.795381,16.795381,16.704619,16.704619,17.11644,17.11644,16.309918,16.309918,17.238858,17.238858,17.045788,17.045788,
677.9756,17.25,16.632942,16.539364,16.335981,16.273308,16.96875,16.96875,16.765539,16.765539,16.765539,16.765539,17.078211,17.078211,16.476519,16.476519,17.367231,17.367231,17.187845,17.187845,
678.2571,17.2151,16.520621,16.472719,16.375319,16.462409,16.95479,16.95479,16.910219,16.910219,16.81948,16.81948,17.03125,17.03125,16.541879,16.541879,17.37167,17.37167,16.958121,16.958121,
678.5387,17.068985,16.399765,16.806309,16.587559,16.943104,16.875294,16.875294,17.231426,17.231426,16.825176,16.825176,17.037441,17.037441,16.724647,16.724647,17.437794,17.437794,16.793926,16.793926,
678.8202,17.00117,16.527017,16.846091,16.589517,17.261977,16.78242,16.78242,17.17246,17.17246,16.78242,16.78242,17.051693,17.051693,16.912824,16.912824,17.28008,17.28008,16.680926,16.680926,
679.1018,17.142401,16.679332,17.197797,16.709517,17.431819,16.942116,16.942116,17.25,17.25,16.946733,16.946733,17.009233,17.009233,17.116832,17.116832,17.101918,17.101918,16.504616,16.504616,
679.3834,17.035689,16.743556,17.426009,16.640929,17.241731,16.957259,16.957259,17.234679,17.234679,16.988509,16.988509,17.031858,17.031858,17.169566,17.169566,16.945769,16.945769,16.607854,16.607854,
679.6649,16.852885,16.286538,17.352885,16.503846,17.40625,16.859776,16.859776,17.13109,17.13109,16.884936,16.884936,16.80641,16.80641,16.602885,16.602885,16.802564,16.802564,17.15016,17.15016,
679.9465,16.93976,16.640823,17.423938,16.261302,17.394948,16.72101,16.72101,17.18976,17.18976,16.678458,16.678458,16.75226,16.75226,16.710104,16.710104,17.013562,17.013562,17.064365,17.064365,
680.2280,16.96432,16.84818,17.248523,16.413634,17.248523,16.752954,16.752954,17.211366,17.211366,16.563977,16.563977,16.788634,16.788634,16.989663,16.989663,17.1875,17.1875,16.69193,16.69193,
680.5096,16.875,16.929866,17.209034,16.563888,17.213198,16.824992,16.824992,17.059724,17.059724,16.587504,16.587504,16.938888,16.938888,16.780556,16.780556,17.18403,17.18403,16.779862,16.779862,
680.7912,16.875,16.594717,16.782481,16.624824,16.969453,17.373418,17.373418,16.937852,16.937852,16.313291,16.313291,16.999824,16.999824,16.750088,16.750088,17.03169,17.03169,16.718926,16.718926,
681.0727,16.905381,16.532988,16.750869,16.959192,16.877607,17.466143,17.466143,16.967881,16.967881,16.464405,16.464405,16.939238,16.939238,16.993049,16.993049,16.818582,16.818582,16.627607,16.627607,
681.3543,16.995053,16.649654,16.631596,16.998351,16.845399,17.202342,17.202342,17.235158,17.235158,16.527952,16.527952,16.759894,16.759894,16.763193,16.763193,16.516491,16.516491,16.595399,16.595399,
681.6359,17,16.598607,16.79793,16.855892,16.901393,16.928105,16.928105,17.509395,17.509395,16.848288,16.848288,16.75,16.75,16.260031,16.260031,16.471178,16.471178,16.507285,16.507285,
681.9174,17.308476,16.621793,16.952717,16.67549,16.878207,16.90625,16.90625,16.914297,16.914297,16.734783,16.734783,16.048917,16.048917,17.144179,17.144179,16.693096,16.693096,17.593689,17.593689,
682.1990,17.316484,16.515937,16.750623,16.547187,16.847734,16.90625,16.90625,16.625623,16.625623,16.773282,16.773282,16.486801,16.486801,17.195468,17.195468,16.855079,16.855079,17.664218,17.664218,
682.4805,17.338989,16.288086,16.798218,16.663696,16.578858,17.012207,17.012207,16.434815,16.434815,16.860718,16.860718,17.039306,17.039306,17.1875,17.1875,17.007446,17.007446,17.444336,17.444336,
682.7621,17.189469,16.275714,16.966781,16.610359,16.582677,17.056964,17.056964,16.431964,16.431964,16.900714,16.900714,17.047859,17.047859,17.136073,17.136073,17.185531,17.185531,17.226255,17.226255,
683.0437,17.081434,16.28125,16.900245,16.618689,16.718444,17.0625,17.0625,16.686888,16.686888,17.006005,17.006005,16.806801,16.806801,17.050184,17.050184,17.143934,17.143934,17.262316,17.262316,
683.3252,17.01417,16.305415,16.585021,16.72166,16.870825,17.01417,17.01417,16.89499,16.89499,17.103745,17.103745,16.532516,16.532516,17.007085,17.007085,17.052505,17.052505,17.087931,17.087931,
683.6068,17.023392,16.42946,16.523392,16.843568,16.953034,16.953216,16.953216,16.984284,16.984284,16.797512,16.797512,16.515534,16.515534,17.257312,17.257312,17.03125,17.03125,16.984466,16.984466,
683.8883,16.82767,16.46875,16.870549,16.94286,17.17233,16.98274,16.98274,17,17,16.71012,16.71012,16.847929,16.847929,17.32113,17.32113,16.96339,16.96339,17.03661,17.03661,
684.1699,17.034035,16.46875,16.737814,17.230936,16.813023,17.065547,17.065547,16.759663,16.759663,16.52211,16.52211,16.269587,16.269587,17.028465,17.028465,17.418175,17.418175,17.171744,17.171744,
684.4515,17.114093,16.510907,16.983338,17.132963,16.646079,17.072671,17.072671,16.698407,16.698407,16.648287,16.648287,16.179537,16.179537,16.969486,16.969486,17.372056,17.372056,17.071199,17.071199,
684.7330,16.931274,16.510941,17.095322,16.970322,16.717178,17.103119,17.103119,16.678131,16.678131,16.871857,16.871857,16.301559,16.301559,17.040619,17.040619,16.925049,16.925049,16.918762,16.918762,
685.0146,16.980538,16.597706,16.671676,17.035206,16.808624,16.968671,16.968671,16.617168,16.617168,17.093829,17.093829,16.097547,16.097547,17.082041,17.082041,16.808624,16.808624,16.855459,16.855459,
685.2962,16.987405,16.693798,16.644012,17.09375,16.806202,16.781131,16.781131,16.556202,16.556202,17.262595,17.262595,16.100167,16.100167,17.037428,17.037428,16.975167,16.975167,16.84375,16.84375,
685.5777,16.901485,16.754765,17.123392,16.931683,16.673205,16.808787,16.808787,16.513243,16.513243,17.114418,17.114418,16.475619,16.475619,16.92797,16.92797,17.116522,17.116522,16.91578,16.91578,
685.8593,16.823274,16.69504,17.392242,16.846984,16.59375,16.96121,16.96121,16.551726,16.551726,16.88254,16.88254,16.808194,16.808194,16.875,16.875,17.035556,17.035556,16.985992,16.985992,
686.1408,16.71534,16.55909,17.109653,17.039776,16.610228,17.261936,17.261936,16.692616,16.692616,16.680679,16.680679,16.790907,16.790907,16.990343,16.990343,16.805679,16.805679,17.016478,17.016478,
686.4224,16.797677,16.5,16.828036,16.951788,16.89214,17.343037,17.343037,16.624109,16.624109,16.845354,16.845354,16.813213,16.813213,17.046608,17.046608,16.577501,16.577501,17.062678,17.062678,
686.7040,16.952452,16.544855,16.90221,16.643992,17.171202,17.203798,17.203798,16.618266,16.618266,17.03529,17.03529,16.922548,16.922548,17.08971,17.08971,16.498653,16.498653,16.974137,16.974137,
686.9855,16.99713,16.778221,17.02838,16.67602,17.1875,17.10236,17.10236,16.994101,16.994101,16.92331,16.92331,17.048151,17.048151,17.17331,17.17331,16.58801,16.58801,16.7728,16.7728,
687.2671,17.058109,17.094007,17.0625,17.000513,17.147211,16.973141,16.973141,17.182852,17.182852,16.879391,16.879391,17.20532,17.20532,17.236827,17.236827,16.830834,16.830834,16.727789,16.727789,
687.5486,17.14443,17.21875,16.97381,17.25,17.05574,16.91216,16.91216,16.95438,16.95438,16.91977,16.91977,17.16216,17.16216,17.30574,17.30574,17.20187,17.20187,16.86994,16.86994,
687.8302,17.242573,17.171104,16.796104,17.095152,16.988089,16.946468,16.946468,16.738089,16.738089,17.043161,17.043161,17.053532,17.053532,17.261911,17.261911,17.32287,17.32287,17,17,
688.1118,17.247788,17.138365,16.763365,16.754519,17.046827,17.084808,17.084808,16.874904,16.874904,17.084808,17.084808,16.736731,16.736731,17.024712,17.024712,17.142885,17.142885,16.944231,16.944231,
688.3933,17.197897,17.270736,16.895736,16.697723,17.177103,17.166589,17.166589,17.312209,17.312209,17.083411,17.083411,16.364603,16.364603,16.500116,16.500116,17.104089,17.104089,16.802161,16.802161,
688.6749,17.006631,17.490701,17.077134,16.944817,17.310518,17.278925,17.278925,17.335747,17.335747,16.749314,16.749314,16.430526,16.430526,16.548552,16.548552,17.100724,17.100724,16.892302,16.892302,
688.9565,16.62901,17.59003,17.205564,16.977927,17.55849,17.299314,17.299314,16.625289,16.625289,16.223049,16.223049,16.642774,16.642774,16.866402,16.866402,16.879588,16.879588,17.307912,17.307912,
689.2380,16.988872,17.130564,17.142552,16.794948,17.263698,17.106163,17.106163,16.436215,16.436215,16.345035,16.345035,16.6875,16.6875,16.760704,16.760704,16.893837,16.893837,17.334331,17.334331,
689.5196,17.319881,17.020419,17.28125,16.634106,17.132381,16.889763,16.889763,16.380656,16.380656,16.511313,16.511313,16.702263,16.702263,17.035181,17.035181,17.147144,17.147144,17.167081,17.167081,
689.8011,17.270822,17.1875,17.27462,16.542611,17.182769,16.9375,16.9375,16.586188,16.586188,16.776519,16.776519,16.696961,16.696961,17.269889,17.269889,17.192231,17.192231,16.887293,16.887293,
690.0827,16.964723,17.128706,17.238241,16.486388,17.269491,16.908103,16.908103,16.959165,16.959165,16.892638,16.892638,16.464723,16.464723,17.273197,17.273197,17.081991,17.081991,16.46875,16.46875,
690.3643,16.904841,16.88013,17.17211,16.608671,17.20849,16.740209,16.740209,17.15672,17.15672,16.9944,16.9944,16.31763,16.31763,16.95849,16.95849,17.03638,17.03638,16.45336,16.45336,
690.6458,17.405672,16.893105,17.063078,16.870041,17.151868,16.526868,16.526868,16.986855,16.986855,17.111855,17.111855,16.34375,16.34375,16.954449,16.954449,17.044973,17.044973,16.405672,16.405672,
690.9274,17.437466,16.841576,16.882269,16.980367,17.066848,16.57269,16.57269,16.917154,16.917154,17.038519,17.038519,16.390999,16.390999,17.199117,17.199117,16.941135,16.941135,16.651902,16.651902,
691.2089,16.264442,17.059612,16.931723,16.57642,16.633665,17.125,17.125,17.011553,17.011553,17.090862,17.090862,16.76733,16.76733,16.815388,16.815388,16.971638,16.971638,17.064867,17.064867,
691.4905,16.444827,17.03125,16.866427,16.410536,16.729466,17.114284,17.114284,17.120714,17.120714,17.058214,17.058214,16.948216,16.948216,16.84375,16.84375,17.002143,17.002143,16.768391,16.768391,
691.7721,16.970149,17.04664,16.75,16.475746,16.876399,16.971548,16.971548,17.044311,17.044311,16.986009,16.986009,17.106342,17.106342,16.840952,16.840952,17.028452,17.028452,16.600746,16.600746,
692.0536,17.003281,17.377625,16.752625,16.630905,16.910843,17.030594,17.030594,16.654938,16.654938,16.683563,16.683563,17.376312,17.376312,16.783218,16.783218,16.972031,16.972031,16.759186,16.759186,
692.3352,17.155821,17.499657,16.874657,16.905478,17.1244,17.000086,17.000086,16.593921,16.593921,16.500514,16.500514,17.437329,17.437329,16.874743,16.874743,17.124571,17.124571,17.1863,17.1863,
692.6167,17.06498,17.317459,16.875,16.99752,17.155423,17,17,16.715444,16.715444,16.560847,16.560847,17.4375,17.4375,16.844577,16.844577,17.246694,17.246694,17.370041,17.370041,
692.8983,17.151551,17.07503,16.726581,17.059368,17.274985,17.118735,17.118735,16.867169,16.867169,16.948389,16.948389,17.289081,17.289081,17.021853,17.021853,17.517154,17.517154,17.048479,17.048479,
693.1799,17.127305,16.744103,16.66086,16.975664,17.454921,17.298671,17.298671,16.701329,16.701329,17.229257,17.229257,17.194414,17.194414,17.060195,17.060195,17.791757,17.791757,16.741798,16.741798,
693.4614,16.701885,16.690542,16.938327,17.532904,16.904596,16.9458,16.9458,17.251654,17.251654,17.306415,17.306415,17.046462,17.046462,16.949669,16.949669,17.530423,17.530423,17.057242,17.057242,
693.7430,16.793606,16.852328,16.858865,17.511336,16.871221,16.713951,16.713951,16.955373,16.955373,17.230086,17.230086,17.141135,17.141135,16.910029,16.910029,17.445057,17.445057,16.983865,16.983865,
694.0246,17.026388,16.955208,16.736806,17.286112,16.901736,16.527084,16.527084,16.665626,16.665626,17.111806,17.111806,17.15625,17.15625,16.852778,16.852778,17.30382,17.30382,17.048958,17.048958,
694.3061,17.140506,16.916746,17.00477,17.093989,16.880248,16.447996,16.447996,16.781011,16.781011,16.937739,16.937739,17.182252,17.182252,16.895754,16.895754,17.203244,17.203244,17.34852,17.34852,
694.5877,17.257325,16.552487,17.113038,16.961425,16.950806,16.589113,16.589113,16.8125,16.8125,16.855712,16.855712,16.960081,16.960081,16.880981,16.880981,17.086425,17.086425,17.633669,17.633669,
694.8692,17.158565,16.419676,16.855094,17.035648,16.870602,16.723148,16.723148,16.542594,16.542594,16.819213,16.819213,16.857176,16.857176,16.875,16.875,17.037963,17.037963,17.638426,17.638426,
695.1508,16.767908,16.501475,16.805056,17.181531,16.748525,16.940449,16.940449,16.587781,16.587781,16.860112,16.860112,16.867556,16.867556,16.946418,16.946418,16.793189,16.793189,17.291714,17.291714,
695.4324,16.633173,16.738939,16.974036,17.264903,16.764903,17.184612,17.184612,16.878842,16.878842,16.828847,16.828847,16.967306,16.967306,16.89952,16.89952,16.695673,16.695673,16.887505,16.887505,
695.7139,17.027264,17.013632,16.69603,16.655505,16.289593,16.847736,16.847736,16.722922,16.722922,16.8125,16.8125,17.022348,17.022348,16.98674,16.98674,16.620456,16.620456,17.406995,17.406995,
695.9955,16.86319,17.115371,16.497638,16.514353,16.115371,16.730741,16.730741,16.603379,16.603379,16.898983,16.898983,17.052871,17.052871,17.03125,17.03125,16.680233,16.680233,17.613009,17.613009,
696.2770,16.614277,17.125,16.531434,16.666973,16.396629,16.958945,16.958945,16.719117,16.719117,16.9375,16.9375,16.895344,16.895344,16.926777,16.926777,16.823223,16.823223,17.447488,17.447488,
696.5586,16.602839,17.104831,16.481822,16.678411,16.571589,17.123008,17.123008,16.821589,16.821589,16.917331,16.917331,16.852839,16.852839,16.713644,16.713644,16.895169,16.895169,17.294322,17.294322,
696.8402,16.800011,16.996522,16.593065,16.811815,16.846543,17.078467,17.078467,16.960424,16.960424,16.964587,16.964587,16.797217,16.797217,16.508326,16.508326,16.964587,16.964587,17.327783,17.327783,
697.1217,16.850081,16.9375,16.856007,16.943696,17.168507,16.975081,16.975081,17.068696,17.068696,17.112338,17.112338,16.712554,16.712554,16.418777,16.418777,16.962554,16.962554,17.300108,17.300108,
697.4033,16.830501,16.847493,17.130763,17.004753,17.299251,17.153517,17.153517,17.039746,17.039746,17.1875,17.1875,16.741504,16.741504,16.496257,16.496257,16.973503,16.973503,17.087987,17.087987,
697.6849,17.120248,16.677563,17.336406,17.03125,17.295219,17.381624,17.381624,16.965438,16.965438,17.222062,17.222062,16.694844,16.694844,16.597062,16.597062,16.930876,16.930876,16.899626,16.899626,
697.9664,17.078758,16.809056,17.07501,16.633762,17.099068,17.089698,17.089698,16.722194,16.722194,17.067818,17.067818,16.989364,16.989364,16.840306,16.840306,17.106868,17.106868,16.992808,16.992808,
698.2480,16.891282,16.984156,16.812938,16.36047,17.09594,16.892158,16.892158,16.562938,16.562938,16.890406,16.890406,17.122371,17.122371,16.983718,16.983718,17.423408,17.423408,17.077468,17.077468,
698.5295,16.9375,16.953623,16.979896,16.573646,17.401273,17.030255,17.030255,16.669386,16.669386,16.859873,16.859873,16.876991,16.876991,16.786227,16.786227,17.546377,17.546377,17.016123,17.016123,
698.8111,16.923088,16.966324,17.067353,16.805221,17.461618,17.076912,17.076912,16.850882,16.850882,16.901397,16.901397,16.898971,16.898971,16.552941,16.552941,17.490441,17.490441,17.072059,17.072059,
699.0927,16.919947,17.082185,17,17.043224,17.234171,17.03896,17.03896,16.941355,16.941355,17.037237,17.037237,17.136974,17.136974,16.427658,16.427658,17.310368,17.310368,17.15625,17.15625,
699.3742,16.963469,17.200484,16.974031,17.244719,17.028828,16.981734,16.981734,16.958187,16.958187,17.163953,17.163953,17.377422,17.377422,16.452906,16.452906,17.174516,17.174516,17.208187,17.208187,
699.6558,17,17.194205,16.949772,17.207616,17.023407,16.865003,16.865003,16.920798,16.920798,17.096026,17.096026,17.395116,17.395116,16.660679,16.660679,17.193067,17.193067,17.219888,17.219888,
