,Live Spectrum 26-10-2023 13:26:59,Live Spectrum 26-10-2023 13:27:01,Live Spectrum 26-10-2023 13:27:02,Live Spectrum 26-10-2023 13:27:03,Live Spectrum 26-10-2023 13:27:04,Live Spectrum 26-10-2023 13:27:04,Live Spectrum 26-10-2023 13:27:05,Live Spectrum 26-10-2023 13:27:05,Live Spectrum 26-10-2023 13:27:05,Live Spectrum 26-10-2023 13:27:06,Live Spectrum 26-10-2023 13:27:06,Live Spectrum 26-10-2023 13:27:06,Live Spectrum 26-10-2023 13:27:06,Live Spectrum 26-10-2023 13:27:07,Live Spectrum 26-10-2023 13:27:07,Live Spectrum 26-10-2023 13:27:07,Live Spectrum 26-10-2023 13:27:07,Live Spectrum 26-10-2023 13:27:08,Live Spectrum 26-10-2023 13:27:08,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
425.9781,17.828026,17.75,18.515658,18.057368,18.046711,18.958487,18.958487,17.807303,17.807303,18.265526,18.265526,18.463684,18.463684,18.010395,18.010395,18.697961,18.697961,18.770921,18.770921,
426.2596,18.080037,17.790921,18.379042,17.886692,18.402425,18.517754,18.517754,17.880629,17.880629,18.529229,18.529229,18.078233,18.078233,17.998196,17.998196,18.628825,18.628825,18.521579,18.521579,
426.5412,18.17572,18.079077,18.11851,18.034848,18.204571,18.19399,18.19399,18.344949,18.344949,18.597841,18.597841,17.86851,17.86851,17.770669,17.770669,18.813699,18.813699,18.35673,18.35673,
426.8228,18.214353,18.407317,18.050973,18.434768,17.867273,18.282915,18.282915,18.433103,18.433103,18.282317,18.282317,17.879397,17.879397,17.990138,17.990138,18.794911,18.794911,18.349214,18.349214,
427.1043,18.054927,17.969516,17.882956,18.453604,17.258147,18.515529,18.515529,18.21156,18.21156,17.960985,17.960985,17.976706,17.976706,18.054735,18.054735,18.188266,18.188266,18.063074,18.063074,
427.3859,17.971082,17.560168,17.762127,18.134795,17.228077,18.495336,18.495336,18.040577,18.040577,18.055036,18.055036,17.797109,17.797109,18.073227,18.073227,17.820895,17.820895,17.739273,17.739273,
427.6674,18.017391,17.531903,17.597934,17.924294,17.7381,18.213259,18.213259,18.568644,18.568644,18.492284,18.492284,17.418803,17.418803,18.133369,18.133369,18.024187,18.024187,17.697175,17.697175,
427.9490,17.877318,17.716432,17.473387,18.084477,17.939448,17.997682,17.997682,18.79516,18.79516,18.549796,18.549796,17.295901,17.295901,18.202522,18.202522,18.29516,18.29516,17.932863,17.932863,
428.2306,17.822762,17.873604,17.374535,18.138519,17.655319,18.052238,18.052238,18.354942,18.354942,18.010727,18.010727,17.499535,17.499535,18.625465,18.625465,17.957558,17.957558,18.083023,18.083023,
428.5121,17.854625,18.116874,17.372251,17.566502,17.716001,18.03125,18.03125,18.010753,18.010753,17.849127,17.849127,17.551625,17.551625,18.410252,18.410252,18.08425,18.08425,18.059751,18.059751,
428.7937,17.943903,18.092428,17.295935,17.304218,17.467428,17.985315,17.985315,17.585468,17.585468,17.613516,17.613516,17.519766,17.519766,18.090549,18.090549,18.079065,18.079065,17.868597,17.868597,
429.0752,17.929528,17.899177,17.375,17.380015,17.310442,17.857897,17.857897,17.600823,17.600823,17.642103,17.642103,17.475823,17.475823,17.874101,17.874101,18.012088,18.012088,17.665381,17.665381,
429.3568,17.642618,17.950189,17.451132,17.551698,17.533136,17.768561,17.768561,17.575189,17.575189,17.731439,17.731439,17.374057,17.374057,17.599623,17.599623,18.005873,18.005873,17.505873,17.505873,
429.6384,17.610957,17.729629,17.668776,17.665612,17.625758,17.842992,17.842992,17.44762,17.44762,17.696862,17.696862,17.228112,17.228112,17.509362,17.509362,17.928896,17.928896,17.561742,17.561742,
429.9199,18.010148,17.198108,17.881881,17.413361,17.264106,18.024254,18.024254,17.166743,17.166743,17.708257,17.708257,17.170126,17.170126,17.423624,17.423624,17.916628,17.916628,17.812385,17.812385,
430.2015,17.998952,17.053207,17.809653,17.332134,16.997677,17.934653,17.934653,17.178207,17.178207,18.217475,18.217475,17.086256,17.086256,17.753371,17.753371,18.026604,18.026604,17.549312,17.549312,
430.4831,17.502315,17.202546,17.760417,17.605324,17.046296,17.674768,17.674768,17.327546,17.327546,18.627315,18.627315,17.028935,17.028935,18.050926,18.050926,18.123843,18.123843,17.197917,17.197917,
430.7646,17.375,17.296875,18,17.796875,17.078125,17.5625,17.5625,17.28125,17.28125,18.328125,18.328125,17.171875,17.171875,17.90625,17.90625,18.125,18.125,17.609375,17.609375,
431.0462,17.3125,17.423598,18.126149,17.842601,17.126149,17.644645,17.644645,17.234949,17.234949,17.899358,17.899358,17.347196,17.347196,17.988395,17.988395,17.980355,17.980355,17.891199,17.891199,
431.3277,17.429886,17.485519,18.139481,17.644806,17.089172,17.817078,17.817078,17.333847,17.333847,17.584595,17.584595,17.454269,17.454269,17.942825,17.942825,17.690536,17.690536,18.040405,18.040405,
431.6093,17.479244,17.326648,18.09033,17.395989,16.944574,17.822994,17.822994,17.319574,17.319574,17.451415,17.451415,17.330068,17.330068,17.517801,17.517801,17.49658,17.49658,18.260261,18.260261,
431.8909,17.312223,17.169603,17.865636,17.187223,17.000277,17.602283,17.602283,17.106826,17.106826,17.38381,17.38381,16.950299,16.950299,17.102283,17.102283,17.540337,17.540337,18.164783,18.164783,
432.1724,17.12648,17.15625,17.663388,17.019934,17.241382,17.413388,17.413388,16.963092,16.963092,17.399112,17.399112,16.620822,16.620822,17.134836,17.134836,17.796744,17.796744,17.699078,17.699078,
432.4540,17.024486,17.460362,17.339895,17.15882,17.514813,17.546063,17.546063,17.146577,17.146577,17.380479,17.380479,16.91139,16.91139,17.383049,17.383049,17.861472,17.861472,17.601799,17.601799,
432.7355,17.215113,17.460693,17.273584,17.476807,17.448998,17.597583,17.597583,17.261694,17.261694,17.285083,17.285083,17.078027,17.078027,17.566529,17.566529,17.910279,17.910279,17.82439,17.82439,
433.0171,17.444251,17.32365,17.444251,17.59375,17.102547,17.341397,17.341397,17.169599,17.169599,17.129398,17.129398,16.991049,16.991049,17.705401,17.705401,17.828048,17.828048,18.067052,18.067052,
433.2987,17.520641,17.333141,17.355516,17.531828,17.030672,17.239391,17.239391,17.104359,17.104359,17.083141,17.083141,16.989391,16.989391,17.75,17.75,17.708719,17.708719,18.094328,18.094328,
433.5802,17.510073,17.555516,17.28125,17.394117,17.274266,17.228823,17.228823,17.241986,17.241986,17.15728,17.15728,17.190589,17.190589,17.75,17.75,17.708677,17.708677,17.787204,17.787204,
433.8618,17.434875,17.743084,17.520043,17.213499,17.396708,17.197042,17.197042,17.355917,17.355917,17.144083,17.144083,17.259542,17.259542,17.793417,17.793417,17.653625,17.653625,17.634542,17.634542,
434.1434,17.384014,17.603361,17.647236,16.978361,17.339542,17.165264,17.165264,17.552889,17.552889,17.23618,17.23618,17.272236,17.272236,17.968153,17.968153,17.713944,17.713944,17.758417,17.758417,
434.4249,17.329481,17.371933,17.383136,16.701414,17.244221,17.110731,17.110731,17.556721,17.556721,17.30401,17.30401,17.167452,17.167452,18.145048,18.145048,17.613443,17.613443,18.017336,18.017336,
434.7065,17.3125,17.754796,17.071741,16.974181,16.776454,17.256701,17.256701,17.34502,17.34502,17.335779,17.335779,17.427624,17.427624,17.721925,17.721925,17.352991,17.352991,18.396374,18.396374,
434.9880,17.360088,17.930044,17,16.998575,16.910526,17.264912,17.264912,17.209869,17.209869,17.224781,17.224781,17.483662,17.483662,17.5625,17.5625,17.28125,17.28125,18.119299,18.119299,
435.2696,17.472219,17.791672,17.048609,17.090273,17.121523,17.201391,17.201391,17.333328,17.333328,17.114586,17.114586,17.10418,17.10418,17.416672,17.416672,17.208336,17.208336,17.465297,17.465297,
435.5512,17.425566,17.551509,17.136934,17.199434,17.354741,17.137877,17.137877,17.350189,17.350189,17.26743,17.26743,16.677452,16.677452,17.176509,17.176509,17.162689,17.162689,17.461368,17.461368,
435.8327,17.203738,17.170919,17.308134,17.117494,17.507506,17.099686,17.099686,17.293122,17.293122,17.515012,17.515012,16.770948,16.770948,17.150314,17.150314,17.206878,17.206878,17.62657,17.62657,
436.1143,17.104625,17.042125,17.240501,17.145375,17.53125,17.042125,17.042125,17.203813,17.203813,17.691562,17.691562,17.25131,17.25131,17.259499,17.259499,17.141313,17.141313,17.733687,17.733687,
436.3958,17.277896,16.926024,17.034604,16.998411,17.689089,17.268009,17.268009,16.819208,16.819208,17.560911,17.560911,17.26483,17.26483,17.465396,17.465396,17.019774,17.019774,17.513241,17.513241,
436.6774,17.607263,16.959843,17,16.995547,17.745547,17.3125,17.3125,16.66961,16.66961,17.20969,17.20969,16.982033,16.982033,17.553593,17.553593,16.91961,16.91961,17.22758,17.22758,
436.9590,16.892336,17.268859,17.109131,17.436522,17.34076,16.766847,16.766847,17.038207,17.038207,17.265381,17.265381,17.019348,17.019348,17.726196,17.726196,17.206359,17.206359,16.396303,16.396303,
437.2405,16.975602,17.451323,16.986177,17.250119,17.475602,16.881852,16.881852,17.010456,17.010456,17.28125,17.28125,17.114544,17.114544,17.389061,17.389061,17.361058,17.361058,16.531131,16.531131,
437.5221,17.282422,17.581719,16.658085,16.96457,17.471758,17.16043,17.16043,17.141211,17.141211,17.394219,17.394219,17.209727,17.209727,16.891874,16.891874,17.233789,17.233789,16.788438,16.788438,
437.8037,17.570943,17.421455,16.596284,16.994932,17.325171,17.216216,17.216216,17.127534,17.127534,17.377534,17.377534,17.161318,17.161318,16.815034,16.815034,17.132602,17.132602,16.841216,16.841216,
438.0852,17.477008,16.910098,16.710492,17.204298,17.079017,17.189565,17.189565,17.125,17.125,17.316629,17.316629,17.039508,17.039508,17.104354,17.104354,17.095815,17.095815,17.135604,17.135604,
438.3668,17.528052,16.875,16.955957,17.307702,16.854944,17.217151,17.217151,17.065698,17.065698,16.95669,16.95669,17.001599,17.001599,17.125,17.125,17.330957,17.330957,17.037647,17.037647,
438.6483,17.501138,16.965336,16.96875,17.282388,16.542628,17.399423,17.399423,16.942051,16.942051,16.967612,16.967612,17.210785,17.210785,16.582981,16.582981,17.825545,17.825545,17.001138,17.001138,
438.9299,17.775125,17.152167,17.029889,17.342389,16.500681,17.528528,17.528528,17.059778,17.059778,16.999319,16.999319,17.616153,17.616153,16.195667,16.195667,17.935458,17.935458,17.030569,17.030569,
439.2115,17.222843,16.970114,17.000227,16.475117,17.368633,17.127956,17.127956,17.527839,17.527839,16.720796,16.720796,16.601253,16.601253,17.614541,17.614541,17.503183,17.503183,17.434544,17.434544,
439.4930,17.156472,17,17.03125,16.596189,17.060726,17.12633,17.12633,17.091311,17.091311,16.939052,16.939052,16.626996,16.626996,17.498448,17.498448,17.249778,17.249778,17.374557,17.374557,
439.7746,17.186833,16.999333,17.029916,16.936833,16.819168,17.313167,17.313167,16.75,16.75,17.156917,17.156917,16.910917,16.910917,17.281917,17.281917,17.215416,17.215416,17.313834,17.313834,
440.0561,17.162896,16.972073,16.96875,16.909573,17.126108,17.347073,17.347073,16.761077,16.761077,17.185285,17.185285,17.132754,17.132754,17.314715,17.314715,17.075793,17.075793,17.369461,17.369461,
440.3377,17.349929,17.060955,16.973384,16.998455,17.140803,17.432866,17.432866,17.071768,17.071768,17.117277,17.117277,17.337571,17.337571,17.362643,17.362643,17.428232,17.428232,17.21875,17.21875,
440.6193,17.488526,17.03125,17.056567,16.990503,16.845728,17.339795,17.339795,17.248022,17.248022,16.974683,16.974683,17.195019,17.195019,17.107202,17.107202,17.248022,17.248022,17.214795,17.214795,
440.9008,17.786063,17.024031,16.971156,17.343784,16.899064,17.278844,17.278844,17.213937,17.213937,17.055281,17.055281,16.822092,16.822092,16.831718,16.831718,17.194686,17.194686,17.168282,17.168282,
441.1824,17.806943,16.951657,16.980181,17.693268,17.190331,17.218856,17.218856,17.193057,17.193057,16.985738,16.985738,16.616295,16.616295,16.718644,16.718644,16.914744,16.914744,17.343644,17.343644,
441.4640,17.444004,17.097002,16.787754,17.427743,17.212246,16.932267,16.932267,17.552743,17.552743,17.143241,17.143241,17.146493,17.146493,17.034502,17.034502,17.02927,17.02927,17.620476,17.620476,
441.7455,17.466979,17.055289,16.869433,17.325405,17.159919,17.141574,17.141574,17.446736,17.446736,17.005567,17.005567,17.055162,17.055162,17.077176,17.077176,17.288588,17.288588,17.279479,17.279479,
442.0271,17.210586,16.494513,17.082909,17.167091,17.199746,16.978186,16.978186,17.248595,17.248595,16.804336,16.804336,16.987754,16.987754,17.211991,17.211991,17.331504,17.331504,17.019004,17.019004,
442.3086,17.102361,16.290417,17.227732,17.026759,17.276759,16.598055,16.598055,17.008796,17.008796,16.745509,16.745509,16.919722,16.919722,17.397454,17.397454,17.19162,17.19162,16.977917,16.977917,
442.5902,16.751876,16.624267,17.276354,17.024478,17.259791,16.510935,16.510935,16.870104,16.870104,16.748124,16.748124,16.985313,16.985313,17.516563,17.516563,16.804585,16.804585,17.223646,17.223646,
442.8718,16.625529,17.167373,17.223517,17.209216,17.233051,16.938029,16.938029,16.806674,16.806674,16.969809,16.969809,16.916843,16.916843,17.448093,17.448093,16.567267,16.567267,17.255297,17.255297,
443.1533,16.798331,17.312371,17.053895,17.525685,16.820976,17.053895,17.053895,16.647774,16.647774,17.28125,17.28125,16.985831,16.985831,17.511387,17.511387,16.460274,16.460274,17.349572,17.349572,
443.4349,16.935865,16.946039,16.759356,17.647346,16.73701,16.838481,16.838481,16.902163,16.902163,17.238644,17.238644,17.001635,17.001635,17.483375,17.483375,16.635538,16.635538,17.577125,17.577125,
443.7164,17.168073,16.600226,16.352481,17.061372,16.767171,16.719878,16.719878,17.511823,17.511823,17.0625,17.0625,16.762951,16.762951,17.182152,17.182152,16.866269,16.866269,17.230573,17.230573,
443.9980,17.073168,16.686746,16.700468,16.910057,16.586889,16.898636,16.898636,17.382614,17.382614,17.083082,17.083082,16.8125,16.8125,17.246947,17.246947,16.566307,16.566307,17.142529,17.142529,
444.2796,17.007242,16.891766,17.019443,16.826984,16.548016,17.129959,17.129959,17.151291,17.151291,17.120041,17.120041,16.841467,16.841467,17.096033,17.096033,16.519443,16.519443,17.079266,17.079266,
444.5611,17.046488,16.881846,17.195119,16.935953,16.545715,17.25,17.25,17.038869,17.038869,17.022857,17.022857,16.975596,16.975596,16.969524,16.969524,16.809406,16.809406,17.054107,17.054107,
444.8427,17.117727,17.039962,17.210758,17.117008,16.631553,17.234015,17.234015,17.09447,17.09447,17.077765,17.077765,17.09375,17.09375,16.851023,16.851023,17.283409,17.283409,17.117008,17.117008,
445.1242,17.204224,17.181336,17.204224,17.077026,16.493836,17.103881,17.103881,17.204224,17.204224,17.014526,17.014526,17.118836,17.118836,16.731079,16.731079,17.604309,17.604309,17.068664,17.068664,
445.4058,17.180181,17.25,17.25,17.013795,16.588682,16.831363,16.831363,17.302364,17.302364,16.977477,16.977477,17.126408,17.126408,16.611205,16.611205,17.701295,17.701295,16.991273,16.991273,
445.6874,16.972733,17.240911,17.331801,17.023284,16.774407,16.764195,16.764195,17.328432,17.328432,16.990911,16.990911,16.896038,16.896038,16.647161,16.647161,17.610805,17.610805,16.87786,16.87786,
445.9689,16.93459,17.21875,17.408442,17.146803,16.986926,16.865553,16.865553,17.09084,17.09084,16.99709,16.99709,16.803771,16.803771,16.634447,16.634447,17.452766,17.452766,16.779058,16.779058,
446.2505,16.970598,17.238351,16.95839,17.154402,16.685092,16.912354,16.912354,17.068045,17.068045,17.131104,17.131104,17.088205,17.088205,16.695452,16.695452,17.373152,17.373152,17.160506,17.160506,
446.5321,16.90625,17.28125,16.644503,17.320256,16.457003,16.981296,16.981296,16.834398,16.834398,17.332003,17.332003,17.230497,17.230497,16.791401,16.791401,17.447651,17.447651,17.385151,17.385151,
446.8136,16.801283,17.28125,16.87596,17.321317,16.698957,16.676043,16.676043,16.68702,16.68702,17.34303,17.34303,16.883577,16.883577,16.917467,16.917467,17.479247,17.479247,17.290787,17.290787,
447.0952,16.615428,17.227055,17.200872,16.71115,17.022945,16.492961,16.492961,16.519144,16.519144,17.091217,17.091217,16.384572,16.384572,17.125,17.125,17.521678,17.521678,16.932433,16.932433,
447.3767,16.578009,16.979695,17.366105,16.388459,17.158532,16.712136,16.712136,16.370436,16.370436,16.778736,16.778736,16.433168,16.433168,17.136177,17.136177,17.528968,17.528968,16.665145,16.665145,
447.6583,16.391453,16.684214,17.302643,16.710499,17.138167,16.881571,16.881571,16.226976,16.226976,16.449012,16.449012,16.697357,16.697357,17.190786,17.190786,17.445726,17.445726,16.555929,16.555929,
447.9399,16.620406,16.542102,16.888149,17.101315,17.059213,16.834204,16.834204,16.637517,16.637517,16.705601,16.705601,16.946055,16.946055,17.131574,17.131574,17.122029,17.122029,16.686194,16.686194,
448.2214,17.015475,16.467097,16.512169,17.038161,17.119742,16.525992,16.525992,17.277645,17.277645,17.057242,17.057242,17.025992,17.025992,16.852314,16.852314,16.790114,16.790114,17.008564,17.008564,
448.5030,16.918705,16.699917,16.706145,16.987508,17.0625,16.481242,16.481242,17.037553,17.037553,16.912553,16.912553,16.943765,16.943765,16.81869,16.81869,17.037477,17.037477,16.912477,16.912477,
448.7845,16.903133,16.90625,17.058432,16.904691,17.024065,16.564059,16.564059,16.855003,16.855003,16.742815,16.742815,16.880627,16.880627,16.904691,16.904691,17.157809,17.157809,16.955938,16.955938,
449.0661,16.71875,16.932504,17.318772,16.8125,16.889987,16.643123,16.643123,16.846886,16.846886,16.766263,16.766263,16.883131,16.883131,16.891263,16.891263,17.25,17.25,16.858737,16.858737,
449.3477,16.880015,16.955311,17.473122,16.825939,16.767811,16.651878,16.651878,16.977816,16.977816,16.875,16.875,17.018133,17.018133,17.026878,17.026878,17.303755,17.303755,16.830633,16.830633,
449.6292,17.25871,16.97874,17.451247,16.92623,16.83248,16.6875,16.6875,17.099983,17.099983,16.875,16.875,17.152493,17.152493,17.10374,17.10374,17.512466,17.512466,17.074966,17.074966,
449.9108,17.595206,17.115554,17.454699,17.115554,17.021804,16.715601,16.715601,17.1875,17.1875,16.818797,16.818797,17.103196,17.103196,17.226503,17.226503,17.856108,17.856108,17.306203,17.306203,
450.1924,17.29077,17.046539,17.27964,17.118293,17.239808,16.90786,16.90786,17.173149,17.173149,17.137476,17.137476,17.114808,17.114808,17.226394,17.226394,18.033798,18.033798,17.102332,17.102332,
450.4739,16.852532,16.829103,17.079103,17,17.331058,16.991218,16.991218,17.141603,17.141603,17.447276,17.447276,17.176763,17.176763,17.139647,17.139647,17.648461,17.648461,16.854487,16.854487,
450.7555,17.103212,16.678038,16.987799,17,17.146788,16.86006,16.86006,17.035359,17.035359,17.326071,17.326071,17.07881,17.07881,17.18613,17.18613,17.115538,17.115538,16.90762,16.90762,
451.0370,17.341375,16.561708,16.875792,16.984771,16.908625,16.950354,16.950354,16.922271,16.922271,17.329313,17.329313,17.077729,17.077729,17.249208,17.249208,17.227646,17.227646,16.966375,16.966375,
451.3186,17.359928,16.578236,16.812721,16.922207,16.765957,17.264187,17.264187,16.952793,16.952793,17.188164,17.188164,17.062721,17.062721,17.188164,17.188164,17.701687,17.701687,17.0625,17.0625,
451.6002,17.170679,16.625683,16.891821,16.890796,16.813525,17.579321,17.579321,17.063183,17.063183,16.841016,16.841016,17.126025,17.126025,17.030567,17.030567,17.827271,17.827271,17.094092,17.094092,
451.8817,16.933911,16.6875,17.016074,16.890176,17.018765,17.623206,17.623206,17.221442,17.221442,16.834854,16.834854,17.138382,17.138382,16.936603,16.936603,17.637485,17.637485,17.205368,17.205368,
452.1633,16.763457,16.752891,17.129336,16.858652,17.190391,17.382676,17.382676,17.279805,17.279805,17.324062,17.324062,16.931719,16.931719,16.971641,16.971641,17.563945,17.563945,17.362988,17.362988,
452.4448,16.951401,16.496759,16.952863,16.92684,16.784698,17.085807,17.085807,17.316472,17.316472,16.99749,16.99749,17.227948,17.227948,16.781981,16.781981,17.02874,17.02874,17.088523,17.088523,
452.7264,17.190019,16.320057,16.90448,17.016885,16.442538,16.951865,16.951865,17.307462,17.307462,16.533769,16.533769,17.509327,17.509327,16.528731,16.528731,16.463712,16.463712,16.865673,16.865673,
453.0080,17.304487,16.680608,17.319711,16.945513,16.620032,16.834616,16.834616,17.112821,17.112821,16.751121,16.751121,17.163142,17.163142,16.602884,16.602884,16.40625,16.40625,17.057532,17.057532,
453.2895,17.42722,17.045503,17.58347,16.875,16.77097,16.837033,16.837033,16.930374,16.930374,17.045503,17.045503,16.88528,16.88528,16.983412,16.983412,16.35403,16.35403,17.295503,17.295503,
453.5711,17.398102,17.120926,17.466041,16.96331,16.759514,17.153519,17.153519,16.927986,16.927986,17.138588,17.138588,16.896736,16.896736,17.30706,17.30706,16.471459,16.471459,17.459236,17.459236,
453.8527,17.290008,17.022095,17.254181,16.959595,16.844147,17.397492,17.397492,17.022492,17.022492,17.107086,17.107086,16.973328,16.973328,17.124206,17.124206,16.575836,16.575836,17.392517,17.392517,
454.1342,17.013894,16.96875,17.205662,16.924412,17.02831,17.364852,17.364852,17.207796,17.207796,17.075588,17.075588,17.18162,17.18162,17.02831,17.02831,16.725958,16.725958,17.276176,17.276176,
454.4158,16.733311,16.96875,17.310782,16.919094,17.148969,17.165249,17.165249,17.275687,17.275687,17.007281,17.007281,17.3125,17.3125,17.314627,17.314627,16.806937,16.806937,17.139561,17.139561,
454.6973,16.488425,16.614453,17.430942,17.185958,17.001028,17.211678,17.211678,17.026233,17.026233,17.099281,17.099281,17.070086,17.070086,17.263631,17.263631,16.874486,16.874486,17.510033,17.510033,
454.9789,16.469422,16.582728,17.487634,17.24281,16.875,17.293616,17.293616,17.158265,17.158265,17.244153,17.244153,16.981787,16.981787,17.068347,17.068347,16.918616,16.918616,17.699194,17.699194,
455.2605,16.741546,16.890811,17.519118,16.926836,16.875,17.147425,17.147425,17.534928,17.534928,17.357721,17.357721,16.897425,16.897425,16.916543,16.916543,16.810661,16.810661,17.338232,17.338232,
455.5420,17.068477,17.077391,17.473207,16.703859,16.855652,17.004457,17.004457,17.443426,17.443426,17.232121,17.232121,16.793152,16.793152,16.805055,16.805055,16.924129,16.924129,17.040164,17.040164,
455.8236,17.226648,16.987983,17.300483,16.558381,16.804602,16.812159,16.812159,16.862301,16.862301,16.831392,16.831392,16.702954,16.702954,16.937841,16.937841,17.344432,17.344432,16.851307,16.851307,
456.1051,17.210407,16.827064,17.099971,16.539593,16.880232,16.797936,16.797936,16.59375,16.59375,16.537471,16.537471,16.65625,16.65625,17.090639,17.090639,17.551046,17.551046,16.860436,16.860436,
456.3867,17.107438,16.721204,16.951188,16.642562,17.017562,16.903796,16.903796,16.85395,16.85395,16.448735,16.448735,16.736312,16.736312,17.265108,17.265108,17.282284,17.282284,17.026343,17.026343,
456.6683,16.941115,16.849346,16.865788,16.727962,17.0625,16.998192,16.998192,17.303462,17.303462,16.639808,16.639808,16.882404,16.882404,17.384212,17.384212,16.983385,16.983385,17.09375,17.09375,
456.9498,16.95677,16.324225,16.394015,16.58646,16.65365,16.6224,16.6224,16.916802,16.916802,17.036195,17.036195,16.814845,16.814845,17.058727,17.058727,16.947135,16.947135,16.582687,16.582687,
457.2314,17,16.123904,16.362756,16.561952,16.375548,16.40625,16.40625,16.604349,16.604349,17.104897,17.104897,16.708699,16.708699,16.854349,16.854349,17.030702,17.030702,16.167945,16.167945,
457.5130,17.020855,16.583749,16.844143,16.864867,16.552302,16.573092,16.573092,16.802302,16.802302,16.999934,16.999934,17.000328,17.000328,16.739474,16.739474,16.999934,16.999934,16.344012,16.344012,
457.7945,16.968082,16.739138,17.052306,17.126337,16.677306,16.719418,16.719418,16.927306,16.927306,16.842413,16.842413,17.303643,17.303643,16.729612,16.729612,16.926638,16.926638,16.826705,16.826705,
458.0761,17.022514,16.782511,16.849965,17.081232,16.793768,17.090057,17.090057,16.873739,16.873739,16.802504,16.802504,17.438761,17.438761,16.813761,16.813761,17.097532,17.097532,17.212535,17.212535,
458.3576,17.126842,16.705263,16.556974,17.074145,16.779408,17.271447,17.271447,16.822303,16.822303,16.640921,16.640921,17.425855,17.425855,16.929539,16.929539,17.101711,17.101711,17.055132,17.055132,
458.6392,17.2428,16.677888,16.3822,16.877374,16.511986,17.302888,17.302888,16.72595,16.72595,16.519225,16.519225,17.038411,17.038411,16.947112,16.947112,17.019225,17.019225,17.067326,17.067326,
458.9208,17.215777,16.796621,16.387399,16.846723,16.384426,17.552567,17.552567,16.491081,16.491081,16.521824,16.521824,16.700406,16.700406,16.872027,16.872027,16.84723,16.84723,17.27777,17.27777,
459.2023,16.725344,16.821743,16.274205,16.852993,16.397007,17.304131,17.304131,17.08848,17.08848,16.509243,16.509243,16.823067,16.823067,16.777728,16.777728,16.913295,16.913295,17.167691,17.167691,
459.4839,16.664372,16.745939,16.462807,16.821563,16.250941,17.067502,17.067502,17.375,17.375,16.766244,16.766244,16.662193,16.662193,16.727813,16.727813,17.079685,17.079685,17.09375,17.09375,
459.7654,16.852929,16.920018,16.674315,17.058494,16.612399,16.785256,16.785256,17.486815,17.486815,17.098631,17.098631,16.495411,16.495411,16.696387,16.696387,17.41572,17.41572,17.09375,17.09375,
460.0470,16.973857,17.292963,17.034249,17.201321,16.713643,16.710036,16.710036,17.396036,17.396036,17.052286,17.052286,16.46875,16.46875,16.755107,16.755107,17.350965,17.350965,17.138821,17.138821,
460.3286,17.136228,17.383545,17.178955,17.241455,16.778319,16.968501,16.968501,16.980476,16.980476,17.158932,17.158932,16.695796,16.695796,16.78125,16.78125,17.167727,17.167727,17.224364,17.224364,
460.6101,17.25611,17.054818,17.14176,17.20426,16.949721,17.291201,17.291201,16.752269,16.752269,17.424581,17.424581,16.987081,16.987081,16.666899,16.666899,17.14787,17.14787,17.27287,17.27287,
460.8917,17.396411,16.707179,17.078936,16.934147,17.184257,17.190743,17.190743,16.695718,16.695718,17.17755,17.17755,17.131596,17.131596,16.740161,16.740161,17.133218,17.133218,17.212154,17.212154,
461.1733,17.228784,16.787334,16.969738,16.635034,17.273191,16.962666,16.962666,16.896216,16.896216,16.459544,16.459544,17.063488,17.063488,16.78125,16.78125,17.240953,17.240953,17.025166,17.025166,
461.4548,17.132904,17.193934,16.727389,16.515809,17.024448,16.976287,16.976287,16.96875,16.96875,16.25,16.25,16.844485,16.844485,16.454411,16.454411,17.211213,17.211213,16.781985,16.781985,
461.7364,17.054509,17.3125,16.679747,16.640983,16.867009,16.929509,16.929509,16.780773,16.780773,16.531966,16.531966,16.922233,16.922233,16.484733,16.484733,17.117009,17.117009,16.859733,16.859733,
462.0179,17.03125,17.430726,16.853016,16.782081,16.867395,16.85896,16.85896,16.600524,16.600524,17.050613,17.050613,16.874169,16.874169,16.673121,16.673121,17.14104,17.14104,17.189992,17.189992,
462.2995,16.936091,17.373591,16.977619,16.550813,16.922579,16.748591,16.748591,16.657659,16.657659,17.235079,17.235079,16.534484,16.534484,16.837699,16.837699,17.13246,17.13246,17.352619,17.352619,
462.5811,16.978042,16.865134,16.856415,16.588404,17.033223,16.981989,16.981989,16.902877,16.902877,17.154277,17.154277,16.15033,16.15033,16.970723,16.970723,17.268585,17.268585,17.422862,17.422862,
462.8626,17.048137,16.694682,16.884705,16.480589,17.086568,17.182842,17.182842,17.089092,17.089092,17.028726,17.028726,16.447595,16.447595,16.903726,16.903726,17.336568,17.336568,17.244952,17.244952,
463.1442,17.159311,16.518082,16.978858,16.558513,17.069547,17.339763,17.339763,17.149203,17.149203,17.145216,17.145216,16.659311,16.659311,16.487758,16.487758,17.271142,17.271142,17.042284,17.042284,
463.4257,17.1875,16.517417,17.097334,16.81275,17.086833,17.399333,17.399333,17.034583,17.034583,17.211833,17.211833,16.590166,16.590166,16.326333,16.326333,17.031,17.031,16.951333,16.951333,
