,Live Spectrum 26-10-2023 13:32:31,Live Spectrum 26-10-2023 13:32:39,Live Spectrum 26-10-2023 13:32:39,Live Spectrum 26-10-2023 13:32:40,Live Spectrum 26-10-2023 13:32:40,Live Spectrum 26-10-2023 13:32:40,Live Spectrum 26-10-2023 13:32:40,Live Spectrum 26-10-2023 13:32:41,Live Spectrum 26-10-2023 13:32:41,Live Spectrum 26-10-2023 13:32:41,Live Spectrum 26-10-2023 13:32:41,Live Spectrum 26-10-2023 13:32:42,Live Spectrum 26-10-2023 13:32:42,Live Spectrum 26-10-2023 13:32:42,Live Spectrum 26-10-2023 13:32:42,Live Spectrum 26-10-2023 13:32:42,Live Spectrum 26-10-2023 13:32:43,Live Spectrum 26-10-2023 13:32:43,Live Spectrum 26-10-2023 13:32:43,Live Spectrum 26-10-2023 13:32:43,Live Spectrum 26-10-2023 13:32:43,Live Spectrum 26-10-2023 13:32:44,Live Spectrum 26-10-2023 13:32:44,Live Spectrum 26-10-2023 13:32:44,Live Spectrum 26-10-2023 13:32:44,Live Spectrum 26-10-2023 13:32:44,Live Spectrum 26-10-2023 13:32:45,Live Spectrum 26-10-2023 13:32:45,Live Spectrum 26-10-2023 13:32:45,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
634.6151,17.05316,16.757726,16.332795,16.75934,16.75934,16.496771,16.496771,16.683003,16.683003,16.683003,16.44684,16.44684,16.918819,16.918819,16.918819,17.164322,17.164322,17.164322,16.308003,16.308003,16.724862,16.724862,16.724862,16.731319,16.731319,16.58441,16.58441,16.58441,16.992274,
634.8967,17.08365,16.66635,16.332701,16.688449,16.688449,16.3649,16.3649,16.956752,16.956752,16.956752,16.40625,16.40625,16.939398,16.939398,16.939398,17.46875,17.46875,17.46875,16.601952,16.601952,16.542299,16.542299,16.542299,16.731697,16.731697,16.604799,16.604799,16.604799,17.053349,
635.1782,17.025516,16.6875,16.356508,16.643492,16.643492,16.334504,16.334504,17.034762,17.034762,17.034762,16.461726,16.461726,16.830992,16.830992,16.830992,17.42252,17.42252,17.42252,16.75,16.75,16.527738,16.527738,16.527738,16.617976,16.617976,16.599484,16.599484,16.599484,17.01498,
635.4598,16.861976,16.855331,16.539072,16.670717,16.670717,16.455156,16.455156,16.876443,16.876443,16.876443,16.845497,16.845497,16.782693,16.782693,16.782693,17.429982,17.429982,17.429982,16.682868,16.682868,16.669274,16.669274,16.669274,16.766783,16.766783,16.746241,16.746241,16.746241,17.074651,
635.7413,16.671324,17.184368,17.065804,16.692835,16.692835,16.888973,16.888973,16.670223,16.670223,16.670223,17.470952,17.470952,16.576473,16.576473,16.576473,17.719851,17.719851,17.719851,16.575372,16.575372,16.875,16.875,16.875,16.835112,16.835112,16.883638,16.883638,16.883638,16.914888,
636.0229,16.772213,16.660958,16.787933,16.966396,16.966396,17.071347,17.071347,16.845915,16.845915,16.845915,17.241153,17.241153,16.772213,16.772213,16.772213,17.504708,17.504708,17.504708,16.892695,16.892695,16.861634,16.861634,16.861634,16.90625,16.90625,16.772403,16.772403,16.772403,16.823701,
636.3045,16.933778,16.212921,16.894101,17.234129,17.234129,17.224579,17.224579,16.904635,16.904635,16.904635,17.076264,17.076264,16.986236,16.986236,16.986236,17.033357,17.033357,17.033357,17.175843,17.175843,16.818329,16.818329,16.818329,16.90625,16.90625,16.654143,16.654143,16.654143,16.732514,
636.5860,16.791199,16.257142,17.264923,17.427551,17.427551,17.245026,17.245026,16.659821,16.659821,16.659821,17.014923,17.014923,17.0625,17.0625,17.0625,16.851531,16.851531,16.851531,17.090179,17.090179,16.863648,16.863648,16.863648,16.881378,16.881378,16.761352,16.761352,16.761352,16.646301,
636.8676,16.835509,16.670323,17.286066,17.362639,17.362639,17.202269,17.202269,16.889073,16.889073,16.889073,17.08963,17.08963,17.046019,17.046019,17.046019,16.55838,16.55838,16.55838,16.836205,16.836205,16.96463,16.96463,16.96463,16.733519,16.733519,16.643889,16.643889,16.643889,16.626712,
637.1491,16.797581,16.985081,16.902984,17.274718,17.274718,17.054555,17.054555,17.197299,17.197299,17.197299,17.046169,17.046169,16.944032,16.944032,16.944032,16.537782,16.537782,16.537782,16.368468,16.368468,16.927701,16.927701,16.927701,16.628266,16.628266,16.565766,16.565766,16.565766,16.863347,
637.4307,16.949561,17.120176,16.889473,17.19704,17.19704,16.716338,16.716338,17.252303,17.252303,17.252303,16.889364,16.889364,17,17,17,16.57204,16.57204,16.57204,16.322149,16.322149,16.841338,16.841338,16.841338,16.653838,16.653838,16.586513,16.586513,16.586513,17.028838,
637.7123,17.09375,17.046917,17.046917,16.934383,16.934383,16.6875,16.6875,16.912483,16.912483,16.912483,16.682825,16.682825,16.996883,16.996883,16.996883,16.362365,16.362365,16.362365,16.449966,16.449966,16.8125,16.8125,16.8125,16.620325,16.620325,16.512466,16.512466,16.512466,16.973509,
637.9938,17.091637,16.752113,16.750704,16.880635,16.880635,16.689613,16.689613,17.029841,17.029841,17.029841,16.593046,16.593046,16.927638,16.927638,16.927638,17.313204,17.313204,17.313204,16.679751,16.679751,16.811796,16.811796,16.811796,16.525615,16.525615,16.754931,16.754931,16.754931,16.470863,
638.2754,17.000448,16.843302,16.781101,17.123805,17.123805,16.780802,16.780802,16.969049,16.969049,16.969049,16.562649,16.562649,16.502091,16.502091,16.502091,17.343601,17.343601,17.343601,16.345393,16.345393,16.781399,16.781399,16.781399,16.282445,16.282445,16.967705,16.967705,16.967705,16.562052,
638.5570,16.69753,16.84375,16.871991,16.943518,16.943518,16.962732,16.962732,17.059491,17.059491,17.059491,16.532253,16.532253,16.469753,16.469753,16.469753,17.585726,17.585726,17.585726,16.34375,16.34375,16.841744,16.841744,16.841744,16.674461,16.674461,17.089738,17.089738,17.089738,16.955711,
638.8385,16.658107,16.873143,16.933787,16.731746,16.731746,16.998143,16.998143,17.121287,17.121287,17.121287,16.678217,16.678217,16.703897,16.703897,16.703897,17.387996,17.387996,17.387996,16.490717,16.490717,17.02011,17.02011,17.02011,17.010827,17.010827,17.064357,17.064357,17.064357,16.939357,
639.1201,16.913109,16.84646,17.10874,16.60459,16.60459,17.05708,17.05708,16.925221,16.925221,16.925221,16.80166,16.80166,16.77583,16.77583,16.77583,17.003981,17.003981,17.003981,16.67124,16.67124,16.831471,16.831471,16.831471,16.802931,16.802931,16.94834,16.94834,16.94834,16.96604,
639.4016,17.075933,16.871437,17.180373,17.036735,17.036735,17.173246,17.173246,16.82319,16.82319,16.82319,16.923246,16.923246,16.670504,16.670504,16.670504,17.024123,17.024123,17.024123,16.798246,16.798246,16.701754,16.701754,16.701754,16.393638,16.393638,16.743694,16.743694,16.743694,16.913377,
639.6832,17.33525,16.901833,17.107,17.147417,17.147417,16.865501,16.865501,16.356334,16.356334,16.356334,16.910667,16.910667,16.387917,16.387917,16.387917,17.004417,17.004417,17.004417,16.732,16.732,16.660667,16.660667,16.660667,16.26325,16.26325,16.63825,16.63825,16.63825,16.691584,
639.9648,17.375,16.98419,17.04179,16.974389,16.974389,16.708579,16.708579,16.20331,16.20331,16.20331,16.802329,16.802329,16.551591,16.551591,16.551591,17.181861,17.181861,17.181861,16.71875,16.71875,16.70821,16.70821,16.70821,16.431861,16.431861,16.780881,16.780881,16.780881,16.68223,
640.2463,17.123729,17.100508,17.056377,16.987754,16.987754,16.385975,16.385975,16.96644,16.96644,16.96644,16.856631,16.856631,17.020911,17.020911,17.020911,17.143369,17.143369,17.143369,16.844385,16.844385,16.668496,16.668496,16.668496,16.996419,16.996419,16.8125,16.8125,16.8125,16.838263,
640.5279,16.989677,17.149274,16.965403,17.072823,17.072823,16.433871,16.433871,17.034879,17.034879,17.034879,16.923548,16.923548,17.125,17.125,17.125,17.222097,17.222097,17.222097,16.826452,16.826452,16.65625,16.65625,16.65625,17.076452,17.076452,16.8125,16.8125,16.8125,17.214839,
640.8094,16.828221,17.085986,16.843814,16.976643,16.976643,16.79665,16.79665,16.882893,16.882893,16.882893,16.9375,16.9375,17.007893,17.007893,17.007893,17.320264,17.320264,17.320264,16.695393,16.695393,16.773357,16.773357,16.773357,17.039079,17.039079,16.835921,16.835921,16.835921,17.453029,
641.0910,16.826388,16.972225,16.586812,16.914931,16.914931,16.951388,16.951388,16.821181,16.821181,16.821181,17.11805,17.11805,16.923612,16.923612,16.923612,17.34375,17.34375,17.34375,16.453131,16.453131,16.857638,16.857638,16.857638,17.189231,17.189231,16.934025,16.934025,16.934025,17.274312,
641.3726,16.974048,16.980933,16.478284,16.754236,16.754236,16.990466,16.990466,16.595337,16.595337,16.595337,17.339514,17.339514,16.797669,16.797669,16.797669,17.235169,17.235169,17.235169,16.244702,16.244702,16.940149,16.940149,16.940149,17.293433,17.293433,16.96875,16.96875,16.96875,16.970337,
641.6541,17.072978,17.041728,16.635661,16.770956,16.770956,16.979136,16.979136,16.520864,16.520864,16.520864,17.573161,17.573161,16.896048,16.896048,16.896048,17.166636,17.166636,17.166636,16.270956,16.270956,16.989614,16.989614,16.989614,17.249908,17.249908,16.906158,16.906158,16.906158,16.875,
641.9357,17.053727,17.302641,16.83882,16.892547,16.892547,17.048797,17.048797,16.671332,16.671332,16.671332,17.576203,17.576203,17.188879,17.188879,17.188879,17.196273,17.196273,17.196273,16.632688,16.632688,16.87993,16.87993,16.87993,17.078668,17.078668,16.714906,16.714906,16.714906,16.814965,
642.2173,16.820493,17.571618,16.944569,17.071618,17.071618,17.247028,17.247028,16.999076,16.999076,16.999076,17.492931,17.492931,17.465778,17.465778,17.465778,17.161271,17.161271,17.161271,16.965778,16.965778,16.79334,16.79334,16.79334,16.904202,16.904202,16.452563,16.452563,16.452563,16.723771,
642.4988,17.090272,17.290094,16.858903,16.863325,16.863325,17.014209,17.014209,16.973172,16.973172,16.973172,17.30398,17.30398,17.123113,17.123113,17.123113,17.179923,17.179923,17.179923,17.099116,17.099116,17.037559,17.037559,17.037559,16.84375,16.84375,16.838061,16.838061,16.838061,16.559345,
642.7804,17.217895,16.978882,16.816162,16.726074,16.726074,16.641601,16.641601,16.861206,16.861206,16.861206,17.170044,17.170044,16.864868,16.864868,16.864868,17.236206,17.236206,17.236206,17.002807,17.002807,17.201294,17.201294,17.201294,16.965943,16.965943,17.135132,17.135132,17.135132,16.660767,
643.0619,16.960914,16.771454,16.760727,16.831064,16.831064,16.581064,16.581064,16.808582,16.808582,16.808582,17.15625,17.15625,16.922855,16.922855,16.922855,17.299814,17.299814,17.299814,16.756809,16.756809,17.104477,17.104477,17.104477,17.095709,17.095709,17.043936,17.043936,17.043936,17.011755,
643.3435,16.780737,16.593494,16.719006,16.906506,16.906506,16.97157,16.97157,16.75,16.75,16.75,17.061731,17.061731,16.953253,16.953253,16.953253,17.29649,17.29649,17.29649,16.57774,16.57774,16.952484,16.952484,16.952484,16.951715,16.951715,16.968494,16.968494,16.968494,17.219006,
643.6251,16.79326,16.532696,16.690392,17.071618,17.071618,17.372108,17.372108,16.720196,16.720196,16.720196,16.96875,16.96875,16.879338,16.879338,16.879338,17.10098,17.10098,17.10098,16.635564,16.635564,16.770686,16.770686,16.770686,16.572622,16.572622,16.952402,16.952402,16.952402,17.086078,
643.9066,16.945255,16.5,16.610949,17.345209,17.345209,17.29699,17.29699,16.603194,16.603194,16.603194,16.96875,16.96875,16.753148,16.753148,16.753148,16.951551,16.951551,16.951551,16.806204,16.806204,16.698403,16.698403,16.698403,16.273495,16.273495,17.010903,17.010903,17.010903,16.793842,
644.1882,16.991649,16.605602,16.514549,17.433999,17.433999,17.058999,17.058999,16.420799,16.420799,16.420799,16.889549,16.889549,16.69235,16.69235,16.69235,17.008351,17.008351,17.008351,16.967401,16.967401,16.7632,16.7632,16.7632,16.2139,16.2139,17.0625,17.0625,17.0625,16.695851,
644.4697,16.888102,16.787049,16.332152,17.183205,17.183205,17.018148,17.018148,16.263102,16.263102,16.263102,16.818299,16.818299,16.717998,16.717998,16.717998,17.099549,17.099549,17.099549,17.069051,17.069051,16.855348,16.855348,16.855348,16.373496,16.373496,17.025451,17.025451,17.025451,16.774699,
644.7513,16.52502,16.763256,16.345241,16.948999,16.948999,16.80627,16.80627,16.428983,16.428983,16.428983,16.943995,16.943995,16.67451,16.67451,16.67451,17.271242,17.271242,17.271242,16.732271,16.732271,16.750265,16.750265,16.750265,16.619996,16.619996,16.842259,16.842259,16.842259,17.007986,
645.0329,16.148389,16.742139,16.424063,17.085889,17.085889,16.461586,16.461586,16.769207,16.769207,16.769207,16.966659,16.966659,16.501394,16.501394,16.501394,17.415505,17.415505,17.415505,16.378485,16.378485,16.545384,16.545384,16.545384,16.590962,16.590962,16.667596,16.667596,16.667596,17.333101,
645.3144,16.551382,17.027544,16.117054,17.322299,17.322299,16.936181,16.936181,16.52701,16.52701,16.52701,16.722456,16.722456,16.683794,16.683794,16.683794,17.21451,17.21451,17.21451,16.863882,16.863882,17.061181,17.061181,17.061181,16.275157,16.275157,16.828392,16.828392,16.828392,17.224309,
645.5960,16.973297,17.102555,16.138641,17.290055,17.290055,17.370598,17.370598,16.401992,16.401992,16.401992,16.566902,16.566902,16.875145,16.875145,16.875145,16.991051,16.991051,16.991051,17.294746,17.294746,17.46875,17.46875,17.46875,16.151848,16.151848,17.008949,17.008949,17.008949,17.022301,
645.8776,17.0544,16.920152,16.67354,17.14815,17.14815,17.413201,17.413201,16.681698,16.681698,16.681698,16.548598,16.548598,17.104147,17.104147,17.104147,17.025448,17.025448,17.025448,17.357652,17.357652,17.387753,17.387753,17.387753,16.332146,16.332146,17.015051,17.015051,17.015051,16.983801,
646.1591,17.016749,16.774,17.466501,17.190253,17.190253,17.321999,17.321999,16.872751,16.872751,16.872751,16.723752,16.723752,17.327001,17.327001,17.327001,17.238253,17.238253,17.238253,17.160747,17.160747,17.076496,17.076496,17.076496,16.707003,16.707003,17.012252,17.012252,17.012252,16.922999,
646.4407,16.994355,16.826815,17.524092,17.329435,17.329435,17.282006,17.282006,16.898336,16.898336,16.898336,16.882158,16.882158,17.368599,17.368599,17.368599,17.367842,17.367842,17.367842,16.987954,16.987954,16.831704,16.831704,16.831704,16.875,16.875,17.181855,17.181855,17.181855,16.830191,
646.7222,17.082645,17.158315,17.313923,16.953516,16.953516,17.422907,17.422907,16.569476,16.569476,16.569476,17.025698,17.025698,17.338198,17.338198,17.338198,17.179883,17.179883,17.179883,17.101367,17.101367,16.92846,16.92846,16.92846,16.841685,16.841685,17.30346,17.30346,17.30346,16.65625,
647.0038,17.068881,17.3125,17.059473,16.640788,16.640788,17.424738,17.424738,16.364242,16.364242,16.364242,17.089373,17.089373,17.326612,17.326612,17.326612,17.06115,17.06115,17.06115,17.248323,17.248323,17.073585,17.073585,17.073585,16.753354,16.753354,17.392138,17.392138,17.392138,16.722104,
647.2854,17.269684,17.300934,17.226461,16.937094,16.937094,16.992289,16.992289,16.644684,16.644684,16.644684,17.582184,17.582184,17.379262,17.379262,17.379262,17.375406,17.375406,17.375406,17.066355,17.066355,17.293223,17.293223,17.293223,17.132711,17.132711,17.304789,17.304789,17.304789,17.101461,
647.5669,17.17547,17.209728,17.278243,17.210383,17.210383,16.904419,16.904419,16.589567,16.589567,16.589567,17.484963,17.484963,17.178478,17.178478,17.178478,17.141213,17.141213,17.141213,17.090743,17.090743,17.114147,17.114147,17.114147,17.154419,17.154419,17.234963,17.234963,17.234963,17.138206,
647.8485,17.056021,17.12716,17.217607,17.701474,17.701474,16.598069,16.598069,16.839431,16.839431,16.839431,17.34159,17.34159,17.102388,17.102388,17.102388,16.995681,16.995681,16.995681,17.068979,17.068979,16.703633,16.703633,16.703633,16.807038,16.807038,17.09375,17.09375,17.09375,16.957952,
648.1300,16.96875,17.147066,16.78125,17.445134,17.445134,16.661498,16.661498,16.789122,16.789122,16.789122,17.30594,17.30594,17.221374,17.221374,17.221374,16.934876,16.934876,16.934876,17.15625,17.15625,16.5,16.5,16.5,16.307252,16.307252,17.085878,17.085878,17.085878,16.798068,
648.4116,16.972467,16.939359,16.786826,16.902997,16.902997,16.783573,16.783573,16.969679,16.969679,16.969679,17.155785,17.155785,17.281715,17.281715,17.281715,16.878253,16.878253,16.878253,17.157179,17.157179,16.501859,16.501859,16.501859,16.19447,16.19447,16.906715,16.906715,16.906715,16.465962,
648.6932,17.215691,17.060971,17.151662,16.690177,16.690177,16.935588,16.935588,17.030485,17.030485,17.030485,17.125382,17.125382,17.312118,17.312118,17.312118,17.091073,17.091073,17.091073,17.217985,17.217985,16.623471,16.623471,16.623471,16.650515,16.650515,16.937118,16.937118,16.937118,16.283544,
648.9747,17.338834,17.002458,17.306354,16.447333,16.447333,16.60727,16.60727,17.091292,17.091292,17.091292,16.884833,16.884833,17.402563,17.402563,17.402563,17.183813,17.183813,17.183813,16.948562,16.948562,16.655021,16.655021,16.655021,16.686271,16.686271,16.997542,16.997542,16.997542,16.071104,
649.2563,17.34375,16.912477,17.079105,16.583372,16.583372,16.506227,16.506227,17.035401,17.035401,17.035401,16.816651,16.816651,17.231203,17.231203,17.231203,17.245849,17.245849,17.245849,16.733279,16.733279,16.597901,16.597901,16.597901,16.599977,16.599977,17.029174,17.029174,17.029174,16.150023,
649.5378,17.060467,17.331174,16.609248,17.018674,17.018674,16.924924,16.924924,17.116235,17.116235,17.116235,17.605691,17.605691,17.360391,17.360391,17.360391,17.051702,17.051702,17.051702,17.115346,17.115346,16.622078,16.622078,16.622078,16.76372,16.76372,16.691311,16.691311,16.691311,16.977769,
649.8194,16.756426,17.127659,16.425088,16.897606,16.897606,16.803856,16.803856,17.152482,17.152482,17.152482,17.440159,17.440159,17.402482,17.402482,17.402482,16.948803,16.948803,16.948803,16.881426,16.881426,16.707447,16.707447,16.707447,16.67132,16.67132,16.738697,16.738697,16.738697,16.787676,
650.1010,16.79866,16.907292,16.48616,16.981547,16.981547,16.967708,16.967708,17.182887,17.182887,17.182887,17.219792,17.219792,17.459524,17.459524,17.459524,17.01741,17.01741,17.01741,16.630656,16.630656,16.79866,16.79866,16.79866,16.549703,16.549703,16.856547,16.856547,16.856547,16.616816,
650.3825,17.328331,17.003958,16.783707,17.309498,17.309498,17.412665,17.412665,17.1875,17.1875,17.1875,17.368041,17.368041,17.339792,17.339792,17.339792,17.289165,17.289165,17.289165,16.645333,16.645333,16.838292,16.838292,16.838292,16.53125,16.53125,16.978166,16.978166,16.978166,16.645333,
650.6641,17.462447,17.155983,16.868697,17.375,17.375,17.275481,17.275481,17.137607,17.137607,17.137607,17.206677,17.206677,17.162821,17.162821,17.162821,17.618162,17.618162,17.618162,16.780983,16.780983,16.893643,16.893643,16.893643,16.655983,16.655983,16.975053,16.975053,16.975053,16.780983,
650.9457,17.227731,17.139296,16.561675,17.182185,17.182185,16.809017,16.809017,17.173204,17.173204,17.173204,16.867027,16.867027,17.028592,17.028592,17.028592,17.735704,17.735704,17.735704,17.077621,17.077621,16.858046,16.858046,16.858046,16.735704,16.735704,16.872342,16.872342,16.872342,17.005315,
651.2272,17.016704,16.962197,16.515265,17.055227,17.055227,16.245606,16.245606,17.047954,17.047954,17.047954,16.851023,16.851023,16.976742,16.976742,16.976742,17.494166,17.494166,17.494166,17.132992,17.132992,17.029811,17.029811,17.029811,16.84303,16.84303,16.680947,16.680947,16.680947,16.96947,
651.5088,16.991164,16.771768,16.867454,17.143318,17.143318,16.160991,16.160991,16.843105,16.843105,16.843105,17.143963,17.143963,17.080818,17.080818,17.080818,17.137287,17.137287,17.137287,17.080173,17.080173,17.160991,17.160991,17.160991,16.852586,16.852586,16.490518,16.490518,16.490518,16.892673,
651.7903,17.04314,16.459911,17.474539,16.950231,16.950231,16.29535,16.29535,16.75968,16.75968,16.75968,17.20686,17.20686,16.97401,16.97401,16.97401,16.578281,16.578281,16.578281,16.99779,16.99779,17.27378,17.27378,17.27378,16.82218,16.82218,16.717909,16.717909,16.717909,16.292612,
652.0719,17.00032,16.592469,17.500961,17.009563,17.009563,16.46811,16.46811,16.915813,16.915813,16.915813,17.1875,17.1875,17.03061,17.03061,17.03061,16.665172,16.665172,16.665172,16.927297,16.927297,17.18814,17.18814,17.18814,16.853953,16.853953,16.740117,16.740117,16.740117,16.466509,
652.3535,16.889216,16.957353,17.227298,17.133517,17.133517,16.630668,16.630668,17.099418,17.099418,17.099418,17.1875,17.1875,17.133517,17.133517,17.133517,17.190289,17.190289,17.190289,16.826716,16.826716,16.926164,16.926164,16.926164,16.875,16.875,16.727267,16.727267,16.727267,16.965871,
652.6350,16.824709,17.055668,16.972672,17.118168,17.118168,16.706541,16.706541,17.15625,17.15625,17.15625,17.263664,17.263664,17.175291,17.175291,17.175291,17.59666,17.59666,17.59666,16.838373,16.838373,16.774418,16.774418,16.774418,16.970205,16.970205,16.673836,16.673836,16.673836,17.239246,
652.9166,16.885295,16.794667,16.674815,17.002757,17.002757,16.809743,16.809743,17.028859,17.028859,17.028859,17.239705,17.239705,17.114705,17.114705,17.114705,17.609558,17.609558,17.609558,16.875,16.875,16.786397,16.786397,16.786397,17.104045,17.104045,16.570404,16.570404,16.570404,17.221507,
653.1981,16.9375,16.538216,16.63539,16.972213,16.972213,16.840287,16.840287,16.816003,16.816003,16.816003,17.222213,17.222213,16.993073,16.993073,16.993073,17.47918,17.47918,17.47918,16.92707,16.92707,16.8125,16.8125,16.8125,17.138893,17.138893,16.47918,16.47918,16.47918,16.965326,
653.4797,16.871439,16.419205,16.735265,17.099091,17.099091,16.795985,16.795985,16.768295,16.768295,16.768295,17.068333,17.068333,16.854924,16.854924,16.854924,17.173258,17.173258,17.173258,17.018295,17.018295,16.77947,16.77947,16.77947,16.877273,16.877273,16.454015,16.454015,16.454015,16.8125,
653.7613,16.843848,16.516066,16.75,17.328566,17.328566,16.70288,16.70288,16.922218,16.922218,16.922218,16.796532,16.796532,16.687206,16.687206,16.687206,16.968848,16.968848,16.968848,17.093848,17.093848,16.655956,16.655956,16.655956,16.562206,16.562206,16.453076,16.453076,16.453076,16.875196,
654.0428,16.993665,16.611751,16.661001,17.053423,17.053423,16.713999,16.713999,16.897752,16.897752,16.897752,16.776499,16.776499,16.608583,16.608583,16.608583,17.133498,17.133498,17.133498,17.110167,17.110167,16.5625,16.5625,16.5625,16.70608,16.70608,16.897326,16.897326,16.897326,17.011666,
654.3244,16.943096,16.492537,16.436566,16.761662,16.761662,16.700559,16.700559,16.680037,16.680037,16.680037,16.930971,16.930971,16.666978,16.666978,16.666978,17.239272,17.239272,17.239272,17.009794,17.009794,16.576493,16.576493,16.576493,16.842816,16.842816,17.462221,17.462221,17.462221,17.247669,
654.6060,16.652987,16.40625,16.517996,17.100276,17.100276,16.457279,16.457279,16.659513,16.659513,16.659513,17.065763,17.065763,16.797665,16.797665,16.797665,17.121737,17.121737,17.121737,16.866792,16.866792,16.64636,16.64636,16.64636,16.63489,16.63489,17.47864,17.47864,17.47864,17.411195,
654.8875,16.697942,16.418563,16.868376,17.231998,17.231998,16.361752,16.361752,16.873129,16.873129,16.873129,17.106998,17.106998,16.90625,16.90625,16.90625,17.11744,17.11744,17.11744,16.800187,16.800187,16.755689,16.755689,16.755689,16.537874,16.537874,17.393937,17.393937,17.393937,17.153368,
655.1691,16.975091,16.59813,16.963618,16.938252,16.938252,16.529289,16.529289,17.119868,17.119868,17.119868,16.996829,16.996829,16.975091,16.975091,16.975091,17.307368,17.307368,17.307368,16.804197,16.804197,16.801026,16.801026,16.801026,16.545894,16.545894,17.225843,17.225843,17.225843,16.778079,
655.4506,16.955499,16.832461,17.136943,16.456153,16.456153,16.804481,16.804481,17.069864,17.069864,17.069864,16.894961,16.894961,17.09375,17.09375,17.09375,17.448789,17.448789,17.448789,16.886289,16.886289,16.78125,16.78125,16.78125,16.720712,16.720712,17.000654,17.000654,17.000654,16.803827,
655.7322,16.677704,16.671631,17.310639,16.259796,16.259796,16.982269,16.982269,16.771454,16.771454,16.771454,16.930054,16.930054,17.044769,17.044769,17.044769,17.433288,17.433288,17.433288,17.017731,17.017731,16.830231,16.830231,16.830231,16.955231,16.955231,17.091889,17.091889,17.091889,17.076508,
656.0138,16.736873,16.428335,17.348126,16.388747,16.388747,16.812293,16.812293,16.803749,16.803749,16.803749,17.205416,17.205416,16.883751,16.883751,16.883751,17.17396,17.17396,17.17396,17.160832,17.160832,16.964374,16.964374,16.964374,17.080416,17.080416,17.209999,17.209999,17.209999,17.213961,
656.2953,16.92938,16.314963,17.175685,16.542564,16.542564,16.721213,16.721213,16.888778,16.888778,16.888778,17.014508,17.014508,16.701278,16.701278,16.701278,16.891971,16.891971,16.891971,17.176916,17.176916,16.982528,16.982528,16.982528,16.954471,16.954471,17.14074,17.14074,17.14074,17.001232,
656.5769,16.884401,16.601964,16.940548,16.284298,16.284298,16.898967,16.898967,16.757283,16.757283,16.757283,16.394732,16.394732,16.635332,16.635332,16.635332,16.471798,16.471798,16.471798,16.96875,16.96875,16.836467,16.836467,16.836467,16.512449,16.512449,16.635332,16.635332,16.635332,17.064617,
656.8584,16.851178,17.001963,17.130465,16.564463,16.564463,16.849215,16.849215,16.774804,16.774804,16.774804,16.568946,16.568946,16.920124,16.920124,16.920124,16.739071,16.739071,16.739071,16.988089,16.988089,16.825393,16.825393,16.825393,16.694928,16.694928,16.913678,16.913678,16.913678,16.897841,
657.1400,17.02805,17.23878,17.04247,16.846159,16.846159,16.75,16.75,16.77805,16.77805,16.77805,16.711558,16.711558,17.1218,17.1218,17.1218,16.95994,16.95994,16.95994,17.07372,17.07372,16.88061,16.88061,16.88061,16.84375,16.84375,17.05689,17.05689,17.05689,16.65305,
657.4216,17.18012,17.130213,17.074654,16.971356,16.971356,16.764322,16.764322,16.901476,16.901476,16.901476,17.269096,17.269096,17.202261,17.202261,17.202261,17.033856,17.033856,17.033856,17.125,17.125,16.944441,16.944441,16.944441,16.786463,16.786463,16.988285,16.988285,16.988285,16.80512,
657.7031,17.308562,16.784931,16.94512,16.816438,16.816438,16.851627,16.851627,16.882877,16.882877,16.882877,17.343493,17.343493,16.917808,16.917808,16.917808,16.878938,16.878938,16.878938,17.105308,17.105308,17.172004,17.172004,17.172004,16.452996,16.452996,16.738185,16.738185,16.738185,16.969007,
657.9847,17.29056,16.61237,16.787457,16.856163,16.856163,16.912457,16.912457,16.925087,16.925087,16.925087,17.06914,17.06914,16.77194,16.77194,16.77194,16.900043,16.900043,16.900043,16.962543,16.962543,17.259527,17.259527,17.259527,16.32513,16.32513,16.668663,16.668663,16.668663,17.15957,
658.2663,17.361388,16.806205,16.861899,16.977825,16.977825,16.975556,16.975556,16.807963,16.807963,16.807963,16.52847,16.52847,16.685231,16.685231,16.685231,16.859631,16.859631,16.859631,16.903981,16.903981,17.046619,17.046619,17.046619,16.174399,16.174399,16.797131,16.797131,16.797131,16.888101,
658.5478,17.198976,17.109221,17.090881,17.096619,17.096619,17.040983,17.040983,16.751434,16.751434,16.751434,16.112398,16.112398,16.676333,16.676333,16.676333,17.073976,17.073976,17.073976,16.893648,16.893648,16.860964,16.860964,16.860964,16.424898,16.424898,16.989959,16.989959,16.989959,16.663422,
658.8294,17.432694,16.784854,17.025843,17.15625,17.15625,16.594351,16.594351,16.783052,16.783052,16.783052,16.505407,16.505407,17.090746,17.090746,17.090746,17.311299,17.311299,17.311299,17.269235,17.269235,17.215146,17.215146,17.215146,16.814302,16.814302,16.784254,16.784254,16.784254,16.810698,
659.1109,17.18936,16.967355,16.752093,17.15625,17.15625,16.624767,16.624767,16.874302,16.874302,16.874302,16.779157,16.779157,16.938663,16.938663,16.938663,17.250465,17.250465,17.250465,16.6609,16.6609,17.032645,17.032645,17.032645,16.905552,16.905552,16.936337,16.936337,16.936337,16.719448,
