,Live Spectrum 26-10-2023 13:32:31,Live Spectrum 26-10-2023 13:32:39,Live Spectrum 26-10-2023 13:32:39,Live Spectrum 26-10-2023 13:32:40,Live Spectrum 26-10-2023 13:32:40,Live Spectrum 26-10-2023 13:32:40,Live Spectrum 26-10-2023 13:32:40,Live Spectrum 26-10-2023 13:32:41,Live Spectrum 26-10-2023 13:32:41,Live Spectrum 26-10-2023 13:32:41,Live Spectrum 26-10-2023 13:32:41,Live Spectrum 26-10-2023 13:32:42,Live Spectrum 26-10-2023 13:32:42,Live Spectrum 26-10-2023 13:32:42,Live Spectrum 26-10-2023 13:32:42,Live Spectrum 26-10-2023 13:32:42,Live Spectrum 26-10-2023 13:32:43,Live Spectrum 26-10-2023 13:32:43,Live Spectrum 26-10-2023 13:32:43,Live Spectrum 26-10-2023 13:32:43,Live Spectrum 26-10-2023 13:32:43,Live Spectrum 26-10-2023 13:32:44,Live Spectrum 26-10-2023 13:32:44,Live Spectrum 26-10-2023 13:32:44,Live Spectrum 26-10-2023 13:32:44,Live Spectrum 26-10-2023 13:32:44,Live Spectrum 26-10-2023 13:32:45,Live Spectrum 26-10-2023 13:32:45,Live Spectrum 26-10-2023 13:32:45,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
441.4640,48.113826,48.317024,49.461537,48.039026,48.039026,47.957013,47.957013,48.729778,48.729778,48.729778,47.561082,47.561082,48.302035,48.302035,48.302035,48.058539,48.058539,48.058539,47.98303,47.98303,47.963517,47.963517,47.963517,47.62302,47.62302,48.315043,48.315043,48.315043,47.95178,
441.7455,49.236842,48.830465,50.102606,48.536437,48.536437,48.367155,48.367155,49.262525,49.262525,49.262525,48.852479,48.852479,48.988486,48.988486,48.988486,48.683578,48.683578,48.683578,48.617155,48.617155,48.429655,48.429655,48.429655,48.06212,48.06212,49.051113,49.051113,49.051113,48.486842,
442.0271,50.328828,50.370918,51.347832,49.762246,49.762246,50.297711,50.297711,50.535332,50.535332,50.535332,50.49719,50.49719,50.830233,50.830233,50.830233,49.614159,49.614159,49.614159,50.425254,50.425254,50.139789,50.139789,50.139789,49.501405,49.501405,50.354591,50.354591,50.354591,49.558418,
442.3086,50.819214,50.554815,51.527686,50.077269,50.077269,51.291714,51.291714,50.728658,50.728658,50.728658,50.228658,50.228658,51.308936,51.308936,51.308936,50.001482,50.001482,50.001482,50.613195,50.613195,49.783473,49.783473,49.783473,49.929815,49.929815,50.434306,50.434306,50.434306,49.800695,
442.5902,53.132915,51.895726,52.457083,51.561767,51.561767,52.829063,52.829063,51.757915,51.757915,51.757915,51.375411,51.375411,52.233437,52.233437,52.233437,51.607704,51.607704,51.607704,52.321559,52.321559,52.173224,52.173224,52.173224,51.231561,51.231561,51.850932,51.850932,51.850932,51.562911,
442.8718,53.587392,52.597985,52.74788,52.327328,52.327328,53.020125,53.020125,52.159427,52.159427,52.159427,52.515358,52.515358,52.519066,52.519066,52.519066,52.468218,52.468218,52.468218,53.092159,53.092159,52.852755,52.852755,52.852755,51.786544,51.786544,52.795549,52.795549,52.795549,52.755824,
443.1533,54.946362,53.866524,53.741653,53.716096,53.716096,54.497475,54.497475,53.19054,53.19054,53.19054,53.96875,53.96875,53.610959,53.610959,53.610959,53.832363,53.832363,53.832363,54.133476,54.133476,52.608306,52.608306,52.608306,53.469008,53.469008,53.954581,53.954581,53.954581,54.480137,
443.4349,55.839663,54.187865,54.411067,54.490192,54.490192,55.449221,55.449221,53.874548,53.874548,53.874548,54.260903,54.260903,54.254817,54.254817,54.254817,54.122096,54.122096,54.122096,54.1895,54.1895,53.880182,53.880182,53.880182,54.165154,54.165154,54.341663,54.341663,54.341663,54.464298,
443.7164,56.339238,55.398102,55.736213,56.103609,56.103609,56.479445,56.479445,55.009859,55.009859,55.009859,55.520555,55.520555,55.638243,55.638243,55.638243,55.660762,55.660762,55.660762,55.109249,55.109249,55.962274,55.962274,55.962274,54.919493,54.919493,55.605573,55.605573,55.605573,54.459474,
443.9980,56.262252,56.754599,56.562538,56.801871,56.801871,56.493932,56.493932,55.735563,55.735563,55.735563,55.931432,55.931432,56.419971,56.419971,56.419971,56.410096,56.410096,56.410096,56.214189,56.214189,56.060992,56.060992,56.060992,55.735525,55.735525,55.791956,55.791956,55.791956,55.664657,
444.2796,57.822419,57.147825,57.649402,57.534632,57.534632,57.423805,57.423805,57.239376,57.239376,57.239376,56.810612,56.810612,56.555652,56.555652,56.555652,57.218356,57.218356,57.218356,56.473315,56.473315,56.601386,56.601386,56.601386,55.927976,55.927976,56.791169,56.791169,56.791169,56.431047,
444.5611,58.32155,57.246558,58.508934,57.114828,57.114828,58.251431,58.251431,58.496132,58.496132,58.496132,57.56161,57.56161,57.658996,57.658996,57.658996,57.355778,57.355778,57.355778,56.791731,56.791731,57.318456,57.318456,57.318456,56.716197,56.716197,57.625542,57.625542,57.625542,57.412206,
444.8427,59.260872,60.395378,60.209318,59.200606,59.200606,59.015265,59.015265,58.856856,58.856856,58.856856,58.696932,58.696932,60.235455,60.235455,60.235455,59.013751,59.013751,59.013751,58.574811,58.574811,58.611894,58.611894,58.611894,58.889545,58.889545,59.612614,59.612614,59.612614,58.585758,
445.1242,60.141239,60.284304,60.050171,59.426884,59.426884,59.378482,59.378482,59.242009,59.242009,59.242009,59.257449,59.257449,60.090696,60.090696,60.090696,60.174258,60.174258,60.174258,59.407106,59.407106,59.146547,59.146547,59.146547,59.009218,59.009218,60.307192,60.307192,60.307192,59.198002,
445.4058,61.521114,61.175956,60.327138,61.050956,61.050956,60.648366,60.648366,61.170045,61.170045,61.170045,60.175113,60.175113,59.539412,59.539412,59.539412,61.206363,61.206363,61.206363,60.146114,60.146114,59.727477,59.727477,59.727477,60.355849,60.355849,61.079955,61.079955,61.079955,60.806589,
445.6874,61.974365,61.895933,61.132861,61.652776,61.652776,61.612946,61.612946,61.115911,61.115911,61.115911,60.444238,60.444238,61.188414,61.188414,61.188414,61.484577,61.484577,61.484577,60.699344,60.699344,59.986314,59.986314,59.986314,61.90911,61.90911,61.297691,61.297691,61.297691,60.750509,
445.9689,62.80668,62.871373,62.228197,62.481824,62.481824,63.012357,63.012357,61.235451,61.235451,61.235451,61.186065,61.186065,63.327807,63.327807,63.327807,62.343033,62.343033,62.343033,62.002152,62.002152,60.685308,60.685308,60.685308,61.337971,61.337971,61.794324,61.794324,61.794324,61.475287,
446.2505,63.584338,63.042169,62.798833,62.83266,62.83266,63.252967,63.252967,61.827116,61.827116,61.827116,61.269431,61.269431,62.536065,62.536065,62.536065,62.536624,62.536624,62.536624,62.950267,62.950267,61.546984,61.546984,61.546984,61.334898,61.334898,62.458779,62.458779,62.458779,62.101532,
446.5321,65.162409,63.963162,64.091355,63.411611,63.411611,64.017108,64.017108,63.015283,63.015283,63.015283,62.77167,62.77167,63.286611,63.286611,63.286611,63.721716,63.721716,63.721716,64.131729,64.131729,62.822651,62.822651,62.822651,63.256159,63.256159,63.632756,63.632756,63.632756,63.189895,
446.8136,66.1298,65.06754,64.47019,64.368823,64.368823,64.574916,64.574916,64.585653,64.585653,64.585653,64.077076,64.077076,64.09687,64.09687,64.09687,64.795346,64.795346,64.795346,65.197517,65.197517,63.295106,63.295106,63.295106,64.517456,64.517456,64.305603,64.305603,64.305603,63.734766,
447.0952,67.375,66.461711,65.212273,65.46875,65.46875,65.007039,65.007039,65.501828,65.501828,65.501828,64.928633,64.928633,65.253095,65.253095,65.253095,65.663289,65.663289,65.663289,65.1913,65.1913,64.371761,64.371761,64.371761,66.202844,66.202844,65.262106,65.262106,65.262106,64.959883,
447.3767,68.291538,67.094446,66.755725,66.161742,66.161742,65.223778,65.223778,66.350828,66.350828,66.350828,65.192992,65.192992,66.453938,66.453938,66.453938,65.958269,65.958269,65.958269,65.565014,65.565014,65.590579,65.590579,65.590579,66.64167,66.64167,65.992033,65.992033,65.992033,65.403079,
447.6583,70.37495,68.075642,68.189155,67.578928,67.578928,65.940786,65.940786,67.054249,67.054249,67.054249,66.955533,66.955533,67.25331,67.25331,67.25331,67.103582,67.103582,67.103582,66.850221,66.850221,67.5937,67.5937,67.5937,67.641478,67.641478,67.444046,67.444046,67.444046,67.164451,
447.9399,70.260494,68.608564,67.948352,68.822404,68.822404,66.852664,66.852664,67.918767,67.918767,67.918767,67.808222,67.808222,67.529628,67.529628,67.529628,68.11811,68.11811,68.11811,68.101631,68.101631,67.088439,67.088439,67.088439,68.028321,68.028321,67.582223,67.582223,67.582223,68.10397,
448.2214,70.085032,69.592697,68.652191,70.642728,70.642728,68.554236,68.554236,68.790114,68.790114,68.790114,68.38281,68.38281,68.816405,68.816405,68.816405,69.069711,69.069711,69.069711,67.986777,67.986777,67.100053,67.100053,67.100053,69.6253,69.6253,67.620641,67.620641,67.620641,68.972056,
448.5030,71.693953,71.074579,70.855717,71.237395,71.237395,69.743322,69.743322,69.762042,69.762042,69.762042,69.287553,69.287553,70.049557,70.049557,70.049557,70.411876,70.411876,70.411876,69.761891,69.761891,70.031438,70.031438,70.031438,69.843825,69.843825,68.631227,68.631227,68.631227,69.193502,
448.7845,71.93058,71.804707,72.174688,71.666552,71.666552,70.927806,70.927806,70.573145,70.573145,70.573145,69.591849,69.591849,70.989698,70.989698,70.989698,71.994373,71.994373,71.994373,71.345309,71.345309,69.882793,69.882793,69.882793,69.745932,69.745932,69.981484,69.981484,69.981484,70.235287,
449.0661,72.776838,72.170761,72.891371,72.352573,72.352573,72.117668,72.117668,70.789489,70.789489,70.789489,70.40253,70.40253,71.275086,71.275086,71.275086,72.753244,72.753244,72.753244,72.185748,72.185748,70.803201,70.803201,70.803201,70.859537,70.859537,71.65997,71.65997,71.65997,71.644507,
449.3477,74.269548,74.078511,74.000322,73.277842,73.277842,73.853781,73.853781,72.717593,72.717593,72.717593,71.811986,71.811986,72.631623,72.631623,72.631623,74.30099,74.30099,74.30099,73.406893,73.406893,72.458848,72.458848,72.458848,72.353138,72.353138,72.454476,72.454476,72.454476,72.830633,
449.6292,77.343581,75.09375,74.922304,74.965936,74.965936,74.913595,74.913595,74.384906,74.384906,74.384906,73.659922,73.659922,74.513494,74.513494,74.513494,75.429902,75.429902,75.429902,74.412314,74.412314,73.620047,73.620047,73.620047,73.71346,73.71346,73.541324,73.541324,73.541324,73.459872,
449.9108,76.996341,75.473118,75.291169,75.96147,75.96147,75.845206,75.845206,75.043608,75.043608,75.043608,75.088199,75.088199,75.492483,75.492483,75.492483,76.625983,76.625983,76.625983,75.403101,75.403101,74.119686,74.119686,74.119686,74.684824,74.684824,73.957139,73.957139,73.957139,74.307659,
450.1924,76.318004,75.851394,74.930528,75.704134,75.704134,76.258317,76.258317,75.508317,75.508317,75.508317,76.114135,76.114135,75.837451,75.837451,75.837451,76.779905,76.779905,76.779905,75.351394,75.351394,75.763148,75.763148,75.763148,75.279782,75.279782,74.880096,74.880096,74.880096,74.890024,
450.4739,77.998975,76.570257,76.243109,76.795866,76.795866,76.635737,76.635737,76.55952,76.55952,76.55952,76.854424,76.854424,76.647468,76.647468,76.647468,76.686475,76.686475,76.686475,76.084904,76.084904,77.547789,77.547789,77.547789,76.251987,76.251987,74.475609,74.475609,74.475609,75.751923,
450.7555,79.230825,77.873504,77.933139,78.509084,78.509084,76.987673,76.987673,77.944096,77.944096,77.944096,78.104581,78.104581,77.308139,77.308139,77.308139,77.933265,77.933265,77.933265,77.300173,77.300173,77.846741,77.846741,77.846741,76.598851,76.598851,76.021033,76.021033,76.021033,76.862547,
451.0370,79.976854,78.464,78.568042,79.720333,79.720333,77.875187,77.875187,79.003354,79.003354,79.003354,77.761875,77.761875,78.15625,78.15625,78.15625,78.421479,78.421479,78.421479,78.111541,78.111541,77.838395,77.838395,77.838395,78.081083,78.081083,77.774729,77.774729,77.774729,77.820604,
451.3186,80.638081,79.711228,78.97984,80.214768,80.214768,79.477406,79.477406,80.322262,80.322262,80.322262,78.460343,78.460343,78.668225,78.668225,78.668225,79.445935,79.445935,79.445935,78.982052,78.982052,79.57182,79.57182,79.57182,79.664242,79.664242,78.507771,78.507771,78.507771,78.51286,
451.6002,82.974483,81.065576,80.130468,81.539452,81.539452,81.163768,81.163768,80.935108,80.935108,80.935108,80.367064,80.367064,79.83513,79.83513,79.83513,80.595117,80.595117,80.595117,79.50205,79.50205,80.579321,80.579321,80.579321,80.528858,80.528858,80.414793,80.414793,80.414793,79.316943,
451.8817,83.025637,82.372461,81.412607,82.650943,82.650943,81.297247,81.297247,81.442063,81.442063,81.442063,80.998206,80.998206,80.533044,80.533044,80.533044,80.911633,80.911633,80.911633,80.201856,80.201856,80.832163,80.832163,80.832163,81.196549,81.196549,81.203574,81.203574,81.203574,80.940345,
452.1633,82.508768,82.640802,81.976426,81.953751,81.953751,81.794803,81.794803,81.650919,81.650919,81.650919,80.724981,80.724981,81.051484,81.051484,81.051484,81.110098,81.110098,81.110098,81.978963,81.978963,81.606308,81.606308,81.606308,82.341855,82.341855,81.905351,81.905351,81.905351,81.161935,
452.4448,84.154788,82.315741,82.925901,82.429142,82.429142,82.901547,82.901547,82.398623,82.398623,82.398623,81.328911,81.328911,82.166703,82.166703,82.166703,81.706628,81.706628,81.706628,82.657712,82.657712,81.888377,81.888377,81.888377,83.322953,83.322953,82.44816,82.44816,82.44816,81.309576,
452.7264,84.982094,83.370438,83.990673,83.788807,83.788807,83.349537,83.349537,82.930965,82.930965,82.930965,83.027436,83.027436,83.422862,83.422862,83.422862,82.759055,82.759055,82.759055,83.518858,83.518858,83.00953,83.00953,83.00953,83.177697,83.177697,82.780228,82.780228,82.780228,83.23434,
453.0080,85.758332,83.894071,83.102246,83.377726,83.377726,84.073877,84.073877,83.305928,83.305928,83.305928,82.434619,82.434619,83.728686,83.728686,83.728686,83.61314,83.61314,83.61314,83.664746,83.664746,82.026928,82.026928,82.026928,83.097114,83.097114,83.176442,83.176442,83.176442,83.747757,
453.2895,85.985747,83.885689,82.730258,84.709407,84.709407,84.451343,84.451343,83.620619,83.620619,83.620619,83.599887,83.599887,84.018634,84.018634,84.018634,83.415303,83.415303,83.415303,83.257945,83.257945,81.938437,81.938437,81.938437,83.806192,83.806192,84.559056,84.559056,84.559056,83.454907,
453.5711,86.599144,85.187432,84.77572,85.387268,85.387268,83.9253,83.9253,84.721391,84.721391,84.721391,83.896827,83.896827,83.982361,83.982361,83.982361,84.448289,84.448289,84.448289,85.010789,85.010789,84.058381,84.058381,84.058381,84.123634,84.123634,84.265022,84.265022,84.265022,84.493149,
453.8527,86.869628,85.318876,85.502593,85.86484,85.86484,84.713565,84.713565,85.118437,85.118437,85.118437,83.995212,83.995212,83.405456,83.405456,83.405456,84.810118,84.810118,84.810118,84.835202,84.835202,84.674164,84.674164,84.674164,83.914214,83.914214,84.633945,84.633945,84.633945,85.83658,
454.1342,87.273757,85.281771,84.444993,85.644253,85.644253,85.176024,85.176024,85.714719,85.714719,85.714719,84.641834,84.641834,84.708033,84.708033,84.708033,84.758535,84.758535,84.758535,83.747866,83.747866,84.251612,84.251612,84.251612,84.341331,84.341331,85.59669,85.59669,85.59669,84.633584,
454.4158,88.455007,85.761126,85.34367,86.115512,86.115512,85.868947,85.868947,86.5,86.5,86.5,85.510636,85.510636,85.670811,85.670811,85.670811,85.272251,85.272251,85.272251,84.410914,84.410914,85.317983,85.317983,85.317983,84.591623,84.591623,85.899379,85.899379,85.899379,84.794013,
454.6973,88.6331,86.4838,86.672842,87.254503,87.254503,86.916797,86.916797,86.5,86.5,86.5,85.777775,85.777775,86.544758,86.544758,86.544758,85.095292,85.095292,85.095292,85.907156,85.907156,86.784725,86.784725,86.784725,85.239331,85.239331,85.373067,85.373067,85.373067,85.942517,
454.9789,87.745298,86.06882,86.880847,87.46875,87.46875,86.381991,86.381991,87.028762,87.028762,87.028762,86.022915,86.022915,87.244153,87.244153,87.244153,85.510549,85.510549,85.510549,85.674935,85.674935,86.955041,86.955041,86.955041,85.951209,85.951209,86.335614,86.335614,86.335614,86.565859,
455.2605,87.981624,85.729414,85.983447,86.22609,86.22609,86.219121,86.219121,86.954408,86.954408,86.954408,86.578311,86.578311,86.535654,86.535654,86.535654,86.785671,86.785671,86.785671,86.546706,86.546706,86.155508,86.155508,86.155508,85.393376,85.393376,86.662493,86.662493,86.662493,86.43529,
455.5420,88.812551,85.410656,86.849881,85.843801,85.843801,86.302066,86.302066,86.242503,86.242503,86.242503,85.545987,85.545987,86.836407,86.836407,86.836407,86.337671,86.337671,86.337671,86.791581,86.791581,87.189174,87.189174,87.189174,85.762005,85.762005,86.482172,86.482172,86.482172,86.330379,
455.8236,87.966362,85.947103,87.503437,86.543949,86.543949,86.394915,86.394915,87.143183,87.143183,87.143183,86.292218,86.292218,86.294658,86.294658,86.294658,86.345114,86.345114,86.345114,87.197103,87.197103,86.743152,86.743152,86.743152,86.230426,86.230426,85.998636,85.998636,85.998636,86.613665,
456.1051,88.381509,85.705031,87.335407,88.237845,88.237845,86.955319,86.955319,87.289449,87.289449,87.289449,87.552179,87.552179,86.182412,86.182412,86.182412,86.006077,86.006077,86.006077,87.054013,87.054013,86.036482,86.036482,86.036482,86.594883,86.594883,85.862558,85.862558,85.862558,86.619768,
456.3867,88.559661,86.322052,87.5727,86.92085,86.92085,87.518981,87.518981,86.448349,86.448349,86.448349,86.620355,86.620355,85.808241,85.808241,85.808241,86.274274,86.274274,86.274274,85.72676,85.72676,86.253873,86.253873,86.253873,86.131976,86.131976,85.119321,85.119321,85.119321,87.343101,
456.6683,88.696885,87.412019,87.698519,86.001981,86.001981,88.820423,88.820423,86.783404,86.783404,86.783404,87.587211,87.587211,85.781423,85.781423,85.781423,86.352788,86.352788,86.352788,85.9765,85.9765,86.384212,86.384212,86.384212,86.458077,86.458077,85.919769,85.919769,85.919769,87.498019,
456.9498,87.781912,87.401305,87.03334,85.931382,85.931382,87.822542,87.822542,86.675265,86.675265,86.675265,86.853792,86.853792,85.948307,85.948307,85.948307,86.391925,86.391925,86.391925,86.712888,86.712888,85.854302,85.854302,85.854302,85.86251,85.86251,86.338805,86.338805,86.338805,87.159767,
457.2314,87.641814,87.55976,87.079862,86.721128,86.721128,86.473135,86.473135,87.015718,87.015718,87.015718,87.032532,87.032532,85.875548,85.875548,85.875548,85.612022,85.612022,85.612022,86.461987,86.461987,85.335343,85.335343,85.335343,85.98392,85.98392,86.084247,86.084247,86.084247,87.083151,
457.5130,87.812434,86.63428,87.468947,86.582699,86.582699,86.510723,86.510723,86.353161,86.353161,86.353161,86.51974,86.51974,86.177433,86.177433,86.177433,85.260526,85.260526,85.260526,86.333421,86.333421,86.720324,86.720324,86.720324,85.707699,85.707699,85.238753,85.238753,85.238753,86.614081,
457.7945,88.076036,87.757186,87.604612,87.334058,87.334058,86.824699,86.824699,86.675134,86.675134,86.675134,86.968583,86.968583,86.301638,86.301638,86.301638,86.428476,86.428476,86.428476,86.627674,86.627674,87.237132,87.237132,87.237132,85.111464,85.111464,85.93867,85.93867,85.93867,85.995989,
458.0761,87.942454,87.138513,86.115999,86.568538,86.568538,86.311151,86.311151,86.573669,86.573669,86.573669,87.501261,87.501261,84.89977,84.89977,84.89977,86.118609,86.118609,86.118609,85.453534,85.453534,86.062323,86.062323,86.062323,85.500088,85.500088,87.573934,87.573934,87.573934,85.472443,
458.3576,87.08329,87.476775,86.328486,85.368224,85.368224,85.902566,85.902566,86.086382,86.086382,86.086382,86.866382,86.866382,85.579736,85.579736,85.579736,85.418487,85.418487,85.418487,85.916117,85.916117,85.712631,85.712631,85.712631,85.728553,85.728553,85.627305,85.627305,85.627305,85.248158,
458.6392,86.165785,86.379593,88.134806,85.137025,85.137025,85.497548,85.497548,85.254709,85.254709,85.254709,86.346124,86.346124,86.144225,86.144225,86.144225,85.757277,85.757277,85.757277,85.259457,85.259457,85.088847,85.088847,85.088847,85.134535,85.134535,85.754981,85.754981,85.754981,85.1322,
458.9208,86.953816,86.254931,86.283855,85.30902,85.30902,86.478613,86.478613,85.54858,85.54858,85.54858,86.293649,86.293649,86.626959,86.626959,86.626959,86.27429,86.27429,86.27429,86.364997,86.364997,84.846723,84.846723,84.846723,85.398783,85.398783,85.985136,85.985136,85.985136,85.028277,
459.2023,85.227514,85.355614,85.592876,83.240279,83.240279,86.022431,86.022431,85.04224,85.04224,85.04224,85.190121,85.190121,84.422933,84.422933,84.422933,85.746027,85.746027,85.746027,85.940121,85.940121,84.808978,84.808978,84.808978,84.832733,84.832733,83.775052,83.775052,83.775052,85.506171,
459.4839,86.131836,86.561214,85.727813,84.340583,84.340583,86.423733,86.423733,85.184678,85.184678,85.184678,85.273426,85.273426,84.82622,84.82622,84.82622,86.200922,86.200922,86.200922,86.533727,86.533727,86.112472,86.112472,86.112472,84.5,84.5,85.058392,85.058392,85.058392,85.075326,
459.7654,85.622667,86.154208,85.785839,85.357518,85.357518,86.504006,86.504006,85.375,85.375,85.375,85.656542,85.656542,85.026077,85.026077,85.026077,85.829107,85.829107,85.829107,84.866619,84.866619,84.084494,84.084494,84.084494,84.567089,84.567089,84.193179,84.193179,84.193179,84.655958,
460.0470,85.012322,84.096185,85.316716,85.009323,85.009323,86.271036,86.271036,85.329929,85.329929,85.329929,86.214534,86.214534,86.362352,86.362352,86.362352,85.765321,85.765321,85.765321,85.99185,85.99185,84.121675,84.121675,84.121675,84.751499,84.751499,84.243676,84.243676,84.243676,85.359961,
460.3286,84.355725,84.376936,85.147705,83.685813,83.685813,86.059818,86.059818,84.699475,84.699475,84.699475,84.294718,84.294718,85.189243,85.189243,85.189243,84.23172,84.23172,84.23172,85.115266,85.115266,83.850111,83.850111,83.850111,83.745382,83.745382,84.417727,84.417727,84.417727,85.383794,
460.6101,84.879715,85.564945,85.293471,84.80517,84.80517,85.679818,85.679818,84.926153,84.926153,84.926153,84.552027,84.552027,84.416899,84.416899,84.416899,84.288234,84.288234,84.288234,84.065467,84.065467,83.296438,83.296438,83.296438,84.075595,84.075595,85.175455,85.175455,85.175455,84.869587,
460.8917,83.797354,85.345261,83.823629,83.601526,83.601526,83.765994,83.765994,84.1264,84.1264,84.1264,84.522922,84.522922,84.282871,84.282871,84.282871,83.379643,83.379643,83.379643,84.343861,84.343861,83.256596,83.256596,83.256596,83.330336,83.330336,83.188569,83.188569,83.188569,83.843529,
461.1733,83.892266,84.993916,84.324828,83.919566,83.919566,83.310525,83.310525,83.572534,83.572534,83.572534,84.119903,84.119903,84.041284,84.041284,84.041284,83.3398,83.3398,83.3398,85.172528,85.172528,83.188488,83.188488,83.188488,84.012328,84.012328,83.511341,83.511341,83.511341,83.508059,
461.4548,82.786395,83.770219,84.080514,82.825917,82.825917,83.118198,83.118198,82.682903,82.682903,82.682903,83.097425,83.097425,83.104962,83.104962,83.104962,83.375368,83.375368,83.375368,82.58143,82.58143,82.40919,82.40919,82.40919,82.530696,82.530696,83.602757,83.602757,83.602757,84.480516,
461.7364,82.931178,83.891937,82.958612,82.67271,82.67271,84.041627,84.041627,83.205153,83.205153,83.205153,84.167581,84.167581,82.530534,82.530534,82.530534,83.367247,83.367247,83.367247,83.246302,83.246302,82.250239,82.250239,82.250239,83.927004,83.927004,82.912572,82.912572,82.912572,83.66114,
462.0179,82.604806,83.565952,82.916347,81.480766,81.480766,82.459742,82.459742,82.570234,82.570234,82.570234,83.324516,83.324516,82.744887,82.744887,82.744887,83.304065,83.304065,83.304065,82.386185,82.386185,81.571895,81.571895,81.571895,81.354362,81.354362,81.418266,81.418266,81.418266,82.359089,
462.2995,81.509701,82.383292,83.618533,81.89514,81.89514,82.462283,82.462283,81.139343,81.139343,81.139343,81.788133,81.788133,82.724801,82.724801,82.724801,82.067974,82.067974,82.067974,81.461705,81.461705,81.058273,81.058273,81.058273,83.119688,83.119688,82.71286,82.71286,82.71286,81.943551,
462.5811,81.410197,81.847123,82.424513,80.863986,80.863986,80.502476,80.502476,80.733388,80.733388,80.733388,81.509292,81.509292,80.988412,80.988412,80.988412,81.352469,81.352469,81.352469,81.503947,81.503947,81.710605,81.710605,81.710605,80.865063,80.865063,80.832987,80.832987,80.832987,80.278954,
462.8626,80.770765,80.866649,81.277946,80.444682,80.444682,80.974967,80.974967,80.261449,80.261449,80.261449,81.459045,81.459045,80.926051,80.926051,80.926051,80.672357,80.672357,80.672357,81.105199,81.105199,81.31172,81.31172,81.31172,81.350357,81.350357,80.478845,80.478845,80.478845,80.046003,
463.1442,79.328165,79.698252,79.924976,79.420989,79.420989,80.755839,80.755839,80.463837,80.463837,80.463837,80.227368,80.227368,80.336421,80.336421,80.336421,80.257974,80.257974,80.257974,80.96875,80.96875,78.946763,78.946763,78.946763,79.917647,79.917647,79.286808,79.286808,79.286808,78.721247,
463.4257,78.190082,79.607834,79.934417,79.587334,79.587334,80.058416,80.058416,79.029497,79.029497,79.029497,81.018669,81.018669,78.543331,78.543331,78.543331,79.481832,79.481832,79.481832,79.776415,79.776415,80.356504,80.356504,80.356504,79.934668,79.934668,79.660585,79.660585,79.660585,79.285835,
463.7073,78.042132,79.411643,78.832677,79.253997,79.253997,78.952284,78.952284,77.88439,77.88439,77.88439,77.576806,77.576806,77.946986,77.946986,77.946986,78.253902,78.253902,78.253902,79.168433,79.168433,78.613736,78.613736,78.613736,78.332581,78.332581,78.211674,78.211674,78.211674,78.46177,
463.9889,78.701698,79.269996,79.704643,79.346261,79.346261,78.097471,78.097471,79.605095,79.605095,79.605095,78.96512,78.96512,79.110893,79.110893,79.110893,78.853794,78.853794,78.853794,79.831286,79.831286,79.517577,79.517577,79.517577,79.367992,79.367992,79.175904,79.175904,79.175904,78.377511,
464.2704,77.713865,77.397125,77.536046,77.23221,77.23221,76.89989,76.89989,76.493366,76.493366,76.493366,76.289826,76.289826,77.85638,77.85638,77.85638,77.01853,77.01853,77.01853,78.524245,78.524245,77.096426,77.096426,77.096426,76.446076,76.446076,78.697825,78.697825,78.697825,77.25166,
464.5520,77.77858,77.303402,77.421085,77.227157,77.227157,77.146263,77.146263,77.6163,77.6163,77.6163,77.267902,77.267902,76.370153,76.370153,76.370153,77.064479,77.064479,77.064479,77.206585,77.206585,76.84019,76.84019,76.84019,77.15111,77.15111,76.954607,76.954607,76.954607,76.838212,
464.8335,75.456243,75.336592,76.340653,76.502252,76.502252,75.710304,75.710304,75.612814,75.612814,75.612814,76.029441,76.029441,75.445423,75.445423,75.445423,76.495616,76.495616,76.495616,75.672097,75.672097,75.223255,75.223255,75.223255,74.744772,74.744772,76.612371,76.612371,76.612371,74.817649,
465.1151,75.795493,76.340297,75.630516,76.5818,76.5818,74.861675,74.861675,75.920493,75.920493,75.920493,76.194851,76.194851,76.157855,76.157855,76.157855,76.087087,76.087087,76.087087,75.76953,75.76953,75.682901,75.682901,75.682901,75.458864,75.458864,76.274358,76.274358,76.274358,74.112133,
465.3967,74.396326,75.536574,74.676059,74.291898,74.291898,73.442061,73.442061,74.445868,74.445868,74.445868,74.28123,74.28123,72.954235,72.954235,72.954235,73.817814,73.817814,73.817814,74.46645,74.46645,74.447395,74.447395,74.447395,74.253034,74.253034,74.854408,74.854408,74.854408,74.389485,
465.6782,73.924232,73.936682,74.696055,74.299641,74.299641,73.049232,73.049232,74.460604,74.460604,74.460604,74.69047,74.69047,72.731147,72.731147,72.731147,74.922897,74.922897,74.922897,73.872439,73.872439,73.032993,73.032993,73.032993,73.546671,73.546671,74.202921,74.202921,74.202921,73.407993,
