,Live Spectrum 26-10-2023 13:29:46,Live Spectrum 26-10-2023 13:29:48,Live Spectrum 26-10-2023 13:29:49,Live Spectrum 26-10-2023 13:29:49,Live Spectrum 26-10-2023 13:29:49,Live Spectrum 26-10-2023 13:29:50,Live Spectrum 26-10-2023 13:29:50,Live Spectrum 26-10-2023 13:29:50,Live Spectrum 26-10-2023 13:29:50,Live Spectrum 26-10-2023 13:29:51,Live Spectrum 26-10-2023 13:29:51,Live Spectrum 26-10-2023 13:29:51,Live Spectrum 26-10-2023 13:29:51,Live Spectrum 26-10-2023 13:29:52,Live Spectrum 26-10-2023 13:29:52,Live Spectrum 26-10-2023 13:29:52,Live Spectrum 26-10-2023 13:29:52,Live Spectrum 26-10-2023 13:29:53,Live Spectrum 26-10-2023 13:29:53,Live Spectrum 26-10-2023 13:29:53,Live Spectrum 26-10-2023 13:29:53,Live Spectrum 26-10-2023 13:29:53,Live Spectrum 26-10-2023 13:29:54,Live Spectrum 26-10-2023 13:29:54,Live Spectrum 26-10-2023 13:29:54,Live Spectrum 26-10-2023 13:29:54,Live Spectrum 26-10-2023 13:29:55,Live Spectrum 26-10-2023 13:29:55,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
413.8709,17.339487,17.254263,17.130674,17.130674,17.73295,17.73295,16.79545,16.79545,17.174712,17.174712,17.174712,17.089487,17.089487,17.134937,17.134937,17.134937,17.181826,17.181826,16.674712,16.674712,17.133525,17.133525,17.133525,16.252851,16.252851,16.803975,16.803975,17.339487,
414.1525,17.327827,17.296577,16.948314,16.948314,17.614782,17.614782,16.702827,16.702827,17.129513,17.129513,17.129513,17.016519,17.016519,16.959128,16.959128,16.959128,17.34375,17.34375,16.660167,16.660167,17.197718,17.197718,17.197718,16.545385,16.545385,16.80109,16.80109,17.220538,
414.4341,17.394349,17.375,16.849701,16.849701,17.514895,17.514895,16.858608,16.858608,17.336302,17.336302,17.336302,16.751497,16.751497,16.726198,16.726198,16.726198,17.355651,17.355651,17.023802,17.023802,17.238099,17.238099,17.238099,16.955352,16.955352,17.074401,17.074401,16.696444,
414.7156,17.221575,17.415725,16.854638,16.854638,17.380375,17.380375,17.167138,17.167138,17.457862,17.457862,17.457862,16.611425,16.611425,16.665725,16.665725,16.665725,17.399463,17.399463,17.192875,17.192875,17.21465,17.21465,17.21465,17.119487,17.119487,17.165725,17.165725,16.624862,
414.9972,16.77363,17.539641,16.78125,16.78125,17.564043,17.564043,17.09375,17.09375,17.546489,17.546489,17.546489,16.585359,16.585359,16.80488,16.80488,16.80488,17.329283,17.329283,17.407022,17.407022,17.266783,17.266783,17.266783,17.42988,17.42988,17.335359,17.335359,17.172261,
415.2787,16.766894,17.325152,16.848825,16.848825,17.341212,17.341212,17.068409,17.068409,17.517728,17.517728,17.517728,16.690038,16.690038,16.755909,16.755909,16.755909,17.1875,17.1875,17.270265,17.270265,17.074318,17.074318,17.074318,17.431591,17.431591,17.380909,17.380909,17.133447,
415.5603,16.914465,16.9375,17.02198,17.02198,17.25,17.25,17.027809,17.027809,17.284691,17.284691,17.284691,16.836867,16.836867,16.715309,16.715309,16.715309,17.215309,17.215309,17.16552,17.16552,16.956039,16.956039,16.956039,17.462922,17.462922,17.256883,17.256883,17.16552,
415.8419,17.267211,16.917325,17.010087,17.010087,17.239913,17.239913,17.103837,17.103837,17.208663,17.208663,17.208663,16.948575,16.948575,16.831687,16.831687,16.831687,17.301425,17.301425,17.1875,17.1875,17.010087,17.010087,17.010087,17.364913,17.364913,16.993864,16.993864,17.237937,
416.1234,17.478199,16.973105,17.020349,17.020349,17.21875,17.21875,17.179503,17.179503,17.242003,17.242003,17.242003,16.884449,16.884449,16.959301,16.959301,16.959301,17.376452,17.376452,17.1875,17.1875,17.096653,17.096653,17.096653,17.278347,17.278347,16.675148,16.675148,17.321949,
416.4050,17.460918,17.15625,17.023418,17.023418,17.230459,17.230459,17.351504,17.351504,17.437422,17.437422,17.437422,16.796914,16.796914,16.953164,16.953164,16.953164,17.531172,17.531172,17.152373,17.152373,17.171914,17.171914,17.171914,17.121123,17.121123,16.722549,16.722549,17.152451,
416.6865,17.412411,17.081174,17.049987,17.049987,17.199949,17.199949,17.506288,17.506288,17.45611,17.45611,17.45611,16.806339,16.806339,16.837462,16.837462,16.837462,17.787602,17.787602,17.118775,17.118775,17.068725,17.068725,17.068725,17.0625,17.0625,17.087652,17.087652,16.887449,
416.9681,17.094886,17.168426,17.071185,17.071185,17.351299,17.351299,17.336201,17.336201,17.63604,17.63604,17.63604,16.751136,16.751136,16.86112,16.86112,16.86112,17.657954,17.657954,17.129627,17.129627,17.537095,17.537095,17.537095,17.262176,17.262176,17.272565,17.272565,16.972241,
417.2497,17.055341,17.381076,17.223742,17.223742,17.529296,17.529296,17.186417,17.186417,17.930553,17.930553,17.930553,16.471788,16.471788,17.03928,17.03928,17.03928,17.323568,17.323568,17.220704,17.220704,17.993053,17.993053,17.993053,17.361977,17.361977,17.275174,17.275174,17.131076,
417.5312,17.357187,17.267813,17.34375,17.34375,17.345209,17.345209,17.434583,17.434583,17.522189,17.522189,17.522189,16.765205,16.765205,17.110104,17.110104,17.110104,17.389896,17.389896,17.47927,17.47927,17.376149,17.376149,17.376149,16.977502,16.977502,17.34375,17.34375,16.973126,
417.8128,17.202401,17.171708,17.186943,17.186943,17.359542,17.359542,17.374555,17.374555,17.484765,17.484765,17.484765,17.313168,17.313168,17.140792,17.140792,17.140792,17.390569,17.390569,17.515347,17.515347,16.984319,16.984319,16.984319,16.891015,16.891015,17.296708,17.296708,16.890681,
418.0944,17.032922,17.125,17.130016,17.130016,17.422711,17.422711,17.266461,17.266461,17.890047,17.890047,17.890047,17.5,17.5,17.105195,17.105195,17.105195,17.259773,17.259773,17.404578,17.404578,17.001672,17.001672,17.001672,17.279837,17.279837,17.299383,17.299383,17.103782,
418.3759,17.131446,17.262893,17.339406,17.339406,17.506446,17.506446,17.22954,17.22954,18.173487,18.173487,18.173487,17.362107,17.362107,17.100196,17.100196,17.100196,17.087304,17.087304,17.340527,17.340527,17.03125,17.03125,17.03125,17.651906,17.651906,17.34375,17.34375,17.315723,
418.6575,17.241523,17.44703,17.347462,17.347462,17.472462,17.472462,17.079454,17.079454,17.917386,17.917386,17.917386,17.268008,17.268008,17.192265,17.192265,17.192265,17.013242,17.013242,17.258477,17.258477,17.157303,17.157303,17.157303,17.37184,17.37184,17.505818,17.505818,17.559841,
418.9390,17.09351,17.443678,16.924545,16.924545,17.40625,17.40625,16.755938,16.755938,17.53101,17.53101,17.53101,17.487764,17.487764,17.237524,17.237524,17.237524,17.056322,17.056322,17.293846,17.293846,17.400192,17.400192,17.400192,16.868462,16.868462,17.775192,17.775192,17.793846,
419.2206,16.851536,17.367179,17.058678,17.058678,17.328107,17.328107,16.710964,16.710964,17.543,17.543,17.543,17.390572,17.390572,17.11325,17.11325,17.11325,17.113286,17.113286,17.128858,17.128858,17.304643,17.304643,17.304643,17.109464,17.109464,17.640572,17.640572,17.355358,
419.5022,16.943592,17.303164,17.240664,17.240664,17.403007,17.403007,16.760957,16.760957,17.482951,17.482951,17.482951,17.168829,17.168829,17.051543,17.051543,17.051543,17.165586,17.165586,17,17,17.126622,17.126622,17.126622,17.384336,17.384336,17.5,17.5,17.103086,
419.7837,17.262748,17.28125,17.281886,17.281886,17.679203,17.679203,16.960453,16.960453,17.258933,17.258933,17.258933,17.040819,17.040819,17.020409,17.020409,17.020409,17.292726,17.292726,17.042091,17.042091,16.988524,16.988524,16.988524,17.322069,17.322069,17.415819,17.415819,17.356498,
420.0653,17.396793,17.368422,17.334293,17.334293,17.890216,17.890216,16.975328,16.975328,17.209293,17.209293,17.209293,16.978207,16.978207,17.043586,17.043586,17.043586,17.34375,17.34375,17.171466,17.171466,16.959293,16.959293,16.959293,17.041526,17.041526,17.418586,17.418586,17.359784,
420.3468,17.383714,17.451323,17.253604,17.253604,18.005109,18.005109,16.982573,16.982573,17.308896,17.308896,17.308896,16.901141,16.901141,17.355473,17.355473,17.355473,17.546577,17.546577,17.353968,17.353968,17.126505,17.126505,17.126505,16.914964,16.914964,17.505109,17.505109,17.380109,
420.6284,17.258625,17.538575,17.148925,17.148925,17.961425,17.961425,17.023275,17.023275,17.43685,17.43685,17.43685,16.944825,16.944825,17.37565,17.37565,17.37565,17.741375,17.741375,17.59245,17.59245,17.303875,17.303875,17.303875,16.9528,16.9528,17.601075,17.601075,17.476075,
420.9100,17.194741,17.490473,17.269055,17.269055,17.865473,17.865473,17.175305,17.175305,17.228659,17.228659,17.228659,17.184832,17.184832,17.34375,17.34375,17.34375,17.853277,17.853277,17.872332,17.872332,17.63186,17.63186,17.63186,17.352896,17.352896,17.576982,17.576982,17.644055,
421.1915,17.236977,17.444011,17.361977,17.361977,17.917966,17.917966,17.490875,17.490875,17.082034,17.082034,17.082034,17.324216,17.324216,17.096363,17.096363,17.096363,18.023432,18.023432,18.061193,18.061193,17.768227,17.768227,17.768227,17.617182,17.617182,17.611977,17.611977,17.835932,
421.4731,17.60649,17.488427,17.502318,17.502318,18.166672,18.166672,17.587964,17.587964,17.266209,17.266209,17.266209,17.70024,17.70024,18.02433,18.02433,18.02433,17.629619,17.629619,17.839114,17.839114,17.42476,17.42476,17.42476,18.063668,18.063668,17.701391,17.701391,17.722218,
421.7546,17.582764,17.264344,17.609802,17.609802,18.114014,18.114014,17.646118,17.646118,17.129212,17.129212,17.129212,17.938354,17.938354,17.98816,17.98816,17.98816,17.635986,17.635986,17.571778,17.571778,17.527038,17.527038,17.527038,17.580202,17.580202,17.58783,17.58783,17.739868,
422.0362,17.643199,17.326349,17.382902,17.382902,18.013051,18.013051,17.60245,17.60245,16.905451,16.905451,16.905451,18.157049,18.157049,17.749201,17.749201,17.749201,17.60245,17.60245,17.235352,17.235352,17.6163,17.6163,17.6163,17.710848,17.710848,17.078303,17.078303,17.7231,
422.3178,17.739083,17.564639,16.957195,16.957195,17.668667,17.668667,17.566139,17.566139,17.095889,17.095889,17.095889,18.242722,18.242722,17.525472,17.525472,17.525472,17.538528,17.538528,17.353167,17.353167,17.459333,17.459333,17.459333,17.888056,17.888056,17.138056,17.138056,17.912028,
422.5993,17.948225,18.018518,17.585879,17.585879,17.794907,17.794907,17.307639,17.307639,17.493132,17.493132,17.493132,18.334954,18.334954,17.301775,17.301775,17.301775,17.502932,17.502932,17.884721,17.884721,17.579089,17.579089,17.579089,17.311575,17.311575,17.5527,17.5527,17.880864,
422.8809,18.346011,18.23662,18.178611,18.178611,18.044661,18.044661,17.36831,17.36831,17.734391,17.734391,17.734391,18.40179,18.40179,17.513411,17.513411,17.513411,17.52902,17.52902,18.227701,18.227701,17.796891,17.796891,17.796891,17.482161,17.482161,17.68081,17.68081,17.497739,
423.1625,18.583025,18.428307,18.605081,18.605081,18.478549,18.478549,17.493871,17.493871,17.601411,17.601411,17.601411,18.525121,18.525121,17.590686,17.590686,17.590686,18.125606,18.125606,18.279718,18.279718,18.436574,18.436574,18.436574,18.03492,18.03492,17.746936,17.746936,17.587621,
423.4440,18.715394,18.315856,18.412123,18.412123,18.80411,18.80411,17.560822,17.560822,17.350462,17.350462,17.350462,18.592072,18.592072,17.684983,17.684983,17.684983,18.308305,18.308305,18.007551,18.007551,18.894504,18.894504,18.894504,17.667157,17.667157,17.597945,17.597945,17.89786,
423.7256,18.532152,17.908204,17.566559,17.566559,18.252706,18.252706,17.717998,17.717998,17.405949,17.405949,17.405949,18.158355,18.158355,18.122895,18.122895,18.122895,18.001503,18.001503,17.409106,17.409106,18.626353,18.626353,18.626353,18.060546,18.060546,17.438252,17.438252,18.434945,
424.0071,18.25427,18.066237,17.600689,17.600689,18.466081,18.466081,17.786054,17.786054,17.630338,17.630338,17.630338,18.243061,18.243061,17.79246,17.79246,17.79246,18.385142,18.385142,17.762277,17.762277,18.375,18.375,18.375,17.96875,17.96875,17.541392,17.541392,18.718216,
424.2887,18.510921,18.28489,18.021842,18.021842,18.311287,18.311287,18.074634,18.074634,17.943567,17.943567,17.943567,17.834043,17.834043,18.44114,18.44114,18.44114,18.96875,18.96875,18.476031,18.476031,18.387134,18.387134,18.387134,17.97239,17.97239,18.137134,18.137134,18.670512,
424.5703,18.769919,18.365557,18.558723,18.558723,18.311467,18.311467,18.390108,18.390108,18.101304,18.101304,18.101304,17.588084,17.588084,18.527473,18.527473,18.527473,18.961196,18.961196,18.644919,18.644919,18.67428,18.67428,18.67428,18.060611,18.060611,18.439389,18.439389,18.240557,
424.8518,18.565598,18.208513,18.487204,18.487204,18.811961,18.811961,18.653152,18.653152,18.221309,18.221309,18.221309,17.53327,17.53327,18.450835,18.450835,18.450835,18.828395,18.828395,18.448276,18.448276,18.425243,18.425243,18.425243,18.049165,18.049165,18.453395,18.453395,18.121902,
425.1334,18.282254,18.061496,18.37923,18.37923,19.140123,19.140123,18.965525,18.965525,18.259676,18.259676,18.259676,17.909475,17.909475,18.32096,18.32096,18.32096,18.672377,18.672377,18.209074,18.209074,17.927824,17.927824,17.927824,18.28548,18.28548,18.28125,18.28125,18.463304,
425.4149,18.628582,17.789024,18.765244,18.765244,18.914482,18.914482,18.925838,18.925838,18.363186,18.363186,18.363186,17.894741,17.894741,18.999695,18.999695,18.999695,18.851372,18.851372,18.105564,18.105564,17.882622,17.882622,17.882622,18.617073,18.617073,18.28125,18.28125,18.671951,
425.6965,19.102839,17.980085,19.180709,19.180709,18.412479,18.412479,18.84375,18.84375,18.536356,18.536356,18.536356,17.743719,17.743719,19.373877,19.373877,19.373877,18.961398,18.961398,17.982384,17.982384,18.160795,18.160795,18.160795,18.672182,18.672182,18.28125,18.28125,18.507966,
425.9781,19.192632,18.812434,18.427039,18.427039,18.979211,18.979211,18.812566,18.812566,18.796776,18.796776,18.796776,18.661382,18.661382,18.88046,18.88046,18.88046,18.041579,18.041579,18.114474,18.114474,18.192697,18.192697,18.192697,18.067632,18.067632,18.307237,18.307237,18.229079,
426.2596,19.351617,19.021362,18.607246,18.607246,18.869154,18.869154,18.627021,18.627021,19.060479,19.060479,19.060479,18.878825,18.878825,18.257867,18.257867,18.257867,18.302612,18.302612,18.526991,18.526991,18.347358,18.347358,18.347358,18.384454,18.384454,18.531033,18.531033,18.495958,
426.5412,19.172122,19.25649,18.963459,18.963459,18.876199,18.876199,18.48702,18.48702,19.135581,19.135581,19.135581,18.966352,18.966352,18.331476,18.331476,18.331476,18.576679,18.576679,19.17452,19.17452,18.997108,18.997108,18.997108,18.98822,18.98822,18.969949,18.969949,18.75649,
426.8228,18.939165,19.231344,19.19083,19.19083,19.057036,19.057036,18.501665,18.501665,18.966018,18.966018,18.966018,18.654585,18.654585,19.163977,19.163977,19.163977,18.921107,18.921107,19.167777,19.167777,19.372268,19.372268,19.372268,19.212218,19.212218,19.150786,19.150786,18.816897,
427.1043,19.280484,19.000383,19.601706,19.601706,19.296588,19.296588,18.780867,18.780867,19.147911,19.147911,19.147911,18.414206,18.414206,19.586751,19.586751,19.586751,19.507765,19.507765,19.335794,19.335794,19.398868,19.398868,19.398868,19.710985,19.710985,19.312691,19.312691,18.960794,
427.3859,19.673041,18.846082,19.648786,19.648786,19.647386,19.647386,19.170241,19.170241,19.490205,19.490205,19.490205,18.587218,18.587218,19.195895,19.195895,19.195895,19.548041,19.548041,19.439832,19.439832,19.246268,19.246268,19.246268,19.729477,19.729477,19.176773,19.176773,19.190764,
427.6674,19.529291,18.955544,19.896575,19.896575,20.21875,20.21875,19.763859,19.763859,19.673641,19.673641,19.673641,19.358262,19.358262,19.399187,19.399187,19.399187,19.59375,19.59375,19.486141,19.486141,19.505491,19.505491,19.505491,19.834728,19.834728,19.080544,19.080544,19.724241,
427.9490,19.390393,19.366468,19.911628,19.911628,20.324833,20.324833,19.836424,19.836424,19.851817,19.851817,19.851817,19.634644,19.634644,19.814818,19.814818,19.814818,19.844491,19.844491,19.442507,19.442507,19.682493,19.682493,19.682493,19.8125,19.8125,19.231083,19.231083,19.901243,
428.2306,20.083954,20.166977,20.282181,20.282181,20.521454,20.521454,19.791046,19.791046,20.387123,20.387123,20.387123,19.687035,19.687035,19.667908,19.667908,19.667908,20.53965,20.53965,19.521919,19.521919,19.510727,19.510727,19.510727,19.802238,19.802238,19.60215,19.60215,19.811569,
428.5121,20,20.135875,20.308498,20.308498,20.4375,20.4375,19.994623,19.994623,20.112751,20.112751,20.112751,19.956622,19.956622,19.543499,19.543499,19.543499,20.997372,20.997372,19.494623,19.494623,19.447,19.447,19.447,19.596378,19.596378,19.951124,19.951124,20.165872,
428.7937,20.034451,20.190701,20.662653,20.662653,20.448984,20.448984,20.241718,20.241718,19.927896,19.927896,19.927896,20.389685,20.389685,19.682419,19.682419,19.682419,21.355234,21.355234,19.879523,19.879523,19.429218,19.429218,19.429218,19.34187,19.34187,20.151169,20.151169,20.731555,
429.0752,20.335517,20.358795,21.035106,21.035106,20.650076,20.650076,20.257073,20.257073,19.834619,19.834619,19.834619,20.625899,20.625899,20.180166,20.180166,20.180166,21.242028,21.242028,20.337576,20.337576,19.601722,19.601722,19.601722,19.753856,19.753856,20.431326,20.431326,21.222606,
429.3568,20.782193,20.569316,21.335991,21.335991,21.077075,21.077075,20.21875,20.21875,20.095636,20.095636,20.095636,20.862311,20.862311,20.990141,20.990141,20.990141,20.904364,20.904364,20.53618,20.53618,19.926698,19.926698,19.926698,20.130873,20.130873,20.80757,20.80757,21.625,
429.6384,20.782008,20.744561,21.346914,21.346914,21.374242,21.374242,20.351595,20.351595,20.493802,20.493802,20.493802,20.936742,20.936742,21.263285,21.263285,21.263285,20.771888,20.771888,20.419535,20.419535,20.173457,20.173457,20.173457,20.160173,20.160173,20.857793,20.857793,21.625,
429.9199,20.614622,20.975631,21.798394,21.798394,21.541628,21.541628,20.586754,20.586754,20.920011,20.920011,20.920011,21.104128,21.104128,21.295126,21.295126,21.295126,20.899254,20.899254,20.562385,20.562385,20.28125,20.28125,20.28125,20.083487,20.083487,20.555734,20.555734,21.500115,
430.2015,21.112108,21.221597,21.732166,21.732166,21.159849,21.159849,20.468226,20.468226,21.310701,21.310701,21.310701,21.185177,21.185177,20.791818,20.791818,20.791818,21.113384,21.113384,20.63197,20.63197,20.483737,20.483737,20.483737,19.96178,19.96178,20.818718,20.818718,21.416067,
430.4831,21.825232,21.40625,21.357639,21.357639,20.716435,20.716435,20.490741,20.490741,21.39699,21.39699,21.39699,21.188657,21.188657,20.202546,20.202546,20.202546,21.130787,21.130787,20.69676,20.69676,20.899306,20.899306,20.899306,20.047454,20.047454,21.556713,21.556713,21.560185,
430.7646,21.921875,21.453125,21.53125,21.53125,21.1875,21.1875,20.734375,20.734375,21.109375,21.109375,21.109375,21.203125,21.203125,20.75,20.75,20.75,21.078125,21.078125,21.125,21.125,21.359375,21.359375,21.359375,20.390625,20.390625,21.859375,21.859375,21.65625,
431.0462,21.824105,21.419003,21.672449,21.672449,21.804341,21.804341,20.670152,20.670152,21.113395,21.113395,21.113395,21.363395,21.363395,21.491841,21.491841,21.491841,21.349493,21.349493,21.520794,21.520794,21.36581,21.36581,21.36581,20.830997,20.830997,22.080997,22.080997,21.655101,
431.3277,21.769058,21.712677,21.754578,21.754578,22.150925,22.150925,21.312546,21.312546,21.554138,21.554138,21.554138,21.770599,21.770599,22.073197,22.073197,22.073197,21.734772,21.734772,21.65625,21.65625,21.292694,21.292694,21.292694,21.359024,21.359024,22.005325,22.005325,21.641769,
431.6093,21.933846,22.447295,21.881841,21.881841,22.090563,22.090563,21.923585,21.923585,21.947761,21.947761,21.947761,22.187267,22.187267,22.354244,22.354244,22.354244,21.833489,21.833489,21.534904,21.534904,21.697528,21.697528,21.697528,21.680659,21.680659,21.701648,21.701648,21.708256,
431.8909,22.460772,22.978114,22.367022,22.367022,22.384918,22.384918,21.973293,21.973293,22.210217,22.210217,22.210217,22.527261,22.527261,22.401984,22.401984,22.401984,21.982657,21.982657,21.616467,21.616467,22.550532,22.550532,22.550532,21.982935,21.982935,21.705674,21.705674,22.072141,
432.1724,23.021152,22.995822,22.945856,22.945856,22.940198,22.940198,22.295264,22.295264,22.122302,22.122302,22.122302,22.59523,22.59523,22.487204,22.487204,22.487204,22.34079,22.34079,21.620822,21.620822,23.105066,23.105066,23.105066,22.102368,22.102368,21.8125,21.8125,22.607764,
432.4540,23.358563,22.944264,23.50514,23.50514,23.454883,23.454883,22.88014,22.88014,22.881086,22.881086,22.881086,22.759334,22.759334,22.766098,22.766098,22.766098,22.734848,22.734848,22.633656,22.633656,23.042208,23.042208,23.042208,22.646238,22.646238,22.097605,22.097605,22.755479,
432.7355,23.488306,23.144752,23.691333,23.691333,23.589721,23.589721,23.301002,23.301002,23.253637,23.253637,23.253637,22.867139,22.867139,23.093946,23.093946,23.093946,22.847583,22.847583,23.304639,23.304639,22.910083,22.910083,22.910083,22.690941,22.690941,22.711476,22.711476,22.914307,
433.0171,24.002507,23.933409,23.776852,23.776852,23.772453,23.772453,23.647453,23.647453,23.366203,23.366203,23.366203,23.306056,23.306056,23.428703,23.428703,23.428703,23.395408,23.395408,23.381751,23.381751,23.116203,23.116203,23.116203,22.589352,22.589352,23.632059,23.632059,23.714659,
433.2987,24.467015,24.374422,23.761188,23.761188,24.071374,24.071374,23.801891,23.801891,23.685765,23.685765,23.685765,23.624422,23.624422,23.665703,23.665703,23.665703,23.677469,23.677469,23.375578,23.375578,23.105516,23.105516,23.105516,23.089701,23.089701,23.772954,23.772954,24.320796,
433.5802,25.049562,24.660369,23.951693,23.951693,24.812725,24.812725,24.172502,24.172502,24.225959,24.225959,24.225959,24.185665,24.185665,24.036399,24.036399,24.036399,23.952722,23.952722,24.106108,24.106108,23.497135,23.497135,23.497135,23.799562,23.799562,23.868016,23.868016,24.585736,
433.8618,25.498334,24.672708,24.279584,24.279584,25.320376,25.320376,24.734502,24.734502,24.676293,24.676293,24.676293,24.589459,24.589459,24.252625,24.252625,24.252625,24.332543,24.332543,24.924627,24.924627,23.935834,23.935834,23.935834,24.03125,24.03125,24.077292,24.077292,24.764792,
434.1434,25.793875,24.847361,24.819722,24.819722,25.472958,25.472958,25.284263,25.284263,25.114791,25.114791,25.114791,24.967555,24.967555,24.90386,24.90386,24.90386,25.015638,25.015638,25.458541,25.458541,24.609388,24.609388,24.609388,24.54268,24.54268,24.503013,24.503013,24.92368,
434.4249,25.783962,25.074057,25.409671,25.409671,25.408962,25.408962,25.232664,25.232664,25.113443,25.113443,25.113443,25.207548,25.207548,25.361086,25.361086,25.361086,25.363798,25.363798,25.366155,25.366155,24.934788,24.934788,24.934788,25.114152,25.114152,24.65625,24.65625,25.037029,
434.7065,26.355248,25.218115,25.492664,25.492664,25.235327,25.235327,26.552975,26.552975,25.341845,25.341845,25.341845,25.855248,25.855248,25.367664,25.367664,25.367664,25.336414,25.336414,25.909776,25.909776,24.573011,24.573011,24.573011,24.668031,24.668031,25.40117,25.40117,25.597911,
434.9880,26.633881,25.368969,25.920832,25.920832,25.520613,25.520613,27.007456,27.007456,25.580263,25.580263,25.580263,26.133881,26.133881,25.486513,25.486513,25.486513,25.502851,25.502851,26.101206,26.101206,24.794407,24.794407,24.794407,24.540131,24.540131,25.894188,25.894188,26.066776,
435.2696,26.996516,25.77082,26.548594,26.548594,25.98957,25.98957,27.194438,27.194438,26.378445,26.378445,26.378445,26.715258,26.715258,26.236086,26.236086,26.236086,26.170117,26.170117,26.336797,26.336797,26.121484,26.121484,26.121484,25.315945,25.315945,26.503453,26.503453,26.812477,
435.5512,27.341864,26.123114,26.588254,26.588254,25.969693,25.969693,27.398868,27.398868,26.643373,26.643373,26.643373,27.22236,27.22236,26.511934,26.511934,26.511934,26.641487,26.641487,26.381439,26.381439,26.64243,26.64243,26.64243,25.828987,25.828987,26.581816,26.581816,26.578206,
435.8327,28.089726,26.972232,26.942209,26.942209,26.570349,26.570349,27.766581,27.766581,27.187843,27.187843,27.187843,27.692209,27.692209,27.189412,27.189412,27.189412,27.351599,27.351599,26.602825,26.602825,27.269721,27.269721,27.269721,26.665668,26.665668,26.866267,26.866267,27.17754,
436.1143,28.198375,27.388561,27.340998,27.340998,27.312434,27.312434,27.921187,27.921187,27.441562,27.441562,27.441562,27.574751,27.574751,27.369562,27.369562,27.369562,27.448375,27.448375,26.733687,26.733687,27.40625,27.40625,27.40625,26.817938,26.817938,26.963312,26.963312,27.756747,
436.3958,28.292726,27.753179,27.695622,27.695622,28.384537,28.384537,28.226872,28.226872,28.336867,28.336867,28.336867,28.294141,28.294141,28.243117,28.243117,28.243117,28.016245,28.016245,27.433971,27.433971,27.800849,27.800849,27.800849,27.443858,27.443858,28.126239,28.126239,28.632947,
436.6774,28.044533,27.624923,27.482033,27.482033,28.455313,28.455313,28.147267,28.147267,28.794763,28.794763,28.794763,28.544687,28.544687,28.64742,28.64742,28.64742,28.017813,28.017813,27.5625,27.5625,27.875,27.875,27.875,27.776873,27.776873,28.7457,28.7457,28.995623,
436.9590,28.51837,28.957883,28.392393,28.392393,29.392393,29.392393,29.025328,29.025328,28.489076,28.489076,28.489076,29.38098,29.38098,29.396849,29.396849,29.396849,28.982176,28.982176,28.408262,28.408262,28.366088,28.366088,28.366088,28.467284,28.467284,29.685545,29.685545,28.676576,
437.2405,28.926924,28.961898,28.642308,28.642308,29.725602,29.725602,28.961898,28.961898,28.631852,28.631852,28.631852,29.555529,29.555529,29.749881,29.749881,29.749881,29.097235,29.097235,28.864424,28.864424,28.659616,28.659616,28.659616,28.479206,28.479206,29.979087,29.979087,28.958174,
437.5221,29.703048,29.615314,29.249337,29.249337,30.738478,30.738478,29.784767,29.784767,29.503517,29.503517,29.503517,30.409767,30.409767,29.27289,29.27289,29.27289,29.715079,29.715079,29.810002,29.810002,29.760705,29.760705,29.760705,29.118321,29.118321,30.564845,30.564845,29.028242,
437.8037,30.039693,30.089522,29.197637,29.197637,30.987329,30.987329,30.018579,30.018579,29.880909,29.880909,29.880909,30.614863,30.614863,28.931591,28.931591,28.931591,29.896113,29.896113,30.021113,30.021113,30.018579,30.018579,30.018579,29.560806,29.560806,30.854727,30.854727,29.059966,
438.0852,30.762949,31.175674,29.800393,29.800393,31.583708,31.583708,31.023553,31.023553,30.927738,30.927738,30.927738,31.121152,31.121152,30.132036,30.132036,30.132036,30.373216,30.373216,30.848441,30.848441,31.023553,31.023553,31.023553,30.848721,30.848721,31.283595,31.283595,30.434213,
438.3668,31.020056,31.190698,30.110607,30.110607,31.565698,31.565698,31.153052,31.153052,30.940698,30.940698,30.940698,31.185901,31.185901,30.455957,30.455957,30.455957,30.643457,30.643457,31.084155,31.084155,31.09375,31.09375,31.09375,30.9375,30.9375,31.282849,31.282849,31.27252,
438.6483,31.753942,31.699407,31.299374,31.299374,31.713061,31.713061,32.330624,32.330624,31.78064,31.78064,31.78064,31.729519,31.729519,30.589199,30.589199,30.589199,31.34883,31.34883,32.147676,32.147676,32.057339,32.057339,32.057339,32.111874,32.111874,31.582372,31.582372,32.336313,
438.9299,31.811819,31.963305,31.618875,31.618875,32.085583,32.085583,33.047527,33.047527,32.271041,32.271041,32.271041,31.872278,31.872278,31.449694,31.449694,31.449694,31.161014,31.161014,32.70718,32.70718,32.124319,32.124319,32.124319,32.767639,32.767639,31.899444,31.899444,32.069306,
439.2115,32.494998,32.744316,33.207154,33.207154,33.365678,33.365678,33.248636,33.248636,33.615223,33.615223,33.615223,33.829425,33.829425,32.864768,32.864768,32.864768,32.800449,32.800449,33.866587,33.866587,32.031932,32.031932,32.031932,32.874318,32.874318,32.588748,32.588748,33.024201,
