,Live Spectrum 26-10-2023 13:38:20,Live Spectrum 26-10-2023 13:38:23,Live Spectrum 26-10-2023 13:38:23,Live Spectrum 26-10-2023 13:38:24,Live Spectrum 26-10-2023 13:38:25,Live Spectrum 26-10-2023 13:38:25,Live Spectrum 26-10-2023 13:38:26,Live Spectrum 26-10-2023 13:38:26,Live Spectrum 26-10-2023 13:38:27,Live Spectrum 26-10-2023 13:38:27,Live Spectrum 26-10-2023 13:38:27,Live Spectrum 26-10-2023 13:38:27,Live Spectrum 26-10-2023 13:38:28,Live Spectrum 26-10-2023 13:38:28,Live Spectrum 26-10-2023 13:38:28,Live Spectrum 26-10-2023 13:38:28,Live Spectrum 26-10-2023 13:38:29,Live Spectrum 26-10-2023 13:38:29,Live Spectrum 26-10-2023 13:38:32,Live Spectrum 26-10-2023 13:38:32,Live Spectrum 26-10-2023 13:38:32,Live Spectrum 26-10-2023 13:38:33,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
488.4847,16.482251,17.050248,16.413251,16.319,17.12675,16.227502,16.565499,16.886249,16.886249,16.724001,16.724001,16.724001,16.83375,16.898,16.898,16.898,16.738751,16.738751,16.9145,16.9145,16.9145,16.331999,
488.7663,16.420697,17.349795,16.578278,16.412295,17.048053,16.290983,16.747643,17.174385,17.174385,16.602152,16.602152,16.602152,16.852152,16.883402,16.883402,16.883402,16.542008,16.542008,16.929098,16.929098,16.929098,16.474795,
489.0478,16.460194,17.420388,16.800969,16.324031,17.099332,16.579245,16.962801,17.318082,17.318082,16.661832,16.661832,16.661832,16.866444,16.943082,16.943082,16.943082,16.545388,16.545388,16.892112,16.892112,16.892112,16.749632,
489.3294,16.581433,17.324817,16.663457,16.168567,17.102463,16.701323,17.053787,17.34375,17.34375,16.6875,16.6875,16.6875,16.94261,17.103969,17.103969,17.103969,16.810402,16.810402,16.920073,16.920073,16.920073,16.708531,
489.6110,16.826388,17.191744,16.884644,16.080247,17.004244,16.651621,16.995371,17.187115,17.187115,16.6875,16.6875,16.6875,16.991126,17.111497,17.111497,17.111497,16.727238,16.727238,16.982253,16.982253,16.982253,16.65625,
489.8925,16.928464,17.111823,17.199922,16.084714,16.924323,16.425078,16.879896,17.102786,17.102786,16.420938,16.420938,16.420938,16.933359,16.982682,16.982682,16.982682,16.323047,16.323047,17.022214,17.022214,17.022214,16.65625,
490.1741,16.650879,16.939415,17.038724,16.115798,16.884202,16.013033,17.04218,17.09375,17.09375,16.356596,16.356596,16.356596,16.884202,16.849309,16.849309,16.849309,16.077261,16.077261,17.163537,17.163537,17.163537,16.700346,
490.4556,16.421854,16.809362,16.740587,16.146879,16.831242,15.831242,16.949966,17.159388,17.159388,16.309362,16.309362,16.309362,16.809362,16.921896,16.921896,16.921896,16.359439,16.359439,17.306267,17.306267,17.306267,17.00318,
490.7372,16.071089,17.106868,16.504295,16.677239,16.834208,16.138118,17.135495,16.623095,16.623095,16.932487,16.932487,16.932487,16.998329,16.816795,16.816795,16.816795,16.348045,16.348045,17.083255,17.083255,17.083255,17.016461,
491.0188,16.325108,17.357669,16.717439,16.647845,17.059088,16.065912,17.228466,16.698006,16.698006,17.04648,17.04648,17.04648,17.072216,16.836135,16.836135,16.836135,16.302784,16.302784,16.925682,16.925682,16.925682,17.011818,
491.3003,16.670855,17.448964,17.035961,16.552607,17.241677,16.160961,17.111966,17.100032,17.100032,16.669754,16.669754,16.669754,17.147927,16.81093,16.81093,16.81093,16.37657,16.37657,16.84218,16.84218,16.84218,17.223461,
491.5819,16.538229,17.384042,17.103823,16.689563,17.13301,16.694719,17.041323,16.901093,16.901093,16.467719,16.467719,16.467719,17.102792,16.760073,16.760073,16.760073,16.342719,16.342719,16.876031,16.876031,16.876031,17.227792,
491.8634,16.16457,17.133804,16.904798,16.791989,17.020511,16.801277,17.073239,16.687016,16.687016,16.647446,16.647446,16.647446,17.083495,16.603038,16.603038,16.603038,16.417473,16.417473,16.864261,16.864261,16.864261,17.103521,
492.1450,15.823156,16.823156,16.708453,16.687644,17.291331,16.645953,17.114559,16.968391,16.968391,16.729191,16.729191,16.729191,17.156178,16.448012,16.448012,16.448012,16.489559,16.489559,17.010225,17.010225,17.010225,17.020881,
492.4266,15.986828,16.8631,16.821221,16.831214,17.416879,16.470022,17.186864,17.289971,17.289971,16.595022,16.595022,16.595022,17.166879,16.323765,16.323765,16.323765,16.520621,16.520621,17.073129,17.073129,17.073129,17.082485,
492.7081,16.370167,17.019222,17.151417,17.243959,17.201944,16.467542,17.239181,17.231986,17.231986,16.490389,16.490389,16.490389,17.237972,16.28125,16.28125,16.28125,16.449528,16.449528,17.082931,17.082931,17.082931,17.247584,
492.9897,16.661897,17.001789,16.815797,16.839612,16.506875,16.540474,16.986918,16.67056,16.67056,16.650884,16.650884,16.650884,16.755086,16.402672,16.402672,16.402672,16.993125,16.993125,17.113987,17.113987,17.113987,17.008944,
493.2713,16.75,16.96875,16.522418,16.651495,16.347826,16.482337,16.84375,16.64674,16.64674,16.810122,16.810122,16.810122,16.46875,16.528872,16.528872,16.528872,17.07201,17.07201,17.165082,17.165082,17.165082,16.783628,
493.5528,16.928576,16.948908,16.599209,16.619541,16.635918,16.516867,16.962801,16.801092,16.801092,16.962801,16.962801,16.962801,16.488592,16.622025,16.622025,16.622025,16.858133,16.858133,16.96924,16.96924,16.96924,16.730158,
493.8344,17.09017,16.9375,16.77409,16.50358,16.887481,16.5625,16.91341,16.596459,16.596459,16.97233,16.97233,16.97233,16.57856,16.65625,16.65625,16.65625,17.126741,17.126741,16.78483,16.78483,16.78483,16.83659,
494.1159,16.872337,16.723708,17.115849,16.46875,17.163106,16.795727,16.746572,16.565928,16.565928,16.879193,16.879193,16.879193,16.644436,16.461894,16.461894,16.461894,17.234758,17.234758,17.041534,17.041534,17.041534,16.964557,
494.3975,16.661065,16.574522,17.165879,16.776405,17.146651,16.995185,16.649043,16.778828,16.778828,16.689922,16.689922,16.689922,16.65625,16.34375,16.34375,16.34375,16.975987,16.975987,17.391806,17.391806,17.391806,17,
494.6791,16.567944,16.69563,16.998657,16.683471,17.024463,17.221436,16.796167,16.970093,16.970093,16.612769,16.612769,16.612769,16.599194,16.267676,16.267676,16.267676,17.033936,17.033936,17.36687,17.36687,17.36687,16.809814,
494.9606,16.380802,16.912892,16.824664,16.048657,16.887164,17.230914,17.09431,16.767966,16.767966,16.662612,16.662612,16.662612,16.5625,16.256362,16.256362,16.256362,17.43834,17.43834,16.90513,16.90513,16.90513,16.612276,
495.2422,16.578701,16.386507,16.805772,16.177586,17.054179,17.026115,17.21875,16.649522,16.649522,16.799044,16.799044,16.799044,16.469547,16.188297,16.188297,16.188297,17.160233,17.160233,16.953701,16.953701,16.953701,16.543909,
495.5237,16.707759,16.37295,17.027477,16.285023,17.42085,16.974245,17.21875,16.669127,16.669127,17.021982,17.021982,17.021982,16.571604,16.271982,16.271982,16.271982,16.898868,16.898868,16.972523,16.972523,16.972523,16.641486,
495.8053,16.692554,16.874074,17.283314,16.029186,17.453588,16.891088,17.21875,16.819618,16.819618,17.125,17.125,17.125,16.77826,16.538368,16.538368,16.538368,16.901196,16.901196,16.698534,16.698534,16.698534,16.845814,
496.0869,16.736679,16.905749,17.339143,15.919571,17.159856,16.794571,17.129107,16.9375,16.9375,16.963642,16.963642,16.963642,16.646534,16.333534,16.333534,16.333534,16.928786,16.928786,16.665465,16.665465,16.665465,16.919571,
496.3684,16.873919,16.8125,17.100068,16.100979,16.73446,16.852061,16.743852,16.9375,16.9375,16.702129,16.702129,16.702129,16.623919,16.09375,16.09375,16.09375,16.96875,16.96875,16.913479,16.913479,16.913479,16.923953,
496.6500,17.003698,16.934818,16.867604,16.389792,16.70599,16.888776,16.482526,16.9375,16.9375,16.523854,16.523854,16.523854,16.928438,16.285964,16.285964,16.285964,17.038646,17.038646,17.202292,17.202292,17.202292,16.954974,
496.9316,16.876066,17.151948,16.726287,16.741397,16.964448,16.857757,16.365294,16.885772,16.885772,16.675662,16.675662,16.675662,16.904081,16.592684,16.592684,16.592684,17.09375,17.09375,17.295257,17.295257,17.295257,16.830809,
497.2131,16.75,17.13094,16.690267,16.9375,16.926431,16.707681,16.230224,16.792724,16.792724,17.064862,17.064862,17.064862,16.443845,16.514646,16.514646,16.514646,17.09375,17.09375,17.247233,17.247233,17.247233,16.786785,
497.4947,16.817088,17.232514,16.63489,16.635605,16.963448,16.945961,16.657115,17.051895,17.051895,16.897789,16.897789,16.897789,16.707431,16.746277,16.746277,16.746277,16.808626,16.808626,16.900083,16.900083,16.900083,16.642486,
497.7762,16.775804,17.191325,16.612098,16.556859,17.176413,17.233467,17.045967,17.130641,17.130641,16.494554,16.494554,16.494554,17.139717,17.060685,17.060685,17.060685,16.545967,16.545967,16.740729,16.740729,16.740729,16.634077,
498.0578,16.573465,16.690476,16.721413,16.881657,17.364035,17.153587,16.982378,16.789552,16.789552,16.275924,16.275924,16.275924,17.125,16.917215,16.917215,16.917215,16.694157,16.694157,16.84375,16.84375,16.84375,16.895285,
498.3394,16.581073,16.486481,16.78125,17.063342,17.484796,17.045611,16.985639,16.657092,16.657092,16.204389,16.204389,16.204389,17.044769,16.844592,16.844592,16.844592,17.020258,17.020258,16.795611,16.795611,16.795611,16.775354,
498.6209,16.798093,16.688892,16.828647,17.062152,17.405206,16.921005,17.03125,16.861289,16.861289,16.328995,16.328995,16.328995,16.889755,16.827603,16.827603,16.827603,17.219098,17.219098,16.655206,16.655206,16.655206,16.515103,
498.9025,16.968447,16.905795,16.890549,17.000152,17.234754,16.828201,17.202291,17.077898,17.077898,16.483996,16.483996,16.483996,16.750303,16.843447,16.843447,16.843447,17.110057,17.110057,16.593598,16.593598,16.593598,16.546496,
499.1840,16.878282,17.030594,17.013327,16.861673,17.125656,16.904281,17.375,16.987329,16.987329,16.60839,16.60839,16.60839,16.611016,17.013327,17.013327,17.013327,16.800486,16.800486,16.686187,16.686187,16.686187,16.808561,
499.4656,16.688667,16.987291,17.185167,16.765042,17.123833,17.045125,17.375,16.618124,16.618124,16.596083,16.596083,16.596083,16.501167,17.140042,17.140042,17.140042,16.504666,16.504666,16.84025,16.84025,16.84025,16.939833,
499.7472,16.700602,17.009739,17.471762,16.958659,17.126682,17.152886,17.108886,16.448921,16.448921,16.398193,16.398193,16.398193,16.616591,17.052761,17.052761,17.052761,16.655898,16.655898,16.996636,16.996636,16.996636,16.919352,
500.0287,16.764524,17.110476,17.544463,17.127202,17.035654,17.29137,16.797976,16.560298,16.560298,16.351667,16.351667,16.351667,16.882917,16.86488,16.86488,16.86488,16.881607,16.881607,17.106072,17.106072,17.106072,16.96875,
500.3103,16.752728,17.008183,17.129833,16.993922,16.911706,17.303694,16.667161,16.665056,16.665056,16.611361,16.611361,16.611361,17.028522,16.681422,16.681422,16.681422,16.738467,16.738467,17.141989,17.141989,17.141989,16.883183,
500.5919,16.774733,16.850267,16.833013,16.833013,16.815759,17.288729,16.517254,16.791987,16.791987,16.837233,16.837233,16.837233,17.0625,16.548504,16.548504,16.548504,16.78547,16.78547,16.971047,16.971047,16.971047,16.725267,
500.8734,16.898661,16.849889,16.753794,16.740067,16.712611,17.059261,16.5,16.802567,16.802567,16.865067,16.865067,16.865067,16.842856,16.572433,16.572433,16.572433,16.892522,16.892522,16.753794,16.753794,16.753794,16.5327,
501.1550,16.96875,16.991329,16.624549,16.781701,16.611543,16.575507,16.513457,16.669257,16.669257,16.852872,16.852872,16.852872,16.535586,16.611543,16.611543,16.611543,16.875,16.875,16.799493,16.799493,16.799493,16.401914,
501.4365,16.981934,17.141605,16.315422,17.038091,16.527829,16.46875,16.610355,16.470211,16.470211,17.011723,17.011723,17.011723,16.513184,16.541013,16.541013,16.541013,16.71679,16.71679,17.024907,17.024907,17.024907,16.332027,
501.7181,17.038726,17.327451,15.907598,17.192933,16.4375,16.455841,16.757476,16.266299,16.266299,17.311152,17.311152,17.311152,16.544159,16.430024,16.430024,16.430024,16.435457,16.435457,17.200409,17.200409,17.200409,16.303677,
501.9997,17.09375,17.361718,16.344276,16.815232,16.639585,16.589064,16.900912,16.345705,16.345705,16.988147,16.988147,16.988147,16.663542,16.375,16.375,16.375,16.558465,16.558465,17.21875,17.21875,17.21875,16.696096,
502.2812,16.970254,17.200602,17.250752,16.361898,16.999248,16.787801,17.0436,16.63735,16.63735,16.261597,16.261597,16.261597,16.750752,16.399699,16.399699,16.399699,16.825602,16.825602,17.181701,17.181701,17.181701,16.969502,
502.5628,16.769184,17.016403,17.05972,16.509898,17.081684,16.75,17.002169,16.764847,16.764847,16.555994,16.555994,16.555994,16.668316,16.461633,16.461633,16.461633,16.65347,16.65347,17.052602,17.052602,17.052602,16.862934,
502.8443,16.679317,16.890872,16.859128,16.683902,17.086061,16.726439,16.882689,16.913939,16.913939,16.902652,16.902652,16.902652,16.663939,16.441098,16.441098,16.441098,16.51178,16.51178,16.843256,16.843256,16.843256,16.85553,
503.1259,16.596976,16.957258,16.735281,16.631852,17.021571,16.733469,16.855242,16.932461,16.932461,16.977016,16.977016,16.977016,16.613508,16.263305,16.263305,16.263305,16.611695,16.611695,16.618547,16.618547,16.618547,17.012906,
503.4075,16.645049,16.982305,16.65625,16.330195,16.832549,16.823701,16.830195,17.020049,17.020049,16.859091,16.859091,16.859091,16.649757,16.169805,16.169805,16.169805,16.817208,16.817208,16.511201,16.511201,16.511201,17.25,
503.6890,16.614092,17.051592,16.623526,16.162736,16.943395,16.78921,16.739092,17.076356,17.076356,16.620578,16.620578,16.620578,16.75,16.293632,16.293632,16.293632,16.850236,16.850236,16.53125,16.53125,16.53125,17.173644,
503.9706,16.561914,17.020638,16.5625,15.968164,17.261785,16.6875,16.686914,17.229362,17.229362,16.395052,16.395052,16.395052,16.718164,16.481121,16.481121,16.481121,16.666276,16.666276,16.541862,16.541862,16.541862,16.956965,
504.2521,16.623765,16.834981,16.603755,16.019701,17.364995,16.759696,16.697196,17.301569,17.301569,16.322814,16.322814,16.322814,16.893465,16.49154,16.49154,16.49154,16.655941,16.655941,16.665637,16.665637,16.665637,16.802186,
504.5337,16.915051,16.469961,16.767603,16.280039,17.261224,16.846173,16.84375,17.33616,17.33616,16.393814,16.393814,16.393814,17.364987,16.153827,16.153827,16.153827,16.738776,16.738776,16.885013,16.885013,16.885013,16.85134,
504.8153,16.990291,16.309155,17.034595,16.460264,17.179912,16.747878,16.824331,17.041858,17.041858,16.548547,16.548547,16.548547,17.34375,16.378345,16.378345,16.378345,16.722993,16.722993,16.954797,16.954797,16.954797,16.980581,
505.0968,16.996961,16.112557,17.240596,16.71875,17.074943,16.850115,16.753039,16.71875,16.71875,16.712672,16.712672,16.712672,17.296732,16.678383,16.678383,16.678383,16.603154,16.603154,17.053096,17.053096,17.053096,16.975115,
505.3784,16.998833,16.119869,17.136892,16.727845,16.840248,17.001167,16.714786,16.682369,16.682369,16.871036,16.871036,16.871036,17.196595,16.902286,16.902286,16.902286,16.634095,16.634095,16.958487,16.958487,16.958487,16.998833,
505.6600,16.791043,16.083957,16.884793,16.75,16.392569,17.129896,16.737327,16.620104,16.620104,16.919931,16.919931,16.919931,17.192396,16.959965,16.959965,16.959965,16.621112,16.621112,16.737327,16.737327,16.737327,16.84375,
505.9415,16.563066,16.311934,16.766943,16.834713,16.496799,17.045557,16.633471,16.645143,16.645143,16.866529,16.866529,16.866529,17.099586,16.869729,16.869729,16.869729,16.556664,16.556664,16.616529,16.616529,16.616529,16.784451,
506.2231,16.271722,16.627745,16.828811,17.127745,16.705184,16.959222,16.721495,16.523094,16.523094,16.835594,16.835594,16.835594,16.998628,16.663033,16.663033,16.663033,16.616844,16.616844,16.585594,16.585594,16.585594,16.616844,
506.5046,16.344349,16.804663,16.929862,17.171426,16.765375,16.8124,16.90625,16.539187,16.539187,16.694938,16.694938,16.694938,16.835713,16.59375,16.59375,16.59375,16.703474,16.703474,16.640875,16.640875,16.640875,16.6251,
506.7862,16.913767,16.78125,17.063683,16.75,16.568834,16.771368,16.936317,16.596115,16.596115,16.351267,16.351267,16.351267,16.587416,16.578716,16.578716,16.578716,17.001183,17.001183,16.844933,16.844933,16.844933,16.733784,
507.0678,16.9375,16.810025,16.990331,16.793163,16.737857,16.973469,17.052831,16.391862,16.391862,16.389388,16.389388,16.389388,16.46875,16.524056,16.524056,16.524056,16.927831,16.927831,16.764388,16.764388,16.764388,16.774056,
507.3493,16.903158,16.913118,17.089973,16.951237,16.919987,17.066277,17.111263,16.378092,16.378092,16.47871,16.47871,16.47871,16.496223,16.479395,16.479395,16.479395,17,17,16.791895,16.791895,16.791895,16.770605,
507.6309,16.761629,16.904798,17.226743,17.013081,16.949129,16.870644,17.05596,16.617728,16.617728,16.742728,16.742728,16.742728,16.632993,16.393169,16.393169,16.393169,16.986919,16.986919,16.771073,16.771073,16.771073,16.902614,
507.9124,16.718551,16.79988,17.36258,17.06871,16.89984,16.450319,17.01262,17.04387,17.04387,17.16887,17.16887,17.16887,16.78746,16.412061,16.412061,16.412061,16.91266,16.91266,16.95012,16.95012,16.95012,17.125,
508.1940,16.867259,16.957283,17.236094,17.076118,17.011755,16.214736,16.884604,16.956995,16.956995,17.076118,17.076118,17.076118,16.800745,16.728642,16.728642,16.728642,16.800745,16.800745,16.875,16.875,16.875,17.142632,
508.4756,16.985377,17.323584,16.872997,16.983373,17.045873,16.095753,16.634081,16.85637,16.85637,16.983373,16.983373,16.983373,16.722289,16.950588,16.950588,16.950588,16.733373,16.733373,16.836204,16.836204,16.836204,17.196581,
508.7571,16.968816,17.307339,16.713545,16.848999,16.895885,16.317661,16.552069,16.682251,16.682251,16.963501,16.963501,16.963501,16.645797,17.005315,17.005315,17.005315,16.713501,16.713501,16.781162,16.781162,16.781162,17.088545,
509.0387,16.504865,16.988209,16.6875,16.586824,16.506926,16.631926,16.690303,16.993074,16.993074,17.220812,17.220812,17.220812,16.90625,16.293782,16.293782,16.293782,17.034053,17.034053,17.377062,17.377062,17.377062,17.038176,
509.3203,16.522205,17.066616,16.737246,16.723272,16.361433,16.5,16.89309,17.14309,17.14309,17.021799,17.021799,17.021799,16.919817,16.571951,16.571951,16.571951,17.241362,17.241362,17.191616,17.191616,17.191616,16.874593,
509.6018,16.497994,16.889539,17.03125,16.762533,16.335559,16.487467,16.995822,17.241645,17.241645,16.78125,16.78125,16.78125,16.974934,16.8125,16.8125,16.8125,17.366645,17.366645,17.022895,17.022895,17.022895,16.708388,
509.8834,16.6875,16.78125,17.004436,16.824597,16.771772,16.390928,16.938106,17.145364,17.145364,16.773589,16.773589,16.773589,16.808669,16.789517,16.789517,16.789517,17.262703,17.262703,16.984072,16.984072,16.984072,16.805445,
510.1649,16.680538,16.788212,16.784651,16.694462,17.371519,16.277769,16.68742,16.836788,16.836788,16.708307,16.708307,16.708307,16.78125,16.590189,16.590189,16.590189,16.867958,16.867958,17.104193,17.104193,17.104193,16.538212,
510.4465,16.606225,16.84375,16.531208,16.759388,17.306199,16.221837,16.453146,16.790638,16.790638,16.562416,16.562416,16.562416,16.793767,16.293725,16.293725,16.293725,16.578146,16.578146,17.209405,17.209405,17.209405,16.565587,
510.7281,16.434725,16.84375,16.225025,16.857625,16.916025,15.9521,16.613175,16.872225,16.872225,15.9778,15.9778,15.9778,16.920125,16.125,16.125,16.125,16.738175,16.738175,17.40625,17.40625,17.40625,16.293075,
511.0096,16.394158,16.892119,15.983261,16.96856,16.411277,15.822364,16.788316,16.841332,16.841332,15.829809,15.829809,15.829809,16.997202,16.192717,16.192717,16.192717,16.87462,16.87462,17.350626,17.350626,17.350626,16.098587,
511.2912,16.258238,17.444036,16.174786,16.585512,16.856107,16.320738,16.504119,16.8125,16.8125,16.78125,16.78125,16.78125,16.237286,16.987643,16.987643,16.987643,16.135298,16.135298,16.6875,16.6875,16.6875,16.164488,
511.5727,16.393681,17.078465,16.451086,16.456862,17.038043,16.444293,16.5625,16.82269,16.82269,16.779552,16.779552,16.779552,16.528871,16.824388,16.824388,16.824388,16.299931,16.299931,16.695991,16.695991,16.695991,16.289741,
511.8543,16.725423,16.805827,16.692839,16.251335,17.154915,16.569173,16.567839,16.991992,16.991992,16.745996,16.745996,16.745996,17.040593,17.03125,17.03125,17.03125,16.627669,16.627669,16.846419,16.846419,16.846419,16.446843,
512.1359,16.883719,16.659156,16.807656,16.300625,17.121125,16.719719,16.686531,16.807656,16.807656,16.663031,16.663031,16.663031,17.244187,17.025437,17.025437,17.025437,16.691375,16.691375,16.908188,16.908188,16.908188,16.660125,
512.4174,17.153848,16.754804,16.657451,16.909853,16.997598,16.750601,16.65625,16.65625,16.65625,16.875601,16.875601,16.875601,17.060098,16.842549,16.842549,16.842549,16.809497,16.809497,16.966948,16.966948,16.966948,16.780049,
512.6990,17.02895,17.00161,16.72036,17.09168,16.87385,16.78171,16.65625,16.65602,16.65602,16.90855,16.90855,16.90855,16.933821,16.78263,16.78263,16.78263,16.659469,16.659469,16.875,16.875,16.875,16.71875,
512.9806,16.720179,17.217749,16.936499,16.813786,16.719465,16.843464,16.65625,16.625143,16.625143,17.217321,17.217321,17.217321,16.439787,16.967892,16.967892,16.967892,17.091749,17.091749,16.875,16.875,16.875,16.71875,
513.2621,16.442163,17.464605,17.121891,16.781768,16.657286,16.751554,16.594786,16.655732,16.655732,17.21875,17.21875,17.21875,16.314573,17.030214,17.030214,17.030214,17.09375,17.09375,16.813536,16.813536,16.813536,16.626554,
513.5437,16.64998,16.649183,16.487559,16.690187,16.716959,16.476811,16.836585,16.079518,16.079518,16.975915,16.975915,16.975915,16.52498,16.849124,16.849124,16.849124,17.336585,17.336585,17.176752,17.176752,17.176752,16.382165,
513.8252,16.836097,16.654975,16.618623,16.777424,16.808674,16.648597,16.723852,16.39222,16.39222,16.908801,16.908801,16.908801,16.561225,16.573979,16.573979,16.573979,17.223852,17.223852,16.887755,16.887755,16.887755,16.315051,
514.1068,16.547826,16.863397,16.595408,17.047582,16.960462,16.715435,16.452418,16.702174,16.702174,16.817473,16.817473,16.817473,16.532908,16.503315,16.503315,16.503315,16.952418,16.952418,16.786223,16.786223,16.786223,16.19413,
514.3884,16.268378,16.904208,16.73979,17.004084,16.793502,16.86479,16.495916,16.835582,16.835582,16.900124,16.900124,16.900124,16.53125,16.762872,16.762872,16.762872,16.9375,16.9375,16.693626,16.693626,16.693626,16.304332,
514.6699,16.509392,16.531572,16.836464,16.682965,16.752429,16.903821,16.615285,16.642,16.642,16.762143,16.762143,16.762143,16.761821,16.867714,16.867714,16.867714,16.822215,16.822215,16.716321,16.716321,16.716321,16.398964,
514.9515,16.844007,16.443135,16.900615,16.599385,16.607838,16.735655,16.681865,16.482838,16.482838,16.835297,16.835297,16.835297,16.610655,16.931865,16.931865,16.931865,16.840932,16.840932,16.946209,16.946209,16.946209,16.491547,
515.2330,17.09933,16.269253,16.90625,16.201173,16.677874,16.606585,16.771624,16.412668,16.412668,16.84375,16.84375,16.84375,16.81808,16.853376,16.853376,16.853376,16.507255,16.507255,17.052874,17.052874,17.052874,16.443918,
515.5146,17.180296,16.111761,16.823307,16.100954,16.908682,16.59375,16.670659,16.599784,16.599784,16.899046,16.899046,16.899046,16.954341,16.84375,16.84375,16.84375,16.46875,16.46875,17.090148,17.090148,17.090148,16.631034,
515.7962,16.696963,16.666043,16.67624,16.121002,16.555971,16.702758,16.710754,16.870269,16.870269,16.633729,16.633729,16.633729,16.450961,16.816498,16.816498,16.816498,16.305238,16.305238,16.875733,16.875733,16.875733,16.819762,
516.0777,16.517584,16.830562,16.709958,16.205562,16.473146,16.772458,17.121562,16.852542,16.852542,16.325209,16.325209,16.325209,16.509271,16.8125,16.8125,16.8125,16.549791,16.549791,16.870604,16.870604,16.870604,17.004875,
516.3593,16.605816,17.002473,16.877473,16.536197,16.60102,16.622527,17.134592,16.870204,16.870204,16.28125,16.28125,16.28125,16.584158,16.759592,16.759592,16.759592,16.752473,16.752473,17.165993,17.165993,17.165993,17.03125,
516.6409,16.703154,17.161507,16.90625,16.619801,16.703154,16.59375,16.760279,16.901051,16.901051,16.698073,16.698073,16.698073,16.541647,16.802103,16.802103,16.802103,16.911507,16.911507,17.270853,17.270853,17.270853,16.979147,
516.9224,17.026512,17.1875,17.034484,16.753234,16.770044,16.747631,16.559266,16.726722,16.726722,16.960778,16.960778,16.960778,16.659484,16.992028,16.992028,16.992028,16.9375,16.9375,17.28125,17.28125,17.28125,16.866163,
517.2040,17.21995,17.21274,17.0625,16.78125,16.80649,16.88221,16.707929,16.63702,16.63702,16.8738,16.8738,16.8738,16.838939,17.08173,17.08173,17.08173,16.760821,16.760821,17.23077,17.23077,17.23077,16.692311,
517.4855,17.225169,17.144258,17.087331,16.855742,16.886992,16.980742,16.725169,16.600169,16.600169,16.943073,16.943073,16.943073,16.899831,17.168242,17.168242,17.168242,16.867735,16.867735,17.094596,17.094596,17.094596,16.606588,
517.7671,17.023394,17.027322,16.996072,17.021517,16.808572,17.097678,16.376877,16.447233,16.447233,17.139686,17.139686,17.139686,16.979508,17.236339,17.236339,17.236339,16.90625,16.90625,16.964822,16.964822,16.964822,16.691428,
518.0487,17.112786,16.831958,17.256821,16.846446,16.877274,16.956958,16.689351,16.790345,16.790345,16.683375,16.683375,16.683375,17.096024,17.153976,17.153976,17.153976,17.098298,17.098298,17.201565,17.201565,17.201565,16.262637,
518.3302,17.227021,16.922791,17.013487,16.82843,16.95343,16.95343,16.85968,16.977021,16.977021,16.790742,16.790742,16.790742,17.125,17.17218,17.17218,17.17218,17.368562,17.368562,17.30484,17.30484,17.30484,16.313722,
518.6118,17.273172,17.084611,16.90625,17.029128,17.084611,16.945578,17.153068,17.046345,17.046345,17.037206,17.037206,17.037206,16.893277,17.048466,17.048466,17.048466,17.252122,17.252122,17.289328,17.289328,17.289328,16.421345,
518.8933,17.372259,17.238761,17.361294,17.253015,17.216009,16.823739,17.022478,17.016996,17.016996,17.070998,17.070998,17.070998,16.744243,16.977248,16.977248,16.977248,16.846217,16.846217,17.167489,17.167489,17.167489,16.505757,
519.1749,17.272271,17.102611,17.732219,17.24551,17.20534,16.379312,16.714201,16.821361,16.821361,16.682892,16.682892,16.682892,16.517781,16.94642,16.94642,16.94642,16.62943,16.62943,16.834711,16.834711,16.834711,16.57591,
519.4565,17.131128,16.834101,17.615351,17.087317,17.143689,16.284466,16.625,16.771905,16.771905,16.53125,16.53125,16.53125,16.415595,17.025122,17.025122,17.025122,16.747088,16.747088,16.587317,16.587317,16.587317,16.59375,
519.7380,16.986356,16.621127,17.294983,16.816462,17.103521,16.505809,16.882745,16.78125,16.78125,16.660123,16.660123,16.660123,16.40625,17.148415,17.148415,17.148415,16.876936,16.876936,16.445335,16.445335,16.445335,16.658186,
520.0196,16.8112,16.4783,17.1033,16.59245,17.13585,16.59375,17.1684,16.86545,16.86545,16.9503,16.9503,16.9503,16.36415,17.20855,17.20855,17.20855,16.7168,16.7168,16.4273,16.4273,16.4273,16.6875,
520.3012,16.811857,16.84988,16.753215,16.345679,16.785108,16.717464,16.961334,16.865012,16.865012,17.0625,17.0625,17.0625,16.446845,16.80637,16.80637,16.80637,16.604381,16.604381,16.64369,16.64369,16.64369,16.769976,
520.5827,16.964865,16.921199,16.694679,16.25,16.492821,16.761064,16.671199,16.924494,16.924494,17.001942,17.001942,17.001942,16.378885,16.694679,16.694679,16.694679,16.59375,16.59375,16.709628,16.709628,16.709628,16.973987,
520.8643,17.130003,16.725246,16.947506,16.506758,16.397999,16.809252,16.633251,17.166256,17.166256,17.186007,17.186007,17.186007,16.292749,16.947506,16.947506,16.947506,16.771506,16.771506,16.529495,16.529495,16.529495,17.121752,
