,Live Spectrum 26-10-2023 13:38:20,Live Spectrum 26-10-2023 13:38:23,Live Spectrum 26-10-2023 13:38:23,Live Spectrum 26-10-2023 13:38:24,Live Spectrum 26-10-2023 13:38:25,Live Spectrum 26-10-2023 13:38:25,Live Spectrum 26-10-2023 13:38:26,Live Spectrum 26-10-2023 13:38:26,Live Spectrum 26-10-2023 13:38:27,Live Spectrum 26-10-2023 13:38:27,Live Spectrum 26-10-2023 13:38:27,Live Spectrum 26-10-2023 13:38:27,Live Spectrum 26-10-2023 13:38:28,Live Spectrum 26-10-2023 13:38:28,Live Spectrum 26-10-2023 13:38:28,Live Spectrum 26-10-2023 13:38:28,Live Spectrum 26-10-2023 13:38:29,Live Spectrum 26-10-2023 13:38:29,Live Spectrum 26-10-2023 13:38:32,Live Spectrum 26-10-2023 13:38:32,Live Spectrum 26-10-2023 13:38:32,Live Spectrum 26-10-2023 13:38:33,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
619.6923,18.556147,18.775931,18.249483,18.568853,18.593233,18.681664,18.192819,18.338431,18.338431,18.251034,18.251034,18.251034,18.131353,18.05563,18.05563,18.05563,19.43063,19.43063,19.05031,19.05031,19.05031,19.075724,
619.9739,18.730836,18.59851,18.377442,18.610596,18.697144,18.53601,18.346192,18.425538,18.425538,18.115356,18.115356,18.115356,18.36548,18.21399,18.21399,18.21399,19.300414,19.300414,18.838866,18.838866,18.838866,19.055298,
620.2555,18.804449,18.585699,18.40625,18.671398,19.089936,18.384004,18.421398,18.700741,18.700741,18.34894,18.34894,18.34894,18.69269,18.273199,18.273199,18.273199,18.925212,18.925212,18.618856,18.618856,18.618856,19.132097,
620.5370,18.8125,18.6161,18.5627,18.7322,19.2858,18.4555,18.3034,18.8036,18.8036,18.9739,18.9739,18.9739,18.893,18.4824,18.4824,18.4824,18.6784,18.6784,18.49545,18.49545,18.49545,19.0892,
620.8186,18.769499,18.861507,18.625,18.793001,19.3125,18.456999,18.314502,18.661995,18.661995,19.359505,19.359505,19.359505,18.894499,18.519499,18.519499,18.519499,18.818506,18.818506,18.576253,18.576253,18.576253,18.804492,
621.1001,18.729349,18.762239,18.707604,18.771198,19.12664,18.499453,18.570912,18.697006,18.697006,19.148384,19.148384,19.148384,18.998907,18.458698,18.458698,18.458698,18.885599,18.885599,18.81086,18.81086,18.81086,18.542942,
621.3817,18.580141,18.676051,18.769801,18.730199,18.813435,18.53125,18.845911,18.967815,18.967815,18.801987,18.801987,18.801987,19.141705,18.576109,18.576109,18.576109,18.696788,18.696788,19.025058,19.025058,19.025058,18.745969,
621.6633,18.992735,18.611695,18.610688,19.230436,18.706451,18.853423,19.032257,18.828431,18.828431,18.801208,18.801208,18.801208,19.111695,19.186888,19.186888,19.186888,18.707458,18.707458,18.733675,18.733675,18.733675,18.963104,
621.9448,19.276298,18.5625,18.608607,19.345286,18.754952,19.153006,19.057548,19.108778,19.108778,18.54918,18.54918,18.54918,19.0625,19.332138,19.332138,19.332138,18.980362,18.980362,18.5,18.5,18.5,19,
622.2264,19.336254,18.80401,18.6875,19.049494,18.867504,19.443009,19.048501,19.489252,19.489252,18.226246,18.226246,18.226246,19.010748,19.066745,19.066745,19.066745,19.401011,19.401011,18.776011,18.776011,18.776011,18.982749,
622.5080,19.521051,19.180401,18.6875,18.773499,18.9703,19.493799,19.0625,19.252448,19.252448,18.22185,18.22185,18.22185,18.771949,19.067151,19.067151,19.067151,19.6414,19.6414,19.229601,19.229601,19.229601,18.98515,
622.7895,19.749394,19.576989,18.656401,18.640549,19.124394,19.188409,19.109148,18.813409,18.813409,18.623334,18.623334,18.623334,18.516004,19.342841,19.342841,19.342841,19.594053,19.594053,19.406401,19.406401,19.406401,19.031099,
623.0711,19.889698,19.797802,18.654397,18.670948,19.294095,19.073491,19.141552,18.727888,18.727888,19.042241,19.042241,19.042241,18.466897,19.545948,19.545948,19.545948,19.428362,19.428362,19.183923,19.183923,19.183923,19.165388,
623.3526,19.892403,19.642779,18.881359,18.632112,19.316056,19.031626,19.166541,18.885291,18.885291,19.291165,19.291165,19.291165,18.638471,19.382488,19.382488,19.382488,19.395582,19.395582,18.927209,18.927209,18.927209,19.488956,
623.6342,19.810022,19.325797,19.228966,18.627478,19.177284,18.875,19.257737,18.833534,18.833534,19.525991,19.525991,19.525991,18.942457,18.935323,18.935323,18.935323,19.629957,19.629957,18.926983,18.926983,18.926983,19.788987,
623.9158,19.475867,19.295018,19.302135,18.755182,19.274133,18.899288,19.591815,18.663212,18.663212,19.5625,19.5625,19.5625,19.222153,18.661432,18.661432,18.661432,19.824644,19.824644,19.133585,19.133585,19.133585,19.892327,
624.1973,19.082458,19.528623,19.277839,18.835085,19.667542,19.061717,19.918326,18.918603,18.918603,19.60767,19.60767,19.60767,19.397585,18.865551,18.865551,18.865551,19.809873,19.809873,19.38892,19.38892,19.38892,19.833241,
624.4789,19.177346,19.479191,19.521024,18.937643,19.739703,19.416977,19.676988,19.677632,19.677632,19.718822,19.718822,19.718822,19.531465,19.218965,19.218965,19.218965,19.656035,19.656035,19.46875,19.46875,19.46875,19.562428,
624.7604,19.511723,19.557531,19.735442,19.052912,19.862927,19.764208,19.574573,20.0316,20.0316,19.742896,19.742896,19.742896,19.680396,19.387073,19.387073,19.387073,19.449573,19.449573,19.487927,19.487927,19.487927,19.509588,
625.0420,19.75,19.670027,19.77386,18.996305,19.827624,19.946236,19.566195,19.662637,19.662637,19.621305,19.621305,19.621305,19.45397,19.265124,19.265124,19.265124,19.441195,19.441195,19.557459,19.557459,19.557459,19.522514,
625.3236,19.663277,19.672303,19.601634,18.922018,19.538277,19.960866,19.664134,19.461152,19.461152,19.562786,19.562786,19.562786,19.046447,19.070384,19.070384,19.070384,19.617973,19.617973,19.656536,19.656536,19.656536,19.444813,
625.6051,19.420313,19.8125,19.653126,19.010938,19.407815,19.874218,19.666406,19.657815,19.657815,19.740627,19.740627,19.740627,18.920313,19.171095,19.171095,19.171095,19.889063,19.889063,19.813282,19.813282,19.813282,19.379689,
625.8867,19.56761,19.831036,19.712928,19.199501,19.985861,19.680965,19.550499,20.106107,20.106107,20.08068,20.08068,20.08068,19.042895,19.542539,19.542539,19.542539,19.968394,19.968394,20.074501,20.074501,20.074501,19.848504,
626.1683,19.856905,19.789079,19.637063,19.486845,20.477285,19.802554,19.449563,20.118968,20.118968,20.201361,20.201361,20.201361,19.381032,19.904838,19.904838,19.904838,19.928645,19.928645,20.212718,20.212718,20.212718,20.204569,
626.4498,19.330392,19.241115,19.959743,19.999939,20.044608,19.933088,19.803554,19.98223,19.98223,19.821446,19.821446,19.821446,19.584865,19.647427,19.647427,19.647427,19.178677,19.178677,19.999939,19.999939,19.999939,19.357108,
626.7314,19.49904,19.3931,19.70065,19.78354,19.9375,20.10099,19.74638,20.26086,20.26086,19.90758,19.90758,19.90758,19.74047,20.01581,20.01581,20.01581,19.52534,19.52534,19.7944,19.7944,19.7944,19.27172,
627.0129,20.01302,19.561685,19.548666,19.570801,19.959635,20.161784,19.746418,20.349284,20.349284,20.206053,20.206053,20.206053,19.903483,20.350098,20.350098,20.350098,19.693848,19.693848,19.653483,19.653483,19.653483,19.48177,
627.2945,20.466836,19.913271,19.429213,19.677299,20.21429,20.249367,20.052299,20.394769,20.394769,20.735972,20.735972,20.735972,19.869259,20.114799,20.114799,20.114799,19.485339,19.485339,19.640309,19.640309,19.640309,19.979599,
627.5761,20.431139,20.513782,19.788671,20.014843,20.62606,20.732532,20.384542,20.22087,20.22087,21,21,21,19.777009,20.43856,20.43856,20.43856,20.239954,20.239954,19.888782,19.888782,19.888782,20.635602,
627.8576,20.252894,20.909144,20.001654,20.440807,20.657697,21.121486,20.656663,20.281663,20.281663,20.996073,20.996073,20.996073,19.657077,20.46875,20.46875,20.46875,20.840443,20.840443,20.281663,20.281663,20.281663,20.936466,
628.1392,20.678444,21.334694,20.244825,20.92715,20.870472,20.604747,20.717456,20.342456,20.342456,20.418541,20.418541,20.418541,19.778662,20.46875,20.46875,20.46875,20.3541,20.3541,20.342456,20.342456,20.342456,20.784484,
628.4207,21.252739,21.403249,20.368998,21.056498,20.845251,19.820265,20.480755,20.581745,20.581745,19.960009,19.960009,19.960009,19.900248,20.082007,20.082007,20.082007,19.481017,19.481017,20.462748,20.462748,20.462748,20.483756,
628.7023,21.07898,20.394902,20.461687,20.3979,20.757063,20.619224,20.613228,19.986941,19.986941,20.948848,20.948848,20.948848,20.628641,20.52483,20.52483,20.52483,20.217683,20.217683,20.237585,20.237585,20.237585,20.410959,
628.9839,21.0625,20.649001,20.188332,20.287666,20.806084,20.715542,20.737167,20.021625,20.021625,21.03125,21.03125,21.03125,20.21079,20.730751,20.730751,20.730751,20.28125,20.28125,20.330917,20.330917,20.330917,20.686668,
629.2654,21.089688,20.986566,20.15625,20.118123,20.404682,20.800314,20.478121,20.194377,20.194377,20.976874,20.976874,20.976874,20.047499,20.586873,20.586873,20.586873,20.525941,20.525941,20.506877,20.506877,20.506877,20.664374,
629.5470,21.199085,21.110252,20.261585,20.251753,20.264748,20.944169,20.200495,20.508422,20.508422,21.205755,21.205755,21.205755,20.320922,20.351829,20.351829,20.351829,20.720503,20.720503,20.399581,20.399581,20.399581,20.629916,
629.8285,21.295189,21.303358,20.688926,20.561527,20.071642,21.01971,19.774054,20.715379,20.715379,20.995202,20.995202,20.995202,20.859115,20.057702,20.057702,20.057702,20.648081,20.648081,20.32404,20.32404,20.32404,20.752399,
630.1101,21.263249,21.565381,21.17526,20.871256,20.006624,21.03125,19.909131,20.75,20.75,20.838998,20.838998,20.838998,20.944124,20.123128,20.123128,20.123128,20.723502,20.723502,20.509505,20.509505,20.509505,21.002881,
630.3917,21.226229,21.173343,21.233707,21.056357,20.095086,20.888622,20.444178,20.726229,20.726229,20.741186,20.741186,20.741186,21.175214,20.251336,20.251336,20.251336,20.75,20.75,20.776443,20.776443,20.776443,20.7297,
630.6732,21.241667,20.618741,20.920827,21.070833,20.125,20.729164,20.937507,20.581247,20.581247,20.604164,20.604164,20.604164,21.456254,20.44167,20.44167,20.44167,20.795834,20.795834,20.866667,20.866667,20.866667,20.395828,
630.9548,21.272063,21.417452,21.209631,20.996311,20.720697,20.731626,20.885997,20.84013,20.84013,20.474249,20.474249,20.474249,21.023804,20.588251,20.588251,20.588251,20.900751,20.900751,20.654372,20.654372,20.654372,20.643443,
631.2364,21.472126,21.748875,21.608293,20.841499,21.159626,21.004502,20.727666,21.011167,21.011167,20.352666,20.352666,20.352666,20.918542,21.091587,21.091587,21.091587,21.064751,21.064751,20.604917,20.604917,20.604917,20.760042,
631.5179,21.786395,21.637334,21.637334,20.720188,21.209292,21.552436,20.606084,21.071958,21.071958,20.373562,20.373562,20.373562,20.805917,21.536395,21.536395,21.536395,21.287833,21.287833,20.991374,20.991374,20.991374,20.933187,
631.7995,21.964749,21.554751,21.57425,20.843498,21.129001,21.937248,20.5625,21.269247,21.269247,20.42575,20.42575,20.42575,20.660251,21.519752,21.519752,21.519752,21.452999,21.452999,21.323998,21.323998,21.323998,21.01175,
632.0810,21.96271,21.475314,21.52521,21.086662,21.000524,21.938024,20.5625,21.542807,21.542807,20.679888,20.679888,20.679888,20.848743,21.381564,21.381564,21.381564,21.444064,21.444064,21.238443,21.238443,21.238443,21.093226,
632.3626,22.008663,21.686571,21.517791,21.400989,21.062035,21.892791,20.704826,21.638459,21.638459,21.003867,21.003867,21.003867,21.444769,21.486076,21.486076,21.486076,21.317296,21.317296,20.858138,20.858138,20.858138,21.138459,
632.6442,22.19799,22.027427,21.734485,21.528627,21.257868,21.940123,20.964927,21.641936,21.641936,21.514535,21.514535,21.514535,21.882868,21.72924,21.72924,21.72924,21.046765,21.046765,20.859485,20.859485,20.859485,21.209681,
632.9257,22.537645,22.300986,22.195722,21.307019,21.504568,22.129568,21.318895,21.527596,21.527596,21.956322,21.956322,21.956322,21.631033,21.795505,21.795505,21.795505,20.794591,20.794591,21.30464,21.30464,21.30464,21.265168,
633.2073,22.597727,22.346136,22.377386,21.277273,21.884659,22.250795,21.409432,21.57375,21.57375,21.834091,21.834091,21.834091,21.175455,21.856591,21.856591,21.856591,20.825341,20.825341,21.532045,21.532045,21.532045,21.402273,
633.4888,22.4375,22.278746,22.252504,21.523737,22.081882,22.304987,21.094404,21.534409,21.534409,21.636868,21.636868,21.636868,21.088741,22.22746,22.22746,22.22746,21.19621,21.19621,21.744337,21.744337,21.744337,21.591246,
633.7704,22.383427,22.353055,22.21875,21.611482,21.923104,22.352177,21.361657,21.389396,21.389396,21.849719,21.849719,21.849719,21.318469,22.260885,22.260885,22.260885,21.756847,21.756847,22.409761,22.409761,22.409761,21.746664,
634.0520,22.249181,22.317604,22.256741,21.555759,21.768586,22.167276,22.329258,21.73387,21.73387,22.100491,22.100491,22.100491,21.695879,21.792276,21.792276,21.792276,22.119078,22.119078,22.994896,22.994896,22.994896,22.070879,
634.3335,22.109013,22.03398,22.3125,21.405526,22.045232,22.200758,22.65898,22.113915,22.113915,22.15625,22.15625,22.15625,22.197304,21.684046,21.684046,21.684046,22.109013,22.109013,22.97148,22.97148,22.97148,22.288881,
634.6151,22.162708,21.879843,22.389184,21.392412,22.673662,22.728436,22.395295,22.239045,22.239045,22.189114,22.189114,22.189114,22.723593,21.693612,21.693612,21.693612,22.042205,22.042205,22.685886,22.685886,22.685886,22.206181,
634.8967,22.386049,22.203905,22.551451,21.908759,23.048604,23.053349,22.587107,22.360155,22.360155,22.310602,22.310602,22.310602,22.91635,21.511049,21.511049,21.511049,22.163504,22.163504,22.625,22.625,22.625,22.226004,
635.1782,22.399226,22.601705,22.602996,22.650157,23.318234,22.904028,23.003512,22.757955,22.757955,22.585435,22.585435,22.585435,22.89127,21.792358,21.792358,21.792358,22.485951,22.485951,22.652738,22.652738,22.652738,22.566943,
635.4598,22.464118,22.73466,22.927096,22.66954,23.230027,22.758392,22.736103,23.075524,23.075524,22.903934,22.903934,22.903934,22.831599,22.663199,22.663199,22.663199,22.64091,22.64091,22.743925,22.743925,22.743925,22.65682,
635.7413,22.349085,22.543021,23.644479,21.577403,22.825372,22.841548,22.330707,23.258638,23.258638,22.782351,22.782351,22.782351,22.878304,22.899814,22.899814,22.899814,22.34375,22.34375,22.918021,22.918021,22.918021,22.175558,
636.0229,22.736255,23.015341,23.439475,22.419426,23.069183,23.03125,22.881494,23.194183,23.194183,22.714232,22.714232,22.714232,22.673945,22.807982,22.807982,22.807982,22.443994,22.443994,23.356926,23.356926,23.356926,22.598079,
636.3045,23.444944,23.542907,23.917907,22.800843,23.070435,23.037079,23.220857,23.224579,23.224579,22.876615,22.876615,22.876615,23.102809,22.976194,22.976194,22.976194,22.888272,22.888272,23.773315,23.773315,23.773315,22.814607,
636.5860,23.83954,23.583801,23.849363,22.779847,23.038392,23.057526,23.198213,23.284821,23.284821,23.230867,23.230867,23.230867,23.767091,23.316071,23.316071,23.316071,23.223724,23.223724,23.899872,23.899872,23.899872,22.757142,
636.8676,24.337222,23.53537,23.264073,23.007545,23.468055,23.02713,23.803564,23.501712,23.501712,23.674444,23.674444,23.674444,24.166898,23.471158,23.471158,23.471158,23.262361,23.262361,23.990047,23.990047,23.990047,23.211526,
637.1491,24.457539,23.604961,23.647422,23.507945,23.910929,23.042461,24.179114,23.74488,23.74488,23.990201,23.990201,23.990201,24.021451,23.300847,23.300847,23.300847,23.337218,23.337218,23.712218,23.712218,23.712218,23.78125,
637.4307,24.084101,23.997697,24.348466,23.841338,24.201864,23.418311,24.367763,23.978399,23.978399,23.891777,23.891777,23.891777,23.925439,23.502521,23.502521,23.502521,23.288487,23.288487,23.65625,23.65625,23.65625,23.742654,
637.7123,23.9594,24.339075,24.043716,23.801592,24.017141,23.618598,24.285925,24.121799,24.121799,23.731216,23.731216,23.731216,23.765667,23.928066,23.928066,23.928066,23.403049,23.403049,23.657808,23.657808,23.657808,23.313974,
637.9938,23.784068,24.251409,24.273501,23.602908,24.341637,24.681865,24.372887,24.654841,24.654841,23.966637,23.966637,23.966637,23.465228,24.343046,24.343046,24.343046,23.936796,23.936796,23.690318,23.690318,23.690318,23.939613,
638.2754,23.905653,24.312201,23.939143,23.998059,24.250448,24.438695,24.281698,24.594049,24.594049,23.875448,23.875448,23.875448,23.313247,24.312649,24.312649,24.312649,23.906399,23.906399,23.811903,23.811903,23.811903,24.030802,
638.5570,23.90625,24.372994,24.118982,24.756175,24.491976,24.4375,24.402238,24.684491,24.684491,24.086729,24.086729,24.086729,23.675464,24.403241,24.403241,24.403241,23.785262,23.785262,24.11497,24.11497,24.11497,24.03125,
638.8385,23.671103,24.698327,24.21318,25.192758,24.764541,24.496287,24.788364,25.040221,25.040221,24.387684,24.387684,24.387684,24.745663,24.171103,24.171103,24.171103,23.810643,23.810643,24.477721,24.477721,24.477721,24.178217,
639.1201,24.141429,24.57605,24.675389,25.07605,24.467311,24.6427,25.297679,24.862721,24.862721,24.805809,24.805809,24.805809,25.097899,24.01355,24.01355,24.01355,24.240599,24.240599,25.013719,25.013719,25.013719,24.1875,
639.4016,24.768917,24.47944,25.078675,25.007127,24.216008,24.960802,25.565242,24.456138,24.456138,25.148302,25.148302,25.148302,24.543583,24.276865,24.276865,24.276865,24.807294,24.807294,25.367052,25.367052,25.367052,24.242873,
639.6832,25.380416,25.300582,25.286,24.731667,24.643666,25.348833,25.459584,24.56725,24.56725,25.509499,25.509499,25.509499,24.38825,24.983332,24.983332,24.983332,25.250666,25.250666,25.620916,25.620916,25.620916,24.518333,
639.9648,25.49473,26.112983,25.3125,24.63554,25.524134,25.873892,25.333579,25.087372,25.087372,25.5625,25.5625,25.5625,25.076463,25.665313,25.665313,25.665313,25.182599,25.182599,25.864091,25.864091,25.864091,24.796321,
640.2463,25.072839,26.400763,25.262246,25.680338,25.184958,24.888285,25.965805,25.36339,25.36339,25.73839,25.73839,25.73839,24.816716,24.424387,24.424387,24.424387,24.528073,24.528073,25.981631,25.981631,25.981631,25.095021,
640.5279,25.065847,26.631694,25.177177,26.422984,24.989677,24.867742,25.882258,25.479073,25.479073,25.344315,25.344315,25.344315,25.131411,24.190847,24.190847,24.190847,24.593468,24.593468,25.927177,25.927177,25.927177,25.326169,
640.8094,25.281121,26.406443,25.296779,26.72645,25.202964,25.382507,25.578286,25.523421,25.523421,25.265593,25.265593,25.265593,25.367107,24.944814,24.944814,24.944814,25.030993,25.030993,25.765721,25.765721,25.765721,25.562371,
641.0910,25.614575,25.838556,25.546869,26.668406,25.371525,25.779507,25.477431,25.847213,25.847213,26.003451,26.003451,26.003451,25.473956,25.526032,25.526032,25.526032,25.472213,25.472213,25.605906,25.605906,25.605906,25.715275,
641.3726,26.218225,25.48252,25.777014,26.277539,25.57998,25.983581,25.816211,26.099048,26.099048,26.606994,26.606994,26.606994,25.738879,25.938562,25.938562,25.938562,25.919494,25.919494,26.018542,26.018542,26.018542,25.728284,
641.6541,26.792187,25.88612,26.031525,26.083272,25.781434,26.260753,26.260845,26.364889,26.364889,26.499633,26.499633,26.499633,26.135845,25.999908,25.999908,25.999908,26.187684,26.187684,26.823804,26.823804,26.823804,25.697886,
641.9357,27.42902,26.425176,26.325117,26.402699,26.324032,26.595129,26.606367,26.808949,26.808949,26.214906,26.214906,26.214906,26.701496,26.08882,26.08882,26.08882,26.37007,26.37007,27.064965,27.064965,27.064965,25.607453,
642.2173,27.821618,26.61291,26.590778,26.919465,26.727868,26.833708,26.852868,27.057479,27.057479,26.508194,26.508194,26.508194,26.975819,26.213729,26.213729,26.213729,26.45666,26.45666,26.686376,26.686376,26.686376,25.524181,
642.4988,27.778095,26.808078,26.431191,26.886998,27.325119,27.016097,26.992423,27.002211,27.002211,26.695077,26.695077,26.695077,26.871845,26.542925,26.542925,26.542925,26.487058,26.487058,26.523673,26.523673,26.523673,26.012619,
642.7804,27.478027,26.85022,26.442017,26.701294,27.478027,27.076294,27.066162,27.181885,27.181885,26.638794,26.638794,26.638794,26.851074,27.238771,27.238771,27.238771,26.692017,26.692017,26.859254,26.859254,26.859254,26.392456,
643.0619,27.262686,26.864273,26.909236,26.787127,27.561568,27.162127,27.193377,27.673882,27.673882,26.890673,26.890673,26.890673,27.0889,27.791046,27.791046,27.791046,26.993191,26.993191,27.392632,27.392632,27.392632,26.721736,
643.3435,27.392035,27.173798,27.329279,27.016779,27.970288,27.376025,27.407275,28.063525,28.063525,27.424311,27.424311,27.424311,27.533557,27.464904,27.464904,27.464904,27.140753,27.140753,27.687756,27.687756,27.687756,27.252051,
643.6251,27.78603,27.689388,27.751888,27.290368,28.245662,27.738432,27.665368,28.232206,28.232206,27.837966,27.837966,27.837966,27.767794,26.836078,26.836078,26.836078,26.85821,26.85821,27.688946,27.688946,27.688946,27.42549,
643.9066,28.101505,28.084306,28.118704,27.549908,28.329699,28.154561,27.95301,28.42176,28.42176,27.898495,27.898495,27.898495,27.507985,27.007525,27.007525,27.007525,26.573403,26.573403,27.684352,27.684352,27.684352,27.076781,
644.1882,27.976297,28.042298,28.319502,27.581898,28.431302,28.409751,27.966598,28.474948,28.474948,27.7993,27.7993,27.7993,27.2764,27.556302,27.556302,27.556302,26.770202,26.770202,27.824352,27.824352,27.824352,26.7764,
644.4697,27.477557,27.782002,28.537049,27.375752,28.791343,28.524699,27.663553,28.114907,28.114907,27.880047,27.880047,27.880047,27.547142,27.582905,27.582905,27.582905,27.129295,27.129295,28.104595,28.104595,28.104595,27.034793,
644.7513,27.570221,28.147467,28.823734,27.821712,28.95576,28.654493,27.623243,28.007986,28.007986,28.215237,28.215237,28.215237,28.19373,27.915462,27.915462,27.915462,27.788971,27.788971,28.243505,28.243505,28.243505,27.834967,
645.0329,28.398389,28.9375,29.367836,28.760649,28.963677,28.801851,28.004879,28.567379,28.567379,28.541899,28.541899,28.541899,28.857884,28.875697,28.875697,28.875697,28.308318,28.308318,27.997212,27.997212,27.997212,28.539808,
645.3144,28.781784,29.025691,29.783637,28.898838,29.545289,28.820446,28.574686,29.058794,29.058794,28.670289,28.670289,28.670289,29.265892,28.888505,28.888505,28.888505,27.976696,27.976696,27.75,27.75,27.75,28.355402,
645.5960,29.277137,29.33509,30.035652,29.218895,29.647011,28.897301,28.973442,29.205398,29.205398,29.004692,29.004692,29.004692,29.4375,28.879692,28.879692,28.879692,28.304129,28.304129,27.991629,27.991629,27.991629,28.419891,
645.8776,29.802044,29.681698,29.871554,29.415498,29.263902,28.713006,29.21875,29.395794,29.395794,29.266199,29.266199,29.266199,29.4375,29.222196,29.222196,29.222196,29.011546,29.011546,28.666647,28.666647,28.666647,28.752298,
646.1591,30.226,29.887252,29.608251,29.560251,29.255507,28.228249,29.182498,29.928506,29.928506,29.283499,29.283499,29.283499,29.568007,29.50725,29.50725,29.50725,29.247247,29.247247,28.86775,28.86775,28.86775,29.010004,
646.4407,30.262803,29.928829,29.643447,29.585836,29.745112,28.297078,29.030494,30.350908,30.350908,29.315526,29.315526,29.315526,29.993599,29.633671,29.633671,29.633671,29.197684,29.197684,28.850151,28.850151,28.850151,29.282006,
646.7222,30.301395,29.481278,29.627065,29.318052,29.974302,29.021428,28.895145,30.383399,30.383399,29.895787,29.895787,29.895787,29.92433,30.042355,30.042355,30.042355,30.04919,30.04919,28.89721,28.89721,28.89721,29.400698,
647.0038,30.264112,29.334669,29.800065,29.226154,29.924738,29.806119,28.820231,29.984865,29.984865,30.323585,30.323585,30.323585,29.704638,30.023192,30.023192,30.023192,31.004704,31.004704,29.06115,29.06115,29.06115,29.43615,
647.2854,30.424715,29.874188,29.913961,28.670454,29.530844,29.59375,28.791598,30.788961,30.788961,30.601055,30.601055,30.601055,29.66741,29.594156,29.594156,29.594156,31.035105,31.035105,29.398539,29.398539,29.398539,29.761973,
647.5669,31.048118,30.354603,30.02589,29.524714,29.768044,29.644876,29.561324,30.837735,30.837735,30.88703,30.88703,30.88703,29.992809,29.411089,29.411089,29.411089,31.032426,31.032426,29.349765,29.349765,29.349765,29.655074,
647.8485,31.506479,30.758638,30.599212,30.365346,29.959096,30.146596,29.84375,30.789888,30.789888,31.015117,31.015117,31.015117,30.205793,29.788872,29.788872,29.788872,30.708969,30.708969,29.410569,29.410569,29.410569,29.952617,
648.1300,31.595062,30.865816,31.084566,30.666746,30.273616,30.455868,29.884421,30.898378,30.898378,31.233182,31.233182,31.233182,30.026002,30.329556,30.329556,30.329556,30.15625,30.15625,29.47531,29.47531,29.47531,30.15625,
648.4116,31.628717,30.657644,30.873606,30.908109,30.81947,30.876394,30.814823,30.722932,30.722932,31.565288,31.565288,31.565288,29.911361,30.718285,30.718285,30.718285,30.165543,30.165543,29.632435,29.632435,29.632435,30.154856,
648.6932,31.871941,30.748853,30.782397,31.029721,31.275515,30.967603,30.966838,30.996559,30.996559,31.747706,31.747706,31.747706,30.245794,30.687882,30.687882,30.687882,30.773603,30.773603,30.118882,30.118882,30.118882,30.063647,
648.9747,32.385355,30.960146,31.021417,31.69171,31.461375,31.65923,31.359022,31.090063,31.090063,31.629916,31.629916,31.629916,31.000522,31.107792,31.107792,31.107792,31.381668,31.381668,30.545292,30.545292,30.545292,30.572855,
649.2563,32.843866,31.523064,31.731436,32.389762,31.672971,32.300163,32.454454,31.560541,31.560541,31.625,31.625,31.625,31.643913,31.329221,31.329221,31.329221,31.756343,31.756343,30.912593,30.912593,30.912593,31.38146,
649.5378,32.563389,32.072409,32.376143,32.210874,32.084096,31.550559,32.219639,31.622078,31.622078,31.540015,31.540015,31.540015,30.979294,32.165269,32.165269,32.165269,30.959731,30.959731,31.532393,31.532393,31.532393,32.117378,
649.8194,32.393838,32.125,32.355053,32.407359,32.399824,31.798539,32.682183,31.542553,31.542553,31.64118,31.64118,31.64118,31.236039,32.414894,32.414894,32.414894,31.479612,31.479612,31.951021,31.951021,31.951021,32.132535,
650.1010,32.907736,32.311458,32.317113,32.51741,32.890326,32.562944,32.909821,31.717708,31.717708,32.268896,32.268896,32.268896,31.94717,32.677231,32.677231,32.677231,32.121873,32.121873,32.213094,32.213094,32.213094,32.018453,
650.3825,34.18641,32.524291,32.570415,32.608625,33.252457,33.435454,33.143832,32.265831,32.265831,32.813456,32.813456,32.813456,32.39779,33.131415,33.131415,33.131415,32.399291,32.399291,32.146834,32.146834,32.146834,31.742085,
650.6641,34.736859,33.236057,33.49813,33.398344,33.512073,34.092681,33.661485,33.123397,33.123397,33.255502,33.255502,33.255502,32.867895,33.14391,33.14391,33.14391,32.686966,32.686966,32.549092,32.549092,32.549092,31.812233,
650.9457,34.619685,33.91239,34.610521,34.148094,33.875825,34.09824,34.600715,33.770437,33.770437,33.488362,33.488362,33.488362,33.113362,33.24551,33.24551,33.24551,33.159733,33.159733,33.2829,33.2829,33.2829,32.542706,
651.2272,34.492727,34.64394,34.898258,34.545076,34.503675,33.876439,34.983296,34.278372,34.278372,33.577765,33.577765,33.577765,33.202765,33.37428,33.37428,33.37428,33.86269,33.86269,33.95716,33.95716,33.95716,33.215152,
651.5088,34.849781,35.135127,34.570046,34.154314,34.978877,33.745259,34.650219,34.742454,34.742454,33.481682,33.481682,33.481682,33.21875,33.518318,33.518318,33.518318,34.084914,34.084914,34.057759,34.057759,34.057759,33.868099,
651.7903,35.10785,35.14215,34.006101,34.702128,34.96433,34.020729,34.737269,34.74558,34.74558,34.084598,34.084598,34.084598,33.930558,33.346801,33.346801,33.346801,34.00747,34.00747,33.88026,33.88026,33.88026,33.674241,
652.0719,35.073344,34.886484,34.061219,35.051977,34.823344,34.342789,34.90593,34.936219,34.936219,34.105554,34.105554,34.105554,34.084187,33.768165,33.768165,33.768165,34.217469,34.217469,33.957586,33.957586,33.957586,33.458547,
