,Live Spectrum 26-10-2023 13:35:46,Live Spectrum 26-10-2023 13:35:48,Live Spectrum 26-10-2023 13:35:48,Live Spectrum 26-10-2023 13:35:48,Live Spectrum 26-10-2023 13:35:49,Live Spectrum 26-10-2023 13:35:49,Live Spectrum 26-10-2023 13:35:49,Live Spectrum 26-10-2023 13:35:49,Live Spectrum 26-10-2023 13:35:50,Live Spectrum 26-10-2023 13:35:50,Live Spectrum 26-10-2023 13:35:50,Live Spectrum 26-10-2023 13:35:50,Live Spectrum 26-10-2023 13:35:51,Live Spectrum 26-10-2023 13:35:51,Live Spectrum 26-10-2023 13:35:51,Live Spectrum 26-10-2023 13:35:51,Live Spectrum 26-10-2023 13:35:52,Live Spectrum 26-10-2023 13:35:52,Live Spectrum 26-10-2023 13:35:52,Live Spectrum 26-10-2023 13:35:52,Live Spectrum 26-10-2023 13:35:53,
452.1633,16.901914,15.793262,16.434609,17.147129,17.147129,17.147129,16.752891,16.752891,16.695176,16.695176,16.733652,16.733652,16.471641,16.471641,16.471641,16.796152,16.796152,16.924043,16.924043,17.102871,17.102871,
452.4448,17.028533,16.350231,16.607651,17.031981,17.031981,17.031981,16.546613,16.546613,16.547868,16.547868,16.751986,16.751986,16.431542,16.431542,16.431542,16.648307,16.648307,16.470212,16.470212,16.619773,16.619773,
452.7264,17.151212,16.990673,16.863154,16.711193,16.711193,16.711193,16.278731,16.278731,16.596269,16.596269,16.747481,16.747481,16.52948,16.52948,16.52948,16.598788,16.598788,16.233864,16.233864,16.3125,16.3125,
453.0080,17.008013,16.959616,16.889103,16.625,16.625,16.625,16.421474,16.421474,16.745032,16.745032,16.804487,16.804487,16.807532,16.807532,16.807532,16.604808,16.604808,16.509134,16.509134,16.518269,16.518269,
453.2895,16.954907,16.787967,16.579088,16.729439,16.729439,16.729439,16.684346,16.684346,16.89597,16.89597,16.92722,16.92722,16.766997,16.766997,16.766997,16.597313,16.597313,16.715596,16.715596,16.774533,16.774533,
453.5711,17.05706,16.665764,16.34375,16.953796,16.953796,16.953796,16.816574,16.816574,16.955162,16.955162,17.039398,17.039398,16.444305,16.444305,16.444305,16.53669,16.53669,16.706528,16.706528,16.914398,16.914398,
453.8527,17.268311,16.571258,16.612458,17.080414,17.080414,17.080414,16.754181,16.754181,16.897095,16.897095,17.040008,17.040008,16.155853,16.155853,16.155853,16.361267,16.361267,16.696655,16.696655,16.96875,16.96875,
454.1342,17.338676,16.640222,16.90331,16.966616,16.966616,16.966616,16.633014,16.633014,16.825588,16.825588,16.927352,16.927352,16.298606,16.298606,16.298606,16.244926,16.244926,16.786324,16.786324,16.859778,16.859778,
454.4158,17.220468,16.829189,17.042376,16.727749,16.727749,16.727749,16.59375,16.59375,16.830906,16.830906,16.856594,16.856594,16.72644,16.72644,16.72644,16.163531,16.163531,16.904532,16.904532,16.633999,16.633999,
454.6973,17.212192,16.924897,17.056456,16.774178,16.774178,16.774178,17.059931,17.059931,16.787808,16.787808,16.750514,16.750514,16.868956,16.868956,16.868956,16.609828,16.609828,16.782278,16.782278,16.493956,16.493956,
454.9789,17.193347,16.899731,16.842406,16.780578,16.780578,16.780578,17.24281,17.24281,16.806653,16.806653,16.763037,16.763037,16.957056,16.957056,16.957056,16.824194,16.824194,16.580713,16.580713,16.412097,16.412097,
455.2605,17.060661,16.817646,16.604043,16.623161,16.623161,16.623161,16.926836,16.926836,16.824632,16.824632,16.869854,16.869854,16.993014,16.993014,16.993014,16.616175,16.616175,16.493014,16.493014,16.470589,16.470589,
455.5420,16.845219,16.684512,16.550598,16.5625,16.5625,16.5625,16.742555,16.742555,16.715762,16.715762,16.90625,16.90625,16.910707,16.910707,16.910707,16.492555,16.492555,16.584836,16.584836,16.53125,16.53125,
455.8236,16.652131,16.644574,16.816961,16.5625,16.5625,16.5625,16.679602,16.679602,16.30392,16.30392,16.788807,16.788807,16.992443,16.992443,16.992443,16.390454,16.390454,16.832415,16.832415,16.707415,16.707415,
456.1051,16.59375,16.676046,17.008343,16.701075,16.701075,16.701075,16.695843,16.695843,16.054157,16.054157,16.738546,16.738546,17.220872,17.220872,17.220872,16.363546,16.363546,17.016686,17.016686,16.753111,16.753111,
456.3867,16.81392,16.747546,16.951188,16.701188,16.701188,16.701188,16.758781,16.758781,16.03125,16.03125,16.709969,16.709969,17.09233,17.09233,17.09233,16.455062,16.455062,16.962423,16.962423,16.578642,16.578642,
456.6683,17.119577,16.700327,16.784865,16.65625,16.65625,16.65625,16.700327,16.700327,16.193096,16.193096,16.748192,16.748192,16.503442,16.503442,16.503442,16.5,16.5,16.90625,16.90625,16.317923,16.317923,
456.9498,16.97344,16.267842,16.88229,16.922003,16.922003,16.922003,16.778905,16.778905,16.6901,16.6901,16.61771,16.61771,16.924603,16.924603,16.924603,16.724868,16.724868,17.06979,17.06979,16.38229,16.38229,
457.2314,16.802449,16.248356,16.886147,17.000548,17.000548,17.000548,16.864401,16.864401,16.534538,16.534538,16.366045,16.366045,17.033442,17.033442,17.033442,16.926353,16.926353,17.238853,17.238853,16.448099,16.448099,
457.5130,16.697829,16.594012,16.781184,16.906184,16.906184,16.906184,16.666448,16.666448,16.364605,16.364605,16.364671,16.364671,16.718553,16.718553,16.718553,17.093881,17.093881,17.156119,17.156119,16.604342,16.604342,
457.7945,16.65625,16.845087,16.771056,17.022393,17.022393,17.022393,16.730949,16.730949,16.627674,16.627674,16.490475,16.490475,16.625,16.625,16.625,17.029913,17.029913,17.114806,17.114806,16.750668,16.750668,
458.0761,16.805025,16.821236,16.526208,17.157511,17.157511,17.157511,16.769993,16.769993,16.686239,16.686239,16.680025,16.680025,16.837535,16.837535,16.837535,16.671201,16.671201,17.103746,17.103746,16.908771,16.908771,
458.3576,17.046579,16.695461,16.470592,17.230395,17.230395,17.230395,16.771447,16.771447,16.377434,16.377434,16.792895,16.792895,17.130526,17.130526,17.130526,16.402566,16.402566,16.965066,16.965066,16.96875,16.96875,
458.6392,17.168275,16.65625,16.456725,17.011986,17.011986,17.011986,16.543236,16.543236,16.33655,16.33655,16.8125,16.8125,17.262025,17.262025,17.262025,16.278837,16.278837,16.581686,16.581686,16.8822,16.8822,
458.9208,17.318446,16.590777,16.393851,16.731656,16.731656,16.731656,16.328379,16.328379,16.746013,16.746013,16.50696,16.50696,17.172129,17.172129,17.172129,16.337297,16.337297,16.28473,16.28473,16.669156,16.669156,
459.2023,17.000874,16.496478,16.176933,16.876324,16.876324,16.876324,16.28125,16.28125,16.488109,16.488109,16.793141,16.793141,16.948941,16.948941,16.948941,16.837156,16.837156,16.042691,16.042691,16.725795,16.725795,
459.4839,16.865937,16.490937,16.027189,17.146246,17.146246,17.146246,16.325624,16.325624,16.334687,16.334687,16.880002,16.880002,16.808439,16.808439,16.808439,16.898128,16.898128,16.257181,16.257181,16.648128,16.648128,
459.7654,17.120994,16.522363,16.044726,17.174024,17.174024,17.174024,16.34375,16.34375,16.276661,16.276661,16.933202,16.933202,16.714161,16.714161,16.714161,16.776661,16.776661,16.799899,16.799899,16.795018,16.795018,
460.0470,17.308893,16.53125,16.152643,16.998501,16.998501,16.998501,16.208536,16.208536,16.407749,16.407749,16.946214,16.946214,16.710036,16.710036,16.710036,16.659857,16.659857,17.171571,17.171571,16.920071,16.920071,
460.3286,16.889657,16.213385,16.687002,16.687749,16.687749,16.687749,16.178955,16.178955,16.604978,16.604978,16.9375,16.9375,16.582522,16.582522,16.582522,16.193612,16.193612,16.977544,16.977544,16.823977,16.823977,
460.6101,16.604399,16.185231,16.875,16.502269,16.502269,16.502269,16.16463,16.16463,16.61051,16.61051,16.98324,16.98324,16.622731,16.622731,16.622731,15.96264,15.96264,16.80639,16.80639,16.84986,16.84986,
460.8917,16.470371,16.333911,16.967129,16.514814,16.514814,16.514814,16.248379,16.248379,16.570718,16.570718,17.092129,17.092129,16.817475,16.817475,16.817475,16.052661,16.052661,16.596993,16.596993,16.575582,16.575582,
461.1733,16.530262,16.490953,17.115953,16.739966,16.739966,16.739966,16.443584,16.443584,16.400166,16.400166,17.240953,17.240953,16.921381,16.921381,16.921381,16.000988,16.000988,16.461678,16.461678,16.46875,16.46875,
461.4548,16.912684,16.694669,16.712683,16.835846,16.835846,16.835846,16.826839,16.826839,16.063603,16.063603,16.931066,16.931066,16.377205,16.377205,16.377205,16.318934,16.318934,16.600919,16.600919,16.772243,16.772243,
461.7364,16.890267,16.843989,16.679986,16.538287,16.538287,16.538287,16.796517,16.796517,16.109733,16.109733,16.695014,16.695014,16.1875,16.1875,16.1875,16.672471,16.672471,16.844227,16.844227,16.945491,16.945491,
462.0179,16.820105,17.016871,16.931556,16.342919,16.342919,16.342919,16.442613,16.442613,16.392702,16.392702,16.561669,16.561669,16.258435,16.258435,16.258435,17.010097,17.010097,17.142702,17.142702,16.945105,16.945105,
462.2995,16.598392,17.0625,17,16.431449,16.431449,16.431449,16.248591,16.248591,16.349801,16.349801,16.55504,16.55504,16.25746,16.25746,16.25746,17.06996,17.06996,17.171171,17.171171,16.866131,16.866131,
462.5811,16.435527,17.086431,16.832484,16.779851,16.779851,16.779851,16.075165,16.075165,16.049261,16.049261,16.777877,16.777877,16.226069,16.226069,16.226069,16.918915,16.918915,17.060527,17.060527,16.748027,16.748027,
462.8626,16.526592,16.901202,16.660908,17.139753,17.139753,17.139753,16.175661,16.175661,15.920613,15.920613,16.940024,16.940024,16.459435,16.459435,16.459435,16.778726,16.778726,17.055318,17.055318,16.766887,16.766887,
463.1442,16.901337,16.867953,16.625,17.097737,17.097737,17.097737,16.21875,16.21875,16.051466,16.051466,16.799332,16.799332,16.652263,16.652263,16.652263,16.725797,16.725797,17.159311,17.159311,16.829655,16.829655,
463.4257,17.194667,17.045334,16.673667,16.965166,16.965166,16.965166,16.29175,16.29175,16.385751,16.385751,16.555333,16.555333,16.882167,16.882167,16.882167,16.767417,16.767417,17.382167,17.382167,16.941084,16.941084,
463.7073,16.980933,16.922525,16.711961,16.913039,16.913039,16.913039,16.728332,16.728332,16.517671,16.517671,17.013674,17.013674,16.839657,16.839657,16.839657,16.903553,16.903553,16.801522,16.801522,16.870907,16.870907,
463.9889,17.029173,16.924169,16.964595,16.980004,16.980004,16.980004,16.57332,16.57332,16.383743,16.383743,16.762897,16.762897,16.787915,16.787915,16.787915,16.593316,16.593316,16.674169,16.674169,16.819165,16.819165,
464.2704,17.136615,16.9375,17.22889,17.04941,17.04941,17.04941,16.40118,16.40118,16.29434,16.29434,16.31038,16.31038,16.954185,16.954185,16.954185,16.9941,16.9941,16.6875,16.6875,16.91132,16.91132,
464.5520,17.131428,16.9375,17.057852,16.913568,16.913568,16.913568,16.648042,16.648042,16.330894,16.330894,16.293216,16.293216,16.975178,16.975178,16.975178,17.298754,17.298754,16.414458,16.414458,17.011966,17.011966,
464.8335,17.000322,16.837757,16.775579,16.800193,16.800193,16.800193,16.643943,16.643943,16.443493,16.443493,16.387307,16.387307,16.993686,16.993686,16.993686,16.795166,16.795166,16.268943,16.268943,17.006314,17.006314,
465.1151,16.768383,16.687271,16.618567,16.555837,16.555837,16.555837,16.499771,16.499771,16.744254,16.744254,16.356158,16.356158,16.899817,16.899817,16.899817,16.881663,16.881663,16.400275,16.400275,16.949908,16.949908,
465.3967,16.71875,16.505334,16.694361,16.600611,16.600611,16.600611,16.46875,16.46875,17.038874,17.038874,16.469513,16.469513,16.824695,16.824695,16.824695,17.31479,17.31479,16.689027,16.689027,16.761431,16.761431,
465.6782,16.769262,16.46875,16.693494,16.625,16.625,16.625,16.797079,16.797079,17.194774,17.194774,16.777817,16.777817,16.787244,16.787244,16.787244,16.926384,16.926384,17.053073,17.053073,16.567213,16.567213,
465.9598,16.603757,16.899805,16.484651,16.979986,16.979986,16.979986,16.925712,16.925712,16.331284,16.331284,16.691613,16.691613,17.288373,17.288373,17.288373,16.127884,16.127884,16.972863,16.972863,16.936949,16.936949,
466.2414,16.715217,17,16.488406,17.266123,17.266123,17.266123,17.11567,17.11567,16.150453,16.150453,16.503533,16.503533,17.431703,17.431703,17.431703,16.096014,16.096014,16.9375,16.9375,17.03125,17.03125,
466.5229,16.928823,16.770085,16.653277,17.363592,17.363592,17.363592,17.130704,17.130704,15.900789,15.900789,16.392112,16.392112,17.054308,17.054308,17.054308,16.687015,16.687015,17.167415,17.167415,16.929065,16.929065,
466.8045,16.943114,16.59057,16.943861,17.298092,17.298092,17.298092,16.894275,16.894275,15.638661,15.638661,16.323728,16.323728,16.738025,16.738025,16.738025,16.709956,16.709956,17.270022,17.270022,16.624253,16.624253,
467.0860,17.091836,16.279551,16.948555,16.946855,16.946855,16.946855,16.560801,16.560801,16.005313,16.005313,16.595449,16.595449,16.816113,16.816113,16.816113,16.713223,16.713223,17.178359,17.178359,16.511055,16.511055,
467.3676,17.099194,16.08972,16.80847,16.616941,16.616941,16.616941,16.680641,16.680641,16.558256,16.558256,16.811085,16.811085,17.127615,17.127615,17.127615,16.538109,16.538109,17.001415,17.001415,16.345165,16.345165,
467.6492,17.171407,16.295472,16.392963,16.458957,16.458957,16.458957,17.081151,17.081151,16.552707,16.552707,16.84375,16.84375,17.058071,17.058071,17.058071,16.551772,16.551772,16.65812,16.65812,16.545472,16.545472,
467.9307,17.161538,16.525487,16.390387,16.411538,16.411538,16.411538,17.571648,17.571648,16.037965,16.037965,16.84375,16.84375,16.537965,16.537965,16.537965,16.536538,16.536538,16.827411,16.827411,16.619712,16.619712,
468.2123,17.026072,17.239426,16.900927,16.484357,16.484357,16.484357,17.23968,17.23968,16.58839,16.58839,16.531323,16.531323,16.697856,16.697856,16.697856,17.338354,17.338354,16.640679,16.640679,16.625,16.625,
468.4938,16.895578,17.244472,16.817261,16.73495,16.73495,16.73495,17.077933,17.077933,16.588222,16.588222,16.547067,16.547067,16.671683,16.671683,16.671683,17.369472,17.369472,16.724278,16.724278,16.677211,16.677211,
468.7754,16.770311,16.957029,16.493357,16.885939,16.885939,16.885939,17.010156,17.010156,16.19609,16.19609,16.824221,16.824221,16.525389,16.525389,16.525389,17.108201,17.108201,16.645311,16.645311,16.713672,16.713672,
469.0570,16.671294,16.775073,16.332558,17.037427,17.037427,17.037427,16.842587,16.842587,16.125,16.125,17.032413,17.032413,16.5,16.5,16.5,17.0625,17.0625,16.782413,16.782413,16.928633,16.928633,
469.3385,16.551068,16.592227,16.181023,16.983614,16.983614,16.983614,16.786205,16.786205,16.177591,16.177591,16.931023,16.931023,16.552591,16.552591,16.552591,17.167682,17.167682,16.996568,16.996568,16.916159,16.916159,
469.6201,16.557602,16.536148,16.393419,16.916046,16.916046,16.916046,16.728546,16.728546,16.319261,16.319261,16.748137,16.748137,16.694261,16.694261,16.694261,17.108444,17.108444,16.899489,16.899489,16.827194,16.827194,
469.9017,16.430472,16.161572,16.569528,16.642195,16.642195,16.642195,16.797967,16.797967,16.502183,16.502183,16.507506,16.507506,16.824372,16.824372,16.824372,17.040939,17.040939,16.954217,16.954217,16.416417,16.416417,
470.1832,16.538528,16.09375,16.620206,16.540839,16.540839,16.540839,16.838956,16.838956,16.53125,16.53125,16.336472,16.336472,16.976028,16.976028,16.976028,16.898972,16.898972,16.889383,16.889383,16.026282,16.026282,
470.4648,16.66851,16.703308,16.51899,16.690265,16.690265,16.690265,16.181187,16.181187,16.239722,16.239722,16.52452,16.52452,16.973497,16.973497,16.973497,16.55697,16.55697,16.503964,16.503964,16.896339,16.896339,
470.7463,16.6875,16.839046,16.473454,16.71875,16.71875,16.71875,16.221777,16.221777,16.346777,16.346777,16.695231,16.695231,16.915658,16.915658,16.915658,16.898192,16.898192,16.543685,16.543685,17.089046,17.089046,
471.0279,16.847019,16.817164,16.362404,16.585818,16.585818,16.585818,16.409519,16.409519,16.481346,16.481346,16.612404,16.612404,16.932836,16.932836,16.932836,16.96875,16.96875,16.722019,16.722019,17.040577,17.040577,
471.3095,16.981494,16.785876,16.34375,16.722241,16.722241,16.722241,16.410876,16.410876,16.5,16.5,16.567126,16.567126,16.910876,16.910876,16.910876,16.809009,16.809009,16.75,16.75,16.898132,16.898132,
471.5910,17.053315,16.914537,16.317093,16.829972,16.829972,16.829972,16.539537,16.539537,16.340056,16.340056,16.589157,16.589157,16.879593,16.879593,16.879593,16.701278,16.701278,17.069889,17.069889,16.795028,16.795028,
471.8726,17.115876,16.990876,16.285812,16.817062,16.817062,16.817062,16.535812,16.535812,16.285812,16.285812,16.59375,16.59375,16.714872,16.714872,16.714872,16.874316,16.874316,17.071624,17.071624,16.594434,16.594434,
472.1541,17.018139,17.026715,16.254535,16.572062,16.572062,16.572062,16.611396,16.611396,16.468258,16.468258,16.620465,16.620465,16.500492,16.500492,16.500492,16.745958,16.745958,16.982354,16.982354,16.615931,16.615931,
472.4357,16.946521,17.245166,16.089563,16.317334,16.317334,16.317334,16.731958,16.731958,16.606958,16.606958,16.625,16.625,16.335052,16.335052,16.335052,16.371136,16.371136,16.94201,16.94201,16.491302,16.491302,
472.7173,16.750177,16.719281,16.918834,16.120687,16.120687,16.120687,16.77676,16.77676,16.919365,16.919365,16.250354,16.250354,16.820948,16.820948,16.820948,16.28574,16.28574,17.044542,17.044542,16.656073,16.656073,
472.9988,16.638416,16.544666,16.848275,16.254419,16.254419,16.254419,16.700916,16.700916,16.888416,16.888416,16.1875,16.1875,16.933028,16.933028,16.933028,16.334806,16.334806,17.0625,17.0625,16.607166,16.607166,
473.2804,16.544622,16.692006,16.624951,16.468799,16.468799,16.468799,16.714293,16.714293,16.687451,16.687451,16.241085,16.241085,16.830329,16.830329,16.830329,16.450921,16.450921,16.767781,16.767781,16.808091,16.808091,
473.5620,16.611662,16.933182,16.59375,16.446392,16.446392,16.446392,16.772358,16.772358,16.52223,16.52223,16.437628,16.437628,16.517656,16.517656,16.517656,16.522358,16.522358,16.772358,16.772358,16.897358,16.897358,
473.8435,16.625,16.888314,16.72781,16.491124,16.491124,16.491124,16.834874,16.834874,16.205067,16.205067,16.629622,16.629622,16.415126,16.415126,16.415126,16.718934,16.718934,16.754438,16.754438,16.799002,16.799002,
474.1251,16.839536,16.580013,16.776817,16.687719,16.687719,16.687719,16.816933,16.816933,16.129433,16.129433,16.495348,16.495348,16.40625,16.40625,16.40625,16.776817,16.776817,16.803634,16.803634,16.861701,16.861701,
474.4066,17.062731,16.611706,16.700794,17.013756,17.013756,17.013756,16.705225,16.705225,16.420006,16.420006,16.200562,16.200562,16.647619,16.647619,16.647619,17.049438,17.049438,16.785681,16.785681,16.848181,16.848181,
474.6882,17.040115,16.893173,16.633865,17.196587,17.196587,17.196587,16.607048,16.607048,16.656471,16.656471,15.995346,15.995346,16.955673,16.955673,16.955673,17.147385,17.147385,16.727615,16.727615,16.709663,16.709663,
474.9698,17.004437,16.964313,16.759064,16.494806,16.494806,16.494806,17.398132,17.398132,16.285309,16.285309,16.692694,16.692694,16.946375,16.946375,16.946375,16.673621,16.673621,16.826001,16.826001,16.312122,16.312122,
475.2513,17,16.80792,16.647225,16.10695,16.10695,16.10695,17.343615,17.343615,16.352775,16.352775,16.678475,16.678475,16.910695,16.910695,16.910695,16.37931,16.37931,16.924165,16.924165,16.30361,16.30361,
475.5329,16.919618,16.540103,16.544618,16.142882,16.142882,16.142882,16.937383,16.937383,16.535765,16.535765,16.468691,16.468691,16.959838,16.959838,16.959838,16.316956,16.316956,17.125059,17.125059,16.366088,16.366088,
475.8144,16.79913,16.41966,16.63837,16.477611,16.477611,16.477611,16.68754,16.68754,16.53572,16.53572,16.49106,16.49106,17.02231,17.02231,17.02231,16.25894,16.25894,17.29015,17.29015,16.56246,16.56246,
476.0960,16.941827,16.700642,16.683013,16.504487,16.504487,16.504487,16.790064,16.790064,16.34391,16.34391,16.714103,16.714103,16.817147,16.817147,16.817147,16.330289,16.330289,17.473077,17.473077,16.700802,16.700802,
476.3776,17.07572,16.85697,16.714243,16.179089,16.179089,16.179089,16.91947,16.91947,16.3125,16.3125,16.803485,16.803485,16.67428,16.67428,16.67428,16.317007,16.317007,17.366287,17.366287,16.585037,16.585037,
476.6591,17.360941,16.741404,17.066099,16.071562,16.071562,16.071562,17.071096,17.071096,16.339219,16.339219,16.705623,16.705623,16.65625,16.65625,16.65625,16.232343,16.232343,17.236873,17.236873,16.5625,16.5625,
476.9407,17.486328,16.558595,17.151693,16.195963,16.195963,16.195963,17.09375,17.09375,16.690753,16.690753,16.420574,16.420574,16.576172,16.576172,16.576172,16.165365,16.165365,17.138672,17.138672,16.242189,16.242189,
477.2223,17.100056,16.744553,17.049598,16.698682,16.698682,16.698682,17.09375,17.09375,16.190079,16.190079,17.068236,17.068236,16.669152,16.669152,16.669152,16.422879,16.422879,17.125,17.125,16.267489,16.267489,
477.5038,17.05788,16.72799,16.924729,16.70136,16.70136,16.70136,17.04049,17.04049,16.253531,16.253531,17.21413,17.21413,16.63424,16.63424,16.63424,16.628531,16.628531,17.15163,17.15163,15.961688,15.961688,
477.7854,16.982717,16.612373,16.932844,16.660906,16.660906,16.660906,16.951467,16.951467,16.520598,16.520598,16.873025,16.873025,16.571811,16.571811,16.571811,16.84241,16.84241,17.289221,17.289221,16.09241,16.09241,
478.0669,17.048416,16.699971,16.857834,16.576584,16.576584,16.576584,16.964055,16.964055,16.5625,16.5625,16.546947,16.546947,16.695277,16.695277,16.695277,16.981221,16.981221,17.365611,17.365611,16.629551,16.629551,
478.3485,17.115527,16.692237,16.949803,16.668553,16.668553,16.668553,16.783157,16.783157,16.5625,16.5625,16.712106,16.712106,16.851316,16.851316,16.851316,17,17,17.242434,17.242434,17.063422,17.063422,
478.6301,17.204404,16.6875,17.074622,16.740436,16.740436,16.740436,16.855872,16.855872,16.588968,16.588968,16.961745,16.961745,16.795596,16.795596,16.795596,16.947064,16.947064,17.007005,17.007005,16.939723,16.939723,
478.9116,17.033811,16.502561,17.25227,16.69716,16.69716,16.69716,16.90142,16.90142,16.72585,16.72585,16.788641,16.788641,16.490631,16.490631,16.490631,16.8054,16.8054,16.81023,16.81023,17.01193,17.01193,
479.1932,16.868157,16.574225,17.333987,16.555657,16.555657,16.555657,16.958987,16.958987,16.934581,16.934581,16.196258,16.196258,16.358394,16.358394,16.358394,16.78125,16.78125,16.728513,16.728513,17.083987,17.083987,
479.4747,16.264835,16.541121,16.922721,16.452307,16.452307,16.452307,16.574035,16.574035,16.889807,16.889807,16.593722,16.593722,16.685836,16.685836,16.685836,16.78125,16.78125,17.192408,17.192408,16.567463,16.567463,
479.7563,16.261278,16.294937,16.659951,16.516271,16.516271,16.516271,16.447486,16.447486,16.927514,16.927514,16.6875,16.6875,16.644972,16.644972,16.644972,16.833764,16.833764,16.703597,16.703597,16.46875,16.46875,
480.0379,16.333643,16.511965,16.572607,16.688429,16.688429,16.688429,16.620876,16.620876,16.911303,16.911303,16.635107,16.635107,16.625,16.625,16.625,16.791357,16.791357,16.174605,16.174605,16.652126,16.652126,
480.3194,16.239218,16.771565,16.588633,16.875548,16.875548,16.875548,16.682383,16.682383,16.801718,16.801718,16.755665,16.755665,16.598867,16.598867,16.598867,16.572185,16.572185,16.485746,16.485746,16.713633,16.713633,
480.6010,16.21875,16.942833,16.698016,16.958383,16.958383,16.958383,16.478967,16.478967,16.70305,16.70305,16.85945,16.85945,16.619817,16.619817,16.619817,16.505183,16.505183,17.031698,17.031698,16.79695,16.79695,
480.8826,16.21875,16.656785,16.770744,16.864762,16.864762,16.864762,16.489494,16.489494,16.713497,16.713497,16.849003,16.849003,16.728988,16.728988,16.728988,16.344018,16.344018,17.125,17.125,16.8125,16.8125,
481.1641,16.21875,16.515976,16.988646,16.610429,16.610429,16.610429,16.759245,16.759245,16.71875,16.71875,16.273411,16.273411,16.879623,16.879623,16.879623,16.519896,16.519896,16.891679,16.891679,16.838425,16.838425,
481.4457,16.21875,16.655094,16.927854,16.510802,16.510802,16.510802,16.838349,16.838349,16.847995,16.847995,16.15625,16.15625,17.113042,17.113042,17.113042,16.665896,16.665896,16.766203,16.766203,16.921297,16.921297,
481.7272,17.094944,17.022515,17.189724,16.628852,16.628852,16.628852,16.946832,16.946832,16.436903,16.436903,16.465495,16.465495,16.847005,16.847005,16.847005,16.919434,16.919434,17.342719,17.342719,16.757107,16.757107,
482.0088,17.204183,17.32495,17.198622,16.604872,16.604872,16.604872,16.660484,16.660484,16.420817,16.420817,16.608317,16.608317,16.858317,16.858317,16.858317,16.943061,16.943061,17.288928,17.288928,16.924261,16.924261,
482.2904,16.957061,17.426209,17.033874,16.59375,16.59375,16.59375,16.312103,16.312103,16.386291,16.386291,16.650604,16.650604,16.823791,16.823791,16.823791,16.783874,16.783874,17.019561,17.019561,16.712707,16.712707,
482.5719,16.8297,17.131299,16.872416,16.925468,16.925468,16.925468,16.198967,16.198967,16.29845,16.29845,16.5797,16.5797,16.786983,16.786983,16.786983,16.801033,16.801033,16.943233,16.943233,16.5797,16.5797,
482.8535,16.8125,16.452271,16.665766,17.127131,17.127131,17.127131,16.111221,16.111221,16.738922,16.738922,16.511648,16.511648,16.628693,16.628693,16.628693,16.863352,16.863352,17.039205,17.039205,16.511648,16.511648,
483.1350,16.736502,16.160504,16.751664,17.15625,17.15625,17.15625,15.891088,15.891088,16.919748,16.919748,16.373336,16.373336,16.492419,16.492419,16.492419,16.900333,16.900333,17.239829,17.239829,16.449335,16.449335,
483.4166,16.415915,16.200709,16.856959,16.929124,16.929124,16.929124,16.197058,16.197058,16.861791,16.861791,16.34375,16.34375,16.115442,16.115442,16.115442,17.032431,17.032431,17.180305,17.180305,16.387027,16.387027,
483.6982,16.34375,16.294161,16.925274,16.699042,16.699042,16.699042,16.733713,16.733713,16.793476,16.793476,16.368887,16.368887,16.03125,16.03125,16.03125,17.012226,17.012226,17.055703,17.055703,16.450411,16.450411,
483.9797,16.468922,16.237397,16.612052,16.105492,16.105492,16.105492,16.39313,16.39313,16.981526,16.981526,16.550241,16.550241,16.807319,16.807319,16.807319,16.874828,16.874828,16.655733,16.655733,16.593922,16.593922,
484.2613,16.524929,16.617616,16.606037,16.292829,16.292829,16.292829,16.331108,16.331108,16.981392,16.981392,16.843041,16.843041,17.024929,17.024929,17.024929,16.818821,16.818821,16.537571,16.537571,16.649929,16.649929,
484.5428,16.580892,16.99178,16.500896,16.449463,16.449463,16.449463,16.492675,16.492675,16.894287,16.894287,17.253742,17.253742,17.130534,17.130534,17.130534,16.961425,16.961425,16.680175,16.680175,16.780354,16.780354,
484.8244,16.791427,16.889532,16.295782,16.49346,16.49346,16.49346,16.630089,16.630089,16.825581,16.825581,17.195492,17.195492,17.15625,17.15625,17.15625,17.074129,17.074129,16.69404,16.69404,16.664242,16.664242,
485.1060,16.991323,16.769963,16.569742,16.401618,16.401618,16.401618,16.582463,16.582463,16.738713,16.738713,16.836508,16.836508,17.082463,17.082463,17.082463,17.09375,17.09375,16.810478,16.810478,16.723382,16.723382,
485.3875,17.006772,16.847914,16.558336,16.301565,16.301565,16.301565,16.464586,16.464586,16.645315,16.645315,16.676565,16.676565,16.940108,16.940108,16.940108,17.020315,17.020315,17.113013,17.113013,16.578651,16.578651,
485.6691,17,16.631415,16.555609,16.354326,16.354326,16.354326,16.291349,16.291349,16.600641,16.600641,16.948552,16.948552,16.73574,16.73574,16.73574,16.975641,16.975641,17.114424,17.114424,16.653043,16.653043,
485.9507,17.048471,16.247437,16.610971,16.496178,16.496178,16.496178,16.177293,16.177293,16.545279,16.545279,17.297842,17.297842,16.542086,16.542086,16.542086,16.944514,16.944514,16.802922,16.802922,16.760207,16.760207,
486.2322,17.11072,16.20447,17.034868,16.338371,16.338371,16.338371,16.638447,16.638447,16.627689,16.627689,16.941022,16.941022,16.692879,16.692879,16.692879,16.696401,16.696401,16.887519,16.887519,16.75714,16.75714,
