,Live Spectrum 26-10-2023 13:35:46,Live Spectrum 26-10-2023 13:35:48,Live Spectrum 26-10-2023 13:35:48,Live Spectrum 26-10-2023 13:35:48,Live Spectrum 26-10-2023 13:35:49,Live Spectrum 26-10-2023 13:35:49,Live Spectrum 26-10-2023 13:35:49,Live Spectrum 26-10-2023 13:35:49,Live Spectrum 26-10-2023 13:35:50,Live Spectrum 26-10-2023 13:35:50,Live Spectrum 26-10-2023 13:35:50,Live Spectrum 26-10-2023 13:35:50,Live Spectrum 26-10-2023 13:35:51,Live Spectrum 26-10-2023 13:35:51,Live Spectrum 26-10-2023 13:35:51,Live Spectrum 26-10-2023 13:35:51,Live Spectrum 26-10-2023 13:35:52,Live Spectrum 26-10-2023 13:35:52,Live Spectrum 26-10-2023 13:35:52,Live Spectrum 26-10-2023 13:35:52,Live Spectrum 26-10-2023 13:35:53,
366.0055,17.045464,16.741482,16.901991,16.477268,16.477268,16.477268,16.585925,16.585925,16.628566,16.628566,16.978705,16.978705,16.416898,16.416898,16.416898,16.571711,16.571711,16.159766,16.159766,16.733657,16.733657,
366.2870,16.800733,16.605389,16.835906,16.605517,16.605517,16.605517,16.914094,16.914094,16.234311,16.234311,16.679656,16.679656,16.593878,16.593878,16.593878,17.140689,17.140689,17.082111,17.082111,16.929656,16.929656,
366.5686,16.792961,16.520127,16.74129,16.72746,16.72746,16.72746,16.92879,16.92879,16.096457,16.096457,16.66496,16.66496,16.795374,16.795374,16.795374,17.198623,17.198623,17.213041,17.213041,16.886417,16.886417,
366.8502,17.199884,16.794931,16.607431,16.921227,16.921227,16.921227,16.720046,16.720046,15.983727,15.983727,16.881192,16.881192,16.726238,16.726238,16.726238,16.893866,16.893866,17.120104,17.120104,16.922523,16.922523,
367.1317,17.307832,16.854142,16.740738,16.96875,16.96875,16.96875,16.569428,16.569428,16.299847,16.299847,17.09262,17.09262,16.805572,16.805572,16.805572,16.841489,16.841489,16.971084,16.971084,16.96762,16.96762,
367.4133,16.955883,16.645221,16.751837,16.935663,16.935663,16.935663,16.514704,16.514704,16.904413,16.904413,17.279413,17.279413,16.926471,16.926471,16.926471,17.237133,17.237133,17.036767,17.036767,17.165442,17.165442,
367.6949,16.75989,16.72732,16.86366,16.77268,16.77268,16.77268,16.65625,16.65625,16.61353,16.61353,17.09085,17.09085,16.76556,16.76556,16.76556,17.01556,17.01556,16.79826,16.79826,17.04826,17.04826,
367.9764,16.622839,16.889544,17.024767,16.4941,16.4941,16.4941,16.758061,16.758061,16.28125,16.28125,16.862617,16.862617,16.504322,16.504322,16.504322,16.827044,16.827044,16.774767,16.774767,16.792055,16.792055,
368.2580,16.721421,16.971421,17.157585,16.050483,16.050483,16.050483,16.809829,16.809829,16.313835,16.313835,16.796207,16.796207,16.372329,16.372329,16.372329,16.941506,16.941506,16.875,16.875,16.494659,16.494659,
368.5395,16.889457,16.832871,17.115362,15.691078,15.691078,15.691078,16.731966,16.731966,16.415888,16.415888,16.907491,16.907491,16.3125,16.3125,16.3125,17.013216,17.013216,16.947138,16.947138,16.320897,16.320897,
368.8211,16.90944,16.58865,16.64733,15.54592,15.54592,15.54592,16.69898,16.69898,16.64668,16.64668,17.09885,17.09885,16.33227,16.33227,16.33227,17,17,16.90115,16.90115,16.47895,16.47895,
369.1027,16.789003,16.488252,16.169758,15.435502,15.435502,15.435502,16.816495,16.816495,16.75,16.75,17.306745,17.306745,16.365249,16.365249,16.365249,16.914003,16.914003,16.693255,16.693255,16.744245,16.744245,
369.3842,16.842889,16.584861,16.643055,15.731361,15.731361,15.731361,16.758889,16.758889,16.192667,16.192667,16.933778,16.933778,16.491111,16.491111,16.491111,16.875,16.875,16.694667,16.694667,17.091166,17.091166,
369.6658,17.074511,16.749694,17.167955,16.242772,16.242772,16.242772,16.693811,16.693811,16.22445,16.22445,16.756311,16.756311,16.556189,16.556189,16.556189,16.775245,16.775245,16.793567,16.793567,17.1875,17.1875,
369.9473,17.391493,16.861198,17.276649,16.423698,16.423698,16.423698,16.740799,16.740799,16.387847,16.387847,16.909896,16.909896,16.5625,16.5625,16.5625,16.883246,16.883246,16.865799,16.865799,16.974306,16.974306,
370.2289,17.635974,17.158534,17.111129,16.012199,16.012199,16.012199,16.579879,16.579879,16.207776,16.207776,17.135974,17.135974,16.534147,16.534147,16.534147,16.934603,16.934603,16.96006,16.96006,17.107621,17.107621,
370.5105,17.175429,17.127397,17.153853,16.41952,16.41952,16.41952,16.622603,16.622603,16.427911,16.427911,17.126199,17.126199,16.681507,16.681507,16.681507,16.997603,16.997603,16.878596,16.878596,17.064897,17.064897,
370.7920,16.902307,16.962835,17.374014,16.625,16.625,16.625,16.56595,16.56595,16.875986,16.875986,16.937993,16.937993,16.685035,16.685035,16.685035,16.968257,16.968257,16.778785,16.778785,16.938486,16.938486,
371.0736,16.658428,16.587216,17.279829,16.592329,16.592329,16.592329,16.796496,16.796496,16.920076,16.920076,16.975284,16.975284,16.524716,16.524716,16.524716,16.946212,16.946212,16.620644,16.620644,17,17,
371.3552,16.695214,16.46143,16.812894,16.252675,16.252675,16.252675,16.938288,16.938288,16.625788,16.625788,17.027787,17.027787,16.39893,16.39893,16.39893,16.989217,16.989217,16.577928,16.577928,17.026999,17.026999,
371.6367,16.75553,16.242797,16.58822,16.970678,16.970678,16.970678,16.538708,16.538708,16.19303,16.19303,16.792309,16.792309,16.196886,16.196886,16.196886,16.490869,16.490869,16.676441,16.676441,17.21322,17.21322,
371.9183,16.802839,16.67271,16.555304,17.06743,17.06743,17.06743,16.805105,16.805105,16.189965,16.189965,16.814965,16.814965,16.567231,16.567231,16.567231,16.615339,16.615339,16.50986,16.50986,17.12993,17.12993,
372.1998,16.883857,17.232287,16.602103,16.866143,16.866143,16.866143,17.076037,17.076037,16.14689,16.14689,16.709893,16.709893,16.669787,16.669787,16.669787,16.678643,16.678643,16.133857,16.133857,16.91093,16.91093,
372.4814,17.011358,17.155968,16.833804,16.738642,16.738642,16.738642,16.947164,16.947164,16.354826,16.354826,16.624435,16.624435,16.467338,16.467338,16.467338,16.551142,16.551142,16.198293,16.198293,16.875282,16.875282,
372.7630,17.194432,16.996479,16.986135,16.506932,16.506932,16.506932,16.671821,16.671821,16.548635,16.548635,16.512159,16.512159,16.071138,16.071138,16.071138,16.331591,16.331591,16.28125,16.28125,17.034771,17.034771,
373.0445,17.183851,16.926554,17.048699,16.537753,16.537753,16.537753,16.458598,16.458598,16.528395,16.528395,16.489848,16.489848,15.923699,15.923699,15.923699,16.395304,16.395304,16.28125,16.28125,17.159899,17.159899,
373.3261,17.280496,17.092996,16.969504,16.748491,16.748491,16.748491,16.437123,16.437123,16.313631,16.313631,16.422064,16.422064,16.014305,16.014305,16.014305,16.592619,16.592619,16.312123,16.312123,17.217619,17.217619,
373.6076,16.678175,16.831996,17.042778,16.806736,16.806736,16.806736,16.537014,16.537014,16.594203,16.594203,16.747571,16.747571,16.29566,16.29566,16.29566,16.380312,16.380312,16.531476,16.531476,16.919981,16.919981,
373.8892,16.237137,16.525121,16.857218,16.712621,16.712621,16.712621,16.61244,16.61244,16.812802,16.812802,16.975181,16.975181,16.474879,16.474879,16.474879,16.012863,16.012863,16.6875,16.6875,16.631129,16.631129,
374.1708,16.515569,16.459386,16.65625,16.646886,16.646886,16.646886,16.726534,16.726534,16.790614,16.790614,16.835966,16.835966,16.581228,16.581228,16.581228,16.039034,16.039034,16.789034,16.789034,16.615636,16.615636,
374.4523,16.668836,16.349827,16.568577,16.625,16.625,16.625,16.912759,16.912759,16.856336,16.856336,16.78125,16.78125,16.537327,16.537327,16.537327,16.115668,16.115668,16.821832,16.821832,16.462241,16.462241,
374.7339,16.61693,16.406593,16.766483,16.648523,16.648523,16.648523,17.156937,17.156937,17.110233,17.110233,16.734203,16.734203,16.523523,16.523523,16.523523,16.47785,16.47785,17.000687,17.000687,16.40625,16.40625,
375.0155,16.568628,16.462622,16.919117,16.706495,16.706495,16.706495,17.21875,17.21875,17.262867,17.262867,16.743872,16.743872,16.506128,16.506128,16.506128,16.669117,16.669117,16.987133,16.987133,16.481617,16.481617,
375.2970,16.883086,16.46875,16.9375,17.01262,17.01262,17.01262,17.111888,17.111888,17.361396,17.361396,16.669854,16.669854,16.473285,16.473285,16.473285,16.767646,16.767646,17.022181,17.022181,16.553431,16.553431,
375.5786,17.135617,16.440448,16.71108,17.090802,17.090802,17.090802,16.86733,16.86733,17.403302,17.403302,16.712855,16.712855,16.46875,16.46875,16.46875,16.611435,16.611435,17.25767,17.25767,16.817222,16.817222,
375.8601,17.096483,16.736334,16.717383,16.675383,16.675383,16.675383,16.783983,16.783983,16.001731,16.001731,16.658983,16.658983,16.588284,16.588284,16.588284,16.743167,16.743167,16.773232,16.773232,16.126549,16.126549,
376.1417,17.092292,16.782083,17.063958,17.060626,17.060626,17.060626,17.063541,17.063541,15.969166,15.969166,16.469999,16.469999,16.623542,16.623542,16.623542,16.90625,16.90625,16.969166,16.969166,16.313958,16.313958,
376.4233,16.864339,16.886705,17.277696,16.78125,16.78125,16.78125,17.216973,17.216973,16.045465,16.045465,16.684679,16.684679,16.392035,16.392035,16.392035,16.915134,16.915134,17.040134,17.040134,16.527696,16.527696,
376.7048,16.690839,16.5625,17.21875,16.761214,16.761214,16.761214,17.13407,17.13407,16.324662,16.324662,17.139553,17.139553,16.129535,16.129535,16.129535,17.0625,17.0625,17.177482,17.177482,16.428677,16.428677,
376.9864,16.738334,16.533124,17.208958,16.554582,16.554582,16.554582,16.653228,16.653228,16.6875,16.6875,16.95104,16.95104,15.891562,15.891562,15.891562,17.057604,17.057604,17.079062,17.079062,16.088854,16.088854,
377.2679,16.805071,16.336321,17.149803,16.350197,16.350197,16.350197,16.455857,16.455857,16.648821,16.648821,16.623035,16.623035,15.896305,15.896305,15.896305,16.986124,16.986124,16.961321,16.961321,16.04316,16.04316,
377.5495,16.640268,16.25942,17.109018,16.430938,16.430938,16.430938,16.390268,16.390268,16.436071,16.436071,16.454911,16.454911,16.258706,16.258706,16.258706,16.8125,16.8125,16.748571,16.748571,15.992723,15.992723,
377.8311,16.641399,16.449691,17.005322,16.641399,16.641399,16.641399,16.572463,16.572463,16.297649,16.297649,16.763738,16.763738,16.403589,16.403589,16.403589,16.917327,16.917327,16.486262,16.486262,16.148267,16.148267,
378.1126,16.738938,16.450499,16.930312,16.705751,16.705751,16.705751,16.994189,16.994189,16.428375,16.428375,16.849001,16.849001,16.435563,16.435563,16.435563,17.145188,17.145188,16.400999,16.400999,16.410124,16.410124,
378.3942,16.731339,16.543839,17.131962,16.574644,16.574644,16.574644,16.699199,16.699199,16.544284,16.544284,16.611966,16.611966,16.375,16.375,16.375,17.125,17.125,16.700979,16.700979,16.581606,16.581606,
378.6758,16.77822,16.53428,17.25303,16.48589,16.48589,16.48589,16.53125,16.53125,16.712689,16.712689,16.47178,16.47178,16.375,16.375,16.375,17.11089,17.11089,16.90625,16.90625,16.712689,16.712689,
378.9573,17.031244,16.640621,17.109378,16.578122,16.578122,16.578122,16.624997,16.624997,16.750001,16.750001,16.484374,16.484374,16.624993,16.624993,16.624993,17.046876,17.046876,16.875001,16.875001,16.859373,16.859373,
379.2389,17.181466,16.661316,16.931466,16.756034,16.756034,16.756034,16.804417,16.804417,16.66735,16.66735,16.668317,16.668317,16.806466,16.806466,16.806466,16.845799,16.845799,16.826617,16.826617,16.851833,16.851833,
379.5204,17.218182,16.581136,16.930909,16.6075,16.6075,16.6075,17.117273,17.117273,16.643636,16.643636,16.837159,16.837159,16.712727,16.712727,16.712727,16.439204,16.439204,16.868409,16.868409,16.762614,16.762614,
379.8020,17.261117,16.53335,17.089551,16.428483,16.428483,16.428483,17.240983,17.240983,16.636117,16.636117,16.915267,16.915267,16.606966,16.606966,16.606966,16.229867,16.229867,16.986784,16.986784,16.669466,16.669466,
380.0836,17.163502,16.78112,17.091376,16.730619,16.730619,16.730619,16.678135,16.678135,16.776372,16.776372,16.548257,16.548257,16.627374,16.627374,16.627374,16.391747,16.391747,16.944752,16.944752,16.495252,16.495252,
380.3651,17.032561,16.88314,17.154939,16.85189,16.85189,16.85189,16.714818,16.714818,16.705091,16.705091,16.375,16.375,16.818019,16.818019,16.818019,16.815398,16.815398,17.091129,17.091129,16.553049,16.553049,
380.6467,16.926232,16.727465,17.138322,16.84375,16.84375,16.84375,16.910857,16.910857,16.730018,16.730018,16.497946,16.497946,17.022535,17.022535,17.022535,16.691608,16.691608,17.15625,17.15625,16.864232,16.864232,
380.9282,16.958376,16.661437,16.83831,16.895876,16.895876,16.895876,16.781123,16.781123,16.776063,16.776063,16.635501,16.635501,17.088563,17.088563,17.088563,16.260121,16.260121,17.15625,17.15625,17.093877,17.093877,
381.2098,16.803567,16.573659,16.175581,16.603415,16.603415,16.603415,16.529757,16.529757,16.78125,16.78125,16.711311,16.711311,16.763385,16.763385,16.763385,16.15997,16.15997,16.991067,16.991067,16.932287,16.932287,
381.4914,16.984196,16.475523,16.528634,16.504516,16.504516,16.504516,16.413023,16.413023,16.868227,16.868227,16.776734,16.776734,16.573789,16.573789,16.573789,16.388188,16.388188,16.70782,16.70782,16.761289,16.761289,
381.7729,16.908655,16.346957,16.653845,16.652241,16.652241,16.652241,16.436698,16.436698,16.753207,16.753207,16.507216,16.507216,16.440707,16.440707,16.440707,16.375802,16.375802,16.565707,16.565707,16.780448,16.780448,
382.0545,16.945279,16.320927,16.492869,16.693334,16.693334,16.693334,16.521526,16.521526,16.74611,16.74611,16.476529,16.476529,16.423238,16.423238,16.423238,15.942686,15.942686,16.623055,16.623055,16.67259,16.67259,
382.3360,17.320869,16.716658,16.149973,16.943642,16.943642,16.943642,16.075054,16.075054,16.585516,16.585516,16.862581,16.862581,15.78557,15.78557,15.78557,16.191685,16.191685,16.533342,16.533342,15.99595,15.99595,
382.6176,17.441031,16.662786,16.115459,16.565505,16.565505,16.565505,16.299429,16.299429,16.923903,16.923903,17.163837,17.163837,16.344801,16.344801,16.344801,16.281776,16.281776,16.569561,16.569561,16.392653,16.392653,
382.8992,17.473713,16.478676,16.570955,16.373529,16.373529,16.373529,16.727205,16.727205,17.017832,17.017832,17.46875,17.46875,16.813971,16.813971,16.813971,16.546139,16.546139,16.625,16.625,16.471693,16.471693,
383.1807,17.474441,16.582368,16.800419,16.569589,16.569589,16.569589,16.94389,16.94389,16.742911,16.742911,17.430411,17.430411,16.611521,16.611521,16.611521,16.644169,16.644169,16.644169,16.644169,16.252097,16.252097,
383.4623,17.351568,16.78125,16.781271,16.796857,16.796857,16.796857,16.929696,16.929696,16.609371,16.609371,17.226575,17.226575,16.414068,16.414068,16.414068,16.679696,16.679696,16.726561,16.726561,16.718729,16.718729,
383.7439,17.216669,16.836605,16.65684,17.040476,17.040476,17.040476,16.729467,16.729467,16.702379,16.702379,16.979467,16.979467,16.436009,16.436009,16.436009,16.5625,16.5625,16.740774,16.740774,17.073807,17.073807,
384.0254,16.945512,17.043197,17.21205,17.041229,17.041229,17.041229,16.456803,16.456803,16.695512,16.695512,16.802521,16.802521,16.603074,16.603074,16.603074,16.509324,16.509324,16.740021,16.740021,17.154283,17.154283,
384.3070,16.778945,16.982838,17.369877,16.807377,16.807377,16.807377,16.300461,16.300461,16.336322,16.336322,16.9521,16.9521,16.740778,16.740778,16.740778,16.490522,16.490522,16.684939,16.684939,17.221567,17.221567,
384.5885,16.861563,16.804055,16.995316,16.45969,16.45969,16.45969,16.334997,16.334997,16.299679,16.299679,17.125,17.125,17.151874,17.151874,17.151874,16.625,16.625,16.53125,16.53125,17.463758,17.463758,
384.8701,16.725118,17.14829,16.876592,16.361763,16.361763,16.361763,16.480395,16.480395,16.664711,16.664711,17.080513,17.080513,17.113355,17.113355,17.113355,16.521197,16.521197,16.768514,16.768514,17.086881,17.086881,
385.1517,16.642396,17.247638,16.876181,16.3125,16.3125,16.3125,16.627362,16.627362,16.926008,16.926008,16.966388,16.966388,17.015035,17.015035,17.015035,16.40625,16.40625,16.982604,16.982604,16.890035,16.890035,
385.4332,16.599519,17.04673,16.941442,16.347692,16.347692,16.347692,16.564327,16.564327,16.943269,16.943269,16.888654,16.888654,16.964808,16.964808,16.964808,16.335865,16.335865,16.972692,16.972692,16.998173,16.998173,
385.7148,16.588164,16.766759,16.892865,16.375,16.375,16.375,16.46875,16.46875,16.875,16.875,16.875,16.875,16.899557,16.899557,16.899557,16.28125,16.28125,16.962057,16.962057,17.112721,17.112721,
385.9963,16.523297,16.737612,16.701366,16.273297,16.273297,16.273297,16.672156,16.672156,16.691934,16.691934,16.875,16.875,16.773297,16.773297,16.773297,16.260909,16.260909,16.998522,16.998522,17.084319,17.084319,
386.2779,16.46875,16.868067,16.47307,16.153637,16.153637,16.153637,16.868067,16.868067,16.615454,16.615454,16.809887,16.809887,16.56682,16.56682,16.56682,16.380226,16.380226,17.052954,17.052954,16.802048,16.802048,
386.5595,16.607124,17.136873,16.314001,16.770744,16.770744,16.770744,16.398879,16.398879,16.394377,16.394377,16.550627,16.550627,15.992629,15.992629,15.992629,16.160752,16.160752,17.016375,17.016375,16.295441,16.295441,
386.8410,16.729494,17.072262,16.476567,16.707024,16.707024,16.707024,16.414067,16.414067,16.361329,16.361329,16.395506,16.395506,15.763671,15.763671,15.763671,16.233403,16.233403,17,17,16.400396,16.400396,
387.1226,16.724239,16.902443,16.763102,16.728045,16.728045,16.728045,16.777886,16.777886,16.632613,16.632613,16.452284,16.452284,16.162182,16.162182,16.162182,16.255489,16.255489,16.845432,16.845432,16.880932,16.880932,
387.4042,16.772955,16.793693,16.70409,16.993922,16.993922,16.993922,16.84375,16.84375,16.931422,16.931422,16.495852,16.495852,16.521024,16.521024,16.521024,16.168693,16.168693,16.70409,16.70409,17.07716,17.07716,
387.6857,16.724374,16.951877,16.43156,17.088126,17.088126,17.088126,16.758437,16.758437,17.025626,17.025626,16.75594,16.75594,16.761565,16.761565,16.761565,16.070937,16.070937,16.858127,16.858127,17.09375,17.09375,
387.9673,16.748518,17.058053,16.197877,16.706771,16.706771,16.706771,16.541627,16.541627,16.584736,16.584736,16.811018,16.811018,16.572877,16.572877,16.572877,15.973197,15.973197,16.964303,16.964303,16.885377,16.885377,
388.2488,17.09201,16.938133,16.840428,16.842959,16.842959,16.842959,16.562342,16.562342,16.593592,16.593592,16.625949,16.625949,16.655775,16.655775,16.655775,15.906566,15.906566,17.186393,17.186393,16.626266,16.626266,
388.5304,17.190906,16.725711,17.15509,17.265007,17.265007,17.265007,16.737238,16.737238,16.914371,16.914371,16.539371,16.539371,16.487313,16.487313,16.487313,16.010442,16.010442,17.428219,17.428219,16.363398,16.363398,
388.8120,16.486061,16.908723,17.125,16.861061,16.861061,16.861061,16.421088,16.421088,17.132419,17.132419,16.759892,16.759892,16.963804,16.963804,16.963804,16.291142,16.291142,17.192446,17.192446,16.097121,16.097121,
389.0935,16.751762,16.9375,17.11366,17.05116,17.05116,17.05116,16.616431,16.616431,17.199849,17.199849,16.88634,16.88634,16.849548,16.849548,16.849548,16.383569,16.383569,17.24622,17.24622,16.571823,16.571823,
389.3751,17.254322,16.96799,17.021087,16.943341,16.943341,16.943341,16.821904,16.821904,17.047255,17.047255,16.994159,16.994159,16.46799,16.46799,16.46799,16.21875,16.21875,17.193341,17.193341,17.073423,17.073423,
389.6566,17.411989,17.105867,16.955994,16.806122,16.806122,16.806122,16.97385,16.97385,16.949617,16.949617,17.137756,17.137756,16.618622,16.618622,16.618622,16.21875,16.21875,16.979589,16.979589,16.943239,16.943239,
389.9382,17.3125,17.000577,16.898582,16.811923,16.811923,16.811923,16.734663,16.734663,16.890337,16.890337,17.202837,17.202837,16.586082,16.586082,16.586082,16.280096,16.280096,16.640913,16.640913,16.79774,16.79774,
390.2198,17.169248,16.834624,16.794421,17.013689,17.013689,17.013689,16.624827,16.624827,16.973313,16.973313,17.25,17.25,16.428202,16.428202,16.428202,16.522469,16.522469,16.647469,16.647469,16.701016,16.701016,
390.5013,16.740872,16.574389,16.573285,17.28125,17.28125,17.28125,16.386889,16.386889,17.072733,17.072733,17.290931,17.290931,16.042587,16.042587,16.042587,16.717646,16.717646,16.863111,16.863111,16.884128,16.884128,
390.7829,16.674296,16.348717,16.703848,16.936054,16.936054,16.936054,16.356828,16.356828,17.001698,17.001698,16.88022,16.88022,16.156124,16.156124,16.156124,16.866763,16.866763,16.927691,16.927691,16.847146,16.847146,
391.0645,16.914699,16.339424,16.9489,16.407624,16.407624,16.407624,16.529876,16.529876,16.856525,16.856525,16.069575,16.069575,16.53125,16.53125,16.53125,16.893475,16.893475,16.813874,16.813874,16.595124,16.595124,
391.3460,17.132689,16.665278,16.846925,16.640377,16.640377,16.640377,16.381349,16.381349,16.860962,16.860962,16.209226,16.209226,16.545288,16.545288,16.545288,16.973264,16.973264,17.046627,17.046627,16.701538,16.701538,
391.6276,17.24934,16.93684,16.919566,16.84309,16.84309,16.84309,16.404271,16.404271,16.84375,16.84375,16.465451,16.465451,16.547205,16.547205,16.547205,17.047865,17.047865,17.21875,17.21875,16.68816,16.68816,
391.9091,17.231609,17.034938,17.080891,17.023923,17.023923,17.023923,16.682017,16.682017,16.761015,16.761015,16.807017,16.807017,16.53125,16.53125,16.53125,16.950359,16.950359,17.185656,17.185656,16.738985,16.738985,
392.1907,17.098533,17.004783,17.213967,17.120663,17.120663,17.120663,16.825957,16.825957,16.6875,16.6875,16.950957,16.950957,16.442283,16.442283,16.442283,16.90625,16.90625,17.10287,17.10287,16.776913,16.776913,
392.4723,16.955113,16.861363,17.300284,17.074716,17.074716,17.074716,16.622157,16.622157,16.782671,16.782671,16.823294,16.823294,16.527274,16.527274,16.527274,17.096593,17.096593,17.138637,17.138637,16.788069,16.788069,
392.7538,16.946789,16.751691,17.211151,17.103039,17.103039,17.103039,16.439191,16.439191,16.82348,16.82348,16.72973,16.72973,16.625,16.625,16.625,17.360638,17.360638,17.1875,17.1875,16.893579,16.893579,
393.0354,16.99025,17.148744,17.005752,16.996002,16.996002,16.996002,16.685746,16.685746,16.748001,16.748001,16.71875,16.71875,16.195006,16.195006,16.195006,17.007506,17.007506,16.972503,16.972503,17.066498,17.066498,
393.3169,17.15907,17.161956,17.005673,16.982949,16.982949,16.982949,16.471636,16.471636,16.468783,16.468783,16.832371,16.832371,16.136346,16.136346,16.136346,16.903397,16.903397,16.988621,16.988621,17.102276,17.102276,
393.5985,17.194807,16.854316,17.03125,16.880283,16.880283,16.880283,16.559241,16.559241,16.398943,16.398943,17.042604,17.042604,16.522708,16.522708,16.522708,17.033274,17.033274,17.007307,17.007307,16.686712,16.686712,
