,Live Spectrum 26-10-2023 13:40:57,Live Spectrum 26-10-2023 13:40:58,Live Spectrum 26-10-2023 13:40:59,Live Spectrum 26-10-2023 13:41:01,Live Spectrum 26-10-2023 13:41:02,Live Spectrum 26-10-2023 13:41:03,Live Spectrum 26-10-2023 13:41:03,Live Spectrum 26-10-2023 13:41:04,Live Spectrum 26-10-2023 13:41:05,Live Spectrum 26-10-2023 13:41:05,Live Spectrum 26-10-2023 13:41:06,Live Spectrum 26-10-2023 13:41:07,Live Spectrum 26-10-2023 13:41:08,Live Spectrum 26-10-2023 13:41:09,Live Spectrum 26-10-2023 13:41:09,Live Spectrum 26-10-2023 13:41:09,Live Spectrum 26-10-2023 13:41:09,Live Spectrum 26-10-2023 13:41:09,Live Spectrum 26-10-2023 13:41:10,Live Spectrum 26-10-2023 13:41:10,Live Spectrum 26-10-2023 13:41:10,Live Spectrum 26-10-2023 13:41:10,Live Spectrum 26-10-2023 13:41:10,Live Spectrum 26-10-2023 13:41:11,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
449.9108,17.397041,17.440885,16.787547,18.074858,18.162311,17.772041,17.976503,18.1875,17.410855,17.08576,17.600047,17.357801,17.417152,17.015743,17.838909,17.838909,17.838909,17.186044,17.186044,17.339145,17.339145,17.339145,17.236186,17.236186,
450.1924,17.299759,17.177308,16.71875,17.994231,17.935217,17.201178,18.005096,18.043991,17.315986,17.300697,17.37339,17.53286,17.411346,17.130769,17.789832,17.789832,17.789832,16.988197,16.988197,17.146995,17.146995,17.146995,16.975457,16.975457,
450.4739,17.454103,17.19532,16.879872,17.626955,17.431635,17.032212,17.747083,17.640641,17.077147,17.118173,17.231442,17.630865,17.270513,17.380865,17.439455,17.439455,17.439455,16.87891,16.87891,17.047853,17.047853,17.047853,17.196282,17.196282,
450.7555,17.45244,17.017679,17.107321,17.444348,17.53125,17.370891,17.426669,17.150897,17.033989,16.99863,17.101968,17.411729,17.232321,17.131848,17.39131,17.39131,17.39131,16.752739,16.752739,17.04619,17.04619,17.04619,17.387201,17.387201,
451.0370,17.529667,17.075354,16.9735,17.296479,17.561708,17.346917,17.525708,16.936708,17.075354,16.970333,16.921479,17.28125,17.479229,16.983979,17.435917,17.435917,17.435917,16.657042,16.657042,17.123417,17.123417,17.123417,17.590583,17.590583,
451.3186,17.686836,17.265072,16.517506,17.328014,17.469635,17.187721,18.060288,17.232494,17.327129,17.030365,16.890957,17.234707,17.765072,17.155144,17.639629,17.639629,17.639629,16.904259,16.904259,17.296101,17.296101,17.296101,17.765293,17.765293,
451.6002,17.844433,17.501709,16.234204,17.280567,17.312158,17.251025,18.296021,17.657959,17.563525,17.282617,16.796362,17.1875,17.764771,17.454663,17.828638,17.828638,17.828638,17.345459,17.345459,17.469433,17.469433,17.469433,17.654541,17.654541,
451.8817,17.793735,17.399072,16.427707,17.283044,16.943704,17.247308,17.81691,17.539249,17.65625,17.390176,16.846442,17.123206,17.591058,17.577676,17.955368,17.955368,17.955368,17.580368,17.580368,17.627692,17.627692,17.627692,17.371411,17.371411,
452.1633,17.556719,17.058164,16.755781,17.327402,16.543262,16.927383,17.061504,17.101426,17.65625,17.260567,16.986543,17.0625,17.598086,17.382676,18.03125,18.03125,18.03125,17.639902,17.639902,17.735098,17.735098,17.735098,17.168262,17.168262,
452.4448,17.188231,17.001986,17.057797,17.162939,16.95067,17.084344,17.167434,17.070443,17.290656,17.355665,17.380227,16.962792,17.404995,17.185514,17.748745,17.748745,17.748745,17.259406,17.259406,17.317934,17.317934,17.317934,17.060514,17.060514,
452.7264,16.833674,16.913058,17.286288,17.065019,17.56073,17.338712,17.444308,17.221269,17.053173,17.396174,17.603077,16.807462,17.139365,17.223788,17.668845,17.668845,17.668845,17.089461,17.089461,16.819308,16.819308,16.819308,17.385825,17.385825,
453.0080,17.010256,16.726763,17.292308,17.248077,17.667308,17.315545,17.34375,17.301442,17.210737,17.28125,17.565545,16.629968,17.090705,17.384134,17.949679,17.949679,17.949679,17.321634,17.321634,16.838782,16.838782,16.838782,17.567468,17.567468,
453.2895,17.424066,16.65625,17.041121,17.392407,17.450934,17.378563,17.239311,17.221904,17.385689,17.403096,17.489311,16.53125,17.149533,17.329497,18.079907,18.079907,18.079907,17.562909,17.562909,16.9375,16.9375,16.9375,17.050992,17.050992,
453.5711,17.5625,17.309746,16.945648,17.459236,17.22419,17.459236,17.279884,17.03669,17.486412,17.376366,17.40625,16.495926,17.342384,17.183426,17.811157,17.811157,17.811157,17.77581,17.77581,17.008148,17.008148,17.008148,16.701088,16.701088,
453.8527,17.365448,18.027466,17.286622,17.571655,17.192078,17.535828,17.339172,17.004578,17.5,17.04837,17.280853,16.629975,17.401672,17.15625,17.342956,17.342956,17.342956,17.736267,17.736267,17.098328,17.098328,17.098328,17.117433,17.117433,
454.1342,17.454856,18.09669,17.554486,17.80662,17.418532,17.344556,17.330662,17.30368,17.481838,17.05662,17.114852,17.040592,17.429486,17.374194,17.119926,17.119926,17.119926,17.510954,17.510954,17.21581,17.21581,17.21581,17.292204,17.292204,
454.4158,17.88269,17.791966,17.409686,18.029532,17.783377,17.095468,17.34375,17.776097,17.431937,17.426784,16.860029,17.25,17.358311,17.660095,17.130563,17.130563,17.130563,17.222186,17.222186,17.299656,17.299656,17.299656,16.764152,16.764152,
454.6973,17.782792,17.774178,17.393133,17.944572,17.788322,17.255017,17.194572,17.278803,17.257072,17.481867,17.110342,17.455119,17.113425,17.694058,17.547842,17.547842,17.547842,17.261575,17.261575,17.219264,17.219264,17.219264,16.748458,16.748458,
454.9789,17.499328,17.667272,17.261022,17.768213,17.649731,17.425134,17.074866,16.718078,17.005175,17.217406,17.337231,17.423791,17.113306,17.467406,17.850269,17.850269,17.850269,17.299463,17.299463,17.194019,17.194019,17.194019,17.050806,17.050806,
455.2605,17.208086,17.359189,16.952939,17.604043,17.414704,17.284557,17.081618,16.751839,16.504775,17.131986,17.236029,16.911025,17.244854,17.0761,17.760293,17.760293,17.760293,17.097057,17.097057,17.256986,17.256986,17.256986,17.182354,17.182354,
455.5420,17.081848,17.269348,16.979184,17.473207,17.223207,16.839242,17.190488,17.296192,16.366086,17.214293,17.1875,16.617555,17.300598,16.770816,17.532719,17.532719,17.532719,17,17,17.184512,17.184512,17.184512,17.276793,17.276793,
455.8236,16.995881,17.300824,17.453978,17.339631,17.030909,16.487983,17.426165,17.769915,16.672387,17.347869,16.972187,16.809063,17.195057,16.628778,17.300483,17.300483,17.300483,17.058722,17.058722,17.007557,17.007557,17.007557,17.058039,17.058039,
456.1051,17.076075,17.391686,17.845872,17.340639,16.957296,16.821976,17.709418,17.795814,16.970872,17.584418,17.081308,17.194854,17.065611,16.851104,17.119768,17.119768,17.119768,17.09375,17.09375,16.9375,16.9375,16.9375,16.688489,16.688489,
456.3867,17.256327,17.477531,17.817407,17.535123,16.988765,17.102531,17.912577,17.709969,16.84233,17.647469,17.318827,17.243673,17.011235,17.22017,17.082515,17.082515,17.082515,17.073735,17.073735,17.057593,17.057593,17.057593,16.442407,16.442407,
456.6683,17.292269,17.540462,17.527462,17.867769,17.040462,17.084538,18.029442,17.788654,16.516442,17.503615,17.496385,17.066115,16.959538,17.687673,17.194904,17.194904,17.194904,16.961346,16.961346,17.246385,17.246385,17.246385,16.314308,16.314308,
456.9498,17.322135,17.051437,17.528905,17.897787,18.023298,17.30781,17.633207,17.945963,17.101295,17.335287,16.969667,17.040885,17.121483,17.38438,17.617965,17.617965,17.617965,17.417313,17.417313,16.924092,16.924092,16.924092,16.792313,16.792313,
457.2314,17.03399,17.09101,17.676353,17.823099,18.20084,17.4375,17.40625,17.958699,17.241593,17.157346,16.65625,17.0625,17.466558,17.310856,17.750548,17.750548,17.750548,17.708151,17.708151,16.822003,16.822003,16.822003,17.145103,17.145103,
457.5130,16.979276,17.708814,17.71875,17.708224,17.801843,17.583486,17.281119,17.687238,16.874738,17.010329,16.61454,17.083355,17.718881,17.552236,17.656184,17.656184,17.656184,17.510198,17.510198,17.041842,17.041842,17.041842,17.437762,17.437762,
457.7945,17.389205,17.874332,17.634525,17.677306,17.813837,17.466745,17.21875,17.436163,16.876337,17.200368,16.635862,17.36748,17.444352,17.498663,17.625,17.625,17.625,17.195688,17.195688,17.167112,17.167112,17.167112,17.752005,17.752005,
458.0761,17.838796,17.716229,17.423722,17.623739,17.832493,17.077451,17.388778,17.332493,17.575106,17.588796,16.592489,17.606268,17.089968,17.565021,17.625,17.625,17.625,17.115004,17.115004,17.1875,17.1875,17.1875,18.035032,18.035032,
458.3576,17.711382,17.634803,17.150724,17.700987,17.640921,16.9375,17.575987,17.3125,17.917895,17.761645,16.583947,17.699145,17.150131,17.753684,17.603553,17.603553,17.603553,17.382368,17.382368,17.166053,17.166053,17.166053,17.889079,17.889079,
458.6392,17.290824,17.71155,17.019225,17.771638,17.584138,17.175514,17.819738,17.572151,17.569661,17.543236,16.810126,17.415824,17.3053,17.639399,17.247548,17.247548,17.247548,17.456725,17.456725,17.177888,17.177888,17.177888,17.478324,17.478324,
458.9208,17.068953,17.793649,16.956351,17.846723,17.528277,17.477669,17.993547,17.752973,17.013413,17.153784,17.102669,17.172129,17.234629,17.278784,17.050101,17.050101,17.050101,17.197433,17.197433,17.165676,17.165676,17.165676,17.060034,17.060034,
459.2023,17.449391,17.636441,16.25527,18.359163,17.389963,16.990307,17.767161,17.649205,17.261891,17.11928,17.715678,17.521134,16.725344,17.530376,17.163295,17.163295,17.163295,17.511891,17.511891,17.354317,17.354317,17.354317,16.9375,16.9375,
459.4839,17.558439,17.673435,16.390304,18.34063,17.388124,17.215928,17.744998,17.615937,17.526248,17.422494,17.9375,17.576565,16.841868,17.554378,17.240937,17.240937,17.240937,17.332508,17.332508,17.348752,17.348752,17.348752,16.9375,16.9375,
459.7654,17.464161,17.696387,16.85322,17.914554,17.40625,17.741696,17.758887,17.535548,17.651952,18.045601,17.780958,17.441798,17.326559,17.634179,17.25,17.25,17.25,17.030958,17.030958,17.200685,17.200685,17.200685,16.691506,16.691506,
460.0470,17.324822,17.800178,16.991286,17.578429,17.541464,17.965143,17.727464,17.5,17.642429,18.340143,17.628607,17.293572,17.558893,17.755107,17.497892,17.497892,17.497892,16.923679,16.923679,17.088643,17.088643,17.088643,16.95432,16.95432,
460.3286,17.372069,17.911864,16.70484,17.590819,17.93432,17.795658,17.673341,17.545409,17.534181,18.193363,17.571045,17.363523,17.321294,18.008296,17.88891,17.88891,17.88891,17.019773,17.019773,17.176023,17.176023,17.176023,17.343501,17.343501,
460.6101,17.634951,17.91463,16.52514,17.67074,17.99389,17.307087,17.70199,17.51676,17.5,17.850558,17.51676,17.543471,17.19588,18.185231,18,18,18,17.359812,17.359812,17.21875,17.21875,17.21875,17.50611,17.50611,
460.8917,17.672686,17.837154,16.638193,17.457179,17.508107,16.995025,17.71875,17.292711,17.592129,17.473614,17.638193,17.570718,16.934147,18.310879,17.700582,17.700582,17.700582,17.606943,17.606943,17.241782,17.241782,17.241782,17.2088,17.2088,
461.1733,17.772203,17.626975,16.803453,17.328619,17.065463,16.983881,17.649178,17.125988,17.810525,17.444572,17.757072,17.423356,16.681416,18.297369,17.338653,17.338653,17.338653,17.633059,17.633059,17.25,17.25,17.25,16.7227,16.7227,
461.4548,17.649081,17.702574,17.100552,17.639339,16.735294,17.606986,18.161949,17.280515,17.851654,17.562132,17.454411,17.795221,17.278677,18.141176,17.273346,17.273346,17.273346,17.811765,17.811765,17.226654,17.226654,17.226654,17.34081,17.34081,
461.7364,17.570253,18.149451,17.375477,17.890983,16.938216,17.765506,18.061784,17.602218,17.726264,17.523259,17.17927,17.867009,17.218034,18.305224,17.492724,17.492724,17.492724,17.875,17.875,17.265744,17.265744,17.265744,18.063693,18.063693,
462.0179,17.51521,18.115734,17.48479,17.866565,17.196766,17.655419,17.708653,17.853016,17.545629,17.287194,17.006774,17.465427,17.17229,18.32771,17.798952,17.798952,17.798952,17.945935,17.945935,17.470411,17.470411,17.470411,18.005944,18.005944,
462.2995,17.52379,17.539126,17.381051,17.986488,17.22621,17.791528,17.529841,17.88246,17.47621,17.361488,16.826012,17.105853,17.306449,18.193551,17.684682,17.684682,17.684682,17.94496,17.94496,17.578829,17.578829,17.578829,17.176229,17.176229,
462.5811,17.507319,17.255346,17.200165,17.768011,17.338404,18.106989,17.332484,17.994654,17.588404,17.430181,16.829112,16.935527,17.391612,17.677634,17.361761,17.361761,17.361761,17.841777,17.841777,17.521958,17.521958,17.521958,16.602469,16.602469,
462.8626,17.5,17.555708,17.15625,17.591226,17.375,18.331911,17.305318,18.440414,17.817548,17.461568,17.132571,17.050661,17.165565,17.362771,17.112771,17.112771,17.112771,17.716226,17.716226,17.403726,17.403726,17.403726,17.005438,17.005438,
463.1442,17.669418,17.559439,17.51929,17.465689,17.205582,18.181379,17.239892,18.441487,17.657176,17.202521,17.194547,17.626208,17.166358,17.385108,17.231918,17.231918,17.231918,17.493879,17.493879,17.302392,17.302392,17.302392,17.51929,17.51929,
463.4257,17.743083,16.922916,17.868334,17.315833,17.034583,17.857333,17.21875,18.138583,17.301749,17.027666,17.309167,18.121917,17.576834,17.62525,17.451584,17.451584,17.451584,17.267166,17.267166,17.232583,17.232583,17.232583,17.308666,17.308666,
463.7073,17.407551,17.141371,17.643972,17.599239,16.853236,17.805711,17.536739,17.450983,17.21875,17.048921,17.294829,17.827379,17.6875,17.075983,17.793528,17.793528,17.793528,16.876301,16.876301,17.536739,17.536739,17.536739,17.292132,17.292132,
463.9889,17.091239,17.422092,17.611669,17.515408,17.107515,18.058345,17.772507,17.428757,18.054625,17.308345,17.182912,17.940011,17.466239,17.299603,17.776662,17.776662,17.776662,17.125434,17.125434,17.551246,17.551246,17.551246,17.287915,17.287915,
464.2704,17.22889,17.2217,17.42736,17.295815,17.63219,18.347345,17.688975,17.493455,18.058905,17.77028,17.230365,18.19764,17.332135,17.55448,17.577065,17.577065,17.577065,17.31757,17.31757,17.555955,17.555955,17.555955,17.23184,17.23184,
464.5520,17.802513,17.03214,17.424644,17.572686,17.700356,18.182852,17.556962,17.351068,17.62767,18.023932,17.398932,18.299644,17.511076,17.59375,17.556072,17.556072,17.556072,17.21964,17.21964,17.885186,17.885186,17.885186,17.367682,17.367682,
464.8335,18.037243,17.299228,17.362693,17.65625,17.537886,17.72603,17.481379,17.038208,17.556186,17.987693,17.512307,18.212757,17.363015,17.4192,17.637307,17.637307,17.637307,17.01295,17.01295,18.193171,18.193171,18.193171,17.530928,17.530928,
465.1151,17.912225,17.67555,17.168429,17.806525,17.424862,17.499771,17.644071,16.96875,17.061583,17.593062,17.456112,17.962087,17.112133,17.750688,17.581112,17.581112,17.581112,17.043888,17.043888,18.300092,18.300092,18.300092,17.437271,17.437271,
465.3967,17.548015,17.674542,17.074695,17.743139,17.532013,17.443597,17.737805,17.295735,16.711126,17.248473,17.211126,18.233235,16.911584,17.692834,17.587653,17.587653,17.587653,17.188263,17.188263,17.633378,17.633378,17.633378,17.330792,17.330792,
465.6782,17.367726,17.504713,17.037244,17.516701,17.739293,17.765829,17.522695,17.728586,17.439189,17.061219,17.080482,18.413524,17.077049,17.353177,17.492726,17.492726,17.492726,16.940933,16.940933,17.01414,17.01414,17.01414,17.489293,17.489293,
465.9598,17.749449,17.113764,17.259455,17.392682,17.882675,17.666257,17.519462,17.711075,17.320726,16.625551,17.569623,17.676815,17.099644,17.408031,17.367325,17.367325,17.367325,17.229986,17.229986,17.23588,17.23588,17.23588,16.998771,16.998771,
466.2414,17.767391,17.616665,17.287047,17.629528,17.72808,17.497736,17.70942,17.407519,17.453623,16.836684,17.611141,17.907245,17.246467,17.539311,17.52192,17.52192,17.52192,17.465217,17.465217,17.337953,17.337953,17.337953,17.002264,17.002264,
466.5229,17.571177,18.0821,17.153519,18.0196,17.815231,17.877488,17.852185,17.01165,17.653277,17.23835,17.644842,18.357646,17.383435,17.588046,17.8946,17.8946,17.8946,17.602185,17.602185,17.318204,17.318204,17.318204,17.337804,17.337804,
466.8045,17.223617,17.925525,17.099364,18.247566,17.97193,17.96875,17.798092,16.860592,17.508047,17.568861,17.630614,18.642589,17.560066,17.645022,18.250747,18.250747,18.250747,17.625,17.625,17.491953,17.491953,17.491953,17.303706,17.303706,
467.0860,17.079082,17.720664,17.325254,17.818242,17.922832,17.737246,17.498301,16.818027,17.417305,17.470664,17.702168,18.507441,17.619473,17.759141,18.261055,18.261055,18.261055,17.444941,17.444941,17.582695,17.582695,17.582695,17.152637,17.152637,
467.3676,16.907665,18.074589,17.555641,17.538109,17.622385,17.377829,17.282665,16.94153,17.483668,17.489112,17.84778,18.159079,17.728224,17.884474,18.146776,18.146776,18.146776,17.432056,17.432056,17.645362,17.645362,17.645362,16.892747,16.892747,
467.6492,16.978543,18.026821,17.800836,17.551772,17.5625,17.571358,17.457086,17.305266,17.422343,17.5,17.797343,17.78312,17.957086,17.932136,17.917914,17.917914,17.917914,17.618701,17.618701,17.682136,17.682136,17.682136,17.387352,17.387352,
467.9307,16.974038,17.714414,17.999524,17.588462,17.796161,17.988473,17.655774,17.452887,17.40625,17.629812,17.911062,17.588938,18.155774,17.885575,17.771151,17.771151,17.771151,17.863949,17.863949,17.661538,17.661538,17.661538,17.889436,17.889436,
468.2123,17.671712,17.994713,17.666751,17.697892,17.713572,17.932322,18.312355,18.015498,17.380214,18.124891,17.807322,17.97907,17.744895,17.848964,17.802071,17.802071,17.802071,17.48968,17.48968,17.630214,17.630214,17.630214,18.098928,18.098928,
468.4938,17.368706,17.697023,17.567644,17.509906,17.635289,17.90625,17.941495,17.785628,17.636055,17.9838,17.676828,18.166922,17.604039,17.687117,17.969133,17.969133,17.969133,17.119089,17.119089,17.651106,17.651106,17.651106,18.229422,18.229422,
468.7754,17.202734,17.572656,17.536328,17.494922,17.625,17.670701,17.634373,17.666406,18.106254,17.57109,17.708594,18.213672,17.672266,17.394529,18.026172,18.026172,18.026172,16.853123,16.853123,17.577734,17.577734,17.577734,18.092967,18.092967,
469.0570,17.581031,17.982267,17.53125,17.578706,17.966061,17.598765,17.724927,17.866133,18.030087,17.578706,17.823692,18.087573,17.739971,17.317515,17.821367,17.821367,17.821367,17.048619,17.048619,17.116498,17.116498,17.116498,17.616498,17.616498,
469.3385,17.892909,18.009909,17.610136,17.93559,17.978659,17.514864,17.960363,17.722182,17.631864,17.830409,18.106704,17.746955,17.565932,17.522863,17.281637,17.281637,17.281637,17.277818,17.277818,17.162727,17.162727,17.162727,17.320887,17.320887,
469.6201,17.726683,17.63107,17.783113,18.158113,17.863342,17.526352,17.947296,17.476683,17.298979,17.901352,18.288011,17.423979,17.241377,17.615204,17.108444,17.108444,17.108444,17.207092,17.207092,17.477373,17.477373,17.477373,17.755588,17.755588,
469.9017,17.185795,17.404067,17.706878,18.055472,17.896561,17.425628,18.122339,17.358283,17.329217,17.695006,17.942822,17.216567,17.108283,17.598594,17.357805,17.357805,17.357805,17.1875,17.1875,17.504844,17.504844,17.504844,18.002183,18.002183,
470.1832,16.776282,17.454367,17.528766,17.898972,18.117895,17.512073,18.526629,17.52894,17.687674,17.523972,17.610443,17.240411,17.146661,17.461472,17.353339,17.353339,17.353339,17.425601,17.425601,17.288355,17.288355,17.288355,17.978339,17.978339,
470.4648,17.195796,17.309735,17.261477,17.742487,17.679204,16.974697,18.143207,17.35048,17.325959,17.420492,18.172058,17.46202,17.26226,17.596515,17.55577,17.55577,17.55577,17.230227,17.230227,16.693447,16.693447,16.693447,18.313283,18.313283,
470.7463,17.334342,17.413981,17.378027,17.479835,17.753027,17.299738,17.743946,17.843423,17.5951,17.167335,18.068881,17.314177,17.307796,17.651546,17.301742,17.301742,17.301742,17.054769,17.054769,17.28395,17.28395,17.28395,18.321908,18.321908,
471.0279,17.237404,17.676778,17.539182,17.331154,17.967355,17.747211,17.448222,18.070432,17.868942,17.311105,17.818558,17.174904,17.525192,17.789182,17.436105,17.436105,17.436105,16.791972,16.791972,17.805047,17.805047,17.805047,18.259327,18.259327,
471.3095,17.138879,17.851868,17.5625,17.365747,18,18.052112,17.166638,17.72102,17.613391,17.450244,17.674756,17.023132,17.775488,17.892371,17.894727,17.894727,17.894727,16.643506,16.643506,17.688635,17.688635,17.688635,18.010388,18.010388,
471.5910,16.885083,17.928315,17.402556,17.188398,17.866713,18.013778,17.178315,17.709565,17.45587,17.282148,17.149759,17.10663,17.999102,17.90625,18.022065,18.022065,18.022065,16.651657,16.651657,17.469648,17.469648,17.469648,17.86212,17.86212,
471.8726,16.897126,17.830748,17.268248,16.88937,17.630246,18.026688,17.507756,17.905566,17.597628,16.689552,16.822308,17.231752,17.977874,17.90625,17.444114,17.444114,17.444114,17.029882,17.029882,17.4375,17.4375,17.4375,18.057254,18.057254,
472.1541,17.093258,17.518631,17.116423,17.137619,17.540319,17.924389,18.096807,17.269616,17.464708,16.486889,16.914827,17.143139,17.487873,18.013111,17.450611,17.450611,17.450611,17.467765,17.467765,17.464215,17.464215,17.464215,18.254042,18.254042,
472.4357,17.365656,17.281573,17.200708,17.775769,17.451031,18.013208,18.642072,16.835376,17.116626,16.923322,17.392072,17.312177,17.085376,18.05799,18.057019,18.057019,18.057019,17.771906,17.771906,17.44201,17.44201,17.44201,18.521906,18.521906,
472.7173,17.165406,17.999292,17.513115,17.125708,17.758625,16.80027,17.835656,16.246041,17.67799,17,17.629313,17.049385,17.967865,17.714614,17.861885,17.861885,17.861885,16.768843,16.768843,17.4375,17.4375,17.4375,18.482219,18.482219,
472.9988,17.205334,17.857219,17.214384,17.133891,17.785722,16.700863,17.660722,16.531144,17.727694,17.107113,17.870475,17.482007,17.937553,17.816919,18.294507,18.294507,18.294507,17.048978,17.048978,17.169719,17.169719,17.169719,18.441972,18.441972,
473.2804,17.245543,17.946463,16.861531,17.531347,17.566909,16.852713,17.790213,17.558285,17.772335,17.044622,18.174176,17.991182,17.799079,17.870543,18.616134,18.616134,18.616134,17.768024,17.768024,17.098207,17.098207,17.098207,18.383915,18.383915,
473.5620,17.223196,18.049162,16.839304,17.620554,17.370426,17.116236,18.134147,17.85277,17.834858,16.843622,18.245554,17.633637,17.808054,17.553353,18.334603,18.334603,18.334603,17.848196,17.848196,17.09375,17.09375,17.09375,18.133764,18.133764,
473.8435,17.245562,17.901628,17.165495,17.571376,17.263314,17.29031,18.107064,17.687316,17.870562,17.187869,18.169564,17.455252,17.705252,17.473188,17.959505,17.959505,17.959505,17.548817,17.548817,17.576367,17.576367,17.576367,17.798817,17.798817,
474.1251,17.410902,17.553196,17.326018,17.455232,17.357268,17.205232,17.718312,17.522165,18.009085,17.759523,18.129433,17.598402,17.312062,17.602835,18.013518,18.013518,18.013518,17.017294,17.017294,17.790335,17.790335,17.790335,17.615915,17.615915,
474.4066,17.491138,17.687731,17.156019,17.249769,17.321362,17.080225,17.522156,17.553638,17.843519,17.709656,17.937269,17.705456,17.196362,18.027281,17.923975,17.923975,17.923975,16.830225,16.830225,17.758862,17.758862,17.758862,17.325562,17.325562,
474.6882,17.848625,18.094193,16.883644,17.165115,17.661125,16.66024,17.794991,17.723404,17.678413,17.392509,18.120789,17.745567,17.321587,18.683731,17.772163,17.772163,17.772163,16.839317,16.839317,17.589096,17.589096,17.589096,17.334885,17.334885,
474.9698,17.289557,17.754059,17.943072,17.478003,17.209308,17.478571,17.200244,17.106494,17.683063,17.316937,18.102625,17.535498,16.941559,17.199298,17.964502,17.964502,17.964502,17.540881,17.540881,17.937878,17.937878,17.937878,17.611877,17.611877,
475.2513,17.61638,17.52667,17.85695,17.42403,17.44666,17.46417,17.20097,17.26805,17.231815,17.41972,18.04014,17.473195,16.98222,17.232355,18.294855,18.294855,18.294855,17.361395,17.361395,17.865975,17.865975,17.865975,17.65625,17.65625,
475.5329,18.062617,17.366029,17.678529,17.191897,17.901912,17.142765,17.379515,17.500059,16.995485,17.089177,17.816897,17.549132,17.321529,17.549191,18.584897,18.584897,18.584897,17.285706,17.285706,17.441838,17.441838,17.441838,17.709838,17.709838,
475.8144,17.91076,17.26341,17.79015,17.15625,17.88841,16.93307,17.700831,17.45091,17.07587,17.00447,17.352769,17.6964,17.45534,17.67409,18.54466,18.54466,18.54466,17.25447,17.25447,17.26788,17.26788,17.26788,17.66519,17.66519,
476.0960,17.50032,17.25,17.785737,17.370353,17.68766,17.040064,17.93734,17.223397,17.521956,16.839423,16.90657,17.71875,17.28141,17.848077,18.076281,18.076281,18.076281,17.276763,17.276763,17.62468,17.62468,17.62468,17.629487,17.629487,
476.3776,17.170074,17.330228,17.647537,17.727161,17.388824,17.142728,17.808295,17.027045,17.727463,16.759015,16.710037,17.852463,17.116287,17.901743,17.572119,17.572119,17.572119,17.17428,17.17428,18.195609,18.195609,18.195609,17.598257,17.598257,
476.6591,17.472349,17.317031,17.357809,17.941565,17.530784,17.370003,17.674373,17.267191,17.696562,17.177506,17.248602,17.661247,17.334222,17.879531,17.312966,17.312966,17.312966,17.343284,17.343284,18.067497,18.067497,18.067497,17.620469,17.620469,
476.9407,17.691405,17.20573,17.072267,18.07552,17.615885,17.459635,17.362632,17.499348,17.634115,17.276693,17.930987,17.51823,17.588541,17.955078,17.361328,17.361328,17.361328,17.401693,17.401693,17.31055,17.31055,17.31055,17.73177,17.73177,
477.2223,17.852065,17.267489,17.617834,18.040424,17.838303,17.442087,17.792432,17.424598,17.571674,17.574542,17.577981,17.420011,17.465023,18.15539,16.841742,16.841742,16.841742,17.326261,17.326261,17.427466,17.427466,17.427466,17.590023,17.590023,
477.5038,17.84837,17.414401,17.239408,18.164401,17.92826,17.064678,17.688589,17.725812,17.64239,17.838041,17.286959,17.45951,17.38424,17.814678,17.495644,17.495644,17.495644,17.924993,17.924993,17.362229,17.362229,17.362229,17.748911,17.748911,
477.7854,17.710779,17.410906,16.943496,18.347066,17.990689,16.654275,17.549873,17.78125,17.47009,18.140943,17.489348,17.761287,17.375,17.909566,17.99732,17.99732,17.99732,18.350381,18.350381,17.423533,17.423533,17.423533,17.541902,17.541902,
478.0669,17.660945,17.671803,17.278024,18.428111,17.946889,16.407863,17.637471,17.436031,17.012615,18.240611,17.823358,17.918721,17.321889,18.256164,17.903168,17.903168,17.903168,18.246918,18.246918,17.729608,17.729608,17.729608,17.420334,17.420334,
478.3485,17.65625,17.824803,17.980068,18.198881,17.831447,16.666646,17.762303,17.242434,16.698881,17.931841,17.928027,17.884473,17.285987,18.285987,17.742434,17.742434,17.742434,17.900591,17.900591,17.648684,17.648684,17.648684,17.459277,17.459277,
478.6301,17.65625,18.029027,17.749664,18.050378,17.627223,17.195176,17.992995,17.64224,16.947399,17.769128,17.752223,17.822064,17.440059,17.751888,17.824622,17.824622,17.824622,17.923154,17.923154,17.413255,17.413255,17.413255,17.918708,17.918708,
478.9116,17.920449,18.08892,17.291201,18.13693,17.46165,17.703969,17.793471,17.85085,17.290619,17.380121,18.009369,17.627561,17.60085,17.55057,17.87017,17.87017,17.87017,17.382682,17.382682,17.53352,17.53352,17.53352,17.92074,17.92074,
479.1932,18.100593,18.146487,17.139644,18.446305,17.384763,17.965831,17.591788,17.611313,17.264644,17.470712,18.352555,17.409169,17.783212,17.768568,17.822263,17.822263,17.822263,17.043932,17.043932,17.931661,17.931661,17.931661,17.484351,17.484351,
479.4747,18.151314,17.97205,17.230257,17.89477,17.453943,17.131627,17.509871,17.7467,16.776342,17.342114,18.59045,17.717086,18.575616,17.417785,17.759871,17.759871,17.759871,17.421029,17.421029,18.078943,18.078943,18.078943,17.879908,17.879908,
