,Live Spectrum 26-10-2023 13:40:57,Live Spectrum 26-10-2023 13:40:58,Live Spectrum 26-10-2023 13:40:59,Live Spectrum 26-10-2023 13:41:01,Live Spectrum 26-10-2023 13:41:02,Live Spectrum 26-10-2023 13:41:03,Live Spectrum 26-10-2023 13:41:03,Live Spectrum 26-10-2023 13:41:04,Live Spectrum 26-10-2023 13:41:05,Live Spectrum 26-10-2023 13:41:05,Live Spectrum 26-10-2023 13:41:06,Live Spectrum 26-10-2023 13:41:07,Live Spectrum 26-10-2023 13:41:08,Live Spectrum 26-10-2023 13:41:09,Live Spectrum 26-10-2023 13:41:09,Live Spectrum 26-10-2023 13:41:09,Live Spectrum 26-10-2023 13:41:09,Live Spectrum 26-10-2023 13:41:09,Live Spectrum 26-10-2023 13:41:10,Live Spectrum 26-10-2023 13:41:10,Live Spectrum 26-10-2023 13:41:10,Live Spectrum 26-10-2023 13:41:10,Live Spectrum 26-10-2023 13:41:10,Live Spectrum 26-10-2023 13:41:11,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
612.0902,19.149663,19.577322,19.37502,19.922719,18.652956,19.422719,18.878294,18.875,19.029603,19.050972,18.590456,18.855258,19.914484,18.759881,19.302639,19.302639,19.302639,19.421072,19.421072,18.879941,18.879941,18.879941,18.651309,18.651309,
612.3717,19.000033,19.422325,19.344083,19.890975,18.531317,19.547058,19.093583,19.296425,19.046825,19.327608,18.983891,18.999767,19.563034,19.249667,19.296992,19.296992,19.296992,19.359725,19.359725,19.124833,19.124833,19.124833,18.796625,18.796625,
612.6533,18.850607,19.132911,19.001714,19.577268,18.601661,19.404536,19.279536,19.512,19.09375,19.856804,19.245518,19.248286,19.165875,19.473893,19.113661,19.113661,19.113661,19.060786,19.060786,19.28125,19.28125,19.28125,18.957411,18.957411,
612.9349,18.746604,19.309104,19.052312,19.482334,18.722146,19.312157,19.354281,19.058418,19.177312,19.725199,18.724856,19.295177,19.295177,19.23573,19.045177,19.045177,19.045177,19.051969,19.051969,19.267323,19.267323,19.267323,18.916781,18.916781,
613.2164,18.715821,19.173635,19.24785,19.239064,18.582814,19.06465,19.340821,18.794336,19.241993,19.277542,18.383007,19.325586,19.194728,18.997071,18.944728,18.944728,18.944728,19.052343,19.052343,19.106057,19.106057,19.106057,18.955664,18.955664,
613.4980,18.661732,18.925256,19.497441,18.934576,18.621162,18.876279,19.188779,18.898209,19.077303,18.858553,18.58443,19.270285,18.933297,18.955227,18.866959,18.866959,18.866959,19.259686,19.259686,18.967471,18.967471,18.967471,19.010965,19.010965,
613.7795,18.764359,19.157098,19.767315,18.721707,19.145696,18.838261,19.150761,19.156674,18.929054,18.812924,18.960728,19.076435,18.724239,19.065457,19.057011,19.057011,19.057011,19.388935,19.388935,19.119511,19.119511,19.119511,19.147804,19.147804,
614.0611,18.907109,19.720468,19.800651,18.876289,19.699778,18.95862,19.323919,19.39612,18.94763,18.915091,19.260989,18.94806,18.772838,19.198919,19.18793,19.18793,19.18793,19.144401,19.144401,19.155391,19.155391,19.155391,19.19806,19.19806,
614.3427,19.060402,19.978467,19.506295,19.111086,19.920164,19.126324,19.517336,19.379197,18.97427,18.561176,19.304881,18.929881,19.188824,19.382619,19.259717,19.259717,19.259717,18.840328,18.840328,18.866058,18.866058,18.866058,19.257619,19.257619,
614.6242,19.187119,19.822516,19.410116,19.147756,19.670513,19.361879,19.616126,19.001523,19.071755,18.38774,19.21875,18.941366,19.539744,19.36226,19.183634,19.183634,19.183634,18.784735,18.784735,18.579868,18.579868,18.579868,19.441366,19.441366,
614.9058,19.207226,19.375,19.495633,18.87238,19.336593,19.298185,19.505411,18.479401,18.9375,18.688373,19.138442,19.139315,19.670565,19.077688,18.929469,18.929469,18.929469,19.243716,19.243716,18.78125,18.78125,18.78125,19.671438,19.671438,
615.1874,18.747816,19.339064,18.916256,18.622499,19.427811,19.394377,19.192503,18.752501,18.944687,18.788437,18.834379,19.035936,19.373133,19.002501,18.913437,18.913437,18.913437,19.377501,19.377501,18.83156,18.83156,18.83156,19.517193,19.517193,
615.4689,18.581995,19.193378,18.53125,18.775838,19.493657,19.288059,19.006343,18.611848,18.924348,18.749069,18.612779,19.213338,18.869122,18.931622,18.950186,18.950186,18.950186,19.173417,19.173417,19.025372,19.025372,19.025372,19.118191,19.118191,
615.7505,18.775751,19.104748,18.597235,19.049489,19.42476,19.399009,19.064243,18.442999,18.821484,18.576983,18.725991,19.432001,18.930259,19.042248,19.021995,19.021995,19.021995,18.689513,18.689513,19.157993,19.157993,19.157993,18.902765,18.902765,
616.0320,18.731384,19.15625,18.976062,19.271942,19.228058,19.162901,19.242021,18.496675,19.207445,18.942154,18.948137,19.355055,18.773271,19.126329,19.111038,19.111038,19.111038,18.448137,18.448137,19.293884,19.293884,19.293884,18.626329,18.626329,
616.3136,18.647855,19.167677,19.375,19.203513,19.273632,18.752331,19.382618,18.660059,19.5,19.022078,19.176073,19.0625,18.875777,19.335355,19.057914,19.057914,19.057914,18.725591,18.725591,19.176073,19.176073,19.176073,18.774409,18.774409,
616.5952,18.862885,19.255928,19.354253,19.070039,19.233569,18.067075,19.4375,18.660825,19.473325,19.447744,19.081895,19.106958,18.647358,19.517783,19.258892,19.258892,19.258892,19,19,19.078931,19.078931,19.078931,18.508892,18.508892,
616.8767,19.347986,19.268017,19.092703,18.837395,19.336872,17.890875,19.439618,18.45497,19.201804,19.788676,18.970868,19.539723,18.602747,19.630307,19.299267,19.299267,19.299267,18.997882,18.997882,18.9375,18.9375,18.9375,18.66577,18.66577,
617.1583,19.392254,18.667701,18.227656,18.757634,18.820134,18.964933,19.466205,19.135179,18.963661,19.023616,19.001272,19.654978,19.153705,18.847567,18.712947,18.712947,18.712947,18.984018,18.984018,18.948951,18.948951,18.948951,19.635892,19.635892,
617.4398,19.056534,18.946875,18.440909,18.934517,19.002983,18.875,19.404545,19.375,18.842045,18.839915,19.03125,19.625852,19.090341,18.940057,19.315909,19.315909,19.315909,19.344602,19.344602,19.221307,19.221307,19.221307,19.15071,19.15071,
617.7214,18.630885,19.615753,18.684137,18.721692,19.215808,18.875,19.282931,19.375,18.720431,18.566283,19.03125,19.686659,18.847113,19.122478,19.559137,19.559137,19.559137,19.405409,19.405409,19.403728,19.403728,19.403728,18.755464,18.755464,
618.0030,18.744932,19.625,18.957346,18.448904,19.368664,19.384709,19.431164,18.925257,19.048562,18.472551,18.911318,19.447637,18.963682,19.33488,18.962842,18.962842,18.962842,19.19637,19.19637,19.496199,19.496199,19.496199,18.630068,18.630068,
618.2845,19.245309,19.479321,19.405788,18.583179,19.433272,19.493658,19.262685,18.993658,19.120772,18.789244,19.081065,19.262685,19.260108,19.69338,19.083179,19.083179,19.083179,19.304043,19.304043,19.266913,19.266913,19.266913,18.97463,18.97463,
618.5661,19.450981,19.355596,19.409211,19.018078,19.211192,19.160538,19.306577,19.19802,19.125,18.953943,19.235193,19.278289,19.47927,19.549019,19.772675,19.772675,19.772675,19.425654,19.425654,19.193423,19.193423,19.193423,19.169731,19.169731,
618.8477,19.304104,19.590718,19.269045,19.0625,19.022854,19.152441,19.175295,19.136427,18.932913,19.105955,19.414646,19.363573,19.362795,19.147077,19.980955,19.980955,19.980955,19.108209,19.108209,19.352146,19.352146,19.352146,19.297264,19.297264,
619.1292,18.93554,19.757965,19.010662,18.769976,18.813848,19.315808,18.970098,18.938848,18.986029,19.151593,19.384314,19.534558,19.051226,18.827819,19.680883,19.680883,19.680883,18.477452,18.477452,19.481372,19.481372,19.481372,19.3125,19.3125,
619.4108,18.900745,19.652525,18.96875,18.487045,19.193169,18.931831,18.9375,19.034975,19.463409,19.284975,19.16904,19.047601,19.15447,18.961465,19.77947,19.77947,19.77947,18.735429,18.735429,19.24255,19.24255,19.24255,19.544205,19.544205,
619.6923,19.005836,19.55031,19.317302,18.711362,19.35594,19.018026,18.78812,19.261673,19.213948,18.590499,19.174793,18.987293,18.639775,19.273862,19.762707,19.762707,19.762707,19.136156,19.136156,19.137707,19.137707,19.137707,19.59375,19.59375,
619.9739,19.055298,19.218626,19.454346,19.166018,19.447144,19.18274,18.75,19.360596,18.619993,18.40625,19.355836,18.831664,18.644288,19.391846,19.653808,19.653808,19.653808,19.266846,19.266846,19.076904,19.076904,19.076904,19.569702,19.569702,
620.2555,19.201695,19.055403,19.283157,19.188454,19.445551,19.149153,18.819597,18.911018,18.538347,19.102223,19.429449,18.827648,19.545867,19.127861,19.509004,19.509004,19.509004,18.886865,18.886865,18.969704,18.969704,18.969704,19.30731,19.30731,
620.5370,19.09355,19.03125,19.2411,18.88805,19.32575,18.9462,19.0449,18.63825,18.786,19.5449,19.3481,19.0002,20.0002,18.94185,19.42405,19.42405,19.42405,18.72765,18.72765,18.8928,18.8928,18.8928,18.99525,18.99525,
620.8186,19.074251,19.095752,19.422005,18.78125,19.195247,18.745996,19.383008,18.744255,19.068506,19.366992,19.140495,19.148503,19.718489,19.20726,19.277246,19.277246,19.277246,19.062761,19.062761,18.810498,18.810498,18.810498,18.90625,18.90625,
621.1001,19.135052,18.980442,19.520651,19.256226,19.073646,18.728802,19.582604,18.936407,18.743228,19.291302,18.897291,18.857082,19.397291,19.550261,19.136146,19.136146,19.136146,19.445912,19.445912,18.925808,18.925808,18.925808,19.030157,19.030157,
621.3817,19.096846,18.827045,19.432243,19.816821,18.952045,18.829205,19.724007,18.940596,18.333237,19.748129,18.8125,18.608295,19.550116,19.616647,19.113551,19.113551,19.113551,19.5625,19.5625,19.019801,19.019801,19.019801,19.232359,19.232359,
621.6633,18.835084,19.179228,19.185487,19.753633,19.47479,18.552827,19.724396,19.247374,19.033658,19.602022,19.077819,18.960478,19.327425,19.461091,19.390319,19.390319,19.390319,19.429841,19.429841,19.050201,19.050201,19.050201,19.483062,19.483062,
621.9448,18.832309,19.473702,18.809084,19.467042,19.68084,18.579065,19.452185,19.233435,19.508197,19.271345,19.231899,19.236851,18.840334,19.519809,19.39959,19.39959,19.39959,19.307548,19.307548,19.134905,19.134905,19.134905,19.666155,19.666155,
622.2264,19.092756,19.534501,18.676752,19.305997,19.493497,19.043262,19.125994,18.889993,19.296243,19.236001,19.132496,19.180997,18.690751,19.504245,19.194996,19.194996,19.194996,19.315751,19.315751,19.135748,19.135748,19.135748,19.597995,19.597995,
622.5080,19.20235,19.710101,19.161552,19.2664,19.322699,19.26485,18.9344,18.832,19.07425,19.2008,19.1117,19.125,19.095952,19.47185,18.993799,18.993799,18.993799,19.32735,19.32735,19.02815,19.02815,19.02815,19.352399,19.352399,
622.7895,19.125303,19.719356,19.764641,19.28125,19.187651,19.327746,19.248183,19.030644,19,19.249546,19.171799,19.109451,19.65519,19.484602,18.921648,18.921648,18.921648,19.265852,19.265852,18.906553,18.906553,18.906553,19.21875,19.21875,
623.0711,19.018405,19.564353,19.792371,19.207759,19.215043,19.479741,19.71319,19.229741,19.146983,19.358448,19.246293,19.167241,19.78681,19.34931,19.115733,19.115733,19.115733,19.21875,19.21875,18.858448,18.858448,18.858448,19.277543,19.277543,
623.3526,19.121068,19.323544,19.344503,19.041918,19.198168,19.3271,19.646335,19.340194,19.257112,19.291918,19.049406,19.291541,19.701347,19.305388,19.405874,19.405874,19.405874,19.191056,19.191056,18.971929,18.971929,18.971929,19.288362,19.288362,
623.6342,19.416466,18.958534,19.018254,18.807543,19.09375,18.836315,19.268556,19.362004,19.174504,19.135517,18.62778,19.317759,19.71875,19.362004,19.640474,19.640474,19.640474,19.143254,19.143254,19.119741,19.119741,19.119741,19.010819,19.010819,
623.9158,19.35605,18.885365,19.279315,18.625,19.360921,18.987545,19.213412,19.222309,19.168394,19.220374,18.5,19.28125,19.609453,19.270885,19.725712,19.725712,19.725712,19.282874,19.282874,19.168394,19.168394,19.168394,18.658029,18.658029,
624.1973,19.087712,18.887076,19.617118,18.726632,19.758665,19.452987,19.398368,18.997373,19.1875,19.412288,18.5,19.292542,19.403623,19.15625,19.777839,19.777839,19.777839,19.440911,19.440911,19.1875,19.1875,19.1875,18.698009,18.698009,
624.4789,19.208381,18.666619,19.301773,19.052417,19.603904,19.062428,19.145666,18.989703,19.229262,19.176773,18.5,19.354262,19.312428,19.124928,19.801773,19.801773,19.801773,19.249928,19.249928,19.197941,19.197941,19.197941,19.021024,19.021024,
624.7604,19.317119,18.692119,18.983308,19.4684,19.336646,19.038354,18.980823,19.199223,19.274146,18.954192,18.547942,19.389558,19.230823,19.024146,19.358658,19.358658,19.358658,19.168323,19.168323,19.189985,19.189985,19.189985,19.197088,19.197088,
625.0420,19.512431,18.904904,18.918681,19.784945,19.258736,19.125,18.954973,19.402555,19.213709,18.957665,18.761085,19.316195,19.196236,19.024863,19.047376,19.047376,19.047376,19.168681,19.168681,19.037637,19.037637,19.037637,19.175069,19.175069,
625.3236,19.648652,19.0625,19.062786,19.827697,19.312786,19.061929,19,19.249429,19.297018,18.734803,19.054902,19.422018,19.242402,19.39191,19.423446,19.423446,19.423446,19.249714,19.249714,18.820384,18.820384,18.820384,19.030964,19.030964,
625.6051,19.648436,19.027343,19.191407,19.596092,19.385156,18.811718,18.971874,19.0625,19.329687,18.896094,19.089843,19.454687,19.319531,19.798437,19.9375,19.9375,19.9375,19.099999,19.099999,18.956252,18.956252,18.956252,18.909374,18.909374,
625.8867,19.319748,18.887714,19.324857,19.219463,19.324857,18.637001,18.850285,19.173717,19.28125,19.005822,18.950214,19.40625,19.374644,19.644961,19.783031,19.783031,19.783031,18.900071,18.900071,19.417895,19.417895,19.417895,18.86193,18.86193,
626.1683,19.059291,18.855108,19.433586,19.037987,19.257829,18.940323,18.840541,19.630326,19.212013,19.065709,18.92826,19.337013,19.372177,19.202772,19.214836,19.214836,19.214836,18.976193,18.976193,19.617557,19.617557,19.617557,19.067826,19.067826,
626.4498,19.446323,19.040135,19.682966,19.343689,18.776961,19.45962,19.330454,19.683088,18.91973,18.629473,19.1875,19.013419,18.754473,19.125,19.468689,19.468689,19.468689,19.441912,19.441912,19.138419,19.138419,19.138419,19.053493,19.053493,
626.7314,19.15034,18.94969,19.42893,19.13453,19.4211,18.81117,19.63948,19.84375,19.19112,18.68159,19.18388,19.11185,18.82469,19.125,19.29935,19.29935,19.29935,19.25229,19.25229,19.22237,19.22237,19.22237,18.80164,18.80164,
627.0129,19.374185,19.303385,19.130534,18.996418,20.238933,18.587402,19.741699,19.796714,19.213216,18.880534,19.15625,19.230632,19.164551,19.133301,19.443034,19.443034,19.443034,19.045084,19.045084,19.238933,19.238933,19.238933,18.721517,18.721517,
627.2945,19.683673,19.533164,19.195154,19.311867,20.121173,18.868626,19.663904,19.28571,19.144769,18.948981,19.142855,19.046559,19.259568,19.220664,19.501914,19.501914,19.501914,19.212376,19.212376,19.119259,19.119259,19.119259,18.767222,18.767222,
627.5761,19.611218,19.558259,19.31356,19.784431,20.056139,19.237278,19.790792,18.865458,18.979352,19.12394,18.932199,19.295032,19.402009,19.25,19.525949,19.525949,19.525949,19.599051,19.599051,19.027009,19.027009,19.027009,19.035491,19.035491,
627.8576,19.217303,19.440394,19.34189,19.87314,19.872726,18.875827,20.062707,18.596024,19.279803,19.093543,18.778976,19.685846,19.283317,19.249587,19.372726,19.372726,19.372726,19.747726,19.747726,18.906663,18.906663,18.906663,19.156663,19.156663,
628.1392,19.004528,19.865944,19.068322,19.599572,19.538366,18.997412,20.093103,18.930384,19.067028,19.063147,18.444616,19.442675,19.587281,19.188794,19.038366,19.038366,19.038366,19.413366,19.413366,18.967456,18.967456,18.967456,19.217456,19.217456,
628.4207,19.089248,20.529487,18.943502,19.177258,19.233756,19.029749,19.855755,19.383741,18.497261,19.0625,18.318502,19.080507,19.564001,19.246999,19.060999,19.060999,19.060999,19.138505,19.138505,18.96875,18.96875,18.96875,19.248499,19.248499,
628.7023,19.353811,19.69563,18.706335,18.925085,19.68108,18.915667,19.005776,19.232876,18.902185,19.120291,19.294952,19.178083,19.793665,19.04773,19.322561,19.322561,19.322561,19.096104,19.096104,19.199915,19.199915,19.199915,18.816565,18.816565,
628.9839,19.318916,19.653042,18.911834,19.046459,19.494416,18.962334,19.217918,18.938332,18.965542,19.040875,19.262833,19.299667,19.307748,18.947125,19.175499,19.175499,19.175499,19.346126,19.346126,19.358959,19.358959,19.358959,19.229919,19.229919,
629.2654,19.3125,19.792189,19.399693,19.198439,19.278435,19.159065,19.059685,18.960626,18.995938,18.732184,18.896558,19.176561,18.950934,18.991876,19.101874,19.101874,19.101874,19.184685,19.184685,19.184685,19.184685,19.184685,19.825007,19.825007,
629.5470,19.259832,19.759832,19.574085,19.429421,19.144665,19.477172,18.68891,19.126753,19.026334,18.740168,18.738415,19.024581,18.958918,19.263338,19.041082,19.041082,19.041082,18.971913,18.971913,18.81391,18.81391,18.81391,19.853582,19.853582,
629.8285,19.377399,19.622601,19.389912,19.51971,19.048561,19.50577,18.65048,19.691325,18.954811,18.80096,18.69327,18.592324,19.147108,19.414419,19.337007,19.337007,19.337007,19.141338,19.141338,18.877399,18.877399,18.877399,19.359635,19.359635,
630.1101,19.455501,19.322868,19.245248,19.53125,18.883496,19.081365,19.001009,19.935628,18.962126,18.8125,18.662874,18.5,19.064372,19.462126,19.554004,19.554004,19.554004,19.458382,19.458382,19.324885,19.324885,19.324885,18.880616,18.880616,
630.3917,19.088407,19.178686,19.147436,19.150907,18.938836,18.873664,19.236378,19.422008,18.992521,18.741186,18.680021,18.286057,18.983707,18.96955,19.617521,19.617521,19.617521,19.53125,19.53125,19.580128,19.580128,19.580128,18.828793,18.828793,
630.6732,18.945833,18.972913,19.147917,18.985416,19.106253,19.050004,19.166664,18.974994,19.068751,18.649999,18.733334,18.310419,18.854164,18.65208,19.602083,19.602083,19.602083,19.095824,19.095824,19.46458,19.46458,19.46458,18.935419,18.935419,
630.9548,18.981626,19.546073,19.244501,19.454133,19.244501,19.566257,19.058811,19.18388,19.270253,18.404372,19.21332,18.762944,19.077254,18.946756,19.527561,19.527561,19.527561,18.9375,18.9375,19.295936,19.295936,19.295936,18.990813,18.990813,
631.2364,19.084834,19.515581,19.323667,19.444165,19.429709,19.643958,18.734331,19.164041,19.407375,18.503376,19.215374,19.255627,19.166292,19.327043,19.648459,19.648459,19.648459,18.555747,18.555747,19.165166,19.165166,19.165166,19,19,
631.5179,19.084292,19.171459,19.364104,19.018084,19.438938,19.227376,19.000832,18.727376,19.274667,19.082249,18.921459,19.569083,19.319083,19.4375,19.596625,19.596625,19.596625,18.354646,18.354646,19.084292,19.084292,19.084292,19.020354,19.020354,
631.7995,19.296496,19.082,19.121504,18.785251,19.367251,18.933752,19.374748,18.433752,19.012003,19.070754,18.773501,19.188257,19.367251,19.067006,19.219255,19.219255,19.219255,18.441248,18.441248,19.023501,19.023501,19.023501,18.953251,18.953251,
632.0810,19.623952,19.429364,19.117912,18.805936,19.194588,18.83771,19.543331,18.654679,18.813024,18.962186,18.936452,18.831669,19.34375,18.787814,18.900733,18.900733,18.900733,18.686452,18.686452,19.223743,19.223743,19.223743,18.775733,18.775733,
632.3626,19.678837,19.798576,19.414449,18.986076,19.004796,18.848082,19.380261,19.217356,19.141397,19.177908,19.115872,18.905785,19.361541,18.98128,18.990408,18.990408,18.990408,18.759128,18.759128,19.446163,19.446163,19.446163,18.705291,18.705291,
632.6442,19.455637,19.703015,19.5625,19.110686,19.089927,18.807255,19.286495,19.466127,19.522181,19.329436,19.207059,19.304853,19.459681,19.545785,19.141936,19.141936,19.141936,18.972794,18.972794,19.483064,19.483064,19.483064,18.85424,18.85424,
632.9257,19.232091,19.370432,19.321273,19.076755,19.363486,18.862572,19.649304,19.115864,19.529423,19.327668,19.201755,19.658991,19.466923,19.891082,19.108005,19.108005,19.108005,19.380481,19.380481,19.404423,19.404423,19.404423,19.033077,19.033077,
633.2073,19.262841,19.203523,19.322159,18.726704,19.241136,18.588068,19.800455,18.888636,19.362159,19.297273,19.262841,19.430227,19.528068,19.662614,19.199545,19.199545,19.199545,19.471136,19.471136,19.282841,19.282841,19.282841,19.139432,19.139432,
633.4888,19.446864,18.986281,19.619991,18.420623,18.940004,18.288109,19.526895,18.940004,19.221254,19.252504,19.418118,19.007513,19.641877,19.291268,19.473105,19.473105,19.473105,19.260018,19.260018,19.233123,19.233123,19.233123,19.173127,19.173127,
633.7704,19.517732,18.763518,19.646945,18.410463,18.919768,18.514396,19.239817,18.82514,19.092872,19.191713,19.38764,18.892732,19.435744,19.07514,19.652037,19.652037,19.652037,18.976299,18.976299,19.114817,19.114817,19.114817,19.129213,19.129213,
634.0520,19.5,18.971206,19.530431,18.539629,19.026146,18.668914,19.087828,18.693422,18.930759,19.130922,19.268586,18.938319,19.162172,18.918095,19.611517,19.611517,19.611517,18.755922,18.755922,18.874181,18.874181,18.874181,18.967112,18.967112,
634.3335,19.535428,19.427139,19.378454,18.816678,19.179869,18.699309,19.148619,18.609013,18.898619,19.129178,19.226381,19.113915,19.006907,18.902796,19.34648,19.34648,19.34648,18.71875,18.71875,18.911152,18.911152,18.911152,18.698585,18.698585,
634.6151,19.462292,19.543473,19.270295,18.787362,19.120157,18.784479,19.231319,18.629843,19.025138,19.242274,19.121771,19.260955,18.845364,19.02191,18.995157,18.995157,18.995157,18.74066,18.74066,19.289322,19.289322,19.289322,18.518681,18.518681,
634.8967,19.198549,19.036944,19.229799,18.665401,18.917299,18.956752,19.272099,18.883202,19.207701,19.444754,18.939398,19.160046,18.805246,19.102901,18.903403,18.903403,18.903403,18.77115,18.77115,19.482646,19.482646,19.482646,18.4274,18.4274,
635.1782,19.128512,18.591528,19.196746,18.833213,19.032181,19.127222,19.169008,19.105217,19.240754,19.70248,18.794008,18.915496,18.584504,19.150516,19.167717,19.167717,19.167717,18.740754,18.740754,19.120557,19.120557,19.120557,18.45248,18.45248,
635.4598,19.28068,18.513024,19.025744,19.115166,19.29716,19.39034,19.158566,19.264467,19.143226,19.577537,18.75,18.971066,18.5625,19.112849,19.23466,19.23466,19.23466,18.660009,18.660009,18.837675,18.837675,18.837675,18.797463,18.797463,
635.7413,19.837314,18.899643,18.597984,19.328676,19.05276,19.574442,19.144479,19.16599,18.945037,18.945037,18.817835,19.085112,18.592649,19.30276,18.952574,18.952574,18.952574,18.560298,18.560298,18.891176,18.891176,18.891176,19.445037,19.445037,
636.0229,19.678653,19.542262,18.939665,19.214421,19.17197,19.158604,18.785768,18.993317,18.982116,18.955384,19.011201,19.169616,18.761012,19.495482,19.026732,19.026732,19.026732,18.776732,18.776732,18.84375,18.84375,18.84375,19.508847,19.508847,
636.3045,19.525421,19.690098,19.010042,18.945435,19,18.908357,18.804073,18.997893,19.03125,18.900421,18.931671,19.195435,19.042907,19.605407,19.148315,19.148315,19.148315,18.898315,18.898315,18.837921,18.837921,18.837921,19.673736,19.673736,
636.5860,19.470153,19.15625,18.721557,18.84375,19.019898,18.801148,19.342347,19.115051,19.016327,18.870026,18.931122,19.113648,19.09375,19.616454,19.240051,19.240051,19.240051,18.985077,18.985077,18.8125,18.8125,18.8125,19.75,19.75,
636.8676,19.324861,19.168611,18.443333,18.856111,19.178564,18.914491,19.409353,19.017177,18.953981,18.856111,19.087222,19.177547,19.040186,19.377408,19.162778,19.162778,19.162778,18.90625,18.90625,18.81662,18.81662,18.81662,19.717038,19.717038,
637.1491,19.389919,19.263065,18.743026,18.895039,19.482257,18.988347,18.799435,18.764477,19.055968,18.950565,19.201007,18.909516,18.697299,19.16137,19.006532,19.006532,19.006532,18.93238,18.93238,18.84375,18.84375,18.84375,19.467338,19.467338,
637.4307,19.225878,19.358114,19.252521,18.492654,18.999782,19.161074,18.711622,19.192433,19.02171,19.074561,18.735418,18.9375,18.815021,18.942324,19.072149,19.072149,19.072149,19.170723,19.170723,18.84375,18.84375,18.84375,19.170614,19.170614,
637.7123,18.951525,19.168716,19.637551,18.082674,18.288957,19.204725,19.023374,19.593834,19.259434,19.226541,18.207758,18.957758,19.231216,19.023374,19.224899,19.224899,19.224899,19.3531,19.3531,18.859333,18.859333,18.859333,18.990566,18.990566,
637.9938,19.208183,19.397797,19.277728,19.055456,19.034068,18.939613,19.458183,19,18.850794,19.369365,18.611361,19.34375,19.46241,19.460297,19.928342,19.928342,19.928342,19.529137,19.529137,19.164703,19.164703,19.164703,19.408363,19.408363,
638.2754,18.75224,19.033042,19.125747,18.751493,19.155653,19.030802,19.00224,19,19.154757,19.126195,19.371267,19.34375,19.188844,19.095542,19.533191,19.533191,19.533191,19.437948,19.437948,19.529458,19.529458,19.529458,19.499552,19.499552,
638.5570,18.780247,19.03125,19.064506,18.870988,19.126003,18.789274,19.090741,19.030247,19.005015,19.155247,19.405247,19.434491,18.88503,19.09375,19.319521,19.319521,19.319521,19.256018,19.256018,19.410262,19.410262,19.410262,19.318518,19.318518,
638.8385,19.045791,19.648512,18.944926,19.05136,19.154393,18.78125,19.711012,19.090037,18.706066,19.303217,18.847775,19.61386,18.845607,19.505258,19.283107,19.283107,19.283107,19.07364,19.07364,18.965349,18.965349,18.965349,19.106746,19.106746,
639.1201,19.347899,19.373561,18.99458,18.777101,19.07063,18.981029,19.66438,19.20791,18.8302,19.112721,18.92666,19.311061,19.129149,19.67395,19.42395,19.42395,19.42395,19.09104,19.09104,18.9375,18.9375,18.9375,18.779811,18.779811,
639.4016,19.29194,18.734646,19.221492,18.611567,18.896381,19.08306,18.991773,19.163377,19.259048,18.733825,19.601977,19.36431,19.377742,19.355261,19.409813,19.409813,19.409813,19.121437,19.121437,19.186679,19.186679,19.186679,18.805373,18.805373,
639.6832,19.12025,18.522084,19.357333,18.566917,18.982333,19.227916,19.281916,18.968417,19.795499,18.929,20.036333,19.643333,19.674583,19.258833,19.24525,19.24525,19.24525,19.286,19.286,19.701749,19.701749,19.701749,19.054,19.054,
639.9648,19.249631,18.967642,19.42696,19.082103,19.129901,19.22402,20.045213,18.96348,19.82304,19.462372,19.574147,19.817401,19.66679,19.431861,19.036889,19.036889,19.036889,19.520341,19.520341,19.677329,19.677329,19.677329,19.431492,19.431492,
640.2463,18.979725,19.0625,19.61339,19.338263,19.281885,19.269004,19.308052,19.019004,19.20945,19.411737,19.46875,20.170402,19.153708,19.46875,19.628177,19.628177,19.628177,19.537373,19.537373,19.279344,19.279344,19.279344,19.600508,19.600508,
640.5279,19.416008,18.746935,19.486331,19.399274,19.506694,19.28125,19.336492,19.03125,19.013952,19.496371,19.395927,19.764516,19.055524,19.493024,19.684153,19.684153,19.684153,19.118589,19.118589,19.357419,19.357419,19.357419,19.382258,19.382258,
640.8094,20.030928,18.960728,19.484343,19.476514,19.585921,19.398357,19.429671,19.078093,18.953157,19.788886,19.398421,19.203414,19.343557,19.523421,19.539143,19.539143,19.539143,18.648679,18.648679,19.617043,19.617043,19.617043,19.14855,19.14855,
641.0910,19.848968,19.355894,19.612844,19.567706,19.684025,19.414931,19.324656,19.184025,19.050344,20.123257,19.541663,19.333325,19.4375,19.440975,19.364587,19.364587,19.364587,18.824644,18.824644,19.777775,19.777775,19.777775,19.071181,19.071181,
641.3726,19.306141,19.512183,19.504236,19.724048,19.653601,19.058789,19.10752,19.262183,19.310913,19.827857,19.876062,19.546081,19.372351,19.275952,19.247351,19.247351,19.247351,19.198095,19.198095,19.703919,19.703919,19.703919,19.214514,19.214514,
641.6541,19.250184,19.301747,19.207997,19.822978,19.416361,18.488971,18.989522,19.114339,19.447978,19.364155,19.89568,19.531158,19.23943,19.156158,19.260478,19.260478,19.260478,19.3125,19.3125,19.447611,19.447611,19.447611,19.343842,19.343842,
