,Live Spectrum 26-10-2023 13:37:32,Live Spectrum 26-10-2023 13:37:33,Live Spectrum 26-10-2023 13:37:34,Live Spectrum 26-10-2023 13:37:34,Live Spectrum 26-10-2023 13:37:34,Live Spectrum 26-10-2023 13:37:34,Live Spectrum 26-10-2023 13:37:35,Live Spectrum 26-10-2023 13:37:35,Live Spectrum 26-10-2023 13:37:35,Live Spectrum 26-10-2023 13:37:35,Live Spectrum 26-10-2023 13:37:35,Live Spectrum 26-10-2023 13:37:35,Live Spectrum 26-10-2023 13:37:36,Live Spectrum 26-10-2023 13:37:36,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
657.9847,17.400043,17.38763,16.865907,17.76263,17.76263,16.96276,16.96276,16.96276,17.496897,17.496897,17.496897,17.572027,17.572027,17.572027,
658.2663,17.373243,17.198332,16.502269,17.575601,17.575601,16.622731,16.622731,16.622731,17.477825,17.477825,17.477825,17.361388,17.361388,17.361388,
658.5478,17.719876,16.915983,16.539857,17.382481,17.382481,16.651129,16.651129,16.651129,17.598053,17.598053,17.598053,17.176024,17.176024,17.176024,
658.8294,17.093149,16.466948,16.724157,18.185097,18.185097,17.839545,17.839545,17.839545,17.6875,17.6875,17.6875,16.939903,16.939903,16.939903,
659.1109,17.062733,16.375698,16.997907,18.06343,18.06343,17.626628,17.626628,17.626628,17.6875,17.6875,17.6875,17.06157,17.06157,17.06157,
659.3925,17.002131,16.163707,17.060369,18.002131,18.002131,17.202414,17.202414,17.202414,17.627131,17.627131,17.627131,17.183239,17.183239,17.183239,
659.6741,17.058705,16.126898,16.710271,17.970648,17.970648,16.805919,16.805919,16.805919,17.771762,17.771762,17.771762,17.07009,17.07009,17.07009,
659.9556,17.176582,16.267603,16.6875,18.054312,18.054312,16.838291,16.838291,16.838291,17.581606,17.581606,17.581606,17.176582,17.176582,17.176582,
660.2372,17.215189,16.447385,16.909014,18.145568,18.145568,17.037575,17.037575,17.037575,17.451743,17.451743,17.451743,17.076743,17.076743,17.076743,
660.5187,17.111316,16.656759,17.179225,18.048816,18.048816,17.545951,17.545951,17.545951,17.410642,17.410642,17.410642,17.357942,17.357942,17.357942,
660.8003,17.015666,16.81764,17.192722,18.057278,18.057278,17.963364,17.963364,17.963364,17.432278,17.432278,17.432278,17.718586,17.718586,17.718586,
661.0819,17.125991,16.642165,16.91032,17.760122,17.760122,17.300503,17.300503,17.300503,17.639085,17.639085,17.639085,17.78125,17.78125,17.78125,
661.3634,17.058775,16.910545,16.746275,17.638762,17.638762,17.173738,17.173738,17.173738,17.638762,17.638762,17.638762,17.805619,17.805619,17.805619,
661.6450,17.05479,17.04708,16.60105,17.34252,17.34252,17.44644,17.44644,17.44644,17.76624,17.76624,17.76624,17.83604,17.83604,17.83604,
661.9266,16.994365,16.971653,16.607923,17.091018,17.091018,17.644808,17.644808,17.644808,17.471825,17.471825,17.471825,17.752903,17.752903,17.752903,
662.2081,16.946866,16.981268,16.646884,16.921831,16.921831,17.468661,17.468661,17.468661,16.993608,16.993608,16.993608,17.456144,17.456144,17.456144,
662.4897,17.00067,17.147396,16.59308,16.917113,16.917113,16.953868,16.953868,16.953868,16.801637,16.801637,16.801637,17.238467,17.238467,17.238467,
662.7712,17.213319,17.036681,16.54227,16.553133,16.553133,16.547702,16.547702,16.547702,17.125157,17.125157,17.125157,17.16727,17.16727,17.16727,
663.0528,17.351307,16.646445,16.453635,16.304943,16.304943,16.689747,16.689747,16.689747,17.545344,17.545344,17.545344,17.311479,17.311479,17.311479,
663.3344,17.56078,16.765998,16.610608,17.172993,17.172993,16.918062,16.918062,16.918062,17.613188,17.613188,17.613188,17.257626,17.257626,17.257626,
663.6159,17.669747,16.986503,16.75,17.870014,17.870014,17.057514,17.057514,17.057514,17.598006,17.598006,17.598006,17.085239,17.085239,17.085239,
663.8975,17.588537,17.033857,16.665358,17.954428,17.954428,17.209642,17.209642,17.209642,17.625,17.625,17.625,17.098963,17.098963,17.098963,
664.1790,17.466833,17.143021,16.642063,18.000959,18.000959,17.297354,17.297354,17.297354,17.608896,17.608896,17.608896,17.236771,17.236771,17.236771,
664.4606,17.467373,17.279873,16.718062,17.939565,17.939565,17.205534,17.205534,17.205534,17.547907,17.547907,17.547907,17.190253,17.190253,17.190253,
664.7422,17.487876,17.358208,16.721084,17.800376,17.800376,16.934712,16.934712,16.934712,17.398794,17.398794,17.398794,17.033584,17.033584,17.033584,
665.0237,17.423864,17.375,16.496601,17.736364,17.736364,16.559101,16.559101,16.559101,17.322157,17.322157,17.322157,16.90455,16.90455,16.90455,
665.3053,17.367808,17.285302,16.211558,17.680308,17.680308,16.235616,16.235616,16.235616,17.451884,17.451884,17.451884,16.691552,16.691552,16.691552,
665.5869,17.408442,17.084293,16.336142,17.660978,17.660978,16.496777,16.496777,16.496777,17.370615,17.370615,17.370615,16.538514,16.538514,16.538514,
665.8684,17.495466,16.857027,16.747895,17.71875,17.71875,17.049061,17.049061,17.049061,17.028983,17.028983,17.028983,16.589378,16.589378,16.589378,
666.1500,17.250772,16.511318,17.010159,17.687693,17.687693,16.937693,16.937693,16.937693,16.999807,16.999807,16.999807,16.812114,16.812114,16.812114,
666.4315,17.057198,16.399876,16.969822,17.605934,17.605934,16.875,16.875,16.875,17.100632,17.100632,17.100632,16.975632,16.975632,16.975632,
666.7131,17.170072,16.890928,16.609072,17.527643,17.527643,16.892428,16.892428,16.892428,17.135215,17.135215,17.135215,17.001501,17.001501,17.001501,
666.9947,17.172376,17.101646,16.516794,17.413812,17.413812,16.9375,16.9375,16.9375,16.976312,16.976312,16.976312,16.859542,16.859542,16.859542,
667.2762,17.319579,17.089607,16.949928,17.272965,17.272965,16.909186,16.909186,16.909186,16.9558,16.9558,16.9558,16.920407,16.920407,16.920407,
667.5578,17.337488,16.987535,17.3125,16.987419,16.987419,16.743623,16.743623,16.743623,17.168831,17.168831,17.168831,17.00632,17.00632,17.00632,
667.8393,17.345172,17.15507,17.258047,16.899625,16.899625,16.583101,16.583101,16.583101,17.294742,17.294742,17.294742,17.025563,17.025563,17.025563,
668.1209,17.509259,17.612269,16.981481,17.349537,17.349537,17.083333,17.083333,17.083333,17.108796,17.108796,17.108796,16.41088,16.41088,16.41088,
668.4025,17.573944,17.676789,16.855927,17.570129,17.570129,16.805604,16.805604,16.805604,17.386444,17.386444,17.386444,16.475646,16.475646,16.475646,
668.6840,17.683252,17.353998,16.739752,17.594998,17.594998,16.53125,16.53125,16.53125,17.420746,17.420746,17.420746,16.753,16.753,16.753,
668.9656,17.957179,17.145317,16.9375,17.323433,17.323433,16.57498,16.57498,16.57498,16.957817,16.957817,16.957817,16.78781,16.78781,16.78781,
669.2471,18.213256,16.99176,16.940247,17.485231,17.485231,17.161744,17.161744,17.161744,16.823487,16.823487,16.823487,16.87912,16.87912,16.87912,
669.5287,18.086457,16.811939,16.994951,17.835896,17.835896,17.278445,17.278445,17.278445,17.064744,17.064744,17.064744,16.96875,16.96875,16.96875,
669.8103,17.69076,16.781501,16.721007,17.409761,17.409761,17.126254,17.126254,17.126254,17.186497,17.186497,17.186497,16.96875,16.96875,16.96875,
670.0918,17.445995,16.871814,16.537621,16.711923,16.711923,16.762742,16.762742,16.762742,17.006371,17.006371,17.006371,16.908374,16.908374,16.908374,
670.3734,17.496255,17.110022,16.501872,17.186921,17.186921,17.043777,17.043777,17.043777,17,17,17,15.87803,15.87803,15.87803,
670.6550,17.042912,17.324976,16.671408,17.333022,17.333022,17.20534,17.20534,17.20534,17.228544,17.228544,17.228544,16.555268,16.555268,16.555268,
670.9365,16.694652,17.538062,16.6875,17.066161,17.066161,17.079955,17.079955,17.079955,17.027929,17.027929,17.027929,17.235696,17.235696,17.235696,
671.2181,16.737102,17.535549,16.471896,16.896497,16.896497,16.792994,16.792994,16.792994,16.487939,16.487939,16.487939,17.3125,17.3125,17.3125,
671.4996,16.645428,17.295964,16.306786,17.031857,17.031857,16.567,16.567,16.567,16.458536,16.458536,16.458536,17.1295,17.1295,17.1295,
671.7812,16.954367,17.25,16.28125,17.265187,17.265187,16.733937,16.733937,16.733937,16.975468,16.975468,16.975468,16.840391,16.840391,16.840391,
672.0628,16.957661,17.27453,16.354839,16.920026,16.920026,16.732191,16.732191,16.732191,17.412635,17.412635,17.412635,16.928428,16.928428,16.928428,
672.3443,16.676535,17.257526,16.469896,16.361743,16.361743,16.410337,16.410337,16.410337,17.310207,17.310207,17.310207,17.229715,17.229715,17.229715,
672.6259,17.258407,16.654101,16.79795,17.08968,17.08968,16.518773,16.518773,16.518773,17.135404,17.135404,17.135404,16.854116,16.854116,16.854116,
672.9074,17.433655,16.658651,16.90625,17.428365,17.428365,16.770671,16.770671,16.770671,17.248556,17.248556,17.248556,16.709615,16.709615,16.709615,
673.1890,17.384938,17.197545,16.90625,17.352253,17.352253,17.014243,17.014243,17.014243,17.355123,17.355123,17.355123,16.697438,16.697438,16.697438,
673.4706,17.292964,17.590831,16.885741,17.148428,17.148428,16.827133,16.827133,16.827133,17.251946,17.251946,17.251946,16.666991,16.666991,16.666991,
673.7521,17.190879,17.372187,16.815879,16.766895,16.766895,16.6875,16.6875,16.6875,16.931309,16.931309,16.931309,16.754785,16.754785,16.754785,
674.0337,17.061721,16.771572,16.800156,16.555938,16.555938,16.952182,16.952182,16.952182,16.667815,16.667815,16.667815,16.736877,16.736877,16.736877,
674.3153,16.818946,16.73537,16.758184,16.947673,16.947673,17.287948,17.287948,17.287948,16.738593,16.738593,16.738593,16.633184,16.633184,16.633184,
674.5968,16.670194,17.113918,16.71875,17.388445,17.388445,17.319722,17.319722,17.319722,16.999501,16.999501,16.999501,16.386082,16.386082,16.386082,
674.8784,16.85433,17.099677,16.454643,17.417467,17.417467,17.134453,17.134453,17.134453,17.108493,17.108493,17.108493,16.76347,16.76347,16.76347,
675.1599,16.842748,16.921792,16.328709,17.390875,17.390875,17.094084,17.094084,17.094084,17.219418,17.219418,17.219418,17.234292,17.234292,17.234292,
675.4415,16.536962,16.980805,16.28839,17.497144,17.497144,16.664186,16.664186,16.664186,17.388483,17.388483,17.388483,17.099462,17.099462,17.099462,
675.7231,16.349792,17.28833,15.969742,17.633072,17.633072,15.969742,15.969742,15.969742,17.381042,17.381042,17.381042,16.884064,16.884064,16.884064,
676.0046,16.441072,17.482589,15.807887,17.71875,17.71875,16.04762,16.04762,16.04762,17.165997,17.165997,17.165997,16.78125,16.78125,16.78125,
676.2862,16.718867,17.162103,16.031601,17.656133,17.656133,16.719334,16.719334,16.719334,16.906133,16.906133,16.906133,16.793773,16.793773,16.793773,
676.5677,16.859416,16.656085,16.371145,17.515584,17.515584,17.339978,17.339978,17.339978,16.859416,16.859416,16.859416,16.800771,16.800771,16.800771,
676.8493,16.882822,16.398428,16.435943,17.393758,17.393758,17.429717,17.429717,17.429717,16.981242,16.981242,16.981242,16.803121,16.803121,16.803121,
677.1309,16.96382,16.571,16.547427,17.12993,17.12993,17.003287,17.003287,17.003287,17.032072,17.032072,17.032072,16.610466,16.610466,16.610466,
677.4124,17.315697,16.700048,16.90625,16.778053,16.778053,16.768702,16.768702,16.768702,17.062259,17.062259,17.062259,16.218509,16.218509,16.218509,
677.6940,17.172962,16.639131,16.846332,16.809511,16.809511,16.855299,16.855299,16.855299,17.298369,17.298369,17.298369,16.505978,16.505978,16.505978,
677.9756,16.984289,16.617058,16.664192,16.633286,16.633286,16.999828,16.999828,16.999828,17.351519,17.351519,17.351519,16.703039,16.703039,16.703039,
678.2571,16.975411,16.785219,16.55885,16.39594,16.39594,17.156569,17.156569,17.156569,17.375,17.375,17.375,16.701141,16.701141,16.701141,
678.5387,16.812206,17.168339,16.480839,16.555427,16.555427,17.300705,17.300705,17.300705,17.368809,17.368809,17.368809,16.525059,16.525059,16.525059,
678.8202,16.95371,17.381574,16.661653,16.911653,16.911653,16.972983,16.972983,16.972983,17.322136,17.322136,17.322136,16.527017,16.527017,16.527017,
679.1018,17.045099,17.585582,16.705966,16.895953,16.895953,16.857599,16.857599,16.857599,17.181819,17.181819,17.181819,16.679332,16.679332,16.679332,
679.3834,17.094358,17.71109,16.712915,16.633269,16.633269,16.983462,16.983462,16.983462,17.056845,17.056845,17.056845,16.801009,16.801009,16.801009,
679.6649,16.862821,17.574038,16.024359,16.496154,16.496154,17.300321,17.300321,17.300321,17.623558,17.623558,17.623558,16.71266,16.71266,16.71266,
679.9465,16.75226,16.796677,16.281645,16.756781,16.756781,17.173938,17.173938,17.173938,17.013167,17.013167,17.013167,16.65851,16.65851,16.65851,
680.2280,16.77682,16.633623,16.696361,16.845227,16.845227,16.997046,16.997046,16.997046,16.796018,16.796018,16.796018,16.693407,16.693407,16.693407,
680.5096,16.6875,17.44097,16.872224,16.872918,16.872918,16.934724,16.934724,16.934724,17.09375,17.09375,17.09375,16.811112,16.811112,16.811112,
680.7912,16.6875,17.59331,16.750352,16.781514,16.781514,16.812852,16.812852,16.812852,17.09375,17.09375,17.09375,16.750176,16.750176,16.750176,
681.0727,16.778643,17.168415,16.567714,16.902774,16.902774,16.964405,16.964405,16.964405,16.881082,16.881082,16.881082,16.780381,16.780381,16.780381,
681.3543,17.047658,16.949043,16.621702,17.291062,17.291062,16.939149,16.939149,16.939149,17.111807,17.111807,17.111807,17.018057,17.018057,17.018057,
681.6359,17.120143,17.312182,16.740287,17.456608,17.456608,17.052787,17.052787,17.052787,17.413217,17.413217,17.413217,17.20418,17.20418,17.20418,
681.9174,16.480004,16.614624,16.553697,17.21636,17.21636,16.109028,16.109028,16.109028,16.568157,16.568157,16.568157,16.770057,16.770057,16.770057,
682.1990,16.73344,16.613047,16.940237,17.405627,17.405627,16.054532,16.054532,16.054532,16.659611,16.659611,16.659611,16.473358,16.473358,16.473358,
682.4805,16.860718,16.519043,17.317871,17.4375,17.4375,16.300903,16.300903,16.300903,16.978882,16.978882,16.978882,16.463989,16.463989,16.463989,
682.7621,17.183563,16.345719,17.143578,17.540354,17.540354,16.395177,16.395177,16.395177,17.082677,17.082677,17.082677,16.880167,16.880167,16.880167,
683.0437,17.324816,16.412255,16.769546,17.462745,17.462745,17.004781,17.004781,17.004781,16.944117,16.944117,16.944117,17.268015,17.268015,17.268015,
683.3252,17.271255,16.38917,16.470016,17.461665,17.461665,17.277075,17.277075,17.277075,16.85792,16.85792,16.85792,16.932946,16.932946,16.932946,
683.6068,17.179824,16.445176,16.569994,17.164654,17.164654,17.42946,17.42946,17.42946,17.07767,17.07767,17.07767,16.46162,16.46162,16.46162,
683.8883,16.99791,16.58185,16.941679,16.97202,16.97202,17.46875,17.46875,17.46875,17.24673,17.24673,17.24673,16.43423,16.43423,16.43423,
684.1699,16.74086,16.25357,17.084349,17.352628,17.352628,16.791436,16.791436,16.791436,17.499739,17.499739,17.499739,16.643541,16.643541,16.643541,
684.4515,16.909194,16.662875,17.030514,17.320463,17.320463,16.710787,16.710787,16.710787,17.404042,17.404042,17.404042,16.634435,16.634435,16.634435,
684.7330,17.112488,17.181214,16.837524,17.137512,17.137512,17.015595,17.015595,17.015595,17.048477,17.048477,17.048477,16.553131,16.553131,16.553131,
685.0146,16.921756,17.214794,16.691376,16.937421,16.937421,17.125,17.125,17.125,16.828085,16.828085,16.828085,16.511709,16.511709,16.511709,
685.2962,16.818798,17.043607,16.731345,16.862524,16.862524,16.956035,16.956035,16.956035,16.856345,16.856345,16.856345,16.612643,16.612643,16.612643,
685.5777,16.969802,16.932735,16.673205,17.001052,17.001052,16.789728,16.789728,16.789728,16.816213,16.816213,16.816213,16.795545,16.795545,16.795545,
685.8593,17.286647,16.90625,16.50754,17.386865,17.386865,16.474127,16.474127,16.474127,16.818968,16.818968,16.818968,16.875,16.875,16.875,
686.1408,17.353407,16.790907,16.453978,17.872164,17.872164,16.381821,16.381821,16.381821,16.907955,16.907955,16.907955,16.907955,16.907955,16.907955,
686.4224,17.674281,16.986068,16.73589,17.82661,17.82661,16.609999,16.609999,16.609999,17.000356,17.000356,17.000356,17.110355,17.110355,17.110355,
686.7040,18.048895,17.176589,17.119613,17.442887,17.442887,16.703798,16.703798,16.703798,17.197064,17.197064,17.197064,17.251347,17.251347,17.251347,
686.9855,17.92905,16.97736,17.30676,17.142219,17.142219,16.71588,16.71588,16.71588,17.34375,17.34375,17.34375,17.16199,17.16199,17.16199,
687.2671,17.736314,16.88843,17.186987,16.977789,16.977789,16.803718,16.803718,16.803718,17.169166,17.169166,17.169166,17.066891,17.066891,17.066891,
687.5486,17.441711,16.90625,16.79813,17.14528,17.14528,16.76097,16.76097,16.76097,16.92483,16.92483,16.92483,17.0946,17.0946,17.0946,
687.8302,17.194927,16.977718,16.59375,17.455437,17.455437,16.605661,16.605661,16.605661,17.108744,17.108744,17.108744,17.211323,17.211323,17.211323,
688.1118,17.111635,17.160673,16.761058,17.642885,17.642885,16.580385,16.580385,16.580385,17.470962,17.470962,17.470962,17.283462,17.283462,17.283462,
688.3933,17.114428,17.239661,17.208062,17.520911,17.520911,16.489603,16.489603,16.489603,17.510455,17.510455,17.510455,17.395736,17.395736,17.395736,
688.6749,17.242683,17.223742,17.17218,17.283232,17.283232,16.603735,16.603735,16.603735,17.179497,17.179497,17.179497,17.365015,17.365015,17.365015,
688.9565,17.209573,17.366113,16.499711,16.884177,16.884177,16.844039,16.844039,16.844039,16.575686,16.575686,16.575686,16.955853,16.955853,16.955853,
689.2380,17.376285,17.286814,16.729454,16.823204,16.823204,16.630564,16.630564,16.630564,16.744436,16.744436,16.744436,16.589895,16.589895,16.589895,
689.5196,17.439225,17.110237,16.915356,17.068156,17.068156,16.424462,16.424462,16.424462,16.943156,16.943156,16.943156,16.393694,16.393694,16.393694,
689.8011,17.270822,17.035981,16.810601,17.253798,17.253798,16.195062,16.195062,16.195062,17.07576,17.07576,17.07576,16.66288,16.66288,16.66288,
690.0827,16.982362,16.966897,16.681621,17.517638,17.517638,15.892638,15.892638,15.892638,17.113241,17.113241,17.113241,16.58755,16.58755,16.58755,
690.3643,16.983201,17.08349,16.65625,17.59375,17.59375,16.00466,16.00466,16.00466,17.09328,17.09328,17.09328,16.14599,16.14599,16.14599,
690.6458,17.410054,17.057541,16.686922,17.554314,17.554314,16.191882,16.191882,16.191882,17.241236,17.241236,17.241236,16.128804,16.128804,16.128804,
690.9274,17.639538,17.240557,16.904076,17.218003,17.218003,16.342323,16.342323,16.342323,17.111175,17.111175,17.111175,16.41644,16.41644,16.41644,
691.2089,17.669127,17.403362,17.133665,16.497112,16.497112,17.287027,17.287027,17.287027,16.574575,16.574575,16.574575,16.96875,16.96875,16.96875,
691.4905,16.855711,17.372857,17.223036,16.473036,16.473036,17.335177,17.335177,17.335177,17.015002,17.015002,17.015002,16.970893,16.970893,16.970893,
691.7721,16.617535,17.336754,17.274254,16.529851,16.529851,17.200561,17.200561,17.200561,17.204759,17.204759,17.204759,16.998601,16.998601,16.998601,
692.0536,17.128937,17.186844,17.117126,16.509186,16.509186,16.804626,16.804626,16.804626,16.909531,16.909531,16.909531,16.967438,16.967438,16.967438,
692.3352,17.311986,17.156336,16.751029,16.9363,16.9363,16.438529,16.438529,16.438529,17.062071,17.062071,17.062071,16.906421,16.906421,16.906421,
692.6167,16.825725,17.095403,16.65873,16.998347,16.998347,16.194112,16.194112,16.194112,17.305888,17.305888,17.305888,16.99752,16.99752,16.99752,
692.8983,16.664081,16.85628,16.567199,17.267154,17.267154,16.276551,16.276551,16.276551,17.520286,17.520286,17.520286,16.940632,16.940632,16.940632,
693.1799,17.177263,16.583243,16.50461,17.368086,17.368086,16.33914,16.33914,16.33914,17.386524,17.386524,17.386524,16.821719,16.821719,16.821719,
693.4614,16.767427,16.900992,16.753869,17.262169,17.262169,16.879696,16.879696,16.879696,18.051984,18.051984,18.051984,17.376654,17.376654,17.376654,
693.7430,17.048405,17.377041,16.753779,17.25,17.25,16.882557,16.882557,16.882557,17.822816,17.822816,17.822816,17.190258,17.190258,17.190258,
694.0246,17.307638,17.277084,16.696528,17.330208,17.330208,16.901736,16.901736,16.901736,17.460418,17.460418,17.460418,17.263194,17.263194,17.263194,
694.3061,17.473759,16.937978,16.895515,17.421756,17.421756,17.088263,17.088263,17.088263,17.146231,17.146231,17.146231,17.307252,17.307252,17.307252,
694.5877,17.297849,16.698118,17.089113,17.285887,17.285887,17.175538,17.175538,17.175538,16.916868,16.916868,16.916868,17.363038,17.363038,17.363038,
694.8692,17.151852,16.877082,17.100463,17.029168,17.029168,17.064815,17.064815,17.064815,16.899537,16.899537,16.899537,17.571295,17.571295,17.571295,
695.1508,17.005969,16.913694,16.831882,16.587852,16.587852,16.912219,16.912219,16.912219,17.001475,17.001475,17.001475,17.696418,17.696418,17.696418,
695.4324,16.945673,16.629332,16.588464,16.376444,16.376444,16.713464,16.713464,16.713464,17.008173,17.008173,17.008173,17.903362,17.903362,17.903362,
695.7139,17.16098,16.486554,16.508902,16.611926,16.611926,16.99147,16.99147,16.99147,17.044696,17.044696,17.044696,17.164221,17.164221,17.164221,
695.9955,17.206759,16.576853,16.391897,16.805233,16.805233,16.995276,16.995276,16.995276,16.867914,16.867914,16.867914,16.886991,16.886991,16.886991,
696.2770,17.208395,16.875734,16.281066,17.219851,17.219851,16.833027,16.833027,16.833027,16.760355,16.760355,16.760355,16.927145,16.927145,16.927145,
696.5586,17.480953,17,16.128983,17.628114,17.628114,16.801419,16.801419,16.801419,16.790339,16.790339,16.790339,16.856822,16.856822,16.856822,
696.8402,17.722228,17.155565,15.926381,17.788891,17.788891,16.831946,16.831946,16.831946,17.045848,17.045848,17.045848,16.909728,16.909728,16.909728,
697.1217,17.893588,17.062771,15.937365,17.831223,17.831223,16.918642,16.918642,16.918642,17.206223,17.206223,17.206223,17.081088,17.081088,17.081088,
697.4033,17.84274,17.027507,16.25202,17.645734,17.645734,16.824738,16.824738,16.824738,17.182747,17.182747,17.182747,17.012238,17.012238,17.012238,
697.6849,17.559908,17.145593,16.523906,17.5,17.5,16.545939,16.545939,16.545939,16.931595,16.931595,16.931595,16.958093,16.958093,16.958093,
697.9664,17.422812,17.10469,16.42813,17.317818,17.317818,16.588432,16.588432,16.588432,17.031554,17.031554,17.031554,16.850942,16.850942,16.850942,
698.2480,17.580096,17.205534,16.408002,17.172094,17.172094,16.813376,16.813376,16.813376,17.20203,17.20203,17.20203,16.465245,16.465245,16.465245,
698.5295,17.673368,17.586782,16.743032,17.202627,17.202627,16.920382,16.920382,16.920382,16.988854,16.988854,16.988854,16.339768,16.339768,16.339768,
698.8111,17.480882,17.783676,17.026397,17.21875,17.21875,16.997574,16.997574,16.997574,16.886985,16.886985,16.886985,16.785809,16.785809,16.785809,
699.0927,17.353592,17.489749,17.121145,17.246145,17.246145,17.044947,17.044947,17.044947,16.99229,16.99229,16.99229,17.361711,17.361711,17.361711,
699.3742,17.652952,17.013423,17.169234,17.320203,17.320203,17.010563,17.010563,17.010563,17.140406,17.140406,17.140406,17.365314,17.365314,17.365314,
699.6558,17.926366,16.886134,17.359314,17.338183,17.338183,16.863866,16.863866,16.863866,17.286817,17.286817,17.286817,16.779097,16.779097,16.779097,
699.9373,17.662197,17.231235,17.740617,17.28125,17.28125,16.692191,16.692191,16.692191,17.366873,17.366873,17.366873,16.414377,16.414377,16.414377,
700.2189,17.362841,17.451363,17.55767,17.400625,17.400625,16.604602,16.604602,16.604602,17.26517,17.26517,17.26517,16.450966,16.450966,16.450966,
700.5005,17.423267,17.023559,16.864038,17.655432,17.655432,16.696009,16.696009,16.696009,17.142017,17.142017,17.142017,16.64447,16.64447,16.64447,
700.7820,17.728187,16.755877,17.03837,17.737624,17.737624,16.938121,16.938121,16.938121,17.56962,17.56962,17.56962,16.853808,16.853808,16.853808,
701.0636,17.68888,16.633731,17.361213,17.737593,17.737593,17.077667,17.077667,17.077667,17.770223,17.770223,17.770223,17.076287,17.076287,17.076287,
701.3452,17.483088,16.808762,17.398223,17.608946,17.608946,16.826838,16.826838,16.826838,17.371569,17.371569,17.371569,16.999142,16.999142,16.999142,
701.6267,17.380369,17.374503,17.382324,17.525881,17.525881,16.702147,16.702147,16.702147,16.963381,16.963381,16.963381,16.854984,16.854984,16.854984,
701.9083,17.493378,17.834224,17.340032,17.412872,17.412872,16.802974,16.802974,16.802974,16.943077,16.943077,16.943077,16.694122,16.694122,16.694122,
702.1898,17.433223,18.019408,17.105592,17.449342,17.449342,17.082895,17.082895,17.082895,17.401317,17.401317,17.401317,16.71875,16.71875,16.71875,
702.4714,17.338689,17.780769,17.18758,17.447783,17.447783,17.380061,17.380061,17.380061,17.655929,17.655929,17.655929,16.744859,16.744859,16.744859,
702.7530,17.539052,16.893509,17.316609,17.164882,17.164882,17.102797,17.102797,17.102797,17.017679,17.017679,17.017679,16.865953,16.865953,16.865953,
703.0345,17.04273,17.218114,17.125636,17.015943,17.015943,17.14477,17.14477,17.14477,16.994901,16.994901,16.994901,16.846941,16.846941,16.846941,
703.3161,17.181361,17.431238,16.868676,16.915644,16.915644,17.087549,17.087549,17.087549,17.440693,17.440693,17.440693,17.081225,17.081225,17.081225,
703.5976,17.6875,17.345757,16.53125,17,17,17.319811,17.319811,17.319811,17.75,17.75,17.75,16.963876,16.963876,16.963876,
703.8792,17.668316,16.973841,16.53997,17.001744,17.001744,17.39753,17.39753,17.39753,17.73256,17.73256,17.73256,16.904506,16.904506,16.904506,
704.1608,17.342698,16.522831,16.695919,17.027041,17.027041,17.242634,17.242634,17.242634,17.440657,17.440657,17.440657,16.873948,16.873948,16.873948,
704.4423,17.318654,16.280888,16.940034,16.902992,16.902992,17.02944,17.02944,17.02944,17.534146,17.534146,17.534146,16.841578,16.841578,16.841578,
704.7239,17.83819,16.250327,17.153961,16.627943,16.627943,16.876635,16.876635,16.876635,17.778634,17.778634,17.778634,16.658212,16.658212,16.658212,
705.0055,17.873985,17.278,17.035309,17.411118,17.411118,16.844765,16.844765,16.844765,16.662544,16.662544,16.662544,17.623779,17.623779,17.623779,
705.2870,17.31357,17.135206,17.267642,17.053364,17.053364,16.932397,16.932397,16.932397,16.418157,16.418157,16.418157,17.390309,17.390309,17.390309,
705.5686,17.050338,17.067272,17.338978,16.829202,16.829202,16.79318,16.79318,16.79318,16.608298,16.608298,16.608298,16.970905,16.970905,16.970905,
705.8501,16.946709,17.203401,17.428291,16.8125,16.8125,16.499447,16.499447,16.499447,16.765901,16.765901,16.765901,16.993861,16.993861,16.993861,
706.1317,17.322471,17.548725,17.107525,16.977488,16.977488,16.908717,16.908717,16.908717,17.056229,17.056229,17.056229,17.247481,17.247481,17.247481,
706.4133,17.696804,17.701018,16.982049,17.107268,17.107268,17.344187,17.344187,17.344187,17.147384,17.147384,17.147384,17.522603,17.522603,17.522603,
706.6948,17.880687,17.457377,16.759651,17.412511,17.412511,17.275563,17.275563,17.275563,17.208525,17.208525,17.208525,17.353401,17.353401,17.353401,
706.9764,17.931709,17.202577,16.769668,17.315996,17.315996,16.944491,16.944491,16.944491,17.21875,17.21875,17.21875,17.210664,17.210664,17.210664,
707.2579,17.417074,17.057121,16.483864,16.884735,16.884735,17.048475,17.048475,17.048475,16.946146,16.946146,16.946146,17.385757,17.385757,17.385757,
707.5395,17.57053,16.790184,16.454463,17.191063,17.191063,17.23839,17.23839,17.23839,17.140173,17.140173,17.140173,17.36518,17.36518,17.36518,
707.8211,17.773412,16.859345,16.421885,17.3125,17.3125,17.00006,17.00006,17.00006,17.242182,17.242182,17.242182,17.179723,17.179723,17.179723,
708.1026,17.607662,17.293165,16.42901,17.426299,17.426299,16.815211,16.815211,16.815211,16.954124,16.954124,16.954124,17.14776,17.14776,17.14776,
708.3842,17.244101,17.393323,16.4375,17.181601,17.181601,16.64872,16.64872,16.64872,16.865838,16.865838,16.865838,17.28878,17.28878,17.28878,
