,Live Spectrum 26-10-2023 13:37:32,Live Spectrum 26-10-2023 13:37:33,Live Spectrum 26-10-2023 13:37:34,Live Spectrum 26-10-2023 13:37:34,Live Spectrum 26-10-2023 13:37:34,Live Spectrum 26-10-2023 13:37:34,Live Spectrum 26-10-2023 13:37:35,Live Spectrum 26-10-2023 13:37:35,Live Spectrum 26-10-2023 13:37:35,Live Spectrum 26-10-2023 13:37:35,Live Spectrum 26-10-2023 13:37:35,Live Spectrum 26-10-2023 13:37:35,Live Spectrum 26-10-2023 13:37:36,Live Spectrum 26-10-2023 13:37:36,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
463.9889,16.897074,16.576265,16.642919,17.142919,17.142919,16.940011,16.940011,16.940011,16.790426,16.790426,16.790426,16.745412,16.745412,16.745412,
464.2704,16.69552,16.680955,16.95271,17.082135,17.082135,17.074115,17.074115,17.074115,17.214325,17.214325,17.214325,16.446995,16.446995,16.446995,
464.5520,16.556962,16.588212,16.882318,17.037678,17.037678,16.820708,16.820708,16.820708,17.337322,17.337322,17.337322,16.449466,16.449466,16.449466,
464.8335,16.680864,16.263272,16.818814,17.056186,17.056186,16.774936,16.774936,16.774936,16.845037,16.845037,16.845037,16.718106,16.718106,16.718106,
465.1151,16.843979,16.087317,16.762408,16.987362,16.987362,17.181984,17.181984,17.181984,16.568475,16.568475,16.568475,16.831342,16.831342,16.831342,
465.3967,16.900153,16.288874,16.498473,16.96875,16.96875,17.432166,17.432166,17.432166,16.657013,16.657013,16.657013,16.84375,16.84375,16.84375,
465.6782,16.956762,16.823616,16.690061,16.943494,16.943494,17.266701,17.266701,17.266701,16.940061,16.940061,16.940061,16.767982,16.767982,16.767982,
465.9598,16.486983,16.683938,16.268233,16.962856,16.962856,16.483421,16.483421,16.483421,16.822507,16.822507,16.822507,16.75,16.75,16.75,
466.2414,16.629528,16.854076,16.079891,17.019656,17.019656,16.465217,16.465217,16.465217,16.577627,16.577627,16.577627,16.851811,16.851811,16.851811,
466.5229,16.764138,16.957342,16.190231,17.158981,17.158981,16.602185,16.602185,16.602185,16.505704,16.505704,16.505704,17.053823,17.053823,17.053823,
466.8045,16.678706,16.712389,16.270022,17.264408,17.264408,16.573728,16.573728,16.573728,16.653816,16.653816,16.653816,17.145022,17.145022,17.145022,
467.0860,16.990645,16.681973,16.409863,17.28125,17.28125,16.536777,16.536777,16.536777,16.893281,16.893281,16.893281,17.181973,17.181973,17.181973,
467.3676,17.346365,16.739112,16.514918,17.178026,17.178026,16.428026,16.428026,16.428026,16.989112,16.989112,16.989112,17.135888,17.135888,17.135888,
467.6492,17.328593,16.982972,16.790108,16.975049,16.975049,16.354478,16.354478,16.354478,16.818799,16.818799,16.818799,16.762599,16.762599,16.762599,
467.9307,16.949027,17.005288,16.947599,17.015387,17.015387,16.317788,16.317788,16.317788,16.573551,16.573551,16.573551,16.583651,16.583651,16.583651,
468.2123,16.875,16.947929,16.526145,17.421784,17.421784,17.14564,17.14564,17.14564,16.349001,16.349001,16.349001,16.744749,16.744749,16.744749,
468.4938,16.875,17.068028,16.802977,17.108417,17.108417,17.181972,17.181972,17.181972,16.599661,16.599661,16.599661,16.755144,16.755144,16.755144,
468.7754,16.979689,17.355471,16.875,16.848045,16.848045,16.842184,16.842184,16.842184,16.708594,16.708594,16.708594,16.435934,16.435934,16.435934,
469.0570,17.314825,17.353779,16.796294,17.127325,17.127325,16.676308,16.676308,16.676308,16.771221,16.771221,16.771221,16.322529,16.322529,16.322529,
469.3385,17.585363,17.185977,16.939023,17.345273,17.345273,16.551068,16.551068,16.551068,16.623477,16.623477,16.623477,16.259909,16.259909,16.259909,
469.6201,17.651352,16.998137,17.232271,17.295944,17.295944,16.663011,16.663011,16.663011,16.356581,16.356581,16.356581,16.355408,16.355408,16.355408,
469.9017,17.128139,16.783911,16.80595,17.122817,17.122817,16.608283,16.608283,16.608283,16.629366,16.629366,16.629366,16.823894,16.823894,16.823894,
470.1832,16.793149,16.855823,16.136725,17.014383,17.014383,16.620206,16.620206,16.620206,16.740411,16.740411,16.740411,16.985617,16.985617,16.985617,
470.4648,17.333056,16.55697,17.091352,17.291528,17.291528,16.200959,16.200959,16.200959,16.723497,16.723497,16.723497,17.31803,17.31803,17.31803,
470.7463,17.331315,16.473454,17.201612,17.476481,17.476481,16.496646,16.496646,16.496646,16.745296,16.745296,16.745296,17.321908,17.321908,17.321908,
471.0279,17.232741,16.787788,17.027981,17.473414,17.473414,16.854951,16.854951,16.854951,17.095624,17.095624,17.095624,17.232741,17.232741,17.232741,
471.3095,16.952514,16.790503,16.920129,17.309009,17.309009,16.959497,16.959497,16.959497,17.182874,17.182874,17.182874,17.005762,17.005762,17.005762,
471.5910,16.90625,16.834565,16.932907,16.694787,16.694787,16.86212,16.86212,16.86212,17.214157,17.214157,17.214157,16.755491,16.755491,16.755491,
471.8726,16.959626,17.057254,16.990876,16.673814,16.673814,16.790374,16.790374,16.790374,16.95187,16.95187,16.95187,16.611998,16.611998,16.611998,
472.1541,17.129042,17.120465,16.732846,16.874508,16.874508,16.968258,16.968258,16.968258,16.612381,16.612381,16.612381,16.673896,16.673896,16.673896,
472.4357,17.18299,17.285437,16.821198,17.120166,17.120166,17.320874,17.320874,17.320874,16.321844,16.321844,16.321844,16.901416,16.901416,16.901416,
472.7173,17.455104,17.044896,16.736708,16.754844,16.754844,16.839791,16.839791,16.839791,16.789698,16.789698,16.789698,16.803698,16.803698,16.803698,
472.9988,17.339331,17.133891,16.477747,16.741056,16.741056,16.75,16.75,16.75,17.062447,17.062447,17.062447,16.915141,16.915141,16.915141,
473.2804,17.044574,17.075872,16.223159,16.723207,16.723207,16.803585,16.803585,16.803585,17.361676,17.361676,17.361676,17.044671,17.044671,17.044671,
473.5620,16.946392,16.660441,16.267912,16.745554,16.745554,16.919716,16.919716,16.919716,17.54027,17.54027,17.54027,16.660441,16.660441,16.660441,
473.8435,16.9375,16.432878,16.656619,16.937684,16.937684,16.991124,16.991124,16.991124,17.348003,17.348003,17.348003,16.272005,16.272005,16.272005,
474.1251,17.044768,16.647603,16.826018,16.941933,16.941933,16.973183,16.973183,16.973183,17.071147,17.071147,17.071147,16.031031,16.031031,16.031031,
474.4066,17.384325,16.633862,16.709656,16.883862,16.883862,16.96875,16.96875,16.96875,16.736244,16.736244,16.736244,16.134094,16.134094,16.134094,
474.6882,17.571587,16.410461,16.580231,16.794548,16.794548,16.995567,16.995567,16.995567,16.472961,16.472961,16.472961,16.263519,16.263519,16.263519,
474.9698,17.379248,16.240936,16.616125,17.156628,17.156628,17,17,17,16.625189,16.625189,16.625189,16.790692,16.790692,16.790692,
475.2513,17.18292,16.32597,16.812635,17.138335,17.138335,17.16083,17.16083,17.16083,16.843885,16.843885,16.843885,17.03583,17.03583,17.03583,
475.5329,16.915103,16.879632,16.870544,16.910647,16.910647,17.214294,17.214294,17.214294,17.116147,17.116147,17.116147,17.089294,17.089294,17.089294,
475.8144,16.79466,16.96875,17.0089,16.82144,16.82144,16.709929,16.709929,16.709929,17.15625,17.15625,17.15625,17.12053,17.12053,17.12053,
476.0960,16.647436,16.861698,16.950961,16.919552,16.919552,16.678526,16.678526,16.678526,17.102724,17.102724,17.102724,17.151763,17.151763,17.151763,
476.3776,16.758713,16.683295,16.696817,16.964243,16.964243,16.981668,16.981668,16.981668,16.719354,16.719354,16.719354,17.236478,17.236478,17.236478,
476.6591,16.807969,16.789846,16.469216,17.048907,17.048907,17.271722,17.271722,17.271722,16.602812,16.602812,16.602812,17.062966,17.062966,17.062966,
476.9407,16.865885,16.892578,16.277345,17.142578,17.142578,17.179037,17.179037,17.179037,16.48698,16.48698,16.48698,17.004557,17.004557,17.004557,
477.2223,17.434921,16.506306,16.943236,16.809632,16.809632,16.569666,16.569666,16.569666,16.895357,16.895357,16.895357,16.81336,16.81336,16.81336,
477.5038,17.344839,16.49076,16.98261,16.75,16.75,16.655161,16.655161,16.655161,16.862229,16.862229,16.862229,16.80788,16.80788,16.80788,
477.7854,17.259311,16.632971,16.862373,16.776594,16.776594,16.900254,16.900254,16.900254,17.003316,17.003316,17.003316,16.732717,16.732717,16.732717,
478.0669,16.957892,16.815582,16.817195,16.78125,16.78125,17.149942,17.149942,17.149942,17.110916,17.110916,17.110916,16.506308,16.506308,16.506308,
478.3485,16.561578,16.949803,16.8125,17.046383,17.046383,17.214013,17.214013,17.214013,17.28408,17.28408,17.28408,16.283157,16.283157,16.283157,
478.6301,16.579404,17.154027,16.918372,17.173154,17.173154,17.033473,17.033473,17.033473,17.3125,17.3125,17.3125,16.276468,16.276468,16.276468,
478.9116,16.963629,17.16108,17.0696,17.3196,17.3196,16.709381,16.709381,16.709381,17.28608,17.28608,17.28608,16.41335,16.41335,16.41335,
479.1932,17.268568,17.208987,17.199225,17.370119,17.370119,16.471669,16.471669,16.471669,17.254881,17.254881,17.254881,16.622081,16.622081,16.622081,
479.4747,16.733585,16.61352,16.771406,16.638199,16.638199,16.095414,16.095414,16.095414,16.776342,16.776342,16.776342,16.208906,16.208906,16.208906,
479.7563,16.572486,16.5,16.713757,16.788827,16.788827,16.136278,16.136278,16.136278,16.608729,16.608729,16.608729,16.361313,16.361313,16.361313,
480.0379,16.929251,16.709572,16.928322,16.974733,16.974733,16.392019,16.392019,16.392019,16.67234,16.67234,16.67234,16.903984,16.903984,16.903984,
480.3194,17,16.932932,17.047149,16.947734,16.947734,16.620432,16.620432,16.620432,16.739766,16.739766,16.739766,17.104532,17.104532,17.104532,
480.6010,17.104266,16.994817,17.166766,16.963567,16.963567,16.682317,16.682317,16.682317,16.906399,16.906399,16.906399,16.890401,16.890401,16.890401,
480.8826,17.280982,17.077991,17.1875,16.942753,16.942753,16.661503,16.661503,16.661503,16.963497,16.963497,16.963497,16.661771,16.661771,16.661771,
481.1641,17.390274,17.09375,16.850481,17.015274,17.015274,16.630325,16.630325,16.630325,17.020599,17.020599,17.020599,16.858321,16.858321,16.858321,
481.4457,17.40625,17.248844,16.832948,17.238042,17.238042,16.650849,16.650849,16.650849,16.902005,16.902005,16.902005,17.035495,17.035495,17.035495,
481.7272,17.200087,16.817383,16.482964,16.868924,16.868924,16.707791,16.707791,16.707791,17.235786,17.235786,17.235786,16.882107,16.882107,16.882107,
482.0088,17.079183,16.71875,16.431939,16.755561,16.755561,16.538928,16.538928,16.538928,17.235433,17.235433,17.235433,16.818061,16.818061,16.818061,
482.2904,17.011291,16.795563,16.4375,16.596374,16.596374,16.781647,16.781647,16.781647,17.116333,17.116333,17.116333,16.658874,16.658874,16.658874,
482.5719,16.821383,16.786983,16.565084,16.48595,16.48595,16.69065,16.69065,16.69065,16.889616,16.889616,16.889616,16.650517,16.650517,16.650517,
482.8535,16.755824,16.37443,16.466619,16.417898,16.417898,16.554545,16.554545,16.554545,16.945455,16.945455,16.945455,16.808807,16.808807,16.808807,
483.1350,16.825998,16.154586,16.361502,16.482248,16.482248,16.657914,16.657914,16.657914,17.196745,17.196745,17.196745,16.869083,16.869083,16.869083,
483.4166,16.818514,16.150236,16.167096,16.651418,16.651418,16.6875,16.6875,16.6875,17.350945,17.350945,17.350945,17.051654,17.051654,17.051654,
483.6982,16.862774,16.307071,16.049589,16.737774,16.737774,16.712637,16.712637,16.712637,17.475547,17.475547,17.475547,17.169161,17.169161,17.169161,
483.9797,17.10031,16.844439,16.48187,16.674897,16.674897,16.293164,16.293164,16.293164,16.899173,16.899173,16.899173,17.062328,17.062328,17.062328,
484.2613,17.131321,16.819175,16.768254,16.681179,16.681179,16.162571,16.162571,16.162571,16.774929,16.774929,16.774929,17.006321,17.006321,17.006321,
484.5428,16.926433,16.830892,16.961425,16.588216,16.588216,16.329996,16.329996,16.329996,16.979817,16.979817,16.979817,16.875896,16.875896,16.875896,
484.8244,16.825581,17.016718,16.97529,16.265984,16.265984,16.424419,16.424419,16.424419,16.981831,16.981831,16.981831,16.596653,16.596653,16.596653,
485.1060,16.837096,17.308455,16.894963,16.458051,16.458051,16.585073,16.585073,16.585073,16.845772,16.845772,16.845772,16.457463,16.457463,16.457463,
485.3875,16.917185,17.472914,16.728129,16.555728,16.555728,16.673957,16.673957,16.673957,16.836978,16.836978,16.836978,16.461978,16.461978,16.461978,
485.6691,17.010576,17.256415,16.638783,17.074029,17.074029,16.638783,16.638783,16.638783,16.84375,16.84375,16.84375,16.858486,16.858486,16.858486,
485.9507,17.176664,16.993615,16.649236,17.630756,17.630756,16.649236,16.649236,16.649236,16.916457,16.916457,16.916457,17.162635,17.162635,17.162635,
486.2322,16.857102,16.696401,16.72858,17.002594,17.002594,16.921459,16.921459,16.921459,16.98572,16.98572,16.98572,16.712443,16.712443,16.712443,
486.5138,16.845925,16.81685,16.773981,16.925137,16.925137,16.928056,16.928056,16.928056,16.832132,16.832132,16.832132,16.850274,16.850274,16.850274,
486.7953,17.041947,16.946549,16.852799,16.9926,16.9926,16.810851,16.810851,16.810851,16.638152,16.638152,16.638152,17.223696,17.223696,17.223696,
487.0769,17.259756,16.945035,16.803854,16.976285,16.976285,16.591529,16.591529,16.591529,16.332883,16.332883,16.332883,17.3125,17.3125,17.3125,
487.3585,17.3125,16.60741,16.828406,16.827283,16.827283,16.53125,16.53125,16.53125,16.462201,16.462201,16.462201,16.911676,16.911676,16.911676,
487.6400,17.3125,16.359374,16.890625,16.828125,16.828125,16.390624,16.390624,16.390624,16.742189,16.742189,16.742189,16.617186,16.617186,16.617186,
487.9216,17.196027,16.172732,16.882955,16.84375,16.84375,16.599991,16.599991,16.599991,16.952268,16.952268,16.952268,16.702268,16.702268,16.702268,
488.2031,17.040507,15.962959,16.967595,17.075237,17.075237,16.733797,16.733797,16.733797,17.023149,17.023149,17.023149,16.819446,16.819446,16.819446,
488.4847,16.977,16.642247,16.540002,16.374253,16.374253,16.773,16.773,16.773,16.364252,16.364252,16.364252,16.77475,16.77475,16.77475,
488.7663,17.288626,16.837705,16.557786,16.322233,16.322233,16.735553,16.735553,16.735553,16.353483,16.353483,16.353483,16.635758,16.635758,16.635758,
489.0478,17.587801,16.721725,16.806551,16.882821,16.882821,16.809525,16.809525,16.809525,16.845989,16.845989,16.845989,16.707219,16.707219,16.707219,
489.3294,17.475957,16.75511,16.920073,17.355475,17.355475,16.798677,16.798677,16.798677,16.864781,16.864781,16.864781,16.592244,16.592244,16.592244,
489.6110,17.003474,16.848379,16.915124,17.423997,17.423997,16.826003,16.826003,16.826003,16.722994,16.722994,16.722994,16.374615,16.374615,16.374615,
489.8925,16.710469,16.941641,16.706328,17.228542,17.228542,16.821536,16.821536,16.821536,16.554219,16.554219,16.554219,16.534635,16.534635,16.534635,
490.1741,16.85468,16.946702,16.602952,17.068059,17.068059,17.01093,17.01093,17.01093,16.5,16.5,16.5,16.757287,16.757287,16.757287,
490.4556,17.309447,16.915621,16.703146,16.899975,16.899975,17.137508,17.137508,17.137508,16.718792,16.718792,16.718792,17.053172,17.053172,17.053172,
490.7372,17.316795,16.797711,16.619753,16.756918,16.756918,17.004295,17.004295,17.004295,16.834208,16.834208,16.834208,16.895755,16.895755,16.895755,
491.0188,17.163865,16.857669,16.950108,16.632615,16.632615,17.10977,17.10977,17.10977,16.714547,16.714547,16.714547,16.802784,16.802784,16.802784,
491.3003,17.039573,16.735395,17.018216,16.422895,16.422895,17.25157,17.25157,17.25157,16.763034,16.763034,16.763034,16.769786,16.769786,16.769786,
491.5819,16.872937,16.846844,16.375791,16.470813,16.470813,17.048302,17.048302,17.048302,16.833677,16.833677,16.833677,16.665292,16.665292,16.665292,
491.8634,16.728521,16.832527,16.009771,16.468266,16.468266,16.895511,16.895511,16.895511,16.885739,16.885739,16.885739,16.583011,16.583011,16.583011,
492.1450,16.6875,16.739631,16.426556,16.583166,16.583166,17.103903,17.103903,17.103903,17.051916,17.051916,17.051916,16.645738,16.645738,16.645738,
492.4266,16.749364,16.71875,16.862464,16.65625,16.65625,17.115643,17.115643,17.115643,17.104379,17.104379,17.104379,16.893714,16.893714,16.893714,
492.7081,16.822111,16.616597,16.641861,16.635819,16.635819,16.939916,16.939916,16.939916,17.134611,17.134611,17.134611,16.959139,16.959139,16.959139,
492.9897,16.722328,16.967241,16.711595,17.151164,17.151164,16.591681,16.591681,16.591681,17.318147,17.318147,17.318147,16.816078,16.816078,16.816078,
493.2713,16.716372,17.107337,16.803668,17.377378,17.377378,16.457541,16.457541,16.457541,17.306046,17.306046,17.306046,16.669837,16.669837,16.669837,
493.5528,16.571424,16.943449,16.682041,17.284225,17.284225,16.706852,16.706852,16.706852,17.269842,17.269842,17.269842,16.625,16.625,16.625,
493.8344,16.291989,16.85536,16.60536,17.19108,17.19108,16.86339,16.86339,16.86339,17.065209,17.065209,17.065209,16.821401,16.821401,16.821401,
494.1159,16.342985,16.902057,16.652057,17.059072,17.059072,16.855564,16.855564,16.855564,16.782015,16.782015,16.782015,16.820886,16.820886,16.820886,
494.3975,16.668241,17.052871,16.745185,17.057685,17.057685,16.862978,16.862978,16.862978,16.745185,16.745185,16.745185,16.50003,16.50003,16.50003,
494.6791,16.831519,17.010889,16.819287,16.998657,16.998657,16.855981,16.855981,16.855981,17.009473,17.009473,17.009473,16.495899,16.495899,16.495899,
494.9606,16.636884,16.9375,16.84375,16.993918,16.993918,16.74972,16.74972,16.74972,17.25028,17.25028,17.25028,16.857034,16.857034,16.857034,
495.2422,16.518591,16.918909,16.750797,17.105613,17.105613,17.077904,17.077904,17.077904,17.293909,17.293909,17.293909,16.77098,16.77098,16.77098,
495.5237,16.494505,16.814386,16.669127,17.229741,17.229741,17.270259,17.270259,17.270259,17.189386,17.189386,17.189386,16.648868,16.648868,16.648868,
495.8053,16.396142,16.713696,16.56549,17.353858,17.353858,17.146142,17.146142,17.146142,16.997936,16.997936,16.997936,16.6875,16.6875,16.6875,
496.0869,16.451322,16.759215,16.5,17.388321,17.388321,17.111679,17.111679,17.111679,16.816607,16.816607,16.816607,16.669571,16.669571,16.669571,
496.3684,16.495845,16.847905,16.464595,16.950136,16.950136,17.195811,17.195811,17.195811,16.767703,16.767703,16.767703,16.567737,16.567737,16.567737,
496.6500,16.486224,16.857526,16.489922,16.555104,16.555104,17.180104,17.180104,17.180104,16.921042,16.921042,16.921042,16.465052,16.465052,16.465052,
496.9316,16.465515,16.757537,16.600221,16.344816,16.344816,16.900846,16.900846,16.900846,16.962279,16.962279,16.962279,16.609926,16.609926,16.609926,
497.2131,16.454509,16.56844,16.792319,16.201741,16.201741,16.616698,16.616698,16.616698,16.974285,16.974285,16.974285,16.86906,16.86906,16.86906,
497.4947,17.055769,16.485522,16.352775,16.137184,16.137184,16.665426,16.665426,16.665426,16.611951,16.611951,16.611951,16.918434,16.918434,16.918434,
497.7762,17.231847,16.549598,16.106457,16.09375,16.09375,16.748185,16.748185,16.748185,16.415327,16.415327,16.415327,16.841935,16.841935,16.841935,
498.0578,16.856046,16.707785,16.52428,16.175204,16.175204,16.71875,16.71875,16.71875,16.855733,16.855733,16.855733,16.796209,16.796209,16.796209,
498.3394,16.973804,16.892731,16.815027,16.314185,16.314185,16.702704,16.702704,16.702704,17.125,17.125,17.125,16.701019,16.701019,16.701019,
498.6209,17.298441,16.984549,16.827255,16.738377,16.738377,16.640103,16.640103,16.640103,17.125,17.125,17.125,16.609201,16.609201,16.609201,
498.9025,17.219811,16.891156,16.610057,17.09375,17.09375,16.624848,16.624848,16.624848,17.031705,17.031705,17.031705,16.547102,16.547102,16.547102,
499.1840,16.95411,16.82714,16.499344,17.13964,17.13964,16.671547,16.671547,16.671547,16.98339,16.98339,16.98339,16.484703,16.484703,16.484703,
499.4656,16.846083,16.875,16.546292,17.172458,17.172458,16.747667,16.747667,16.747667,17.091417,17.091417,17.091417,16.438667,16.438667,16.438667,
499.7472,16.973444,16.815864,16.725125,16.993625,16.993625,16.694227,16.694227,16.694227,16.919704,16.919704,16.919704,16.421034,16.421034,16.421034,
500.0287,17.231072,16.720952,16.877202,16.768928,16.768928,16.577024,16.577024,16.577024,16.699822,16.699822,16.699822,16.452024,16.452024,16.452024,
500.3103,17.252728,16.616194,16.815228,16.5904,16.5904,16.608011,16.608011,16.608011,16.835567,16.835567,16.835567,16.568578,16.568578,16.568578,
500.5919,17.148771,16.713194,16.78125,16.479487,16.479487,16.569017,16.569017,16.569017,16.909509,16.909509,16.909509,16.645513,16.645513,16.645513,
500.8734,17.007589,16.964956,16.9048,16.682255,16.682255,16.513728,16.513728,16.513728,16.765178,16.765178,16.765178,16.538839,16.538839,16.538839,
501.1550,16.991329,17,17.075957,16.942286,16.942286,16.558164,16.558164,16.558164,16.557714,16.557714,16.557714,16.441836,16.441836,16.441836,
501.4365,17.181157,16.736317,17.001461,17.004882,17.004882,16.606934,16.606934,16.606934,16.534671,16.534671,16.534671,16.445802,16.445802,16.445802,
501.7181,17.485744,16.194281,16.78464,16.955841,16.955841,16.612091,16.612091,16.612091,16.728268,16.728268,16.728268,16.629085,16.629085,16.629085,
501.9997,17.333851,16.291149,16.391013,16.634373,16.634373,16.517968,16.517968,16.517968,16.748697,16.748697,16.748697,16.79987,16.79987,16.79987,
502.2812,16.837199,16.80015,15.962951,16.224549,16.224549,16.480347,16.480347,16.480347,16.57485,16.57485,16.57485,16.880047,16.880047,16.880047,
502.5628,16.862934,16.829515,15.90625,16.51051,16.51051,16.762678,16.762678,16.762678,16.642015,16.642015,16.642015,17.091581,17.091581,17.091581,
502.8443,16.879091,16.847348,15.953372,16.933902,16.933902,17.090152,17.090152,17.090152,16.824774,16.824774,16.824774,17.17572,17.17572,17.17572,
503.1259,16.891531,16.692539,16.19214,17.065726,17.065726,17.221976,17.221976,17.221976,17.114922,17.114922,17.114922,17.029836,17.029836,17.029836,
503.4075,16.801299,16.604951,16.491153,17.091396,17.091396,17.247646,17.247646,17.247646,17.334903,17.334903,17.334903,16.745292,16.745292,16.745292,
503.6890,16.890329,16.799527,16.509434,17.042158,17.042158,16.969341,16.969341,16.969341,17.309552,17.309552,17.309552,16.67954,16.67954,16.67954,
503.9706,17.168035,17.167448,16.436914,17.030664,17.030664,16.498828,16.498828,16.498828,17.081379,17.081379,17.081379,16.823698,16.823698,16.823698,
504.2521,17.013402,17.074667,16.447196,16.989377,16.989377,16.375,16.375,16.375,16.967823,16.967823,16.967823,16.813427,16.813427,16.813427,
504.5337,16.426276,16.838904,16.59375,17.011224,17.011224,16.415051,16.415051,16.415051,17.126211,17.126211,17.126211,16.655039,16.655039,16.655039,
504.8153,16.536716,17.171426,16.632588,16.891074,16.891074,16.480581,16.480581,16.480581,17.081919,17.081919,17.081919,16.71875,16.71875,16.71875,
505.0968,16.753326,17.381365,16.756365,16.728154,16.728154,16.559748,16.559748,16.559748,17.172018,17.172018,17.172018,16.775172,16.775172,16.775172,
505.3784,16.969917,17.423273,16.898322,16.75,16.75,16.834655,16.834655,16.834655,17.317631,17.317631,17.317631,16.933536,16.933536,16.933536,
505.6600,17.151354,17.268577,17.004896,16.75,16.75,16.803715,16.803715,16.803715,17.388681,17.388681,17.388681,17.035138,17.035138,17.035138,
505.9415,17.210279,17.15625,16.861258,16.707643,16.707643,16.721951,16.721951,16.721951,17.292922,17.292922,17.292922,17.116529,17.116529,17.116529,
506.2231,17.163033,17.180717,16.591005,16.610061,16.610061,16.513566,16.513566,16.513566,17.180717,17.180717,17.180717,17.052972,17.052972,17.052972,
506.5046,16.984026,17.124601,16.500299,16.546526,16.546526,16.469049,16.469049,16.469049,17.124601,17.124601,17.124601,16.859125,16.859125,16.859125,
506.7862,16.633699,16.674831,16.736149,16.301435,16.301435,16.780067,16.780067,16.780067,16.772551,16.772551,16.772551,16.640034,16.640034,16.640034,
507.0678,16.548112,16.394337,16.557781,16.598469,16.598469,16.896581,16.896581,16.896581,16.836556,16.836556,16.836556,16.701888,16.701888,16.701888,
507.3493,16.534342,16.284342,16.471842,16.75996,16.75996,16.934408,16.934408,16.934408,16.839973,16.839973,16.839973,16.75,16.75,16.75,
507.6309,16.721654,16.497816,16.73764,16.880088,16.880088,16.773257,16.773257,16.773257,16.94404,16.94404,16.94404,16.769621,16.769621,16.769621,
507.9124,16.999801,16.86238,17.318511,16.750199,16.750199,16.562899,16.562899,16.562899,17.006011,17.006011,17.006011,16.82512,16.82512,16.82512,
508.1940,17.107368,16.913991,17.35708,16.613245,16.613245,16.324255,16.324255,16.324255,17.191514,17.191514,17.191514,16.785264,16.785264,16.785264,
508.4756,17.020166,16.729367,16.808493,16.595753,16.595753,16.375,16.375,16.375,17.371461,17.371461,17.371461,16.954127,16.954127,16.954127,
508.7571,16.911499,16.442639,16.567661,16.718772,16.718772,16.406228,16.406228,16.406228,17.447953,17.447953,17.447953,17.046864,17.046864,17.046864,
509.0387,16.663918,16.952094,16.896521,16.616012,16.616012,16.543041,16.543041,16.543041,17.182635,17.182635,17.182635,17.100676,17.100676,17.100676,
509.3203,16.911179,17.058384,16.821138,16.933384,16.933384,16.387754,16.387754,16.387754,17.124593,17.124593,17.124593,16.964228,16.964228,16.964228,
509.6018,17.129178,17.227105,16.674967,17.072862,17.072862,16.102105,16.102105,16.102105,16.920789,16.920789,16.920789,16.933322,16.933322,16.933322,
509.8834,17.148589,17.28125,16.582258,16.860889,16.860889,16.206047,16.206047,16.206047,16.797178,16.797178,16.797178,16.890928,16.890928,16.890928,
510.1649,17.086788,17.253401,16.506962,16.295095,16.295095,16.572943,16.572943,16.572943,16.711867,16.711867,16.711867,16.777769,16.777769,16.777769,
510.4465,17.03125,17.040638,16.590663,16.187542,16.187542,16.637475,16.637475,16.637475,16.903121,16.903121,16.903121,16.712449,16.712449,16.712449,
510.7281,17.0368,17.122225,16.852075,16.4854,16.4854,16.454875,16.454875,16.454875,16.88055,16.88055,16.88055,16.355575,16.355575,16.355575,
511.0096,17.047799,17.028452,16.840762,16.670761,16.670761,16.314918,16.314918,16.314918,16.9375,16.9375,16.9375,16.228803,16.228803,16.228803,
511.2912,16.506179,16.254119,15.718393,16.835512,16.835512,16.349929,16.349929,16.349929,16.941619,16.941619,16.941619,17.089631,17.089631,17.089631,
511.5727,16.607336,16.314198,16.174931,16.711957,16.711957,16.445991,16.445991,16.445991,17.003397,17.003397,17.003397,17.032948,17.032948,17.032948,
511.8543,16.847754,16.361101,16.502669,16.59375,16.59375,16.604428,16.604428,16.604428,17.059831,17.059831,17.059831,17.061165,17.061165,17.061165,
512.1359,16.947188,16.749031,16.560562,16.610219,16.610219,16.849563,16.849563,16.849563,17.00775,17.00775,17.00775,17.026406,17.026406,17.026406,
512.4174,17.250601,16.719351,16.496997,17.126802,17.126802,17.031851,17.031851,17.031851,17.251802,17.251802,17.251802,16.875601,16.875601,16.875601,
512.6990,17.28171,16.75161,16.34582,17.21852,17.21852,17.059971,17.059971,17.059971,17.34329,17.34329,17.34329,16.902801,16.902801,16.902801,
512.9806,17.343464,16.967749,16.623714,17.187643,17.187643,16.720322,16.720322,16.720322,17.281536,17.281536,17.281536,16.439644,16.439644,16.439644,
513.2621,17.313018,17.060946,16.655732,17.064573,17.064573,16.534359,16.534359,16.534359,17.434909,17.434909,17.434909,16.283841,16.283841,16.283841,
513.5437,16.826831,16.941083,16.534833,17.335689,17.335689,16.895502,16.895502,16.895502,17.346437,17.346437,17.346437,16.766919,16.766919,16.766919,
513.8252,17.112245,16.9375,16.53125,17.133928,17.133928,16.996174,16.996174,16.996174,17.253826,17.253826,17.253826,16.691326,16.691326,16.691326,
514.1068,17.450517,16.9375,16.620027,17.213777,17.213777,16.763261,16.763261,16.763261,17.279592,17.279592,17.279592,16.657908,16.657908,16.657908,
514.3884,17.527166,16.879084,16.537376,17.481622,17.481622,16.779208,16.779208,16.779208,17.252042,17.252042,17.252042,16.627042,16.627042,16.627042,
