,Live Spectrum 26-10-2023 13:27:57,Live Spectrum 26-10-2023 13:27:59,Live Spectrum 26-10-2023 13:28:02,Live Spectrum 26-10-2023 13:28:03,Live Spectrum 26-10-2023 13:28:03,Live Spectrum 26-10-2023 13:28:03,Live Spectrum 26-10-2023 13:28:04,Live Spectrum 26-10-2023 13:28:04,Live Spectrum 26-10-2023 13:28:04,Live Spectrum 26-10-2023 13:28:04,Live Spectrum 26-10-2023 13:28:04,Live Spectrum 26-10-2023 13:28:05,Live Spectrum 26-10-2023 13:28:05,Live Spectrum 26-10-2023 13:28:05,Live Spectrum 26-10-2023 13:28:05,Live Spectrum 26-10-2023 13:28:05,Live Spectrum 26-10-2023 13:28:06,Live Spectrum 26-10-2023 13:28:06,Live Spectrum 26-10-2023 13:28:06,Live Spectrum 26-10-2023 13:28:06,Live Spectrum 26-10-2023 13:28:06,Live Spectrum 26-10-2023 13:28:07,Live Spectrum 26-10-2023 13:28:07,Live Spectrum 26-10-2023 13:28:07,Live Spectrum 26-10-2023 13:28:07,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
462.0179,17.07771,16.51604,16.29729,16.873339,16.873339,16.541347,16.541347,16.541347,16.992395,16.992395,16.665516,16.665516,16.665516,16.706863,16.706863,16.706863,16.811669,16.811669,16.811669,16.679065,16.679065,16.679065,16.882605,16.882605,16.946766,
462.2995,16.967341,16.55504,16.264921,16.860079,16.860079,16.958056,16.958056,16.958056,16.97621,16.97621,16.813909,16.813909,16.813909,16.796171,16.796171,16.796171,16.733671,16.733671,16.733671,16.63246,16.63246,16.63246,16.89879,16.89879,17.142738,
462.5811,16.746053,16.610362,16.441447,17.066447,17.066447,17.253947,17.253947,17.253947,16.777303,16.777303,16.963404,16.963404,16.963404,16.733388,16.733388,16.733388,16.910197,16.910197,16.910197,16.792516,16.792516,16.792516,17.145558,17.145558,17.355016,
462.8626,16.470884,16.504658,16.572205,17.245342,17.245342,16.951473,16.951473,16.951473,16.694682,16.694682,17.120342,17.120342,17.120342,16.550271,16.550271,16.550271,17.137229,17.137229,17.137229,16.795613,16.795613,16.795613,17.435366,17.435366,17.261839,
463.1442,16.309439,16.541358,16.738966,17.402263,17.402263,16.722737,16.722737,16.722737,16.614892,16.614892,17.180453,17.180453,17.180453,16.669418,16.669418,16.669418,17.163297,17.163297,17.163297,16.41821,16.41821,16.41821,17.548405,17.548405,17.121939,
463.4257,16.329917,16.6355,16.78125,17.461833,17.461833,16.638833,16.638833,16.638833,16.861417,16.861417,17.2605,17.2605,17.2605,16.767417,16.767417,16.767417,17.034583,17.034583,17.034583,16.434167,16.434167,16.434167,17.5625,17.5625,17.045083,
463.7073,16.759582,16.900857,16.928014,17.126301,17.126301,16.600539,16.600539,16.600539,16.888579,16.888579,16.840958,16.840958,16.840958,16.903553,16.903553,16.903553,16.828775,16.828775,16.828775,16.224143,16.224143,16.224143,16.999904,16.999904,16.860025,
463.9889,16.579985,16.894996,16.821243,16.957496,16.957496,16.692088,16.692088,16.692088,16.702908,16.702908,16.98918,16.98918,16.98918,16.9375,16.9375,16.9375,16.879588,16.879588,16.879588,16.328342,16.328342,16.328342,16.794581,16.794581,16.984592,
464.2704,16.64823,16.875,16.68243,16.912795,16.912795,16.990505,16.990505,16.990505,16.75507,16.75507,17.26014,17.26014,17.26014,16.912795,16.912795,16.912795,17.079185,17.079185,17.079185,16.992625,16.992625,16.992625,16.73184,16.73184,17.154775,
464.5520,16.637856,16.949466,16.581784,17.055182,17.055182,17.161788,17.161788,17.161788,16.930182,16.930182,17.06428,17.06428,17.06428,16.90625,16.90625,16.90625,17.149822,17.149822,17.149822,17.255538,17.255538,17.255538,16.743572,16.743572,16.914458,
464.8335,16.824485,17.093428,16.662243,17.243364,17.243364,17.162564,17.162564,17.162564,16.644587,16.644587,16.451416,16.451416,16.451416,16.7317,16.7317,16.7317,17.181186,17.181186,17.181186,17.181507,17.181507,17.181507,16.600386,16.600386,16.220359,
465.1151,17.000229,17.099954,16.837775,17.256204,17.256204,17.056067,17.056067,17.056067,16.26195,16.26195,16.212317,16.212317,16.212317,16.737592,16.737592,16.737592,17.212546,17.212546,17.212546,17.031021,17.031021,17.031021,16.737821,16.737821,15.837087,
465.3967,17.03125,16.917681,16.774389,16.948168,16.948168,16.830029,16.830029,16.830029,16.338416,16.338416,16.212653,16.212653,16.212653,16.674542,16.674542,16.674542,17.193597,17.193597,17.193597,16.547252,16.547252,16.547252,16.78125,16.78125,15.881861,
465.6782,17.005994,16.773976,16.825768,16.546671,16.546671,16.629713,16.629713,16.629713,16.678073,16.678073,16.244006,16.244006,16.244006,16.757274,16.757274,16.757274,17.364293,17.364293,17.364293,16.184939,16.184939,16.184939,17.033811,17.033811,16.234579,
465.9598,17.025356,16.851425,17.122668,16.874449,16.874449,16.695175,16.695175,16.695175,16.141452,16.141452,16.326068,16.326068,16.326068,16.730538,16.730538,16.730538,16.620209,16.620209,16.620209,16.226425,16.226425,16.226425,16.789476,16.789476,16.768911,
466.2414,16.827627,16.824094,17.162047,16.943297,16.943297,16.820561,16.820561,16.820561,16.203623,16.203623,16.623731,16.623731,16.623731,16.616939,16.616939,16.616939,16.488406,16.488406,16.488406,16.275453,16.275453,16.275453,16.693297,16.693297,16.976811,
466.5229,16.704612,16.786954,17.15625,17.141869,17.141869,17.124758,17.124758,17.124758,16.658738,16.658738,16.840777,16.840777,16.840777,16.389381,16.389381,16.389381,16.729915,16.729915,16.729915,16.357888,16.357888,16.357888,16.713046,16.713046,17.127731,
466.8045,16.790044,16.78125,17.053706,17.136228,17.136228,17.1875,17.1875,17.1875,16.826908,16.826908,16.900636,16.900636,16.900636,16.497566,16.497566,16.497566,17.088883,17.088883,17.088883,16.426272,16.426272,16.426272,16.744386,16.744386,17.02807,
467.0860,16.966836,17.089922,17.03125,17.099277,17.099277,17.007441,17.007441,17.007441,17.126699,17.126699,16.829082,16.829082,16.829082,16.891367,16.891367,16.891367,17.15625,17.15625,17.15625,16.488945,16.488945,16.488945,16.981504,16.981504,17.051445,
467.3676,17.103224,17.001415,17.082862,17.067944,17.067944,16.865526,16.865526,16.865526,17.135888,17.135888,16.68347,16.68347,16.68347,16.891332,16.891332,16.891332,16.872385,16.872385,16.872385,16.525806,16.525806,16.525806,17.16028,17.16028,16.907665,
467.6492,17.047343,16.916978,17.119636,17.036614,17.036614,16.973179,16.973179,16.973179,17.099114,17.099114,16.371506,16.371506,16.371506,16.616142,16.616142,16.616142,16.734843,16.734843,16.734843,16.608907,16.608907,16.608907,17.006299,17.006299,16.926772,
467.9307,16.927401,16.880288,17.099038,17.161062,17.161062,17.207699,17.207699,17.207699,17.015863,17.015863,16.364425,16.364425,16.364425,16.224989,16.224989,16.224989,17.134148,17.134148,17.134148,16.754812,16.754812,16.754812,16.735089,16.735089,16.989425,
468.2123,17.218677,17.031214,16.911501,16.979215,16.979215,17.380178,17.380178,17.380178,17.130178,17.130178,16.427071,16.427071,16.427071,16.57282,16.57282,16.57282,17.21875,17.21875,17.21875,16.390716,16.390716,16.390716,16.713536,16.713536,17.208285,
468.4938,17.124617,17.0625,17.083844,17.068028,17.068028,17.275722,17.275722,17.275722,17.130144,17.130144,16.489711,16.489711,16.489711,16.682356,16.682356,16.682356,17.009906,17.009906,17.009906,16.677977,16.677977,16.677977,16.797067,16.797067,17.458844,
468.7754,16.884373,16.983984,17.151172,17.198439,17.198439,17.223828,17.223828,17.223828,17.151172,17.151172,16.604689,16.604689,16.604689,16.556639,16.556639,16.556639,16.707029,16.707029,16.707029,16.985549,16.985549,16.985549,16.891016,16.891016,17.447656,
469.0570,16.869985,16.916279,17.025073,17.087573,17.087573,17.140044,17.140044,17.140044,17.287427,17.287427,16.520058,16.520058,16.520058,16.53125,16.53125,16.53125,16.708721,16.708721,16.708721,17.136192,17.136192,17.136192,17.089898,17.089898,17.070204,
469.3385,16.717227,16.932545,16.290024,16.77325,16.77325,16.546501,16.546501,16.546501,17.259909,17.259909,16.578886,16.578886,16.578886,16.478659,16.478659,16.478659,16.876523,16.876523,16.876523,17.182545,17.182545,17.182545,17.072409,17.072409,16.421501,
469.6201,16.740204,16.911148,16.024489,16.613342,16.613342,16.4375,16.4375,16.4375,17.197296,17.197296,16.514694,16.514694,16.514694,16.600511,16.600511,16.600511,16.90625,16.90625,16.90625,17.213852,17.213852,17.213852,17.009796,17.009796,16.444261,
469.9017,16.617972,16.747817,16.132028,16.461722,16.461722,16.543122,16.543122,16.543122,16.844228,16.844228,16.632028,16.632028,16.632028,16.572189,16.572189,16.572189,16.853439,16.853439,16.853439,16.585017,16.585017,16.585017,16.920783,16.920783,16.46875,
470.1832,16.329193,16.639383,16.367895,16.675601,16.675601,16.536044,16.536044,16.536044,16.675427,16.675427,16.788528,16.788528,16.788528,16.641867,16.641867,16.641867,16.711472,16.711472,16.711472,16.389383,16.389383,16.389383,16.90625,16.90625,16.415839,
470.4648,16.678788,16.545492,16.644773,16.50673,16.50673,16.478245,16.478245,16.478245,16.76226,16.76226,16.043926,16.043926,16.043926,17.080291,17.080291,17.080291,16.316464,16.316464,16.316464,17.037563,17.037563,17.037563,16.80024,16.80024,16.909798,
470.7463,16.803092,16.637435,16.793685,16.628027,16.628027,16.46875,16.46875,16.46875,17.046711,17.046711,16.145165,16.145165,16.145165,16.67842,16.67842,16.67842,16.462369,16.462369,16.462369,17.076612,17.076612,17.076612,16.967073,16.967073,17.026546,
471.0279,16.892259,16.736009,16.706154,16.868942,16.868942,16.867547,16.867547,16.867547,17.013991,17.013991,17.038267,17.038267,17.038267,16.487404,16.487404,16.487404,16.845624,16.845624,16.845624,16.956154,16.956154,16.956154,17.106346,17.106346,17.111009,
471.3095,16.853003,16.75,16.527759,16.959497,16.959497,16.964124,16.964124,16.964124,16.760388,16.760388,17.001135,17.001135,17.001135,16.655115,16.655115,16.655115,17.092615,17.092615,17.092615,16.751135,16.751135,16.751135,17.125,17.125,17.204871,
471.5910,16.470546,16.616713,16.686602,16.86212,16.86212,16.86212,16.86212,16.86212,16.212259,16.212259,16.675519,16.675519,16.675519,16.900759,16.900759,16.900759,17.125,17.125,17.125,16.372204,16.372204,16.372204,17.178315,17.178315,17.272065,
471.8726,16.27281,16.647126,17.172446,17.057254,17.057254,16.870438,16.870438,16.870438,16.018248,16.018248,16.544936,16.544936,16.544936,16.80406,16.80406,16.80406,16.99156,16.99156,16.99156,16.392564,16.392564,16.392564,17.267564,17.267564,17.067746,
472.1541,16.490438,16.816542,17.009562,17.254042,17.254042,16.768139,16.768139,16.768139,16.427446,16.427446,17.118988,17.118988,17.118988,16.834681,16.834681,16.834681,16.96875,16.96875,16.96875,16.700119,16.700119,16.700119,17.040812,17.040812,16.737381,
472.4357,16.638208,17.030927,16.40722,17.468427,17.468427,16.77674,16.77674,16.77674,16.901093,16.901093,17.486145,17.486145,17.486145,17.191364,17.191364,17.191364,17.048969,17.048969,17.048969,16.937177,16.937177,16.937177,16.812823,16.812823,16.446844,
472.7173,16.977375,16.259687,16.740667,17.259156,17.259156,16.995333,16.995333,16.995333,16.754667,16.754667,16.969281,16.969281,16.969281,17.062677,17.062677,17.062677,16.982219,16.982219,16.982219,16.487062,16.487062,16.487062,16.861531,16.861531,16.968219,
472.9988,17.084806,16.178556,16.999947,17.084859,17.084859,17.004472,17.004472,17.004472,16.558081,16.558081,16.794666,16.794666,16.794666,17.004472,17.004472,17.004472,16.67419,16.67419,16.67419,16.486584,16.486584,16.486584,17.008891,17.008891,17.116056,
473.2804,17.066957,16.267878,16.950872,16.740988,16.740988,16.973207,16.973207,16.973207,16.236531,16.236531,16.78125,16.78125,16.78125,17.107171,17.107171,17.107171,16.705378,16.705378,16.705378,16.660756,16.660756,16.660756,17.111628,17.111628,16.803488,
473.5620,16.955284,16.28125,16.776676,16.580284,16.580284,16.96875,16.96875,16.96875,16.241108,16.241108,16.995682,16.995682,16.995682,17.044588,17.044588,17.044588,17.013594,17.013594,17.013594,16.848324,16.848324,16.848324,17.125,17.125,16.75,
473.8435,16.830252,16.495747,16.481879,16.401628,16.401628,16.861502,16.861502,16.861502,16.276812,16.276812,17.192122,17.192122,17.192122,17.218934,17.218934,17.218934,17.411057,17.411057,17.411057,17.00906,17.00906,17.00906,17.017752,17.017752,16.535503,
474.1251,16.732049,16.611701,16.410683,16.348183,16.348183,16.736482,16.736482,16.736482,16.361701,16.361701,17.191933,17.191933,17.191933,17.25,17.25,17.25,17.307848,17.307848,17.307848,17.111701,17.111701,17.111701,16.865915,16.865915,16.5,
474.4066,16.799206,16.571362,16.40625,16.451025,16.451025,16.101919,16.101919,16.101919,16.321362,16.321362,16.892494,16.892494,16.892494,17.196362,17.196362,17.196362,16.878969,16.878969,16.878969,17.017725,17.017725,17.017725,16.682837,16.682837,16.526819,
474.6882,16.973404,16.589317,16.379433,16.307846,16.307846,16,16,16,16.3125,16.3125,16.521942,16.521942,16.521942,17.241135,17.241135,17.241135,16.517509,16.517509,16.517509,16.839096,16.839096,16.839096,16.65625,16.65625,16.477615,
474.9698,16.490558,16.781439,16.589502,16.629816,16.629816,16.831195,16.831195,16.831195,16.90238,16.90238,16.736877,16.736877,16.736877,16.95506,16.95506,16.95506,16.576001,16.576001,16.576001,16.597998,16.597998,16.597998,17.380194,17.380194,16.710065,
475.2513,16.45986,16.892915,16.437365,16.63389,16.63389,17.07597,17.07597,17.07597,16.83917,16.83917,16.67403,16.67403,16.67403,16.825835,16.825835,16.825835,16.995825,16.995825,16.995825,16.535695,16.535695,16.535695,17.39278,17.39278,16.64278,
475.5329,16.629515,16.986632,16.299074,16.625,16.625,17.09375,17.09375,17.09375,16.919676,16.919676,16.790221,16.790221,16.790221,16.919676,16.919676,16.919676,17.196471,17.196471,17.196471,16.665221,16.665221,16.665221,17.107059,17.107059,16.517824,
475.8144,16.60269,16.758979,16.36159,16.59822,16.59822,17.20087,17.20087,17.20087,16.696479,16.696479,17.080301,17.080301,17.080301,16.96428,16.96428,16.96428,16.924169,16.924169,16.924169,16.8214,16.8214,16.8214,16.95538,16.95538,16.58034,
476.0960,16.727564,16.34407,16.56234,16.700802,16.700802,17.165224,17.165224,17.165224,16.495673,16.495673,17.044711,17.044711,17.044711,16.915224,16.915224,16.915224,16.821474,16.821474,16.821474,17.03109,17.03109,17.03109,16.669871,16.669871,16.59375,
476.3776,16.536059,16.067309,16.754205,16.71875,16.71875,17.076022,17.076022,17.076022,16.57572,16.57572,16.737082,16.737082,16.737082,16.79928,16.79928,16.79928,16.892728,16.892728,16.892728,17.035757,17.035757,17.035757,16.651743,16.651743,16.70072,
476.6591,16.312966,16.084688,16.567497,16.985941,16.985941,17.089219,17.089219,17.089219,16.780784,16.780784,16.660781,16.660781,16.660781,16.78125,16.78125,16.78125,16.852812,16.852812,16.852812,16.897654,16.897654,16.897654,16.522654,16.522654,16.879065,
476.9407,16.041017,16.280598,16.264324,17.03125,17.03125,17.147135,17.147135,17.147135,16.999348,16.999348,17.003253,17.003253,17.003253,16.834635,16.834635,16.834635,16.523439,16.523439,16.523439,16.714845,16.714845,16.714845,16.580078,16.580078,17.01302,
477.2223,16.213303,16.899084,16.645357,17.164565,17.164565,17.529531,17.529531,17.529531,16.924598,16.924598,17.275803,17.275803,17.275803,16.737098,16.737098,16.737098,16.788705,16.788705,16.788705,16.954129,16.954129,16.954129,16.647076,16.647076,16.604643,
477.5038,16.356521,16.733699,16.958421,17.13424,17.13424,17.274188,17.274188,17.274188,17.092661,17.092661,17.072829,17.072829,17.072829,16.825271,16.825271,16.825271,16.950271,16.950271,16.950271,16.92011,16.92011,16.92011,16.65625,16.65625,16.47799,
477.7854,16.401594,16.394963,17.159566,17.257971,17.257971,16.926213,16.926213,16.926213,17.31116,17.31116,16.632336,16.632336,16.632336,16.976721,16.976721,16.976721,16.96875,16.96875,16.96875,16.90625,16.90625,16.90625,16.869004,16.869004,16.335779,
478.0669,16.432805,16.317195,17.107834,17.254695,17.254695,16.795334,16.795334,16.795334,17.34375,17.34375,16.429723,16.429723,16.429723,17.185887,17.185887,17.185887,17.048416,17.048416,17.048416,16.985916,16.985916,16.985916,16.800029,16.800029,16.339055,
478.3485,16.490527,16.604146,16.93467,16.931841,16.931841,16.86079,16.86079,16.86079,17.025591,17.025591,16.32671,16.32671,16.32671,17.271777,17.271777,17.271777,16.850394,16.850394,16.850394,16.575788,16.575788,16.575788,16.728223,16.728223,16.34375,
478.6301,16.261787,16.497441,16.853314,16.901468,16.901468,16.954404,16.954404,16.954404,16.836409,16.836409,16.497777,16.497777,16.497777,17.228314,17.228314,17.228314,16.680159,16.680159,16.680159,16.5,16.5,16.5,16.612878,16.612878,16.184941,
478.9116,16.32443,15.993191,16.92301,16.87983,16.87983,17.04801,17.04801,17.04801,16.65398,16.65398,16.795449,16.795449,16.795449,17.11307,17.11307,17.11307,16.60341,16.60341,16.60341,16.55284,16.55284,16.55284,16.884369,16.884369,16.15625,
479.1932,16.291013,15.405245,17.069343,16.875,16.875,17.141606,17.141606,17.141606,16.809581,16.809581,17.054699,17.054699,17.054699,17.067381,17.067381,17.067381,16.699225,16.699225,16.699225,16.404288,16.404288,16.404288,16.858394,16.858394,16.024407,
479.4747,16.833851,16.180873,16.725349,16.611857,16.611857,16.682592,16.682592,16.682592,17.02795,17.02795,16.646406,16.646406,16.646406,16.746728,16.746728,16.746728,17.034522,17.034522,17.034522,16.506572,16.506572,16.506572,16.685864,16.685864,16.921002,
479.7563,16.911243,16.186208,16.91882,16.378701,16.378701,16.59375,16.59375,16.59375,17.141271,17.141271,16.667528,16.667528,16.667528,16.6875,16.6875,16.6875,17.251292,17.251292,17.251292,16.53125,16.53125,16.53125,17.023847,17.023847,17.225035,
480.0379,16.775267,16.23484,16.916357,16.317553,16.317553,16.410374,16.410374,16.410374,17.051464,17.051464,16.582714,16.582714,16.582714,16.6875,16.6875,16.6875,17.255053,17.255053,17.255053,16.45266,16.45266,16.45266,17.277126,17.277126,17.25,
480.3194,16.723867,16.459065,16.775585,16.390899,16.390899,16.296601,16.296601,16.296601,17.083516,17.083516,16.5625,16.5625,16.5625,16.6875,16.6875,16.6875,17.067068,17.067068,17.067068,16.411367,16.411367,16.411367,16.920504,16.920504,16.988669,
480.6010,16.458084,16.395734,16.723933,16.640849,16.640849,16.567982,16.567982,16.567982,16.833084,16.833084,16.406101,16.406101,16.406101,16.635367,16.635367,16.635367,16.614185,16.614185,16.614185,16.301984,16.301984,16.301984,16.687351,16.687351,16.755034,
480.8826,16.614226,16.141026,16.796741,16.843482,16.843482,16.780982,16.780982,16.780982,16.859241,16.859241,16.400997,16.400997,16.400997,16.728988,16.728988,16.728988,16.375268,16.375268,16.375268,16.28125,16.28125,16.28125,16.994212,16.994212,16.614762,
481.1641,16.526627,16.482618,17.149519,16.900925,16.900925,17.09767,17.09767,17.09767,16.615755,16.615755,16.561797,16.561797,16.561797,16.827774,16.827774,16.827774,16.473373,16.473373,16.473373,16.177552,16.177552,16.177552,16.932877,16.932877,16.671524,
481.4457,16.422453,17.079479,17.425542,16.90625,16.90625,17.337193,17.337193,17.337193,16.536651,16.536651,16.800542,16.800542,16.800542,16.972995,16.972995,16.972995,16.732641,16.732641,16.732641,16.182099,16.182099,16.182099,16.751156,16.751156,16.790896,
481.7272,16.174316,16.800944,17.236816,17.138184,17.138184,17.34923,17.34923,17.34923,16.144694,16.144694,16.86952,16.86952,16.86952,16.896918,16.896918,16.896918,16.858561,16.858561,16.858561,16.496745,16.496745,16.496745,16.254883,16.254883,17.199056,
482.0088,16.330511,16.744439,17.213189,17.059056,17.059056,17.420817,17.420817,17.420817,16.0625,16.0625,16.720867,16.720867,16.720867,16.875,16.875,16.875,16.695178,16.695178,16.695178,16.434056,16.434056,16.434056,16.567271,16.567271,17.101428,
482.2904,16.73346,16.954834,17.321167,16.928833,16.928833,17.539917,17.539917,17.539917,16.113709,16.113709,16.610687,16.610687,16.610687,16.900604,16.900604,16.900604,16.553833,16.553833,16.553833,16.58548,16.58548,16.58548,16.937897,16.937897,16.780853,
482.5719,16.6594,16.974483,17.241683,16.880733,16.880733,17.4094,17.4094,17.4094,16.2781,16.2781,16.59375,16.59375,16.59375,16.8297,16.8297,16.8297,16.480217,16.480217,16.480217,16.625,16.625,16.625,17.025517,17.025517,16.7953,
482.8535,16.625,16.943324,16.913635,16.722443,16.722443,17.044459,17.044459,17.044459,16.71932,16.71932,16.720881,16.720881,16.720881,16.761648,16.761648,16.761648,16.26534,16.26534,16.26534,16.752131,16.752131,16.752131,16.700709,16.700709,16.914205,
483.1350,16.447671,16.886835,16.590423,16.636835,16.636835,16.842086,16.842086,16.842086,16.761835,16.761835,16.674002,16.674002,16.674002,16.674002,16.674002,16.674002,16.294748,16.294748,16.294748,16.755917,16.755917,16.755917,16.422338,16.422338,16.912167,
483.4166,16.532431,16.748819,16.53125,16.524055,16.524055,16.837736,16.837736,16.837736,16.522874,16.522874,16.605777,16.605777,16.605777,16.65625,16.65625,16.65625,16.262027,16.262027,16.262027,16.573346,16.573346,16.573346,16.349764,16.349764,16.70436,
483.6982,16.813868,16.618203,16.757482,16.273768,16.273768,17.044845,17.044845,17.044845,16.292792,16.292792,16.518339,16.518339,16.518339,16.605976,16.605976,16.605976,16.099179,16.099179,16.099179,16.405566,16.405566,16.405566,16.569982,16.569982,16.580839,
483.9797,16.824931,16.518647,16.8125,16.744474,16.744474,17.193888,17.193888,17.193888,16.900896,16.900896,16.750345,16.750345,16.750345,16.869129,16.869129,16.869129,16.087534,16.087534,16.087534,16.800586,16.800586,16.800586,16.900379,16.900379,16.537466,
484.2613,16.937146,16.375354,16.762642,16.675567,16.675567,16.994388,16.994388,16.994388,16.713492,16.713492,16.887287,16.887287,16.887287,16.987358,16.987358,16.987358,16.367971,16.367971,16.367971,17.005967,17.005967,17.005967,16.844104,16.844104,16.481392,
484.5428,16.993571,16.34375,16.774821,16.600179,16.600179,17.086425,17.086425,17.086425,16.500896,16.500896,16.757325,16.757325,16.757325,16.925537,16.925537,16.925537,16.884276,16.884276,16.884276,16.981608,16.981608,16.981608,16.663575,16.663575,16.716959,
484.8244,17.049419,16.492008,16.78125,16.544331,16.544331,17.322677,17.322677,17.322677,16.518169,16.518169,16.71875,16.71875,16.71875,16.782702,16.782702,16.782702,17.098839,17.098839,17.098839,16.820492,16.820492,16.820492,16.526161,16.526161,16.731831,
485.1060,16.939522,16.949374,16.732059,16.875588,16.875588,17.424191,17.424191,17.424191,16.924779,16.924779,16.644963,16.644963,16.644963,16.725404,16.725404,16.725404,16.879045,16.879045,16.879045,16.658272,16.658272,16.658272,16.549191,16.549191,16.669559,
485.3875,16.661465,17.111457,16.792185,17.164578,17.164578,17.021366,17.021366,17.021366,17.129164,17.129164,16.649478,16.649478,16.649478,16.792185,16.792185,16.792185,16.714586,16.714586,16.714586,16.649478,16.649478,16.649478,16.611457,16.611457,16.607293,
485.6691,16.496316,17.125,16.934293,17.21875,17.21875,16.808816,16.808816,16.808816,16.888306,16.888306,16.583174,16.583174,16.583174,17.080444,17.080444,17.080444,16.736217,16.736217,16.736217,16.851118,16.851118,16.851118,16.600641,16.600641,16.545033,
485.9507,16.2991,17.100764,16.920279,17.194514,17.194514,16.878193,16.878193,16.878193,16.448965,16.448965,16.586736,16.586736,16.586736,17.374371,17.374371,17.374371,16.798471,16.798471,16.798471,16.978957,16.978957,16.978957,16.375629,16.375629,16.458543,
486.2322,16.756307,17.238409,16.93036,17.066951,17.066951,16.85803,16.85803,16.85803,16.464299,16.464299,16.063333,16.063333,16.063333,17.196401,17.196401,17.196401,16.74017,16.74017,16.74017,17.04822,17.04822,17.04822,16.818807,16.818807,16.750928,
486.5138,16.546532,17.233288,16.865556,16.935325,16.935325,16.819769,16.819769,16.819769,16.619906,16.619906,16.0981,16.0981,16.0981,17.125,17.125,17.125,16.886618,16.886618,16.886618,16.966575,16.966575,16.966575,16.824863,16.824863,16.771806,
486.7953,16.127455,16.980254,17.082246,16.739303,16.739303,16.669402,16.669402,16.669402,16.823197,16.823197,16.15625,16.15625,16.15625,17.077301,17.077301,17.077301,17.032899,17.032899,17.032899,16.985199,16.985199,16.985199,16.638152,16.638152,16.797699,
487.0769,16.434408,16.811389,16.990244,16.616354,16.616354,16.530139,16.530139,16.530139,16.898715,16.898715,16.274826,16.274826,16.274826,16.967639,16.967639,16.967639,17.157361,17.157361,17.157361,16.810279,16.810279,16.810279,16.783471,16.783471,16.8125,
487.3585,16.939746,16.639783,16.961078,16.475861,16.475861,16.665045,16.665045,16.665045,16.90625,16.90625,16.383234,16.383234,16.383234,16.796033,16.796033,16.796033,17.116766,17.116766,17.116766,16.679266,16.679266,16.679266,17.197418,17.197418,17.001123,
487.6400,16.828123,16.617188,17.039063,16.507813,16.507813,16.765625,16.765625,16.765625,16.90625,16.90625,16.312499,16.312499,16.312499,16.820313,16.820313,16.820313,16.929686,16.929686,16.929686,16.65625,16.65625,16.65625,17.3125,17.3125,16.945312,
487.9216,16.656822,16.718178,17.109089,16.624428,16.624428,16.78125,16.78125,16.78125,16.859661,16.859661,16.071599,16.071599,16.071599,17.053401,17.053401,17.053401,16.735232,16.735232,16.735232,16.376715,16.376715,16.376715,17.032965,17.032965,16.650009,
488.2031,16.509257,16.819446,17.287041,16.702547,16.702547,16.758101,16.758101,16.758101,16.751155,16.751155,15.976851,15.976851,15.976851,17.449082,17.449082,17.449082,16.641203,16.641203,16.641203,16.350696,16.350696,16.350696,16.752311,16.752311,16.354162,
488.4847,16.652749,16.75175,16.929752,16.78775,16.78775,17.071999,17.071999,17.071999,16.419751,16.419751,15.89975,15.89975,15.89975,17.263501,17.263501,17.263501,16.579,16.579,16.579,17.133997,17.133997,17.133997,17.216498,17.216498,16.39625,
488.7663,16.970081,16.924385,16.689857,16.766803,16.766803,17.05041,17.05041,17.05041,16.289652,16.289652,15.920697,15.920697,15.920697,17.087705,17.087705,17.087705,16.69959,16.69959,16.69959,17.200615,17.200615,17.200615,17.314857,17.314857,16.620286,
489.0478,17.0625,16.863837,16.610862,16.727306,16.727306,16.931918,16.931918,16.931918,16.394719,16.394719,16.255214,16.255214,16.255214,16.994418,16.994418,16.994418,16.795388,16.795388,16.795388,16.898061,16.898061,16.898061,17.054311,17.054311,17.027908,
489.3294,17.017427,16.519525,16.638823,16.696213,16.696213,16.816104,16.816104,16.816104,16.482573,16.482573,16.44261,16.44261,16.44261,16.810994,16.810994,16.810994,16.88011,16.88011,16.88011,16.88011,16.88011,16.88011,16.90114,16.90114,17.08864,
489.6110,16.68673,16.361497,16.790509,16.866512,16.866512,16.691744,16.691744,16.691744,16.902776,16.902776,16.46875,16.46875,16.46875,16.660494,16.660494,16.660494,16.883874,16.883874,16.883874,17.085262,17.085262,17.085262,16.875,16.875,16.950618,
489.8925,16.451432,16.543672,16.865964,16.848646,16.848646,16.589609,16.589609,16.589609,17.106927,17.106927,16.490964,16.490964,16.490964,16.625,16.625,16.625,16.852786,16.852786,16.852786,17.067396,17.067396,17.067396,16.986068,16.986068,16.795182,
490.1741,16.296011,16.558857,16.742713,16.878643,16.878643,16.452261,16.452261,16.452261,17.169096,17.169096,16.147235,16.147235,16.147235,16.757287,16.757287,16.757287,16.84375,16.84375,16.84375,16.921011,16.921011,16.921011,17.141489,17.141489,16.94843,
490.4556,16.403155,16.268699,16.512466,16.731216,16.731216,16.493767,16.493767,16.493767,17.231258,17.231258,15.912483,15.912483,15.912483,16.834379,16.834379,16.834379,16.996905,16.996905,16.996905,16.699966,16.699966,16.699966,17.318775,17.318775,17.31568,
