,Live Spectrum 26-10-2023 13:27:57,Live Spectrum 26-10-2023 13:27:59,Live Spectrum 26-10-2023 13:28:02,Live Spectrum 26-10-2023 13:28:03,Live Spectrum 26-10-2023 13:28:03,Live Spectrum 26-10-2023 13:28:03,Live Spectrum 26-10-2023 13:28:04,Live Spectrum 26-10-2023 13:28:04,Live Spectrum 26-10-2023 13:28:04,Live Spectrum 26-10-2023 13:28:04,Live Spectrum 26-10-2023 13:28:04,Live Spectrum 26-10-2023 13:28:05,Live Spectrum 26-10-2023 13:28:05,Live Spectrum 26-10-2023 13:28:05,Live Spectrum 26-10-2023 13:28:05,Live Spectrum 26-10-2023 13:28:05,Live Spectrum 26-10-2023 13:28:06,Live Spectrum 26-10-2023 13:28:06,Live Spectrum 26-10-2023 13:28:06,Live Spectrum 26-10-2023 13:28:06,Live Spectrum 26-10-2023 13:28:06,Live Spectrum 26-10-2023 13:28:07,Live Spectrum 26-10-2023 13:28:07,Live Spectrum 26-10-2023 13:28:07,Live Spectrum 26-10-2023 13:28:07,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
576.0503,16.4375,16.813626,16.313626,16.889302,16.889302,16.762049,16.762049,16.762049,16.725901,16.725901,16.737951,16.737951,16.737951,16.835079,16.835079,16.835079,16.836599,16.836599,16.836599,16.574549,16.574549,16.574549,16.418299,16.418299,16.800451,
576.3319,16.461977,17.112996,16.466134,16.766162,16.766162,16.603139,16.603139,16.603139,16.847908,16.847908,16.798954,16.798954,16.798954,16.961977,16.961977,16.961977,16.690116,16.690116,16.690116,16.586977,16.586977,16.586977,16.479681,16.479681,17.155176,
576.6134,16.611115,17.140045,16.476273,16.671295,16.671295,16.46759,16.46759,16.46759,16.922455,16.922455,16.788773,16.788773,16.788773,16.802658,16.802658,16.802658,16.537613,16.537613,16.537613,16.664932,16.664932,16.664932,16.832184,16.832184,17.463547,
576.8950,16.771135,17.033092,16.307911,16.610296,16.610296,16.644293,16.644293,16.644293,16.891546,16.891546,16.689342,16.689342,16.689342,16.543207,16.543207,16.543207,16.5,16.5,16.5,16.848339,16.848339,16.848339,16.615822,16.615822,17.324457,
577.1766,16.679147,16.977775,16.272225,16.682652,16.682652,16.785426,16.785426,16.785426,16.875,16.875,16.478446,16.478446,16.478446,16.379848,16.379848,16.379848,16.722255,16.722255,16.722255,16.972926,16.972926,16.972926,16.588902,16.588902,16.961069,
577.4581,16.603527,16.904331,16.216831,16.783169,16.783169,16.8125,16.8125,16.8125,16.832054,16.832054,16.341831,16.341831,16.341831,16.236385,16.236385,16.236385,17.048702,17.048702,17.048702,17.300621,17.300621,17.300621,16.83973,16.83973,16.800804,
577.7397,16.987418,16.605648,16.311816,16.874658,16.874658,16.46027,16.46027,16.46027,16.791781,16.791781,16.64401,16.64401,16.64401,16.643327,16.643327,16.643327,16.679704,16.679704,16.679704,17.08527,17.08527,17.08527,16.999658,16.999658,16.884847,
578.0212,17.067711,16.488715,16.554683,16.686637,16.686637,16.32118,16.32118,16.32118,16.940968,16.940968,16.77257,16.77257,16.77257,16.595493,16.595493,16.595493,16.377606,16.377606,16.377606,16.726567,16.726567,16.726567,17.051215,17.051215,16.97743,
578.3028,16.942372,16.480791,16.560204,16.504872,16.504872,16.670306,16.670306,16.670306,16.992832,16.992832,16.692372,16.692372,16.692372,16.322245,16.322245,16.322245,16.190076,16.190076,16.190076,16.471326,16.471326,16.471326,16.985663,16.985663,17.019209,
578.5844,16.83244,16.505655,16.149401,16.431845,16.431845,16.930358,16.930358,16.930358,16.987203,16.987203,16.619345,16.619345,16.619345,16.434526,16.434526,16.434526,16.130655,16.130655,16.130655,16.393453,16.393453,16.393453,16.9375,16.9375,17.123513,
578.8659,16.763555,16.548945,15.923945,16.5832,16.5832,17.07492,17.07492,17.07492,16.82305,16.82305,16.611445,16.611445,16.611445,16.66867,16.66867,16.66867,16.315505,16.315505,16.315505,16.459335,16.459335,16.459335,16.919805,16.919805,17.134415,
579.1475,16.851618,16.545564,16.225418,16.938922,16.938922,17.223995,17.223995,17.223995,16.619755,16.619755,16.726618,16.726618,16.726618,16.682255,16.682255,16.682255,16.640736,16.640736,16.640736,16.550809,16.550809,16.550809,17.007868,17.007868,17.09375,
579.4291,17.03456,16.466543,16.711401,17.141177,17.141177,17.28125,17.28125,17.28125,16.578677,16.578677,16.90956,16.90956,16.90956,16.657353,16.657353,16.657353,16.731616,16.731616,16.731616,16.59375,16.59375,16.59375,17.126103,17.126103,17.09375,
579.7106,17.202081,16.375418,16.922084,17.187082,17.187082,17.327498,17.327498,17.327498,16.670831,16.670831,17.046248,17.046248,17.046248,16.841661,16.841661,16.841661,16.594586,16.594586,16.594586,16.578334,16.578334,16.578334,17.15625,17.15625,17.09375,
579.9922,16.900233,16.431677,16.61316,17.248059,17.248059,17.2138,17.2138,17.2138,16.45691,16.45691,16.903241,16.903241,16.903241,16.882764,16.882764,16.882764,16.428668,16.428668,16.428668,16.328028,16.328028,16.328028,16.907123,16.907123,16.419642,
580.2737,16.440966,16.545142,16.420169,17.21179,17.21179,17.017358,17.017358,17.017358,16.236136,16.236136,16.645824,16.645824,16.645824,16.624973,16.624973,16.624973,16.409744,16.409744,16.409744,16.090284,16.090284,16.090284,16.680568,16.680568,15.892413,
580.5553,16.458764,16.575628,16.698777,17.033101,17.033101,17.013128,17.013128,17.013128,16.480027,16.480027,16.698777,16.698777,16.698777,16.403108,16.403108,16.403108,16.780689,16.780689,16.780689,16.256284,16.256284,16.256284,16.75,16.75,16.371298,
580.8369,16.543614,16.556658,16.893206,16.844431,16.844431,17.093069,17.093069,17.093069,16.674456,16.674456,16.831386,16.831386,16.831386,16.399047,16.399047,16.399047,17.174456,17.174456,17.174456,16.425136,16.425136,16.425136,16.663453,16.663453,16.637364,
581.1184,16.539303,16.43041,16.96875,16.831189,16.831189,17.199098,17.199098,17.199098,16.761598,16.761598,16.916886,16.916886,16.916886,16.647234,16.647234,16.647234,17.203606,17.203606,17.203606,16.417848,16.417848,16.417848,16.426864,16.426864,16.714242,
581.4000,16.532496,16.280004,16.925422,17.02291,17.02291,17.16459,17.16459,17.16459,16.72709,16.72709,17.09375,17.09375,17.09375,16.930406,16.930406,16.930406,17.103336,17.103336,17.103336,16.4375,16.4375,16.4375,16.217504,16.217504,16.834164,
581.6815,16.613879,16.309331,16.84375,17.195452,17.195452,17.042371,17.042371,17.042371,16.584742,16.584742,17.003169,17.003169,17.003169,17.023298,17.023298,17.023298,17.032306,17.032306,17.032306,16.467694,16.467694,16.467694,16.236766,16.236766,16.784419,
581.9631,16.674842,16.565073,16.797269,17.371639,17.371639,17,17,17,16.453519,16.453519,16.756723,16.756723,16.756723,16.809927,16.809927,16.809927,16.978046,16.978046,16.978046,16.484769,16.484769,16.484769,16.415546,16.415546,16.500788,
582.2447,16.522631,16.599373,16.789823,17.420446,17.420446,17.008527,17.008527,17.008527,16.429019,16.429019,16.420354,16.420354,16.420354,16.698885,16.698885,16.698885,16.940312,16.940312,16.940312,16.306785,16.306785,16.306785,16.471608,16.471608,16.323885,
582.5262,16.116351,16.35106,17.070257,17.35173,17.35173,17.023493,17.023493,17.023493,16.671763,16.671763,15.94481,15.94481,15.94481,16.959877,16.959877,16.959877,16.85106,16.85106,16.85106,16.187054,16.187054,16.187054,16.508203,16.508203,16.429743,
582.8078,16.482721,16.639341,17.121692,17.239337,17.239337,16.979043,16.979043,16.979043,16.725736,16.725736,16.142279,16.142279,16.142279,17.392279,17.392279,17.392279,17.083457,17.083457,17.083457,16.458827,16.458827,16.458827,16.371692,16.371692,16.420221,
583.0894,16.518823,16.881396,17.193896,17.025402,17.025402,16.875183,16.875183,16.875183,16.737573,16.737573,16.099963,16.099963,16.099963,17.262975,17.262975,17.262975,17.131396,17.131396,17.131396,16.812135,16.812135,16.812135,16.48739,16.48739,16.530885,
583.3709,16.485071,16.754048,17.055667,16.673834,16.673834,16.75,16.75,16.75,16.654857,16.654857,16.157643,16.157643,16.157643,16.883095,16.883095,16.883095,17.014929,17.014929,17.014929,17.106024,17.106024,17.106024,16.606024,16.606024,16.824774,
583.6525,16.613832,16.611,16.847001,16.317167,16.317167,16.773333,16.773333,16.773333,16.504667,16.504667,16.303167,16.303167,16.303167,16.680998,16.680998,16.680998,16.904834,16.904834,16.904834,17.303167,17.303167,17.303167,16.817167,16.817167,17.01725,
583.9340,16.898467,16.48455,16.691392,16.394342,16.394342,16.925708,16.925708,16.925708,16.539033,16.539033,16.277242,16.277242,16.277242,17.003892,17.003892,17.003892,16.714858,16.714858,16.714858,17.179949,17.179949,17.179949,16.773699,16.773699,16.910258,
584.2156,16.803243,16.153134,16.71875,16.784276,16.784276,17.074964,17.074964,17.074964,16.612446,16.612446,16.474982,16.474982,16.474982,17.025018,17.025018,17.025018,16.690616,16.690616,16.690616,16.643877,16.643877,16.643877,16.237627,16.237627,16.690706,
584.4972,16.453875,16.167108,16.742143,17.039946,17.039946,17.168785,17.168785,17.168785,16.785929,16.785929,16.559322,16.559322,16.559322,16.914946,16.914946,16.914946,16.744482,16.744482,16.744482,16.327197,16.327197,16.327197,15.916269,15.916269,16.446857,
584.7787,16.654688,16.679691,17.029688,16.385932,16.385932,16.945309,16.945309,16.945309,16.835941,16.835941,16.896879,16.896879,16.896879,16.254685,16.254685,16.254685,17.057815,17.057815,17.057815,17.282812,17.282812,17.282812,16.809376,16.809376,16.556253,
585.0603,16.637534,16.528117,16.99765,16.6008,16.6008,17.0961,17.0961,17.0961,16.685933,16.685933,16.7117,16.7117,16.7117,16.349233,16.349233,16.349233,16.970317,16.970317,16.970317,17.301533,17.301533,17.301533,16.75,16.75,16.438283,
585.3418,17.125016,16.406238,16.90623,16.875008,16.875008,17.18752,17.18752,17.18752,16.624988,16.624988,16.437488,16.437488,16.437488,16.562484,16.562484,16.562484,17.031246,17.031246,17.031246,16.875004,16.875004,16.875004,16.749984,16.749984,16.468754,
585.6234,17.246895,16.314829,16.753881,16.935948,16.935948,17.339869,17.339869,17.339869,16.533579,16.533579,16.346079,16.346079,16.346079,16.440605,16.440605,16.440605,17.000776,17.000776,17.000776,16.905474,16.905474,16.905474,16.628105,16.628105,16.499224,
585.9050,17.190615,16.401578,16.839078,16.759344,16.759344,17.314057,17.314057,17.314057,16.709406,16.709406,16.789141,16.789141,16.789141,16.348422,16.348422,16.348422,17.059385,17.059385,17.059385,16.728094,16.728094,16.728094,16.565615,16.565615,16.737542,
586.1865,17.245322,16.521893,16.930482,16.663268,16.663268,17.167946,17.167946,17.167946,16.689839,16.689839,17.014875,17.014875,17.014875,16.285928,16.285928,16.285928,17.0625,17.0625,17.0625,16.71875,16.71875,16.71875,16.735965,16.735965,16.865643,
586.4681,16.940593,16.334354,17.106268,16.599994,16.599994,17.071866,17.071866,17.071866,16.800012,16.800012,16.946866,16.946866,16.946866,16.675041,16.675041,16.675041,17.0625,17.0625,17.0625,16.803134,16.803134,16.803134,16.918768,16.918768,16.846872,
586.7496,16.851561,16.257811,17.234377,16.703127,16.703127,16.953123,16.953123,16.953123,16.8125,16.8125,16.910156,16.910156,16.910156,16.91016,16.91016,16.91016,17.089844,17.089844,17.089844,16.675779,16.675779,16.675779,17.12891,17.12891,16.871094,
587.0312,16.84375,16.22344,17.064082,16.107877,16.107877,16.804701,16.804701,16.804701,16.8125,16.8125,17.118728,17.118728,17.118728,16.91094,16.91094,16.91094,17.173429,17.173429,17.173429,16.496892,16.496892,16.496892,16.757854,16.757854,16.635963,
587.3128,16.611781,16.424945,17.108573,16.257743,16.257743,16.755476,16.755476,16.755476,16.864049,16.864049,17.001604,17.001604,17.001604,16.957799,16.957799,16.957799,17.058628,17.058628,17.058628,16.597622,16.597622,16.597622,16.764823,16.764823,16.748396,
587.5943,16.387583,16.768607,16.975071,16.83725,16.83725,16.874941,16.874941,16.874941,16.800036,16.800036,16.843809,16.843809,16.843809,17.018726,17.018726,17.018726,16.906309,16.906309,16.906309,16.699964,16.699964,16.699964,16.731274,16.731274,16.631321,
587.8759,16.295348,16.722745,17.010103,17.065554,17.065554,17.051456,17.051456,17.051456,16.757049,16.757049,16.667294,16.667294,16.667294,17.007049,17.007049,17.007049,16.875,16.875,16.875,16.597745,16.597745,16.597745,16.742951,16.742951,16.206533,
588.1575,16.070532,16.453369,17.007837,16.883032,16.883032,16.812792,16.812792,16.812792,16.773413,16.773413,16.484521,16.484521,16.484521,16.789282,16.789282,16.789282,16.992066,16.992066,16.992066,16.726392,16.726392,16.726392,16.609521,16.609521,16.281055,
588.4390,16.090498,16.375,16.909502,16.722002,16.722002,16.763999,16.763999,16.763999,16.871748,16.871748,16.460124,16.460124,16.460124,16.537755,16.537755,16.537755,16.918128,16.918128,16.918128,16.690752,16.690752,16.690752,16.585124,16.585124,16.750989,
588.7206,16.125,16.484174,16.525642,16.6875,16.6875,16.431892,16.431892,16.431892,16.971755,16.971755,16.381411,16.381411,16.381411,16.250401,16.250401,16.250401,16.634817,16.634817,16.634817,16.634415,16.634415,16.634415,16.659255,16.659255,17.015424,
589.0021,16.061867,16.825873,16.227689,16.792722,16.792722,16.28125,16.28125,16.28125,17.105222,17.105222,16.238528,16.238528,16.238528,16.114161,16.114161,16.114161,16.447072,16.447072,16.447072,16.751267,16.751267,16.751267,16.897945,16.897945,16.894144,
589.2837,16.233783,16.826977,16.176503,16.60071,16.60071,16.46353,16.46353,16.46353,16.751184,16.751184,16.12674,16.12674,16.12674,16.620336,16.620336,16.620336,16.58853,16.58853,16.58853,16.792247,16.792247,16.792247,16.87848,16.87848,16.63022,
589.5653,16.285366,16.574848,16.226423,16.274137,16.274137,16.523577,16.523577,16.523577,16.433943,16.433943,15.879675,15.879675,15.879675,16.964634,16.964634,16.964634,16.882113,16.882113,16.882113,16.742327,16.742327,16.742327,16.773577,16.773577,16.706402,
589.8468,16.418017,16.487419,16.455354,16.28693,16.28693,16.76136,16.76136,16.76136,16.449674,16.449674,15.637989,15.637989,15.637989,16.943994,16.943994,16.943994,17,17,17,16.644076,16.644076,16.644076,16.600652,16.600652,17.017854,
590.1284,16.45975,16.410625,16.66525,16.607374,16.607374,16.991125,16.991125,16.991125,16.5715,16.5715,15.884249,15.884249,15.884249,16.816875,16.816875,16.816875,16.785501,16.785501,16.785501,16.647375,16.647375,16.647375,16.285501,16.285501,17.08475,
590.4099,16.491653,16.582878,16.752911,16.815411,16.815411,17.167895,17.167895,17.167895,16.693322,16.693322,16.43245,16.43245,16.43245,16.664597,16.664597,16.664597,16.590839,16.590839,16.590839,16.738742,16.738742,16.738742,16.449531,16.449531,16.980008,
590.6915,16.611356,16.830106,16.830106,16.811179,16.811179,17.216108,17.216108,17.216108,16.831427,16.831427,16.589787,16.589787,16.589787,16.577465,16.577465,16.577465,16.74164,16.74164,16.74164,16.813821,16.813821,16.813821,17.011888,17.011888,16.856073,
590.9731,16.702718,16.983426,16.844021,16.905166,16.905166,16.892929,16.892929,16.892929,16.875271,16.875271,16.484511,16.484511,16.484511,16.639947,16.639947,16.639947,16.921739,16.921739,16.921739,16.874729,16.874729,16.874729,17.327718,17.327718,16.874187,
591.2546,16.941006,17.020286,16.871271,17.251642,17.251642,16.522151,16.522151,16.522151,16.726208,16.726208,16.571599,16.571599,16.571599,16.821599,16.821599,16.821599,16.864036,16.864036,16.864036,16.876864,16.876864,16.876864,17.21338,17.21338,16.998136,
591.5362,17.170145,17.062558,16.895814,17.388838,17.388838,16.850899,16.850899,16.850899,16.59375,16.59375,16.6875,16.6875,16.6875,16.840233,16.840233,16.840233,16.78125,16.78125,16.78125,16.565844,16.565844,16.565844,17.225784,17.225784,16.892297,
591.8178,17.082724,17.166362,16.84375,17.158321,17.158321,17.327668,17.327668,17.327668,16.659235,16.659235,16.661306,16.661306,16.661306,16.797332,16.797332,16.797332,16.728862,16.728862,16.728862,16.310429,16.310429,16.310429,17.390168,17.390168,16.692556,
592.0993,16.9375,17.044558,16.84375,16.920568,16.920568,17.231048,17.231048,17.231048,16.786894,16.786894,16.575808,16.575808,16.575808,17.004634,17.004634,17.004634,16.557866,16.557866,16.557866,16.523586,16.523586,16.523586,17.182866,17.182866,16.65625,
592.3809,16.994991,16.934255,16.797757,16.68101,16.68101,17.192509,17.192509,17.192509,16.924238,16.924238,16.522997,16.522997,16.522997,17.15625,17.15625,17.15625,16.348759,16.348759,16.348759,16.748236,16.748236,16.748236,16.996755,16.996755,16.667748,
592.6624,16.954679,16.746627,16.62247,16.605291,16.605291,16.99747,16.99747,16.99747,17.0625,17.0625,16.648082,16.648082,16.648082,17.177645,17.177645,17.177645,16.282093,16.282093,16.282093,16.916948,16.916948,16.916948,16.980291,16.980291,16.762384,
592.9440,16.667707,16.470311,16.407811,16.727086,16.727086,16.8125,16.8125,16.8125,16.993225,16.993225,16.871879,16.871879,16.871879,17.169268,17.169268,17.169268,16.413025,16.413025,16.413025,16.907811,16.907811,16.907811,17.082293,17.082293,17.015111,
593.2256,16.534055,16.288022,16.289183,16.876161,16.876161,16.712461,16.712461,16.712461,16.734616,16.734616,16.972717,16.972717,16.972717,16.998839,16.998839,16.998839,16.589783,16.589783,16.589783,16.734616,16.734616,16.734616,17.143189,17.143189,17.277283,
593.5071,16.254458,15.983416,16.239168,17.056125,17.056125,16.477042,16.477042,16.477042,16.452166,16.452166,16.889666,16.889666,16.889666,16.818875,16.818875,16.818875,16.689417,16.689417,16.689417,16.418999,16.418999,16.418999,17.170916,17.170916,17.244249,
593.7887,16.04882,16.139684,16.431308,16.832956,16.832956,16.642278,16.642278,16.642278,16.578481,16.578481,16.761379,16.761379,16.761379,16.862325,16.862325,16.862325,16.82618,16.82618,16.82618,16.37111,16.37111,16.37111,16.952769,16.952769,16.811496,
594.0702,15.993144,16.687672,16.279079,15.953039,15.953039,17.113802,17.113802,17.113802,17.051475,17.051475,16.439843,16.439843,16.439843,17.185329,17.185329,17.185329,17.022223,17.022223,17.022223,16.609461,16.609461,16.609461,16.412934,16.412934,16.325868,
594.3518,16.371292,16.296716,16.179767,16.154396,16.154396,17.158104,17.158104,17.158104,16.769492,16.769492,16.236388,16.236388,16.236388,17.074258,17.074258,17.074258,17.224629,17.224629,17.224629,16.408104,16.408104,16.408104,16.478655,16.478655,16.369121,
594.6334,16.584411,16.103897,16.286324,16.296471,16.296471,17.03125,17.03125,17.03125,16.744118,16.744118,16.337868,16.337868,16.337868,17.089485,17.089485,17.089485,17.224632,17.224632,17.224632,16.286324,16.286324,16.286324,16.696839,16.696839,16.374192,
594.9149,16.349396,16.207457,16.397846,16.379267,16.379267,17.026983,17.026983,17.026983,16.896336,16.896336,16.511423,16.511423,16.511423,16.876379,16.876379,16.876379,17.016939,17.016939,17.016939,16.333836,16.333836,16.333836,16.95319,16.95319,16.573923,
595.1965,16.208262,16.565853,16.947881,16.395869,16.395869,16.972318,16.972318,16.972318,17.048551,17.048551,16.795091,16.795091,16.795091,16.704801,16.704801,16.704801,16.503568,16.503568,16.503568,16.479131,16.479131,16.479131,17.25,17.25,16.854131,
595.4781,16.380305,16.82253,16.986157,16.304542,16.304542,16.76061,16.76061,16.76061,17.179542,17.179542,16.892987,16.892987,16.892987,16.84375,16.84375,16.84375,16.289208,16.289208,16.289208,16.578415,16.578415,16.578415,17.231432,17.231432,16.92689,
595.7596,16.407994,16.577153,16.470494,16.215062,16.215062,16.875,16.875,16.875,17.077153,17.077153,16.731559,16.731559,16.731559,16.847438,16.847438,16.847438,16.371312,16.371312,16.371312,16.759221,16.759221,16.759221,17.020185,17.020185,16.805123,
596.0412,15.950955,16.31457,16.005175,16.167635,16.167635,16.88949,16.88949,16.88949,16.81043,16.81043,16.438535,16.438535,16.438535,16.91453,16.91453,16.91453,16.31043,16.31043,16.31043,16.896935,16.896935,16.896935,16.864451,16.864451,16.688535,
596.3227,16.345777,16.375676,16.156926,16.500676,16.500676,17.3125,17.3125,17.3125,16.751352,16.751352,16.469876,16.469876,16.469876,17.156025,17.156025,17.156025,16.251126,16.251126,16.251126,16.625901,16.625901,16.625901,17.468525,17.468525,16.719876,
596.6043,16.619733,16.466994,16.248244,16.591994,16.591994,17.3125,17.3125,17.3125,16.933989,16.933989,16.622074,16.622074,16.622074,17.125585,17.125585,17.125585,16.403324,16.403324,16.403324,16.747659,16.747659,16.747659,17.438085,17.438085,16.872074,
596.8859,17.311634,16.647872,16.996341,16.772872,16.772872,17.222939,17.222939,17.222939,16.60911,16.60911,16.684707,16.684707,16.684707,16.975732,16.975732,16.975732,16.615225,16.615225,16.615225,16.720146,16.720146,16.720146,17.10911,17.10911,16.964561,
597.1674,17.314708,16.598166,16.915083,16.665083,16.665083,17.247792,17.247792,17.247792,16.332374,16.332374,16.803667,16.803667,16.803667,16.939708,16.939708,16.939708,16.683084,16.683084,16.683084,16.660666,16.660666,16.660666,16.77429,16.77429,16.96875,
597.4490,17.114895,16.311457,16.878021,16.628021,16.628021,16.967707,16.967707,16.967707,16.340729,16.340729,16.784271,16.784271,16.784271,16.881041,16.881041,16.881041,16.715729,16.715729,16.715729,16.289268,16.289268,16.289268,15.931349,15.931349,16.658227,
597.7305,16.956669,16.390915,16.902416,16.542751,16.542751,16.882668,16.882668,16.882668,16.672745,16.672745,17.00058,17.00058,17.00058,16.737919,16.737919,16.737919,16.581669,16.581669,16.581669,16.277416,16.277416,16.277416,15.898582,15.898582,16.570168,
598.0121,17.017307,16.752082,16.90625,16.63766,16.63766,16.688783,16.688783,16.688783,16.771955,16.771955,16.951443,16.951443,16.951443,16.426123,16.426123,16.426123,16.34968,16.34968,16.34968,16.361057,16.361057,16.361057,15.826443,15.826443,16.509295,
598.2937,17.211766,17.096168,16.957826,16.78519,16.78519,16.888342,16.888342,16.888342,16.39443,16.39443,17.040652,17.040652,17.040652,16.297636,16.297636,16.297636,16.209348,16.209348,16.209348,16.581304,16.581304,16.581304,16.096168,16.096168,16.654728,
598.5752,17.225027,16.831602,16.993723,16.637689,16.637689,16.388095,16.388095,16.388095,17.136607,17.136607,16.937635,16.937635,16.937635,16.106439,16.106439,16.106439,16.337338,16.337338,16.337338,16.749865,16.749865,16.749865,16.780574,16.780574,17.411716,
598.8568,17.097964,16.870786,17.072472,16.666222,16.666222,16.419101,16.419101,16.419101,17.247121,17.247121,16.833778,16.833778,16.833778,16.352387,16.352387,16.352387,16.592415,16.592415,16.592415,16.926194,16.926194,16.926194,16.9375,16.9375,17.424649,
599.1384,16.875773,16.836227,17.233796,16.6875,16.6875,16.7255,16.7255,16.7255,17.172068,17.172068,16.625773,16.625773,16.625773,16.530864,16.530864,16.530864,16.842977,16.842977,16.842977,17.108796,17.108796,17.108796,16.820795,16.820795,17.164932,
599.4199,16.564736,16.767452,17.326298,16.777596,16.777596,16.857548,16.857548,16.857548,17.04363,17.04363,16.539976,16.539976,16.539976,16.5625,16.5625,16.5625,16.883726,16.883726,16.883726,17.088678,17.088678,17.088678,16.691154,16.691154,16.823462,
599.7015,16.22998,16.598055,17.126686,16.986151,16.986151,16.809881,16.809881,16.809881,16.891468,16.891468,16.552956,16.552956,16.552956,16.5625,16.5625,16.5625,16.766468,16.766468,16.766468,16.932262,16.932262,16.932262,16.808195,16.808195,16.71875,
599.9830,16.250329,16.573026,16.926809,17.0625,17.0625,16.676809,16.676809,16.676809,16.84375,16.84375,16.458059,16.458059,16.458059,16.395394,16.395394,16.395394,16.781415,16.781415,16.781415,16.875,16.875,16.875,16.979441,16.979441,16.781415,
600.2646,16.473055,16.633889,16.814792,17.022361,17.022361,16.805625,16.805625,16.805625,16.863819,16.863819,16.40625,16.40625,16.40625,16.473055,16.473055,16.473055,17.013194,17.013194,17.013194,17.015486,17.015486,17.015486,16.910833,16.910833,16.892778,
600.5462,16.832,16.77175,16.85825,16.923,16.923,16.887,16.887,16.887,16.89425,16.89425,16.36775,16.36775,16.36775,16.6395,16.6395,16.6395,17.279,17.279,17.279,17.24775,17.24775,17.24775,16.84375,16.84375,16.976,
600.8277,16.70512,16.346139,16.86939,16.70913,16.70913,16.91186,16.91186,16.91186,17.03526,17.03526,16.712351,16.712351,16.712351,16.77965,16.77965,16.77965,17.09855,17.09855,17.09855,16.938289,16.938289,16.938289,16.64102,16.64102,16.68669,
601.1093,16.535219,16.105657,16.614827,16.505703,16.505703,16.972719,16.972719,16.972719,17.177828,17.177828,16.792656,16.792656,16.792656,16.773312,16.773312,16.773312,16.90625,16.90625,16.90625,16.744297,16.744297,16.744297,16.5,16.5,16.415922,
601.3908,16.629653,16.355383,16.269617,16.53823,16.53823,17.067153,17.067153,17.067153,17.21875,17.21875,16.572309,16.572309,16.572309,16.752327,16.752327,16.752327,16.973403,16.973403,16.973403,16.778923,16.778923,16.778923,16.617518,16.617518,16.6604,
601.6724,16.815232,16.579832,16.316598,16.688866,16.688866,17.188866,17.188866,17.188866,17.202784,17.202784,16.388235,16.388235,16.388235,16.765284,16.765284,16.765284,17.079149,17.079149,17.079149,16.813866,16.813866,16.813866,16.798582,16.798582,17.049948,
601.9540,17.088942,16.701682,16.469712,16.810577,16.810577,17.310577,17.310577,17.310577,17.157212,17.157212,16.311538,16.311538,16.311538,16.871153,16.871153,16.871153,17.109856,17.109856,17.109856,16.708414,16.708414,16.708414,17.011297,17.011297,17.081491,
602.2355,17.149751,16.792964,16.394536,16.875,16.875,17.360679,17.360679,17.360679,17.096358,17.096358,16.415356,16.415356,16.415356,17,17,17,17.050786,17.050786,17.050786,16.488286,16.488286,16.488286,17.170571,17.170571,16.911465,
602.5171,16.936766,16.72227,16.330252,16.875,16.875,17.357248,17.357248,17.357248,17.035504,17.035504,16.567489,16.567489,16.567489,16.959507,16.959507,16.959507,17.080987,17.080987,17.080987,16.424002,16.424002,16.424002,17.025527,17.025527,16.911239,
602.7987,16.761805,16.397742,16.41389,16.951042,16.951042,17.298958,17.298958,17.298958,16.949305,16.949305,16.744966,16.744966,16.744966,16.817534,16.817534,16.817534,17.263542,17.263542,17.263542,16.40625,16.40625,16.40625,16.736458,16.736458,17.177432,
603.0802,16.82969,16.464327,16.645444,16.778121,16.778121,16.962367,16.962367,16.962367,16.566923,16.566923,16.673565,16.673565,16.673565,16.521612,16.521612,16.521612,17.161716,17.161716,17.161716,16.572138,16.572138,16.572138,16.613151,16.613151,17.070177,
603.3618,17.00738,17.001822,16.72613,16.301476,16.301476,16.70399,16.70399,16.70399,16.106596,16.106596,16.354774,16.354774,16.354774,16.227952,16.227952,16.227952,16.86762,16.86762,16.86762,16.865798,16.865798,16.865798,16.604774,16.604774,16.46875,
603.6433,16.865457,17.011509,16.604603,16.322043,16.322043,16.947043,16.947043,16.947043,16.269086,16.269086,16.405595,16.405595,16.405595,16.197698,16.197698,16.197698,16.90756,16.90756,16.90756,16.90625,16.90625,16.90625,16.625,16.625,16.489147,
603.9249,16.743762,16.821902,16.496896,16.40625,16.40625,17.040622,17.040622,17.040622,16.474988,16.474988,16.46875,16.46875,16.46875,16.246866,16.246866,16.246866,16.715646,16.715646,16.715646,16.896878,16.896878,16.896878,16.606256,16.606256,16.549994,
604.2065,16.647705,16.522457,16.326659,16.389159,16.389159,17.130862,17.130862,17.130862,16.656498,16.656498,16.485841,16.485841,16.485841,16.432134,16.432134,16.432134,16.613772,16.613772,16.613772,16.815183,16.815183,16.815183,16.605226,16.605226,16.559569,
604.4880,16.640436,16.226846,16.273532,16.397776,16.397776,17.227603,17.227603,17.227603,16.921686,16.921686,16.562122,16.562122,16.562122,16.773154,16.773154,16.773154,16.834897,16.834897,16.834897,16.687122,16.687122,16.687122,16.741904,16.741904,16.499622,
