,Live Spectrum 26-10-2023 13:33:34,Live Spectrum 26-10-2023 13:33:35,Live Spectrum 26-10-2023 13:33:36,Live Spectrum 26-10-2023 13:33:36,Live Spectrum 26-10-2023 13:33:36,Live Spectrum 26-10-2023 13:33:37,Live Spectrum 26-10-2023 13:33:37,Live Spectrum 26-10-2023 13:33:37,Live Spectrum 26-10-2023 13:33:37,Live Spectrum 26-10-2023 13:33:38,Live Spectrum 26-10-2023 13:33:38,Live Spectrum 26-10-2023 13:33:38,Live Spectrum 26-10-2023 13:33:38,Live Spectrum 26-10-2023 13:33:38,Live Spectrum 26-10-2023 13:33:38,Live Spectrum 26-10-2023 13:33:39,Live Spectrum 26-10-2023 13:33:39,Live Spectrum 26-10-2023 13:33:39,Live Spectrum 26-10-2023 13:33:39,Live Spectrum 26-10-2023 13:33:40,Live Spectrum 26-10-2023 13:33:40,Live Spectrum 26-10-2023 13:33:40,Live Spectrum 26-10-2023 13:33:41,Live Spectrum 26-10-2023 13:33:41,Live Spectrum 26-10-2023 13:33:41,Live Spectrum 26-10-2023 13:33:41,Live Spectrum 26-10-2023 13:33:41,Live Spectrum 26-10-2023 13:33:42,Live Spectrum 26-10-2023 13:33:42,Live Spectrum 26-10-2023 13:33:42,Live Spectrum 26-10-2023 13:33:42,Live Spectrum 26-10-2023 13:33:43,Live Spectrum 26-10-2023 13:33:43,Live Spectrum 26-10-2023 13:33:43,Live Spectrum 26-10-2023 13:33:43,Live Spectrum 26-10-2023 13:33:44,Live Spectrum 26-10-2023 13:33:44,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
681.6359,15.860748,16.305215,17.043392,17.043392,16.884395,16.884395,16.665645,16.665645,16.665645,17.358002,17.358002,17.358002,17.305215,17.305215,17.305215,17.535788,17.535788,17.535788,17.388934,17.036107,17.036107,17.444467,17.444467,16.788853,16.788853,16.788853,17,17,16.043073,16.043073,16.043073,17.040645,17.040645,17.271537,17.271537,17.271537,16.226035,
681.9174,16.18027,15.695547,16.891033,16.891033,16.850163,16.850163,16.93989,16.93989,16.93989,17.683476,17.683476,17.683476,17.368587,17.368587,17.368587,16.637071,16.637071,16.637071,16.736417,16.94712,16.94712,17.46875,17.46875,16.24522,16.24522,16.24522,16.74761,16.74761,15.81011,15.81011,15.81011,16.389461,16.389461,17.44951,17.44951,17.44951,16.919833,
682.1990,16.491408,15.979456,17.065861,17.065861,16.571092,16.571092,17.159611,17.159611,17.159611,17.555155,17.555155,17.555155,17.129608,17.129608,17.129608,16.613047,16.613047,16.613047,16.710782,16.828437,16.828437,17.250623,17.250623,16.432892,16.432892,16.432892,16.800547,16.800547,15.999377,15.999377,15.999377,16.585158,16.585158,17.386953,17.386953,17.386953,16.945468,
682.4805,16.796142,16.37561,17.332153,17.332153,16.451782,16.451782,17.346435,17.346435,17.346435,17.398804,17.398804,17.398804,16.775879,16.775879,16.775879,17.101806,17.101806,17.101806,16.957153,16.891968,16.891968,16.980347,16.980347,16.786621,16.786621,16.786621,16.838989,16.838989,16.349121,16.349121,16.349121,16.677978,16.677978,17.136597,17.136597,17.136597,16.884522,
682.7621,16.920891,16.514641,17.554995,17.554995,16.463214,16.463214,17.400714,17.400714,17.400714,17.117864,17.117864,17.117864,16.71875,16.71875,16.71875,17.316068,17.316068,17.316068,17,17.060531,17.060531,16.860359,16.860359,16.895177,16.895177,16.895177,16.946604,16.946604,16.663386,16.663386,16.663386,16.6875,16.6875,17.145177,17.145177,17.145177,16.952141,
683.0437,16.688112,16.506311,16.870525,16.870525,16.493689,16.493689,17.181801,17.181801,17.181801,16.937806,16.937806,16.937806,16.743689,16.743689,16.743689,17.219056,17.219056,17.219056,16.675796,17.118689,17.118689,16.619301,16.619301,16.90625,16.90625,16.90625,17.193199,17.193199,16.768628,16.768628,16.768628,16.562806,16.562806,17.231066,17.231066,17.231066,17.16826,
683.3252,16.48001,16.379175,16.63917,16.63917,16.282516,16.282516,16.883351,16.883351,16.883351,16.882085,16.882085,16.882085,16.991649,16.991649,16.991649,16.970016,16.970016,16.970016,16.255441,17.318319,17.318319,16.393346,16.393346,16.930415,16.930415,16.930415,17.10501,17.10501,16.82958,16.82958,16.82958,16.555415,16.555415,17.34666,17.34666,17.34666,17.26708,
683.6068,16.367324,16.624454,16.648392,16.648392,16.499454,16.499454,16.57858,16.57858,16.57858,17.015352,17.015352,17.015352,17.015716,17.015716,17.015716,16.836074,16.836074,16.836074,16.27321,17.562136,17.562136,16.34375,16.34375,17.101244,17.101244,17.101244,16.992324,16.992324,16.72679,16.72679,16.72679,16.632676,16.632676,17.445176,17.445176,17.445176,17.234466,
683.8883,16.32113,16.85447,16.58839,16.58839,16.955669,16.955669,16.34166,16.34166,16.34166,17.1756,17.1756,17.1756,16.95476,16.95476,16.95476,16.65416,16.65416,16.65416,16.629179,17.64762,17.64762,16.569949,16.569949,17.29197,17.29197,17.29197,16.90089,16.90089,16.71012,16.71012,16.71012,16.74673,16.74673,17.46875,17.46875,17.46875,17.28661,
684.1699,16.530989,16.90625,16.409558,16.409558,16.89711,16.89711,16.128308,16.128308,16.128308,16.956564,16.956564,16.956564,17.112291,17.112291,17.112291,16.59375,16.59375,16.59375,16.990337,17.372215,17.372215,16.590703,16.590703,17.103413,17.103413,17.103413,17.006093,17.006093,16.281773,16.281773,16.281773,16.956041,16.956041,17.162866,17.162866,17.162866,16.962918,
684.4515,16.646079,16.864093,16.322671,16.322671,16.770343,16.770343,15.893871,15.893871,15.893871,16.970222,16.970222,16.970222,16.723769,16.723769,16.723769,16.867773,16.867773,16.867773,16.988357,17.123528,17.123528,16.646815,16.646815,17,17,17,16.830634,16.830634,16.304537,16.304537,16.304537,17.073407,17.073407,17.03125,17.03125,17.03125,16.749264,
684.7330,16.575012,16.823441,16.576523,16.576523,16.75,16.75,15.893738,15.893738,15.893738,17.112488,17.112488,17.112488,16.235977,16.235977,16.235977,17.121857,17.121857,17.121857,16.754715,17.143738,17.143738,16.992142,16.992142,17.101547,17.101547,17.101547,16.495346,16.495346,16.385941,16.385941,16.385941,17.134369,17.134369,17.092178,17.092178,17.092178,16.739059,
685.0146,16.355379,16.832041,16.835997,16.835997,16.828165,16.828165,16.211076,16.211076,16.211076,17.136709,17.136709,17.136709,15.996044,15.996044,15.996044,17.167959,17.167959,17.167959,16.675791,17.1875,17.1875,17.15625,17.15625,17.117168,17.117168,17.117168,16.414082,16.414082,16.414082,16.414082,16.414082,17.019462,17.019462,17.339953,17.339953,17.339953,16.632753,
685.2962,16.118583,16.674785,17.075215,17.075215,16.950095,16.950095,16.506417,16.506417,16.506417,17.218869,17.218869,17.218869,16.294203,16.294203,16.294203,17.212572,17.212572,17.212572,16.818917,17.149952,17.149952,17.175024,17.175024,17.300262,17.300262,17.300262,16.794203,16.794203,16.212214,16.212214,16.212214,16.806083,16.806083,17.318559,17.318559,17.318559,16.637595,
685.5777,16.139295,16.688552,17.349567,17.349567,17.018007,17.018007,16.395668,16.395668,16.395668,17.515347,17.515347,17.515347,16.855384,16.855384,16.855384,17.502104,17.502104,17.502104,16.97828,17.05297,17.05297,17.097463,17.097463,17.527537,17.527537,17.527537,17.211325,17.211325,16.026485,16.026485,16.026485,16.700743,16.700743,16.984653,16.984653,16.984653,16.777537,
685.8593,16.425655,16.86746,17.46875,17.46875,16.876072,16.876072,16.301726,16.301726,16.301726,17.60129,17.60129,17.60129,17.197202,17.197202,17.197202,17.446111,17.446111,17.446111,16.979524,17.103452,17.103452,16.996766,16.996766,17.59375,17.59375,17.59375,17.412718,17.412718,16.224147,16.224147,16.224147,16.946131,16.946131,16.881468,16.881468,16.881468,16.895476,
686.1408,16.692616,17.052843,17.435795,17.435795,16.717045,16.717045,16.508526,16.508526,16.508526,17.284086,17.284086,17.284086,17.413071,17.413071,17.413071,17.118179,17.118179,17.118179,16.904545,17.220455,17.220455,16.952272,16.952272,17.52784,17.52784,17.52784,17.40284,17.40284,16.571026,16.571026,16.571026,17.321026,17.321026,17.052843,17.052843,17.052843,16.921022,
686.4224,16.51411,17.046251,17.217681,17.217681,16.828927,16.828927,16.703392,16.703392,16.703392,16.968215,16.968215,16.968215,17.405537,17.405537,17.405537,16.858573,16.858573,16.858573,16.686431,17.092859,17.092859,16.906072,16.906072,17.453036,17.453036,17.453036,16.935183,16.935183,16.907319,16.907319,16.907319,17.248753,17.248753,17.171964,17.171964,17.171964,16.670538,
686.7040,16.175242,16.877694,17.001347,17.001347,17.073411,17.073411,16.914467,16.914467,16.914467,17.009564,17.009564,17.009564,16.982218,16.982218,16.982218,16.853314,16.853314,16.853314,16.455145,16.967403,16.967403,16.695581,16.695581,17.34779,17.34779,17.34779,16.426589,16.426589,17.123653,17.123653,17.123653,16.866783,16.866783,17.217403,17.217403,17.217403,16.4375,
686.9855,16.0228,16.82669,17.0397,17.0397,17.24426,17.24426,17.12213,17.12213,17.12213,17.0853,17.0853,17.0853,16.61368,16.61368,16.61368,17.02838,17.02838,17.02838,16.49139,17,17,16.358099,16.358099,17.065529,17.065529,17.065529,16.36926,16.36926,17.15625,17.15625,17.15625,16.57398,16.57398,17.32095,17.32095,17.32095,16.50845,
687.2671,16.031507,16.763173,17.259295,17.259295,17.231923,17.231923,17.008525,17.008525,17.008525,16.98657,16.98657,16.98657,16.750513,16.750513,16.750513,17.089359,17.089359,17.089359,16.701186,16.919423,16.919423,16.1875,16.1875,16.870609,16.870609,16.870609,16.518077,16.518077,17.14282,17.14282,17.14282,16.477789,16.477789,17.231666,17.231666,17.231666,16.660898,
687.5486,16.27028,16.68159,17.51352,17.51352,16.833591,16.833591,16.8125,16.8125,16.8125,16.88006,16.88006,16.88006,17.07602,17.07602,17.07602,17.17568,17.17568,17.17568,16.97045,17.040559,17.040559,16.453569,16.453569,16.94426,16.94426,16.94426,16.57432,16.57432,17.02364,17.02364,17.02364,16.53125,16.53125,16.847961,16.847961,16.847961,16.914709,
687.8302,16.401766,16.71875,17.648823,17.648823,16.334782,16.334782,16.907791,16.907791,16.907791,16.714266,16.714266,16.714266,17.092209,17.092209,17.092209,17.190443,17.190443,17.190443,17.287275,17.303532,17.303532,16.92713,16.92713,17.071468,17.071468,17.071468,16.357063,16.357063,16.851177,16.851177,16.851177,16.602718,16.602718,16.625,16.625,16.625,17.180073,
688.1118,16.221058,16.830288,17.620577,17.620577,16.196442,16.196442,16.828269,16.828269,16.828269,16.790096,16.790096,16.790096,16.970962,16.970962,16.970962,17.082596,17.082596,17.082596,17.377308,17.287885,17.287885,16.995577,16.995577,17.198654,17.198654,17.198654,16.303461,16.303461,16.868269,16.868269,16.868269,16.685288,16.685288,16.736538,16.736538,16.736538,17.285673,
688.3933,15.958411,17.062442,17.416822,17.416822,16.218634,16.218634,16.354264,16.354264,16.354264,17.166415,17.166415,17.166415,17.135223,17.135223,17.135223,16.989719,16.989719,16.989719,17.114661,17.520736,17.520736,16.802219,16.802219,17.208353,17.208353,17.208353,16.791357,16.791357,16.989545,16.989545,16.989545,16.562616,16.562616,17.114254,17.114254,17.114254,17.427045,
688.6749,16.154611,16.874314,17.230716,17.230716,16.50766,16.50766,16.356059,16.356059,16.356059,17.292874,17.292874,17.292874,17.218407,17.218407,17.218407,16.776258,16.776258,16.776258,16.799848,17.29718,17.29718,16.665892,16.665892,16.946456,16.946456,16.946456,16.951448,16.951448,16.799848,16.799848,16.799848,16.456784,16.456784,17.275915,17.275915,17.275915,17.584451,
688.9565,16.834573,16.383598,17.107515,17.107515,16.750579,16.750579,16.575976,16.575976,16.575976,16.879878,16.879878,16.879878,16.9375,16.9375,16.9375,16.660549,16.660549,16.660549,16.227927,16.740245,16.740245,16.6875,16.6875,16.548446,16.548446,16.548446,16.598049,16.598049,16.263476,16.263476,16.263476,16.5,16.5,16.808201,16.808201,16.808201,17.772652,
689.2380,16.960616,16.603169,16.979454,16.979454,16.396831,16.396831,16.547517,16.547517,16.547517,16.583046,16.583046,16.583046,16.929366,16.929366,16.929366,16.75,16.75,16.75,16.118151,17.276971,17.276971,16.728169,16.728169,16.995721,16.995721,16.995721,16.711901,16.711901,16.243151,16.243151,16.243151,16.516267,16.516267,16.710616,16.710616,16.710616,17.512413,
689.5196,16.959644,16.733513,17.202263,17.202263,16.347681,16.347681,16.586369,16.586369,16.586369,16.411906,16.411906,16.411906,16.943156,16.943156,16.943156,16.80905,16.80905,16.80905,16.24655,17.486962,17.486962,16.828987,16.828987,17.286906,17.286906,17.286906,16.818156,16.818156,16.305119,16.305119,16.305119,16.569881,16.569881,16.643212,16.643212,16.643212,17.259106,
689.8011,17.02462,16.728211,17.25,17.25,16.615539,16.615539,16.628798,16.628798,16.628798,16.624068,16.624068,16.624068,17.06913,17.06913,17.06913,17.033149,17.033149,17.033149,16.377832,17.217783,17.217783,16.78125,16.78125,17.359841,17.359841,17.359841,16.964019,16.964019,16.321029,16.321029,16.321029,16.626899,16.626899,16.453591,16.453591,16.453591,17.18087,
690.0827,16.994121,16.525371,17.179447,17.179447,16.730188,16.730188,16.910277,16.910277,16.910277,16.986388,16.986388,16.986388,17.064353,17.064353,17.064353,17.15625,17.15625,17.15625,16.115094,16.720603,16.720603,16.834165,16.834165,17.175741,17.175741,17.175741,17.009585,17.009585,16.480509,16.480509,16.480509,16.761759,16.761759,16.304768,16.304768,16.304768,17.144491,
690.3643,16.922579,16.51539,16.88526,16.88526,16.36474,16.36474,17.09841,17.09841,17.09841,17.05224,17.05224,17.05224,16.896459,16.896459,16.896459,17.089559,17.089559,17.089559,15.95802,16.660441,16.660441,17.07789,17.07789,17.11987,17.11987,17.11987,16.7556,16.7556,16.54664,16.54664,16.54664,16.83302,16.83302,16.503721,16.503721,16.503721,17.06297,
690.6458,16.674355,16.620041,16.976936,16.976936,16.360699,16.360699,17.268105,17.268105,17.268105,16.969328,16.969328,16.969328,16.656828,16.656828,16.656828,16.728091,16.728091,16.728091,16.13699,17.07449,17.07449,17.173777,17.173777,17.111277,17.111277,17.111277,16.594328,16.594328,16.646909,16.646909,16.646909,16.959409,16.959409,17.030672,17.030672,17.030672,16.893105,
690.9274,16.608288,16.752174,17.200577,17.200577,16.678057,16.678057,17.1875,17.1875,17.1875,16.846671,16.846671,16.846671,16.476019,16.476019,16.476019,16.659171,16.659171,16.659171,16.604654,17.440387,17.440387,17.157677,17.157677,17.200577,17.200577,17.200577,16.460768,16.460768,16.82123,16.82123,16.82123,17.02106,17.02106,17.149694,17.149694,17.149694,16.863383,
691.2089,16.71875,16.551468,17.01051,17.01051,16.832197,16.832197,17.20483,17.20483,17.20483,17.34375,17.34375,17.34375,16.53125,16.53125,16.53125,17.153362,17.153362,17.153362,16.75682,16.738447,16.738447,16.241857,16.241857,17.019175,17.019175,17.019175,16.875,16.875,17.104782,17.104782,17.104782,16.462973,16.462973,16.604782,16.604782,16.604782,17.21534,
691.4905,16.720893,16.767146,16.472138,16.472138,16.714464,16.714464,17.394289,17.394289,17.394289,17.333034,17.333034,17.333034,16.533393,16.533393,16.533393,17.142146,17.142146,17.142146,17.48465,16.61857,16.61857,16.494468,16.494468,16.578748,16.578748,16.578748,16.879286,16.879286,16.897677,16.897677,16.897677,16.401964,16.401964,16.416966,16.416966,16.416966,16.894289,
691.7721,16.761193,17.004197,16.090952,16.090952,16.659048,16.659048,17.643658,17.643658,17.643658,17.184702,17.184702,17.184702,16.576491,16.576491,16.576491,17.363807,17.363807,17.363807,18.127798,16.534048,16.534048,16.846548,16.846548,16.377798,16.377798,16.377798,16.934702,16.934702,16.775653,16.775653,16.775653,16.332557,16.332557,16.566697,16.566697,16.566697,17.189829,
692.0536,17.004593,17.09375,16.049622,16.049622,16.722031,16.722031,17.367126,17.367126,17.367126,17.126968,17.126968,17.126968,16.867782,16.867782,16.867782,17.121719,17.121719,17.121719,18.17897,16.59375,16.59375,16.907562,16.907562,16.445374,16.445374,16.445374,16.873688,16.873688,16.653625,16.653625,16.653625,16.095718,16.095718,16.662812,16.662812,16.662812,17.903625,
692.3352,17.21815,17.09375,16.903849,16.903849,16.874571,16.874571,17.001029,17.001029,17.001029,17.218493,17.218493,17.218493,16.532193,16.532193,16.532193,16.969179,16.969179,16.969179,17.782365,16.59375,16.59375,16.968579,16.968579,16.811471,16.811471,16.811471,16.812671,16.812671,16.531593,16.531593,16.531593,16.187243,16.187243,16.967893,16.967893,16.967893,17.781593,
692.6167,17.340444,16.941633,17.362602,17.362602,16.905423,16.905423,16.939153,16.939153,16.939153,17.157903,17.157903,17.157903,16.105321,16.105321,16.105321,17.029597,17.029597,17.029597,17.233628,16.806714,16.806714,16.755786,16.755786,17.025464,17.025464,17.025464,16.8125,16.8125,16.62252,16.62252,16.62252,16.248347,16.248347,17.090444,17.090444,17.090444,16.959816,
692.8983,17.195331,17.145286,17.671838,17.671838,16.817199,16.817199,16.789081,16.789081,16.789081,17.215618,17.215618,17.215618,16.034382,16.034382,16.034382,17.328088,17.328088,17.328088,16.74381,17.079654,17.079654,16.542214,16.542214,16.971882,16.971882,16.971882,16.931235,16.931235,17.159308,17.159308,17.159308,16.546838,16.546838,16.915647,16.915647,16.915647,16.848449,
693.1799,17.158555,17.272031,17.716445,17.716445,16.667774,16.667774,16.897031,16.897031,16.897031,17.247695,17.247695,17.247695,16.320702,16.320702,16.320702,17.575311,17.575311,17.575311,16.71875,17.296366,17.296366,16.47336,16.47336,16.679298,16.679298,16.679298,17.024336,17.024336,17.708513,17.708513,17.708513,16.62039,16.62039,16.84836,16.84836,16.84836,17.335818,
693.4614,16.648512,16.632473,17.154596,17.154596,16.853704,16.853704,16.567758,16.567758,16.567758,16.967923,16.967923,16.967923,16.512996,16.512996,16.512996,17.452712,17.452712,17.452712,16.493089,17.848446,17.848446,16.384127,16.384127,16.881911,16.881911,16.881911,16.862004,16.862004,17.044808,17.044808,17.044808,17.330192,17.330192,16.84375,16.84375,16.84375,17.262169,
693.7430,16.648693,16.809742,17.121221,17.121221,16.792586,16.792586,16.53125,16.53125,16.53125,17.019914,17.019914,17.019914,16.586193,16.586193,16.586193,17.327615,17.327615,17.327615,16.963233,17.631537,17.631537,16.402471,16.402471,17.263377,17.263377,17.263377,16.898693,16.898693,17.023693,17.023693,17.023693,17.268894,17.268894,16.816279,16.816279,16.816279,17.25,
694.0246,16.816666,17.137846,17.231944,17.231944,16.674306,16.674306,16.424306,16.424306,16.424306,16.89757,16.89757,16.89757,16.567014,16.567014,16.567014,17.17882,17.17882,17.17882,17.672914,17.353126,17.353126,16.486458,16.486458,17.232292,17.232292,17.232292,17.013194,17.013194,17.138194,17.138194,17.138194,17.196528,17.196528,16.67882,16.67882,16.67882,17.223264,
694.3061,16.817748,17.109494,17.562022,17.562022,16.760257,16.760257,16.69227,16.69227,16.69227,16.927004,16.927004,16.927004,16.5625,16.5625,16.5625,17.15625,17.15625,17.15625,17.625239,17.052481,17.052481,16.630009,16.630009,16.984733,16.984733,16.984733,16.979246,16.979246,17.104246,17.104246,17.104246,16.90148,16.90148,16.526241,16.526241,16.526241,17.348759,
694.5877,16.938844,16.891599,17.700806,17.700806,16.78125,16.78125,16.926882,16.926882,16.926882,16.9375,16.9375,16.9375,16.916263,16.916263,16.916263,16.600336,16.600336,16.600336,17.214718,17.075806,17.075806,16.732056,16.732056,17.013306,17.013306,17.013306,16.716062,16.716062,16.967406,16.967406,16.967406,16.894288,16.894288,16.196774,16.196774,16.196774,17.501344,
694.8692,17.066898,16.721065,17.792361,17.792361,16.683102,16.683102,16.993287,16.993287,16.993287,17.011111,17.011111,17.011111,17.196295,17.196295,17.196295,16.444213,16.444213,16.444213,16.80602,17.290045,17.290045,16.823611,16.823611,17.448378,17.448378,17.448378,16.631713,16.631713,16.912963,16.912963,16.912963,16.979861,16.979861,16.296758,16.296758,16.296758,17.384029,
695.1508,17.165168,16.592275,17.741082,17.741082,16.608638,16.608638,16.952388,16.952388,16.952388,16.936025,16.936025,16.936025,17.273806,17.273806,17.273806,16.294663,16.294663,16.294663,16.742556,17.558005,17.558005,16.867556,16.867556,17.776755,17.776755,17.776755,16.648806,16.648806,17.144311,17.144311,17.144311,17.214255,17.214255,16.510393,16.510393,16.510393,17.319944,
695.4324,17.325959,16.608653,17.880286,17.880286,16.501444,16.501444,16.752888,16.752888,16.752888,16.744714,16.744714,16.744714,17.258173,17.258173,17.258173,16.203847,16.203847,16.203847,16.888459,17.648077,17.648077,16.828847,16.828847,17.84375,17.84375,17.84375,16.72548,16.72548,17.311056,17.311056,17.311056,17.396633,17.396633,16.677883,16.677883,16.677883,17.24327,
695.7139,17.173868,16.580304,17.468192,17.468192,16.066486,16.066486,16.732196,16.732196,16.732196,16.709848,16.709848,16.709848,17.47348,17.47348,17.47348,16.433328,16.433328,16.433328,17.38446,17.008157,17.008157,16.678412,16.678412,17.597922,17.597922,17.597922,16.839392,16.839392,16.740353,16.740353,16.740353,17.035236,17.035236,17.098666,17.098666,17.098666,16.928226,
695.9955,17.007267,16.5625,17.065043,17.065043,16.187319,16.187319,16.793241,16.793241,16.793241,16.848474,16.848474,16.848474,17.086845,17.086845,17.086845,16.617733,16.617733,16.617733,17.346293,16.966207,16.966207,16.754724,16.754724,17.327035,17.327035,17.327035,16.939862,16.939862,16.19731,16.19731,16.19731,16.875,16.875,16.94731,16.94731,16.94731,16.834121,
696.2770,16.864277,16.583395,16.885172,16.885172,16.479656,16.479656,16.8125,16.8125,16.8125,17.115195,17.115195,17.115195,16.561582,16.561582,16.561582,16.677145,16.677145,16.677145,17.124633,17.208762,17.208762,16.958762,16.958762,17.25,17.25,17.25,17.052328,17.052328,16.187867,16.187867,16.187867,16.916789,16.916789,16.624449,16.624449,16.624449,16.801961,
696.5586,16.751992,16.573581,16.904258,16.904258,16.360805,16.360805,16.772161,16.772161,16.772161,17.359936,17.359936,17.359936,16.587775,16.587775,16.587775,16.6875,16.6875,16.6875,17.284364,17.140064,17.140064,17.03125,17.03125,17.451695,17.451695,17.451695,17.134089,17.134089,16.532373,16.532373,16.532373,16.9375,16.9375,16.672436,16.672436,16.672436,16.660233,
696.8402,16.796533,16.659728,16.995837,16.995837,16.288891,16.288891,16.711109,16.711109,16.711109,17.418054,17.418054,17.418054,17.018076,17.018076,17.018076,16.648609,16.648609,16.648609,17.289576,16.945826,16.945826,16.836794,16.836794,17.348598,17.348598,17.348598,17.097913,17.097913,16.512489,16.512489,16.512489,17.054174,17.054174,16.944456,16.944456,16.944456,16.613196,
697.1217,16.806304,16.812365,16.900189,16.900189,16.499729,16.499729,16.575162,16.575162,16.575162,17.368804,17.368804,17.368804,17.087689,17.087689,17.087689,16.643723,16.643723,16.643723,16.994075,17.099675,17.099675,16.71875,16.71875,17.012798,17.012798,17.012798,17.006331,17.006331,15.919453,15.919453,15.919453,17.143723,17.143723,16.837825,16.837825,16.837825,16.531385,
697.4033,16.727246,16.74899,16.884506,16.884506,16.643001,16.643001,16.445996,16.445996,16.445996,17.253743,17.253743,17.253743,16.87399,16.87399,16.87399,16.800262,16.800262,16.800262,16.699738,17.322006,17.322006,16.646744,16.646744,16.856999,16.856999,16.856999,16.914746,16.914746,15.71976,15.71976,15.71976,17.228256,17.228256,16.6875,16.6875,16.6875,16.504753,
697.6849,16.670219,16.535282,17.127592,17.127592,16.552563,16.552563,16.458093,16.458093,16.458093,17.101094,17.101094,17.101094,16.833093,16.833093,16.833093,17.009937,17.009937,17.009937,16.801123,17.236751,17.236751,16.74928,16.74928,17.068405,17.068405,17.068405,16.840438,16.840438,16.158122,16.158122,16.158122,17.384937,17.384937,16.704781,16.704781,16.704781,16.68678,
697.9664,16.590002,16.735616,16.983134,16.983134,16.684056,16.684056,16.466876,16.466876,16.466876,17.080936,17.080936,17.080936,16.841876,16.841876,16.841876,16.994378,16.994378,16.994378,16.935626,17.274058,17.274058,16.974372,16.974372,16.968446,16.968446,16.968446,16.961558,16.961558,16.619682,16.619682,16.619682,17.286568,17.286568,16.917494,16.917494,16.917494,16.696566,
698.2480,16.53125,16.952468,16.79797,16.79797,16.779936,16.779936,16.4375,16.4375,16.4375,17.188376,17.188376,17.188376,16.875876,16.875876,16.875876,16.858718,16.858718,16.858718,16.858718,17.342874,17.342874,16.999124,16.999124,16.623686,16.623686,16.623686,17.062062,17.062062,16.892158,16.892158,16.892158,17.140844,17.140844,16.93531,16.93531,16.93531,16.67297,
698.5295,16.667396,16.785232,16.935509,16.935509,16.642118,16.642118,16.482882,16.482882,16.482882,17.098727,17.098727,17.098727,16.892118,16.892118,16.892118,16.842755,16.842755,16.842755,16.751991,17.175359,17.175359,16.9375,16.9375,16.485868,16.485868,16.485868,17.03125,17.03125,17.090764,17.090764,17.090764,17.080614,17.080614,16.796377,16.796377,16.796377,16.901273,
698.8111,16.898971,16.670662,17.086471,17.086471,16.59375,16.59375,16.646544,16.646544,16.646544,16.879853,16.879853,16.879853,16.84375,16.84375,16.84375,16.947059,16.947059,16.947059,16.658676,17.076912,17.076912,16.923088,16.923088,16.639265,16.639265,16.639265,16.988015,16.988015,17.173088,17.173088,17.173088,16.927941,16.927941,16.855735,16.855735,16.855735,17.091324,
699.0927,17.095882,16.619013,17.146408,17.146408,16.580053,16.580053,16.83604,16.83604,16.83604,16.593341,16.593341,16.593341,16.871145,16.871145,16.871145,17.08604,17.08604,17.08604,16.625,17.162237,17.162237,16.919947,16.919947,16.833908,16.833908,16.833908,16.9375,16.9375,17.183645,17.183645,17.183645,16.747868,16.747868,16.90625,16.90625,16.90625,17.125,
699.3742,17.231734,16.62214,17.041813,17.041813,16.588469,16.588469,16.90625,16.90625,16.90625,16.338469,16.338469,16.338469,16.932219,16.932219,16.932219,17.182219,17.182219,17.182219,16.71589,17.224031,17.224031,16.924516,16.924516,16.651407,16.651407,16.651407,16.911531,16.911531,17.153828,17.153828,17.153828,16.689922,16.689922,16.841328,16.841328,16.841328,17.099031,
699.6558,17.348179,16.774545,16.993295,16.993295,16.551366,16.551366,16.844888,16.844888,16.844888,16.375,16.375,16.375,17.01784,17.01784,17.01784,17.181933,17.181933,17.181933,16.905112,17.089321,17.089321,16.930795,16.930795,16.51784,16.51784,16.51784,16.813638,16.813638,17.197497,17.197497,17.197497,16.83034,16.83034,16.848179,16.848179,16.848179,17.123862,
699.9373,17.511562,16.88187,17.054373,17.054373,16.460623,16.460623,16.68063,16.68063,16.68063,16.44437,16.44437,16.44437,17.151559,17.151559,17.151559,17.090315,17.090315,17.090315,16.965315,16.86813,16.86813,16.991873,16.991873,16.686244,16.686244,16.686244,16.707188,16.707188,17.487182,17.487182,17.487182,17.033429,17.033429,17.208111,17.208111,17.208111,17.345929,
700.2189,17.292499,16.978295,16.865852,16.865852,16.326363,16.326363,16.486534,16.486534,16.486534,16.812103,16.812103,16.812103,16.989545,16.989545,16.989545,16.89017,16.89017,16.89017,16.515567,16.956194,16.956194,17.194034,17.194034,16.898011,16.898011,16.898011,16.806875,16.806875,17.527329,17.527329,17.527329,17.076363,17.076363,17.291193,17.291193,17.291193,17.291193,
700.5005,16.914759,16.998365,16.4375,16.4375,16.091297,16.091297,16.303174,16.303174,16.303174,17.210241,17.210241,17.210241,16.479712,16.479712,16.479712,16.696009,16.696009,16.696009,15.902979,17.435047,17.435047,17.347839,17.347839,17.030432,17.030432,17.030432,17.03125,17.03125,17.252453,17.252453,17.252453,16.780432,16.780432,16.700097,16.700097,16.700097,16.842115,
