,Live Spectrum 26-10-2023 13:33:34,Live Spectrum 26-10-2023 13:33:35,Live Spectrum 26-10-2023 13:33:36,Live Spectrum 26-10-2023 13:33:36,Live Spectrum 26-10-2023 13:33:36,Live Spectrum 26-10-2023 13:33:37,Live Spectrum 26-10-2023 13:33:37,Live Spectrum 26-10-2023 13:33:37,Live Spectrum 26-10-2023 13:33:37,Live Spectrum 26-10-2023 13:33:38,Live Spectrum 26-10-2023 13:33:38,Live Spectrum 26-10-2023 13:33:38,Live Spectrum 26-10-2023 13:33:38,Live Spectrum 26-10-2023 13:33:38,Live Spectrum 26-10-2023 13:33:38,Live Spectrum 26-10-2023 13:33:39,Live Spectrum 26-10-2023 13:33:39,Live Spectrum 26-10-2023 13:33:39,Live Spectrum 26-10-2023 13:33:39,Live Spectrum 26-10-2023 13:33:40,Live Spectrum 26-10-2023 13:33:40,Live Spectrum 26-10-2023 13:33:40,Live Spectrum 26-10-2023 13:33:41,Live Spectrum 26-10-2023 13:33:41,Live Spectrum 26-10-2023 13:33:41,Live Spectrum 26-10-2023 13:33:41,Live Spectrum 26-10-2023 13:33:41,Live Spectrum 26-10-2023 13:33:42,Live Spectrum 26-10-2023 13:33:42,Live Spectrum 26-10-2023 13:33:42,Live Spectrum 26-10-2023 13:33:42,Live Spectrum 26-10-2023 13:33:43,Live Spectrum 26-10-2023 13:33:43,Live Spectrum 26-10-2023 13:33:43,Live Spectrum 26-10-2023 13:33:43,Live Spectrum 26-10-2023 13:33:44,Live Spectrum 26-10-2023 13:33:44,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
508.7571,45.541835,44.937786,43.973933,43.973933,44.296952,44.296952,44.239591,44.239591,44.239591,44.198041,44.198041,44.198041,44.171776,44.171776,44.171776,43.890658,43.890658,43.890658,44.692727,44.32818,44.32818,43.713699,43.713699,44.244751,44.244751,44.244751,44.286521,44.286521,43.770973,43.770973,43.770973,43.973977,43.973977,42.650979,42.650979,42.650979,44.630227,
509.0387,44.076191,42.628961,43.947067,43.947067,43.375417,43.375417,43.949129,43.949129,43.949129,43.127641,43.127641,43.127641,44.476093,44.476093,44.476093,43.359502,43.359502,43.359502,44.348452,43.757505,43.757505,42.472132,42.472132,44.341526,44.341526,44.341526,43.556732,43.556732,42.411532,42.411532,42.411532,43.619973,43.619973,42.904026,42.904026,42.904026,44.310276,
509.3203,42.35818,41.115955,42.753709,42.753709,41.379929,41.379929,42.493444,42.493444,42.493444,42.084299,42.084299,42.084299,42.326067,42.326067,42.326067,41.659552,41.659552,41.659552,43.020172,42.532519,42.532519,41.826067,41.826067,43.244664,43.244664,43.244664,41.873373,41.873373,40.32937,40.32937,40.32937,42.32937,42.32937,41.902134,41.902134,41.902134,43.041564,
509.6018,40.814671,41.242139,42.481448,42.481448,41.698191,41.698191,41.635691,41.635691,41.635691,41.902237,41.902237,41.902237,42.577534,42.577534,42.577534,41.275395,41.275395,41.275395,42.002006,41.150231,41.150231,41.968915,41.968915,42.872994,42.872994,42.872994,41.221086,41.221086,40.163258,40.163258,40.163258,41.920954,41.920954,42.146053,42.146053,42.146053,41.604112,
509.8834,41.218947,42.318147,42.926614,42.926614,42.229439,42.229439,42.343144,42.343144,42.343144,42.250606,42.250606,42.250606,43.411701,43.411701,43.411701,42.165728,42.165728,42.165728,41.778025,41.829836,41.829836,42.325203,42.325203,42.955245,42.955245,42.955245,41.851411,41.851411,42.088708,42.088708,42.088708,42.21875,42.21875,42.518956,42.518956,42.518956,41.464919,
510.1649,42.374523,41.530852,42.471833,42.471833,41.100473,41.100473,42.405852,42.405852,42.405852,41.829348,41.829348,41.829348,41.319144,41.319144,41.319144,41.322307,41.322307,41.322307,41.409413,42.419617,42.419617,41.808621,41.808621,41.999523,41.999523,41.999523,41.749602,41.749602,42.228477,42.228477,42.228477,42.065583,42.065583,41.100155,41.100155,41.100155,41.333068,
510.4465,40.740444,40.20302,41.027825,41.027825,40.378087,40.378087,40.940334,40.940334,40.940334,40.106098,40.106098,40.106098,40.271736,40.271736,40.271736,39.36557,39.36557,39.36557,40.343623,40.524654,40.524654,40.421727,40.421727,40.387348,40.387348,40.387348,40.387348,40.387348,40.015562,40.015562,40.015562,40.72484,40.72484,39.221626,39.221626,39.221626,40.321635,
510.7281,39.561775,39.43895,38.967425,38.967425,40.00845,40.00845,38.952825,38.952825,38.952825,39.068775,39.068775,39.068775,39.204999,39.204999,39.204999,39.130426,39.130426,39.130426,39.47225,38.19655,38.19655,39.40975,39.40975,39.41385,39.41385,39.41385,39.361125,39.361125,39.677,39.677,39.677,39.6396,39.6396,37.570825,37.570825,37.570825,38.743725,
511.0096,39.773425,38.899564,38.428586,38.428586,38.846358,38.846358,38.565488,38.565488,38.565488,38.819755,38.819755,38.819755,37.839293,37.839293,37.839293,40.362338,40.362338,40.362338,39.194755,38.101765,38.101765,39.144348,39.144348,39.737528,39.737528,39.737528,39.315488,39.315488,40.526413,40.526413,40.526413,39.454239,39.454239,37.803775,37.803775,37.803775,38.96856,
511.2912,38.546024,39.869535,39.672451,39.672451,39.202631,39.202631,39.654904,39.654904,39.654904,38.865059,38.865059,38.865059,38.490059,38.490059,38.490059,39.064916,39.064916,39.064916,39.312143,39.605118,39.605118,39.259666,39.259666,38.784023,38.784023,38.784023,40.394607,40.394607,40.277213,40.277213,40.277213,39.285369,39.285369,39.533666,39.533666,39.533666,38.558738,
511.5727,38.300612,38.823034,37.655233,37.655233,38.429353,38.429353,38.682069,38.682069,38.682069,38.238793,38.238793,38.238793,37.890965,37.890965,37.890965,38.612095,38.612095,38.612095,39.593758,38.374664,38.374664,37.567258,37.567258,37.891646,37.891646,37.891646,39.206189,39.206189,37.487776,37.487776,37.487776,39.270724,39.270724,39.068957,39.068957,39.068957,37.991172,
511.8543,38.095085,37.370996,37.063052,37.063052,36.646907,36.646907,37.487988,37.487988,37.487988,37.482649,37.482649,37.482649,37.618327,37.618327,37.618327,37.839746,37.839746,37.839746,36.884343,37.259895,37.259895,36.571843,36.571843,37.095085,37.095085,37.095085,36.772459,36.772459,36.23288,36.23288,36.23288,37.978645,37.978645,38.069726,38.069726,38.069726,36.75,
512.1359,38.127906,37.291906,36.417626,36.417626,36.467532,36.467532,37.235219,37.235219,37.235219,37.086969,37.086969,37.086969,37.486188,37.486188,37.486188,37.72675,37.72675,37.72675,37.14122,36.769625,36.769625,36.801594,36.801594,37.134688,37.134688,37.134688,35.906969,35.906969,37.252906,37.252906,37.252906,37.526157,37.526157,37.530281,37.530281,37.530281,36.782938,
512.4174,38.201935,37.623198,37.763812,37.763812,37.400245,37.400245,37.742193,37.742193,37.742193,36.861789,36.861789,36.861789,38.021642,38.021642,38.021642,36.987389,36.987389,36.987389,38.599178,36.392438,36.392438,37.430294,37.430294,37.432696,37.432696,37.432696,36.912856,36.912856,37.326935,37.326935,37.326935,38.329337,38.329337,37.496397,37.496397,37.496397,37.790881,
512.6990,37.332712,37.522742,38.447824,38.447824,37.080413,37.080413,37.334552,37.334552,37.334552,36.180601,36.180601,36.180601,37.518832,37.518832,37.518832,36.337771,36.337771,36.337771,37.268373,35.684971,35.684971,37.051002,37.051002,37.179912,37.179912,37.179912,37.238042,37.238042,36.464381,36.464381,36.464381,37.577193,37.577193,37.303302,37.303302,37.303302,36.677382,
512.9806,35.850611,36.380289,35.638007,35.638007,35.28954,35.28954,36.099467,36.099467,36.099467,35.254288,35.254288,35.254288,35.851469,35.851469,35.851469,35.534966,35.534966,35.534966,35.539254,35.345322,35.345322,35.507147,35.507147,36.160967,36.160967,36.160967,35.632433,35.632433,35.877716,35.877716,35.877716,35.354041,35.354041,36.068217,36.068217,36.068217,35.318789,
513.2621,34.583744,34.930603,33.873285,33.873285,34.851004,34.851004,34.864476,34.864476,34.864476,34.635363,34.635363,34.635363,34.214962,34.214962,34.214962,34.70149,34.70149,34.70149,34.424903,35.497409,35.497409,33.901944,33.901944,35.172831,35.172831,35.172831,34.364994,34.364994,34.584262,34.584262,34.584262,34.237403,34.237403,34.741031,34.741031,34.741031,35.251036,
513.5437,34.501791,35.209793,34.390128,34.390128,34.995522,34.995522,34.995522,34.995522,34.995522,35.596339,35.596339,35.596339,34.096437,34.096437,34.096437,35.416004,35.416004,35.416004,34.315187,36.137441,36.137441,35.240945,35.240945,34.974124,34.974124,34.974124,35.132963,35.132963,34.926752,34.926752,34.926752,35.675758,35.675758,34.658041,34.658041,34.658041,35.826732,
513.8252,35.459185,35.338648,35.065689,35.065689,35.149873,35.149873,35.119898,35.119898,35.119898,34.605866,34.605866,34.605866,34.903062,34.903062,34.903062,35.647322,35.647322,35.647322,34.582271,35.077167,35.077167,35.041454,35.041454,34.429209,34.429209,34.429209,34.077167,34.077167,35.53699,35.53699,35.53699,35.568877,35.568877,35.015944,35.015944,35.015944,35.633928,
514.1068,34.52345,34.574347,34.886603,34.886603,34.593994,34.593994,34.710706,34.710706,34.710706,35.095164,35.095164,35.095164,34.434429,34.434429,34.434429,34.946032,34.946032,34.946032,34.47538,34.972065,34.972065,34.17307,34.17307,34.169511,34.169511,34.169511,34.03125,34.03125,35.384945,35.384945,35.384945,34.970652,34.970652,34.439402,34.439402,34.439402,34.441303,
514.3884,33.037556,33.362929,33.998759,33.998759,33.043682,33.043682,33.606803,33.606803,33.606803,34.453215,34.453215,34.453215,32.799808,32.799808,32.799808,32.890896,32.890896,32.890896,33.884589,34.121717,34.121717,33.219551,33.219551,33.834962,33.834962,33.834962,33.73917,33.73917,33.184398,33.184398,33.184398,33.272642,33.272642,32.91664,32.91664,32.91664,32.710142,
514.6699,33.802141,32.906572,33.9375,33.9375,32.793393,32.793393,32.637788,32.637788,32.637788,32.676968,32.676968,32.676968,32.6875,32.6875,32.6875,32.288858,32.288858,32.288858,33.613179,32.996109,32.996109,32.810394,32.810394,34.244821,34.244821,34.244821,32.88293,32.88293,32.598929,32.598929,32.598929,32.666287,32.666287,32.553108,32.553108,32.553108,32.334358,
514.9515,34.159324,33.187757,34.250257,34.250257,33.236169,33.236169,32.278176,32.278176,32.278176,33.043034,33.043034,33.043034,33.313014,33.313014,33.313014,32.761784,32.761784,32.761784,33.337858,33.389601,33.389601,32.553791,32.553791,34.451845,34.451845,34.451845,32.585041,32.585041,33.756662,33.756662,33.756662,33.108351,33.108351,32.844007,32.844007,32.844007,32.738987,
515.2330,33.149974,32.573802,33.692384,33.692384,32.916714,32.916714,32.25,32.25,32.25,33.514369,33.514369,33.514369,32.898299,32.898299,32.898299,32.616211,32.616211,32.616211,32.723634,33.605747,33.605747,32.363003,32.363003,34.02009,34.02009,34.02009,32.814871,32.814871,34.351701,34.351701,34.351701,33.324497,33.324497,32.314175,32.314175,32.314175,33.201869,
515.5146,32.03593,31.974692,32.850862,32.850862,31.520259,31.520259,32.084113,32.084113,32.084113,31.793042,31.793042,31.793042,31.544304,31.544304,31.544304,31.460191,31.460191,31.460191,31.965056,32.684976,32.684976,31.929033,31.929033,32.945782,32.945782,32.945782,32.290794,32.290794,33.715056,33.715056,33.715056,32.984329,32.984329,31.144089,31.144089,31.144089,33.028818,
515.7962,31.878998,31.088688,32.204959,32.204959,30.471684,30.471684,31.217686,31.217686,31.217686,32.080289,32.080289,32.080289,30.639194,30.639194,30.639194,31.96655,31.96655,31.96655,31.357211,32.262727,32.262727,31.711488,31.711488,32.267459,32.267459,32.267459,31.673709,31.673709,32.344153,32.344153,32.344153,33.046508,33.046508,31.381529,31.381529,31.381529,31.664649,
516.0777,31.740729,31.290999,32.232416,32.232416,30.612291,30.612291,31.335437,31.335437,31.335437,32.263666,32.263666,32.263666,31.095186,31.095186,31.095186,32.089354,32.089354,32.089354,31.496083,32.299312,32.299312,31.606938,31.606938,31.650418,31.650418,31.650418,31.513188,31.513188,32.102542,32.102542,32.102542,32.230023,32.230023,31.571771,31.571771,31.571771,31.200209,
516.3593,31.401303,31.555381,31.77383,31.77383,30.682704,30.682704,32.089255,32.089255,32.089255,31.990257,31.990257,31.990257,31.399131,31.399131,31.399131,32.596374,32.596374,32.596374,31.293165,31.995053,31.995053,31.382119,31.382119,31.033422,31.033422,31.033422,31.209007,31.209007,32.173112,32.173112,32.173112,31.300133,31.300133,31.223395,31.223395,31.223395,31.209158,
516.6409,30.952978,31.046669,30.567287,30.567287,30.426985,30.426985,31.280897,31.280897,31.280897,31.260162,31.260162,31.260162,30.864368,30.864368,30.864368,32.114368,32.114368,32.114368,30.650816,31.390419,31.390419,30.796669,30.796669,30.572779,30.572779,30.572779,30.45286,30.45286,31.510162,31.510162,31.510162,30.817581,30.817581,30.2705,30.2705,30.2705,31.270853,
516.9224,30.695472,30.629738,30.035988,30.035988,29.631243,29.631243,30.016584,30.016584,30.016584,30.612064,30.612064,30.612064,29.801068,29.801068,29.801068,30.692013,30.692013,30.692013,30.377369,30.64008,30.64008,30.405385,30.405385,30.42306,30.42306,30.42306,29.74827,29.74827,30.195247,30.195247,30.195247,30.339651,30.339651,30.068103,30.068103,30.068103,30.768314,
517.2040,30.277651,30.411061,30.448308,30.448308,29.115391,29.115391,30.361768,30.361768,30.361768,30.44952,30.44952,30.44952,28.987992,28.987992,28.987992,30.45673,30.45673,30.45673,30.41947,30.020442,30.020442,30.141831,30.141831,30.254811,30.254811,30.254811,29.57452,29.57452,29.98798,29.98798,29.98798,29.997601,29.997601,30.491578,30.491578,30.491578,29.848573,
517.4855,29.616392,30.896447,30.835639,30.835639,29.254727,29.254727,31.269755,31.269755,31.269755,30.040207,30.040207,30.040207,29.439689,29.439689,29.439689,30.518412,30.518412,30.518412,30.73547,30.154558,30.154558,30.068919,30.068919,30.144258,30.144258,30.144258,29.959793,29.959793,30.595939,30.595939,30.595939,30.210639,30.210639,31.090366,31.090366,31.090366,29.681081,
517.7671,28.98036,30.835894,30.662055,30.662055,29.3125,29.3125,30.955941,30.955941,30.955941,29.571208,29.571208,29.571208,30.179817,30.179817,30.179817,29.969602,29.969602,29.969602,30.885758,30.560623,30.560623,30.086919,30.086919,29.831966,29.831966,29.831966,30.111339,30.111339,30.432547,30.432547,30.432547,30.671962,30.671962,30.75478,30.75478,30.75478,30.029373,
518.0487,29.059804,29.89303,30.329685,30.329685,29.744607,29.744607,29.996298,29.996298,29.996298,28.988631,28.988631,28.988631,29.503542,29.503542,29.503542,29.116328,29.116328,29.116328,30.186072,29.984083,29.984083,30.405827,30.405827,29.173857,29.173857,29.173857,29.932952,29.932952,30.199714,30.199714,30.199714,30.493179,30.493179,30.480964,30.480964,30.480964,28.972714,
518.3302,29.007049,29.294737,30.108459,30.108459,29.473966,29.473966,29.278196,29.278196,29.278196,28.772979,28.772979,28.772979,29.179229,29.179229,29.179229,29.071382,29.071382,29.071382,29.544126,29.80484,29.80484,30.146147,30.146147,29.117951,29.117951,29.117951,29.945771,29.945771,30.061889,30.061889,30.061889,29.934446,29.934446,29.989286,29.989286,29.989286,28.790132,
518.6118,29.061439,29.071639,29.784432,29.784432,29.34375,29.34375,28.754243,28.754243,28.754243,28.842689,28.842689,28.842689,29.202595,29.202595,29.202595,29.148172,29.148172,29.148172,29.267216,29.650294,29.650294,29.753182,29.753182,29.619696,29.619696,29.619696,29.737027,29.737027,29.938561,29.938561,29.938561,29.201943,29.201943,29.635199,29.635199,29.635199,29.191334,
518.8933,29.162007,29.304276,29.232456,29.232456,29.161733,29.161733,28.82977,28.82977,28.82977,28.624726,28.624726,28.624726,29.21875,29.21875,29.21875,28.587445,28.587445,28.587445,29.150493,29.229715,29.229715,29.519737,29.519737,29.667489,29.667489,29.667489,29.45148,29.45148,29.724233,29.724233,29.724233,28.613213,28.613213,29.448739,29.448739,29.448739,28.698191,
519.1749,28.606923,29.004312,28.571242,28.571242,28.580162,28.580162,28.97324,28.97324,28.97324,28.687559,28.687559,28.687559,28.839142,28.839142,28.839142,28.30801,28.30801,28.30801,28.924031,28.825791,28.825791,29.178461,29.178461,29.156072,29.156072,29.156072,29.174031,29.174031,29.477611,29.477611,29.477611,28.37943,28.37943,28.937322,28.937322,28.937322,27.687204,
519.4565,27.564499,27.923722,28.09023,28.09023,27.805459,27.805459,28.299027,28.299027,28.299027,28.443324,28.443324,28.443324,28.096054,28.096054,28.096054,28.325061,28.325061,28.325061,28.208493,28.762561,28.762561,28.317716,28.317716,28.355398,28.355398,28.355398,27.888952,27.888952,29.16529,29.16529,29.16529,28.256128,28.256128,28.180459,28.180459,28.180459,27.068324,
519.7380,27.197271,26.99428,27.79692,27.79692,27.326233,27.326233,27.377115,27.377115,27.377115,28.011797,28.011797,28.011797,27.822271,27.822271,27.822271,28.128962,28.128962,28.128962,27.76567,28.43759,28.43759,27.806691,27.806691,28.136708,28.136708,28.136708,26.966903,26.966903,28.3537,28.3537,28.3537,27.939526,27.939526,27.336094,27.336094,27.336094,27.495948,
520.0196,27.398,26.85525,27.92925,27.92925,27.51345,27.51345,26.8201,26.8201,26.8201,27.6224,27.6224,27.6224,28.1072,28.1072,28.1072,27.69445,27.69445,27.69445,27.5191,27.776051,27.776051,28.09765,28.09765,28.24045,28.24045,28.24045,27.644299,27.644299,27.610251,27.610251,27.610251,27.49675,27.49675,26.8941,26.8941,26.8941,28.14995,
520.3012,27.355667,27.751629,28.051869,28.051869,27.924297,27.924297,27.697831,27.697831,27.697831,27.974237,27.974237,27.974237,28.353095,28.353095,28.353095,27.201346,27.201346,27.201346,27.952975,27.551869,27.551869,27.992584,27.992584,28.136917,28.136917,28.136917,27.567644,27.567644,28.02482,28.02482,28.02482,27.859225,27.859225,27.307356,27.307356,27.307356,28.364369,
520.5827,26.776603,27.723225,27.759712,27.759712,27.477109,27.477109,27.693917,27.693917,27.693917,27.653545,27.653545,27.653545,28.164019,28.164019,28.164019,26.748648,26.748648,26.748648,28.077449,27.320269,27.320269,26.874827,26.874827,27.497295,27.497295,27.497295,27.029898,27.029898,27.475757,27.475757,27.475757,27.721282,27.721282,27.824917,27.824917,27.824917,28.152955,
520.8643,26.322244,26.777478,26.606219,26.606219,26.761238,26.761238,26.951986,26.951986,26.951986,26.909236,26.909236,26.909236,27.537484,27.537484,27.537484,26.376493,26.376493,26.376493,27.585237,27.049246,27.049246,25.849984,25.849984,26.772737,26.772737,26.772737,26.262731,26.262731,26.150723,26.150723,26.150723,26.966733,26.966733,27.455234,27.455234,27.455234,27.379479,
521.1458,26.199437,26.162555,25.683612,25.683612,26.492624,26.492624,26.590934,26.590934,26.590934,26.540371,26.540371,26.540371,26.805796,26.805796,26.805796,26.172747,26.172747,26.172747,26.822293,27.007376,27.007376,25.678379,25.678379,26.47331,26.47331,26.47331,25.732431,25.732431,25.540371,25.540371,25.540371,26.231359,26.231359,26.383721,26.383721,26.383721,26.439917,
521.4274,26.564973,26.295481,26.18595,26.18595,26.808476,26.808476,26.493503,26.493503,26.493503,26.638613,26.638613,26.638613,26.701113,26.701113,26.701113,26.238242,26.238242,26.238242,26.160274,27.068997,27.068997,26.353958,26.353958,26.531868,26.531868,26.531868,25.681621,25.681621,26.129329,26.129329,26.129329,26.157487,26.157487,26.094987,26.094987,26.094987,26.131497,
521.7090,26.757204,26.708366,26.711546,26.711546,26.920658,26.920658,26.339726,26.339726,26.339726,26.528816,26.528816,26.528816,26.849364,26.849364,26.849364,26.257204,26.257204,26.257204,25.974364,26.761974,26.761974,26.676272,26.676272,26.40943,26.40943,26.40943,25.737182,25.737182,26.765252,26.765252,26.765252,26.37341,26.37341,26.181886,26.181886,26.181886,26.322138,
521.9905,26.52088,26.857012,26.066448,26.066448,26.519962,26.519962,25.656389,25.656389,25.656389,25.799378,25.799378,25.799378,26.533224,26.533224,26.533224,25.840998,25.840998,25.840998,25.784142,26.225451,26.225451,26.517071,26.517071,25.759592,25.759592,25.759592,25.857929,25.857929,26.780333,26.780333,26.780333,26.005783,26.005783,25.904415,25.904415,25.904415,26.311583,
522.2721,25.901358,26.317481,25.422162,25.422162,25.825151,25.825151,24.745108,24.745108,24.745108,24.866274,24.866274,24.866274,25.754981,25.754981,25.754981,25.088858,25.088858,25.088858,25.274154,25.982458,25.982458,26.139281,26.139281,24.813647,24.813647,24.813647,25.674366,25.674366,26.126147,26.126147,26.126147,25.248943,25.248943,25.911715,25.911715,25.911715,25.920531,
522.5536,25.206459,25.735307,25.244123,25.244123,25.092676,25.092676,24.563037,24.563037,24.563037,24.639693,24.639693,24.639693,25.189902,25.189902,25.189902,24.872598,24.872598,24.872598,25.11966,25.575582,25.575582,25.940439,25.940439,24.922016,24.922016,24.922016,25.502939,25.502939,25.961008,25.961008,25.961008,25.265229,25.265229,25.891557,25.891557,25.891557,25.431086,
522.8352,25.287027,25.627038,25.537027,25.537027,24.764606,24.764606,24.735394,24.735394,24.735394,25.197353,25.197353,25.197353,25.328806,25.328806,25.328806,25.049932,25.049932,25.049932,25.435124,25.616171,25.616171,26.068615,26.068615,25.774459,25.774459,25.774459,25.481318,25.481318,26.304009,26.304009,26.304009,25.895383,25.895383,25.666779,25.666779,25.666779,25.351903,
523.1168,25.642326,25.769593,25.827558,25.827558,25.041454,25.041454,24.830959,24.830959,24.830959,25.951105,25.951105,25.951105,25.513924,25.513924,25.513924,25.271861,25.271861,25.271861,25.511657,26.083227,26.083227,26.059099,26.059099,26.351686,26.351686,26.351686,25.502268,25.502268,26.438634,26.438634,26.438634,26.236076,26.236076,25.658518,25.658518,25.658518,25.46875,
523.3983,25.278323,25.654674,25.29316,25.29316,25.155124,25.155124,24.654449,24.654449,24.654449,26.076437,26.076437,26.076437,24.94941,24.94941,24.94941,25.201437,25.201437,25.201437,24.808223,25.63646,25.63646,25.32351,25.32351,25.870047,25.870047,25.870047,25.106111,25.106111,25.996623,25.996623,25.996623,25.683223,25.683223,25.372524,25.372524,25.372524,25.012361,
523.6799,24.554096,25.345813,24.674282,24.674282,24.373473,24.373473,24.467375,24.467375,24.467375,25.568689,25.568689,25.568689,24.131877,24.131877,24.131877,24.953469,24.953469,24.953469,23.958971,24.92497,24.92497,24.473564,24.473564,24.729066,24.729066,24.729066,24.350627,24.350627,25.118659,25.118659,25.118659,24.681159,24.681159,24.924282,24.924282,24.924282,24.531938,
523.9615,24.129814,25.072128,24.725549,24.725549,23.71875,23.71875,24.323733,24.323733,24.323733,25.221959,25.221959,25.221959,23.842145,23.842145,23.842145,24.774451,24.774451,24.774451,24.013598,24.899831,24.899831,24.324113,24.324113,24.279645,24.279645,24.279645,23.912669,23.912669,24.435515,24.435515,24.435515,24.25,24.25,24.797677,24.797677,24.797677,24.559291,
524.2430,24.203595,24.717017,24.891888,24.891888,24.350681,24.350681,24.266095,24.266095,24.266095,24.969543,24.969543,24.969543,23.860638,23.860638,23.860638,24.751733,24.751733,24.751733,24.475534,25.174871,25.174871,24.506784,24.506784,24.65719,24.65719,24.65719,23.867422,23.867422,24.371681,24.371681,24.371681,24.221276,24.221276,24.838698,24.838698,24.838698,24.538828,
524.5246,24.475747,24.475652,24.597012,24.597012,25.079851,25.079851,24.440951,24.440951,24.440951,24.499811,24.499811,24.499811,23.649158,23.649158,23.649158,25.006997,25.006997,25.006997,24.426957,25.218655,25.218655,24.597201,24.597201,25.034701,25.034701,25.034701,24.149442,24.149442,24.847391,24.847391,24.847391,24.006808,24.006808,24.989646,24.989646,24.989646,24.229009,
524.8061,24.10572,24.231599,24.384347,24.384347,24.498243,24.498243,24.285338,24.285338,24.285338,23.999414,23.999414,23.999414,23.298772,23.298772,23.298772,24.327972,24.327972,24.327972,24.044099,24.807241,24.807241,23.998243,23.998243,24.516351,24.516351,24.516351,24.106306,24.106306,24.4667,24.4667,24.4667,23.861858,23.861858,24.731013,24.731013,24.731013,23.53884,
525.0877,23.175802,23.779545,24.212366,24.212366,23.724064,23.724064,24.125,24.125,24.125,23.620321,23.620321,23.620321,23.195154,23.195154,23.195154,23.286564,23.286564,23.286564,23.760628,24.300167,24.300167,23.094385,23.094385,23.550802,23.550802,23.550802,23.711096,23.711096,23.360327,23.360327,23.360327,23.540809,23.540809,24.029545,24.029545,24.029545,22.929846,
525.3693,22.968732,23.393755,23.606258,23.606258,23.612505,23.612505,23.962512,23.962512,23.962512,23.4375,23.4375,23.4375,23.399989,23.399989,23.399989,23.362492,23.362492,23.362492,23.512513,24.087498,24.087498,23.124982,23.124982,23.193743,23.193743,23.193743,23.581255,23.581255,22.868762,22.868762,22.868762,22.837507,22.837507,23.58126,23.58126,23.58126,23.087485,
525.6508,23.331722,23.245165,23.473585,23.473585,23.439859,23.439859,23.598468,23.598468,23.598468,23.329246,23.329246,23.329246,23.552831,23.552831,23.552831,23.615448,23.615448,23.615448,23.189859,24.197169,24.197169,23.644339,23.644339,23.295637,23.295637,23.295637,23.432665,23.432665,22.697169,22.697169,22.697169,22.879951,22.879951,23.447169,23.447169,23.447169,23.454363,
525.9324,23.000507,23.222166,23.392586,23.392586,23.297529,23.297529,23.267586,23.267586,23.267586,23.190916,23.190916,23.190916,23.379724,23.379724,23.379724,23.784666,23.784666,23.784666,23.001308,24.162281,24.162281,23.794113,23.794113,22.918312,22.918312,22.918312,23.386555,23.386555,23.089827,23.089827,23.089827,23.291498,23.291498,23.643387,23.643387,23.643387,23.612137,
526.2139,22.513071,23.004242,22.868161,22.868161,23.119027,23.119027,22.820724,22.820724,22.820724,23.017313,23.017313,23.017313,22.93776,22.93776,22.93776,23.677545,23.677545,23.677545,22.721866,23.540599,23.540599,23.224117,23.224117,22.428411,22.428411,22.428411,23.384089,23.384089,23.518179,23.518179,23.518179,23.224983,23.224983,23.626125,23.626125,23.626125,23.472992,
526.4955,22.81642,22.298536,22.460387,22.460387,22.895087,22.895087,22.40569,22.40569,22.40569,22.604353,22.604353,22.604353,22.34431,22.34431,22.34431,23.078106,23.078106,23.078106,22.37276,22.84319,22.84319,22.363277,22.363277,22.808057,22.808057,22.808057,23.31194,23.31194,23.27845,23.27845,23.27845,22.675216,22.675216,23.290733,23.290733,23.290733,22.87332,
526.7771,23.067762,21.956872,22.900111,22.900111,22.721381,22.721381,22.374123,22.374123,22.374123,22.614876,22.614876,22.614876,22.628985,22.628985,22.628985,22.348135,22.348135,22.348135,22.003508,22.983737,22.983737,22.421237,22.421237,23.316885,23.316885,23.316885,23.199378,23.199378,22.725766,22.725766,22.725766,22.610491,22.610491,23.167251,23.167251,23.167251,22.555884,
527.0586,22.764646,22.197506,23.218387,23.218387,22.434817,22.434817,22.688226,22.688226,22.688226,22.815546,22.815546,22.815546,23.12268,23.12268,23.12268,22.503772,22.503772,22.503772,22.029656,23.34839,23.34839,22.920896,22.920896,22.85535,22.85535,22.85535,23.113037,23.113037,22.536979,22.536979,22.536979,23.060543,23.060543,22.864631,22.864631,22.864631,22.290893,
527.3402,22.800096,22.426718,23.001622,23.001622,22.200429,22.200429,23.25916,23.25916,23.25916,23.285019,23.285019,23.285019,23.068417,23.068417,23.068417,23.315173,23.315173,23.315173,22.582968,22.971423,22.971423,22.855583,22.855583,22.448808,22.448808,22.448808,22.899763,22.899763,23.039314,23.039314,23.039314,23.250526,23.250526,22.354532,22.354532,22.354532,22.275859,
527.6217,22.355972,22.206624,23.1736,23.1736,22.329754,22.329754,23.229199,23.229199,23.229199,22.941143,22.941143,22.941143,22.616421,22.616421,22.616421,22.631998,22.631998,22.631998,22.4236,22.192821,22.192821,22.038344,22.038344,22.26735,22.26735,22.26735,22.133771,22.133771,22.522575,22.522575,22.522575,22.666795,22.666795,22.644028,22.644028,22.644028,22.17015,
