,Live Spectrum 26-10-2023 13:25:28,Live Spectrum 26-10-2023 13:25:32,Live Spectrum 26-10-2023 13:25:33,Live Spectrum 26-10-2023 13:25:34,Live Spectrum 26-10-2023 13:25:34,Live Spectrum 26-10-2023 13:25:35,Live Spectrum 26-10-2023 13:25:36,Live Spectrum 26-10-2023 13:25:36,Live Spectrum 26-10-2023 13:25:37,Live Spectrum 26-10-2023 13:25:37,Live Spectrum 26-10-2023 13:25:37,Live Spectrum 26-10-2023 13:25:37,Live Spectrum 26-10-2023 13:25:37,Live Spectrum 26-10-2023 13:25:38,Live Spectrum 26-10-2023 13:25:38,Live Spectrum 26-10-2023 13:25:38,Live Spectrum 26-10-2023 13:25:38,Live Spectrum 26-10-2023 13:25:40,Live Spectrum 26-10-2023 13:25:40,Live Spectrum 26-10-2023 13:25:41,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
435.2696,17.083328,16.600695,16.350688,17.027773,16.357633,16.541672,17.239578,17.263883,16.812492,16.812492,17.090273,17.090273,17.090273,16.993047,16.993047,16.993047,17.413195,16.579867,16.861109,17.020828,
435.5512,17.149811,16.42007,16.555118,17.087311,16.356627,16.5,17.10757,17.188443,16.875,16.875,17.199434,17.199434,17.199434,17.087311,17.087311,17.087311,17.034079,16.655307,16.850189,16.839197,
435.8327,17.105622,16.375,16.59375,17.22032,16.824715,16.651884,16.758733,17.054994,16.74843,16.74843,17.142808,17.142808,17.142808,17.119064,17.119064,17.119064,16.734988,17.016581,16.945006,16.502797,
436.1143,17.09375,16.323375,16.696999,17.224188,16.885875,16.713312,16.6875,17.03125,16.796187,16.796187,17.125,17.125,17.125,16.944314,16.944314,16.944314,16.868186,17.016313,16.942938,16.282626,
436.3958,17.09375,16.707099,16.823976,17.166137,17.032839,16.929203,16.819033,17.162783,17.075566,17.075566,17.019774,17.019774,17.019774,16.98517,16.98517,16.98517,17.248235,17,16.990113,16.460453,
436.6774,17.066953,16.968827,16.736563,17.209843,17.22328,16.995547,17.058123,17.321483,17.419763,17.419763,16.83922,16.83922,16.83922,17.107187,17.107187,17.107187,17.55367,16.973203,16.892813,16.714373,
436.9590,17.089783,16.699891,17.400816,17.027771,17.113587,16.399782,16.957337,17.234619,16.65027,16.65027,17.085327,17.085327,17.085327,16.934021,16.934021,16.934021,16.693422,16.805054,16.875,16.886413,
437.2405,17.010456,17.128247,17.055768,16.972235,16.954927,16.645674,17.24291,17.052163,16.614544,16.614544,17.347116,17.347116,17.347116,16.989544,16.989544,16.989544,17.11779,16.920073,16.902765,16.90625,
437.5221,16.915273,17.215742,16.604609,16.827539,16.852773,17.082891,17.478946,16.833554,16.625,16.625,17.459727,17.459727,17.459727,16.802304,16.802304,16.802304,17.469922,16.9375,16.849766,16.65207,
437.8037,16.791387,17.132602,16.5625,16.841216,16.84375,17.125,17.528716,16.783784,16.653716,16.653716,17.066728,17.066728,17.066728,16.953545,16.953545,16.953545,17.212841,17.023648,16.728887,16.452705,
438.0852,16.985548,16.920702,16.533315,16.902121,16.668638,16.979073,17.385323,16.868806,16.568694,16.568694,16.797767,16.797767,16.797767,16.910379,16.910379,16.910379,16.80809,16.972879,16.631194,16.262388,
438.3668,17.148254,16.757996,16.768457,17.084155,16.893457,16.820496,17.108143,16.845349,16.651452,16.651452,17.107409,17.107409,17.107409,16.846948,16.846948,16.846948,17.196361,16.879798,16.684302,16.220349,
438.6483,17.336923,16.810224,16.540353,17.003414,16.665353,16.872724,17.214199,16.632965,16.626138,16.626138,17.275561,17.275561,17.275561,16.632965,16.632965,16.632965,17.248862,16.814776,16.838061,16.188638,
438.9299,17.435458,16.995917,16.408972,17,16.503403,17.150125,17.402167,16.563861,16.563861,16.563861,17.189542,17.189542,17.189542,16.502722,16.502722,16.502722,17.097153,16.934778,16.966028,16.004083,
439.2115,17.034206,16.87591,16.716476,17.155113,16.810226,17.094205,16.785798,16.159206,16.934771,16.934771,16.846251,16.846251,16.846251,17.058407,17.058407,17.058407,16.194094,16.782387,16.96875,16.651475,
439.4930,16.874778,16.371896,16.624778,16.937057,16.749778,16.779698,17.063165,16.596854,16.780363,16.780363,16.749778,16.749778,16.749778,16.999113,16.999113,16.999113,16.346632,16.874557,17.062722,16.656472,
439.7746,16.839749,15.9375,16.596417,16.875667,16.716083,16.563834,17.146249,17.033917,16.657584,16.657584,16.718083,16.718083,16.718083,16.867666,16.867666,16.867666,16.755334,16.815834,17.088416,16.6895,
440.0561,16.659573,15.956331,16.730935,16.910681,16.601504,16.648262,16.685285,17.157358,16.727612,16.727612,16.695254,16.695254,16.695254,16.529035,16.529035,16.529035,17.004431,16.96875,16.839319,16.782358,
440.3377,16.754634,16.481107,17.0625,17.03125,16.8125,17.28125,16.645081,17.182866,16.971839,16.971839,16.904705,16.904705,16.904705,16.474929,16.474929,16.474929,17.118821,16.979563,16.715661,16.814045,
440.6193,16.845728,16.71875,17.052612,17.037183,16.816455,17.269385,17.051026,17.103638,17.03125,17.03125,16.857202,16.857202,16.857202,16.613526,16.613526,16.613526,16.990112,17.185522,16.668115,16.849683,
440.9008,16.877406,16.704311,16.891811,17.122594,16.875,17.072092,17.317279,17.257219,17.03125,17.03125,16.584124,16.584124,16.584124,16.923095,16.923095,16.923095,16.819686,17.15625,16.863002,16.935094,
441.1824,16.920407,16.528419,16.769714,17.059774,16.849518,16.85497,17.028313,17.335256,16.98878,16.98878,16.494232,16.494232,16.494232,17.130663,17.130663,17.130663,16.559563,17.159081,17.116401,16.943057,
441.4640,17.052743,16.473983,17.258485,16.708993,16.600254,17.261737,17.286483,17.25,16.588517,16.588517,16.753252,16.753252,16.753252,17.1875,17.1875,17.1875,16.824237,17.184248,17.324237,17.325509,
441.7455,16.928391,16.25,17.0625,16.66169,16.648912,17.079074,17.022141,17.224317,16.852859,16.852859,16.784919,16.784919,16.784919,17.1875,17.1875,17.1875,16.612222,17.130567,17.145243,17.419155,
442.0271,16.616836,16.282655,17.066582,16.974237,16.605996,16.952422,16.710586,17.010841,17.127677,17.127677,16.796172,16.796172,16.796172,17.191582,17.191582,17.191582,16.277168,16.9375,17.038009,17.273086,
442.3086,16.531065,16.495509,17.111713,17.259167,16.647083,16.821296,16.651759,16.870509,16.919537,16.919537,16.669537,16.669537,16.669537,17.236713,17.236713,17.236713,16.281435,16.950972,16.789676,17.164861,
442.5902,16.348646,16.424689,17.194272,17.46573,16.401354,16.711978,16.644583,16.829063,16.792917,16.792917,16.557604,16.557604,16.557604,17.348646,17.348646,17.348646,16.512811,17.026354,16.295937,16.794794,
442.8718,16.369703,16.208686,17.041314,17.191208,16.35911,16.833157,16.73411,16.739407,16.766949,16.766949,16.557733,16.557733,16.557733,17.422669,17.422669,17.422669,16.702331,17.01589,16.401483,16.525953,
443.1533,16.34375,16.403596,16.909032,16.698758,16.304024,16.798331,16.639169,16.6875,17.213185,17.213185,16.715968,16.715968,16.715968,17.696105,17.696105,17.696105,16.497218,17.105137,16.536944,16.494306,
443.4349,16.380269,16.678596,16.811683,16.614827,16.473202,16.862827,16.586846,16.644894,17.371366,17.371366,16.874183,16.874183,16.874183,17.759356,17.759356,17.759356,16.685865,16.937135,16.58076,16.553961,
443.7164,16.544201,16.189756,16.931024,17.212274,16.762951,16.773647,16.700451,16.46875,16.916945,16.916945,16.948195,16.948195,16.948195,17.242397,17.242397,17.242397,16.989305,16.057152,16.701579,16.802641,
443.9980,16.634914,16.554132,16.913111,17.180639,16.819361,16.652443,16.770582,16.503053,16.753053,16.753053,16.695114,16.695114,16.695114,17.107471,17.107471,17.107471,17.235525,16.217996,16.909303,16.337643,
444.2796,16.759524,17.012201,16.973709,17.134524,16.858234,16.706549,16.822024,16.646726,16.882242,16.882242,16.514484,16.514484,16.514484,17.134524,17.134524,17.134524,17.399008,16.509919,17.067459,16.122717,
444.5611,16.588451,17.186726,17.078512,17.0625,16.936726,16.539643,16.788096,16.787322,16.982441,16.982441,16.623453,16.623453,16.623453,17.032024,17.032024,17.032024,17.336904,16.841429,17.149404,16.30256,
444.8427,16.201325,17.241288,16.991288,17.0625,17.03125,16.516705,16.882273,16.984015,17.202765,17.202765,16.860455,16.860455,16.860455,16.921515,16.921515,16.921515,17.210758,17.140985,16.99928,16.634432,
445.1242,16.052369,17.108276,16.900086,17.095947,17.03125,16.698059,16.871033,16.870605,17.172974,17.172974,16.958191,16.958191,16.958191,16.849914,16.849914,16.849914,17.070434,17.220947,16.914612,16.818664,
445.4058,16.342342,17.088682,16.942568,17.170045,16.987613,16.882319,17.048705,16.591499,17.21875,17.21875,16.765204,16.765204,16.765204,16.74634,16.74634,16.74634,16.706363,17.251408,16.963682,16.688908,
445.6874,16.554534,17.101716,16.902267,16.970487,17.05678,17.15339,16.91197,16.607331,17.073326,17.073326,16.598856,16.598856,16.598856,16.819852,16.819852,16.819852,16.59375,17.148284,16.94036,16.594873,
445.9689,16.725287,16.96875,17.02543,16.688217,17.44332,17.34666,16.572664,17.325574,16.77543,16.77543,16.706393,16.706393,16.706393,17.180963,17.180963,17.180963,16.726004,17.33793,16.803771,16.77834,
446.2505,16.949708,16.978551,17.146449,16.974854,17.194893,17.232247,16.910506,17.5,16.974854,16.974854,16.759801,16.759801,16.759801,17.09375,17.09375,17.09375,17.139056,17.527553,17.058803,16.853551,
446.5321,17.331204,16.969548,17.114849,17.104699,16.896898,17.125,17.175753,17.408645,17.104699,17.104699,16.750798,16.750798,16.750798,17.053148,17.053148,17.053148,17.425753,17.676551,17.217952,16.895301,
446.8136,17.479007,16.87476,17.03077,16.831573,16.8125,17.072517,17.071317,17.145273,17.052003,17.052003,16.677003,16.677003,16.677003,16.884777,16.884777,16.884777,17.426283,17.62428,17.228767,16.885017,
447.0952,17.394144,16.845017,16.852055,16.385839,16.8125,17.001267,16.612894,16.978322,16.966217,16.966217,16.580378,16.580378,16.580378,16.71875,16.71875,16.71875,17.099522,17.318272,17.125,16.705378,
447.3767,17.245436,16.973314,16.817064,16.562732,16.790145,17.017791,16.453009,16.993386,16.910814,16.910814,16.448677,16.448677,16.448677,16.763459,16.763459,16.763459,16.897355,17.037864,16.990872,16.5625,
447.6583,17.067441,17.254916,16.960524,16.97038,16.819071,16.891453,16.3125,17.162821,17.065786,17.065786,16.560845,16.560845,16.560845,16.855262,16.855262,16.855262,17.06413,16.879941,16.669417,16.481917,
447.9399,17.01612,17.270714,16.95263,17.305926,16.98487,16.741445,16.608564,17.23388,16.982889,16.982889,16.777963,16.777963,16.777963,16.851315,16.851315,16.851315,17.198352,16.947046,16.614148,16.426648,
448.2214,17.142428,16.795072,16.923678,17.341797,17.038161,16.661508,17.118089,17.168419,16.628306,16.628306,16.911508,16.911508,16.911508,16.824669,16.824669,16.824669,16.928636,17.206581,16.725661,16.805889,
448.5030,17.193765,16.76872,16.962523,16.906363,16.95003,16.806197,17.193727,17.224977,16.462485,16.462485,17.006227,17.006227,17.006227,16.868735,16.868735,16.868735,16.743735,17.125038,16.675008,17.212485,
448.7845,17.040944,16.869373,16.726886,16.714682,16.759694,17.001559,17.147506,17.242815,16.461565,16.461565,17.075312,17.075312,17.075312,16.82938,16.82938,16.82938,16.870932,16.980003,16.553756,17.070636,
449.0661,16.796237,16.919377,16.613149,16.870004,16.606877,17.067496,16.947491,17.213754,16.458759,16.458759,17.106877,17.106877,17.106877,16.71875,16.71875,16.71875,17.013127,16.932504,16.603157,16.851881,
449.3477,16.6875,16.924061,16.933449,16.879372,16.665316,17.071566,16.740612,17.263439,16.611883,16.611883,17.084684,17.084684,17.084684,16.732189,16.732189,16.732189,16.816229,17.07626,17.116898,17.121271,
449.6292,16.81122,16.94749,17.09375,16.857497,16.966189,17.152493,16.60374,17.294997,16.911203,16.911203,17.044997,17.044997,17.044997,16.91496,16.91496,16.91496,16.476263,17.273737,17.506233,17.36501,
449.9108,17.17951,17.014051,16.897041,17.029557,17.365554,17.1875,16.726503,17.298449,17.142199,17.142199,17.076551,17.076551,17.076551,17.265507,17.265507,17.265507,16.518655,17.414003,17.312736,17.045537,
450.1924,17.193534,16.744231,16.943269,17.21875,17.411346,17.043991,16.683341,16.936827,16.909736,16.909736,17.09375,17.09375,17.09375,17.265289,17.265289,17.265289,16.871514,17.34214,17.255769,16.790505,
450.4739,16.862308,16.376955,17.090833,17.028333,17.109391,16.831058,16.633782,16.575192,16.685545,16.685545,17.079103,17.079103,17.079103,16.989263,16.989263,16.989263,17.139647,17.053718,17.579103,16.81641,
450.7555,16.722859,16.35869,16.695718,16.78262,16.634587,16.81113,16.794821,16.59512,16.793451,16.793451,17.03262,17.03262,17.03262,16.995891,16.995891,16.995891,17.15625,16.847859,17.323457,16.76494,
451.0370,16.579313,16.496833,16.5,16.93275,16.421479,16.828521,16.935125,16.669104,16.905458,16.905458,16.893396,16.893396,16.893396,17.261271,17.261271,17.261271,17.293312,16.75,17.0625,16.811708,
451.3186,16.577793,16.671543,16.593086,17.37323,16.623673,16.859043,16.938164,16.812279,16.999558,16.999558,16.719192,16.719192,16.719192,17.328899,17.328899,17.328899,17.468529,16.812058,16.984928,16.84375,
451.6002,16.625,16.813525,16.750683,17.688183,17.00205,16.937842,16.875342,16.891138,17.030908,17.030908,16.672046,16.672046,16.672046,17.044995,17.044995,17.044995,17.452612,16.859204,16.874658,16.827954,
451.8817,16.689294,17.002692,16.876794,17.589264,17.091058,17.049118,17.066986,16.857132,17,17,16.6875,16.6875,16.6875,16.858926,16.858926,16.858926,17.245514,16.779456,16.827676,16.748206,
452.1633,16.684609,17.110098,16.888457,17.110547,16.869219,17.108652,17.202402,16.797598,16.934609,16.934609,16.720195,16.720195,16.720195,17.039922,17.039922,17.039922,16.930274,16.637012,16.763457,16.671152,
452.4448,16.608382,16.72617,16.727424,17.078387,17.015887,16.994042,16.672344,16.978679,16.575877,16.575877,16.517349,16.517349,16.517349,16.952863,16.952863,16.952863,16.615071,16.828387,16.785222,16.722722,
452.7264,16.627519,16.375,16.608115,16.991694,17.266885,16.804943,16.421364,17.226307,16.380038,16.380038,16.295615,16.295615,16.295615,16.752519,16.752519,16.752519,16.46875,17.028731,16.894404,16.815019,
453.0080,16.741987,16.409295,16.628045,16.512981,17.315545,16.581571,16.833814,17.261058,16.591827,16.591827,16.366987,16.366987,16.366987,16.952724,16.952724,16.952724,16.520192,16.897116,16.886058,16.758013,
453.2895,16.725467,16.420093,16.725876,16.500409,17.34375,16.503563,17.100876,17.201343,16.701343,16.701343,16.420093,16.420093,16.420093,17.058937,17.058937,17.058937,16.5625,16.8125,16.826343,16.583061,
453.5711,16.815209,16.388588,16.798912,16.783959,17.237778,16.972801,17.173912,17.09919,16.6875,16.6875,16.476898,16.476898,16.476898,16.960602,16.960602,16.960602,16.703796,16.989121,16.72419,16.658959,
453.8527,16.919586,16.428742,16.866242,16.924164,17.15625,17.348328,17.1875,16.870025,16.6875,16.6875,16.567078,16.567078,16.567078,17.013733,17.013733,17.013733,16.848328,17.196655,16.674164,16.834992,
454.1342,16.99706,16.723018,16.942574,16.828528,17.101764,17.211542,17.169338,16.822648,16.832796,16.832796,16.611912,16.611912,16.611912,17.148236,17.148236,17.148236,16.929486,17.15919,16.6875,17.038458,
454.4158,17.154532,16.979876,17.005563,16.823626,17.025687,16.854466,17.211469,16.893406,17.121564,17.121564,16.606594,16.606594,16.606594,17.242719,17.242719,17.242719,17.152814,17.09375,16.761126,17.285095,
454.6973,17.032278,16.732894,17.012603,16.968236,17.093236,17.153681,16.970292,16.90625,16.895703,16.895703,16.854811,16.854811,16.854811,17.094778,17.094778,17.094778,17.038836,16.7581,16.905736,17.095292,
454.9789,16.755175,16.644556,16.943347,17.106787,17.118481,17.298791,16.724597,16.868481,16.9584,16.9584,16.936828,16.936828,16.936828,17.044287,17.044287,17.044287,16.950537,16.644556,16.96875,16.925134,
455.2605,16.694486,16.699632,16.810661,17.175368,16.959925,16.900732,16.477204,16.996693,17.443018,17.443018,16.779411,16.779411,16.779411,17.170221,17.170221,17.170221,16.980882,16.776104,17.121693,16.994854,
455.5420,16.660707,16.726195,16.730652,17.1875,17.010434,16.796141,16.382445,17.422661,17.547609,17.547609,16.525273,16.525273,16.525273,17.199402,17.199402,17.199402,16.852664,16.831848,17.199402,17.186031,
455.8236,16.703296,16.554261,16.777472,17.089631,17.230767,17.000341,16.249659,17.605426,17.128096,17.128096,16.425824,16.425824,16.425824,17.246222,17.246222,17.246222,16.761676,16.84375,17.089631,17.339972,
456.1051,16.888575,16.457296,16.852093,16.932268,17.233314,17.232325,16.15625,17.395785,16.767675,16.767675,16.556279,16.556279,16.556279,17.142675,17.142675,17.142675,16.789593,16.823954,17.070843,17.315611,
456.3867,16.868673,16.408704,16.834969,16.915031,16.987346,17.272469,16.056173,17.201188,16.607438,16.607438,16.785123,16.785123,16.785123,16.942407,16.942407,16.942407,16.872546,16.992639,17.073735,17.02105,
456.6683,16.792269,16.334538,16.792269,17.058885,16.672692,17.128615,16.060692,17.479942,16.724346,16.724346,16.895231,16.895231,16.895231,16.773846,16.773846,16.773846,17.047865,17.154442,17.143423,16.612,
456.9498,16.658595,16.210287,16.924348,16.63438,16.991793,16.633207,16.379945,17.206515,16.89427,16.89427,16.98802,16.98802,16.98802,16.71875,16.71875,16.71875,16.87969,16.880862,16.839977,16.979813,
457.2314,16.490497,16.404058,16.938048,16.478253,17.094846,16.695359,16.489949,16.906798,17.040753,17.040753,16.886695,16.886695,16.886695,16.677449,16.677449,16.677449,16.894555,17.04916,16.65625,17.146747,
457.5130,16.354079,16.885788,16.927105,16.739802,16.864408,17.198288,16.614736,16.854145,17.05204,17.05204,16.687369,16.687369,16.687369,16.781381,16.781381,16.781381,17.073026,17.469012,16.677105,16.989474,
457.7945,16.649398,16.999332,16.979612,16.991143,16.886531,17.522393,16.771725,16.717413,16.841745,16.841745,16.625,16.625,16.625,16.906918,16.906918,16.906918,17.125,17.530582,16.877005,16.979612,
458.0761,16.642472,16.947496,16.872479,17.105007,17.022514,17.338708,17.003782,16.549982,16.622479,16.622479,16.688761,16.688761,16.688761,17.001261,17.001261,17.001261,17.125,17.202451,16.756215,17.127521,
458.3576,16.348027,16.808816,17.026973,16.996316,17.169737,16.982829,17.179539,16.542895,16.541053,16.541053,16.675855,16.675855,16.675855,17.138487,17.138487,17.138487,17.060658,16.762237,16.677697,17.230395,
458.6392,16.379826,16.944738,17.168275,16.980775,17.1322,16.810087,17.240388,16.735601,16.596163,16.596163,16.353324,16.353324,16.353324,17.209138,17.209138,17.209138,17.204351,16.516812,16.60095,16.773973,
458.9208,16.764864,17.205844,17.231149,16.978176,16.962804,16.78125,17.075406,16.768851,16.734121,16.734121,16.109629,16.109629,16.109629,17.284223,17.284223,17.284223,17.368547,16.446926,16.344257,16.518851,
459.2023,16.642161,17.127198,16.963903,17.144809,16.334057,17.111361,17.198067,16.639963,16.913295,16.913295,15.930455,15.930455,15.930455,16.608262,16.608262,16.608262,17.340228,16.679582,16.25,16.698067,
459.4839,16.398128,16.995939,16.888124,17.21875,16.515304,17.183439,17.214689,16.726872,17.057498,17.057498,16.185618,16.185618,16.185618,16.53437,16.53437,16.53437,17.445622,16.825624,16.47187,16.78125,
459.7654,16.34375,17.080565,16.950976,17.084571,17.090036,17.022071,17.120411,17.004881,17.339744,17.339744,16.692673,16.692673,16.692673,16.91572,16.91572,16.91572,17.388185,16.84375,16.741405,16.893065,
460.0470,16.411357,17.012322,16.878607,16.805894,17.069715,17.013821,17.09375,17.071214,17.460036,17.460036,16.84375,16.84375,16.84375,17.166464,17.166464,17.166464,17.276143,16.776143,16.8125,16.892429,
460.3286,16.573728,16.900636,16.616704,16.696045,16.909181,16.917727,17.116455,17.176023,17.446045,17.446045,16.798341,16.798341,16.798341,17.150636,17.150636,17.150636,17.091068,16.500249,17.175774,16.761477,
460.6101,16.762221,16.875,16.394029,16.71037,16.989351,16.92074,16.987779,17.058659,17.254539,17.254539,16.506808,16.506808,16.506808,17.10213,17.10213,17.10213,16.871159,16.42912,17.24389,16.65014,
460.8917,16.835532,16.898032,16.389814,16.833911,17.169443,16.9375,16.661114,16.953936,17.095371,17.095371,16.475346,16.475346,16.475346,17.116782,17.116782,17.116782,16.8125,16.644789,17.172686,16.509839,
461.1733,16.750988,17.022203,16.568584,16.921381,17.125988,16.960691,16.353784,17.007072,16.923356,16.923356,16.592762,16.592762,16.592762,17.194572,17.194572,17.194572,16.882072,16.811512,17.15625,16.375988,
461.4548,16.391911,17.015809,16.695037,16.984191,16.580146,16.711948,17.02831,16.984559,17.131802,17.131802,17.278677,17.278677,17.278677,16.214888,16.214888,16.214888,16.952941,16.446874,16.899448,16.834008,
461.7364,16.422233,16.882514,16.742247,16.859017,16.547233,16.531011,17.140267,17.062739,17.148259,17.148259,17.241532,17.241532,17.241532,16.156966,16.156966,16.156966,16.874761,16.382991,16.8125,16.929509,
462.0179,16.539685,16.630944,16.70271,16.717919,16.759266,16.405419,16.999169,17.164685,17.07771,17.07771,17.085315,17.085315,17.085315,16.557387,16.557387,16.557387,16.79646,16.45354,16.8125,16.882605,
462.2995,16.419762,16.800397,16.568551,16.592341,16.764921,16.446369,16.921171,17.235079,17.0625,17.0625,17.03871,17.03871,17.03871,16.584881,16.584881,16.584881,16.75746,16.587699,16.931449,16.970159,
462.5811,16.590377,17.114308,16.674835,16.753947,16.678208,16.612335,17.049835,17.441447,16.942846,16.942846,17.126973,17.126973,17.126973,16.753947,16.753947,16.753947,17.180755,16.672862,17.208058,17,
462.8626,16.872866,17.1875,16.622476,16.908774,16.559976,16.800661,17.141887,17.427795,17.050661,17.050661,17.15625,17.15625,17.15625,17.12539,17.12539,17.12539,17.288432,16.711568,17.257182,17.120342,
463.1442,16.622866,16.921271,16.763168,17.203729,16.724871,16.625926,17.132047,17.478858,17.335776,17.335776,17.059439,17.059439,17.059439,17.267155,17.267155,17.267155,17.28125,16.597737,17.298405,17.180453,
463.4257,16.141916,16.454416,16.934167,17.378584,16.732583,16.319166,17.052,17.597334,17.503584,17.503584,16.933916,16.933916,16.933916,17.086583,17.086583,17.086583,17.256917,16.4165,17.2395,17.1145,
463.7073,16.593846,16.784042,17.042132,17.03934,16.889975,16.372303,17.153553,17.649461,17.286643,17.286643,16.735025,16.735025,16.735025,16.860025,16.860025,16.860025,17.494607,16.570685,16.631694,16.995907,
463.9889,16.774585,16.709574,17.136254,17.134176,16.962085,16.529173,17.162915,17.459574,17.144996,17.144996,16.859592,16.859592,16.859592,17.033761,17.033761,17.033761,17.414993,16.551246,16.591673,17.067088,
464.2704,17.0283,16.631545,17.25507,17.33573,17.042865,16.834255,17.10684,17.40625,16.77913,16.77913,17.05448,17.05448,17.05448,17.167865,17.167865,17.167865,17.17736,16.58066,16.77323,17.14316,
464.5520,17.267504,16.625,17.132318,17.325356,17.012856,16.90625,17.044106,17.232496,16.712322,16.712322,16.96964,16.96964,16.96964,17.286788,17.286788,17.286788,17.149822,16.568928,16.762856,17.15625,
464.8335,17.187822,16.824485,16.994007,16.988337,17.024936,16.881314,16.881636,17.01295,16.519265,16.519265,16.787886,16.787886,16.787886,17.287564,17.287564,17.287564,17.231057,16.5625,16.57545,16.956765,
465.1151,17.181296,17.000229,16.96875,16.931296,17.156479,16.975183,16.943933,17.018842,16.368567,16.368567,16.649817,16.649817,16.649817,17.356388,17.356388,17.356388,17.25,16.5625,16.556296,16.881204,
465.3967,17.036584,16.779723,16.993903,16.9375,17.086889,17.025153,16.918445,17.182166,16.419208,16.419208,16.775916,16.775916,16.775916,17.123473,17.123473,17.123473,17.199695,16.663111,16.688263,16.849847,
465.6782,16.924232,16.365164,17.202049,17.063781,16.961476,16.930226,16.982018,17.294518,16.412244,16.412244,16.989293,16.989293,16.989293,17.087756,17.087756,17.087756,16.909683,16.712756,16.845031,16.767982,
465.9598,16.399127,17.244784,16.717521,16.814832,16.734651,17.058387,16.923932,16.805377,16.888017,16.888017,16.625551,16.625551,16.625551,16.890901,16.890901,16.890901,16.742325,16.769462,16.798932,16.775356,
466.2414,16.179439,17.29058,16.695561,16.724547,16.712953,17.119203,17.109873,16.840217,17.17817,17.17817,16.403986,16.403986,16.403986,17.047373,17.047373,17.047373,16.769656,16.984873,16.832156,16.933967,
466.5229,16.386165,16.994539,16.846481,16.795388,16.846481,16.895085,17.15625,17.028277,17.499758,17.499758,16.170631,16.170631,16.170631,17.476942,17.476942,17.476942,16.883435,17.158981,16.869296,17.019842,
466.8045,16.56568,16.783684,17.00318,16.94068,16.951908,16.818114,17.181886,17.088136,17.485592,17.485592,16.278816,16.278816,16.278816,17.536864,17.536864,17.536864,16.957522,17.341316,17.028816,17.082522,
467.0860,16.876699,16.955781,17.134141,16.891582,17.097363,16.786777,17.084609,17.016582,17.134355,17.134355,16.415391,16.415391,16.415391,17.454082,17.454082,17.454082,17.071641,17.272109,17.165391,17.145195,
467.3676,17.014918,17.051612,17.053026,16.952418,17.125,16.807056,16.856053,17.077418,16.985082,16.985082,16.463306,16.463306,16.463306,17.179441,17.179441,17.179441,17.119556,17.275806,17.110082,17.259474,
467.6492,16.565305,16.984843,16.798278,17.020522,17.228543,16.916043,16.993701,17.197293,17.072293,17.072293,16.46875,16.46875,16.46875,17.099114,17.099114,17.099114,17.176772,17.177707,16.809006,17.307136,
467.9307,16.287013,16.812976,16.516339,17.03125,17.068263,16.9375,17.187024,17.322599,17.197599,17.197599,16.416825,16.416825,16.416825,16.989901,16.989901,16.989901,17.447124,17.130288,16.724038,17.390387,
468.2123,16.145858,16.937464,16.781177,17.03125,16.901072,17.145785,16.932358,16.979251,16.880287,16.880287,16.900927,16.900927,16.900927,17.229106,17.229106,17.229106,17.057395,16.812573,16.822892,17.041751,
468.4938,16.020578,16.890433,16.895961,17.03125,17.057739,17.056972,16.979422,16.827933,16.864711,16.864711,16.921683,16.921683,16.921683,17.229039,17.229039,17.229039,17.020961,16.880528,16.765433,17.151489,
468.7754,16.49727,16.770311,16.670701,17.057422,17.172266,17.005078,17.183205,16.681639,16.770311,16.770311,16.775389,16.775389,16.775389,16.983201,16.983201,16.983201,17.109766,16.827734,16.776172,17.135156,
469.0570,16.777398,16.881177,16.546294,16.77391,17.213735,16.868823,17.297456,16.839898,16.881177,16.881177,16.723765,16.723765,16.723765,16.780087,16.780087,16.780087,17.125,16.996148,16.833721,17.046294,
469.3385,17.10175,17.116613,16.478659,16.245432,17.402818,16.922636,17.470273,17.059068,17.011432,17.011432,16.850227,16.850227,16.850227,16.776295,16.776295,16.776295,16.914637,17.267909,17.18559,16.952364,
469.6201,17.15625,17.15625,16.495102,16.077194,17.384796,16.963852,17.447296,17.146454,16.925842,16.925842,17.033113,17.033113,17.033113,16.886658,16.886658,16.886658,16.795944,17.286148,17.144592,17.201021,
469.9017,17.103439,16.945006,16.684839,16.326555,17.13735,16.810317,17.331878,16.945006,16.800628,16.800628,17.194528,17.194528,17.194528,16.90625,16.90625,16.90625,16.834061,17.360467,16.966567,17.514055,
470.1832,16.987927,16.747516,16.798117,16.718924,16.961472,16.860617,17.12731,16.747516,16.78125,16.78125,17.351028,17.351028,17.351028,17.144351,17.144351,17.144351,16.84375,17.348544,16.593576,18.012247,
470.4648,16.915745,16.321212,16.945013,17.09928,16.990505,16.76899,16.88173,16.983775,16.78125,16.78125,17.242487,17.242487,17.242487,17.479028,17.479028,17.479028,16.658232,16.681187,16.716768,16.821628,
470.7463,17.118619,16.435823,16.836019,17.182796,17.079638,16.723454,16.84375,17.270165,16.621973,16.621973,17.032927,17.032927,17.032927,17.504704,17.504704,17.504704,16.784277,16.535954,16.829638,16.646842,
