,Live Spectrum 26-10-2023 13:19:37,,Live Spectrum 26-10-2023 13:20:38,,Live Spectrum 26-10-2023 13:20:38,,Live Spectrum 26-10-2023 13:20:43,,Live Spectrum 26-10-2023 13:20:45,,Live Spectrum 26-10-2023 13:20:46,,Live Spectrum 26-10-2023 13:21:03,,Live Spectrum 26-10-2023 13:21:04,,Live Spectrum 26-10-2023 13:21:05,
Wavelength [nm],Intensity,Wavelength [nm],intensity,Wavelength [nm],intensity,Wavelength [nm],intensity,Wavelength [nm],intensity,Wavelength [nm],intensity,Wavelength [nm],intensity,Wavelength [nm],intensity,Wavelength [nm],intensity,
500.6621,18.021246,500.3103,21.666539,500.3103,22.098583,500.3103,21.108011,500.3103,21.063984,500.3103,21.235117,500.3103,21.64955,500.3103,20.987845,500.3103,21.53125,
500.9444,18.029993,500.5919,21.259776,500.5919,21.829754,500.5919,21.278953,500.5919,20.796207,500.5919,20.947276,500.5919,21.413729,500.5919,20.903953,500.5919,21.461271,
501.2266,18.01263,500.8734,21.169978,500.8734,21.647767,500.8734,21.606028,500.8734,21.257033,500.8734,20.898661,500.8734,21.692189,500.8734,21.313394,500.8734,21.457367,
501.5089,17.983411,501.1550,21.497016,501.1550,21.410586,501.1550,21.808164,501.1550,21.611543,501.1550,21.197523,501.1550,21.9375,501.1550,21.580293,501.1550,21.831645,
501.7912,17.877567,501.4365,21.761224,501.4365,21.111317,501.4365,21.949223,501.4365,21.382804,501.4365,21.671394,501.4365,21.568344,501.4365,21.588868,501.4365,21.976554,
502.0735,17.822636,501.7181,21.343055,501.7181,20.646732,501.7181,22.016299,501.7181,20.951756,501.7181,21.932067,501.7181,20.752696,501.7181,21.676634,501.7181,21.287336,
502.3557,17.870912,501.9997,21.182814,501.9997,21.182037,501.9997,21.577862,501.9997,21.356255,501.9997,21.829817,501.9997,20.590367,501.9997,21.76263,501.9997,21.413417,
502.6380,17.992924,502.2812,21.480347,502.2812,22.286297,502.2812,21.1061,502.2812,22.138854,502.2812,21.760845,502.2812,21.444585,502.2812,21.904746,502.2812,22.42515,
502.9203,18.071559,502.5628,21.59375,502.5628,22.546097,502.5628,21.161199,502.5628,21.860153,502.5628,21.920485,502.5628,22.161199,502.5628,22.178214,502.5628,22.273521,
503.2025,18.022363,502.8443,21.499506,502.8443,22.71875,502.8443,21.324774,502.8443,21.616817,502.8443,21.702384,502.8443,21.912457,502.8443,22.359622,502.8443,22.0625,
503.4848,17.950916,503.1259,21.366734,503.1259,22.580844,503.1259,21.649398,503.1259,21.511492,503.1259,21.618148,503.1259,21.337297,503.1259,22.368547,503.1259,22.165929,
503.7671,17.956025,503.4075,21.563068,503.4075,22.220536,503.4075,21.883847,503.4075,21.520049,503.4075,22.177435,503.4075,21.633199,503.4075,22.171591,503.4075,22.444562,
504.0494,18.021795,503.6890,21.78921,503.6890,21.803657,503.6890,21.756486,503.6890,21.456368,503.6890,22.675118,503.6890,22.396816,503.6890,21.922171,503.6890,22.57046,
504.3316,18.043152,503.9706,21.549543,503.9706,21.405664,503.9706,21.508853,503.9706,21.353776,503.9706,22.413345,503.9706,22.150974,503.9706,21.77181,503.9706,22.277733,
504.6139,18.014002,504.2521,21.446269,504.2521,21.735671,504.2521,21.601593,504.2521,21.560029,504.2521,21.680893,504.2521,21.604064,504.2521,22.081274,504.2521,22.050642,
504.8962,18.019044,504.5337,21.801276,504.5337,22.371044,504.5337,22.125,504.5337,22.252744,504.5337,21.176597,504.5337,21.745154,504.5337,22.42991,504.5337,22.433866,
505.1785,18.019474,504.8153,21.804912,504.8153,21.953574,504.8153,22.144419,504.8153,22.65625,504.8153,21.788838,504.8153,22.009709,504.8153,22.106479,504.8153,22.663838,
505.4607,17.997168,505.0968,21.728154,505.0968,21.922305,505.0968,22.112271,505.0968,22.515195,505.0968,21.846789,505.0968,21.965424,505.0968,21.71875,505.0968,22.778211,
505.7430,18.025207,505.3784,21.586284,505.3784,22.313667,505.3784,21.973881,505.3784,22.023784,505.3784,21.735773,505.3784,21.830691,505.3784,21.700559,505.3784,22.770987,
506.0253,18.092397,505.6600,21.213854,505.6600,22.328197,505.6600,22.097638,505.6600,21.81826,505.6600,21.686492,505.6600,21.989199,505.6600,21.796803,505.6600,22.59375,
506.3075,18.036522,505.9415,21.349021,505.9415,22.011107,505.9415,22.289156,505.9415,22.287086,505.9415,21.792922,505.9415,22.247365,505.9415,22.300262,505.9415,22.542922,
506.5898,17.961591,506.2231,21.596495,506.2231,22.173934,506.2231,22.578811,506.2231,22.047482,506.2231,21.631783,506.2231,22.058383,506.2231,22.7609,506.2231,22.455184,
506.8721,17.971591,506.5046,21.922324,506.5046,22.108726,506.5046,22.444739,506.5046,21.695737,506.5046,21.225489,506.5046,21.765575,506.5046,22.710114,506.5046,22.578075,
507.1544,17.991231,506.7862,22.306166,506.7862,21.733022,506.7862,21.898733,506.7862,22.341806,506.7862,20.436739,506.7862,21.891638,506.7862,21.945017,506.7862,22.621452,
507.4366,18.039431,507.0678,22.237857,507.0678,22.662983,507.0678,21.93255,507.0678,23.153775,507.0678,21.36959,507.0678,22.552601,507.0678,22.004719,507.0678,22.90625,
507.7189,18.089284,507.3493,22.419987,507.3493,23.257553,507.3493,22.173078,507.3493,23.112633,507.3493,22.242447,507.3493,22.834475,507.3493,22.262367,507.3493,22.82383,
508.0012,18.111053,507.6309,22.390265,507.6309,22.977474,507.6309,22.324129,507.6309,22.47457,507.6309,22.43096,507.6309,22.416427,507.6309,22.75,507.6309,22.439684,
508.2834,18.139511,507.9124,22.056489,507.9124,22.66867,507.9124,22.181689,507.9124,21.91246,507.9124,22.41246,507.9124,22.256011,507.9124,22.663058,507.9124,22.205532,
508.5657,18.075546,508.1940,21.888618,508.1940,22.736382,508.1940,21.859231,508.1940,22.002151,508.1940,22.513906,508.1940,22.465024,508.1940,22.277236,508.1940,22.715024,
508.8480,18.034002,508.4756,21.906718,508.4756,22.823584,508.4756,21.739383,508.4756,22.33113,508.4756,22.915799,508.4756,22.71875,508.4756,22.208133,508.4756,22.979834,
509.1303,18.063049,508.7571,22.276089,508.7571,22.833363,508.7571,22.286345,508.7571,22.421974,508.7571,23.197953,508.7571,22.807229,508.7571,22.390768,508.7571,22.859496,
509.4125,18.032077,509.0387,22.025065,509.0387,22.552029,509.0387,23.09375,509.0387,21.694426,509.0387,22.825612,509.0387,23.147841,509.0387,21.452835,509.0387,22.058377,
509.6948,17.982961,509.3203,22.527134,509.3203,22.17434,509.3203,23.071138,509.3203,21.598679,509.3203,22.173526,509.3203,22.507825,509.3203,21.884045,509.3203,22.442836,
509.9771,17.924905,509.6018,22.695855,509.6018,22.360625,509.6018,22.870658,509.6018,21.942007,509.6018,22.002336,509.6018,22.083553,509.6018,21.933322,509.6018,22.872994,
510.2594,17.902393,509.8834,22.715525,509.8834,22.836695,509.8834,22.36472,509.8834,22.742945,509.8834,22.655644,509.8834,22.613508,509.8834,21.898589,509.8834,23.043347,
510.5416,17.930901,510.1649,22.43742,510.1649,22.46503,510.1649,21.836788,510.1649,22.416534,510.1649,22.822784,510.1649,22.513845,510.1649,21.878561,510.1649,22.881883,
510.8239,18.005542,510.4465,22.203146,510.4465,21.721921,510.4465,21.825059,510.4465,22.028163,510.4465,22.36557,510.4465,22.343708,510.4465,22.146862,510.4465,22.6875,
511.1062,18.055075,510.7281,22.352075,510.7281,22.1367,510.7281,22.238175,510.7281,22.345075,510.7281,22.06105,510.7281,22.093025,510.7281,22.0403,510.7281,22.7097,
511.3884,18.050846,511.0096,22.398805,511.0096,23.180055,511.0096,22.461684,511.0096,22.92261,511.0096,22.670571,511.0096,22.423179,511.0096,21.901983,511.0096,22.947174,
511.6707,18.046589,511.2912,21.958095,511.2912,22.677559,511.2912,22.760298,511.2912,21.993821,511.2912,22.456393,511.2912,22.610583,511.2912,22.964631,511.2912,23.021309,
511.9530,18.060785,511.5727,22.263586,511.5727,22.090353,511.5727,22.926629,511.5727,21.889267,511.5727,22.267664,511.5727,22.392664,511.5727,22.882474,511.5727,22.420517,
512.2353,18.085762,511.8543,22.521355,511.8543,22.059279,511.8543,23.277246,511.8543,21.604428,511.8543,22.017903,511.8543,22.154915,511.8543,22.471419,511.8543,22.149024,
512.5175,18.063664,512.1359,23.004844,512.1359,22.703,512.1359,23.182656,512.1359,21.854406,512.1359,21.729406,512.1359,22.135656,512.1359,22.520594,512.1359,22.699125,
512.7998,18.003375,512.4174,23.153247,512.4174,23.184497,512.4174,23.020441,512.4174,22.188701,512.4174,22.069106,512.4174,22.46875,512.4174,22.198309,512.4174,23.064902,
513.0821,17.980235,512.6990,22.995631,512.6990,23.025041,512.6990,22.464841,512.6990,22.246321,512.6990,22.403261,512.6990,22.46829,512.6990,22.745861,512.6990,23.18612,
513.3643,18.040186,512.9806,22.408966,512.9806,22.191359,512.9806,21.93993,512.9806,21.752287,512.9806,22.001858,512.9806,22.406536,512.9806,22.190073,512.9806,23.000858,
513.6466,18.042217,513.2621,21.883809,513.2621,21.787986,513.2621,21.630182,513.2621,21.842196,513.2621,21.231704,513.2621,22.160395,513.2621,22.003109,513.2621,23.184391,
513.9289,18.045603,513.5437,22.421378,513.5437,22.236565,513.5437,22.505276,513.5437,21.965167,513.5437,22.12938,513.5437,22.824045,513.5437,22.516024,513.5437,23.308917,
514.2112,18.005735,513.8252,22.497449,513.8252,22.459822,513.8252,23.010842,513.8252,22.688138,513.8252,22.066326,513.8252,23.17347,513.8252,22.291454,513.8252,22.353315,
514.4934,17.913051,514.1068,22.056114,514.1068,22.705489,514.1068,23.120027,514.1068,22.422826,514.1068,21.648206,514.1068,22.980353,514.1068,21.689402,514.1068,21.424727,
514.7757,17.928144,514.3884,21.914418,514.3884,22.514294,514.3884,23.27104,514.3884,21.880505,514.3884,21.508168,514.3884,22.180133,514.3884,21.481002,514.3884,21.696288,
515.0580,18.008343,514.6699,22.136821,514.6699,22.327072,514.6699,23.223607,514.6699,22.103142,514.6699,21.961142,514.6699,22.096179,514.6699,22.131641,514.6699,22.266356,
515.3403,18.06123,514.9515,22.497439,514.9515,22.454662,514.9515,23.247182,514.9515,22.125,514.9515,22.511784,514.9515,22.804561,514.9515,22.898311,514.9515,22.511527,
515.6225,17.989087,515.2330,22.250838,515.2330,22.552874,515.2330,22.464845,515.2330,22.265206,515.2330,22.254046,515.2330,23.071289,515.2330,23.024832,515.2330,22.615374,
515.9048,18.018172,515.5146,21.499908,515.5146,22.673091,515.5146,21.656158,515.5146,23.304218,515.5146,21.389317,515.5146,22.485499,515.5146,22.754772,515.5146,22.735591,
516.1871,18.09791,515.7962,22.223812,515.7962,22.769256,515.7962,22.298306,515.7962,23.137727,515.7962,21.717283,515.7962,22.26999,515.7962,23.127531,515.7962,21.741674,
516.4693,18.112906,516.0777,22.961394,516.0777,22.888666,516.0777,22.782207,516.0777,22.825209,516.0777,22.613727,516.0777,22.813936,516.0777,23.133792,516.0777,22.265103,
516.7516,18.114739,516.3593,23.247677,516.3593,22.932704,516.3593,22.737934,516.3593,22.357988,516.3593,23.173262,516.3593,23.276605,516.3593,22.966277,516.3593,22.692447,
517.0339,18.127956,516.6409,22.942581,516.6409,22.9375,516.6409,22.354029,516.6409,22.203096,516.6409,22.833177,516.6409,23.421904,516.6409,22.859346,516.6409,22.56764,
517.3162,18.144896,516.9224,22.618532,516.9224,22.834913,516.9224,22.20431,516.9224,22.11056,516.9224,22.18577,516.9224,23.129738,516.9224,22.818103,516.9224,22.556897,
517.5984,18.191694,517.2040,22.991578,517.2040,22.989179,517.2040,22.641818,517.2040,22.270429,517.2040,22.16346,517.2040,22.911061,517.2040,22.963939,517.2040,22.789659,
517.8807,18.180768,517.4855,23.739351,517.4855,23.130573,517.4855,22.874154,517.4855,22.858778,517.4855,22.584793,517.4855,22.825338,517.4855,22.70203,517.4855,22.992735,
518.1630,18.144199,517.7671,24.126025,517.7671,23.351606,517.7671,22.930669,517.7671,23.439551,517.7671,23.17589,517.7671,22.959017,517.7671,22.600581,517.7671,22.957992,
518.4452,18.077092,518.0487,23.611357,518.0487,23.694321,518.0487,22.601417,518.0487,23.874577,518.0487,23.048435,518.0487,22.783946,518.0487,22.809804,518.0487,23.033524,
518.7275,18.043503,518.3302,23.48468,518.3302,23.80484,518.3302,22.830263,518.3302,23.897979,518.3302,22.732848,518.3302,23.355686,518.3302,22.615508,518.3302,22.590696,
519.0098,17.924885,518.6118,23.569517,518.6118,23.580777,518.6118,23.053361,518.6118,23.967689,518.6118,22.748939,518.6118,23.701534,518.6118,22.53125,518.6118,22.483845,
519.2921,17.900153,518.8933,23.616502,518.8933,23.545504,518.8933,22.843476,518.8933,23.886239,518.8933,23.077028,518.8933,23.044682,518.8933,22.713267,518.8933,23.159813,
519.5743,17.895319,519.1749,23.803639,519.1749,23.54017,519.1749,22.549031,519.1749,23.307833,519.1749,22.763232,519.1749,22.490961,519.1749,22.87057,519.1749,23.718868,
519.8566,17.960616,519.4565,23.853095,519.4565,23.356007,519.4565,22.534466,519.4565,23.181372,519.4565,22.155642,519.4565,22.791203,519.4565,22.840534,519.4565,23.646601,
520.1389,18.020868,519.7380,23.650441,519.7380,23.023505,519.7380,22.476585,519.7380,23.261708,519.7380,22.462762,519.7380,23.119101,519.7380,23.048767,519.7380,23.541021,
520.4212,18.141211,520.0196,23.58355,520.0196,22.6326,520.0196,22.227,520.0196,23.53385,520.0196,23.213749,520.0196,22.9349,520.0196,23.5562,520.0196,23.61545,
520.7034,18.182659,520.3012,23.964892,520.3012,23.881474,520.3012,22.867284,520.3012,23.140775,520.3012,23.241941,520.3012,23.575403,520.3012,23.564429,520.3012,23.078918,
520.9857,18.069459,520.5827,23.449744,520.5827,24.391891,520.5827,22.947212,520.5827,22.552026,520.5827,22.963513,520.5827,23.605404,520.5827,23.065032,520.5827,22.821622,
521.2680,18.071746,520.8643,22.74649,520.8643,24.024492,520.8643,22.721998,520.8643,22.216995,520.8643,22.539239,520.8643,23.248245,520.8643,22.626493,520.8643,23.001755,
521.5502,18.12045,521.1458,23.16121,521.1458,24.126072,521.1458,23.151017,521.1458,22.279506,521.1458,22.517569,521.1458,23.523201,521.1458,22.654506,521.1458,23.267569,
521.8325,18.14576,521.4274,23.927597,521.4274,24.356745,521.4274,23.758352,521.4274,22.620358,521.4274,22.870358,521.4274,23.768874,521.4274,22.976484,521.4274,23.337253,
522.1148,18.08707,521.7090,23.91102,521.7090,24.203498,521.7090,23.931886,521.7090,22.928706,521.7090,23.528914,521.7090,23.50477,521.7090,23.272456,521.7090,23.330932,
522.3971,18.015404,521.9905,23.287033,521.9905,23.612795,521.9905,23.636427,521.9905,23.157167,521.9905,23.317366,521.9905,23.060665,521.9905,23.357012,521.9905,23.127892,
522.6793,18.031452,522.2721,22.863496,522.2721,23.175996,522.2721,23.4375,522.2721,23.407881,522.2721,22.362439,522.2721,22.804831,522.2721,23.273581,522.2721,22.793327,
522.9616,18.107358,522.5536,22.473553,522.5536,23.504012,522.5536,23.762291,522.5536,23.394496,522.5536,22.911873,522.5536,23.023508,522.5536,23.372598,522.5536,22.827193,
523.2439,18.141757,522.8352,22.468412,522.8352,23.893682,522.8352,23.898097,522.8352,23.131453,522.8352,23.935124,522.8352,23.682747,522.8352,23.583221,522.8352,23.101903,
523.5261,18.122605,523.1168,23.043722,523.1168,24.002268,523.1168,23.635523,523.1168,22.773314,523.1168,23.849738,523.1168,24.078692,523.1168,23.559099,523.1168,23.396861,
523.8084,18.070729,523.3983,23.453688,523.3983,23.9366,523.3983,23.263937,523.3983,22.405124,523.3983,23.373424,523.3983,23.590148,523.3983,23.327112,523.3983,23.5625,
524.0907,18.032397,523.6799,23.561812,523.6799,23.720813,523.6799,22.802033,523.6799,22.555623,523.6799,23.01872,523.6799,23.170156,523.6799,23.065251,523.6799,23.5625,
524.3730,18.059507,523.9615,23.564105,523.9615,23.684291,523.9615,22.5625,523.9615,23.260389,523.9615,23.052872,523.9615,23.576098,523.9615,23.21913,523.9615,23.518032,
524.6552,17.991368,524.2430,23.746681,524.2430,23.721276,524.2430,22.806655,524.2430,23.816759,524.2430,23.422345,524.2430,24.109845,524.2430,23.574336,524.2430,23.554922,
524.9375,17.997286,524.5246,24.194592,524.5246,23.465109,524.5246,23.357839,524.5246,23.815856,524.5246,23.597201,524.5246,24.07621,524.5246,23.597201,524.5246,23.781345,
525.2198,18.027646,524.8061,23.806069,524.8061,23.106892,524.8061,23.472545,524.8061,23.154786,524.8061,23.226633,524.8061,23.028907,524.8061,23.5625,524.8061,23.521024,
525.5021,18.007823,525.0877,23.318884,525.0877,23.207487,525.0877,22.889238,525.0877,22.686865,525.0877,22.884993,525.0877,22.225769,525.0877,23.666243,525.0877,23.046558,
525.7843,18.005826,525.3693,23.912493,525.3693,23.724984,525.3693,22.631238,525.3693,23.081237,525.3693,23.106245,525.3693,22.624991,525.3693,23.837498,525.3693,23.081255,
526.0666,17.962411,525.6508,23.821936,525.6508,23.978302,525.6508,23.368157,525.6508,23.524173,525.6508,23.278891,525.6508,22.932782,525.6508,23.706605,525.6508,23.016863,
526.3489,17.978517,525.9324,23.148618,525.9324,23.693531,525.9324,24.110029,525.9324,23.546728,525.9324,23.271002,525.9324,23.275219,525.9324,23.206394,525.9324,23.059084,
526.6311,18.050146,526.2139,22.755973,526.2139,23.371018,526.2139,23.665599,526.2139,22.872143,526.2139,23.071589,526.2139,23.121277,526.2139,22.82358,526.2139,23.099723,
526.9134,18.031836,526.4955,23.085947,526.4955,23.419654,526.4955,22.925777,526.4955,22.426337,526.4955,23.200904,526.4955,22.449223,526.4955,22.90737,526.4955,23.31306,
527.1957,17.962332,526.7771,23.486368,526.7771,23.952487,526.7771,23.236845,526.7771,22.495615,526.7771,23.672991,526.7771,23.150589,526.7771,23.233737,526.7771,23.455995,
527.4780,17.881754,527.0586,23.63196,527.0586,24.239994,527.0586,24.168213,527.0586,23.043939,527.0586,23.814457,527.0586,24.505366,527.0586,23.820186,527.0586,23.827509,
527.7602,17.887247,527.3402,23.419179,527.3402,23.836737,527.3402,23.868513,527.3402,23.443417,527.3402,23.367987,527.3402,24.626051,527.3402,24.050096,527.3402,24.162167,
528.0425,17.968202,527.6217,23.331624,527.6217,23.506998,527.6217,23.007094,527.6217,23.190951,527.6217,23.081624,527.6217,23.848974,527.6217,23.614648,527.6217,23.840299,
528.3248,18.055201,527.9033,23.292443,527.9033,23.223933,527.9033,22.391376,527.9033,23.387696,527.9033,22.993314,527.9033,23.863132,527.9033,23.376503,527.9033,23.774564,
528.6070,18.014928,528.1849,23.538495,528.1849,23.139491,528.1849,22.445199,528.1849,23.718296,528.1849,23.193385,528.1849,23.893573,528.1849,23.522644,528.1849,23.828352,
528.8893,17.952431,528.4664,23.576961,528.4664,23.540785,528.4664,22.454334,528.4664,23.726003,528.4664,23.608166,528.4664,23.28125,528.4664,23.644252,528.4664,23.665921,
529.1716,17.935249,528.7480,23.35279,528.7480,24.17433,528.7480,22.412965,528.7480,23.4375,528.7480,23.649535,528.7480,23.3484,528.7480,23.51343,528.7480,23.28125,
529.4539,17.97155,529.0296,23.5622,529.0296,24.48119,529.0296,22.51214,529.0296,23.50592,529.0296,23.5628,529.0296,23.53777,529.0296,23.61226,529.0296,23.31235,
529.7361,18.025638,529.3111,23.652255,529.3111,24.250821,529.3111,23.035699,529.3111,23.70685,529.3111,23.249546,529.3111,23.415515,529.3111,23.68087,529.3111,23.323039,
530.0184,18.042584,529.5927,22.994965,529.5927,23.11493,529.5927,24.036474,529.5927,23.401121,529.5927,23.000095,529.5927,23.875,529.5927,23.062405,529.5927,22.916982,
530.3007,17.967205,529.8742,23.337928,529.8742,23.730009,529.8742,23.934974,529.8742,23.54542,529.8742,23.132634,529.8742,23.917509,529.8742,22.863741,529.8742,23.432777,
530.5829,17.913254,530.1558,23.647809,530.1558,23.951869,530.1558,23.193428,530.1558,23.599678,530.1558,23.042203,530.1558,24.215335,530.1558,22.608119,530.1558,23.359826,
530.8652,17.907281,530.4374,23.578888,530.4374,23.847466,530.4374,23.068405,530.4374,23.422638,530.4374,23.38681,530.4374,24.545448,530.4374,22.570595,530.4374,23.043922,
531.1475,17.915424,530.7189,23.449497,530.7189,23.891044,530.7189,23.404716,530.7189,23.309291,530.7189,24.001675,530.7189,24.132951,530.7189,23.199639,530.7189,22.970425,
531.4298,17.951458,531.0005,23.313651,531.0005,23.990749,531.0005,23.888899,531.0005,23.321751,531.0005,24.530099,531.0005,23.66705,531.0005,24.1142,531.0005,23.55015,
531.7120,17.97578,531.2820,23.678144,531.2820,23.544985,531.2820,23.344348,531.2820,23.765326,531.2820,24.143711,531.2820,23.842554,531.2820,23.971537,531.2820,23.739053,
531.9943,17.947312,531.5636,23.876522,531.5636,23.282316,531.5636,22.940854,531.5636,23.951981,531.5636,23.540701,531.5636,24.599236,531.5636,23.545121,531.5636,23.565243,
532.2766,17.912277,531.8452,22.302308,531.8452,22.77906,531.8452,23.016273,531.8452,23.662062,531.8452,23.167874,531.8452,23.605374,531.8452,22.713073,531.8452,23.076449,
532.5589,17.911623,532.1267,23.676276,532.1267,23.539002,532.1267,23.440084,532.1267,23.815084,532.1267,23.476502,532.1267,23.911418,532.1267,23.382106,532.1267,23.4375,
532.8411,17.931948,532.4083,24.62334,532.4083,23.905995,532.4083,23.563011,532.4083,23.940182,532.4083,23.844644,532.4083,24.156761,532.4083,23.718239,532.4083,23.437628,
533.1234,17.933064,532.6899,24.223853,532.6899,23.844535,532.6899,23.68593,532.6899,24.585507,532.6899,24.059752,532.6899,24.27968,532.6899,23.59532,532.6899,23.468357,
533.4057,17.927346,532.9714,23.521038,532.9714,23.813415,532.9714,23.475153,532.9714,24.13872,532.9714,23.698476,532.9714,23.76555,532.9714,23.260062,532.9714,23.347409,
533.6879,17.900229,533.2530,23.857735,533.2530,24.05099,533.2530,23.409127,533.2530,23.558586,533.2530,23.210519,533.2530,23.362453,533.2530,23.518302,533.2530,23.522618,
533.9702,17.871638,533.5345,24.31428,533.5345,23.974644,533.5345,23.78696,533.5345,23.414109,533.5345,23.099644,533.5345,23.226609,533.5345,23.589821,533.5345,23.589821,
534.2525,17.891824,533.8161,24.430023,533.8161,23.824962,533.8161,23.726227,533.8161,23.923886,533.8161,23.582629,533.8161,23.506326,533.8161,23.392447,533.8161,23.737538,
534.5348,17.917427,534.0977,23.477752,534.0977,23.022119,534.0977,24.057485,534.0977,23.601788,534.0977,23.794367,534.0977,23.757073,534.0977,23.826646,534.0977,23.947595,
534.8170,17.949526,534.3792,23.458089,534.3792,23.269856,534.3792,23.26286,534.3792,22.953181,534.3792,23.50784,534.3792,23.365805,534.3792,23.514948,534.3792,23.802572,
535.0993,17.94893,534.6608,23.360098,534.6608,23.747107,534.6608,22.911784,534.6608,22.68486,534.6608,23.088469,534.6608,23.3125,534.6608,23.169958,534.6608,23.645435,
535.3816,17.887759,534.9423,23.104101,534.9423,23.705989,534.9423,23.194532,534.9423,23.242058,534.9423,22.844856,534.9423,23.605404,534.9423,22.911979,534.9423,23.491862,
535.6638,17.871149,535.2239,23.427767,535.2239,23.322233,535.2239,23.77181,535.2239,23.969923,535.2239,23.125586,535.2239,24.099789,535.2239,23.266358,535.2239,23.573112,
535.9461,17.932699,535.5055,23.857722,535.5055,23.096691,535.5055,23.900552,535.5055,23.940441,535.5055,23.238603,535.5055,24.059742,535.5055,23.650369,535.5055,23.568198,
536.2284,17.982792,535.7870,23.9375,535.7870,23.0625,535.7870,23.381025,535.7870,23.506078,535.7870,23.124946,535.7870,23.631078,535.7870,23.493653,535.7870,23.537489,
536.5107,17.997601,536.0686,23.521543,536.0686,23.233777,536.0686,23.25,536.0686,23.234973,536.0686,22.922473,536.0686,23.359973,536.0686,22.80133,536.0686,23.555718,
536.7929,17.978671,536.3502,23.262708,536.3502,23.61618,536.3502,24.206944,536.3502,23.498507,536.3502,22.659688,536.3502,23.695278,536.3502,23.079549,536.3502,23.155799,
537.0752,17.923643,536.6317,23.709673,536.6317,23.788882,536.6317,24.032454,536.6317,23.8509,536.6317,22.687259,536.6317,23.8125,536.6317,23.125241,536.6317,23.218268,
537.3575,17.912213,536.9133,24.011975,536.9133,23.652696,536.9133,23.60105,536.9133,23.754867,536.9133,23.243821,536.9133,23.561379,536.9133,23.390529,536.9133,23.692175,
537.6398,17.943008,537.1948,23.371844,537.1948,23.482354,537.1948,23.633675,537.1948,23.130519,537.1948,23.883085,537.1948,23.580146,537.1948,23.678234,537.1948,24.111101,
537.9220,17.934884,537.4764,22.615745,537.4764,23.111588,537.4764,23.578863,537.4764,22.90625,537.4764,23.866953,537.4764,23.559818,537.4764,23.467543,537.4764,24.153568,
538.2043,17.895217,537.7580,22.469772,537.7580,23.032272,537.7580,23.361858,537.7580,23.393251,537.7580,23.463641,537.7580,23.594772,537.7580,22.983793,537.7580,23.786217,
538.4866,17.818139,538.0395,23.036084,538.0395,23.35116,538.0395,23.363724,538.0395,23.728093,538.0395,23.126933,538.0395,23.315721,538.0395,22.791881,538.0395,23.521907,
538.7688,17.793551,538.3211,23.653545,538.3211,23.660492,538.3211,23.586803,538.3211,23.701004,538.3211,23.271988,538.3211,22.855328,538.3211,23.122295,538.3211,23.749611,
539.0511,17.76396,538.6026,22.868623,538.6026,23.691492,538.6026,23.453469,538.6026,23.558737,538.6026,23.172219,538.6026,22.804515,538.6026,22.824936,538.6026,23.808737,
539.3334,17.748454,538.8842,22.357017,538.8842,23.542599,538.8842,23.558744,538.8842,23.556826,538.8842,22.917599,538.8842,23.08336,538.8842,22.569134,538.8842,23.409047,
539.6157,17.785101,539.1658,22.443009,539.1658,23.376853,539.1658,23.461439,539.1658,23.446715,539.1658,22.659956,539.1658,23.365785,539.1658,22.667267,539.1658,23.463191,
539.8979,17.821084,539.4473,22.522195,539.4473,23.330315,539.4473,23.120914,539.4473,23.34375,539.4473,22.53125,539.4473,23.43312,539.4473,22.825641,539.4473,23.763141,
540.1802,17.931248,539.7289,22.528002,539.7289,23.378248,539.7289,23.379481,539.7289,23.395497,539.7289,22.893482,539.7289,23.457997,539.7289,22.940748,539.7289,23.25728,
540.4625,18.007225,540.0105,22.583407,540.0105,23.489657,540.0105,23.620775,540.0105,23.520907,540.0105,23.287588,540.0105,23.449956,540.0105,23.002113,540.0105,22.764569,
540.7447,17.943989,540.2920,22.83348,540.2920,23.38527,540.2920,23.353046,540.2920,23.432631,540.2920,23.068875,540.2920,23.535145,540.2920,23.095697,540.2920,22.92723,
541.0270,17.875674,540.5736,23.202028,540.5736,23.141047,540.5736,23.404899,540.5736,23.063682,540.5736,22.377195,540.5736,23.796115,540.5736,23.218412,540.5736,22.798479,
541.3093,17.743373,540.8551,23.331412,540.8551,23.197208,540.8551,23.102449,540.8551,23.068264,540.8551,22.492616,540.8551,23.87763,540.8551,23.161509,540.8551,22.889157,
541.5916,17.691722,541.1367,23.0485,541.1367,23.113464,541.1367,22.672714,541.1367,23.240536,541.1367,22.889786,541.1367,23.71175,541.1367,22.9305,541.1367,23.125393,
541.8738,17.656875,541.4183,22.743418,541.4183,22.595055,541.4183,22.944082,541.4183,23.30823,541.4183,22.590785,541.4183,23.358871,541.4183,22.536172,541.4183,22.768086,
542.1561,17.75806,541.6998,22.907776,541.6998,22.148868,541.6998,22.925344,541.6998,23.605906,541.6998,22.481988,541.6998,22.903641,541.6998,22.227215,541.6998,22.59375,
542.4384,17.76811,541.9814,23.351266,541.9814,22.171283,541.9814,22.78125,541.9814,23.585442,541.9814,22.449367,541.9814,22.586234,541.9814,22.610366,541.9814,22.732991,
542.7207,17.765122,542.2629,23.31885,542.2629,22.589517,542.2629,22.88994,542.2629,23.053909,542.2629,22.290463,542.2629,22.54619,542.2629,23.371514,542.2629,22.97373,
