,Live Spectrum 26-10-2023 13:19:37,,Live Spectrum 26-10-2023 13:20:38,,Live Spectrum 26-10-2023 13:20:38,,Live Spectrum 26-10-2023 13:20:43,,Live Spectrum 26-10-2023 13:20:45,,Live Spectrum 26-10-2023 13:20:46,,Live Spectrum 26-10-2023 13:21:03,,Live Spectrum 26-10-2023 13:21:04,,Live Spectrum 26-10-2023 13:21:05,
Wavelength [nm],Intensity,Wavelength [nm],intensity,Wavelength [nm],intensity,Wavelength [nm],intensity,Wavelength [nm],intensity,Wavelength [nm],intensity,Wavelength [nm],intensity,Wavelength [nm],intensity,Wavelength [nm],intensity,
664.3800,17.412031,663.6159,19.28198,663.6159,19.017753,663.6159,18.892753,663.6159,18.161966,663.6159,18.929718,663.6159,18.71875,663.6159,18.928989,663.6159,18.460239,
664.6622,17.377542,663.8975,19.28907,663.8975,19.217461,663.8975,18.753895,663.8975,18.050785,663.8975,18.595039,663.8975,18.803392,663.8975,18.756502,663.8975,18.440107,
664.9445,17.292452,664.1790,19.48773,664.1790,19.358896,664.1790,18.657209,664.1790,18.045437,664.1790,18.469709,664.1790,19.003834,664.1790,18.704563,664.1790,18.46875,
665.2268,17.248108,664.4606,19.609031,664.4606,19.175661,664.4606,18.549972,664.4606,18.076404,664.4606,18.713932,664.4606,19.109719,664.4606,18.856966,664.4606,18.774367,
665.5090,17.356285,664.7422,19.437046,664.7422,18.942168,664.7422,18.33396,664.7422,18.08396,664.7422,19.024248,664.7422,19.064834,664.7422,18.939834,664.7422,19.16604,
665.7913,17.363822,665.0237,19.055122,665.0237,18.697736,665.0237,18.195457,665.0237,18.109085,665.0237,19.22045,665.0237,18.853986,665.0237,18.878979,665.0237,19.168186,
666.0736,17.375483,665.3053,18.689983,665.3053,18.430308,665.3053,18.125,665.3053,18.506279,665.3053,19.356564,665.3053,18.599372,665.3053,18.754052,665.3053,18.908733,
666.3559,17.371004,665.5869,18.636649,665.5869,18.602863,665.5869,18.184964,665.5869,18.779058,665.5869,19.051194,665.5869,18.514529,665.5869,18.445108,665.5869,18.903371,
666.6381,17.399446,665.8684,18.973284,665.8684,18.901716,665.8684,18.1807,665.8684,18.52445,665.8684,18.542422,665.8684,18.459845,665.8684,18.301489,665.8684,19.115933,
666.9204,17.453295,666.1500,19.114455,666.1500,18.760545,666.1500,17.968943,666.1500,18.291989,666.1500,18.407216,666.1500,18.5,666.1500,18.645318,666.1500,18.761125,
667.2027,17.42572,666.4315,19.137184,666.4315,18.699684,666.4315,17.90625,666.4315,18.330494,666.4315,18.065151,666.4315,18.566731,666.4315,18.707638,666.4315,18.493118,
667.4849,17.421048,666.7131,18.980466,666.7131,18.752106,666.7131,17.932393,666.7131,18.699821,666.7131,17.973857,666.7131,18.710036,666.7131,18.477464,666.7131,18.310394,
667.7672,17.349046,666.9947,18.6875,666.9947,19.023688,666.9947,18.03948,666.9947,18.717748,666.9947,17.953626,666.9947,18.679604,666.9947,18.507896,666.9947,18.10198,
668.0495,17.352412,667.2762,18.708736,667.2762,19.0442,667.2762,18.15625,667.2762,18.402107,667.2762,18.100829,667.2762,18.642093,667.2762,18.517093,667.2762,18.232907,
668.3318,17.393757,667.5578,18.800035,667.5578,18.83743,667.5578,18.15625,667.5578,18.306296,667.5578,18.143785,667.5578,18.55618,667.5578,18.424919,667.5578,18.300035,
668.6140,17.406365,667.8393,18.891336,667.8393,18.611266,667.8393,18.265156,667.8393,18.400805,667.8393,18.30043,667.8393,18.417141,667.8393,18.222773,667.8393,18.429453,
668.8963,17.432155,668.1209,18.917824,668.1209,18.24537,668.1209,18.739583,668.1209,18.365741,668.1209,18.6875,668.1209,18.505787,668.1209,18.107639,668.1209,18.618055,
669.1786,17.429764,668.4025,18.590668,668.4025,18.237823,668.4025,18.522888,668.4025,18.335388,668.4025,18.698944,668.4025,18.695862,668.4025,18.206573,668.4025,18.180604,
669.4609,17.465588,668.6840,18.367752,668.6840,18.365999,668.6840,18.705501,668.6840,18.518001,668.6840,18.769249,668.6840,18.492247,668.6840,18.370752,668.6840,17.882248,
669.7431,17.508587,668.9656,18.60031,668.9656,18.28781,668.9656,18.855321,668.9656,18.69406,668.9656,18.64969,668.9656,18.11844,668.9656,18.642492,668.9656,17.643131,
670.0254,17.429411,669.2471,18.673766,669.2471,18.38324,669.2471,18.574522,669.2471,18.786744,669.2471,18.55426,669.2471,18.046358,669.2471,18.87088,669.2471,17.47699,
670.3077,17.367496,669.5287,18.375561,669.5287,18.574842,669.5287,18.158494,669.5287,18.901201,669.5287,18.366024,669.5287,18.372195,669.5287,18.773396,669.5287,17.657933,
670.5899,17.331528,669.8103,18.405999,669.8103,19.244483,669.8103,18.280247,669.8103,18.627257,669.8103,17.879013,669.8103,18.220004,669.8103,18.347261,669.8103,17.749248,
670.8722,17.340458,670.0918,18.466626,670.0918,19.219812,670.0918,18.583131,670.0918,18.292931,670.0918,17.754247,670.0918,17.916869,670.0918,18.102245,670.0918,17.629247,
671.1545,17.330672,670.3734,18.263106,670.3734,19.159995,670.3734,18.681883,670.3734,18.134361,670.3734,18.220044,670.3734,18.376294,670.3734,18.975082,670.3734,17.948155,
671.4368,17.327301,670.6550,18.307136,670.6550,19.099114,670.6550,18.858908,670.6550,18.182136,670.6550,18.050024,670.6550,18.463386,670.6550,18.74557,670.6550,18.282998,
671.7190,17.315544,670.9365,18.423536,670.9365,19.204786,670.9365,18.986036,670.9365,18.1875,670.9365,17.864696,670.9365,18.663062,670.9365,18.330125,670.9365,18.479054,
672.0013,17.316084,671.2181,18.841758,671.2181,19.461305,671.2181,18.811346,671.2181,18.349203,671.2181,17.978503,671.2181,18.498846,671.2181,18.308201,671.2181,18.607802,
672.2836,17.321457,671.4996,19.27225,671.4996,19.081714,671.4996,18.545964,671.4996,18.270428,671.4996,18.156857,671.4996,17.815178,671.4996,18.364786,671.4996,18.520428,
672.5658,17.332116,671.7812,19.34375,671.7812,18.594625,671.7812,18.423992,671.7812,18.402015,671.7812,18.238172,671.7812,17.535485,671.7812,18.451008,671.7812,18.550672,
672.8481,17.404269,672.0628,19.049394,672.0628,18.426411,672.0628,18.553428,672.0628,18.265793,672.0628,18.029233,672.0628,17.573589,672.0628,18.542339,672.0628,18.464381,
673.1304,17.456397,672.3443,18.802682,672.3443,18.643491,672.3443,18.759818,672.3443,18.21875,672.3443,17.731509,672.3443,17.71237,672.3443,18.609948,672.3443,18.461224,
673.4127,17.425133,672.6259,18.727081,672.6259,19.245892,672.6259,18.8125,672.6259,18.5167,672.6259,17.977119,672.6259,18.185465,672.6259,18.808354,672.6259,18.743781,
673.6949,17.388063,672.9074,18.80721,672.9074,19.194234,672.9074,18.72404,672.9074,18.71346,672.9074,18.314901,672.9074,18.587016,672.9074,18.764425,672.9074,18.600484,
673.9772,17.386769,673.1890,19.014243,673.1890,18.880633,673.1890,18.751435,673.1890,18.856558,673.1890,18.53412,673.1890,18.857993,673.1890,18.654815,673.1890,18.414753,
674.2595,17.439548,673.4706,19.011714,673.4706,18.596669,673.4706,18.842777,673.4706,18.885741,673.4706,18.59375,673.4706,18.711901,673.4706,18.748054,673.4706,18.436527,
674.5418,17.431687,673.7521,18.830801,673.7521,18.519707,673.7521,18.776465,673.7521,18.658223,673.7521,18.633164,673.7521,18.652871,673.7521,18.930742,673.7521,18.547578,
674.8240,17.31287,674.0337,18.693283,674.0337,18.606873,674.0337,18.737656,674.0337,18.512344,674.0337,18.599533,674.0337,18.725312,674.0337,18.962188,674.0337,18.631562,
675.1063,17.315652,674.3153,18.692461,674.3153,18.583829,674.3153,18.297366,674.3153,18.282736,674.3153,18.508184,674.3153,18.424104,674.3153,18.66592,674.3153,18.529513,
675.3886,17.335513,674.5968,18.787973,674.5968,18.479333,674.5968,17.847611,674.5968,18.159611,674.5968,18.503361,674.5968,17.806776,674.5968,18.503361,674.5968,18.333666,
675.6708,17.343631,674.8784,18.64567,674.8784,18.652087,674.8784,18.09664,674.8784,18.121473,674.8784,18.72933,674.8784,17.714587,674.8784,18.745837,674.8784,18.728694,
675.9531,17.33392,675.1599,18.610126,675.1599,18.765208,675.1599,18.374833,675.1599,18.141042,675.1599,18.890542,675.1599,17.859125,675.1599,18.843249,675.1599,18.95204,
676.2354,17.38725,675.4415,18.720178,675.4415,18.493656,675.4415,18.284106,675.4415,18.144195,675.4415,18.755712,675.4415,17.901966,675.4415,18.60089,675.4415,18.46669,
676.5177,17.472079,675.7231,18.645157,675.7231,18.351822,675.7231,18.289322,675.7231,18.006042,675.7231,18.526199,675.7231,18.141144,675.7231,18.451614,675.7231,18.198593,
676.7999,17.512295,676.0046,18.42061,676.0046,18.370908,676.0046,18.281771,676.0046,17.9375,676.0046,18.339658,676.0046,18.392411,676.0046,18.508705,676.0046,18.303274,
677.0822,17.377523,676.2862,18.1875,676.2862,18.181063,676.2862,18.181297,676.2862,17.912453,676.2862,18.237477,676.2862,18.587664,676.2862,18.575023,676.2862,18.48771,
677.3645,17.375752,676.5677,18.257874,676.5677,18.089895,676.5677,18.136647,676.5677,18.00402,676.5677,18.289124,676.5677,18.695292,676.5677,18.640666,676.5677,18.421669,
677.6467,17.41933,676.8493,18.495291,676.8493,18.384339,676.8493,17.923451,676.8493,18.284363,676.8493,18.449992,676.8493,18.623443,676.8493,18.729686,676.8493,17.856282,
677.9290,17.452744,677.1309,18.779607,677.1309,18.628287,677.1309,17.913106,677.1309,18.304822,677.1309,18.500822,677.1309,18.552357,677.1309,18.75,677.1309,17.592107,
678.2113,17.405263,677.4124,18.850145,677.4124,18.440456,677.4124,18.224903,677.4124,18.028294,677.4124,18.372044,677.4124,18.493847,677.4124,18.693895,677.4124,17.737452,
678.4936,17.298692,677.6940,18.735869,677.6940,18.687907,677.6940,18.32106,677.6940,17.86644,677.6940,18.22731,677.6940,18.337772,677.6940,18.408425,677.6940,17.832608,
678.7758,17.308889,677.9756,18.773481,677.9756,18.968578,677.9756,18.328211,677.9756,17.851519,677.9756,18.203384,677.9756,18.148481,677.9756,17.945614,677.9756,17.96875,
679.0581,17.329852,678.2571,18.791879,678.2571,19.04854,678.2571,18.29521,678.2571,17.979699,678.2571,18.07646,678.2571,18.0901,678.2571,17.837089,678.2571,17.99667,
679.3404,17.391596,678.5387,18.918926,678.5387,18.944279,678.5387,18.362324,678.5387,18.405662,678.5387,18.118809,678.5387,17.987324,678.5387,18.043632,678.5387,18.099941,
679.6227,17.356342,678.8202,18.735682,678.8202,18.653909,678.8202,18.464517,678.8202,18.694074,678.8202,18.012699,678.8202,18.067903,678.8202,18.10996,678.8202,18.211454,
679.9049,17.359185,679.1018,18.195668,679.1018,18.302203,679.1018,18.607599,679.1018,18.911931,679.1018,17.620384,679.1018,18.070668,679.1018,18.178267,679.1018,18.652698,
680.1872,17.39656,679.3834,18.073991,679.3834,18.108462,679.3834,18.649198,679.3834,18.960301,679.3834,17.58609,679.3834,17.834084,679.3834,18.163302,679.3834,18.770368,
680.4695,17.395898,679.6649,18.174519,679.6649,18.452724,679.6649,18.396314,679.6649,17.744712,679.6649,17.519071,679.6649,17.124199,679.6649,18.434455,679.6649,18.450481,
680.7517,17.345192,679.9465,18.348271,679.9465,18.600531,679.9465,18.598271,679.9465,17.394948,679.9465,17.419812,679.9465,17.428854,679.9465,18.370084,679.9465,18.28351,
681.0340,17.26431,680.2280,18.397389,680.2280,18.688977,680.2280,18.635575,680.2280,17.283965,680.2280,17.605564,680.2280,17.734994,680.2280,17.897389,680.2280,18.324314,
681.3163,17.216931,680.5096,18.213198,680.5096,18.709034,680.5096,18.20487,680.5096,17.984712,680.5096,17.846526,680.5096,18.061806,680.5096,17.727078,680.5096,18.570134,
681.5986,17.370617,680.7912,17.969453,680.7912,18.282481,680.7912,17.595508,680.7912,18.685478,680.7912,17.968398,680.7912,18.031338,680.7912,18.092695,680.7912,18.905283,
681.8808,17.392198,681.0727,17.847226,681.0727,18.129345,681.0727,17.563369,681.0727,18.322927,681.0727,17.573796,681.0727,17.848964,681.0727,18.427942,681.0727,18.936631,
682.1631,17.377701,681.3543,17.606943,681.3543,17.79939,681.3543,17.88811,681.3543,17.927688,681.3543,17.710505,681.3543,17.577342,681.3543,18.023087,681.3543,18.493486,
682.4454,17.317781,681.6359,17.737858,681.6359,17.810072,681.6359,18.338575,681.6359,17.790963,681.6359,18.381649,681.6359,17.38957,681.6359,17.279458,681.6359,18.065246,
682.7276,17.35299,681.9174,17.385437,681.9174,18.653799,681.9174,18.571303,681.9174,17.921467,681.9174,17.820547,681.9174,17.010437,681.9174,18.144179,681.9174,17.442341,
683.0099,17.414487,682.1990,17.780003,682.1990,18.09562,682.1990,18.293826,682.1990,17.9375,682.1990,17.477342,682.1990,17.514067,682.1990,18.222734,682.1990,17.811253,
683.2922,17.428036,682.4805,18.082153,682.4805,17.629151,682.4805,18.064575,682.4805,18.016968,682.4805,17.4375,682.4805,18.176513,682.4805,18.165772,682.4805,18.113403,
683.5745,17.380428,682.7621,17.76501,682.7621,17.845349,682.7621,18.185531,682.7621,17.774114,682.7621,17.694636,682.7621,18.332677,682.7621,18.259104,682.7621,18.001969,
683.8567,17.289181,683.0437,17.637622,683.0437,18.255393,683.0437,18.044179,683.0437,17.544179,683.0437,18.248776,683.0437,18.019546,683.0437,18.306189,683.0437,18.292954,
684.1390,17.270591,683.3252,17.890814,683.3252,18.29542,683.3252,17.516702,683.3252,17.620825,683.3252,18.785804,683.3252,17.695851,683.3252,18.3125,683.3252,18.51999,
684.4213,17.320354,683.6068,18.132494,683.6068,18.140898,683.6068,17.094296,683.6068,17.89017,683.6068,18.719114,683.6068,17.765352,683.6068,18.289108,683.6068,19.006947,
684.7036,17.350188,683.8883,18.11964,683.8883,18.16161,683.8883,17.09048,683.8883,18.240189,683.8883,18.407431,683.8883,17.94822,683.8883,18.10029,683.8883,18.907431,
684.9858,17.347516,684.1699,17.831564,684.1699,18.427837,684.1699,17.256093,684.1699,17.753831,684.1699,18.225105,684.1699,17.825209,684.1699,17.703517,684.1699,19.00914,
685.2681,17.31904,684.4515,17.908458,684.4515,18.257227,684.4515,17.481129,684.4515,17.457843,684.4515,17.997792,684.4515,17.876472,684.4515,17.688972,684.4515,19.283458,
685.5504,17.282941,684.7330,18.203095,684.7330,18.104691,684.7330,17.582809,684.7330,17.254715,684.7330,17.865631,684.7330,17.9375,684.7330,18.054642,684.7330,19.273453,
685.8326,17.287414,685.0146,18.019382,685.0146,18.308703,685.0146,17.339715,685.0146,17.175791,685.0146,17.628797,685.0146,17.878876,685.0146,18.257832,685.0146,18.945174,
686.1149,17.317543,685.2962,17.824976,685.2962,18.362405,685.2962,17.206274,685.2962,17.262595,685.2962,17.481226,685.2962,17.900072,685.2962,18.243702,685.2962,18.706155,
686.3972,17.349106,685.5777,17.992575,685.5777,18.16844,685.5777,17.43484,685.5777,17.330507,685.5777,17.68484,685.5777,18.00953,685.5777,18.110705,685.5777,18.836325,
686.6795,17.396244,685.8593,18.280178,685.8593,18.028016,685.8593,17.748928,685.8593,17.464444,685.8593,18.050655,685.8593,18.303889,685.8593,18.048492,685.8593,18.830814,
686.9617,17.43313,686.1408,18.274429,686.1408,18.131821,686.1408,17.759657,686.1408,17.760231,686.1408,18.367048,686.1408,18.697731,686.1408,18.078978,686.1408,18.537497,
687.2440,17.448316,686.4224,17.873396,686.4224,18.469997,686.4224,17.561965,686.4224,17.780359,686.4224,18.704283,686.4224,18.387863,686.4224,18.078036,686.4224,18.359286,
687.5263,17.41854,686.7040,17.728314,686.7040,18.77721,686.7040,17.498653,686.7040,17.565194,686.7040,18.921202,686.7040,18.100621,686.7040,17.883081,686.7040,18.014815,
687.8085,17.36693,686.9855,18.002711,686.9855,18.91757,686.9855,17.53125,686.9855,17.51419,686.9855,18.724649,686.9855,18.22736,686.9855,17.517219,686.9855,17.57111,
688.0908,17.384286,687.2671,18.14282,687.2671,18.915032,687.2671,17.652116,687.2671,17.464102,687.2671,18.334455,687.2671,18.178718,687.2671,17.500513,687.2671,17.710481,
688.3731,17.40555,687.5486,18.06165,687.5486,18.81841,687.5486,18.154589,687.5486,17.47636,687.5486,18.15625,687.5486,18.17398,687.5486,17.85136,687.5486,18.373339,
688.6554,17.368519,687.8302,17.897282,687.8302,18.733604,687.8302,18.715807,687.8302,17.732203,687.8302,18.144339,687.8302,18.098234,687.8302,17.892797,687.8302,18.755886,
688.9376,17.383324,688.1118,17.814712,688.1118,18.622788,688.1118,18.712115,688.1118,17.973173,688.1118,18.191923,688.1118,17.977789,688.1118,17.618365,688.1118,18.462115,
689.2199,17.366335,688.3933,17.864603,688.3933,18.614486,688.3933,18.458469,688.3933,18.176928,688.3933,18.322897,688.3933,17.417112,688.3933,17.499884,688.3933,18.208469,
689.5022,17.351502,688.6749,17.959451,688.6749,18.564482,688.6749,18.254649,688.6749,18.112348,688.6749,18.218407,688.6749,17.149619,688.6749,17.412881,688.6749,18.28426,
689.7844,17.350761,688.9565,18.21875,688.9565,18.289848,688.9565,18.098338,688.9565,17.629299,688.9565,18.079696,688.9565,17.696098,688.9565,16.981936,688.9565,18.710152,
690.0667,17.368951,689.2380,18.235017,689.2380,18.460616,689.2380,17.974314,689.2380,17.832622,689.2380,18.494436,689.2380,17.997006,689.2380,17.166954,689.2380,18.433645,
690.3490,17.36,689.5196,18.273869,689.5196,18.393212,689.5196,17.827263,689.5196,18.185775,689.5196,18.560294,689.5196,18.336369,689.5196,17.485719,689.5196,18.163631,
690.6313,17.323981,689.8011,18.303039,689.8011,18.25663,689.8011,17.835221,689.8011,18.301139,689.8011,18.283149,689.8011,18.418577,689.8011,17.883529,689.8011,18.240539,
690.9135,17.251924,690.0827,18.494121,690.0827,18.251853,690.0827,17.711018,690.0827,18.416156,690.0827,18.423888,690.0827,18.718429,690.0827,18.013612,690.0827,18.455138,
691.1958,17.233609,690.3643,18.43284,690.3643,18.191691,690.3643,17.80224,690.3643,18.60401,690.3643,18.458959,690.3643,18.27659,690.3643,17.881069,690.3643,18.474819,
691.4781,17.249021,690.6458,18.228091,690.6458,18.561922,690.6458,17.745618,690.6458,18.651868,690.6458,18.157983,690.6458,18.089368,690.6458,17.536787,690.6458,18.152446,
691.7604,17.279984,690.9274,18.16644,690.9274,18.800883,690.9274,17.762364,690.9274,18.632269,690.9274,17.579212,690.9274,18.033424,690.9274,17.292901,690.9274,17.966576,
692.0426,17.304976,691.2089,18.75341,691.2089,19.167282,691.2089,18.070643,691.2089,18.673058,691.2089,17.471638,691.2089,17.818277,691.2089,18.113968,691.2089,18.196165,
692.3249,17.328987,691.4905,19.057316,691.4905,18.953748,691.4905,17.84375,691.4905,18.516248,691.4905,17.502143,691.4905,17.875,691.4905,18.316786,691.4905,18.283393,
692.6072,17.339534,691.7721,18.519127,691.7721,18.737408,691.7721,17.856342,691.7721,18.315298,691.7721,17.529851,691.7721,17.866605,691.7721,18.384794,691.7721,18.318097,
692.8894,17.335449,692.0536,17.590469,692.0536,18.466782,692.0536,18.125656,692.0536,18.378281,692.0536,17.499344,692.0536,17.686188,692.0536,18.594406,692.0536,18.438812,
693.1717,17.389152,692.3352,17.437929,692.3352,18.375257,692.3352,18.156164,692.3352,18.530821,692.3352,17.468836,692.3352,17.625171,692.3352,18.624914,692.3352,18.499829,
693.4540,17.373806,692.6167,18.198087,692.6167,18.314153,692.6167,17.821592,692.6167,18.683367,692.6167,17.407903,692.6167,17.655423,692.6167,18.53373,692.6167,18.59127,
693.7363,17.40575,692.8983,17.921912,692.8983,18.282816,692.8983,17.396927,692.8983,18.360979,692.8983,17.495301,692.8983,17.65625,692.8983,18.590618,692.8983,18.59375,
694.0185,17.400561,693.1799,17.12473,693.1799,18.310195,693.1799,17.606561,693.1799,18.314805,693.1799,17.471055,693.1799,17.858866,693.1799,18.362189,693.1799,18.59375,
694.3008,17.375926,693.4614,17.598446,693.4614,18.425331,693.4614,17.794246,693.4614,18.481746,693.4614,17.779034,693.4614,18.326323,693.4614,18.118089,693.4614,18.255258,
694.5831,17.382121,693.7430,17.601307,693.7430,18.492443,693.7430,17.8125,693.7430,18.252758,693.7430,17.894914,693.7430,17.962931,693.7430,18.121221,693.7430,18.328635,
694.8653,17.344099,694.0246,18.048262,694.0246,18.259376,694.0246,17.785764,694.0246,18.08507,694.0246,18.013194,694.0246,17.959722,694.0246,18.151736,694.0246,18.317014,
695.1476,17.325836,694.3061,18.177004,694.3061,18.192748,694.3061,17.989265,694.3061,18.114504,694.3061,18.239265,694.3061,18.046756,694.3061,18.260257,694.3061,18.442509,
695.4299,17.229117,694.5877,18.136962,694.5877,17.909543,694.5877,17.930175,694.5877,18.301882,694.5877,18.180175,694.5877,17.936156,694.5877,18.382325,694.5877,18.46875,
695.7122,17.206388,694.8692,17.879631,694.8692,17.868287,694.8692,17.955324,694.8692,18.392824,694.8692,17.886344,694.8692,17.636344,694.8692,18.111807,694.8692,18.346065,
695.9944,17.283145,695.1508,17.907725,695.1508,17.779775,695.1508,17.754495,695.1508,18.382444,695.1508,17.455408,695.1508,17.538694,695.1508,17.840801,695.1508,18.241082,
696.2767,17.352444,695.4324,18.352877,695.4324,17.726923,695.4324,17.479811,695.4324,18.351923,695.4324,17.251444,695.4324,17.738939,695.4324,17.458179,695.4324,18.21875,
696.5590,17.357575,695.7139,18.298868,695.7139,18.500931,695.7139,17.495642,695.7139,18.45549,695.7139,17.978583,695.7139,17.70076,695.7139,18.058887,695.7139,18.531622,
696.8413,17.316467,695.9955,17.91606,695.9955,18.747638,695.9955,17.552871,695.9955,18.348655,695.9955,18.194767,695.9955,17.483285,695.9955,18.473474,695.9955,18.461664,
697.1235,17.317244,696.2770,17.718566,696.2770,18.697855,696.2770,17.625184,696.2770,18.155883,696.2770,18.239828,696.2770,17.322672,696.2770,18.552145,696.2770,18.333211,
697.4058,17.361411,696.5586,17.788347,696.5586,18.586653,696.5586,17.716758,696.5586,18.013072,696.5586,18.361928,696.5586,17.543453,696.5586,18.300297,696.5586,18.191483,
697.6881,17.364028,696.8402,18.018761,696.8402,18.375685,696.8402,17.691663,696.8402,18.027087,696.8402,18.542369,696.8402,17.765283,696.8402,18.039576,696.8402,18.261119,
697.9703,17.360441,697.1217,18.330952,697.1217,18.112743,697.1217,17.731142,697.1217,18.156115,697.1217,18.587554,697.1217,17.700162,697.1217,18.081088,697.1217,18.399919,
698.2526,17.355873,697.4033,18.540756,697.4033,17.87399,697.4033,17.673241,697.4033,18.21875,697.4033,18.31048,697.4033,17.643001,697.4033,18.228256,697.4033,18.329491,
698.5349,17.312916,697.6849,18.490063,697.6849,17.763969,697.6849,17.455501,697.6849,18.149626,697.6849,17.96947,697.6849,17.777218,697.6849,18.12572,697.6849,18.232719,
698.8172,17.283434,697.9664,18.439374,697.9664,17.66719,697.9664,17.376874,697.9664,18.226246,697.9664,18.075618,697.9664,17.858438,697.9664,17.91719,697.9664,18.202188,
699.0994,17.331135,698.2480,18.326154,698.2480,17.783879,698.2480,17.342874,698.2480,18.438814,698.2480,18.392158,698.2480,17.796218,698.2480,18.113099,698.2480,18.060748,
699.3817,17.424437,698.5295,18.036227,698.5295,18.074641,698.5295,17.417396,698.5295,18.546377,698.5295,18.439491,698.5295,17.719745,698.5295,18.435509,698.5295,17.9375,
699.6640,17.482826,698.8111,17.831765,698.8111,18.245147,698.8111,17.677794,698.8111,18.3175,698.8111,18.158824,698.8111,17.730735,698.8111,18.283824,698.8111,17.894265,
699.9462,17.374403,699.0927,17.753855,699.0927,18.230315,699.0927,17.744013,699.0927,18.154527,699.0927,17.810368,699.0927,17.794947,699.0927,17.825789,699.0927,17.994422,
700.2285,17.206418,699.3742,17.757703,699.3742,18.047094,699.3742,17.591328,699.3742,18.390406,699.3742,17.77839,699.3742,17.864437,699.3742,17.627422,699.3742,18.343312,
700.5108,17.244922,699.6558,17.640686,699.6558,18.047952,699.6558,17.585907,699.6558,18.438638,699.6558,17.930795,699.6558,17.912955,699.6558,17.878291,699.6558,18.648407,
700.7931,17.282829,699.9373,17.328753,699.9373,18.264997,699.9373,18.007793,699.9373,18.170324,699.9373,17.841571,699.9373,17.782506,699.9373,18.240617,699.9373,18.769688,
701.0753,17.306027,700.2189,17.597273,700.2189,18.311193,700.2189,18.315511,700.2189,17.907557,700.2189,17.668409,700.2189,17.690114,700.2189,18.502614,700.2189,18.522102,
701.3576,17.293253,700.5005,18.19928,700.5005,18.25,700.5005,17.96875,700.5005,18.009326,700.5005,17.902161,700.5005,17.8125,700.5005,18.604712,700.5005,18.09375,
701.6399,17.275388,700.7820,17.989942,700.7820,18.25,700.7820,18.03481,700.7820,18.197558,700.7820,18.331996,700.7820,17.793626,700.7820,18.402069,700.7820,18.150373,
701.9222,17.35343,701.0636,17.723806,701.0636,18.258731,701.0636,18.213694,701.0636,18.446231,701.0636,18.506436,701.0636,17.732537,701.0636,18.005056,701.0636,18.246324,
702.2044,17.388784,701.3452,17.7606,701.3452,18.273223,701.3452,18.265196,701.3452,18.444669,701.3452,18.297304,701.3452,17.655392,701.3452,17.897365,701.3452,18.108088,
702.4867,17.268914,701.6267,18.17968,701.6267,18.286619,701.6267,18.255369,701.6267,18.323734,701.6267,18.431635,701.6267,17.635737,701.6267,17.803221,701.6267,17.976074,
702.7690,17.294176,701.9083,18.595609,701.9083,18.399628,701.9083,18.375,701.9083,18.176115,701.9083,18.731994,701.9083,17.941218,701.9083,17.815404,701.9083,18.052974,
703.0512,17.28622,702.1898,18.61217,702.1898,18.392763,702.1898,18.375,702.1898,18.285527,702.1898,18.804934,702.1898,18.24079,702.1898,17.564144,702.1898,18.309211,
703.3335,17.262895,702.4714,18.171915,702.4714,18.510524,702.4714,18.291453,702.4714,18.312179,702.4714,18.848811,702.4714,18.369538,702.4714,17.259962,702.4714,18.515505,
703.6158,17.239371,702.7530,18.218335,702.7530,18.682561,702.7530,17.847859,702.7530,17.710118,702.7530,18.567024,702.7530,17.951901,702.7530,16.465471,702.7530,18.249585,
703.8981,17.270556,703.0345,17.989156,703.0345,18.461097,703.0345,17.6875,703.0345,17.824616,703.0345,18.609057,703.0345,18.467478,703.0345,17.053574,703.0345,18.024233,
704.1803,17.203672,703.3161,17.690631,703.3161,18.396856,703.3161,17.709418,703.3161,17.668713,703.3161,18.728144,703.3161,18.890594,703.3161,17.4375,703.3161,17.765656,
704.4626,17.163623,703.5976,17.730935,703.5976,18.310063,703.5976,17.950115,703.5976,17.512185,703.5976,18.766198,703.5976,18.711009,703.5976,17.413131,703.5976,17.90625,
704.7449,17.382406,703.8792,17.89244,703.8792,18.279506,703.8792,18.479214,703.8792,17.680666,703.8792,18.203054,703.8792,18.220353,703.8792,17.118024,703.8792,17.899274,
705.0271,17.37169,704.1608,18.185395,704.1608,18.246843,704.1608,18.659407,704.1608,18.090593,704.1608,17.926977,704.1608,17.713488,704.1608,17.015785,704.1608,17.764413,
705.3094,17.346558,704.4423,18.124276,704.4423,18.154802,704.4423,18.75181,704.4423,17.99457,704.4423,17.622828,704.4423,17.564672,704.4423,17.47418,704.4423,17.277992,
705.5917,17.358847,704.7239,18.063154,704.7239,18.032558,704.7239,18.904615,704.7239,17.536156,704.7239,17.439462,704.7239,17.748038,704.7239,17.932594,704.7239,17.002943,
705.8740,17.437976,705.0055,18.122971,705.0055,17.819603,705.0055,16.971191,705.0055,17.742897,705.0055,17.709618,705.0055,18.505882,705.0055,17.604912,705.0055,17.665177,
706.1562,17.433308,705.2870,17.947706,705.2870,17.871598,705.2870,16.935799,705.2870,18.163685,705.2870,17.807397,705.2870,18.797191,705.2870,17.180065,705.2870,17.717049,
706.4385,17.378024,705.5686,18.052956,705.5686,18.221367,705.5686,17.283867,705.5686,18.360684,705.5686,17.95682,705.5686,18.697044,705.5686,17.127386,705.5686,17.805342,
