,Live Spectrum 26-10-2023 13:39:50,Live Spectrum 26-10-2023 13:39:52,Live Spectrum 26-10-2023 13:39:52,Live Spectrum 26-10-2023 13:39:53,Live Spectrum 26-10-2023 13:39:54,Live Spectrum 26-10-2023 13:39:54,Live Spectrum 26-10-2023 13:39:55,Live Spectrum 26-10-2023 13:39:55,Live Spectrum 26-10-2023 13:39:55,Live Spectrum 26-10-2023 13:39:56,Live Spectrum 26-10-2023 13:39:56,Live Spectrum 26-10-2023 13:39:56,Live Spectrum 26-10-2023 13:39:56,Live Spectrum 26-10-2023 13:39:56,Live Spectrum 26-10-2023 13:39:56,Live Spectrum 26-10-2023 13:39:57,Live Spectrum 26-10-2023 13:39:57,Live Spectrum 26-10-2023 13:39:57,Live Spectrum 26-10-2023 13:39:57,Live Spectrum 26-10-2023 13:39:57,Live Spectrum 26-10-2023 13:39:58,Live Spectrum 26-10-2023 13:39:58,Live Spectrum 26-10-2023 13:39:58,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
484.2613,17.050567,16.780896,16.631321,17.181533,17.069175,16.818821,17.119033,17.119033,16.787571,16.787571,16.787571,17.294246,17.294246,17.294246,17.242971,17.242971,17.242971,17.006321,17.006321,17.006321,16.581108,16.581108,17.412571,
484.5428,16.851075,16.961425,16.749104,17.032146,16.931966,16.911784,17.143392,17.143392,16.706787,16.706787,16.706787,17.076254,17.076254,17.076254,17.610351,17.610351,17.610351,16.950358,16.950358,16.950358,16.717854,16.717854,17.480713,
484.8244,16.936048,17.197677,16.731831,16.703484,16.955669,16.888081,16.884444,16.884444,16.6875,16.6875,16.6875,16.734734,16.734734,16.734734,17.489823,17.489823,17.489823,16.96221,16.96221,16.96221,16.305226,16.305226,17.5,
485.1060,17.239301,17.200809,16.546581,16.280662,17.263897,16.801213,16.738713,16.738713,16.589118,16.589118,16.589118,16.484081,16.484081,16.484081,16.920994,16.920994,16.920994,16.944154,16.944154,16.944154,16.507242,16.507242,17.475404,
485.3875,17.361457,17.211978,16.695828,16.260935,17.417185,16.879164,16.914578,16.914578,16.538022,16.538022,16.538022,16.413022,16.413022,16.413022,16.511987,16.511987,16.511987,16.913022,16.913022,16.913022,16.765099,16.765099,17.370836,
485.6691,17.107056,17.170033,16.871793,16.476118,17.486217,16.930609,17.066184,17.066184,16.653043,16.653043,16.653043,16.57676,16.57676,16.57676,16.486217,16.486217,16.486217,16.930609,16.930609,16.930609,16.885576,16.885576,17.075806,
485.9507,16.8616,17.083543,17.051664,16.894785,17.378822,17.058678,17.384578,17.384578,16.760207,16.760207,16.760207,16.79465,16.79465,16.79465,16.766592,16.766592,16.766592,16.961736,16.961736,16.961736,17.027428,17.027428,16.975764,
486.2322,17.222368,16.652632,17.06964,16.92767,17.27142,16.997311,16.938333,16.938333,16.925909,16.925909,16.925909,16.626761,16.626761,16.626761,16.77142,16.77142,16.77142,16.727651,16.727651,16.727651,17.0625,17.0625,17.161629,
486.5138,17.271806,16.866987,16.774726,17.241987,17.106113,16.920788,16.757269,16.757269,16.7769,16.7769,16.7769,16.610462,16.610462,16.610462,16.797962,16.797962,16.797962,16.824118,16.824118,16.824118,17.086481,17.086481,17.194769,
486.7953,17.106902,17.302645,16.806748,17.391449,16.919402,16.834701,16.72615,16.72615,16.480254,16.480254,16.480254,16.744248,16.744248,16.744248,16.860199,16.860199,16.860199,17.018098,17.018098,17.018098,17.09375,17.09375,17.306748,
487.0769,17.01507,17.45368,16.914896,17.097953,16.92243,16.85993,16.932187,16.932187,16.40625,16.40625,16.40625,16.638959,16.638959,16.638959,16.851285,16.851285,16.851285,17.086215,17.086215,17.086215,16.998889,16.998889,17.39118,
487.3585,16.834955,17.185816,16.984656,16.834955,16.913922,16.709955,17.117889,17.117889,16.453406,16.453406,16.453406,16.475861,16.475861,16.475861,16.796594,16.796594,16.796594,17.140906,17.140906,17.140906,16.803705,16.803705,17.382672,
487.6400,16.757812,16.929686,17.093751,17.039064,17.070314,16.609375,17.273438,17.273438,16.679689,16.679689,16.679689,16.578126,16.578126,16.578126,16.617186,16.617186,16.617186,17.109375,17.109375,17.109375,16.773438,16.773438,17.304687,
487.9216,16.773295,16.828411,17.241473,17.381241,17.311357,16.733518,17.149438,17.149438,16.680116,16.680116,16.680116,16.788062,16.788062,16.788062,16.609089,16.609089,16.609089,17.047161,17.047161,17.047161,16.897723,16.897723,17.374428,
488.2031,16.711804,16.719905,17.072912,17.353007,17.537041,16.873845,17.001155,17.001155,16.725696,16.725696,16.725696,16.982642,16.982642,16.982642,16.601851,16.601851,16.601851,17.100696,17.100696,17.100696,17.030095,17.030095,17.429399,
488.4847,17.009499,16.7335,17.046,17.4275,16.857753,17.044249,16.85375,16.85375,16.658,16.658,16.658,16.732251,16.732251,16.732251,16.846749,16.846749,16.846749,16.688002,16.688002,16.688002,16.556502,16.556502,17.4145,
488.7663,16.85082,16.864242,17.039652,17.240267,16.616598,16.81957,16.698258,16.698258,16.48791,16.48791,16.48791,16.739242,16.739242,16.739242,17.07459,17.07459,17.07459,16.53125,16.53125,16.53125,16.580635,16.580635,17.54334,
489.0478,16.636531,17.065107,16.849699,16.929311,16.625,16.696056,16.542781,16.542781,16.482888,16.482888,16.482888,16.985495,16.985495,16.985495,17.351939,17.351939,17.351939,16.53125,16.53125,16.53125,16.860495,16.860495,17.548362,
489.3294,16.706433,17.125,16.893933,16.77614,16.579927,16.867793,16.477463,16.477463,16.43239,16.43239,16.43239,17.085037,17.085037,17.085037,17.550183,17.550183,17.550183,16.576323,16.576323,16.576323,16.86989,16.86989,17.396031,
489.6110,16.861882,16.945988,17.116512,16.817129,16.517747,16.62423,16.670138,16.670138,16.607638,16.607638,16.607638,17.205632,17.205632,17.205632,17.638503,17.638503,17.638503,16.660879,16.660879,16.660879,16.776621,16.776621,17.164738,
489.8925,16.950677,16.763932,17.165286,16.999245,16.477786,16.366719,16.861068,16.861068,16.731927,16.731927,16.731927,17.005651,17.005651,17.005651,17.456328,17.456328,17.456328,16.643073,16.643073,16.643073,16.616719,16.616719,17.09375,
490.1741,16.946702,16.630559,17.15625,17.238882,16.556941,16.466835,16.972393,16.972393,16.838191,16.838191,16.838191,16.950346,16.950346,16.950346,17.308857,17.308857,17.308857,16.470665,16.470665,16.470665,16.650691,16.650691,17.270132,
490.4556,16.718708,16.703146,17.024975,17.443775,16.681267,16.640646,17.021879,17.021879,16.831242,16.831242,16.831242,16.881233,16.881233,16.881233,17.128095,17.128095,17.128095,16.296854,16.296854,16.296854,16.818775,16.818775,17.62818,
490.7372,16.907203,16.663168,17.207537,17.130966,16.523379,16.774332,16.966126,16.966126,17.159826,17.159826,17.159826,17.125953,17.125953,17.125953,17.171039,17.171039,17.171039,16.684158,16.684158,16.684158,16.636213,16.636213,17.663168,
491.0188,16.966649,16.625,17.183297,17.054885,16.372899,16.769432,17.10977,17.10977,17.14023,17.14023,17.14023,17.185399,17.185399,17.185399,17.089547,17.089547,17.089547,16.810399,16.810399,16.810399,16.617385,16.617385,17.474264,
491.3003,16.852073,16.539573,16.826004,17.09375,16.34375,16.792714,17.25157,17.25157,16.870289,16.870289,16.870289,16.942682,16.942682,16.942682,17.03125,17.03125,17.03125,16.888034,16.888034,16.888034,16.805748,16.805748,17.299466,
491.5819,16.918386,16.478823,16.53926,17.305521,16.386104,16.66426,17.238896,17.238896,16.78125,16.78125,16.78125,16.822573,16.822573,16.822573,17.115958,17.115958,17.115958,16.979854,16.979854,16.979854,16.72676,16.72676,17.313531,
491.8634,17.010739,16.405766,16.426761,17.091331,16.490229,16.677729,17.197755,17.197755,16.634288,16.634288,16.634288,16.581559,16.581559,16.581559,17.030282,17.030282,17.030282,17,17,17,16.593266,16.593266,17.511707,
492.1450,17.093678,16.395809,16.614344,16.895881,16.656106,16.71875,17.166691,17.166691,16.583309,16.583309,16.583309,16.614416,16.614416,16.614416,16.96875,16.96875,16.96875,17,17,17,16.541691,16.541691,17.614559,
492.4266,17.063136,16.447493,16.821857,16.792515,16.780614,16.842478,17.259357,17.259357,16.7381,16.7381,16.7381,16.811228,16.811228,16.811228,16.721294,16.721294,16.721294,16.525709,16.525709,16.525709,16.510629,16.510629,17.728107,
492.7081,16.990389,16.509611,17.018014,16.627416,16.771639,16.987972,17.496375,17.496375,16.792069,16.792069,16.792069,16.936292,16.936292,16.936292,16.430305,16.430305,16.430305,16.138236,16.138236,16.138236,16.683875,16.683875,17.842542,
492.9897,17.009224,16.53125,16.74972,16.967241,17.174978,17.152672,17.209246,17.209246,17.084806,17.084806,17.084806,16.442586,16.442586,16.442586,16.930625,16.930625,16.930625,16.588664,16.588664,16.588664,16.862198,16.862198,16.984569,
493.2713,17.071332,16.972148,16.462296,17.1875,17.386209,17.078464,16.959918,16.959918,17.149796,17.149796,17.149796,16.15625,16.15625,16.15625,17.25,17.25,17.25,16.774796,16.774796,16.774796,16.786005,16.786005,16.720449,
493.5528,17.252484,17.139383,16.207832,17.088291,17.355158,16.940475,17.016867,17.016867,17.09375,17.09375,17.09375,16.255459,16.255459,16.255459,17.170633,17.170633,17.170633,16.50049,16.50049,16.50049,16.698908,16.698908,16.923117,
493.8344,17.32411,16.445627,16.15267,16.99197,17.206269,16.92589,16.98394,16.98394,17.17231,17.17231,17.17231,16.27322,16.27322,16.27322,17.08572,17.08572,17.08572,16.41428,16.41428,16.41428,16.824981,16.824981,16.92947,
494.1159,17.020966,16.217985,16.284678,16.949314,17.125,16.976371,16.879193,16.879193,17.335364,17.335364,17.335364,16.444356,16.444356,16.444356,17.043064,17.043064,17.043064,16.515242,16.515242,16.515242,17.061735,17.061735,16.847943,
494.3975,16.786065,17.004724,16.382207,16.9375,17.240371,17.057685,16.901435,16.901435,17.463935,17.463935,17.463935,16.658642,16.658642,16.658642,17.088935,17.088935,17.088935,16.620185,16.620185,16.620185,17.290849,17.290849,16.8125,
494.6791,16.692944,17.361426,16.40625,16.9375,17.160351,16.865527,16.9375,16.9375,17.442944,17.442944,17.442944,16.813843,16.813843,16.813843,17.25813,17.25813,17.25813,16.580176,16.580176,16.580176,17.222851,17.222851,17.040723,
494.9606,16.675056,16.560261,16.349832,16.899888,16.818022,16.605914,17.03153,17.03153,17.387444,17.387444,17.387444,16.931418,16.931418,16.931418,17.381362,17.381362,17.381362,16.474832,16.474832,16.474832,16.993358,16.993358,17.337948,
495.2422,16.799044,16.8619,16.424044,16.893591,16.842157,16.642794,17.019387,17.019387,17.207684,17.207684,17.207684,16.727071,16.727071,16.727071,17.40625,17.40625,17.40625,16.400319,16.400319,16.400319,16.813297,16.813297,16.89837,
495.5237,16.801509,17.387877,16.536745,17.163468,17.097359,16.737123,17.023868,17.023868,16.928396,16.928396,16.928396,16.727854,16.727854,16.727854,17.40625,17.40625,17.40625,16.466864,16.466864,16.466864,16.823491,16.823491,16.549623,
495.8053,16.731848,17.229784,16.798477,17.307446,17.1875,16.731848,16.953588,16.953588,16.685436,16.685436,16.685436,16.75299,16.75299,16.75299,17.31549,17.31549,17.31549,16.730922,16.730922,16.730922,16.911304,16.911304,16.707716,
496.0869,16.736679,17.071214,16.897035,17.101963,17.115785,16.772536,16.857071,16.857071,16.59375,16.59375,16.59375,16.490284,16.490284,16.490284,17.25,17.25,17.25,16.857071,16.857071,16.857071,16.883714,16.883714,16.884215,
496.3684,16.608379,16.818818,16.808345,16.880237,16.938581,16.830203,16.826047,16.826047,16.735371,16.735371,16.735371,16.255237,16.255237,16.255237,16.807433,16.807433,16.807433,17.020777,17.020777,17.020777,16.702129,16.702129,17.079121,
496.6500,16.395156,16.586354,16.728828,17.022188,16.84375,16.861224,16.795026,16.795026,16.84375,16.84375,16.84375,16.379714,16.379714,16.379714,16.433802,16.433802,16.433802,17.383412,17.383412,17.383412,16.558802,16.558802,17.152552,
496.9316,16.209044,16.496765,16.808198,17.273713,16.998934,16.840515,16.798493,16.798493,16.826507,16.826507,16.826507,16.686434,16.686434,16.686434,16.320037,16.320037,16.320037,17.510772,17.510772,17.510772,16.582978,16.582978,16.849118,
497.2131,16.090983,16.519776,17.110354,17.275715,17.227052,16.863526,16.829509,16.829509,16.676431,16.676431,16.676431,16.608396,16.608396,16.608396,16.198974,16.198974,16.198974,17.043534,17.043534,17.043534,16.642009,16.642009,16.454914,
497.4947,16.498571,16.763764,16.979355,17.168434,16.876429,16.637898,16.659258,16.659258,16.612816,16.612816,16.612816,16.789711,16.789711,16.789711,16.692953,16.692953,16.692953,16.704272,16.704272,16.704272,16.454986,16.454986,16.48022,
497.7762,16.841935,16.987098,16.685685,17.091935,16.648794,16.340119,16.433869,16.433869,16.705848,16.705848,16.705848,17.126815,17.126815,17.126815,17.205848,17.205848,17.205848,16.817946,16.817946,16.817946,16.231652,16.231652,16.773794,
498.0578,16.763628,17.03125,16.737704,17.013628,16.960448,16.444157,16.423872,16.423872,16.864035,16.864035,16.864035,17.025924,17.025924,17.025924,17.217419,17.217419,17.217419,17.085448,17.085448,17.085448,16.431861,16.431861,16.955122,
498.3394,16.71875,17.063342,16.748315,16.904565,17.141046,16.657935,16.484796,16.484796,17.065027,17.065027,17.065027,16.858111,16.858111,16.858111,17.123315,17.123315,17.123315,17.217908,17.217908,17.217908,16.912989,16.912989,17.096277,
498.6209,16.750348,17.077951,16.640103,16.875348,17.31424,16.781946,16.594794,16.594794,17.235245,17.235245,17.235245,16.828299,16.828299,16.828299,17.030902,17.030902,17.030902,17.266495,17.266495,17.266495,17.219446,17.219446,17.124304,
498.9025,16.827898,16.984754,16.578201,16.859602,17.375455,16.719357,16.718598,16.718598,17.281402,17.281402,17.281402,16.952594,16.952594,16.952594,17.139943,17.139943,17.139943,17.203807,17.203807,17.203807,17.063561,17.063561,17.015852,
499.1840,16.859703,16.921547,16.60839,16.888984,17.128282,16.670234,16.719406,16.719406,17.219406,17.219406,17.219406,17.047203,17.047203,17.047203,17.250656,17.250656,17.250656,16.894236,16.894236,16.894236,16.935531,16.935531,16.861673,
499.4656,16.813667,16.922458,16.641208,17.013875,16.8785,16.704875,16.642375,16.642375,17.067166,17.067166,17.067166,16.956041,16.956041,16.956041,17.324042,17.324042,17.324042,16.703708,16.703708,16.703708,17.136542,17.136542,16.734958,
499.7472,16.603841,16.802761,16.950251,17.195557,16.914307,16.804091,16.401556,16.401556,16.745306,16.745306,16.745306,16.875,16.875,16.875,17.067897,17.067897,17.067897,16.835341,16.835341,16.835341,16.924749,16.924749,16.482204,
500.0287,16.47887,16.745596,17.297976,17.329226,17.178691,16.939702,16.202024,16.202024,16.632917,16.632917,16.632917,16.773333,16.773333,16.773333,16.757917,16.757917,16.757917,16.941904,16.941904,16.941904,16.620596,16.620596,16.334941,
500.3103,16.662328,16.855283,17.224206,17.255456,17.169889,16.891989,16.389883,16.389883,16.864089,16.864089,16.864089,16.699033,16.699033,16.699033,16.946306,16.946306,16.946306,16.889261,16.889261,16.889261,16.744544,16.744544,16.568578,
500.5919,16.711271,16.892254,17.142254,17.173504,16.818056,16.861004,16.551763,16.551763,17,17,17,16.666026,16.666026,16.666026,17.143216,17.143216,17.143216,16.90625,16.90625,16.90625,16.770513,16.770513,16.757479,
500.8734,16.666183,16.806361,17.138728,17.169978,16.566294,16.830022,16.541183,16.541183,16.807811,16.807811,16.807811,16.535044,16.535044,16.535044,17.336161,17.336161,17.336161,16.919978,16.919978,16.919978,16.677567,16.677567,16.981028,
501.1550,16.812951,16.799493,17.169707,17.1875,16.746566,16.839414,16.620664,16.620664,16.535586,16.535586,16.535586,16.526914,16.526914,16.526914,17.325507,17.325507,17.325507,16.950957,16.950957,16.950957,16.584628,16.584628,17.15625,
501.4365,17.082526,16.985355,17.134763,17.200684,17.018066,16.848632,16.761723,16.761723,16.447263,16.447263,16.447263,16.536132,16.536132,16.536132,17.086909,17.086909,17.086909,17.021487,17.021487,17.021487,16.518066,16.518066,16.853015,
501.7181,17.410335,17.158293,17.010866,17.12839,16.948366,16.825409,17.009518,17.009518,16.362091,16.362091,16.362091,16.525817,16.525817,16.525817,16.764256,16.764256,16.764256,17.158293,17.158293,17.158293,16.474183,16.474183,16.398774,
501.9997,16.949604,16.972133,17.114324,16.861067,16.609763,16.84375,17.219402,17.219402,16.369011,16.369011,16.369011,16.524609,16.524609,16.524609,16.638282,16.638282,16.638282,16.921612,16.921612,16.921612,16.715367,16.715367,16.381641,
502.2812,16.061748,16.624248,17.276203,16.730347,16.428693,16.8314,17.238403,17.238403,16.430949,16.430949,16.430949,16.419352,16.419352,16.419352,16.76235,16.76235,16.76235,16.622744,16.622744,16.622744,16.927407,16.927407,16.486898,
502.5628,16.38551,16.827347,16.980204,16.867883,16.930994,16.824566,17.052602,17.052602,16.589413,16.589413,16.589413,16.319617,16.319617,16.319617,16.672653,16.672653,16.672653,17.111377,17.111377,17.111377,16.492271,16.492271,16.767627,
502.8443,16.75,16.98822,16.726439,16.823787,17.242311,16.796628,16.902159,16.902159,16.899055,16.899055,16.899055,16.304811,16.304811,16.304811,16.629585,16.629585,16.629585,17.472841,17.472841,17.472841,16.469738,16.469738,17.140872,
503.1259,16.761492,16.922781,16.721976,16.721976,17.200805,16.684274,16.84375,16.84375,17.128226,17.128226,17.128226,16.389719,16.389719,16.389719,16.993148,16.993148,16.993148,17.462297,17.462297,17.462297,16.861695,16.861695,17.149797,
503.4075,16.736445,16.810146,16.803653,16.758847,17.017695,16.602597,16.854951,16.854951,17.221104,17.221104,17.221104,16.524757,16.524757,16.524757,17.283604,17.283604,17.283604,17.310146,17.310146,17.310146,16.943993,16.943993,17.03125,
503.6890,16.590802,16.902711,16.952829,16.795106,17.035672,16.50796,16.940448,16.940448,17.292158,17.292158,17.292158,16.712264,16.712264,16.712264,17.267394,17.267394,17.267394,17.25,17.25,17.25,16.745578,16.745578,16.943986,
503.9706,16.479362,17.283009,17.166862,17.022397,17.314259,16.40625,17.051888,17.051888,17.3125,17.3125,17.3125,16.853776,16.853776,16.853776,17.008267,17.008267,17.008267,17.25,17.25,17.25,16.604948,16.604948,16.802474,
504.2521,16.613451,17.355299,17.249382,17.208127,17.273098,16.478446,16.928113,16.928113,17.199049,17.199049,17.199049,16.833127,16.833127,16.833127,16.739995,16.739995,16.739995,17.012785,17.012785,17.012785,16.60499,16.60499,16.936573,
504.5337,16.803699,17.135013,17.334949,17.270026,16.822513,16.705103,16.738776,16.738776,16.818557,16.818557,16.818557,16.905039,16.905039,16.905039,16.686289,16.686289,16.686289,16.67143,16.67143,16.67143,16.447513,16.447513,17.104974,
504.8153,16.767297,17.185378,17.240291,17.322209,16.872878,16.942966,16.839507,16.839507,16.393196,16.393196,16.393196,17.017297,17.017297,17.017297,16.701453,16.701453,16.701453,17.036716,17.036716,17.036716,16.527007,16.527007,17.004243,
505.0968,16.827982,17.231193,17.265768,17.315539,17.012729,17.103154,16.86531,16.86531,16.212672,16.212672,16.212672,17.125,17.125,17.125,16.650172,16.650172,16.650172,17.140482,17.140482,17.140482,16.646846,16.646846,16.818578,
505.3784,16.746036,17.096547,17.420477,17.149951,17.087451,17.106809,16.561333,16.561333,16.398322,16.398322,16.398322,17.134095,17.134095,17.134095,16.790345,16.790345,16.790345,16.867534,16.867534,16.867534,16.615905,16.615905,16.651119,
505.6600,16.865207,16.831077,17.53125,16.888681,16.878888,17.053715,16.344758,16.344758,16.408266,16.408266,16.408266,17.103543,17.103543,17.103543,16.847638,16.847638,16.847638,16.433612,16.433612,16.433612,16.611319,16.611319,16.580069,
505.9415,17.025414,16.701807,17.412652,16.84375,16.943336,16.980422,16.238328,16.238328,16.144578,16.144578,16.144578,16.96875,16.96875,16.96875,16.9375,16.9375,16.9375,16.335279,16.335279,16.335279,16.825676,16.825676,16.675828,
506.2231,17.118217,16.680717,16.971416,16.900839,16.760821,16.827439,16.391311,16.391311,16.35465,16.35465,16.35465,16.911661,16.911661,16.911661,16.921189,16.921189,16.921189,16.3125,16.3125,16.3125,17.322028,17.322028,16.902212,
506.5046,17.054263,16.726488,16.695537,17.1252,16.515875,16.820437,16.461012,16.461012,16.6252,16.6252,16.6252,16.828375,16.828375,16.828375,16.835813,16.835813,16.835813,16.3752,16.3752,16.3752,17.265076,17.265076,17.305162,
506.7862,16.648733,16.671284,16.958868,17.274916,16.795101,16.922466,16.546284,16.546284,16.842567,16.842567,16.842567,17.024916,17.024916,17.024916,16.71875,16.71875,16.71875,16.645185,16.645185,16.645185,16.787584,16.787584,17.659798,
507.0678,16.646581,16.689975,17.196938,17.069924,16.973469,16.853419,16.629719,16.629719,16.973469,16.973469,16.973469,16.891862,16.891862,16.891862,16.704362,16.704362,16.704362,16.99977,16.99977,16.99977,16.942219,16.942219,17.310256,
507.3493,16.711882,16.600618,17.423763,16.794987,17.09375,16.767513,16.770605,16.770605,17.045672,17.045672,17.045672,16.850618,16.850618,16.850618,16.635645,16.635645,16.635645,17.278158,17.278158,17.278158,17.089973,17.089973,17.141828,
507.6309,16.68096,16.579217,17.322677,16.889533,17.061048,16.72529,16.791427,16.791427,16.842298,16.842298,16.842298,16.920783,16.920783,16.920783,16.588662,16.588662,16.588662,17.123548,17.123548,17.123548,17.141717,17.141717,17.404066,
507.9124,16.66246,16.443511,17.11879,17.0625,16.869189,16.75,16.61238,16.61238,16.72496,16.72496,16.72496,17.124801,17.124801,17.124801,16.67508,16.67508,16.67508,17.00621,17.00621,17.00621,16.937699,16.937699,17.73758,
508.1940,16.716887,16.640769,17.146646,16.980217,16.652524,16.761755,16.658113,16.658113,16.767632,16.767632,16.767632,17.197104,17.197104,17.197104,16.619123,16.619123,16.619123,17.095901,17.095901,17.095901,16.783113,16.783113,17.57583,
508.4756,16.84375,16.888088,17.386084,16.586204,16.922877,16.823584,16.53125,16.53125,16.860377,16.860377,16.860377,16.924412,16.924412,16.924412,16.59375,16.59375,16.59375,17.419338,17.419338,17.419338,16.634081,16.634081,16.982906,
508.7571,16.750066,16.994861,17.375044,16.453092,17,16.875,16.598911,16.598911,16.916681,16.916681,16.916681,16.765592,16.765592,16.765592,16.614569,16.614569,16.614569,17.505293,17.505293,17.505293,16.578092,16.578092,16.489569,
509.0387,16.315303,16.577835,17.106282,16.716688,16.995135,16.875,16.918041,16.918041,16.793041,16.793041,16.793041,16.995135,16.995135,16.995135,16.704156,16.704156,16.704156,16.896521,16.896521,16.896521,16.831959,16.831959,16.618074,
509.3203,16.5,17.049746,17.316616,16.897612,16.964228,16.85691,16.780843,16.780843,16.660366,16.660366,16.660366,16.941616,16.941616,16.941616,16.620478,16.620478,16.620478,16.830183,16.830183,16.830183,16.9375,16.9375,16.822358,
509.6018,16.508355,17.27273,17.068519,16.993651,16.912434,16.762533,16.622994,16.622994,16.504178,16.504178,16.504178,16.772895,16.772895,16.772895,16.602105,16.602105,16.602105,16.762533,16.762533,16.762533,16.899901,16.899901,17.295954,
509.8834,16.558669,16.774195,16.434881,16.734678,16.727017,16.820767,16.820161,16.820161,16.565725,16.565725,16.565725,16.71875,16.71875,16.71875,16.702217,16.702217,16.702217,16.847581,16.847581,16.847581,16.614114,16.614114,17.570767,
510.1649,16.545174,16.534811,16.003561,16.635443,16.569462,16.649288,16.881962,16.881962,16.836867,16.836867,16.836867,16.760523,16.760523,16.760523,17.048655,17.048655,17.048655,16.90633,16.90633,16.90633,16.322943,16.322943,17.350553,
510.4465,16.681284,16.871955,16.296896,16.75943,16.640646,16.606267,16.890562,16.890562,17.037508,17.037508,17.037508,17.115655,17.115655,17.115655,17.14682,17.14682,17.14682,17.149992,17.149992,17.149992,16.425025,16.425025,16.918767,
510.7281,16.90625,17.414575,16.429175,17.1583,16.7979,16.704875,16.44655,16.44655,17.0882,17.0882,17.0882,17.320825,17.320825,17.320825,16.78125,16.78125,16.78125,17.1104,17.1104,17.1104,16.607625,16.607625,17.089525,
511.0096,16.925598,17.487908,16.334076,17.480652,16.954239,16.555245,16.247771,16.247771,16.987718,16.987718,16.987718,17.338533,17.338533,17.338533,16.798179,16.798179,16.798179,17.298179,17.298179,17.298179,16.742745,16.742745,17.706848,
511.2912,17.150071,17.333452,16.241405,17.260298,16.787429,16.472869,16.608167,16.608167,16.481107,16.481107,16.481107,16.535369,16.535369,16.535369,16.991762,16.991762,16.991762,17.464988,17.464988,17.464988,16.645952,16.645952,17.912786,
511.5727,17.064198,17.180707,16.567595,17.40625,16.880095,16.538043,16.832879,16.832879,16.674931,16.674931,16.674931,16.598845,16.598845,16.598845,16.866509,16.866509,16.866509,16.965353,16.965353,16.965353,16.51019,16.51019,17.538724,
511.8543,17.096419,17.065169,16.641568,17.418262,16.974089,16.654915,17.178157,17.178157,17.004004,17.004004,17.004004,16.683496,16.683496,16.683496,16.720085,16.720085,16.720085,16.919597,16.919597,16.919597,16.686165,16.686165,17.125,
512.1359,17.155281,17.124031,16.319281,17.689438,17.098594,16.63275,16.955187,16.955187,17.09375,17.09375,17.09375,16.587937,16.587937,16.587937,16.753875,16.753875,16.753875,17.224563,17.224563,17.224563,16.664969,16.664969,17.128875,
512.4174,17.123799,17.092549,16.536054,17.748799,17.248198,16.875,16.525245,16.525245,17.090747,17.090747,17.090747,16.402046,16.402046,16.402046,16.875,16.875,16.875,17.404448,17.404448,17.404448,16.940503,16.940503,17.253603,
512.6990,17.06089,17.03148,16.78125,17.68658,17.15418,16.87661,16.21829,16.21829,16.93796,16.93796,16.93796,16.18865,16.18865,16.18865,16.87684,16.87684,16.87684,17.31158,17.31158,17.31158,17.09444,17.09444,17.434971,
512.9806,16.844751,17.062357,16.78125,17.563072,16.876286,17.092749,16.156536,16.156536,16.999714,16.999714,16.999714,16.343035,16.343035,16.343035,17.123857,17.123857,17.123857,17.188072,17.188072,17.188072,17.187071,17.187071,17.095322,
513.2621,16.751554,17.40055,16.412468,17.470304,16.752073,17.032286,16.125518,16.125518,16.907804,16.907804,16.907804,16.466677,16.466677,16.466677,17.247927,17.247927,17.247927,17.433355,17.433355,17.433355,17.248964,17.248964,17.063018,
513.5437,16.53752,16.829518,16.588376,16.831309,17.114252,16.909833,16.580315,16.580315,17.300856,17.300856,17.300856,16.225915,16.225915,16.225915,17.371417,17.371417,17.371417,17.164311,17.164311,17.164311,16.916102,16.916102,16.698248,
513.8252,16.561225,16.512755,16.773597,16.902424,16.885204,17.146046,16.443877,16.443877,16.832908,16.832908,16.832908,16.278699,16.278699,16.278699,17.404975,17.404975,17.404975,17.036352,17.036352,17.036352,16.936225,16.936225,16.837373,
514.1068,16.621685,16.263261,16.751658,16.728695,16.579076,17.363397,16.703832,16.703832,16.8125,16.8125,16.8125,16.725136,16.725136,16.725136,17.199103,17.199103,17.199103,17.03125,17.03125,17.03125,17.233424,17.233424,17.080489,
514.3884,16.77104,16.220792,16.720792,16.835582,16.591708,17.404208,16.835582,16.835582,17.162996,17.162996,17.162996,16.866832,16.866832,16.866832,16.983044,16.983044,16.983044,17.17729,17.17729,17.17729,17.25,17.25,17.181374,
514.6699,16.925357,16.305214,16.603465,16.786107,16.7955,17.175679,16.959035,16.959035,17.1875,17.1875,17.1875,16.67325,16.67325,16.67325,16.882286,16.882286,16.882286,16.870465,16.870465,16.870465,17.278821,17.278821,17.1875,
514.9515,16.766905,16.483095,16.622182,16.553791,16.8125,17.04252,16.911885,16.911885,16.874743,16.874743,16.874743,16.684682,16.684682,16.684682,16.789703,16.789703,16.789703,16.673155,16.673155,16.673155,17.16752,17.16752,17.215932,
515.2330,16.665876,16.331753,16.681082,16.194755,16.672294,17.087332,16.485631,16.485631,16.84375,16.84375,16.84375,16.6875,16.6875,16.6875,16.388673,16.388673,16.388673,16.347796,16.347796,16.347796,16.903879,16.903879,17.106585,
