,Live Spectrum 26-10-2023 13:39:50,Live Spectrum 26-10-2023 13:39:52,Live Spectrum 26-10-2023 13:39:52,Live Spectrum 26-10-2023 13:39:53,Live Spectrum 26-10-2023 13:39:54,Live Spectrum 26-10-2023 13:39:54,Live Spectrum 26-10-2023 13:39:55,Live Spectrum 26-10-2023 13:39:55,Live Spectrum 26-10-2023 13:39:55,Live Spectrum 26-10-2023 13:39:56,Live Spectrum 26-10-2023 13:39:56,Live Spectrum 26-10-2023 13:39:56,Live Spectrum 26-10-2023 13:39:56,Live Spectrum 26-10-2023 13:39:56,Live Spectrum 26-10-2023 13:39:56,Live Spectrum 26-10-2023 13:39:57,Live Spectrum 26-10-2023 13:39:57,Live Spectrum 26-10-2023 13:39:57,Live Spectrum 26-10-2023 13:39:57,Live Spectrum 26-10-2023 13:39:57,Live Spectrum 26-10-2023 13:39:58,Live Spectrum 26-10-2023 13:39:58,Live Spectrum 26-10-2023 13:39:58,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
646.1591,16.920246,17.581498,17.865501,17.730497,17.831498,17.50725,17.6635,17.6635,18.295751,18.295751,18.295751,17.589253,17.589253,17.589253,18.024,18.024,18.024,17.910747,17.910747,17.910747,17.738253,17.738253,18.394503,
646.4407,16.694658,17.495112,17.950303,17.607309,17.681099,17.58246,17.719506,17.719506,18.228527,18.228527,18.228527,17.826059,17.826059,17.826059,18,18,18,17.616329,17.616329,17.616329,17.842237,17.842237,18.51129,
646.7222,16.849302,17.746512,18.066629,17.797907,17.745089,17.792355,17.860407,17.860407,17.647991,17.647991,17.647991,18.061077,18.061077,18.061077,17.944476,17.944476,17.944476,17.141016,17.141016,17.141016,17.527121,17.527121,18.362472,
647.0038,16.987892,17.884408,18.412631,17.879704,18.226808,17.815527,17.928092,17.928092,17.144142,17.144142,17.144142,18.212042,18.212042,18.212042,17.706315,17.706315,17.706315,16.988219,16.988219,16.988219,17.359865,17.359865,18.499673,
647.2854,17.617289,17.925934,18.574879,17.994926,18.544035,17.65625,17.886566,17.886566,17.788961,17.788961,17.788961,17.518871,17.518871,17.518871,17.808645,17.808645,17.808645,18.117695,18.117695,18.117695,18.094562,18.094562,17.876218,
647.5669,17.57453,17.816683,18.197698,18.664096,17.884543,17.662265,17.962735,17.962735,17.849765,17.849765,17.849765,17.908081,17.908081,17.908081,17.823353,17.823353,17.823353,17.807661,17.807661,17.807661,17.680309,17.680309,17.278898,
647.8485,17.709096,17.553862,17.989202,18.990219,17.082952,17.746824,17.884654,17.884654,17.893293,17.893293,17.893293,18.205793,18.205793,18.205793,18.210112,18.210112,18.210112,17.449314,17.449314,17.449314,17.886814,17.886814,17.871824,
648.1300,17.98688,17.438812,17.842438,18.421756,16.962428,18.132872,17.576694,17.576694,17.721374,17.721374,17.721374,18.022066,18.022066,18.022066,18.079318,18.079318,18.079318,17.195372,17.195372,17.195372,17.614504,17.614504,18.240816,
648.4116,17.678207,17.471073,17.808783,18.057853,17.538685,18.305995,17.189359,17.189359,17.779856,17.779856,17.779856,17.810641,17.810641,17.810641,17.752323,17.752323,17.752323,17.376859,17.376859,17.376859,17.375465,17.375465,18.035432,
648.6932,17.070147,17.623088,17.565559,17.753824,18.025132,17.880353,17.310971,17.310971,17.688647,17.688647,17.688647,17.689029,17.689029,17.689029,17.904338,17.904338,17.904338,17.498471,17.498471,17.498471,17.405868,17.405868,18.309059,
648.9747,17.362709,17.534937,17.202249,18.050209,18.091292,17.604812,17.612709,17.612709,17.657479,17.657479,17.657479,17.507375,17.507375,17.507375,17.996313,17.996313,17.996313,17.740167,17.740167,17.740167,17.886584,17.886584,18.522646,
649.2563,17.870965,17.356203,17.099977,18.0625,18.152099,17.797971,18.033442,18.033442,17.772948,17.772948,17.772948,17.616698,17.616698,17.616698,17.883302,17.883302,17.883302,17.779174,17.779174,17.779174,18.314692,18.314692,17.74354,
649.5378,17.821265,17.34375,17.858613,17.750889,18.382876,18.407393,17.779217,17.779217,18.291159,18.291159,18.291159,17.511687,17.511687,17.511687,17.846672,17.846672,17.846672,18.092861,18.092861,18.092861,18.202109,18.202109,17.6875,
649.8194,17.12544,17.673539,17.82757,17.801197,18.433732,17.919102,18.162236,18.162236,18.178856,18.178856,18.178856,17.527482,17.527482,17.527482,18.173539,18.173539,18.173539,18.262412,18.262412,18.262412,17.637852,17.637852,17.57757,
650.1010,17.377528,17.692113,17.8125,17.759226,18.251042,17.25774,17.979019,17.979019,18.023066,18.023066,18.023066,17.45134,17.45134,17.45134,18.21875,18.21875,18.21875,18.467708,18.467708,18.467708,17.109674,17.109674,17.64241,
650.3825,17.798581,17.610125,18.173581,17.801583,17.857669,17.130458,17.318503,17.318503,17.948417,17.948417,17.948417,17.489083,17.489083,17.489083,18.270333,18.270333,18.270333,18.603166,18.603166,18.603166,17.160208,17.160208,18.017331,
650.6641,17.675427,17.743429,17.975588,17.862393,17.85609,17.524145,17.287286,17.287286,17.887607,17.887607,17.887607,17.874199,17.874199,17.874199,18.306197,18.306197,18.306197,18.525214,18.525214,18.525214,17.711378,17.711378,18.01891,
650.9457,17.841917,17.925862,17.761638,17.947306,18.116019,17.962427,17.674029,17.674029,17.778592,17.778592,17.778592,17.96875,17.96875,17.96875,18.577621,18.577621,18.577621,18.234879,18.234879,18.234879,18.157075,18.157075,17.686675,
651.2272,17.81322,17.38731,17.788523,17.96875,18.1875,17.690378,17.87428,17.87428,17.796515,17.796515,17.796515,17.759432,17.759432,17.759432,18.65625,18.65625,18.65625,17.946932,17.946932,17.946932,18.017424,18.017424,17.663523,
651.5088,17.131256,16.761642,18.014222,17.991164,18.008191,17.428018,17.570046,17.570046,17.790086,17.790086,17.790086,17.485778,17.485778,17.485778,18.275219,18.275219,18.275219,17.762932,17.762932,17.762932,17.62371,17.62371,18.046118,
651.7903,17.02599,17.391837,17.9859,17.525461,17.91593,17.935818,17.58849,17.58849,17.84596,17.84596,17.84596,17.2984,17.2984,17.2984,17.779881,17.779881,17.779881,17.74032,17.74032,17.74032,17.974539,17.974539,17.928661,
652.0719,17.052297,17.604914,17.668054,17.3125,17.989156,17.918054,17.884243,17.884243,17.895727,17.895727,17.895727,17.084187,17.084187,17.084187,17.56282,17.56282,17.56282,17.791453,17.791453,17.791453,17.793695,17.793695,17.605234,
652.3535,17.568107,17.431832,17.411948,17.590871,18.03125,18.039737,18,18,17.926134,17.926134,17.926134,17.039767,17.039767,17.039767,17.491483,17.491483,17.491483,17.971569,17.971569,17.971569,17.414798,17.414798,17.539767,
652.6350,17.970205,17.451164,17.15334,17.711918,17.917004,18.625442,17.942877,17.942877,17.9375,17.9375,17.9375,17.329073,17.329073,17.329073,17.678201,17.678201,17.678201,17.986336,17.986336,17.986336,17.464828,17.464828,17.771951,
652.9166,18.213237,17.827576,17.30423,17.705699,17.661763,18.760661,17.63327,17.63327,18.028493,18.028493,18.028493,17.718384,17.718384,17.718384,17.594116,17.594116,17.594116,17.719116,17.719116,17.719116,17.853679,17.853679,17.997243,
653.1981,18.256966,18.149284,17.777708,17.66668,17.565963,18.239688,17.298646,17.298646,18.215247,18.215247,18.215247,17.805573,17.805573,17.805573,17.246576,17.246576,17.246576,17.354219,17.354219,17.354219,18.253424,18.253424,18.218711,
653.4797,18.15447,18.103144,18.099091,17.65803,17.940568,17.757614,17.336136,17.336136,18.295985,18.295985,18.295985,17.71697,17.71697,17.71697,17.209356,17.209356,17.209356,17.286591,17.286591,17.286591,18.257614,18.257614,18.294205,
653.7613,18.125,17.874608,18.391261,17.6875,18.516457,17.781739,17.594142,17.594142,18.28125,18.28125,18.28125,17.891261,17.891261,17.891261,17.688675,17.688675,17.688675,17.484718,17.484718,17.484718,17.921239,17.921239,18.25,
654.0428,17.902503,18.016996,18.252589,17.598501,18.276924,17.981999,17.585252,17.585252,18.08842,18.08842,18.08842,17.989918,17.989918,17.989918,18.329496,18.329496,18.329496,17.905245,17.905245,17.905245,17.733583,17.733583,18.338999,
654.3244,17.516324,18.172574,17.847015,17.458022,17.676772,18.143191,17.64739,17.64739,17.875,17.875,17.875,17.916978,17.916978,17.916978,18.555037,18.555037,18.555037,18.096081,18.096081,18.096081,17.903919,17.903919,18.255596,
654.6060,17.34375,18.026305,17.720432,17.393097,17.598695,18.294403,17.95886,17.95886,17.809237,17.809237,17.809237,18.047665,18.047665,18.047665,18.363529,18.363529,18.363529,17.669504,17.669504,17.669504,18.014835,18.014835,17.820809,
654.8875,17.34375,18.161003,17.495247,17.436564,17.587126,18.238623,17.94506,17.94506,17.706437,17.706437,17.706437,18.106998,18.106998,18.106998,18.157186,18.157186,18.157186,17.25756,17.25756,17.25756,17.844686,17.844686,17.432747,
655.1691,17.366697,18.3125,17.389644,17.668933,17.739736,18.193841,17.904289,17.904289,17.698974,17.698974,17.698974,17.698516,17.698516,17.698516,18.051026,18.051026,18.051026,17.136474,17.136474,17.136474,17.612317,17.612317,17.223882,
655.4506,17.512597,18.269961,17.532558,17.927519,18.033212,18.365673,18.179481,18.179481,17.729385,17.729385,17.729385,16.891037,16.891037,16.891037,18.105693,18.105693,18.105693,17.273231,17.273231,17.273231,17.343096,17.343096,17.252616,
655.7322,17.767731,18.069946,17.587677,17.929565,18.199158,18.3414,18.288696,18.288696,17.75,17.75,17.75,16.594239,16.594239,16.594239,18.12265,18.12265,18.12265,17.637147,17.637147,17.637147,17.398804,17.398804,17.735108,
656.0138,17.883958,17.937913,17.401668,17.781043,18.129376,17.892296,17.941669,17.941669,17.723126,17.723126,17.723126,17.251033,17.251033,17.251033,17.870624,17.870624,17.870624,17.991249,17.991249,17.991249,17.745831,17.745831,18.348539,
656.2953,17.816925,17.925183,17.466788,17.746806,18.208667,17.27386,17.702509,17.702509,17.891742,17.891742,17.891742,17.950046,17.950046,17.950046,17.953741,17.953741,17.953741,18.051916,18.051916,18.051916,17.920028,17.920028,18.439462,
656.5769,17.547934,17.11653,17.898967,18.130166,18.515753,16.769732,17.503304,17.503304,18.44597,18.44597,18.44597,17.733316,17.733316,17.733316,17.934452,17.934452,17.934452,17.800051,17.800051,17.800051,17.810383,17.810383,18.050982,
656.8584,17.480661,17.628926,17.945909,18.262893,18.078894,17.085765,17.083802,17.083802,17.927127,17.927127,17.927127,17.832821,17.832821,17.832821,17.680072,17.680072,17.680072,17.598233,17.598233,17.598233,17.835341,17.835341,18.192965,
657.1400,17.41186,18.14183,18.22997,18.29567,17.77564,17.779668,17.540888,17.540888,17.372591,17.372591,17.372591,18.04247,18.04247,18.04247,17.615399,17.615399,17.615399,17.35256,17.35256,17.35256,17.523231,17.523231,18.032041,
657.4216,17.46137,18.175785,18.266928,18.199654,17.745226,18.348524,18.161024,18.161024,17.256941,17.256941,17.256941,18.074654,18.074654,18.074654,17.985678,17.985678,17.985678,17.321609,17.321609,17.321609,17.257819,17.257819,17.673617,
657.7031,17.609504,17.894178,18.159931,18.101627,17.687243,18.311986,18.100855,18.100855,17.49238,17.49238,17.49238,17.949058,17.949058,17.949058,17.874743,17.874743,17.874743,17.738442,17.738442,17.738442,16.749743,16.749743,17.234246,
657.9847,17.724957,17.581337,17.937717,18.140733,17.484267,17.868793,17.487587,17.487587,17.643837,17.643837,17.643837,17.78457,17.78457,17.78457,17.643837,17.643837,17.643837,17.878103,17.878103,17.878103,16.546767,16.546767,17.118793,
658.2663,17.778981,17.46875,17.644907,17.995463,17.656761,17.839724,17.40903,17.40903,17.524444,17.524444,17.524444,17.524444,17.524444,17.524444,17.556205,17.556205,17.556205,17.901713,17.901713,17.901713,16.705649,16.705649,17.078381,
658.5478,17.770083,17.511784,17.532993,17.963321,18.081148,18.171721,17.833709,17.833709,17.481969,17.481969,17.481969,17.454714,17.454714,17.454714,17.853483,17.853483,17.853483,17.845184,17.845184,17.845184,16.954714,16.954714,17.318546,
658.8294,18.177287,18.405049,18.215746,18.492791,18.466948,17.841347,17.627403,17.627403,18.408052,18.408052,18.408052,17.805892,17.805892,17.805892,17.411056,17.411056,17.411056,17.871996,17.871996,17.871996,17.325116,17.325116,18.097354,
659.1109,17.660203,18.344215,18.063663,18.12779,18.375698,17.71968,17.74907,17.74907,18.499302,18.499302,18.499302,17.471308,17.471308,17.471308,17.65439,17.65439,17.65439,17.719913,17.719913,17.719913,17.963867,17.963867,18.279855,
659.3925,17.324218,18.34375,17.821022,17.792968,18.133522,17.748935,17.961293,17.961293,18.047229,18.047229,18.047229,17.197088,17.197088,17.197088,17.958097,17.958097,17.958097,17.748935,17.748935,17.748935,18.210228,18.210228,18.401989,
659.6741,17.547319,18.34375,17.607033,17.575783,17.978238,17.691295,18.115512,18.115512,17.825783,17.825783,17.825783,17.363614,17.363614,17.363614,18.262274,18.262274,18.262274,17.720648,17.720648,17.720648,17.807816,17.807816,18.347545,
659.9556,18.189953,18.429312,17.479668,17.676582,18.339517,17.516377,18.324644,18.324644,17.498774,17.498774,17.498774,17.831329,17.831329,17.831329,18.395332,18.395332,18.395332,17.832832,17.832832,17.832832,17.581606,17.581606,17.887421,
660.2372,18.526892,18.188297,17.662575,17.992082,18.485757,17.666135,18.371439,18.371439,17.46875,17.46875,17.46875,18.013446,18.013446,18.013446,18.40625,18.40625,18.40625,17.816061,17.816061,17.816061,17.645568,17.645568,17.622236,
660.5187,18.293916,18.021958,18.063517,17.762666,18.392566,17.714358,18.106416,18.106416,17.6299,17.6299,17.6299,17.789525,17.789525,17.789525,18.40625,18.40625,18.40625,17.866217,17.866217,17.866217,17.844259,17.844259,17.620608,
660.8003,17.781496,17.843832,18.489392,17.71875,18.140748,17.874918,18.166612,18.166612,17.890502,17.890502,17.890502,17.35958,17.35958,17.35958,18.302138,18.302138,18.302138,17.953084,17.953084,17.953084,17.953084,17.953084,17.88528,
661.0819,17.838689,17.610915,18.033338,17.693552,18.169345,17.679466,17.381159,17.381159,17.609924,17.609924,17.609924,17.482835,17.482835,17.482835,18.155259,18.155259,18.155259,17.817561,17.817561,17.817561,17.666372,17.666372,18.340671,
661.3634,17.46073,18.025508,17.954988,17.590025,18.211869,17.771213,16.919443,16.919443,17.628725,17.628725,17.628725,17.53125,17.53125,17.53125,18.100631,18.100631,18.100631,17.951832,17.951832,17.951832,17.398799,17.398799,18.096337,
661.6450,17.17897,18.41519,18.03937,18.08038,18.31291,18.37746,17.14977,17.14977,17.58563,17.58563,17.58563,17.39001,17.39001,17.39001,17.95251,17.95251,17.95251,18.30602,18.30602,18.30602,17.29667,17.29667,17.8823,
661.9266,17.283982,18.522712,17.994365,18.318135,18.139345,18.607923,17.772368,17.772368,17.358095,17.358095,17.358095,17.389173,17.389173,17.389173,17.724557,17.724557,17.724557,18.519808,18.519808,18.519808,17.235827,17.235827,17.957308,
662.2081,17.409402,18.181108,17.946866,18.453169,17.690474,18.559348,18.297008,18.297008,17.018644,17.018644,17.018644,18.018998,18.018998,18.018998,17.918856,17.918856,17.918856,18.431197,18.431197,18.431197,17.306285,17.306285,18.196955,
662.4897,17.416443,18.136533,17.9375,18.5,17.510193,18.131175,18.31116,18.31116,16.800967,16.800967,16.800967,18.091741,18.091741,18.091741,18.199703,18.199703,18.199703,18.164434,18.164434,18.164434,17.427976,17.427976,18.197024,
662.7712,17.42648,18.430258,18.160028,18.358391,17.47977,17.91727,17.966782,17.966782,16.77023,16.77023,16.77023,17.777472,17.777472,17.777472,18.078952,18.078952,18.078952,17.799512,17.799512,17.799512,17.590129,17.590129,17.852802,
663.0528,17.709151,18.795344,18.378268,18.145425,17.507557,18.061479,17.676675,17.676675,16.955883,16.955883,16.955883,18.160745,18.160745,18.160745,17.75531,17.75531,17.75531,17.44281,17.44281,17.44281,17.830883,17.830883,17.454656,
663.3344,18.209404,18.473051,18.474656,17.988188,17.698452,17.951892,18.039622,18.039622,17.173968,17.173968,17.173968,17.818521,17.818521,17.818521,17.587844,17.587844,17.587844,17.275344,17.275344,17.275344,18.03039,18.03039,17.925573,
663.6159,18.348736,18.049733,18.659776,18.044017,17.794747,17.705983,18.308244,18.308244,17.267753,17.267753,17.267753,17.410506,17.410506,17.410506,17.882052,17.882052,17.882052,17.463034,17.463034,17.463034,17.774198,17.774198,18.34375,
663.8975,18.247393,18.087248,18.88282,18.294283,17.798178,17.777355,18.145824,18.145824,17.569031,17.569031,17.569031,17.4375,17.4375,17.4375,18.22657,18.22657,18.22657,17.82814,17.82814,17.82814,17.32811,17.32811,18.208324,
664.1790,18.138229,18.30023,18.839916,18.534126,17.893021,18.067293,18.063459,18.063459,18.086273,18.086273,18.086273,17.518021,17.518021,17.518021,18.183666,18.183666,18.183666,18.22546,18.22546,18.22546,17.38171,17.38171,18.174271,
664.4606,18.031938,18.390969,18.413133,18.625,18.106278,18.40212,17.986784,17.986784,18.297907,18.297907,18.297907,17.578469,17.578469,17.578469,18.123623,18.123623,18.123623,18.468062,18.468062,18.468062,17.838244,17.838244,18.448651,
664.7422,18.014458,18.215962,17.978086,18.625,18.307832,18.44917,17.846084,17.846084,18.062046,18.062046,18.062046,17.475752,17.475752,17.475752,18.303164,18.303164,18.303164,18.471084,18.471084,18.471084,18.23833,18.23833,18.641792,
665.0237,18.181242,17.9358,17.611944,18.556822,18.456814,18.117622,17.757957,17.757957,17.680122,17.680122,17.680122,17.27955,17.27955,17.27955,18.396593,18.396593,18.396593,18.301143,18.301143,18.301143,18.242622,18.242622,18.488643,
665.3053,18.477512,17.684361,17.453453,18.430308,18.5625,17.752483,17.572174,17.572174,17.571262,17.571262,17.571262,17.040924,17.040924,17.040924,18.138727,18.138727,18.138727,18.086558,18.086558,18.086558,17.839041,17.839041,18.197174,
665.5869,18.361158,17.763842,17.668243,18.339022,18.322644,17.435308,17.526178,17.526178,17.71875,17.71875,17.71875,17.294748,17.294748,17.294748,17.7598,17.7598,17.7598,18.211142,18.211142,18.211142,17.538514,17.538514,18.043243,
665.8684,17.959845,18.232189,17.709845,18.236561,18.004534,17.415317,17.651716,17.651716,17.729922,17.729922,17.729922,18.091645,18.091645,18.091645,17.625,17.625,17.625,18.466483,18.466483,18.466483,17.589378,17.589378,17.939605,
666.1500,18.020705,18.405671,17.822466,18.125193,18.104295,17.780478,17.541602,17.541602,17.957046,17.957046,17.957046,18.343557,18.343557,18.343557,17.635352,17.635352,17.635352,18.333784,18.333784,18.333784,17.853523,17.853523,17.58417,
666.4315,18.014835,18.603283,17.978283,18.052967,18.091099,17.983585,17.591099,17.591099,18.403599,18.403599,18.403599,18.339519,18.339519,18.339519,17.627651,17.627651,17.627651,18.158901,18.158901,18.158901,18.110165,18.110165,17.3125,
666.7131,17.914964,18.572715,17.930287,18.057393,18.138822,17.744287,17.821819,17.821819,18.433893,18.433893,18.433893,18.170072,18.170072,18.170072,17.579928,17.579928,17.579928,18.067607,18.067607,18.067607,18.21875,18.21875,17.469355,
666.9947,17.953292,18.390124,17.694728,18.188168,18.13323,17.40625,18.313168,18.313168,18.280582,18.280582,18.280582,18.172376,18.172376,18.172376,17.625,17.625,17.625,18.007896,18.007896,18.007896,18.171374,18.171374,17.961856,
667.2762,18.035393,18.179215,17.587878,18.431628,18.257079,17.505349,18.5,18.5,18.072514,18.072514,18.072514,18.248793,18.248793,18.248793,17.660393,17.660393,17.660393,17.988779,17.988779,17.988779,17.974622,17.974622,18.2683,
667.5578,18.212604,17.912454,17.800035,18.66257,18.300035,17.906366,18.487477,18.487477,17.956169,17.956169,17.956169,17.949849,17.949849,17.949849,17.825081,17.825081,17.825081,17.818704,17.818704,17.818704,17.787512,17.787512,18.406192,
667.8393,18.290477,17.861508,17.847773,18.801609,18.375,18.161695,18.383047,18.383047,17.950054,17.950054,17.950054,17.744797,17.744797,17.744797,18.152468,18.152468,18.152468,17.745977,17.745977,17.745977,17.839727,17.839727,18.286695,
668.1209,17.547454,18.103009,17.72338,18.708333,18.319444,18.164352,18.064815,18.064815,18.648148,18.648148,18.648148,18.340278,18.340278,18.340278,18.851852,18.851852,18.851852,17.935185,17.935185,17.935185,17.978009,17.978009,18.335648,
668.4025,17.258362,18.163879,17.795775,18.388643,17.95041,18.03125,17.703492,17.703492,18.001466,18.001466,18.001466,18.477112,18.477112,18.477112,18.672975,18.672975,18.672975,18.277435,18.277435,18.277435,17.993104,17.993104,18.41916,
668.6840,17.126753,18.200749,18.140001,17.800499,17.581749,18.03725,17.623752,17.623752,17.5595,17.5595,17.5595,18.285498,18.285498,18.285498,18.331749,18.331749,18.331749,18.201996,18.201996,18.201996,17.72175,17.72175,18.020497,
668.9656,17.470298,18.005012,18.276877,17.685313,17.479683,18.104683,17.897504,17.897504,17.564048,17.564048,17.564048,18.044369,18.044369,18.044369,18.220937,18.220937,18.220937,17.736881,17.736881,17.736881,17.745627,17.745627,17.63156,
669.2471,17.917237,17.65625,18.211883,17.661744,17.638734,18.25412,17.78125,17.78125,18.009614,18.009614,18.009614,18.235231,18.235231,18.235231,18.256867,18.256867,18.256867,17.572114,17.572114,17.572114,17.68338,17.68338,17.736604,
669.5287,18.151201,17.655689,18.052963,17.780689,17.939744,18.333091,17.772835,17.772835,18.210896,18.210896,18.210896,18.591506,18.591506,18.591506,18.404006,18.404006,18.404006,17.781811,17.781811,17.781811,17.594311,17.594311,18.120512,
669.8103,17.877257,17.625251,17.535513,17.750251,18.061497,17.754765,17.316262,17.316262,17.784761,17.784761,17.784761,18.469753,18.469753,18.469753,18.282253,18.282253,18.282253,17.812249,17.812249,17.812249,17.624749,17.624749,17.877006,
670.0918,17.241049,17.775941,17.501062,17.780188,18.153064,17.387742,17.010619,17.010619,17.660497,17.660497,17.660497,18.166869,18.166869,18.166869,18.100121,18.100121,18.100121,17.540807,17.540807,17.540807,17.745753,17.745753,17.39199,
670.3734,17.688794,17.869383,17.059334,17.898761,17.157408,17.521889,17.470044,17.470044,17.568117,17.568117,17.568117,17.77434,17.77434,17.77434,18.769438,18.769438,18.769438,18.118804,18.118804,18.118804,17.456223,17.456223,17.668777,
670.6550,17.690182,17.989272,17.345498,17.734842,17.607974,17.38841,17.557136,17.557136,17.505364,17.505364,17.505364,17.864272,17.864272,17.864272,18.355412,18.355412,18.355412,17.956274,17.956274,17.956274,17.808884,17.808884,18.087452,
670.9365,18.21492,17.611375,18.096732,17.774268,18.627812,17.12517,17.590259,17.590259,17.777589,17.777589,17.777589,17.847241,17.847241,17.847241,18.034911,18.034911,18.034911,17.9375,17.9375,17.9375,18.176857,18.176857,18.37483,
671.2181,18.604657,17.185192,18.295302,17.700398,18.669148,17.201552,17.485948,17.485948,18.27066,18.27066,18.27066,17.870701,17.870701,17.870701,17.946099,17.946099,17.946099,18.287857,18.287857,18.287857,18.380453,18.380453,18.082843,
671.4996,18.316393,17.177286,18.1295,17.739786,18.499393,17.166464,17.860893,17.860893,18.291464,18.291464,18.291464,17.901143,17.901143,17.901143,18.094357,18.094357,18.094357,18.317607,18.317607,18.317607,18.197107,18.197107,17.900536,
671.7812,17.81929,17.61821,17.992406,17.775336,18.088711,17.080242,18.342875,18.342875,17.774532,17.774532,17.774532,17.754235,17.754235,17.754235,18.505039,18.505039,18.505039,18.109813,18.109813,18.109813,17.902891,17.902891,18.153695,
672.0628,17.571572,17.69422,17.797043,17.75672,17.926411,16.817204,18.363911,18.363911,17.239246,17.239246,17.239246,17.669691,17.669691,17.669691,18.56922,18.56922,18.56922,18.209678,18.209678,18.209678,17.84375,17.84375,18.365928,
672.3443,17.863387,17.379087,17.797448,17.512759,18.001146,16.86862,18.153957,18.153957,17.196172,17.196172,17.196172,17.727422,17.727422,17.727422,18.515052,18.515052,18.515052,18.416068,18.416068,18.416068,17.96237,17.96237,18.358802,
672.6259,17.96875,17.693796,17.537469,17.827127,18.008331,17.410473,18.070831,18.070831,17.402104,17.402104,17.402104,18.277142,18.277142,18.277142,18.522919,18.522919,18.522919,18.239558,18.239558,18.239558,17.931242,17.931242,18.527104,
672.9074,17.946635,17.79952,17.48173,17.902405,18.04423,17.68221,17.97404,17.97404,17.490865,17.490865,17.490865,17.849528,17.849528,17.849528,18.44279,18.44279,18.44279,18.20048,18.20048,18.20048,18.193746,18.193746,18.527405,
673.1890,17.80963,17.930432,17.350818,17.960247,18.105123,17.825308,17.852253,17.852253,17.542623,17.542623,17.542623,17.295387,17.295387,17.295387,18.107887,18.107887,18.107887,18.197438,18.197438,18.197438,18.461682,18.461682,18.308195,
673.4706,17.647455,18.451198,16.953106,18,18.186527,17.895509,17.915045,17.915045,17.5625,17.5625,17.5625,17.299813,17.299813,17.299813,18.009768,18.009768,18.009768,18.125973,18.125973,18.125973,18.203106,18.203106,18.095696,
673.7521,17.692285,18.667793,17.057148,17.881758,18.356699,18.044199,18.047578,18.047578,17.661035,17.661035,17.661035,17.414414,17.414414,17.414414,17.972129,17.972129,17.972129,18.034629,18.034629,18.034629,18.090371,18.090371,18.011543,
674.0337,17.939058,18.315945,17.483432,17.850312,18.361877,18.049377,18.074844,18.074844,17.813279,17.813279,17.813279,17.342971,17.342971,17.342971,18.050935,18.050935,18.050935,17.962188,17.962188,17.962188,18.200623,18.200623,17.943283,
674.3153,18.026289,17.749748,17.620039,18.056054,18.276289,17.873263,17.79092,17.79092,17.965527,17.965527,17.965527,17.480409,17.480409,17.480409,18.143105,18.143105,18.143105,18.118554,18.118554,18.118554,18.231895,18.231895,17.815723,
674.5968,18.190362,17.586528,17.403388,18.204806,18.232694,17.694722,17.524527,17.524527,18.135084,18.135084,18.135084,17.936502,17.936502,17.936502,18.173556,18.173556,18.173556,18.336528,18.336528,18.336528,17.959165,17.959165,17.871139,
674.8784,18.030123,17.524197,17.64616,17.839096,18.350803,17.757053,17.71635,17.71635,18.284777,18.284777,18.284777,17.906886,17.906886,17.906886,18.468114,18.468114,18.468114,18.290703,18.290703,18.290703,17.94808,17.94808,17.952243,
675.1599,17.781417,17.626169,17.937166,17.484292,18.515875,18.063502,17.984625,17.984625,18.328042,18.328042,18.328042,17.719084,17.719084,17.719084,18.608791,18.608791,18.608791,18.140375,18.140375,18.140375,18.077875,18.077875,18.031751,
675.4415,17.887055,17.963038,17.815356,17.692416,18.41339,18.264911,18.18036,18.18036,18.193212,18.193212,18.193212,18.004916,18.004916,18.004916,18.306156,18.306156,18.306156,18.063928,18.063928,18.063928,17.822495,17.822495,18.154822,
675.7231,17.926407,18.023178,17.764114,18.120987,18.137085,18.111877,18.315521,18.315521,17.864899,17.864899,17.864899,18.193542,18.193542,18.193542,17.966721,17.966721,17.966721,17.946564,17.946564,17.946564,17.636093,17.636093,18.116928,
676.0046,17.755134,17.844271,17.78125,18.370387,18.133185,17.799702,18.161384,18.161384,17.345312,17.345312,17.345312,18.058408,18.058408,18.058408,17.998959,17.998959,17.998959,17.803795,17.803795,17.803795,17.647545,17.647545,18.164435,
676.2862,17.55618,17.75632,17.693586,18.318586,18.437734,17.681297,17.974953,17.974953,17.031367,17.031367,17.031367,17.943703,17.943703,17.943703,18.475421,18.475421,18.475421,17.78757,17.78757,17.78757,17.643844,17.643844,18.443937,
676.5677,17.570374,17.800771,17.539042,18.246145,18.554626,17.683563,17.831939,17.831939,17.277478,17.277478,17.277478,18.011811,18.011811,18.011811,18.671751,18.671751,18.671751,17.949311,17.949311,17.949311,17.777395,17.777395,18.523376,
676.8493,17.742178,17.78125,17.434387,18.518718,18.185983,17.504709,17.710928,17.710928,17.728089,17.728089,17.728089,18.318726,18.318726,18.318726,18.185983,18.185983,18.185983,18.190613,18.190613,18.190613,17.907807,17.907807,18.242217,
677.1309,17.833607,17.933392,17.525499,18.509038,17.576751,17.615962,17.853071,17.853071,18.09375,18.09375,18.09375,18.156789,18.156789,18.156789,17.728893,17.728893,17.728893,18.282072,18.282072,18.282072,17.796323,17.796323,18.343211,
