,Live Spectrum 26-10-2023 13:34:48,Live Spectrum 26-10-2023 13:34:50,Live Spectrum 26-10-2023 13:34:51,Live Spectrum 26-10-2023 13:34:51,Live Spectrum 26-10-2023 13:34:51,Live Spectrum 26-10-2023 13:34:52,Live Spectrum 26-10-2023 13:34:52,Live Spectrum 26-10-2023 13:34:53,Live Spectrum 26-10-2023 13:34:53,Live Spectrum 26-10-2023 13:34:54,Live Spectrum 26-10-2023 13:34:54,Live Spectrum 26-10-2023 13:34:55,Live Spectrum 26-10-2023 13:34:55,Live Spectrum 26-10-2023 13:34:56,Live Spectrum 26-10-2023 13:34:56,Live Spectrum 26-10-2023 13:34:56,Live Spectrum 26-10-2023 13:34:57,Live Spectrum 26-10-2023 13:34:57,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
478.3485,18.023684,18.216843,18.171383,17.96592,18.233883,18.233883,17.339013,17.56533,17.947896,17.981053,17.981053,18.301119,17.754737,17.48579,18.46592,18.025591,18.025591,18.070066,
478.6301,17.973532,18.302936,18.509899,17.9375,18.519463,18.519463,17.661367,17.911367,18.317617,18.079404,18.079404,18.211409,17.564723,17.738213,18.305159,17.757005,17.757005,17.934941,
478.9116,18.259369,18.41818,18.72102,17.96392,18.72102,18.72102,17.956529,18.180109,18.2429,18.12017,18.12017,18.398859,17.39915,17.992609,18.492609,18.062209,18.062209,17.98551,
479.1932,18.576187,18.490237,18.908212,17.942381,18.829106,18.829106,18.290055,18.297856,18.21875,18.283212,18.283212,18.542975,17.375,18.163093,18.610356,18.810585,18.810585,18.316424,
479.4747,18.125028,18.789458,18.648042,18.805873,18.501664,18.501664,18.501636,18.101985,18.481893,18.707215,18.707215,18.536186,17.506572,18.582215,18.177656,18.095441,18.095441,18.743401,
479.7563,18.004993,19.158833,18.514979,19.126292,18.411243,18.411243,18.583764,17.983729,18.53125,18.492423,18.492423,18.373708,17.820077,18.787535,18.146264,18.042528,18.042528,19.127583,
480.0379,18.183376,19.349733,18.5,18.946678,18.301464,18.301464,18.488964,18.125929,18.112105,18.123142,18.123142,18.369947,17.79641,18.8125,18.051464,18.167286,18.167286,18.873142,
480.3194,18.271016,19.113669,18.813597,18.932383,18.150585,18.150585,18.390351,18.130117,17.665387,17.905702,17.905702,18.453399,17.519919,18.864766,17.796052,18.1875,18.1875,18.028508,
480.6010,18.255183,18.567235,18.848933,18.207636,18.0468,18.0468,17.931868,18.098933,17.567683,18.057466,18.057466,18.494817,17.364484,18.536135,17.6718,18.083234,18.083234,16.910537,
480.8826,18.379985,18.312768,18.635774,18.036503,18.317218,18.317218,17.869747,18.327724,18.082441,18.301726,18.301726,18.681979,17.863691,18.46875,18.176191,18.322471,18.322471,17.394673,
481.1641,18.665495,18.592344,18.256731,18.109024,18.634245,18.634245,18.056472,18.634245,18.550443,18.265976,18.265976,18.615052,18.046524,18.442825,18.229401,18.556472,18.556472,17.660873,
481.4457,19.080635,19.224927,18.394292,18.125,18.920141,18.920141,18.35224,18.971839,18.444057,18.327547,18.327547,18.516203,18.036651,18.644292,18.037807,18.85224,18.85224,17.351464,
481.7272,18.640842,19.008735,18.41173,18.021918,18.530653,18.530653,18.148546,18.515842,18.792806,18.472602,18.472602,18.809245,17.670464,18.71327,18.154622,18.777398,18.777398,18.337836,
482.0088,18.402806,18.7063,17.892473,18.077067,18.4375,18.4375,18.735971,18.509005,18.566734,18.345867,18.345867,18.875,17.645128,18.410484,18.213189,18.570178,18.570178,18.254234,
482.2904,18.221374,18.47702,17.60202,18.375397,18.4375,18.4375,19.028626,18.377624,18.576813,18.49173,18.49173,18.362914,17.784271,18.292541,18.244354,18.249603,18.249603,18.00827,
482.5719,18.136467,18.641634,18.251452,18.5906,18.463017,18.463017,18.756299,18.34375,18.848917,19.067102,19.067102,18.25,17.8125,18.28125,18.377584,18.366117,18.366117,18.12185,
482.8535,18.252131,18.662074,19.067332,18.599574,18.443324,18.443324,18.407812,17.784373,18.550283,19.340057,19.340057,18.402557,18.371877,18.459234,18.558807,18.762217,18.762217,18.512217,
483.1350,18.433246,18.884245,19.041421,18.644415,18.513498,18.513498,18.62241,17.630917,18.46875,19.147005,19.147005,18.614829,18.5,18.677329,18.492419,18.945081,18.945081,18.59375,
483.4166,18.519223,18.9375,19.100945,18.807668,18.859321,18.859321,18.864154,17.877363,18.87253,19.29564,19.29564,19.06003,19.10567,18.693514,18.241624,18.842569,18.842569,18.669459,
483.6982,18.53125,18.9375,19.125,18.944297,19.138595,19.138595,18.755429,18.138595,19.37094,19.74594,19.74594,19.281934,19.425958,18.536679,18.011542,18.661679,18.661679,19.064553,
483.9797,18.330974,19.488258,19.400379,18.543164,18.686811,18.686811,19.094267,18.738258,19.293509,19.267957,19.267957,19.3125,18.617578,19.000689,18.719784,18.950448,18.950448,18.355147,
484.2613,18.605329,19.899221,19.1696,18.636933,18.437854,18.437854,19.112713,18.825142,19.175213,19.075142,19.075142,19.586721,18.580754,19.42415,19.030896,18.956463,18.956463,18.305825,
484.5428,18.935709,19.96875,18.870362,18.439291,18.654459,18.654459,18.994466,18.961425,18.808758,18.988037,18.988037,19.954101,19.022134,19.599284,19.112142,19.21053,19.21053,18.591959,
484.8244,18.876452,19.548686,19.207855,18.622097,19.287073,19.287073,19.166427,19.074129,18.644621,19.141718,19.141718,20.253637,19.297968,19.550871,19.372097,19.503637,19.503637,18.853927,
485.1060,18.819154,19.339118,19.435478,19.966468,19.683455,19.683455,19.587683,19.216728,18.797169,19.433455,19.433455,20.189522,19.737279,19.75261,19.462096,20.103602,20.103602,19.225992,
485.3875,18.788022,19.336978,19.493228,20.092194,19.554172,19.554172,20.00572,19.274478,19.064056,19.720306,19.720306,19.911465,19.819272,20.253113,19.444272,20.543742,20.543742,19.410414,
485.6691,19.536364,19.441184,19.621793,19.836382,19.646151,19.646151,20.191184,19.329967,19.441661,19.391514,19.391514,20.038618,20.031727,20.399359,19.534934,20.478849,20.478849,19.583651,
485.9507,20.210477,19.323336,19.922842,20.556791,20.099506,20.099506,20.121807,19.998113,19.652428,19.063129,19.063129,20.09375,20.142221,20.285072,19.514029,20.195144,20.195144,19.576529,
486.2322,19.957992,19.618788,19.758901,20.564261,20.459849,20.459849,19.539223,19.584753,19.325852,19.361648,19.361648,19.924981,20.13214,20.29822,19.090132,19.859791,19.859791,19.707159,
486.5138,20.059581,20.102449,19.783425,20.212226,20.483288,20.483288,19.56685,19.670043,19.458562,19.46875,19.46875,19.898981,20.31685,20.3125,19.496336,20.069024,20.069024,19.917868,
486.7953,20.291947,20.552645,19.78865,19.838804,20.182554,20.182554,19.958895,19.988496,20.008243,19.731096,19.731096,20.097047,20.494248,20.28865,20.204791,20.1801,20.1801,20.374194,
487.0769,20.533471,20.60882,19.947256,19.892291,19.832883,19.832883,20.370797,20.038785,20.393402,20.025937,20.025937,20.369687,20.626111,20.352396,20.446146,20.258646,20.258646,20.666006,
487.3585,20.475861,20.523016,20.165045,20.220434,19.773578,19.773578,20.633795,20.196295,20.445172,20.470996,20.470996,20.461078,20.396894,20.563623,20.350861,20.139783,20.139783,20.978106,
487.6400,20.648439,20.476562,20.406251,20.546877,20.156253,20.156253,20.710938,20.531252,20.367187,20.59375,20.59375,20.656251,20.453126,20.718751,20.359375,19.976562,19.976562,20.968749,
487.9216,20.858518,20.515339,20.77158,20.834651,20.58408,20.58408,20.788634,21.160776,20.623285,20.523866,20.523866,20.788634,20.709651,20.680116,20.561357,20.286919,20.286919,20.867616,
488.2031,21.184034,20.623845,21.083338,20.790507,20.664351,20.664351,20.881946,21.413196,20.649304,20.5,20.5,20.881946,21.012737,20.633101,20.833338,20.498845,20.498845,20.681709,
488.4847,20.844252,20.932249,20.926251,20.842,20.472251,20.472251,21.343248,21.3455,20.671,20.569,20.569,20.92925,21.16275,20.395001,20.469252,20.761249,20.761249,20.533,
488.7663,20.893135,21.533913,20.912295,20.692214,20.931761,20.931761,21.202972,21.44959,21.098769,20.753688,20.753688,21.348769,21.1875,20.358197,20.540983,20.866598,20.866598,20.728483,
489.0478,21.104913,21.71875,21.005582,20.693082,21.215775,21.215775,21.252607,21.522694,21.386163,20.903275,20.903275,21.749632,20.983255,20.67002,20.988102,21.147326,21.147326,21.220989,
489.3294,21.268933,21.763823,21.324225,21.056799,20.889415,20.889415,21.695622,21.59886,21.414963,20.757207,20.757207,22.069116,20.996396,20.939006,21.372902,21.452829,21.452829,21.532756,
489.6110,21.379629,21.78125,21.549382,21.165124,20.682871,20.682871,21.619985,21.669753,21.182485,20.530865,20.530865,21.77585,21.008874,21.246141,21.491126,21.84452,21.84452,21.862268,
489.8925,21.539531,22.181094,21.59375,21.045182,21.322656,21.322656,21.198047,21.865208,21.049323,20.713099,20.713099,21.491719,21.222135,21.632526,21.544427,21.96875,21.96875,22.190885,
490.1741,21.39532,22.14532,21.461463,21.066143,21.681941,21.681941,21.437312,21.893404,21.450158,21.121169,21.121169,21.812312,21.400691,22.036621,21.606596,21.660081,21.660081,21.619816,
490.4556,21.465655,21.799949,21.515646,21.334422,21.631233,21.631233,22.512678,22.028155,21.975068,21.775102,21.775102,22.100025,21.459379,22.418801,21.778155,21.421854,21.421854,20.862407,
490.7372,21.270755,21.188218,21.757871,21.676287,21.832537,21.832537,21.885979,22.267413,22.276955,21.565842,21.565842,21.591845,21.295087,22.097092,21.865458,21.440124,21.440124,21.502858,
491.0188,21.651526,21.377891,21.563811,21.78125,22.238973,22.238973,21.631304,22.279149,22.193014,21.590338,21.590338,21.408351,21.111081,22.013919,22.090338,21.511818,21.511818,22.004203,
491.3003,22.216709,21.946923,21.672425,21.823964,22.652639,22.652639,21.953675,22.057789,22.125,21.922425,21.922425,21.651068,21.53235,22.019786,22.102073,21.509893,21.509893,22.12657,
491.5819,22.184406,22.315594,22.395386,22.076698,22.738896,22.738896,22.253094,22.032281,22.230886,22.115958,22.115958,21.940594,22.448845,22.042354,21.871906,21.754125,21.754125,22.029187,
491.8634,22.072755,22.280282,22.897446,22.397446,22.466814,22.466814,22.469718,22.33543,22.596169,22.261223,22.261223,22.073239,23.012191,22.0625,21.760255,21.895995,21.895995,21.96875,
492.1450,22.312213,22.21875,22.708669,22.708094,22.468606,22.468606,22.593678,22.614416,22.958094,22.520594,22.520594,22.322653,22.812859,22.561925,22.291044,22.093534,22.093534,21.96875,
492.4266,22.58185,22.383721,22.974927,23.018714,22.613735,22.613735,22.645621,22.769985,23.165607,23.119913,23.119913,22.788063,22.862464,22.833121,22.974927,22.249364,22.249364,22.339935,
492.7081,22.615389,22.632195,23.841279,23.308875,22.737972,22.737972,22.840125,22.8125,23.198319,23.824473,23.824473,23.213917,23.520376,22.578152,23.453098,22.322111,22.322111,22.715125,
492.9897,23.119914,23.123491,23.863707,23.466961,23.165754,23.165754,22.59347,23.460086,23.551767,23.414914,23.414914,23.080668,23.711315,22.801767,23.634224,23.03181,23.03181,22.245862,
493.2713,23.306046,23.58424,23.547214,23.439878,23.154551,23.154551,22.586617,24.153194,23.830163,22.982337,22.982337,22.837296,23.335597,23.080163,23.515964,23.386209,23.386209,22.318275,
493.5528,23.349209,23.877484,23.409225,23.426092,23.24951,23.24951,22.866076,24.522326,23.835316,23.076393,23.076393,23.039194,23.15625,23.283734,23.377975,23.216266,23.216266,22.53125,
493.8344,23.641931,24.420472,23.689241,23.633901,23.767802,23.767802,23.165151,24.350039,23.989261,23.509771,23.509771,23.737422,23.588332,23.630321,23.28483,23.380321,23.380321,22.51161,
494.1159,23.975606,24.551451,24.18597,24.197019,24.349841,24.349841,23.553349,23.895966,23.957701,24.049156,24.049156,24.548391,23.785443,23.858992,23.269436,23.550686,23.550686,23.316296,
494.3975,24.036065,24.545664,24.663427,24.757177,24.543272,24.543272,23.814892,24.161004,24.105741,24.211543,24.211543,24.939892,23.788457,24.136991,23.723504,23.677871,23.677871,23.831728,
494.6791,24.361353,24.422583,24.881787,25.032593,24.79751,24.79751,24.027149,24.665723,24.345093,24.377686,24.377686,24.942944,24.021704,24.376343,24.323316,23.845093,23.845093,24.014917,
494.9606,24.932258,24.274888,24.962668,24.962108,25.081586,25.081586,24.275448,25.09459,24.537892,25.007761,25.007761,24.925056,24.720429,24.606754,24.71931,24.451623,24.451623,24.651567,
495.2422,25.212022,24.287181,25.055772,25.488493,25.472292,25.472292,24.523726,25.244069,25.052586,25.250797,25.250797,25.030453,25.521336,24.867476,24.713615,24.459277,24.459277,25.018591,
495.5237,24.992782,24.826936,25.240732,25.998114,25.503773,25.503773,24.698491,25.310614,25.527477,25.077264,25.077264,25.277477,25.426673,24.950377,24.790354,24.494341,24.494341,24.774032,
495.8053,24.72174,25.133044,25.325598,25.899132,25.084567,25.084567,24.731848,25.120871,25.783314,25.163368,25.163368,25.261034,25.047338,25.064564,24.851794,24.433371,24.433371,24.630054,
496.0869,25.409255,25.23718,25.545573,25.763321,25.126002,25.126002,25.005609,24.955429,26.14393,25.514323,25.514323,25.102464,25.363181,25.496895,24.686999,24.357572,24.357572,25.014824,
496.3684,26.181182,26.246586,25.754155,25.75,25.595743,25.595743,25.21875,24.827129,26.34375,25.616689,25.616689,25.451959,25.92179,25.732297,24.646858,25.092499,25.092499,25.405169,
496.6500,26.16901,27.059818,26.113256,26.18685,26.07461,26.07461,25.341068,24.998334,26.361224,25.807136,25.807136,26.18685,26.125,25.683802,25.03698,25.663646,25.663646,25.569896,
496.9316,25.858824,26.863125,26.650882,26.634706,26.229522,26.229522,25.696139,25.425662,26.133603,26.137941,26.137941,26.651948,26.245698,25.863162,25.657353,25.925662,25.925662,25.573272,
497.2131,25.905845,26.727052,26.926026,26.769776,26.170491,26.170491,26.382492,25.848879,25.852457,26.403078,26.403078,26.75,26.581871,26.388431,26.039552,26.859138,26.859138,25.769371,
497.4947,26.213448,26.8125,26.985522,26.711868,26.340742,26.340742,26.462583,26.448255,25.932198,26.900233,26.900233,27.253159,26.361951,26.888764,26.108228,26.829121,26.829121,25.750714,
497.7762,26.624805,27.176219,27.033065,26.674598,26.913317,26.913317,25.972575,27.161502,26.227827,27.268348,27.268348,27.720565,26.396784,27.161696,26.126815,26.382261,26.382261,25.579033,
498.0578,27.184524,27.548872,27.192826,26.865367,27.313831,27.313831,25.78125,27.402256,26.489035,27.3125,27.3125,27.587093,27.320176,27.298872,26.237704,26.695489,26.695489,25.935856,
498.3394,27.837812,27.449334,27.633424,27.112323,27.34375,27.34375,26.246589,27.135992,26.80235,27.729701,27.729701,27.533777,28.068396,27.375842,26.825978,27.147785,27.147785,26.827662,
498.6209,28.361289,27.596882,27.874304,27.329343,27.770323,27.770323,26.671701,27.553313,27.189588,27.666829,27.666829,27.640799,28.312848,27.422049,27.549485,27.643235,27.643235,27.675181,
498.9025,28.686742,28.294828,27.828049,27.282008,28.778369,28.778369,26.578504,28.404885,27.654885,26.83002,26.83002,27.920586,28.405947,27.748484,27.796799,28.123787,28.123787,27.96875,
499.1840,28.690782,28.810531,27.966124,27.07911,29.267923,29.267923,26.698858,28.473345,27.998687,26.529281,26.529281,28.080423,28.361673,28.0625,27.843094,28.237329,28.237329,27.892266,
499.4656,28.365791,28.891208,28.304334,27.166626,28.825332,28.825332,27.312377,28.34025,28.047458,27.091294,27.091294,27.818333,28.415459,27.927124,27.980292,28.09375,28.09375,27.932834,
499.7472,28.483182,29.067194,28.220784,28.081274,28.246988,28.246988,27.631727,28.925376,28.090386,27.59375,27.59375,28.321535,28.697239,28.195205,28.123318,28.285944,28.285944,28.269478,
500.0287,28.725357,29.470061,28.819054,29.227978,28.145239,28.145239,27.83405,29.439702,28.621015,27.985895,27.985895,29.0625,28.754404,28.685298,28.345061,28.732382,28.732382,28.369285,
500.3103,28.895961,29.901417,29.806422,29.533978,28.355283,28.355283,28.546755,29.249378,28.842506,28.751244,28.751244,28.948411,28.573411,28.405006,28.548239,28.771822,28.771822,28.104661,
500.5919,29.372703,30.394177,29.281624,29.290064,28.658173,28.658173,29.021474,29.146474,28.37078,29.194979,29.194979,28.8125,28.689423,27.891293,28.545246,28.555983,28.555983,28.332639,
500.8734,29.287945,30.797322,29.055805,29.209711,29.037389,29.037389,29.276005,29.524555,28.716744,29.322433,29.322433,28.908594,29.411833,27.924666,28.795872,29.091744,29.091744,28.877344,
501.1550,29.395046,31.193187,29.850339,30.110362,29.353773,29.353773,29.791724,30.35946,29.70276,29.644145,29.644145,29.556082,30.233559,28.752704,29.48401,29.768243,29.768243,29.067286,
501.4365,30.369156,31.425777,30.490237,31,29.81446,29.81446,30.179198,31.052737,30.416512,30,30,30.236816,30.862315,29.513184,30.118657,29.954105,29.954105,29.169434,
501.7181,30.655555,31.126348,30.691585,30.586928,30.173244,30.173244,29.944281,30.853921,30.816585,30.012909,30.012909,30.180024,31.200409,29.247263,30.37161,30.682108,30.682108,29.290768,
501.9997,30.507944,30.754686,30.369788,29.696873,30.210806,30.210806,29.498045,30.291926,30.621091,30.208074,30.208074,29.973436,30.80195,29.336332,30.386327,30.842572,30.842572,29.184894,
502.2812,31.083439,30.864689,30.267178,29.966275,30.388636,30.388636,29.922676,30.451136,30.92697,30.740441,30.740441,30.305731,30.75558,30.136597,30.465741,30.176436,30.176436,28.997744,
502.5628,31.629949,31.676657,31.599923,31.557218,31.212244,31.212244,31.277525,31.214413,32.394796,31.204515,31.204515,31.494106,31.914591,30.406862,30.855816,31.034642,31.034642,29.51051,
502.8443,31.69928,32.238713,32.050226,32.249506,31.535341,31.535341,31.70697,31.547616,32.012414,31.363713,31.363713,31.984128,32.221854,30.856518,30.792537,31.543524,31.543524,30.098829,
503.1259,31.753226,32.225602,31.909476,31.886891,31.743148,31.743148,31.917343,31.723789,30.655235,31.522984,31.522984,31.894758,31.784875,31.45182,30.886093,31.684274,31.684274,30.664117,
503.4075,32.092533,32.080763,32.22638,31.676867,32.481656,32.481656,32.48052,31.88263,30.65617,31.831332,31.831332,32.121429,31.72638,32.309497,31.718101,31.781818,31.781818,31.235228,
503.6890,32.691922,32.532133,32.894751,32.133843,33.376474,33.376474,32.715802,32.485553,32.122344,32.192513,32.192513,32.737027,32.252948,32.943986,32.478184,32.018868,32.018868,31.71079,
503.9706,32.981121,33.360811,33.323698,32.659181,33.246483,33.246483,32.975785,32.845509,32.906836,31.841405,31.841405,33.136785,32.32194,32.632681,32.246483,31.958724,31.958724,31.971681,
504.2521,33.321578,33.835598,33.364995,33.020319,32.936882,32.936882,32.976163,32.701211,32.731535,31.439044,31.439044,33.105917,32.249691,32.446887,32.009078,32.030941,32.030941,31.786192,
504.5337,33.884122,33.465116,33.381378,33.415372,33.292795,33.292795,31.889289,32.281571,32.570411,31.715758,31.715758,33.170539,32.502744,32.836481,32.451468,32.173853,32.173853,31.231828,
504.8153,34.665061,33.831021,33.603459,34.176892,33.858926,33.858926,32.956021,32.919304,33.288838,33.065845,33.065845,34.140176,33.216954,33.325554,32.841628,32.567068,32.567068,32.56617,
505.0968,35.012443,34.350401,33.766055,34.452982,34.068865,34.068865,33.428383,33.240883,33.252752,33.121388,33.121388,34.218463,34.141341,33.759977,32.972076,33.156537,33.156537,33.284002,
505.3784,34.55946,34.24696,34.139227,34.116366,34.047106,34.047106,33.661381,33.482977,32.823225,32.449854,32.449854,33.881761,34.569261,34.200559,33.061333,33.174902,33.174902,32.617996,
505.6600,33.729407,33.55746,34.293923,33.764545,33.983295,33.983295,33.908122,33.857287,32.881624,32.070132,32.070132,33.857287,34.254896,34.244096,33.00288,32.968606,32.968606,32.170651,
505.9415,34.461217,34.750373,34.550262,34.569275,34.576242,34.576242,34.558168,34.759975,34.089984,33.16359,33.16359,34.65832,34.390812,34.511107,33.57191,34.238135,34.238135,33.804402,
506.2231,35.672719,35.77035,35.214791,35.580263,34.903584,34.903584,35.308462,35.603357,34.622334,33.801679,33.801679,35.0734,35.231102,34.796268,34.812658,35.775839,35.775839,34.736355,
506.5046,36.679363,35.319539,35.717852,36.171625,35.28135,35.28135,35.578175,35.991364,34.835513,34.579572,34.579572,35.28125,35.678465,35.508536,35.608527,35.608327,35.608327,34.328075,
506.7862,36.397551,34.826772,34.927618,36.005152,35.337416,35.337416,35.564865,35.466806,34.55777,35.779646,35.779646,35.341385,34.779306,36.172466,35.000421,34.557348,34.557348,34.228632,
507.0678,36.605432,35.857446,35.359921,36.189975,35.600022,35.600022,35.490101,36.329132,35.08857,35.122986,35.122986,35.631963,35.814283,36.053062,35.903084,34.480432,34.480432,34.12005,
507.3493,37.385312,37.180298,36.607153,36.141828,37.252758,37.252758,36.08105,36.792932,35.779195,35.00585,35.00585,36.071775,36.759275,35.915525,37.081735,35.18476,35.18476,34.580365,
507.6309,38.557412,38.38154,37.750732,36.15553,38.44332,38.44332,36.81904,37.637349,36.463662,36.593018,36.593018,36.470202,37.013813,36.13082,37.377916,36.167147,36.167147,35.68168,
507.9124,38.600359,38.238577,37.144628,35.624601,37.763218,37.763218,36.744388,38.063098,36.618391,36.876197,36.876197,36.61859,36.61859,35.57492,36.376197,36.53766,36.53766,36.218949,
508.1940,38.316226,37.462585,36.652524,36.092463,37.271358,37.271358,36.367259,37.534688,36.814363,35.942802,35.942802,36.689363,36.812788,35.572104,35.583858,36.519783,36.519783,36.070241,
508.4756,38.223224,37.092214,37.277579,37.264023,37.110377,37.110377,36.66827,37.080062,36.726296,35.45553,35.45553,36.706598,37.373932,35.432426,35.633481,36.985844,36.985844,36.11839,
508.7571,38.885475,37.739327,38.885497,38.364569,37.34364,37.34364,37.645797,38.046864,36.911455,36.979071,36.979071,37.458275,38.057317,36.093574,36.854049,37.442749,37.442749,36.921798,
509.0387,38.38605,39.484665,38.181153,38.395779,38.183377,38.183377,37.945168,37.983923,36.952094,37.56382,37.56382,37.879865,37.909053,37.34375,37.653447,37.083279,37.083279,37.459021,
509.3203,37.910366,38.895172,37.414481,37.959299,38.477388,38.477388,38.065802,37.205183,36.990549,37.017276,37.017276,37.815802,37.958079,37.298526,37.414481,36.741769,36.741769,37.220833,
509.6018,37.89204,37.993981,37.206547,37.852435,38.389704,38.389704,37.493651,37.308817,36.825198,36.883685,36.883685,37.28125,37.185494,37.135691,37.160592,37.187829,37.187829,36.292106,
509.8834,38.846975,38.750197,37.979636,38.776208,38.710483,38.710483,37.31895,38.507661,37.335483,37.807458,37.807458,37.365522,37.463103,37.969552,37.582258,38.065119,38.065119,37.532052,
510.1649,39.058939,40.072864,38.277769,39.236235,38.881962,38.881962,37.927375,38.492879,37.503481,38.138686,38.138686,38.00008,38.173814,39.065901,37.517405,38.667012,38.667012,38.475235,
510.4465,38.737441,39.818632,38.212449,39.590579,38.806073,38.806073,38.84375,37.943758,37.543767,37.462449,37.462449,38.278163,38.753045,38.718581,37.706318,39.703062,39.703062,36.874789,
510.7281,38.357625,39.05345,37.894425,39.29235,37.566725,37.566725,38.791025,38.097125,37.6618,37.161075,37.161075,38.54235,38.1688,37.613175,38.24505,39.103649,39.103649,35.635251,
511.0096,38.519348,39.252229,38.185651,39.314349,37.007445,37.007445,38.264511,39.028452,37.735679,37.627988,37.627988,38.62481,37.714293,37.865706,39.09337,37.356222,37.356222,37.336495,
511.2912,38.778834,38.914488,39.264774,38.272298,37.47081,37.47081,38.43956,38.233524,37.978691,38.838917,38.838917,38.282953,38.412429,38.58856,38.415834,38.235583,38.235583,37.285012,
511.5727,39.13825,39.012569,38.983698,38.992189,37.498302,37.498302,38.4195,37.960939,38.581181,39.647759,39.647759,38.731319,38.45075,39.758836,39.456181,38.017664,38.017664,37.772759,
511.8543,38.274577,38.682161,38.15625,38.287141,37.482097,37.482097,37.583855,37.315952,38.890234,39.491992,39.491992,38.391568,37.597754,38.275911,39.745213,37.799936,37.799936,37.590298,
512.1359,38.174407,38.578,38.142687,37.742969,37.793844,37.793844,38.098344,38.117969,38.512843,39.286343,39.286343,38.063469,37.689438,38.161094,38.927812,38.240063,38.240063,36.816375,
512.4174,39.724155,39.084119,37.724755,38.506005,38.197709,38.197709,39.212144,38.884608,37.941103,38.477157,38.477157,38.112366,37.765614,38.326913,38.641815,38.915858,38.915858,36.968127,
512.6990,39.987812,40.184051,38.03033,38.803302,38.714841,38.714841,38.868101,39.371091,38.12707,38.900961,38.900961,39.057671,38.56158,39.068479,39.495631,39.402341,39.402341,38.534239,
512.9806,38.351326,39.720894,37.906822,37.568217,38.18993,38.18993,37.941788,38.84618,38.404964,38.190788,38.190788,38.409252,38.438072,39.871284,38.908966,38.87743,38.87743,38.935642,
513.2621,37.821309,39.257772,37.814054,36.886399,37.941645,37.941645,38.828724,38.597895,38.775032,37.35774,37.35774,37.23844,38.283841,38.000357,38.445272,38.475486,38.475486,38.10774,
513.5437,37.023287,38.460787,37.842854,37.755276,37.633957,37.633957,38.418789,37.865246,38.477707,37.981191,37.981191,37.127687,37.552746,37.331309,37.284035,37.649183,37.649183,37.000994,
513.8252,38.498726,38.467475,39.312501,38.470664,38.494261,38.494261,38.705995,38.952807,39.367986,38.92921,38.92921,38.773599,38.100766,39.080997,38.568879,38.943879,38.943879,38.617349,
514.1068,39.450273,38.232011,39.907664,38.5,38.945544,38.945544,38.452418,39.236739,39.28788,38.998342,38.998342,39.406006,38.154592,39.15625,38.920924,38.437744,38.437744,38.894647,
514.3884,39.587624,38.189542,38.915219,38.412376,38.413797,38.413797,37.648883,38.315343,38.551049,38.211383,38.211383,38.444427,37.805754,37.841889,37.710763,37.705257,37.705257,37.445848,
514.6699,38.556181,38.043393,38.123216,37.714537,38.519107,38.519107,36.729109,37.731215,37.952394,37.666287,37.666287,37.452716,37.5795,36.741252,36.904466,37.771535,37.771535,36.07561,
514.9515,38.184426,38.201845,38.744878,37.997439,38.787142,38.787142,36.940574,38.426743,38.162142,38.136784,38.136784,37.773054,37.818392,37.59452,37.725156,38.065574,38.065574,36.793291,
515.2330,38.296456,38.695451,38.616211,38.143415,38.756418,38.756418,37.669781,38.528041,38.495954,38.159459,38.159459,38.569613,37.479214,37.967912,38.177036,37.953544,37.953544,37.856443,
515.5146,38.533682,39.24766,37.84726,38.183898,38.141749,38.141749,38.026478,38.28242,38.28242,37.40976,37.40976,38.90508,37.078079,37.723522,38.080511,38.324569,38.324569,38.383467,
515.7962,38.126467,37.486612,39.167107,38.269256,36.890661,36.890661,37.762727,38.440764,37.050909,37.557769,37.557769,38.14719,37.16751,37.115207,38.007996,37.203161,37.203161,37.919711,
516.0777,38.116208,37.514145,38.811064,38.200688,37.470665,37.470665,37.960437,38.737291,36.633313,37.352063,37.352063,37.359897,37.053229,37.03125,38.161125,36.225627,36.225627,37.521501,
516.3593,38.310177,37.536046,37.898679,38.266862,38.20219,38.20219,37.947092,38.331534,36.673112,37.762216,37.762216,37.567447,37.137066,37.533874,38.1875,36.358289,36.358289,37.071941,
516.6409,38.786625,37.322838,37.541588,38.229147,38.182243,38.182243,37.833294,38.223949,36.895912,37.84375,37.84375,38.224184,37.078096,37.729206,38.474066,37.734875,37.734875,36.869743,
516.9224,38.490298,36.819608,37.653881,37.628874,37.771548,37.771548,36.812275,36.833823,37.091381,36.612704,36.612704,37.06141,36.062275,37.10883,37.992667,37.897413,37.897413,36.048699,
517.2040,37.522853,36.81971,37.889419,37.298081,37.78846,37.78846,36.921869,36.40505,36.923081,36.570909,36.570909,36.427891,36.298068,37.347349,37.496401,36.890644,36.890644,35.244002,
517.4855,37.064192,37.241043,37.515376,37.970093,37.638684,37.638684,37.645601,36.846785,37.098477,37.56857,37.56857,37.187997,36.977358,37.983778,36.859972,36.65625,36.65625,35.515874,
517.7671,37.537228,37.587945,37.40625,38.864415,37.471653,37.471653,38.349728,37.408301,37.64464,37.959017,37.959017,37.967898,36.856386,37.538933,37.109462,37.633029,37.633029,36.723876,
