,Live Spectrum 26-10-2023 13:31:25,Live Spectrum 26-10-2023 13:31:27,Live Spectrum 26-10-2023 13:31:28,Live Spectrum 26-10-2023 13:31:28,Live Spectrum 26-10-2023 13:31:29,Live Spectrum 26-10-2023 13:31:29,Live Spectrum 26-10-2023 13:31:29,Live Spectrum 26-10-2023 13:31:30,Live Spectrum 26-10-2023 13:31:30,Live Spectrum 26-10-2023 13:31:30,Live Spectrum 26-10-2023 13:31:30,Live Spectrum 26-10-2023 13:31:31,Live Spectrum 26-10-2023 13:31:31,Live Spectrum 26-10-2023 13:31:31,Live Spectrum 26-10-2023 13:31:31,Live Spectrum 26-10-2023 13:31:32,Live Spectrum 26-10-2023 13:31:32,Live Spectrum 26-10-2023 13:31:32,Live Spectrum 26-10-2023 13:31:32,Live Spectrum 26-10-2023 13:31:32,Live Spectrum 26-10-2023 13:31:32,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
463.1442,64.167929,66.344958,66.344958,65.832434,64.761316,64.761316,65.413016,65.413016,65.425258,65.425258,65.425258,66.081508,66.081508,66.081508,65.444547,65.202239,65.202239,65.202239,65.379913,65.379913,65.379913,
463.4257,64.038417,64.236996,64.236996,65.169582,64.669833,64.669833,65.284834,65.284834,64.850166,64.850166,64.850166,66.04175,66.04175,66.04175,65.778167,64.565583,64.565583,64.565583,65.962585,65.962585,65.962585,
463.7073,64.485121,64.816784,64.816784,66.10752,64.618211,64.618211,64.358534,64.358534,65.08566,65.08566,65.08566,65.671129,65.671129,65.671129,64.945494,65.275952,65.275952,65.275952,65.07998,65.07998,65.07998,
463.9889,64.421658,64.664559,64.664559,65.545791,65.411706,65.411706,64.929625,64.929625,64.523717,64.523717,64.523717,64.407026,64.407026,64.407026,64.908761,64.295357,64.295357,64.295357,64.953342,64.953342,64.953342,
464.2704,63.016225,63.617165,63.617165,64.3243,64.859145,64.859145,63.204555,63.204555,64.467275,64.467275,64.467275,63.574945,63.574945,63.574945,64.2276,63.499355,63.499355,63.499355,63.394175,63.394175,63.394175,
464.5520,62.507318,63.375,63.375,64.707873,64.010877,64.010877,63.05983,63.05983,64.971618,64.971618,64.971618,64.331093,64.331093,64.331093,64.180182,64.070017,64.070017,64.070017,63.46519,63.46519,63.46519,
464.8335,62.144587,62.626931,62.626931,63.927446,62.995938,62.995938,63.505349,63.505349,63.173705,63.173705,63.173705,63.440396,63.440396,63.440396,62.971968,63.202703,63.202703,63.202703,62.571389,62.571389,62.571389,
465.1151,62.413142,62.487592,62.487592,63.036308,62.806296,62.806296,63.142925,63.142925,61.911078,61.911078,61.911078,62.42992,62.42992,62.42992,62.556067,62.486675,62.486675,62.486675,61.611216,61.611216,61.611216,
465.3967,61.695114,61.544198,61.544198,61.818587,61.504561,61.504561,62.880334,62.880334,61.743903,61.743903,61.743903,61.721794,61.721794,61.721794,61.223311,62.073168,62.073168,62.073168,61.839943,61.839943,61.839943,
465.6782,61.5,61.186219,61.186219,61.461476,61.566342,61.566342,62.439652,62.439652,62.431915,62.431915,62.431915,61.745287,61.745287,61.745287,60.779969,62.126281,62.126281,62.126281,61.836476,61.836476,61.836476,
465.9598,60.891452,60.218072,60.218072,61.209295,61.123771,61.123771,60.087052,60.087052,61.148449,61.148449,61.148449,60.46273,60.46273,60.46273,60.952849,61.116647,61.116647,61.116647,59.707939,59.707939,59.707939,
466.2414,60.622736,60.279981,60.279981,60.62174,61.203623,61.203623,59.435236,59.435236,61.16884,61.16884,61.16884,60.258061,60.258061,60.258061,60.440038,60.391396,60.391396,60.391396,60.084146,60.084146,60.084146,
466.5229,59.086528,59.858373,59.858373,60.014623,60.764623,60.764623,60.095996,60.095996,59.717232,59.717232,59.717232,59.82142,59.82142,59.82142,59.495024,59.565958,59.565958,59.565958,60.127973,60.127973,60.127973,
466.8045,58.493639,59.083462,59.083462,60.136975,60.476797,60.476797,60.147456,60.147456,59.810813,59.810813,59.810813,59.257301,59.257301,59.257301,59.825222,59.252434,59.252434,59.252434,59.709209,59.709209,59.709209,
467.0860,57.254257,57.882871,57.882871,58.284022,59.254257,59.254257,57.244061,57.244061,57.951327,57.951327,57.951327,57.818671,57.818671,57.818671,58.342694,58.009785,58.009785,58.009785,58.261698,58.261698,58.261698,
467.3676,57.283865,57.940115,57.940115,57.74597,59,59,56.263717,56.263717,58.331233,58.331233,58.331233,58.150592,58.150592,58.150592,57.612911,58.033865,58.033865,58.033865,57.865526,57.865526,57.865526,
467.6492,57.188435,57.119882,57.119882,57.356349,58.093997,58.093997,57.274704,57.274704,56.972737,56.972737,56.972737,58.229478,58.229478,58.229478,57.479478,56.721802,56.721802,56.721802,56.937747,56.937747,56.937747,
467.9307,57.260099,56.9375,56.9375,57.203363,57.958175,57.958175,56.902865,56.902865,56.786062,56.786062,56.786062,58.011051,58.011051,58.011051,58.299546,56.125952,56.125952,56.125952,56.801925,56.801925,56.801925,
468.2123,56.994858,55.193114,55.193114,55.547256,56.2504,56.2504,54.542187,54.542187,56.500073,56.500073,56.500073,55.313118,55.313118,55.313118,56.203652,55.593859,55.593859,55.593859,56.135574,56.135574,56.135574,
468.4938,57.198555,55.391966,55.391966,55.505911,56.715521,56.715521,54.641966,54.641966,56.4375,56.4375,56.4375,55.668838,55.668838,55.668838,56.533166,55.943794,55.943794,55.943794,56.052211,56.052211,56.052211,
468.7754,56.595697,53.746467,53.746467,55.353123,55.932803,55.932803,55.953918,55.953918,54.945689,54.945689,54.945689,55.189447,55.189447,55.189447,56.137885,54.958193,54.958193,54.958193,55.120303,55.120303,55.120303,
469.0570,55.629216,53.275073,53.275073,54.971439,55.303998,55.303998,56.292442,56.292442,54.0266,54.0266,54.0266,55.219913,55.219913,55.219913,55.690189,54.435175,54.435175,54.435175,54.596439,54.596439,54.596439,
469.3385,53.838434,53.749613,53.749613,53.197048,53.772502,53.772502,54.366639,54.366639,53.590705,53.590705,53.590705,53.724866,53.724866,53.724866,54.099866,54.112046,54.112046,54.112046,53.374251,53.374251,53.374251,
469.6201,54.058292,53.685637,53.685637,53.665564,53.658113,53.658113,54.263521,54.263521,54.479926,54.479926,54.479926,53.015866,53.015866,53.015866,54.497655,54.326021,54.326021,54.326021,53.103546,53.103546,53.103546,
469.9017,53.179245,52.600028,52.600028,53.284389,53.027361,53.027361,54.127661,54.127661,54.497817,54.497817,54.497817,53.993722,53.993722,53.993722,53.357534,53.714861,53.714861,53.714861,53.014533,53.014533,53.014533,
470.1832,52.735443,52.485617,52.485617,52.102817,52.985617,52.985617,53.696915,53.696915,54.019003,54.019003,54.019003,53.764209,53.764209,53.764209,52.648798,53.302738,53.302738,53.302738,53.211645,53.211645,53.211645,
470.4648,52.952525,51.625416,51.625416,51.561717,53.742071,53.742071,51.584304,51.584304,52.983409,52.983409,52.983409,53.051439,53.051439,53.051439,52.509495,52.057386,52.057386,52.057386,52.216401,52.216401,52.216401,
470.7463,53.318554,51.654573,51.654573,51.234539,53.423716,53.423716,51.882403,51.882403,52.759408,52.759408,52.759408,52.990592,52.990592,52.990592,52.898192,52.772865,52.772865,52.772865,52.110888,52.110888,52.110888,
471.0279,52.258368,51.102598,51.102598,51.293846,52.147359,52.147359,52.265865,52.265865,51.659955,51.659955,51.659955,52.388511,52.388511,52.388511,51.905291,52.9375,52.9375,52.9375,52.098414,52.098414,52.098414,
471.3095,51.68977,51.026624,51.026624,51.631983,52.177112,52.177112,52.072888,52.072888,51.521997,51.521997,51.521997,52.228003,52.228003,52.228003,51.505762,52.56477,52.56477,52.56477,51.987256,51.987256,51.987256,
471.5910,50.318787,50.658046,50.658046,51.447583,51.285741,51.285741,50.911639,50.911639,50.518269,50.518269,50.518269,51.499,51.499,51.499,50.295824,51.353732,51.353732,51.353732,50.076075,50.076075,50.076075,
471.8726,50.440694,51.180886,51.180886,50.952554,50.537864,50.537864,50.692062,50.692062,50.370438,50.370438,50.370438,51.294936,51.294936,51.294936,50.120438,51.449818,51.449818,51.449818,50.043568,50.043568,50.043568,
472.1541,49.618393,50.58665,50.58665,49.859816,49.235309,49.235309,49.752462,49.752462,49.653685,49.653685,49.653685,49.705043,49.705043,49.705043,49.270108,50.938977,50.938977,50.938977,49.960173,49.960173,49.960173,
472.4357,48.987439,50.308313,50.308313,49.874677,49.111469,49.111469,49.59375,49.59375,49.53125,49.53125,49.53125,48.769012,48.769012,48.769012,48.750647,51.057666,51.057666,51.057666,49.40271,49.40271,49.40271,
472.7173,48.772448,48.675624,48.675624,48.702031,48.857396,48.857396,49.834594,49.834594,49.370687,49.370687,49.370687,48.602729,48.602729,48.602729,48.446656,49.354322,49.354322,49.354322,48.911094,48.911094,48.911094,
472.9988,48.669666,49.048925,49.048925,48.633891,49.562288,49.562288,49.821444,49.821444,48.9153,48.9153,48.9153,48.861531,48.861531,48.861531,49.022147,49.410616,49.410616,49.410616,49.13831,49.13831,49.13831,
473.2804,47.959641,48.566812,48.566812,47.504166,48.803343,48.803343,48.472868,48.472868,48.33469,48.33469,48.33469,48.236434,48.236434,48.236434,48.053294,48.772141,48.772141,48.772141,48.67844,48.67844,48.67844,
473.5620,47.548906,48.254318,48.254318,46.803225,47.718112,47.718112,47.767529,47.767529,48.464432,48.464432,48.464432,47.910568,47.910568,47.910568,48.250255,48.495426,48.495426,48.495426,48.45973,48.45973,48.45973,
473.8435,46.373893,47.30714,47.30714,45.80714,46.999447,46.999447,47.097634,47.097634,47.85651,47.85651,47.85651,46.775705,46.775705,46.775705,47.561762,47.503515,47.503515,47.503515,47.552702,47.552702,47.552702,
474.1251,46.267951,47.209884,47.209884,45.763518,47.818028,47.818028,47.241353,47.241353,47.75,47.75,47.75,46.432848,46.432848,46.432848,47.142513,47.263299,47.263299,47.263299,47.620786,47.620786,47.620786,
474.4066,45.744875,47.031019,47.031019,45.861706,47.405556,47.405556,46.85215,46.85215,47.240444,47.240444,47.240444,46.111244,46.111244,46.111244,46.691469,46.499075,46.499075,46.499075,46.905325,46.905325,46.905325,
474.6882,45.790337,46.812279,46.812279,46.304077,46.373893,46.373893,46.432625,46.432625,47.55851,47.55851,47.55851,46.116135,46.116135,46.116135,45.525489,45.677749,45.677749,45.677749,46.566711,46.566711,46.566711,
474.9698,44.847241,45.4138,45.4138,45.356116,45.548431,45.548431,45.275678,45.275678,46.230737,46.230737,46.230737,44.301733,44.301733,44.301733,44.351678,44.999432,44.999432,44.999432,46.048621,46.048621,46.048621,
475.2513,44.714305,45.643185,45.643185,44.86584,45.571525,45.571525,45.62985,45.62985,45.919585,45.919585,45.919585,44.05361,44.05361,44.05361,44.214305,44.31654,44.31654,44.31654,45.995555,45.995555,45.995555,
475.5329,45.067073,44.861339,44.861339,44.276618,44.816721,44.816721,44.941721,44.941721,44.807692,44.807692,44.807692,43.580206,43.580206,43.580206,44.486691,44.272338,44.272338,44.272338,45.464118,45.464118,45.464118,
475.8144,45.07144,43.754668,43.754668,44.08038,43.991218,43.991218,44.571479,44.571479,44.51788,44.51788,44.51788,44.705103,44.705103,44.705103,44.66515,44.06701,44.06701,44.06701,45.29466,45.29466,45.29466,
476.0960,43.510253,42.790864,42.790864,42.804645,42.884773,42.884773,43.353683,43.353683,43.29567,43.29567,43.29567,43.889261,43.889261,43.889261,43.616985,43.362178,43.362178,43.362178,43.969869,43.969869,43.969869,
476.3776,42.929089,43.244587,43.244587,42.994889,43.119889,43.119889,43.076022,43.076022,42.98678,42.98678,42.98678,42.88973,42.88973,42.88973,43.892124,43.651139,43.651139,43.651139,43.509317,43.509317,43.509317,
476.6591,42.821562,42.381861,42.381861,43.276253,42.546241,42.546241,42.421241,42.421241,42.300772,42.300772,42.300772,42.937034,42.937034,42.937034,43.594682,43.39812,43.39812,43.39812,42.373266,42.373266,42.373266,
476.9407,42.332034,41.471358,41.471358,42.671878,42.384115,42.384115,41.832034,41.832034,41.840497,41.840497,41.840497,41.874354,41.874354,41.874354,42.81055,42.729821,42.729821,42.729821,42.054037,42.054037,42.054037,
477.2223,42.25,40.970469,40.970469,41.415995,42.295011,42.295011,41.323393,41.323393,42.341171,42.341171,42.341171,41.127579,41.127579,41.127579,43.007455,41.131877,41.131877,41.131877,41.631306,41.631306,41.631306,
477.5038,42.036959,41.385592,41.385592,41.085599,41.828538,41.828538,41.542931,41.542931,42.4375,42.4375,42.4375,41.963305,41.963305,41.963305,42.556527,40.92826,40.92826,40.92826,41.402719,41.402719,41.402719,
477.7854,41.042606,40.03266,40.03266,41.168877,40.446881,40.446881,40.556574,40.556574,41.267352,41.267352,41.267352,41.832463,41.832463,41.832463,41.272008,40.804529,40.804529,40.804529,40.656955,40.656955,40.656955,
478.0669,40.981221,38.93148,38.93148,41.346832,39.661089,39.661089,39.419009,39.419009,40.398617,40.398617,40.398617,41.117367,41.117367,41.117367,40.982834,40.32981,40.32981,40.32981,40.186031,40.186031,40.186031,
478.3485,40.416708,38.834277,38.834277,39.492559,39.323881,39.323881,38.534142,38.534142,39.353286,39.353286,39.353286,39.276639,39.276639,39.276639,40.544538,39.10993,39.10993,39.10993,39.276576,39.276576,39.276576,
478.6301,40.153691,38.579069,38.579069,38.944505,39.625336,39.625336,39.147357,39.147357,39.690394,39.690394,39.690394,38.386451,38.386451,38.386451,40.415814,39.409144,39.409144,39.409144,39.019128,39.019128,39.019128,
478.9116,39.385242,37.659393,37.659393,38.219332,39.502561,39.502561,38.118773,38.118773,38.803713,38.803713,38.803713,37.594332,37.594332,37.594332,39.296613,40.081238,40.081238,40.081238,38.656541,38.656541,38.656541,
479.1932,38.85447,38.001005,38.001005,37.566377,39.046851,39.046851,36.851504,36.851504,37.83394,37.83394,37.83394,37.521487,37.521487,37.521487,38.197216,39.923813,39.923813,39.923813,38.725593,38.725593,38.725593,
479.4747,37.939191,37.093805,37.093805,38.021351,38.442463,38.442463,36.182592,36.182592,37.450671,37.450671,37.450671,37.504936,37.504936,37.504936,37.873364,38.006682,38.006682,38.006682,38.118456,38.118456,38.118456,
479.7563,37.807507,36.985021,36.985021,38.098743,39.052688,39.052688,36.303806,36.303806,37.537535,37.537535,37.537535,37.473743,37.473743,37.473743,37.764979,38.050104,38.050104,38.050104,37.816201,37.816201,37.816201,
480.0379,37.89109,36.423676,36.423676,37.674605,38.087246,38.087246,36.369947,36.369947,37.012373,37.012373,37.012373,36.918623,36.918623,36.918623,36.990301,37.836838,37.836838,37.836838,37.10014,37.10014,37.10014,
480.3194,37.644919,35.815972,35.815972,37.332419,36.751278,36.751278,35.852339,35.852339,36.749452,36.749452,36.749452,36.8125,36.8125,36.8125,36.739218,37.180189,37.180189,37.180189,36.916484,36.916484,36.916484,
480.6010,36.186155,35.119219,35.119219,36.394986,35.019389,35.019389,35.593601,35.593601,35.754287,35.754287,35.754287,36.134769,36.134769,36.134769,36.093152,36.619368,36.619368,36.619368,35.550788,35.550788,35.550788,
480.8826,35.828259,34.870015,34.870015,36.088765,34.796741,34.796741,35.692485,35.692485,35.484509,35.484509,35.484509,35.948006,35.948006,35.948006,35.942753,36.817218,36.817218,36.817218,34.683318,34.683318,34.683318,
481.1641,35.345859,34.377109,34.377109,34.97367,34.423632,34.423632,35.822448,35.822448,35.261354,35.261354,35.261354,35.496783,35.496783,35.496783,35.237538,36.278736,36.278736,36.278736,33.940312,33.940312,33.940312,
481.4457,34.422833,33.583328,33.583328,34.439812,34.111109,34.111109,35.533562,35.533562,35.167052,35.167052,35.167052,35.121911,35.121911,35.121911,34.886958,35.613422,35.613422,35.613422,34.200234,34.200234,34.200234,
481.7272,34.456163,34.72602,34.72602,34.426541,33.882107,33.882107,34.618327,34.618327,34.718153,34.718153,34.718153,35.526367,35.526367,35.526367,34.019097,34.984592,34.984592,34.984592,34.513184,34.513184,34.513184,
482.0088,34.217423,34.922933,34.922933,33.538391,34.229083,34.229083,34.334745,34.334745,34.470867,34.470867,34.470867,35.265356,35.265356,35.265356,33.689617,35.1062,35.1062,35.1062,34.690944,34.690944,34.690944,
482.2904,33.516143,33.805266,33.805266,32.319579,33.826019,33.826019,33.979644,33.979644,34.386291,34.386291,34.386291,34.444976,34.444976,34.444976,32.888121,34.592956,34.592956,34.592956,34.206664,34.206664,34.206664,
482.5719,32.992249,32.822514,32.822514,32.221334,32.902214,32.902214,33.9828,33.9828,34.145349,34.145349,34.145349,34.000566,34.000566,34.000566,32.157382,33.983932,33.983932,33.983932,33.200664,33.200664,33.200664,
482.8535,32.550283,32.173152,32.173152,32.122869,32.006816,32.006816,33.237213,33.237213,33.076701,33.076701,33.076701,33.073008,33.073008,33.073008,31.548152,33.391902,33.391902,33.391902,32.008377,32.008377,32.008377,
483.1350,32.418085,32.315827,32.315827,31.840423,32.173076,32.173076,32.530513,32.530513,32.539757,32.539757,32.539757,32.393678,32.393678,32.393678,31.893489,33.255917,33.255917,33.255917,31.831915,31.831915,31.831915,
483.4166,31.951997,31.920747,31.920747,31.074634,31.84622,31.84622,31.750107,31.750107,31.762134,31.762134,31.762134,31.297036,31.297036,31.297036,31.59622,32.745275,32.745275,32.745275,31.566151,31.566151,31.566151,
483.6982,31.642655,31.209216,31.209216,30.629745,31.34781,31.34781,31.367518,31.367518,31.392655,31.392655,31.392655,30.836268,30.836268,30.836268,31.072674,32.197674,32.197674,32.197674,31.399453,31.399453,31.399453,
483.9797,30.166785,30.261397,30.261397,31.088224,30.699242,30.699242,30.761742,30.761742,30.843061,30.843061,30.843061,31.407112,31.407112,31.407112,30.493095,30.46651,30.46651,30.46651,30.674035,30.674035,30.674035,
484.2613,30.610233,29.389413,29.389413,31.443112,30.712075,30.712075,31.19837,31.19837,30.893254,30.893254,30.893254,31.836721,31.836721,31.836721,30.424858,30.261933,30.261933,30.261933,30.20085,30.20085,30.20085,
484.5428,30.738037,29.293213,29.293213,31.102866,30.47697,30.47697,31.145183,31.145183,30.863037,30.863037,30.863037,31.658041,31.658041,31.658041,30.16447,30.089112,30.089112,30.089112,30.000896,30.000896,30.000896,
484.8244,29.779782,29.411339,29.411339,29.937484,29.66496,29.66496,30.451298,30.451298,30.226008,30.226008,30.226008,31.297234,31.297234,31.297234,29.525427,30.05596,30.05596,30.05596,29.894621,29.894621,29.894621,
485.1060,28.940957,28.724229,28.724229,28.99217,29.345772,29.345772,29.420406,29.420406,29.595185,29.595185,29.595185,30.161142,30.161142,30.161142,29.006067,29.816545,29.816545,29.816545,29.948787,29.948787,29.948787,
485.3875,29.417691,28.482293,28.482293,29.253113,29.190108,29.190108,29.236457,29.236457,29.395315,29.395315,29.395315,29.483344,29.483344,29.483344,29.175513,29.823435,29.823435,29.823435,29.797401,29.797401,29.797401,
485.6691,29.082221,28.46875,28.46875,29.082698,28.839589,28.839589,28.714112,28.714112,29.033981,29.033981,29.033981,28.814754,28.814754,28.814754,29.128207,28.650182,28.650182,28.650182,28.946169,28.946169,28.946169,
485.9507,28.210431,27.959801,27.959801,28.466816,28.483408,28.483408,27.883902,27.883902,28.452787,28.452787,28.452787,28.801664,28.801664,28.801664,28.70598,27.682373,27.682373,27.682373,28.379451,28.379451,28.379451,
486.2322,26.794507,27.547291,27.547291,27.757973,28.092822,28.092822,27.446401,27.446401,28.24017,28.24017,28.24017,27.276608,27.276608,27.276608,28.256212,27.47589,27.47589,27.47589,26.810548,26.810548,26.810548,
486.5138,27.372767,27.804487,27.804487,27.425882,28.095925,28.095925,27.97453,27.97453,28.21875,28.21875,28.21875,26.980368,26.980368,26.980368,28.611893,27.588656,27.588656,27.588656,27.142398,27.142398,27.142398,
486.7953,27.847047,28.001649,28.001649,27.017256,27.767256,27.767256,27.917754,27.917754,27.932554,27.932554,27.932554,27.0551,27.0551,27.0551,28.654601,27.458053,27.458053,27.458053,27.446549,27.446549,27.446549,
487.0769,27.123649,27.722953,27.722953,26.763959,27.205662,27.205662,26.895143,26.895143,27.654029,27.654029,27.654029,27.228506,27.228506,27.228506,27.794969,26.884516,26.884516,26.884516,26.757295,26.757295,26.757295,
487.3585,25.696107,27.342066,27.342066,26.742328,26.614521,26.614521,26.240082,26.240082,27.145771,27.145771,27.145771,27.116205,27.116205,27.116205,26.517402,26.648016,26.648016,26.648016,26.012537,26.012537,26.012537,
487.6400,25.406251,27.015623,27.015623,26.773438,26.398437,26.398437,26.195313,26.195313,26.671873,26.671873,26.671873,26.710935,26.710935,26.710935,25.999999,26.859377,26.859377,26.859377,25.960938,25.960938,25.960938,
487.9216,25.484089,26.611376,26.611376,26.501715,25.722751,25.722751,26.428401,26.428401,26.25967,26.25967,26.25967,26.081269,26.081269,26.081269,26.123857,26.657965,26.657965,26.657965,26.046589,26.046589,26.046589,
488.2031,25.453703,26.222216,26.222216,25.943276,25.060175,25.060175,26.175918,26.175918,26.133101,26.133101,26.133101,25.55902,25.55902,25.55902,26.280095,26.122675,26.122675,26.122675,25.784716,25.784716,25.784716,
488.4847,25.115501,25.090004,25.090004,24.677254,24.768251,24.768251,25.717501,25.717501,25.343003,25.343003,25.343003,25.3225,25.3225,25.3225,25.438503,25.807751,25.807751,25.807751,25.457501,25.457501,25.457501,
488.7663,24.86291,24.627357,24.627357,24.441188,25.221413,25.221413,25.296722,25.296722,25.19959,25.19959,25.19959,25.532581,25.532581,25.532581,25.39918,25.978483,25.978483,25.978483,25.146517,25.146517,25.146517,
489.0478,24.699031,24.502975,24.502975,24.454612,25.292781,25.292781,24.937868,24.937868,25.204612,25.204612,25.204612,25.398061,25.398061,25.398061,25.363837,26.175969,26.175969,26.175969,24.880949,24.880949,24.880949,
489.3294,24.430884,24.446213,24.446213,24.414963,24.551366,24.551366,24.77614,24.77614,25.277646,25.277646,25.277646,24.951915,24.951915,24.951915,24.816696,25.925775,25.925775,25.925775,24.902646,24.902646,24.902646,
489.6110,24.455632,24.325618,24.325618,24.540509,23.721839,23.721839,24.638118,24.638118,25.088735,25.088735,25.088735,24.230712,24.230712,24.230712,24.087965,25.11883,25.11883,25.11883,25.116512,25.116512,25.116512,
489.8925,24.411146,24.192396,24.192396,24.704818,23.611068,23.611068,24.327188,24.327188,24.933359,24.933359,24.933359,23.888932,23.888932,23.888932,23.852786,24.510547,24.510547,24.510547,25.032005,25.032005,25.032005,
490.1741,23.845853,24.090107,24.090107,24.529522,23.568059,23.568059,24.174654,24.174654,24.377103,24.377103,24.377103,23.711463,23.711463,23.711463,23.64532,24.397048,24.397048,24.397048,24.549842,24.549842,24.549842,
490.4556,22.924864,23.996862,23.996862,23.934277,23.203061,23.203061,24.44068,24.44068,23.740544,23.740544,23.740544,23.328061,23.328061,23.328061,23.496862,24.625042,24.625042,24.625042,23.981174,23.981174,23.981174,
490.7372,22.776955,23.512884,23.512884,23.545087,23.366411,23.366411,23.954679,23.954679,23.497376,23.497376,23.497376,23.296039,23.296039,23.296039,23.295087,23.807018,23.807018,23.807018,24.355197,24.355197,24.355197,
491.0188,23.080621,23.420169,23.420169,23.382615,23.392331,23.392331,23.752101,23.752101,23.619486,23.619486,23.619486,23.580621,23.580621,23.580621,23.843229,23.729256,23.729256,23.729256,24.24921,24.24921,24.24921,
491.3003,23.443782,23.276539,23.276539,23.27968,23.151539,23.151539,23.695823,23.695823,23.602073,23.602073,23.602073,23.794284,23.794284,23.794284,24.253141,23.576004,23.576004,23.576004,23.559829,23.559829,23.559829,
491.5819,23.350729,22.848666,22.848666,23.10176,22.977792,22.977792,23.571542,23.571542,23.117781,23.117781,23.117781,23.420208,23.420208,23.420208,23.952489,22.802187,22.802187,22.802187,23.16426,23.16426,23.16426,
491.8634,22.557177,22.582527,22.582527,22.779314,23.021479,23.021479,23.300309,23.300309,22.528347,22.528347,22.528347,22.94582,22.94582,22.94582,23.424341,22.248064,22.248064,22.248064,22.988777,22.988777,22.988777,
492.1450,21.864991,22.593678,22.593678,22.65625,23.041691,23.041691,22.729694,22.729694,22.510225,22.510225,22.510225,23.124641,23.124641,23.124641,23.291619,22.270666,22.270666,22.270666,22.916691,22.916691,22.916691,
492.4266,21.522529,22.666243,22.666243,22.718114,23.1756,23.1756,22.396893,22.396893,22.59375,22.59375,22.59375,23.033794,23.033794,23.033794,23.291879,22.508721,22.508721,22.508721,22.638172,22.638172,22.638172,
492.7081,21.580514,22.503625,22.503625,22.852153,23.454306,23.454306,22.609348,22.609348,22.491597,22.491597,22.491597,22.967542,22.967542,22.967542,23.158666,22.532458,22.532458,22.532458,22.377416,22.377416,22.377416,
492.9897,21.858621,22.386013,22.386013,22.339612,23.056573,23.056573,22.588103,22.588103,21.931573,21.931573,21.931573,22.757155,22.757155,22.757155,22.466401,22.075022,22.075022,22.075022,22.049418,22.049418,22.049418,
493.2713,22.169158,22.61549,22.61549,21.951087,22.420515,22.420515,22.640286,22.640286,21.956862,21.956862,21.956862,22.725204,22.725204,22.725204,21.924592,21.863791,21.863791,21.863791,21.525475,21.525475,21.525475,
493.5528,22.400301,23.027785,23.027785,21.985617,21.841756,21.841756,22.480648,22.480648,22.065475,22.065475,22.065475,22.801092,22.801092,22.801092,21.891867,21.974209,21.974209,21.974209,21.292658,21.292658,21.292658,
493.8344,22.42947,22.912539,22.912539,22.03125,22.037442,22.037442,22.127709,22.127709,21.775929,21.775929,21.775929,22.360778,22.360778,22.360778,22.114261,22.286571,22.286571,22.286571,21.615131,21.615131,21.615131,
494.1159,22.270201,22.264109,22.264109,21.798023,22.125765,22.125765,21.68903,21.68903,21.566693,21.566693,21.566693,21.743909,21.743909,21.743909,22.199314,22.320886,22.320886,22.320886,22.026292,22.026292,22.026292,
494.3975,22.110586,21.738009,21.738009,21.213996,21.492853,21.492853,21.269259,21.269259,21.646621,21.646621,21.646621,21.435108,21.435108,21.435108,21.975987,21.769289,21.769289,21.769289,21.983194,21.983194,21.983194,
494.6791,21.948389,21.59375,21.59375,20.747314,20.813916,20.813916,21.25813,21.25813,21.699731,21.699731,21.699731,21.432056,21.432056,21.432056,21.634546,21.012304,21.012304,21.012304,21.798926,21.798926,21.798926,
494.9606,21.837388,21.819422,21.819422,20.925896,20.725392,20.725392,21.43778,21.43778,21.348992,21.348992,21.348992,21.75084,21.75084,21.75084,21.575224,20.831586,20.831586,20.831586,21.731194,21.731194,21.731194,
495.2422,21.366323,21.764252,21.764252,21.032047,20.831091,20.831091,21.425637,21.425637,20.84614,20.84614,20.84614,21.65864,21.65864,21.65864,21.699363,21.18511,21.18511,21.18511,21.681569,21.681569,21.681569,
495.5237,21.0625,21.771982,21.771982,20.76665,21.009104,21.009104,21.558727,21.558727,20.546014,20.546014,20.546014,21.358514,21.358514,21.358514,21.419291,21.411745,21.411745,21.411745,21.546014,21.546014,21.546014,
495.8053,20.88098,21.69348,21.69348,20.625,21.397281,21.397281,21.86902,21.86902,20.414294,20.414294,20.414294,21.299402,21.299402,21.299402,21.024132,21.328588,21.328588,21.328588,21.341686,21.341686,21.341686,
496.0869,20.588642,21.401142,21.401142,20.678786,21.378606,21.378606,21.892428,21.892428,20.536358,20.536358,20.536358,21.222857,21.222857,21.222857,21.04968,21.016927,21.016927,21.016927,21.034856,21.034856,21.034856,
496.3684,20.610371,21.033413,21.033413,20.683345,21.024021,21.024021,21.440744,21.440744,20.762466,20.762466,20.762466,21.315574,21.315574,21.315574,20.979223,20.666723,20.666723,20.666723,20.697973,20.697973,20.697973,
496.6500,20.648854,20.634062,20.634062,20.48151,20.875,20.875,20.80677,20.80677,20.878698,20.878698,20.878698,21.454974,21.454974,21.454974,20.459322,20.321562,20.321562,20.321562,20.440182,20.440182,20.440182,
496.9316,20.317868,20.451507,20.451507,20.360993,20.633603,20.633603,20.289853,20.289853,20.647611,20.647611,20.647611,21.175625,21.175625,21.175625,20.018309,20.052794,20.052794,20.052794,20.205809,20.205809,20.205809,
