,Live Spectrum 26-10-2023 13:42:41,Live Spectrum 26-10-2023 13:42:47,Live Spectrum 26-10-2023 13:42:48,Live Spectrum 26-10-2023 13:42:49,Live Spectrum 26-10-2023 13:42:51,Live Spectrum 26-10-2023 13:42:52,Live Spectrum 26-10-2023 13:42:55,Live Spectrum 26-10-2023 13:42:56,Live Spectrum 26-10-2023 13:42:57,Live Spectrum 26-10-2023 13:42:58,Live Spectrum 26-10-2023 13:42:59,Live Spectrum 26-10-2023 13:42:59,Live Spectrum 26-10-2023 13:43:00,Live Spectrum 26-10-2023 13:43:01,Live Spectrum 26-10-2023 13:43:02,Live Spectrum 26-10-2023 13:43:03,Live Spectrum 26-10-2023 13:43:04,Live Spectrum 26-10-2023 13:43:06,
368.2580,18.735043,18.864048,18.364048,18.413196,18.711804,18.315171,18.389957,18.176548,18.020298,18.305824,18.232372,17.639957,18.634616,17.842415,18.5625,17.645298,18.599361,18.004006,
368.5395,18.731966,18.842509,18.594991,18.020371,18.635733,18.465172,18.302862,18.479629,18.269276,18.174284,18.530155,17.859448,18.427862,17.830534,18.472328,17.695897,18.194655,18.201957,
368.8211,18.4222,18.13713,18.58865,17.51914,18.31888,18.33355,17.97322,18.30868,18.71109,18.02934,18.84056,17.97194,18.5727,17.96237,18.42602,17.63648,18.02296,18.41964,
369.1027,18.035008,17.566258,18.445253,17.333999,18.443493,18.154252,17.640506,17.802511,18.927749,18.109494,18.574011,17.787005,19.052987,18.138746,18.4375,17.732496,18.236492,18.478501,
369.3842,17.473056,18.351193,18.359806,18.179749,18.995694,18.241111,18.537832,17.493695,18.589167,17.885611,19.319943,17.765194,18.916861,18.442944,18.298167,17.897361,18.784972,17.772084,
369.6658,17.412255,18.481678,18.318811,18.493689,19.206128,18.031861,18.625611,17.761705,18.344056,18.130394,19.151161,17.980761,18.937194,18.680883,18.349755,18.286644,19.087133,17.830516,
369.9473,17.783941,18.117709,18.339149,18.579948,19.112153,18.022049,18.375955,18.163541,18.125955,18.485243,19.03125,18.164496,18.515712,18.851996,18.481597,18.454948,19.151649,18.385937,
370.2289,18.155638,18.204267,18.25869,18.650457,18.951983,18.513258,18.287043,18.13369,18.263871,18.361129,19.059603,18.414327,17.927138,18.903353,18.358233,18.156862,19.099543,18.894051,
370.5105,17.977141,18.579366,18.069692,18.866609,18.787243,18.863013,18.401455,18.064897,18.341353,18.403853,18.822089,18.587757,17.814897,18.725942,18.043237,18.125,18.793237,19.057705,
370.7920,17.729594,18.654278,18.062993,18.653785,18.839807,18.779771,18.528293,18.281743,18.404771,18.720722,18.402307,18.531743,18.19095,18.283715,17.874507,18.282236,18.527307,18.930106,
371.0736,18.443277,18.509469,18.091572,18.486932,18.58286,18.6875,18.330682,18.310322,18.3125,18.830682,18.15625,18.558144,18.39536,18.428788,17.872065,18.319791,18.287784,18.446969,
371.3552,18.891216,18.311318,18.104927,18.35107,18.441357,18.614217,18.206391,18.331391,18.335642,18.544397,18.248818,18.542427,18.226858,18.300929,18.307855,18,18.340287,18.133108,
371.6367,18.656505,18.902393,18.367542,18.61947,18.396864,18.149047,18.551441,18.637733,18.488941,17.788708,18.806715,18.805042,18.112267,18.196631,18.71875,18.071886,18.126928,17.96875,
371.9183,19.079357,18.471414,18.108341,18.543376,18.055304,18.478213,18.55757,18.334287,18.415911,18.055105,18.235806,18.596215,18.358143,18.136928,18.60361,18.40625,18.259661,17.96875,
372.1998,18.880688,18.03593,17.941173,18.313004,18.172956,18.77189,18.767713,18.022897,18.388033,18.414603,17.945853,18.464574,18.299971,18.360959,18.077044,18.415107,18.13436,18.048459,
372.4814,18.436935,18.021304,18.250565,18.093185,18.415631,18.801142,18.591773,17.864772,18.510511,18.656815,18.125,18.343468,18.010228,18.478414,17.85539,18.237795,18.052554,18.271022,
372.7630,18.361135,18.185794,18.423635,18.066021,18.041594,18.447844,17.94955,18.052156,18.628521,18.817726,18.052047,18.28125,17.96875,18.203071,18.319541,17.807274,18.277838,18.324659,
373.0445,18.478902,18.239848,18.527601,18.273953,17.798699,18.135946,17.790608,18.391656,18.629442,18.861199,17.923699,18.212247,18.217162,18.045051,18.569797,17.763801,18.26174,18.122939,
373.3261,18.392322,18.033136,18.547064,18.513551,18.012796,18.000377,18.339601,18.562123,18.530119,18.812877,18.106923,18.125,18.685614,18.309483,18.191272,17.842996,17.675835,17.673949,
373.6076,18.181736,17.909132,18.53125,18.824028,18.284132,18.207674,18.243783,18.730278,18.36901,18.78125,18.48316,18.159132,18.724288,18.425972,17.994462,18.07691,17.753335,17.721858,
373.8892,18.162379,17.844052,18.493871,18.787984,18.275121,18.611835,17.800242,18.694234,18.305766,18.613044,18.325968,18.16881,18.494173,18.405948,18.149819,18.368266,18.205887,18.111835,
374.1708,18.228114,17.862478,18.79366,18.626579,18.290614,18.790614,18.013989,18.451602,18.690546,18.642148,17.861011,18.196864,18.446864,18.46875,18.492103,18.570284,18.382784,18.595217,
374.4523,18.184246,18.059677,19.253686,18.418405,18.3125,18.790582,18.112414,18.265409,18.953341,19.06944,17.916013,17.911896,18.70985,18.074223,18.700086,18.405818,18.481336,18.693577,
374.7339,18.22682,18.33671,19.210337,18.13204,18.288977,18.757727,18.140797,18.383413,18.85886,19.265797,18.35285,17.969437,18.577267,17.76511,18.671703,18.006697,18.382383,18.397493,
375.0155,18.526347,18.531862,18.779413,18.213235,18.431985,18.523898,18.206495,18.63848,18.460786,18.803924,18.594362,18.408087,18.173408,17.81924,18.631128,17.755515,18.34375,17.910541,
375.2970,18.780758,18.509069,18.821077,18.383577,18.602327,18.094733,18.325612,18.714215,18.161276,18.286768,18.491423,18.713724,18.120465,18.191051,18.544854,18.01262,18.530758,17.839215,
375.5786,19.095525,18.301883,19.239984,18.434552,18.709907,18.116157,18.372052,18.747052,18.181605,18.133843,18.157423,18.353766,18.408025,18.47642,18.446343,18.317222,18.873827,17.95696,
375.8601,19.244534,18.221483,18.952533,18.16855,18.868167,18.543367,18.135933,18.540816,18.815051,18.692784,18.125,18.850401,18.885751,18.5,18.796101,18.015033,19.264851,18.984785,
376.1417,18.903959,18.189791,19.313125,18.658124,18.811042,18.753748,18.249792,18.403959,18.9375,18.813333,18.469999,18.936667,18.497709,18.314166,19.095624,18.439791,19.091876,19.123126,
376.4233,18.564277,18.527696,19.393812,18.94283,18.574205,19.298285,18.234741,18.053616,18.925062,18.941054,18.663357,18.810723,18.154473,18.578491,19.366116,18.78125,18.80717,18.820651,
376.7048,18.607108,18.462071,19.154106,18.991177,18.270036,19.002391,18.493321,17.929626,18.671998,18.996661,18.757874,18.78125,18.131679,18.853768,19.151962,18.761214,18.692035,18.397427,
376.9864,18.713854,18.386666,18.821144,18.641562,18.515835,18.441248,18.398332,18.159272,18.276354,18.914894,18.518436,18.75677,18.133644,18.854269,18.530103,18.56927,18.439374,18.072292,
377.2679,18.584356,18.229678,18.544143,18.594733,18.989072,18.118553,18.077909,18.421108,18.243553,18.573428,18.268357,18.566981,17.830857,18.361124,18.155267,18.379481,18.236124,18.183019,
377.5495,18.123571,18.055223,18.545803,18.710759,19.179509,18.09375,17.600312,18.846608,18.234732,18.30308,18.250714,18.319777,17.85317,18.275402,18.047232,18.076339,18.0625,18.486161,
377.8311,17.880322,18.220297,18.368131,18.554084,18.708354,18.217636,17.628094,19.113923,18.233601,18.360582,18.372339,18.335767,18.100619,18.578899,18.331993,17.900928,18.195916,18.623453,
378.1126,17.915935,18.481749,18.148502,18.272125,17.731749,18.234504,18.106749,18.852875,18.202436,18.902376,18.415375,18.398502,18.198562,18.632188,18.642691,18.053375,18.289815,18.472624,
378.3942,18.256517,18.612856,17.830716,18.299911,18.039103,17.435274,18.31339,18.724377,18.431873,18.756072,18.299466,18.068127,18.206161,18.506072,18.017326,18.207051,18.095085,18.618928,
378.6758,18.256061,18.65928,17.859848,18.238921,18.628976,16.912311,18.51411,18.452652,18.463732,18.648201,18.088732,18.050378,18.060512,18.271213,17.591762,18.34678,18.487878,18.68447,
378.9573,18.171875,18.625,18.234369,18.078128,18.59376,17.234364,18.375004,18.156254,18.34375,18.578125,17.828129,18.328121,17.875001,17.890629,17.406251,18.468746,18.312509,18.671876,
379.2389,18.070583,18.642133,18.420367,17.865949,17.855931,17.864868,18.150216,17.97985,18.600751,18.64515,17.653233,18.383083,17.860883,17.869934,17.3236,18.642133,18.034267,18.590733,
379.5204,18.279546,18.618977,18.275795,17.930341,17.475341,17.894773,18.168296,17.900227,18.756591,18.706136,17.960455,18.070227,18.117273,17.912841,17.635341,18.302159,18.137046,18.413409,
379.8020,18.649951,18.573617,18.207633,18.313118,17.779768,17.479248,18.299284,17.834733,18.497282,18.638216,18.2479,17.704916,18.482584,17.854867,18.378336,17.559164,17.764698,18.2521,
380.0836,18.360757,18.519251,18.391747,18.079507,18.076873,17.269251,18.149129,17.8125,18.461498,18.35588,18.108253,17.658624,18.399129,18.36274,18.504878,17.843489,17.963742,18.283624,
380.3651,18.25683,18.707989,18.53808,18.044909,17.870792,17.434879,17.923841,17.650731,18.361341,18.29622,18.262349,17.964818,18.28939,18.223992,18.137072,17.978201,18.456678,18.104511,
380.6467,18.207482,18.928785,18.636268,18.019982,17.633715,17.696714,17.875,17.667518,18.042018,18.3125,18.589642,18.111678,18.207482,18.09375,17.785358,17.912911,18.537911,17.908304,
380.9282,18.031123,18.838436,18.65625,18,17.802252,17.854251,18.109565,17.817814,17.942687,18.547065,18.65625,17.83831,18.396002,18.354378,18.213942,18.166878,18.557313,18.083502,
381.2098,18.247774,18.399544,18.436007,18.247774,18.449419,17.930061,18.404024,17.513385,17.799848,18.731402,18.215763,17.643598,18.685274,18.40625,18.890639,18.438993,18.259665,18.290183,
381.4914,18.600165,18.227781,18.058343,18.513188,18.734196,18.111453,18.756415,17.265804,17.839234,18.663023,18.098266,17.943915,18.689758,18.319273,19.084719,18.497742,18.044797,18.3125,
381.7729,18.807689,18.066509,17.635423,18.257216,18.689104,18.125,18.324527,17.554482,17.417475,18.382216,18.063302,17.938302,18.626604,18.282052,18.454337,17.98238,17.665871,18.708327,
382.0545,18.57884,18.399767,17.539029,17.678424,18.489628,18.009724,17.934907,18.151712,17.314445,17.91727,18.349584,17.537084,18.512451,18.680369,17.912733,17.641855,17.606715,19.348421,
382.3360,17.858261,18.068642,17.929266,17.262554,17.983261,18.452011,17.825054,17.922854,17.399973,18.404023,18.593615,17.820869,17.671032,18.327011,18.220842,18.399838,18.197827,18.09375,
382.6176,17.656776,17.694036,18.214694,17.469276,17.771184,18.186974,17.996469,17.676383,17.291316,17.926908,18.142128,17.948092,18.383112,18.058444,18.271184,17.871469,17.90625,18.104342,
382.8992,17.980697,17.524816,17.922611,17.738602,18.026836,17.952389,17.983639,17.328861,17.125,17.90827,18.021324,18.021324,18.912684,17.786213,18.447426,17.918197,17.90625,18.192463,
383.1807,18.438898,17.732928,17.862919,17.799021,18.570288,18.063199,18.04972,17.326678,17.099441,18.294729,18.013479,17.917632,18.583166,17.857229,18.455271,18.357229,17.938199,18.308207,
383.4623,18.617204,18.023439,18.015607,17.664054,18.796886,18.203121,18,17.710918,17.046864,18.437507,18.234364,17.710939,17.70315,18.101546,18.203143,18.445332,18.054689,18.617196,
383.7439,18.397024,17.935419,18.102386,17.965767,18.637798,18.231548,17.981548,18.042557,17.29821,18.297621,18.430355,17.641371,17.319645,18.386307,17.904169,18.104467,17.948217,18.481548,
384.0254,18.481353,17.664262,17.590471,18.438156,18.604385,18.166229,17.958771,18.154938,17.647582,18.176865,18.541229,17.595062,17.283217,18.573135,17.75,17.927521,17.654283,18.373688,
384.3070,18.639344,17.810706,17.654456,18.584272,18.637039,17.980533,18.132428,17.874744,17.788422,18.433145,18.030482,17.766906,17.504867,18.425205,17.918545,17.800205,17.540983,18.129611,
384.5885,18.441569,18.285319,18.155942,18.691876,18.683124,17.669379,18.263129,17.571253,18.0053,18.700321,17.57686,17.951245,17.589374,18.19656,18.308431,17.410319,17.91155,18.004684,
384.8701,18.192276,18.080513,17.957105,18.671079,18.629776,17.547671,18.215566,17.544487,18.239947,18.290802,18.161527,17.811999,17.684316,18.264829,18.350118,17.235171,18.427948,18.034434,
385.1517,17.931595,17.998819,18.020939,18.655069,18.466388,17.70962,18.378543,17.820766,17.784475,18.207258,18.326354,17.467569,17.895939,18.200173,17.991734,17.21875,18.511492,17.855242,
385.4332,17.834039,17.915961,18.437789,18.537019,18.283077,17.875,18.486346,18.295193,17.521539,18.45327,18.105288,17.824617,18.048846,18.037019,17.693269,17.553078,18.247884,17.574038,
385.7148,17.931914,17.799115,18.618307,18.525664,18.092644,17.761172,18.424115,18.594856,17.941925,18.581471,18.082578,18.162943,18.005586,18.044635,17.871626,17.983241,18.238828,17.513385,
385.9963,18.111134,17.668638,18.553069,18.460797,18.03125,17.545116,18.171594,18.493525,18.228181,18.24796,18.176591,18.045116,17.724663,18.134431,18.071931,17.971706,18.109094,17.481138,
386.2779,18.361134,17.407957,18.335911,18.427954,18.096363,17.707497,17.75864,18.10239,17.859323,17.585006,17.992161,18.207497,17.506933,18.221363,17.898411,17.776024,17.69614,17.242161,
386.5595,17.976254,16.643693,17.904065,18.391375,18.194187,18.158435,17.625,17.530566,17.779749,17.167439,18.044624,18.289438,17.745498,18.342249,18.043123,17.787937,17.816185,17.45606,
386.8410,17.958988,16.528323,18.000982,18.399415,18.365238,18.500982,17.649415,17.790049,17.641597,17.435555,18.264653,17.890616,18.014653,18.326171,18.125,17.885744,17.955079,17.5625,
387.1226,18.309136,17.000443,18.268591,18.225921,18.328966,18.588261,17.707773,18.138102,17.516466,17.788863,18.492829,17.678205,17.882171,18.235216,17.970432,17.983534,18.432454,17.717068,
387.4042,18.347898,17.527388,18.285398,17.482838,18.176988,17.997497,17.908467,17.889374,17.445795,18.114774,18.449943,17.873069,17.355907,18.164545,18.04591,17.918693,18.910684,17.64159,
387.6857,18.173123,17.991879,18.139061,17.375,17.928747,17.934688,18.250316,17.274994,17.920943,17.871872,18.153122,17.963126,17.53719,18.554379,18.119376,17.877812,18.513745,17.568124,
387.9673,18.007412,18.180088,18.035697,18.089423,18.114623,18.175641,18.191947,17.09968,18.08782,17.665144,17.976162,18.028285,18.455528,18.802123,18.065465,17.964303,17.72456,17.532732,
388.2488,18.310918,18.1875,18.466535,18.746836,18.560285,18.342959,18.1875,17.808861,18.031566,17.904984,18.31076,18.000158,18.873102,18.532674,17.875949,17.999842,17.190031,17.904352,
388.5304,18.65625,18.129641,18.918937,18.608757,18.879566,18.254641,17.932859,18.503481,17.652769,18.03357,18.763847,18.193226,18.423578,18.366954,17.755876,17.994199,17.421257,18.150449,
388.8120,18.626575,18.294513,18.405352,18.157825,18.194919,18.357689,17.814973,18.571493,17.577338,18.061602,18.327338,17.528777,18.0625,18.931656,18.69402,17.851169,17.029675,18.002473,
389.0935,18.258569,18.842741,17.978328,17.774699,18.315271,18.129789,17.870211,18.30872,17.76134,17.69128,18.50378,17.49244,18.05116,18.458418,18.379789,17.960181,17.427922,18.065271,
389.3751,18.088668,19.037091,17.583587,17.61688,18.603154,17.978154,18.067582,18.31174,17.899649,17.779731,18.551577,17.457827,17.973832,18.085106,18.172255,18.130082,17.822663,18.302337,
389.6566,18.126278,18.765939,17.58865,18.288906,18.735966,18.315056,18.100128,18.462372,18.193878,18.100128,18.586094,17.645411,18.044645,17.712372,18.074617,18.105228,17.875,18.281889,
389.9382,18.359663,18.180409,17.889183,18.501154,18.399159,18.797163,18.155673,18.368485,18.17274,18.109663,18.281827,17.961082,18.26476,17.718173,18.038341,17.921587,17.867332,18.36024,
390.2198,18.3125,18.08936,18.160813,18.303547,18.155905,18.678374,18.258953,18.012998,17.861139,18.053547,18.142734,17.883781,18.424156,17.731921,18.201016,18.022469,17.897469,18.147124,
390.5013,18.261337,18.30974,18.25,18.363111,17.761889,18.336278,18.271017,17.615319,17.376104,18.18474,18.072181,17.616976,18.571076,17.541483,18.394361,18.197181,18.051715,17.835726,
390.7829,17.995159,18.625,18.169454,18.611796,17.616763,17.838909,18.203974,17.772887,17.468624,18.638078,18.294328,17.516348,18.493587,17.700578,18.447435,18.269743,17.921152,17.574007,
391.0645,17.846499,18.510026,18.095124,18.558377,17.643475,17.779673,18.086675,18.391898,17.882075,18.798351,18.441826,17.965799,17.923351,17.91195,18.22445,18.135026,17.791073,17.683174,
391.3460,18.185665,18.147222,18.243651,18.239137,17.793453,18.304316,18.059325,18.855953,18.091915,18.490972,18.424802,18.299802,17.840575,17.987302,18.075198,17.870486,18.03125,17.742311,
391.6276,18.359705,17.829775,18.37368,18.279271,18.198836,18.470729,17.940799,19.0625,18.31184,18.142934,18.53191,18.37632,17.84441,18.109705,18.090451,17.81118,17.985365,17.488004,
391.9091,18.244468,17.849282,18.305124,18.358453,18.439344,18.176436,17.61578,19.029406,18.277562,18.097438,18.367624,18.080843,18.011064,17.994468,18.46511,18.205939,18.136064,17.643439,
392.1907,18.04949,17.973087,18.08074,18.059056,18.237436,17.911033,17.379783,19.071173,18.16537,18.405357,18.018686,17.71486,18.24088,17.781697,18.727423,18.5,18.561607,18.09764,
392.4723,17.854544,18.076137,17.923863,17.957956,17.986363,18.015058,17.502843,18.877555,18.105966,18.441476,17.881819,17.841195,18.452558,17.877843,18.609942,18.404829,18.597726,18.294887,
392.7538,17.740711,17.942573,17.89527,18.355565,18.160467,18.327697,17.726349,18.191737,18.235638,18.019435,18.169756,18.304046,18.603039,17.959461,18.236494,18.141053,18.135145,18.161323,
393.0354,18.084245,17.628753,17.583754,18.402252,18.496247,18.007506,18.146745,18.056748,18.076003,17.972748,17.861006,18.146254,18.753998,18.066498,18.07225,18.00975,18.173997,18.363496,
393.3169,18.068206,17.576699,17.687467,18.593717,18.27561,18.017018,18.267051,18.261346,18.059647,18.167596,18.110736,17.977276,18.49436,18.215897,17.880706,17.977276,18.576666,18.431827,
393.5985,17.92817,17.426146,17.972797,18.711443,18.01259,18.476844,18.082396,18.288557,18.189524,18.410297,18.592514,17.777203,18.015849,18.226057,17.692783,17.777203,18.83116,18.238646,
393.8801,17.90625,17.5511,18.20735,18.693593,17.943593,18.342179,18.157036,18.180622,18.168436,18.443593,18.637186,17.643279,17.805622,18.143279,17.631093,17.592964,18.673743,18.036557,
394.1616,18.038077,17.567385,18.170904,18.397481,18.174789,18.28125,17.923846,18.103519,18.129885,18.200211,18.519538,17.730462,18.124,17.729519,17.888654,18.010712,18.018596,17.736346,
394.4432,18.117637,17.72791,17.963272,18.123204,18.466864,18.44666,17.70959,18.011045,18.207705,17.825431,18.5,17.639727,18.463183,17.435704,18.295888,18.700252,17.90625,17.908046,
394.7248,18.211297,17.836297,17.822437,18.064984,18.327405,18.037264,17.256014,18.028766,18.448876,17.838782,18.241108,17.740063,18.615063,17.693908,18.34375,18.925079,18.308971,18.052563,
395.0063,18.308624,17.783834,17.932331,18.212289,18.282542,17.430801,16.829298,18.03125,18.618539,18.113371,17.709467,17.809916,18.595042,18.13816,18.493539,18.667879,18.733202,18.212289,
395.2879,18.592801,17.656672,18.716114,17.689292,18.032093,17.281672,17.55997,18.404985,18.188976,18.249578,18.310391,17.314187,17.877425,17.657937,17.098494,18.31366,18.282831,17.845015,
395.5694,18.022644,18.082939,18.685349,17.391136,18.157326,17.256454,17.89006,18.248924,18.469826,17.955841,18.005379,17.734886,17.529099,17.735962,17.079712,18.455841,17.934273,18.292007,
395.8510,17.812772,18.649495,18.622748,17.859511,18.198758,17.471273,18.296739,18.21875,18.504503,17.611762,18.172011,18.205512,17.466498,18.21875,17.630046,18.055474,17.852756,18.575738,
396.1326,18.266658,18.5625,18.607438,18.02828,18.34375,17.90625,18.066374,18.232438,18.559078,17.89508,18.433174,18.434078,17.485408,18.232438,18.56844,17.61383,18.009814,18.354016,
396.4141,18.637902,18.525803,18.68664,17.727064,18.307053,17.851205,17.820814,18.352924,18.503727,18.381307,18.883314,18.378727,17.920871,18.362098,19.097477,18.159689,18.385034,18.483371,
396.6957,18.542744,18.283766,18.436784,17.656966,18.09375,17.514009,17.733475,18.383262,18.303522,18.764009,18.663797,18.224497,18.193247,18.46875,18.903019,18.877516,18.613506,18.692531,
396.9772,18.573046,18.128645,18.107941,18.054823,18.052342,17.472007,18.068626,18.295053,18.118099,18.646092,18.163927,18.256901,18.191145,18.530862,18.812112,18.536058,18.521092,18.33398,
397.2588,18.475849,18.095654,18.034106,18.203084,17.857947,17.392488,18.426594,18.327649,18.0857,18.403394,17.830505,18.224897,17.779781,18.597041,18.934644,17.95031,18.38305,17.896296,
397.5404,18.323501,18.327222,18.3125,17.511055,17.773916,16.968804,18.244526,18.235278,18.080889,18.152583,18.080889,18.136055,16.948555,18.09189,18.65625,18.391528,18.415444,17.779443,
397.8219,18.021671,18.375503,18.374497,17.749497,17.97858,17.550408,18.613913,18.073336,18.114667,18.208417,18.135333,18.353832,17.248995,17.999497,18.625251,18.167588,18.313505,18.123995,
398.1035,17.858365,18.169737,18.396805,17.920865,18.056203,18.037547,18.597792,17.911419,18.070818,18.107237,18.202115,18.196711,17.557331,18.193797,18.459305,18.029229,17.947838,18.489662,
398.3851,17.924906,17.917903,18.168373,17.974812,17.849341,18.143656,18.268656,17.850282,17.930497,18.145068,18.306438,17.718279,17.80738,18.224341,18.104932,18.212688,17.649247,18.586747,
398.6666,18.029702,17.763717,18.080033,17.923783,17.705033,18.111283,18.318584,17.837666,17.726383,18.488551,18.371184,17.707301,17.990099,18.066316,17.816316,18.208849,17.609735,18.314048,
398.9482,18.306175,17.707078,18.077334,17.90625,17.850678,18.182756,18.450753,17.512651,17.685919,18.534413,18.272741,17.738328,18.071009,17.734564,17.78125,18.111747,17.809337,17.933735,
399.2297,18.48534,17.625,18.221322,18.017876,18.174769,18.408822,18.372428,17.234053,17.798483,18.325231,18.045267,17.576517,18.202803,17.262731,17.940715,18.0625,17.970679,17.496142,
